if duly made by resolution 104
in cuba during the nineteenth 2750
in cuba during the revolution 66
in date from the fourteenth 69
in days when no sacrifice 101
in days when the president 41
in days when the stoutness 42
in dire need of additional 280
in dire need of correction 76
in dire need of emergency 86
in dire need of extensive 40
in dire need of leadership 54
in dire need of political 59
in dire need of protection 507
in dire need of provisions 55
in dire need of redemption 87
in dire need of renovation 155
in dire need of resources 62
in dire need of spiritual 147
in dire need of technical 44
in dune areas is propelled 60
in early days an important 46
in early days in california 45
in early days of premature 128
in early life by cartilage 62
in early life by unabashed 113
in early life he sometimes 49
in early life is associated 78
in early life is concerned 92
in early life is necessary 46
in early part of eighteenth 56
in early part of nineteenth 113
in early spring to encourage 205
in early spring to stimulate 56
in early years of childhood 59
in fact able to distinguish 44
in fact among the industrial 57
in fact been an important 215
in fact been in effective 71
in fact been in existence 258
in fact been my occupation 44
in fact been the principal 157
in fact come to recognize 41
in fact come to represent 81
in fact deny the existence 71
in fact drew the districts 104
in fact find it difficult 89
in fact find it necessary 52
in fact form an important 73
in fact gave the impression 40
in fact give the impression 107
in fact have an advantage 69
in fact have an important 146
in fact have an influence 82
in fact have an obligation 93
in fact have no connection 40
in fact have no existence 51
in fact have the character 65
in fact have the necessary 92
in fact have the requisite 58
in fact have the structure 46
in fact just as important 53
in fact just in proportion 108
in fact laid the foundation 224
in fact laying the foundation 52
in fact made an important 48
in fact made it necessary 68
in fact made no reference 59
in fact made the statement 137
in fact make an important 40
in fact make it difficult 58
in fact make the statement 50
in fact make the transition 41
in fact meet the conditions 46
in fact only an expression 52
in fact only be explained 53
in fact only the expression 62
in fact only the marvelous 79
in fact only the reflection 60
in fact play an important 562
in fact seem to represent 56
in fact there is generally 43
in fact there is virtually 59
in fact think of themselves 46
in fact used by employees 44
in fact used the copyright 43
in fact used to discharge 65
in fact what it professed 51
in fact what it professes 67
in fact what it purported 100
in fair dealing is protected 45
in five days by biological 64
in five years the population 41
in five years the production 45
in food from the surrounding 47
in form from the classical 47
in form like to ourselves 60
in form open to criticism 40
in fort worth on september 85
in from over the mountains 175
in full tide of discourse 56
in full view of customers 152
in full view of everybody 1436
in full view of jerusalem 42
in full view of neighbors 109
in full view of observers 60
in full view of onlookers 64
in full view of passengers 71
in full view of passersby 662
in full view of reporters 104
in full view of residents 41
in full view of television 358
in full view of witnesses 208
in gazing into the millstone 47
in giving birth to siegfried 67
in giving rise to sensations 78
in giving such an assurance 44
in gold mining in california 73
in good faith an accusation 110
in good faith by competent 79
in good faith in compliance 186
in good faith in connection 924
in good faith in determining 286
in good faith in discharge 83
in good faith in discharging 121
in good faith in discovery 104
in good faith in ignorance 115
in good faith in obedience 56
in good faith in pursuance 664
in good faith in recognizing 52
in good faith in terminating 83
in good faith is protected 137
in good faith it exercises 40
in good faith of reasonable 69
in good faith on effective 1493
in good faith on reasonable 42
in good faith or dominated 82
in good faith the conditions 88
in good faith the principle 52
in good faith the proceedings 45
in good faith the provisions 178
in good faith to ascertain 59
in good faith to construct 139
in good faith to cooperate 44
in good faith to determine 298
in good faith to discharge 79
in good faith to eliminate 105
in good faith to establish 169
in good faith to implement 218
in good faith to indemnify 67
in good faith to propagate 60
in good faith to prosecute 45
in good faith to recognize 40
in good faith to represent 97
in good faith to surrender 146
in good health at portsmouth 41
in good stead in ministering 65
in good time the necessary 67
in good time to interrupt 91
in great need of additional 162
in great need of amendment 51
in great need of ammunition 55
in great need of correction 61
in great need of protection 171
in great need of provisions 158
in great need of renovation 65
in great need of spiritual 115
in great part be accounted 42
in great part be explained 75
in great part of fragments 52
in great part of gentlemen 157
in great part of political 89
in great part or altogether 135
in great part the existence 44
in great part the expression 81
in great part the legendary 53
in great part the political 51
in great range of knowledge 48
in great want of ammunition 141
in great want of artillery 43
in great want of provisions 1201
in hand among the defenders 43
in hand among the difficult 123
in hand into the intervals 129
in hand made it necessary 79
in hand will be completed 53
in having been so fortunate 150
in having been the birthplace 58
in having laid the foundation 42
in having made the discovery 105
in having more in proportion 132
in having such an excellent 84
in health care is increasingly 42
in heart rate is associated 75
in heart rate or myocardial 46
in hell will be immensely 100
in help from the neighboring 66
in here from the mountains 40
in hiding during the holocaust 43
in high cost of production 123
in holy writ to designate 65
in hyde park in september 82
in hyde park on september 53
in hyde park or trafalgar 115
in hyde park to celebrate 51
in india during the centuries 52
in india during the eighteenth 435
in india during the emergency 157
in india during the nineteenth 1044
in india during the seventies 50
in india find it difficult 49
in india from the eighteenth 852
in india from the himalayas 45
in india means an artificial 43
in india over the centuries 167
in india will be discussed 144
in iran during the nineteenth 89
in iran during the revolution 82
in jail during the emergency 76
in july form an important 55
in just such an emergency 1126
in just what it consisted 50
in kind from the influence 52
in kind from the invisible 51
in kind from the knowledge 119
in kind from the necessary 86
in kind from the phenomena 48
in kind from the processes 104
in kind from the provinces 65
in kind from the villagers 50
in korea made it necessary 50
in land among the barbarous 85
in land must be abolished 50
in land must be evidenced 109
in last month of pregnancy 90
in late spring to midsummer 237
in laying bare the weaknesses 43
in laying down the conditions 279
in laying down the foundation 214
in laying down the principal 89
in laying down the principle 427
in laying hold of empirical 49
in left hand is predicate 290
in length from the aforesaid 178
in length from the extremity 74
in less need of protection 67
in life from the equipoise 195
in life from the universal 64
in life take an altogether 63
in life were so different 56
in life were so extremely 45
in life when he abandoned 40
in life will be different 76
in living down the assumption 55
in love among the cannibals 62
in love among the haystacks 59
in making clear to ourselves 79
in making clear to themselves 42
in making gain the principal 55
in making good the exhaustion 434
in making sail on different 55
in making such an accusation 57
in making such an agreement 191
in making such an alteration 41
in making such an appraisal 75
in making such an assumption 481
in making such an equitable 60
in making such an evaluation 212
in making such an important 174
in making such an impression 82
in making such an inference 127
in male rats by inhibition 47
in many acts of parliament 117
in many areas is naturally 47
in many areas of artificial 62
in many areas of astronomy 124
in many areas of australian 53
in many areas of behavioral 87
in many areas of biological 241
in many areas of biomedical 115
in many areas of california 440
in many areas of chemistry 351
in many areas of cognitive 168
in many areas of commercial 108
in many areas of community 191
in many areas of corporate 49
in many areas of economics 279
in many areas of empirical 87
in many areas of expertise 95
in many areas of industrial 270
in many areas of knowledge 425
in many areas of linguistics 51
in many areas of molecular 78
in many areas of operations 54
in many areas of political 281
in many areas of practical 74
in many areas of production 728
in many areas of psychiatry 42
in many areas of regulation 75
in many areas of technical 59
in many areas of theoretical 80
in many areas the population 57
in many areas the proportion 48
in many other eu countries 193
in many ways an adaptation 45
in many ways an admirable 763
in many ways an advantage 382
in many ways an anomalous 49
in many ways an arbitrary 54
in many ways an archetype 48
in many ways an artificial 212
in many ways an astonishing 70
in many ways an effective 74
in many ways an enigmatic 61
in many ways an estimable 56
in many ways an exceedingly 51
in many ways an excellent 1547
in many ways an exemplary 399
in many ways an expression 395
in many ways an extremely 197
in many ways an important 419
in many ways an innovator 42
in many ways an interesting 384
in many ways an outstanding 78
in many ways an unpleasant 48
in many ways an unusually 90
in many ways as civilized 94
in many ways as different 149
in many ways as difficult 89
in many ways as important 489
in many ways as interesting 98
in many ways at different 108
in many ways be described 74
in many ways be different 70
in many ways be perverted 50
in many ways by different 437
in many ways he continued 43
in many ways he resembled 227
in many ways he resembles 81
in many ways in connection 83
in many ways in different 282
in many ways in opposition 101
in many ways is analogous 142
in many ways is different 151
in many ways is identical 42
in many ways it continues 59
in many ways it parallels 54
in many ways it reflected 47
in many ways it resembled 195
in many ways it resembles 475
in many ways no different 787
in many ways of excellent 46
in many ways so admirable 71
in many ways so different 918
in many ways so interesting 48
in many ways the advantage 50
in many ways the antithesis 2792
in many ways the appearance 43
in many ways the archetype 273
in many ways the architect 95
in many ways the attitudes 45
in many ways the character 162
in many ways the classical 76
in many ways the community 67
in many ways the conditions 136
in many ways the doctrines 45
in many ways the foundation 153
in many ways the influence 115
in many ways the interests 66
in many ways the lifeblood 48
in many ways the nineteenth 40
in many ways the outstanding 99
in many ways the political 248
in many ways the practical 49
in many ways the precursor 175
in many ways the president 52
in many ways the principal 305
in many ways the processes 42
in many ways the production 59
in many ways the prototype 494
in many ways the realization 40
in many ways the revolution 44
in many ways the spiritual 379
in many ways the structure 98
in many ways the successor 134
in many ways the transition 45
in many ways to construct 50
in many ways to determine 82
in many ways to different 59
in many ways to encourage 167
in many ways to establish 119
in many ways to influence 132
in many ways to primitive 40
in many ways to reinforce 50
in many ways to represent 94
in many ways to stimulate 64
in many years of practical 44
in mass form the interests 55
in meaning over the centuries 114
in media such as television 114
in mind also the interests 51
in mind also the paramount 69
in mind also the provisions 44
in mind during the discussion 402
in mind during the evaluation 108
in mind during the intervening 44
in mind during the interview 135
in mind during the remainder 73
in mind only the interests 57
in mind what an eccentric 82
in mind what is important 77
in mind what we discussed 58
in mind when he addressed 252
in mind when he addresses 65
in mind when he advocated 204
in mind when he advocates 42
in mind when he announced 211
in mind when he appointed 45
in mind when he associated 43
in mind when he attempted 82
in mind when he commented 420
in mind when he complains 87
in mind when he conceived 520
in mind when he concluded 169
in mind when he concludes 69
in mind when he condemned 168
in mind when he confessed 48
in mind when he considers 153
in mind when he contrasts 112
in mind when he counseled 71
in mind when he dedicated 51
in mind when he delivered 128
in mind when he denounced 146
in mind when he described 2443
in mind when he describes 781
in mind when he developed 293
in mind when he discussed 290
in mind when he discusses 286
in mind when he dismissed 44
in mind when he enunciated 48
in mind when he envisaged 53
in mind when he envisioned 78
in mind when he exclaimed 171
in mind when he explained 215
in mind when he expressed 326
in mind when he expresses 41
in mind when he indicated 42
in mind when he organized 62
in mind when he persuaded 51
in mind when he portrayed 111
in mind when he predicted 136
in mind when he presented 151
in mind when he protested 42
in mind when he published 158
in mind when he purchased 53
in mind when he reflected 57
in mind when he repeatedly 41
in mind when he requested 71
in mind when he responded 45
in mind when he specified 51
in mind when he suggested 1080
in mind when he supported 45
in mind when he testified 55
in mind when he undertook 133
in mind when it considers 59
in mind when we discussed 47
in mind when we distinguish 79
in mind when we encounter 72
in mind when we interpret 147
in mind when we undertake 53
in mixing bank or artificial 62
in more depth the different 41
in more depth to determine 64
in more means of production 82
in more need of protection 88
in most areas of california 135
in most areas of commercial 47
in most areas of community 57
in most areas of industrial 84
in most areas of knowledge 89
in most areas of political 78
in most areas of production 89
in most need of protection 128
in most other ec countries 82
in most other eu countries 649
in most ways no different 45
in most ways the antithesis 46
in moving from the theoretical 42
in moving show an inability 41
in navy blue to represent 83
in ninth month of pregnancy 47
in north korea in september 55
in only part of palestine 63
in open acts of hostility 144
in other acts of parliament 342
in other areas of advertising 45
in other areas of antitrust 103
in other areas of artificial 45
in other areas of astronomy 56
in other areas of bangladesh 76
in other areas of behavioral 153
in other areas of bilateral 41
in other areas of biological 64
in other areas of biomedical 87
in other areas of california 191
in other areas of chemistry 210
in other areas of cognitive 475
in other areas of commercial 144
in other areas of community 607
in other areas of copyright 53
in other areas of corporate 169
in other areas of dentistry 64
in other areas of discourse 279
in other areas of discussion 40
in other areas of economics 436
in other areas of empirical 56
in other areas of existence 53
in other areas of expertise 141
in other areas of guatemala 53
in other areas of industrial 243
in other areas of innovation 42
in other areas of insurance 74
in other areas of knowledge 697
in other areas of linguistics 164
in other areas of litigation 90
in other areas of manhattan 42
in other areas of molecular 46
in other areas of municipal 73
in other areas of negotiation 69
in other areas of operations 92
in other areas of palestine 42
in other areas of perception 92
in other areas of personnel 89
in other areas of physiology 42
in other areas of political 416
in other areas of practical 59
in other areas of production 858
in other areas of programming 101
in other areas of psychiatry 124
in other areas of regulation 331
in other areas of scholarly 51
in other areas of television 64
in other areas of transport 60
in other areas or countries 70
in other areas to determine 46
in other areas to eliminate 61
in other means of production 106
in other means of transport 88
in other media of expression 53
in other ways an advantage 41
in other ways as described 44
in other ways be beneficial 127
in other ways if necessary 49
in other ways in connection 50
in other ways in different 42
in other ways in maintaining 44
in other ways it resembled 41
in other ways it resembles 68
in other ways so different 91
in other ways to cooperate 41
in other ways to determine 46
in other ways to encourage 92
in other ways to establish 62
in other ways to influence 169
in other ways to stimulate 54
in other ways to undermine 43
in over half the countries 198
in pain from the transient 44
in part also an expression 56
in part from an assumption 48
in part from an awareness 214
in part from an excessive 47
in part from an ignorance 57
in part from an inability 161
in part from the additional 50
in part from the alteration 51
in part from the ambiguity 117
in part from the ambiguous 47
in part from the association 98
in part from the assumption 417
in part from the attitudes 80
in part from the awareness 59
in part from the character 379
in part from the classical 69
in part from the collection 58
in part from the commission 54
in part from the conception 43
in part from the conditions 119
in part from the continued 195
in part from the conviction 231
in part from the definition 48
in part from the depression 43
in part from the different 665
in part from the discovery 162
in part from the discussion 60
in part from the diversity 126
in part from the dominance 48
in part from the eighteenth 44
in part from the emergence 76
in part from the empirical 43
in part from the excellent 64
in part from the excessive 53
in part from the existence 239
in part from the extensive 127
in part from the extremely 44
in part from the fourteenth 133
in part from the frequency 75
in part from the generally 80
in part from the hostility 59
in part from the ignorance 59
in part from the important 48
in part from the impression 46
in part from the inability 390
in part from the increasingly 83
in part from the industrial 45
in part from the influence 1436
in part from the intensity 41
in part from the interplay 54
in part from the intestine 90
in part from the intrinsic 44
in part from the knowledge 221
in part from the misguided 45
in part from the narrative 135
in part from the necessity 310
in part from the nineteenth 66
in part from the obligation 59
in part from the opposition 75
in part from the perceived 130
in part from the perception 213
in part from the pervasive 45
in part from the political 388
in part from the practical 106
in part from the practices 75
in part from the pressures 94
in part from the previously 43
in part from the primitive 50
in part from the principal 43
in part from the principle 49
in part from the production 97
in part from the provisions 110
in part from the published 40
in part from the realization 343
in part from the reflection 43
in part from the reputation 41
in part from the separation 60
in part from the structure 190
in part from the surrounding 130
in part from the technical 52
in part from the testimony 47
in part from the theological 52
in part from the theoretical 72
in part from the traditions 135
in part from the universal 63
in part from the vagueness 63
in part from the widespread 240
in part from the willingness 64
in part north of chesapeake 42
in part upon the assumption 257
in part upon the character 332
in part upon the conditions 175
in part upon the contention 47
in part upon the continued 101
in part upon the definition 74
in part upon the different 48
in part upon the existence 227
in part upon the frequency 64
in part upon the influence 78
in part upon the intensity 123
in part upon the knowledge 85
in part upon the magnitude 85
in part upon the mountains 42
in part upon the perceived 41
in part upon the political 105
in part upon the principle 134
in part upon the proportion 80
in part upon the provisions 44
in part upon the resolution 107
in part upon the stability 47
in part upon the structure 123
in part upon the technical 44
in part upon the testimony 103
in part upon the willingness 105
in past years the proportion 41
in peace during the remainder 78
in peking during the eighteenth 836
in pure form the opposition 81
in rank among the prisoners 202
in reading acts of parliament 46
in rising from the recumbent 75
in rome during the eighteenth 63
in rome during the napoleonic 143
in rome upon the appointed 119
in rule making or determining 233
in said bill of complaint 866
in said city of rochester 61
in salt during the specified 42
in size among the countries 116
in size among the different 86
in size among the provinces 51
in size during the eighteenth 81
in size during the menstrual 155
in size during the nineteenth 116
in size from an estimated 43
in size from the dimensions 274
in size from the originals 70
in size from the periphery 58
in size over the centuries 96
in some acts of parliament 94
in some areas it continued 43
in some areas of admiralty 91
in some areas of bangladesh 58
in some areas of california 265
in some areas of cognitive 103
in some areas of commercial 46
in some areas of community 72
in some areas of discourse 40
in some areas of economics 64
in some areas of guatemala 47
in some areas of industrial 101
in some areas of intensive 53
in some areas of knowledge 161
in some areas of political 100
in some areas of production 233
in some areas of regulation 56
in some areas of wisconsin 74
in some areas or countries 50
in some areas the incidence 58
in some areas the population 116
in some areas the proportion 109
in some areas to encourage 41
in some areas to establish 44
in some book of reference 50
in some case of necessity 59
in some deed of reparation 52
in some deep sea sediments 89
in some depth to determine 45
in some form by virtually 60
in some form in virtually 233
in some form is available 46
in some form is desirable 69
in some form is generally 124
in some form is important 47
in some form is indicated 100
in some form is necessary 677
in some form is universal 84
in some form of advertising 87
in some form of afterlife 549
in some form of aggression 88
in some form of agreement 122
in some form of amusement 64
in some form of antisocial 79
in some form of apparatus 48
in some form of artificial 48
in some form of association 503
in some form of biological 54
in some form of cognitive 69
in some form of commercial 274
in some form of community 794
in some form of concerted 48
in some form of container 215
in some form of continued 53
in some form of corporate 123
in some form of corruption 70
in some form of democracy 63
in some form of discourse 96
in some form of evaluation 61
in some form of existence 166
in some form of expression 722
in some form of federation 326
in some form of hierarchy 94
in some form of industrial 299
in some form of insurance 113
in some form of knowledge 76
in some form of leadership 49
in some form of litigation 69
in some form of meditation 90
in some form of mysticism 57
in some form of narrative 109
in some form of negotiation 93
in some form of occupation 111
in some form of opposition 107
in some form of organized 905
in some form of ownership 41
in some form of permanent 234
in some form of political 863
in some form of practical 164
in some form of preschool 53
in some form of production 421
in some form of protection 47
in some form of regulation 180
in some form of relaxation 116
in some form of restraint 45
in some form of retaliation 64
in some form of secondary 123
in some form of separation 41
in some form of servitude 169
in some form of sheltered 64
in some form of spiritual 262
in some form of strategic 81
in some form of substance 81
in some form of suspended 85
in some form of technical 87
in some form of temporary 113
in some form of transition 69
in some form of transport 99
in some form of universal 84
in some form of vocational 114
in some form of voluntary 210
in some form of volunteer 115
in some form the principle 63
in some gaps in knowledge 59
in some kind of afterlife 534
in some kind of agreement 196
in some kind of amusement 48
in some kind of artificial 75
in some kind of association 288
in some kind of automatic 43
in some kind of ceremonial 52
in some kind of cognitive 77
in some kind of commercial 91
in some kind of community 472
in some kind of connection 269
in some kind of container 388
in some kind of corporate 57
in some kind of corruption 64
in some kind of defensive 57
in some kind of dependent 60
in some kind of desperate 66
in some kind of discussion 114
in some kind of elaborate 79
in some kind of emergency 172
in some kind of enclosure 85
in some kind of encounter 44
in some kind of existence 149
in some kind of expression 56
in some kind of federation 156
in some kind of framework 208
in some kind of functional 73
in some kind of harmonious 69
in some kind of hierarchy 611
in some kind of household 41
in some kind of imaginary 58
in some kind of industrial 196
in some kind of insurance 53
in some kind of invisible 91
in some kind of knowledge 101
in some kind of leadership 69
in some kind of litigation 58
in some kind of machinery 44
in some kind of manageable 46
in some kind of monstrous 62
in some kind of mysterious 149
in some kind of narrative 153
in some kind of negotiation 45
in some kind of nightmare 141
in some kind of numerical 61
in some kind of objective 274
in some kind of occupation 132
in some kind of opposition 254
in some kind of organized 790
in some kind of permanent 265
in some kind of perpetual 81
in some kind of political 748
in some kind of practical 78
in some kind of primitive 102
in some kind of primordial 47
in some kind of production 186
in some kind of profession 46
in some kind of proportion 128
in some kind of protected 94
in some kind of purgatory 145
in some kind of reasonable 146
in some kind of restraint 46
in some kind of revelation 83
in some kind of sacrifice 44
in some kind of secondary 54
in some kind of sequential 102
in some kind of spiritual 415
in some kind of structure 184
in some kind of subjection 82
in some kind of suspended 227
in some kind of suspension 55
in some kind of technical 61
in some kind of telepathic 46
in some kind of temporary 134
in some kind of theological 40
in some kind of theoretical 100
in some kind of transition 90
in some kind of universal 177
in some kind of vocational 78
in some kind of voluntary 117
in some kind of volunteer 122
in some kind of warehouse 40
in some kind of wonderful 62
in some line of production 75
in some loss of resolution 76
in some other eu countries 101
in some part be deposited 60
in some part of ourselves 85
in some part of palestine 45
in some part of scripture 96
in some part of themselves 120
in some sort an advantage 147
in some sort an expression 113
in some sort an indication 42
in some sort he possesses 105
in some sort of affiliation 83
in some sort of afterlife 456
in some sort of agreement 342
in some sort of alternate 43
in some sort of artificial 56
in some sort of association 244
in some sort of automatic 57
in some sort of ceremonial 331
in some sort of civilized 52
in some sort of cognitive 92
in some sort of commercial 100
in some sort of community 345
in some sort of connection 293
in some sort of consensus 46
in some sort of container 420
in some sort of continuum 48
in some sort of convulsion 40
in some sort of corporate 228
in some sort of defensive 59
in some sort of dependent 44
in some sort of desperate 77
in some sort of devotional 43
in some sort of discussion 67
in some sort of effective 41
in some sort of elaborate 43
in some sort of emergency 64
in some sort of empirical 46
in some sort of enclosure 94
in some sort of existence 218
in some sort of federation 192
in some sort of framework 82
in some sort of functional 94
in some sort of gibberish 91
in some sort of harmonious 75
in some sort of hierarchy 492
in some sort of industrial 104
in some sort of invisible 84
in some sort of irregular 47
in some sort of leadership 55
in some sort of litigation 46
in some sort of managerial 45
in some sort of meditation 43
in some sort of moderation 71
in some sort of mysterious 213
in some sort of narrative 67
in some sort of negotiation 66
in some sort of nightmare 69
in some sort of numerical 50
in some sort of objective 248
in some sort of occupation 91
in some sort of opposition 223
in some sort of organized 649
in some sort of permanent 211
in some sort of perpetual 48
in some sort of political 514
in some sort of practical 68
in some sort of primitive 94
in some sort of production 186
in some sort of proportion 311
in some sort of protected 83
in some sort of purgatory 42
in some sort of reasonable 142
in some sort of restraint 111
in some sort of sequential 70
in some sort of spiritual 372
in some sort of structure 107
in some sort of subjection 219
in some sort of succession 57
