if angels will commend us 60
in which their concept of 45
in which their conduct is 152
in which their content is 123
in which their control is 44
in which their country is 405
in which their culture is 113
in which their destiny is 66
in which their efforts to 131
in which their essence is 77
in which their failure to 54
in which their freedom is 90
in which their freedom of 536
in which their freedom to 85
in which their function is 172
in which their history is 206
in which their language is 222
in which their letters of 64
in which their liberty is 40
in which their loyalty to 43
in which their material is 41
in which their message is 50
in which their opinions on 48
in which their parents do 52
in which their parents or 156
in which their position in 160
in which their position is 187
in which their produce is 47
in which their product is 127
in which their pursuit of 44
in which their relation is 55
in which their relation to 250
in which their religion is 122
in which their research is 112
in which their service is 86
in which their society is 176
in which their solution is 59
in which their subject is 47
in which their success is 103
in which their support is 55
in which their utility is 102
in which their welfare is 88
in which their worship is 49
in which there appeared an 167
in which there appeared in 40
in which there appeared no 155
in which there appeared on 65
in which there appeared so 47
in which there appeared the 258
in which there appeared to 2068
in which there chanced to 55
in which there existed an 175
in which there existed no 449
in which there existed the 199
in which there follows on 43
in which there happens to 383
in which there remains no 153
in which there remains the 54
in which there resides the 62
in which there usually is 110
in which these aspects of 629
in which these classes of 138
in which these combine to 50
in which these consist of 48
in which these defects do 101
in which these effects of 76
in which these factors do 49
in which these factors of 97
in which these features of 165
in which these measures of 46
in which these members of 80
in which these millions of 48
in which these objects of 43
in which these portions of 75
in which these remains of 60
in which these sources of 220
in which these species of 48
in which these support the 65
in which these symbols of 66
in which these systems of 126
in which those accused of 132
in which those aspects of 210
in which those closest to 73
in which those members of 170
in which those opposed to 96
in which those outside the 123
in which those portions of 148
in which those subject to 94
in which three aspects of 50
in which three classes of 100
in which three degrees of 46
in which three hundred of 88
in which three members of 327
in which three millions of 71
in which three species of 64
in which three thousand of 78
in which three volumes of 57
in which tiny amounts of 57
in which true religion is 55
in which truth fashions an 49
in which truth herself is 84
in which unit current is 73
in which vast amounts of 413
in which vast numbers of 1279
in which were arranged in 84
in which were arranged the 100
in which were blended the 277
in which were carried on 278
in which were carried the 140
in which were crowded the 57
in which were defined the 66
in which were enacted the 64
in which were engraved the 45
in which were entered the 627
in which were erected the 57
in which were exposed the 81
in which were figures of 54
in which were gathered the 308
in which were grouped the 79
in which were huddled the 47
in which were located the 705
in which were mounted the 49
in which were numbers of 184
in which were painted the 106
in which were planted the 64
in which were present the 121
in which were printed the 157
in which were recited the 65
in which were related the 67
in which were repeated the 78
in which were revealed the 66
in which were several of 146
in which were situate the 49
in which were statues of 92
in which were trained the 120
in which were upwards of 119
in which were visible the 75
in which were wrapped the 66
in which were wrapped up 47
in which were written in 57
in which were written the 844
in which were wrought the 48
in which west germany is 51
in which what appeared to 93
in which what follows is 55
in which what happens at 60
in which what happens in 201
in which what happens is 148
in which what happens to 214
in which what matters is 371
in which what remains of 43
in which work outside the 44
in which young members of 69
in which young persons of 77
in which your ability to 121
in which your article is 75
in which your behavior is 72
in which your chances of 47
in which your college is 217
in which your college or 106
in which your company is 525
in which your country is 260
in which your husband is 111
in which your jealousy of 40
in which your majesty is 283
in which your message is 57
in which your parents or 62
in which your partner is 133
in which your patient is 42
in which your problem is 41
in which your product is 106
in which your product or 92
in which your program is 155
in which your project is 75
in which your purpose is 88
in which your subject is 86
in which zeus weighed the 60
in white foam against the 77
in whose eyes everything is 60
in whose hand victory is 42
in whose heaving billows it 48
in whose name baptism is 55
in whose name everything is 86
in whose past history the 61
in whose soul thoughts of 48
in within five minutes of 40
in women from college to 351
in words these emotions of 129
in words very similar to 560
in words what happens to 49
in works upon anatomy or 40
in world view between the 76
in wreaking their vengeance on 73
in writing made between the 112
in writing some memoirs of 121
in writing such letters as 82
in writing their consent to 104
in writing their opinions of 61
in writing these letters is 56
in writing these stories of 79
in writing what charity is 45
is about five millions of 60
is about five minutes of 47
is about five percent of 109
is about four millions of 50
is about four percent of 55
is about other aspects of 56
is about some aspects of 46
is about such matters as 44
is about taking control of 158
is about those aspects of 50
is about three millions of 197
is about three percent of 68
is about what fraction of 55
is about what happens if 44
is about what happens in 386
is about what happens to 520
is about your ability to 126
is above three millions of 65
is acted upon according to 54
is added back because it 64
is added from outside the 54
is added here because it 80
is added here because of 42
is added some account of 224
is again bent towards the 42
is again made between the 45
is again very similar to 495
is alive from beginning to 94
is alive only because of 81
is alive only insofar as 41
is ample room between the 64
is amusing from beginning to 40
is asked what becomes of 84
is asked what science or 40
is aught like discord in 45
is based from beginning to 56
is based more closely on 133
is based upon ability to 134
is based upon answers to 45
is based upon comparing the 67
is based upon control of 65
is based upon criteria of 40
is based upon devotion to 40
is based upon division of 128
is based upon exactly the 243
is based upon failure to 96
is based upon freedom of 90
is based upon grounds of 105
is based upon material in 184
is based upon measures of 56
is based upon portions of 40
is based upon priority of 55
is based upon records of 126
is based upon reports by 68
is based upon reports in 51
is based upon reports of 184
is based upon research in 193
is based upon research on 43
is based upon results of 175
is based upon samples of 64
is based upon studies in 91
is based upon studies of 462
is based upon surveys of 54
is based upon utilizing the 51
is based upon violation of 103
is based very closely on 283
is based very largely on 1329
is based very loosely on 166
is based were gathered by 78
is based were gathered in 142
is below their dignity to 168
is below your dignity to 70
is beneath their dignity to 470
is beneath your dignity to 231
is binding only between the 101
is binding only insofar as 95
is blind only insofar as 82
is borne only because it 110
is bound less tightly to 43
is bound more closely to 129
is bound more strongly to 83
is bound more tightly to 186
is bound most strongly by 70
is bound very closely to 44
is bound very tightly to 116
is breaking down because of 234
is breaking down because the 65
is built into windows nt 171
is built just outside the 44
is built upon exactly the 52
is calling into question the 579
is causing deep concern to 47
is causing great anxiety in 47
is causing great anxiety to 47
is causing great concern in 91
is causing great concern to 140
is causing much concern in 47
is causing much concern to 71
is causing some concern in 70
is causing some concern to 89
is changing from instant to 99
is changing many aspects of 70
is changing most rapidly at 67
is changing very rapidly as 143
is changing very rapidly in 134
is cited here according to 46
is cited here because it 280
is cited here because of 113
is cited here because the 58
is cited only because the 58
is drawing nigh shadows of 42
is drawn back against the 89
is drawn back between the 66
is drawn back towards the 124
is drawn down against the 60
is drawn down between the 75
is drawn down towards the 190
is drawn from between the 114
is drawn from material in 124
is drawn from members of 98
is drawn from outside the 241
is drawn from reports in 46
is drawn from reports of 51
is drawn from research on 92
is drawn from studies in 47
is drawn from studies of 225
is drawn here between the 196
is drawn into question by 83
is drawn into question in 99
is drawn into question is 84
is drawn into question the 65
is drawn more closely to 42
is drawn over towards the 52
is drawn taut between the 45
is dwelt upon because it 47
is dwelt upon chiefly by 64
is easily done because of 47
is easily done because the 188
is easily made because of 76
is easily made because the 80
is easily made evident by 63
is easily seen against the 81
is easily seen because it 55
is easily seen because of 83
is easily seen because the 69
is either just beginning or 51
is either less fertile or 112
is either more general or 46
is either much borrowing or 52
is either much reduced or 46
is either much smaller or 109
is either very limited or 158
is every other country in 40
is false from beginning to 563
is false when applied to 313
is first held against the 68
is first made according to 51
is first made against the 96
is first made between the 128
is first made evident in 40
is first seen because of 53
is first seen between the 51
is fixed cost divided by 80
is fixed into position by 61
is found also between the 57
is found also outside of 47
is found also outside the 52
is found among animals in 70
is found among certain of 55
is found among members of 229
is found among numbers of 46
is found among persons of 72
is found among savages in 56
is found among workers in 77
is found best adapted to 42
is found from florida to 282
