if any changes occurred in 73
in all faults whatever of 43
in all fields pertaining to 64
in all fields relevant to 121
in all french colonies in 45
in all future attempts to 65
in all future elections of 129
in all groups compared to 63
in all higher education in 40
in all honest business of 62
in all issues concerning the 52
in all issues pertaining to 55
in all parish churches in 59
in all parish churches of 85
in all parish churches on 46
in all parish churches the 109
in all places attached the 64
in all places occupied by 85
in all places restored the 51
in all places wherever he 44
in all planes containing the 84
in all planes parallel to 240
in all points agreeable to 52
in all points concerning the 65
in all points contrary to 67
in all points essential to 51
in all points officers of 76
in all points resembling the 40
in all public memorials by 63
in all simple impulsion or 46
in all useful branches of 114
in all waters landward of 123
in all worlds salvation by 42
in and around calcutta in 61
in and around richmond at 78
in and around washington in 49
in and around washington to 88
in and become involved in 83
in and becoming engrossed in 59
in and gladly listened to 65
in and looked straight at 47
in and remain confined to 48
in and through networks of 44
in and through relations of 128
in and walked directly to 44
in and walked straight to 87
in and walked straight up 43
in any actual instance of 55
in any amount pursuant to 108
in any building occupied by 76
in any chosen direction is 65
in any county adjacent to 56
in any debate respecting the 98
in any degree adequate to 502
in any degree affected by 525
in any degree affected the 128
in any degree amenable to 68
in any degree conscious of 48
in any degree contrary to 113
in any degree conveyed the 47
in any degree declined the 60
in any degree deprived of 49
in any degree diminish the 280
in any degree disposed to 132
in any degree entitled to 64
in any degree essential to 198
in any degree extended or 53
in any degree impaired by 255
in any degree impaired the 71
in any degree inclined to 105
in any degree increased by 58
in any degree indebted to 57
in any degree injurious to 164
in any degree involved in 89
in any degree lessened by 238
in any degree lessened the 96
in any degree mistaken in 41
in any degree mitigate the 104
in any degree modified by 62
in any degree parallel to 53
in any degree possible to 46
in any degree produced by 45
in any degree promotes an 42
in any degree resemble the 134
in any degree resembling it 100
in any degree resembling the 169
in any degree restrain the 46
in any degree sensible of 52
in any degree strangers to 48
in any degree suitable to 139
in any degree virtuous or 62
in any degree whatever of 44
in any degree whatever the 127
in any degree whatever to 257
in any effort designed to 40
in any equity security of 244
in any farther ascension is 70
in any finite interval is 66
in any finite interval of 127
in any former instance on 67
in any further analysis of 60
in any further attempts to 121
in any further exercise of 42
in any further expansion of 49
in any further extension of 64
in any future analysis of 66
in any future attempts to 217
in any future conflict in 98
in any future conflict of 51
in any future conflict the 67
in any future expansion of 93
in any future extension of 72
in any future partition of 50
in any future struggle in 43
in any lawful business or 104
in any manner abridged in 48
in any manner acquired by 47
in any manner adequate to 45
in any manner advanced by 52
in any manner affected by 823
in any manner affected or 67
in any manner affected the 121
in any manner agreeable to 193
in any manner apparent on 205
in any manner approved by 205
in any manner attached to 84
in any manner attempting to 88
in any manner attempts to 66
in any manner authorize or 564
in any manner canceled or 53
in any manner concerning the 125
in any manner condoned the 229
in any manner conducting the 117
in any manner contrary to 1720
in any manner conveyed to 57
in any manner dangerous to 56
in any manner deprived of 212
in any manner designed to 93
in any manner diminish or 62
in any manner diminish the 91
in any manner directly or 457
in any manner disposed of 221
in any manner disposes of 116
in any manner disturbing the 68
in any manner employed in 46
in any manner entitled to 72
in any manner essential to 51
in any manner exhibits or 61
in any manner impaired by 58
in any manner impaired or 54
in any manner indebted to 191
in any manner indicate the 49
in any manner injurious to 117
in any manner intended to 43
in any manner involved in 221
in any manner obstruct or 134
in any manner obstruct the 211
in any manner pertaining to 87
in any manner possible the 59
in any manner possible to 77
in any manner preventing the 79
in any manner provided by 910
in any manner provided in 224
in any manner referred to 180
in any manner reflecting on 44
in any manner regulating the 50
in any manner relative to 65
in any manner required by 214
in any manner resembling the 43
in any manner respecting the 51
in any manner restrict the 55
in any manner suitable to 133
in any manner whatever as 48
in any manner whatever be 217
in any manner whatever by 175
in any manner whatever in 545
in any manner whatever is 50
in any manner whatever of 93
in any manner whatever or 297
in any manner whatever the 533
in any manner whatever to 641
in any manual business or 99
in any matter concerning the 1203
in any matter essential to 545
in any matter pertaining to 611
in any matter referred to 161
in any matter relative to 97
in any matter relevant to 46
in any matter respecting the 60
in any measure adequate to 78
in any measure consists in 43
in any measure contrary to 91
in any measure proposed by 42
in any measure sensible of 61
in any modern imitation of 62
in any modern textbook of 106
in any modern textbook on 73
in any normal condition of 50
in any notice required by 144
in any offering required to 234
in any person entitled as 107
in any policy designed to 77
in any proper estimate of 53
in any public assembly as 56
in any public assembly of 61
in any public assembly or 56
in any public capacity in 47
in any public capacity or 55
in any public hospital or 46
in any random selection of 59
in any record required to 49
in any report prepared by 47
in any report required by 172
in any report required to 427
in any scheme designed to 78
in any scheme whatever in 45
in any school attended by 69
in any school district in 311
in any school district is 43
in any school district of 345
in any school district or 111
in any school district to 87
in any section parallel to 63
in any section proposes to 121
in any serious analysis of 238
in any serious approach to 41
in any serious conflict of 126
in any serious treatment of 92
in any system composed of 53
in any system designed to 109
in bed without disturbing the 58
in being itself affected in 81
in both groups compared to 118
in both groups received the 65
in both groups returned to 49
in both kingdoms resolved to 40
in both places preceded by 52
in both points troubles me 43
in box office receipts in 45
in doing something contrary to 44
in due course accepted by 107
in due course accepted the 69
in due course acquired the 72
in due course admitted to 139
in due course approved by 89
in due course attended the 45
in due course consider the 55
in due course conveyed to 59
in due course doctrine as 55
in due course doctrine in 191
in due course doctrine is 77
in due course doctrine to 48
in due course elevated to 50
in due course embodied in 57
in due course entitled to 77
in due course extended to 87
in due course followed by 322
in due course followed the 92
in due course obtained the 75
in due course produced the 95
in due course promoted to 113
in due course provided the 75
in due course ratified by 49
in due course received an 105
in due course received the 441
in due course referred to 116
in due course rejected by 41
in due course replaced by 254
in due course replaced the 42
in due course reported the 45
in due course reported to 168
in due course resulted in 150
in due course returned to 563
in due course rewarded by 42
in each column followed by 369
in each column indicate the 187
in each diagram indicate the 42
in each figure indicate the 61
in each school district as 43
in each school district at 295
in each school district by 52
in each school district in 352
in each school district is 82
in each school district of 235
in each school district or 87
in each school district to 212
in each section indicate the 51
in each sector relative to 56
in east africa occurred in 41
in easy striking distance of 228
in far better condition in 142
in far better condition to 375
in far larger quantity in 119
in fee simple absolute as 148
in fee simple absolute by 96
in fee simple absolute in 944
in fee simple absolute is 193
in fee simple absolute of 233
in fee simple absolute or 124
in fee simple absolute to 440
in fee simple acquired as 51
in fee simple acquired by 54
in fee simple descends to 53
in few places required to 43
in for higher education in 162
in for special attention as 42
in for special attention in 211
in her anxious scrutiny of 64
in her bowels occupied the 62
in her carnal doctrine of 57
in her cheeks deepened as 57
in her cheeks deepened to 86
in her choice selection of 113
in her double capacity as 162
in her double capacity of 99
in her former attitude of 73
in her former capacity as 45
in her futile attempts to 65
in her garden undulate in 42
in her heroic struggle to 61
in her initial attempts to 42
in her initial response to 70
in her little neighbor is 69
in her manner betrayed the 41
in her mission remained as 110
in her native province of 68
in her normal condition of 55
in her novels supplied the 54
in her public capacity as 46
in her recent analysis of 135
in her recent biography of 197
in her second semester at 65
in her second semester of 81
in her serious proposal to 67
in her simple capacity of 69
in her subtle analysis of 40
in her various attempts to 43
in him seemed suddenly to 41
in him showed strikingly the 42
in his actions directed to 45
in his active interest in 47
in his active relations to 41
in his actual capacity as 47
in his actual practice of 47
in his actual treatment of 108
in his animal functions he 55
in his animal functions of 63
in his annual messages in 76
in his annual messages of 330
in his annual messages to 248
in his answer admitted the 84
in his ardent advocacy of 84
in his ardent affection to 320
in his astute analysis of 90
in his attire curiously at 68
in his avowed intention of 66
in his avowed intention to 103
in his belief concerning the 68
in his berlin lectures of 59
in his berlin lectures on 91
in his better judgment he 52
in his better pictures we 42
in his brutal treatment of 122
in his cantor lectures on 70
in his career occurred in 168
in his carpet slippers to 40
in his charge reviewed the 62
in his charming biography of 50
in his chosen business or 46
in his clumsy attempts to 99
in his cogent analysis of 64
in his direct approach to 71
in his double capacity as 968
in his double capacity of 1327
in his double portrait of 70
in his doubts concerning the 50
in his earlier accounts of 64
in his earlier analysis of 213
in his earlier articles on 60
in his earlier attempts at 97
in his earlier attempts to 248
in his earlier biography of 42
in his earlier capacity as 126
in his earlier comments on 65
in his earlier critique of 81
in his earlier epistles he 47
in his earlier lectures on 70
in his earlier ministry he 49
in his earlier response to 47
in his earlier treatment of 194
in his earnest advocacy of 59
in his earnest attempts to 137
in his earnest endeavors to 62
in his entire approach to 55
in his entire lifetime he 52
in his entire treatment of 42
in his factor analysis of 119
in his failed attempts to 49
in his fallen condition is 54
in his fallen fortunes the 87
in his family remained in 40
in his famous allegory of 123
in his famous analysis of 572
in his famous argument in 70
in his famous articles on 54
in his famous biography of 114
in his famous chapters on 61
in his famous critique of 395
in his famous depiction of 44
in his famous dispatch of 48
in his famous dispatch to 42
in his famous doctrine of 243
in his famous estimate of 49
in his famous judgment in 62
in his famous lectures at 65
in his famous lectures in 43
in his famous lectures on 407
in his famous metaphor of 82
in his famous pamphlet of 97
in his famous pamphlet on 144
in his famous pamphlet the 47
in his famous portrait of 249
in his famous response to 78
in his famous syllabus of 73
in his famous telegram to 55
in his famous textbook of 55
in his famous textbook on 47
in his famous treatment of 78
in his feeble attempts to 43
in his fierce eagerness to 40
in his figure deprived it 45
in his formal analysis of 70
in his formal capacity as 94
in his formal treatment of 50
in his former capacity as 1064
in his former capacity of 266
in his former capacity so 48
in his former interval of 40
in his former practice of 74
in his former pursuits of 56
in his former situation in 52
in his former situation of 53
in his former treatment of 198
in his further analysis of 86
in his further capacity of 54
in his further progress in 48
in his further treatment of 46
in his futile attempts to 264
in his garden designed to 43
in his greater emphasis on 89
in his hectic schedule to 70
in his humane treatment of 59
in his initial analysis of 63
in his initial approach to 149
in his initial attempts at 81
in his initial attempts to 256
in his initial rejection of 48
in his initial response to 258
in his initial selection of 49
in his initial treatment of 43
in his ironic treatment of 54
in his italian campaign of 60
in his latest treatment of 51
in his latter capacity he 49
in his lawful business or 96
in his lenten pastoral of 147
in his letter announcing the 107
in his letter concerning the 214
in his letter describing the 162
in his letter explains the 86
in his letter forwarding the 91
in his letter prefixed to 54
in his letter referred to 260
in his letter responding to 40
in his letter submitting the 57
in his little attempts to 56
in his little biography of 45
in his little pamphlet on 76
in his little tincture of 121
in his lively interest in 46
in his lowell lectures of 59
in his lowell lectures on 65
in his memoir concerning the 66
in his memory whatever he 55
in his mental approach to 47
in his mental evolution in 144
in his middle twenties he 107
in his minute analysis of 44
in his minute attention to 40
in his minute comments on 55
in his mission churches in 50
in his modest estimate of 71
in his native clearness of 51
in his native district in 89
in his native district of 501
in his native province at 56
in his native province he 55
in his native province in 127
in his native province of 2189
in his native province the 43
in his native province to 70
in his native scotland in 54
in his native township of 72
in his nature inclined to 83
in his nearest approach to 95
in his normal business at 45
in his normal capacity as 77
in his normal condition he 131
in his normal condition is 72
in his normal condition of 144
in his norton lectures at 42
in his notions concerning the 140
in his notions respecting the 56
in his office adjacent to 72
in his office concerning the 47
in his office containing the 62
in his office discussing the 136
in his office opposite the 47
in his office pertaining to 76
in his office promptly at 44
in his office pursuant to 53
in his office tomorrow at 70
in his office whenever he 45
in his opinion amounted to 64
in his opinion concerning the 232
in his opinion concurring in 263
in his opinion contrary to 195
in his opinion convince the 62
in his opinion entitled to 45
in his opinion referred to 41
in his opinion relevant to 104
in his opinion requires it 83
in his opinion respecting the 157
in his oration concerning the 59
in his oxford companion to 93
in his oxford lectures of 96
in his oxford lectures on 484
in his phrase answered the 53
in his pocket amounted to 94
in his pocket containing the 44
in his pocket directly the 101
in his pocket whenever he 115
in his pocket wherever he 193
in his pocket wherewith to 122
in his proper capacity as 96
in his proper functions in 40
in his public advocacy of 59
in his public attitude to 43
in his public capacity as 1595
in his public capacity he 283
in his public capacity in 53
in his public capacity is 87
in his public capacity of 139
in his public capacity or 93
in his public capacity to 130
in his public comments on 94
in his public education in 83
in his public exercise the 54
in his public lectures as 143
in his public lectures at 145
in his public lectures in 125
in his public lectures on 179
in his public lectures the 49
in his public lectures to 49
in his public ministry he 94
in his public ministry of 47
in his public response to 59
in his public speeches as 145
in his public speeches at 49
in his public speeches he 179
in his public speeches in 146
in his public speeches of 40
in his public speeches on 54
in his public speeches the 50
in his public speeches to 202
in his recent advances in 68
in his recent analysis of 439
in his recent anthology of 58
in his recent articles in 66
in his recent biography of 965
in his recent critique of 119
in his recent lectures at 71
in his recent lectures on 144
in his recent overview of 78
in his recent pamphlet on 129
in his recent treatment of 147
in his report concerning the 206
in his report referred to 139
in his report respecting the 95
in his sacred capacity as 44
in his searching analysis of 174
in his second campaign in 44
in his second capacity as 75
in his second capacity of 63
in his second dispatch to 148
in his second semester at 86
in his second semester of 67
in his serene totality is 49
in his sermon contrary to 73
in his severe treatment of 94
in his sexual response is 61
in his shrewd analysis of 44
in his special capacity as 196
in his special communion as 48
in his special province of 47
in his speech advocating the 62
in his speech announcing the 245
in his speech concerning the 127
in his speech consists in 83
in his speech dedicating the 52
in his speech informed the 43
in his speech presenting the 90
in his speech proroguing the 50
in his speech referred to 502
in his speech reported in 93
in his speech stressed the 69
in his speech supporting the 95
in his spirit nurtured on 87
in his subtle analysis of 109
in his superb analysis of 89
in his superb biography of 58
in his theories concerning the 76
in his thought concerning the 55
in his triple capacity as 91
in his triple capacity of 139
in his unceasing attempts to 60
in his useful analysis of 48
in his varied fortunes of 73
in his various accounts of 206
in his various articles on 82
in his various attempts at 54
in his various attempts to 325
in his various comments on 47
in his various pictures of 49
in his various relations to 137
in his various treatises on 109
in his verses prefixed to 100
in his vienna lectures of 40
in his violent antipathy to 48
in his violent authority by 59
in his volume entitled the 209
in his weekly articles in 40
in his winter quarters at 383
in his winter quarters in 130
in his winter quarters of 91
in his winter quarters on 142
in his wisdom consider of 60
in his writings concerning the 209
in his writings referred to 55
in his zealous advocacy of 44
in his zealous attempts to 49
in hot aqueous solutions of 82
in its actual condition at 180
in its actual operation in 73
in its actual operation is 48
in its actual operation it 224
in its actual operation the 88
in its avowed intention to 40
in its branch register as 51
in its course receives the 76
in its curious crucible of 109
in its direct approach to 64
in its direct relations to 78
in its divine original or 53
in its double capacity as 46
in its double capacity of 142
in its earlier attempts to 40
in its existing condition at 56
in its existing condition is 50
in its existing condition it 45
in its existing condition of 42
in its existing condition or 136
in its farther progress by 69
in its farther progress in 79
in its feeble attempts to 63
in its flower displays the 55
in its formal response to 46
in its former colonies in 126
in its former condition of 123
in its further progress by 68
in its further progress in 47
in its further progress to 49
in its futile attempts to 100
in its greater attention to 79
in its greater emphasis on 360
in its greater tendency to 83
in its higher branches is 77
in its higher branches it 82
in its higher relations to 48
in its initial approach to 44
in its initial attempts to 113
in its initial response to 152
in its larger outlines the 47
in its lively readiness of 74
in its minute attention to 49
in its motions directed by 133
in its native condition is 47
in its native habitats in 41
in its native situation of 81
in its nature contrary to 55
in its nature dangerous to 42
in its nature inimical to 66
in its nature posterior to 47
in its nature returned to 47
in its nearest approach to 151
in its normal business at 135
in its normal condition as 94
in its normal condition in 58
in its normal condition is 388
in its normal condition it 153
in its normal condition of 328
in its normal condition or 66
in its normal condition the 166
in its normal direction of 161
in its normal relations to 56
in its normal sequence of 65
in its obvious intention of 55
in its onward progress in 48
in its onward progress to 47
in its opinion concerning the 60
in its opinion referred to 77
in its policy concerning the 46
in its proper condition of 46
in its proper condition or 44
in its proper relations to 258
in its proper sequence in 197
in its proper situation by 57
in its proper situation in 48
in its proper situation the 44
in its public capacity as 48
in its recent attempts to 47
in its recent judgment in 65
in its report concerning the 66
in its report referred to 68
in its silken pavilions on 74
in its simple capacity as 42
in its simple movement of 56
in its special emphasis on 57
in its special relations to 84
in its stated intention to 41
in its subtle analysis of 61
in its subtle relations to 97
in its supply relative to 73
in its teachings concerning the 136
in its teachings respecting the 111
in its unique approach to 76
in its unique capacity to 103
in its upward movement by 49
in its utmost latitude of 78
in its varied richness to 63
in its various attempts to 149
in its various branches as 123
in its various branches at 48
in its various branches by 48
in its various branches in 111
in its various branches is 262
in its various branches of 199
in its various branches to 46
in its various functions as 115
in its various relations to 395
in its winter quarters at 107
in its winter quarters in 131
in kings county hospital in 45
in low income families in 58
in lung cancer patients at 56
in lung cancer patients by 63
in lung cancer patients is 71
in lung tissue obtained at 70
in lung volume produced by 53
in neat little packages of 50
in new bronze polished by 50
in new clothes provided by 42
in new england amounted to 57
in new england believed the 141
in new england compared to 54
in new england concerning the 53
in new england december the 45
in new england followed the 68
in new england magazine in 80
in new england occurred at 46
in new england occurred in 110
in new england provided the 44
in new england respecting the 58
in new england resulted in 90
in new england villages of 40
in new jersey occurred in 42
in new jersey relative to 71
in new jersey resulted in 161
in new mexico consists of 78
in new mexico resulted in 82
in new orleans resulted in 69
in new orleans sometime in 42
in not allowing yourself to 54
in not becoming involved in 46
in oil prices affected the 52
in oil prices occurred in 49
in oil prices relative to 40
in oil prices resulted in 203
in one bright sunshine of 45
in one common interest the 62
in one common overthrow the 53
in one common sentence of 79
in one guilty interest to 148
in one moment produced the 43
in one moment restored to 82
in one school district in 192
in one school district or 56
in one school district to 93
in one sector relative to 94
in one spatial dimension is 47
in one sudden movement on 67
in one sweeping sentence of 68
in one system children of 45
in one volume entitled the 92
in our actual practice of 73
in our advice concerning the 40
in our armies probably the 42
in our becoming conscious of 94
in our common heritage of 57
in our common interest in 57
in our common interest to 277
in our common struggle to 100
in our earlier analysis of 563
in our earlier attempts to 40
in our earlier chapters on 67
in our earlier chapters to 44
in our earlier comments on 45
in our earlier decisions on 314
in our earlier examples of 97
in our earlier treatment of 243
in our entire approach to 58
in our feeble attempts to 50
in our former selection we 146
in our further analysis of 119
in our futile attempts to 45
in our future attempts to 152
in our higher education is 43
in our higher education we 48
in our humble judgment the 67
in our initial analysis of 69
in our initial approach to 45
in our initial attempts to 99
in our mental attitude is 70
in our modern approach to 49
in our modern languages we 80
in our modern practice is 54
in our modern treatment of 42
in our mutual interest to 380
in our mutual relations is 45
in our mutual relations we 61
in our opinion essential to 43
in our opinion respecting the 53
in our orbits produced by 51
in our planet ascribes the 194
in our recent analysis of 40
in our sample compared to 43
in our sample reflects the 50
in our sample relative to 40
in our sample reported the 42
in our scanty memorials of 69
in our school district to 54
in our second category of 66
in our series occurred in 175
in our system consists of 70
in our tracks required the 41
in our various attempts to 68
in real earnest strolled in 55
in real estate activity in 49
in real estate business at 45
in real estate business in 244
in real estate projects in 43
in real estate situated in 86
in real estate ventures in 53
in real income produced by 55
in real income relative to 61
in that abject disguise to 55
in that august assembly of 54
in that behalf mentioned in 187
in that behalf provided by 87
in that duteous affection to 79
in that facile orthodoxy of 55
in that famous seminary of 55
in that famous sentence of 69
in that fierce attitude he 42
in that greater emphasis is 78
in that homely prudence the 110
in that humble attitude the 86
in that little interval of 41
in that little notebook of 43
in that manner conveyed to 72
in that member obtained as 57
in that morbid condition of 54
in that regard doubtful of 46
in that regard pursuant to 41
in that rustling movement of 55
in that section referred to 79
in that sector relative to 74
in that special category of 85
in that street obscured it 210
in that violent conflict of 119
in that vulgar audience to 49
in them entire families of 53
in thin layers parallel to 65
in this affair amounted to 128
in this another instance of 60
in this august ceremony of 63
in this battle amounted to 167
in this chapel employed the 75
in this choice specimen of 51
in this clause referred to 301
in this column indicate the 325
in this column opposite the 77
in this course consists of 73
in this debate concerning the 43
in this debate concerns the 125
in this decree referred to 312
in this degree exampled in 51
in this design consists of 55
in this diagram indicate the 148
in this disease consists in 41
in this disease consists of 80
in this double capacity he 71
in this double movement of 78
in this dubious twilight of 45
in this edition includes the 75
in this edition indicate the 70
in this energy interval is 41
in this family consists of 51
in this fashion increases the 55
in this fashion requires the 53
in this fashion resulted in 68
in this fearful business at 55
in this figure consists of 142
in this figure contains the 69
in this figure indicate the 498
in this figure reflects the 64
in this homage rendered in 46
in this latter approach is 91
in this latter capacity he 194
in this latter capacity is 54
in this latter capacity the 42
in this latter category is 309
in this latter category of 168
in this latter category the 60
in this latter condition is 84
in this latter condition the 137
in this latter direction is 79
in this latter instance is 197
in this latter instance it 56
in this latter instance the 253
in this latter instance we 61
in this latter province as 48
in this latter situation is 142
in this latter situation the 108
in this letter concerning the 89
in this letter referred to 64
in this letter relative to 120
in this letter respecting the 48
in this little anecdote of 72
in this little facility of 51
in this little handbook to 47
in this little incident the 51
in this little interval of 256
in this manner acquired the 92
in this manner amounted to 204
in this manner attempting to 109
in this manner concerning the 87
in this manner consists in 51
in this manner consists of 158
in this manner continue to 114
in this manner conveyed to 56
in this manner decreases the 73
in this manner deprived of 136
in this manner directed to 45
in this manner discover the 42
in this manner disposed of 84
in this manner enhances the 49
in this manner executed the 57
in this manner hundreds of 43
in this manner included the 50
in this manner includes the 59
in this manner increases the 278
in this manner involves the 91
in this manner obtained the 112
in this manner obtained to 55
in this manner prepared the 55
in this manner prevents the 188
in this manner produces an 49
in this manner produces the 94
in this manner protects the 51
in this manner provided the 76
in this manner provides an 140
in this manner provides the 164
in this manner reflects the 89
in this manner remained in 52
in this manner requires an 48
in this manner requires no 57
in this manner requires the 152
in this manner restored to 49
in this manner resulted in 497
in this manner returned to 79
in this manner suggests the 47
in this manner thousands of 46
in this manner traverse the 43
in this manner whenever the 46
in this manner wherever the 42
in this matter concerning the 66
in this matter concerns the 49
in this matter consists in 161
in this matter contrary to 62
in this matter depended on 69
in this matter followed the 96
in this matter inasmuch as 89
in this matter overstep the 50
in this matter pursuant to 97
in this matter reflects the 48
in this matter resulted in 86
in this morbid condition of 77
in this opinion consider the 107
in this opinion respecting the 43
in this quaint survival of 45
in this reaction sequence is 52
in this record justifying the 129
in this record supports the 97
in this regard amounted to 64
in this regard compared to 141
in this regard concerning the 91
in this regard concerns the 595
in this regard consists in 95
in this regard consists of 115
in this regard continue to 52
in this regard depended on 50
in this regard followed the 43
in this regard inasmuch as 184
in this regard included the 92
in this regard includes the 89
in this regard indicating the 44
in this regard involved the 75
in this regard involves the 201
in this regard occurred in 202
in this regard pertains to 103
in this regard reflects the 104
in this regard relative to 53
in this regard resulted in 257
in this remote district of 92
in this remote province of 209
in this report attempts to 46
in this report concerning the 124
in this report concerns the 81
in this report consists of 165
in this report included the 41
in this report includes the 140
in this report indicate the 76
in this report referred to 61
in this report reflects the 55
in this report supports the 40
in this review concerns the 42
in this sample compared to 87
in this sample relative to 56
in this scheme consists of 41
in this school district is 61
in this second approach is 90
in this second category is 159
in this second category of 290
in this second instance is 85
in this second instance the 53
in this second situation is 49
in this section analyzes the 41
in this section approach the 68
in this section assigned to 105
in this section attempts to 297
in this section attention is 86
in this section believes the 114
in this section challenge the 42
in this section combines the 51
in this section compares the 67
in this section comprise the 58
in this section concerning the 497
in this section concerns the 1108
in this section confirms the 53
in this section consider the 386
in this section consists in 72
in this section consists of 1681
in this section contains the 116
in this section continue the 53
in this section continue to 158
in this section courtesy of 45
in this section describe the 720
in this section describing the 59
in this section designed to 54
in this section document the 91
in this section evaluate the 49
in this section examined the 50
in this section examines the 318
in this section examples of 68
in this section explains the 75
in this section explores the 188
in this section followed by 91
in this section identify the 67
in this section included in 96
in this section included the 52
in this section includes an 292
in this section includes the 461
in this section indicate the 280
in this section involved the 68
in this section involves an 40
in this section involves the 357
in this section mentioned as 100
in this section mentioned by 102
in this section mentioned in 50
in this section mentioned is 137
in this section mentioned or 93
in this section mentioned to 239
in this section occurred in 64
in this section operates to 140
in this section outlines the 50
in this section pertaining to 115
in this section pertains to 340
in this section presents an 89
in this section presents the 139
in this section prevents an 210
in this section prevents the 614
in this section provided by 42
in this section provided the 61
in this section provides an 340
in this section provides the 246
in this section provides us 50
in this section referred to 14289
in this section reflects the 236
in this section relative to 81
in this section relieves the 75
in this section required to 48
in this section requires the 273
in this section resulted in 48
in this section suggests an 47
in this section suggests the 101
in this section supports the 186
in this section therefore is 41
in this section utilizes the 52
in this sector amounted to 191
in this sector compared to 120
in this sector consists of 58
in this sector continue to 50
in this sector decreased by 42
in this sector increased at 53
in this sector increased by 246
in this sector relative to 73
in this sector resulted in 47
in this series consists of 180
in this series contains an 189
in this series contains the 49
in this series describe the 75
in this series entitled the 75
in this series examined the 61
in this series involved the 52
in this series occurred in 184
in this series provides an 42
in this series publishing in 41
in this serious business of 78
in this session amounted to 45
in this shifting panorama of 57
in this signal instance of 56
in this simple situation is 48
