ice as 74 ice as 129
its of 41 its it 50
its of 90 its of 40
its the 50 its an 50
its to 93 its as 290
its of 43 its it 400
its the 103 its at 62
its the 76 its to 47
its the 66 its the 45
its to 100 its of 56
its the 48 its on 223
its so 44 its as 49
its the 209 its as 82
its the 144 its to 62
its as 221 its or 46
its the 71 its the 66
its as 89 its as 69
its of 63 its the 44
its of 108 its the 92
its of 50 its of 137
its of 68 its to 46
its of 91 its of 88
its at 673 its as 73
its it 68 its the 184
its the 48 its of 65
its as 349 its as 70
its of 48 its of 41
its of 65 its the 65
its the 49 its of 108
its of 714 its is 48
its or 40 its in 63
its to 69 its of 54
its as 137 its of 74
its of 45 its the 340
its of 54 its it 41
its to 46 its to 272
its of 87 its of 62
its to 42 its of 78
its as 67 its as 117
its be 84 its to 75
its of 48 its the 46
its of 50 its of 123
its the 56 its as 58
its as 107 its it 65
its the 65 its or 43
its of 104 its as 76
its to 100 its to 61
its it 51 its as 53
its as 155 its of 90
its the 75 its of 194
its to 51 its as 79
its of 81 its of 56
its of 44 its of 43
its an 86 its the 112
its of 71 its of 62
its of 332 its of 76
its it 90 its the 53
its the 122 its of 102
its to 333 its so 216
its to 56 its the 85
its as 189 its in 124
its the 44 its the 84
its in 114 its the 138
its the 69 its the 61
its the 204 its the 84
its an 189 its the 63
its up 585 its to 84
its the 506 its as 90
its of 73 its the 42
its to 71 its the 44
its so 164 its by 58
its of 42 its to 50
its in 113 its so 40
its it 99 its of 60
its as 50 its in 41
its of 69 its to 189
its in 67 its to 60
its on 46 its of 192
its as 759 its of 123
its the 213 its of 45
its of 217 its as 45
its is 63 its to 77
its of 108 its it 53
its of 105 its of 71
its as 134 its in 42
its in 93 its as 66
its as 70 its of 75
its of 104 its the 62
its so 56 its the 44
its to 90 its of 149
its the 129 its of 50
its as 77 its as 70
its as 71 its it 83
its the 143 its the 62
its of 199 its the 91
its the 43 its thing 42
its of 70 its as 48
its the 52 its of 256
its or 83 its in 59
its as 40 its it 55
its the 88 its of 106
its to 57 its as 534
its to 173 its of 68
its of 53 its of 57
its the 43 its as 41
its of 61 its is 44
its of 83 its the 270
its of 111 its the 120
its of 71 its is 80
its of 185 its or 60
its is 42 its to 104
its the 47 its to 684
its an 132 its as 121
its in 53 its so 175
its the 82 its to 142
its of 164 its it 120
its of 40 its the 63
its of 50 its it 47
its the 48 its of 52
its on 83 its of 117
its of 101 its in 46
its the 55 its it 87
its the 41 its as 63
its of 55 its of 48
its of 66 its it 96
its the 75 its as 104
its the 40 its the 68
its to 74 its so 59
its to 70 its of 45
its be 60 its as 44
its it 44 its the 41
its of 48 its in 88
its on 55 its co 336
its of 54 its to 44
its an 93 its the 93
its of 49 its or 64
its in 69 its up 80
its to 57 its as 42
its or 63 its as 155
its in 82 its the 55
its the 49 its in 51
its the 52 its an 47
its the 40 its the 45
its the 101 its to 53
its the 98 its the 64
its the 536 its the 53
its the 68 its as 53
its of 177 its of 48
its of 43 its of 50
its the 70 its or 43
its in 135 its of 134
its of 190 its as 66
its as 46 its it 59
its the 46 its in 47
its the 88 its if 54
its be 83 its be 52
its of 48 its of 96
its so 42 its of 76
its of 109 its the 80
its of 106 its on 54
its of 58 its of 71
its of 47 its the 43
its of 95 its of 43
its the 42 its the 42
its of 55 its of 52
its the 102 its the 268
its of 53 its to 103
its it 71 its of 65
its to 228 its as 311
its in 48 its on 88
its the 59 its to 100
its up 40 its the 66
its to 351 its in 176
its to 41 its the 149
its up 127 its to 74
its the 90 its the 68
its of 42 its an 45
its the 63 its of 74
its of 126 its the 123
its the 116 its as 97
its of 84 its in 47
its is 53 its as 66
its as 86 its is 160
its at 47 its so 46
its to 72 its of 41
its it 68 its the 94
its as 70 its as 109
its in 53 its of 41
its the 55 its of 131
its of 53 its of 59
its as 59 its in 45
