if beings around him habitually 73
is more useful and convenient 71
is more useful for comparison 52
is more useful than information 61
is more useful than narrowness 45
is more useful than ornamental 76
is most absurd and ridiculous 59
is most amiable and unaffected 74
is most clearly and distinctly 106
is most clearly and explicitly 59
is most clearly and powerfully 53
is most clearly and succinctly 65
is most curious and remarkable 66
is most likely that shakespeare 76
is most lovely and delightful 213
is most partial and incomplete 50
is most proper and convenient 51
is most readily and accurately 56
is most solemn and impressive 48
is most striking and impressive 72
is most striking and suggestive 46
is most useful and appropriate 62
is most useful and convenient 99
is most useful for analytical 53
is most useful for comparison 55
is most useful for distinguishing 164
is most useful for establishing 74
is most useful for information 42
is most useful for relatively 70
is most wicked and abominable 40
is much better off financially 47
is much faster than asymmetric 53
is much faster than traditional 111
is much greater than originally 76
is much higher than ordinarily 53
is much higher than originally 74
is much larger than originally 103
is nothing higher than comparison 58
is only matter for conjecture 43
is only partial and incomplete 158
is only partial and superficial 43
is only slowly and laboriously 53
is only slowly being recognized 102
is only slowly being understood 41
is only through our imagination 81
is only useful for relatively 59
is only verbal and superficial 51
is seen clearly and distinctly 198
is shot through with assumptions 64
is shot through with expressions 44
is shot through with intimations 41
is shot through with references 318
is single valued and continuous 67
is slow beyond all description 120
is some matter for description 60
is their alluding too frequently 64
is there ground for distinction 111
is time enough for government 48
is true always and everywhere 148
is true simply and absolutely 46
is used mainly for comparison 57
is used mainly for decorative 71
is used mainly for scientific 47
is used mainly for transporting 48
is used without any explanation 45
is used without any parameters 54
is very absurd and ridiculous 40
is very active and industrious 49
is very bright and attractive 58
is very casual and inconstant 58
is very clearly and definitely 76
is very clearly and distinctly 111
is very clever and entertaining 105
is very coarse and inartistic 56
is very common and frequently 109
is very common for researchers 50
is very curious and entertaining 289
is very curious and remarkable 48
is very curious and suggestive 46
is very edifying and profitable 92
is very likely she distrusted 64
is very likely that individual 111
is very likely that originally 42
is very likely that shakespeare 78
is very little new information 45
is very little real difference 248
is very minute and particular 199
is very narrow and restricted 84
is very partial and incomplete 67
is very proper and convenient 47
is very rarely any difficulty 52
is very seldom any difficulty 41
is very severe and persistent 86
is very simple and attractive 55
is very simple and convenient 380
is very simple and economical 90
is very simple and efficacious 43
is very simple and elementary 60
is very simple and expeditious 54
is very simple and relatively 63
is very simple and unaffected 52
is very singular and remarkable 51
is very solemn and impressive 97
is very striking and impressive 87
is very striking and remarkable 57
is very striking and suggestive 93
is very unlike his countrymen 61
is very useful and convenient 148
is very useful for application 46
is very useful for comparison 76
is very useful for constructing 94
is very useful for distinguishing 218
is very useful for establishing 142
is very useful for illustrating 94
is very useful for implementing 79
is very useful for information 47
is very useful for interpreting 95
is very useful for representing 91
is well placed for observation 138
is well stored with particular 70
is well strewn with observation 54
is well suited for application 149
is well suited for continuous 47
is well suited for cultivation 109
is well suited for illustrating 57
is well suited for implementing 84
is well suited for integration 47
is well suited for representing 102
is well suited for structural 47
is what creates our discontent 48
is worth noticing that shakespeare 99
is worth pointing out explicitly 105
is wrong always and everywhere 41
is your solemn and imperative 112
it ally itself with prohibition 53
it also appears that habituation 57
it ever reached its destination 212
it forth closed and immediately 45
it from adopting and implementing 88
it here without any corrections 50
it left something for friendship 112
it less likely that individual 83
it made globes and astronomic 51
it made hardly any difference 77
it made little real difference 126
it melt slowly and pitilessly 130
it more clearly and profitably 77
it more likely that government 62
it more likely that individual 71
it more likely that information 61
it more useful and attractive 70
it most clearly and distinctly 40
it must affect him emotionally 40
it must always and everywhere 89
it must retain our immoderate 47
it only braced and stimulated 115
it soon proved that mechanical 45
it very slowly and distinctly 42
it were always and everywhere 42
it were desiring our friendship 46
it were kindly and courteously 75
it were stupid and confounded 87
it will affect him personally 53
it will affect them personally 102
it will always and everywhere 48
it will hardly bear comparison 40
it will retain its efficiency 46
it will retain its importance 44
it will retain its properties 76
