if a alters his course 57
if i should not return 535
if i should now devote 90
if i should run across 50
if i should say something 526
if i showed off before 49
if i showed you something 52
if i stared long enough 101
if i stayed long enough 662
if i thought god winked 79
if i thought she looked 51
if i thought she needed 43
if i thought she should 305
if i thought she wanted 64
if i thought that church 46
if i thought that thereby 43
if i thought they should 117
if i thought this pistol 59
if i thought you needed 73
if i thought you wanted 161
if i waited long enough 1913
if i walked far enough 85
if i wanted any powder 94
if i wanted him taught 40
if i wished any blessing 50
if i wished for lights 63
in a ballot box placed 60
in a barnum and bailey 54
in a barrel and enough 52
in a barrel and rolled 84
in a barren and thirsty 55
in a basket and handed 45
in a basket and placed 218
in a battle for market 81
in a battle for public 78
in a battle for twenty 44
in a battle near antioch 40
in a battle near corinth 203
in a battle that became 73
in a battle that ensued 70
in a battle that lasted 865
in a battle that proved 54
in a battle that should 60
in a battle with another 200
in a battle with german 59
in a battle with indians 191
in a battle with nature 62
in a battle with police 80
in a battle you should 73
in a belief that christ 57
in a better and better 298
in a better and cheaper 91
in a better and cleaner 96
in a better and clearer 208
in a better and closer 49
in a better and fairer 43
in a better and faster 136
in a better and fuller 72
in a better and higher 147
in a better and nobler 79
in a better way through 102
in a better way without 58
in a bigger and better 783
in a bigger and bigger 75
in a binder for future 61
in a bitter and bloody 234
in a bitter and costly 114
in a bitter and sombre 133
in a bitter and violent 116
in a blazer and slacks 67
in a blight for awhile 48
in a bloody and costly 116
in a bloody and violent 55
in a bloody gun battle 83
in a blouse and leggings 157
in a blouse and slacks 63
in a bodily and mental 78
in a bombed out building 48
in a boston law office 123
in a bottle and buried 138
in a bottle and corked 107
in a bottle and floating 93
in a bottle and placed 95
in a bottle and poured 46
in a bottle and shaken 96
in a bottle and tossed 75
in a bottle for future 99
in a bricks and mortar 148
in a bright and breezy 77
in a bright and cheery 196
in a bright and lively 89
in a bright red blouse 56
in a bright red cotton 48
in a bright red jacket 265
in a bright red ribbon 91
in a bright red sports 62
in a bright red sweater 194
in a bright tin vessel 59
in a bright yet narrow 69
in a broken and feeble 50
in a broken and wooded 56
in a bronze age barrow 97
in a brother and sister 1636
in a brutal and bloody 83
in a brutal and violent 57
in a bucket and poured 94
in a building that belongs 50
in a building that housed 262
in a building that houses 149
in a building that looked 295
in a building that seemed 46
in a building that served 63
in a building that serves 40
in a building that should 51
in a building that stands 52
in a building with intent 138
in a bundle and placed 108
in a bundle and rolled 52
in a calmer and warmer 52
in a career that lasted 309
in a career that offers 50
in a carpet and tossed 63
in a carved and gilded 302
in a casket and buried 99
in a casket and placed 42
in a castle near prague 46
in a casual and almost 58
in a casual way before 41
in a casual way without 86
in a cellar for winter 51
in a chaise for england 44
in a changed and hollow 139
in a charge can acquit 49
in a chariot and horses 119
in a chariot that struck 49
in a chariot with horses 89
in a charming old building 82
in a charming old garden 75
in a chaste and simple 45
in a cheaper and better 208
in a choked and broken 157
in a church for sacred 55
in a church for twenty 61
in a church one sunday 42
in a church that taught 71
in a church that teaches 66
in a circle all around 1125
in a circle and always 57
in a circle and called 42
in a circle and chanting 176
in a circle and choose 96
in a circle and closed 87
in a circle and danced 129
in a circle and driven 80
in a circle and fought 79
in a circle and invite 69
in a circle and joined 133
in a circle and lashed 44
in a circle and listen 117
in a circle and looked 228
in a circle and number 75
in a circle and passed 177
in a circle and placed 102
in a circle and played 64
in a circle and prayed 210
in a circle and recite 43
in a circle and return 208
in a circle and shared 139
in a circle and smoked 86
in a circle and someone 92
in a circle and square 51
in a circle and standing 48
in a circle and stared 46
in a circle and striking 94
in a circle and talked 265
in a circle and turned 107
in a circle and waited 80
in a circle and without 55
in a circle for prayer 55
in a circle with angular 88
in a circle with center 303
in a circle with joined 80
in a circle with radius 1090
in a cleaner and better 46
in a cleanly and proper 130
in a clearer and better 168
in a clearer and clearer 74
in a clearer and fuller 107
in a closed and locked 126
in a closed and static 59
in a closed bag system 96
in a closed head injury 164
in a closed path around 68
in a closer and closer 168
in a closet and forget 47
in a cloudy and bitter 56
in a coarse and brutal 58
in a coarse and scanty 53
in a coarse and vulgar 157
in a coffee can filled 75
in a coffin and buried 1332
in a coffin and placed 89
in a colony are called 47
in a column and number 78
in a column and washed 58
in a column are called 51
in a combat with modern 50
in a comely and decent 53
in a common and highly 43
in a common and learned 75
in a common and mutual 106
in a common and public 67
in a common and shared 52
in a common law fashion 71
in a common law system 1075
in a common war effort 155
in a common xml format 40
in a cooler and calmer 50
in a cordial and jocose 96
in a corner and almost 45
in a corner and another 46
in a corner and became 54
in a corner and begins 40
in a corner and closed 65
in a corner and forget 75
in a corner and listen 248
in a corner and locked 44
in a corner and looked 370
in a corner and nodded 47
in a corner and opened 88
in a corner and perish 383
in a corner and picked 71
in a corner and placed 48
in a corner and played 221
in a corner and plunged 84
in a corner and prayed 55
in a corner and pulled 111
in a corner and refuse 50
in a corner and remain 46
in a corner and seemed 58
in a corner and sipped 42
in a corner and smoked 67
in a corner and sobbed 90
in a corner and stared 153
in a corner and sulked 80
in a corner and talked 276
in a corner and thought 99
in a corner and turned 95
in a corner and waited 354
in a corner and walked 82
in a corner and watching 83
in a corner doing something 44
in a corner one wintry 51
in a corner that caught 75
in a corner that looked 135
in a corner with another 73
in a corner with folded 81
in a corner with little 53
in a cosmic ray shower 46
in a costly and bloody 90
in a costly and futile 58
in a course that covers 41
in a course that points 302
in a course that seemed 54
in a course that teaches 118
in a cranial and caudal 55
in a crazed and broken 52
in a crisis that called 51
in a curious and almost 108
in a curious and learned 62
in a curious and unique 45
in a curious way through 46
in a curved path around 189
in a curved path toward 49
in a debate that lasted 118
in a debate with another 60
in a debate with robert 46
in a debate with someone 60
in a decent and becoming 223
in a decent and comely 121
in a decent and honest 46
in a decent and humane 169
in a decent and modest 46
in a decent and proper 161
in a decent and solemn 95
in a decent and useful 51
in a deeper and darker 52
in a deeper and deeper 305
in a deeper and fuller 193
in a deeper and higher 107
in a deeper and larger 54
in a deeper and richer 140
in a degree and manner 500
in a degree far beyond 909
in a degree far greater 302
in a degree far higher 48
in a degree not common 80
in a degree that almost 89
in a degree that seemed 83
in a degree that varies 66
in a degree yet higher 50
in a demand and supply 242
in a demand for better 366
in a demand for further 45
in a demand for greater 141
in a demand for higher 583
in a demand for reform 82
in a desert and charge 211
in a desert far remote 44
in a desire for better 139
in a desire for greater 152
in a desire for revenge 483
in a desire for something 49
in a device that allows 50
in a devout and humble 54
in a devout and solemn 97
in a direct and active 89
in a direct and almost 56
in a direct and clearly 64
in a direct and formal 136
in a direct and highly 64
in a direct and honest 319
in a direct and lively 90
in a direct and obvious 317
in a direct and proper 43
in a direct and public 47
in a direct and serious 64
in a direct and simple 1290
in a direct and special 72
in a direct and timely 82
in a direct path toward 88
in a direct way through 188
in a direct way whether 42
in a direct way without 245
in a dollar for dollar 47
in a domain can access 44
in a domino that reveals 41
in a dorsal and caudal 45
in a double and triple 185
in a double row across 75
in a double row around 199
in a drawer and forget 407
in a drawer and forgot 332
in a drawer and handed 94
in a drawer and locked 138
in a drawer and pulled 255
in a drawer and turned 91
in a drawer and waited 60
in a drawer for another 48
in a drawer for future 61
in a drawer for something 44
in a failed real estate 52
in a fairly easy manner 63
in a fairly long series 82
in a fairly long speech 44
in a fairly near future 104
in a fairly new building 205
in a fallen and sinful 94
in a family are always 41
in a family are called 42
in a family are likely 73
in a family has become 40
in a family law matter 184
in a family may become 54
in a family may result 48
in a family that already 204
in a family that always 57
in a family that looked 48
in a family that placed 96
in a family that prized 128
in a family that seemed 53
in a family that taught 45
in a family that valued 620
in a family that values 178
in a family was enough 227
in a family who judged 93
in a family who neither 55
in a family with aortic 53
in a family with income 273
in a family with little 79
in a family with marked 49
in a family with severe 81
in a fashion far beyond 71
in a fashion not unlike 874
in a fashion not wholly 61
in a fashion not without 46
in a fashion old enough 113
in a fashion that alerts 47
in a fashion that allows 1156
in a fashion that almost 72
in a fashion that always 61
in a fashion that appears 188
in a fashion that avoids 126
in a fashion that became 90
in a fashion that caused 158
in a fashion that causes 289
in a fashion that clearly 147
in a fashion that creates 150
in a fashion that defied 52
in a fashion that defies 71
in a fashion that denies 53
in a fashion that favors 48
in a fashion that limits 44
in a fashion that mimics 208
in a fashion that neither 104
in a fashion that offers 53
in a fashion that places 110
in a fashion that pleased 69
in a fashion that pleases 47
in a fashion that proved 77
in a fashion that raised 42
in a fashion that reveals 78
in a fashion that seemed 468
in a fashion that served 56
in a fashion that serves 135
in a fashion that should 236
in a fashion that showed 194
in a fashion that struck 42
in a fashion that suited 145
in a fashion that warmed 87
in a fashion that yields 55
in a faster and better 97
in a faster and cheaper 46
in a faster and faster 110
in a feeble and almost 89
in a feeble and broken 107
in a feeble and sickly 95
in a female dog treated 74
in a fidget that passed 44
in a fierce and bitter 72
in a fierce and bloody 331
in a fierce and menacing 45
in a fierce gun battle 173
in a filter and washed 54
in a flashing and golden 41
in a flight that lasted 76
in a flower pot filled 61
in a folder for future 115
in a forced air system 63
in a forced and almost 52
in a forest and nobody 63
in a forest and without 43
in a forest near moscow 76
in a formal and direct 90
in a formal and florid 112
in a formal and highly 48
in a formal and polite 54
in a formal and proper 49
in a formal and public 361
in a formal and solemn 246
in a formal way before 63
in a formal way through 183
in a formal way without 115
in a format and manner 45
in a format for printing 43
in a format that allows 1623
in a format that another 82
in a format that clearly 46
in a format that should 64
in a former gas station 96
in a fossil and recent 64
in a french and english 117
in a fright and called 162
in a fright and shrank 52
in a fright her sounding 90
in a frugal and decent 64
in a fuller and ampler 40
in a fuller and better 173
in a fuller and clearer 183
in a fuller and deeper 275
in a fuller and fairer 71
in a fuller and firmer 70
in a fuller and richer 210
in a funnel and washed 47
in a furious and bloody 59
in a furious gun battle 67
in a future and better 397
in a future and higher 108
in a future day become 59
in a future tax return 59
in a future that should 89
in a future too remote 50
in a garden and advising 44
in a garden near london 52
in a garret with plenty 210
in a gentle and almost 182
in a gentle and humble 61
in a gentle and kindly 195
in a gentle and polite 43
in a gentle and tender 72
in a gentle arc toward 76
in a german air attack 151
in a global war system 86
in a gloomy and savage 122
in a golden age before 56
in a greater and better 89
in a greater and graver 45
in a greater and greater 1510
in a greater and higher 48
in a greater and lesser 82
in a greater tax burden 48
in a greater than normal 236
in a groove has poison 50
in a halter and shorts 76
in a hansel and gretel 223
in a hansom cab through 61
in a heavier tax burden 61
in a heavily cut version 52
in a hebrew day school 46
in a heroic but futile 62
in a hidden and lovely 70
in a hidden and secret 54
in a higher and better 1385
in a higher and deeper 107
in a higher and fuller 131
in a higher and higher 567
in a higher and holier 229
in a higher and larger 59
in a higher and nobler 647
in a higher and richer 112
in a higher net income 163
in a higher net return 51
in a higher tax burden 89
in a higher than normal 563
in a hoarse and broken 477
in a hoarse and furious 54
in a hoarse and hollow 138
in a hoarse and savage 46
in a holder and placed 55
in a hollow and dismal 42
in a hollow and feeble 95
in a homely and frugal 92
in a humane and decent 45
in a humble and gentle 41
in a humble and modest 91
in a hushed and solemn 93
in a hustle and bustle 42
in a jewish day school 244
in a kettle and boiled 127
in a kettle and poured 56
in a kettle and simmer 91
in a kettle with enough 85
in a kindly and gentle 66
in a kindly way whether 47
in a languid and drowsy 41
in a larger and better 646
in a larger and bolder 66
in a larger and deeper 409
in a larger and fuller 137
in a larger and heavier 94
in a larger and higher 136
in a larger and larger 558
in a larger and looser 104
in a larger and nobler 66
in a larger and richer 115
in a larger one filled 247
in a larger pan filled 171
in a larger than normal 172
in a lawful and ethical 75
in a lawful and proper 431
in a learned and ingenious 99
in a leotard and tights 188
in a lesser and lesser 57
in a letter and gotten 66
in a letter for archer 77
in a letter now before 1082
in a letter read before 126
in a letter she writes 95
in a letter that appears 47
in a letter that became 101
in a letter that begins 63
in a letter that reached 214
in a letter that reveals 51
in a letter that should 112
in a letter that showed 71
in a letter that stated 66
in a letter that william 50
in a letter yet extant 80
in a liquid and partly 42
in a liquid are called 41
in a little air through 44
in a little bag around 125
in a little bag beside 41
in a little bed beside 57
in a little bit better 168
in a little bit closer 69
in a little bit further 52
in a little box beside 102
in a little box called 51
in a little den behind 54
in a little heap beside 55
in a little hot butter 132
in a little hot dilute 242
in a little log building 185
in a little log church 69
in a little log school 344
in a little new england 360
in a little oil before 68
in a little old building 44
in a little old church 41
in a little old street 66
in a little poem called 239
in a little real estate 60
in a little red school 120
in a little red sports 70
in a little tin bucket 48
in a little wee primer 98
in a lively and active 86
in a lively and direct 54
in a lively and exciting 56
in a lively and highly 110
in a lively and striking 74
in a lively and varied 42
in a locked and secure 60
in a london art school 56
in a london law office 62
in a london mob before 48
in a lonely and remote 57
in a louder and clearer 79
in a louder and deeper 42
in a louder and firmer 41
in a louder and louder 281
in a louder than normal 154
in a louder yet deeper 48
in a lovely old building 205
in a lovely old mansion 63
in a luxury and parade 83
in a maiden thus openly 50
in a manner and amount 149
in a manner and degree 1706
in a manner and extent 62
in a manner and fashion 69
in a manner and format 84
in a manner and measure 332
in a manner and medium 85
in a manner and spirit 266
in a manner and through 69
in a manner both simple 63
in a manner both useful 70
in a manner but little 730
in a manner far better 158
in a manner far beyond 806
in a manner going beyond 59
in a manner his second 91
in a manner how unlike 122
in a manner not always 494
in a manner not becoming 108
in a manner not before 361
in a manner not clearly 216
in a manner not common 257
in a manner not devoid 108
in a manner not further 161
in a manner not greatly 116
in a manner not likely 465
in a manner not merely 136
in a manner not proper 46
in a manner not readily 195
in a manner not shared 103
in a manner not suited 123
in a manner not thought 65
in a manner not unlike 7243
in a manner not wholly 631
in a manner not widely 45
in a manner not without 61
in a manner one family 84
in a manner put beyond 47
in a manner she thought 106
in a manner that abides 45
in a manner that adapts 54
in a manner that admits 461
in a manner that agreed 84
in a manner that agrees 138
in a manner that aligns 95
in a manner that allows 13500
in a manner that almost 794
in a manner that already 136
in a manner that alters 217
in a manner that always 240
in a manner that amazed 278
in a manner that amused 85
in a manner that anyone 96
in a manner that appeals 975
in a manner that appears 2232
in a manner that argued 44
in a manner that avoids 2857
in a manner that became 677
in a manner that befits 1554
in a manner that begins 94
in a manner that belied 225
in a manner that belies 296
in a manner that belongs 80
in a manner that better 615
in a manner that blends 183
in a manner that blocks 81
in a manner that breeds 46
in a manner that builds 455
in a manner that called 393
in a manner that caught 73
in a manner that caused 1988
in a manner that causes 6426
in a manner that changed 70
in a manner that changes 710
in a manner that clearly 2137
in a manner that closed 41
in a manner that closes 44
in a manner that covers 231
in a manner that created 1036
in a manner that creates 2333
in a manner that deeply 116
in a manner that defeats 102
in a manner that defied 732
in a manner that defies 737
in a manner that demeans 165
in a manner that denied 147
in a manner that denies 407
in a manner that deters 46
in a manner that drives 92
in a manner that eluded 42
in a manner that eludes 42
in a manner that engages 234
in a manner that erodes 46
in a manner that evoked 187
in a manner that evokes 436
in a manner that failed 145
in a manner that fairly 248
in a manner that favors 1394
in a manner that filled 395
in a manner that fitted 223
in a manner that forced 146
in a manner that forces 662
in a manner that formed 99
in a manner that further 624
in a manner that gained 209
in a manner that grants 54
in a manner that greatly 591
in a manner that guides 206
in a manner that hardly 221
in a manner that harmed 49
in a manner that helped 336
in a manner that highly 61
in a manner that hinted 91
in a manner that honors 664
in a manner that humans 49
in a manner that itself 103
in a manner that lacked 79
in a manner that limits 1344
in a manner that linked 64
in a manner that looked 328
in a manner that lowers 121
in a manner that marked 184
in a manner that merely 57
in a manner that merits 151
in a manner that mimics 1237
in a manner that models 321
in a manner that modern 75
in a manner that neither 1452
in a manner that nobody 115
in a manner that offers 786
in a manner that opened 101
in a manner that openly 76
in a manner that passes 107
in a manner that placed 588
in a manner that places 1376
in a manner that pleased 956
in a manner that pleases 446
in a manner that points 428
in a manner that proved 2289
in a manner that proves 447
in a manner that pushes 93
in a manner that raised 240
in a manner that raises 504
in a manner that rarely 108
in a manner that reaches 136
in a manner that readers 49
in a manner that readily 110
in a manner that relied 111
in a manner that relies 97
in a manner that repeats 47
in a manner that reveals 1267
in a manner that rivals 102
in a manner that robbed 55
in a manner that roused 172
in a manner that savors 60
in a manner that seemed 5090
in a manner that seldom 147
in a manner that served 393
in a manner that serves 1199
in a manner that shaded 48
in a manner that shames 91
in a manner that shapes 157
in a manner that shewed 474
in a manner that shifts 176
in a manner that shocks 102
in a manner that should 3715
in a manner that showed 4671
in a manner that simply 449
in a manner that smacks 71
in a manner that solves 53
in a manner that sought 122
in a manner that sounds 635
in a manner that spreads 48
in a manner that stamps 158
in a manner that stands 100
in a manner that states 47
in a manner that strips 47
in a manner that struck 398
in a manner that subtly 66
in a manner that suited 1130
in a manner that surely 95
in a manner that teaches 53
in a manner that tended 274
in a manner that thwarts 46
in a manner that turned 122
in a manner that unduly 104
in a manner that unites 57
in a manner that upheld 47
in a manner that upsets 40
in a manner that values 65
in a manner that varied 103
in a manner that varies 383
in a manner that vastly 42
in a manner that verged 69
in a manner that verges 78
in a manner that weakens 61
in a manner that wholly 75
in a manner that worked 74
in a manner that yields 1397
in a manner they deemed 72
in a manner they little 51
in a manner they regard 41
in a manner they should 40
in a manner they thought 149
in a manner too horrid 49
in a manner too obvious 70
in a manner too shocking 431
in a manner too singular 51
in a manner too subtle 48
in a manual not larger 112
in a marked and special 70
in a market for profit 61
in a market for public 44
in a market has already 66
in a market that already 58
in a market that offers 139
in a market with little 52
in a martial age little 48
in a matrix are called 88
in a matter that appears 48
in a matter that belongs 108
in a matter that highly 378
in a matter that seemed 94
in a matter that should 183
in a mature and stable 118
in a mature oak forest 85
in a measure and degree 106
in a measure and manner 59
in a measure far beyond 251
in a measure far greater 48
in a measure its former 175
in a measure now before 45
in a medium that allows 134
in a medium that offers 58
in a medium with random 273
in a melody and accent 65
in a memoir read before 652
in a memory area called 128
in a merger with another 121
in a middle east crisis 57
in a mighty bad temper 81
in a milder and kinder 42
in a million per degree 331
in a minute and settle 41
in a minute she changed 46
in a minute she seemed 81
in a minute with another 75
in a mirror and notice 41
in a mirror and realize 41
in a mirror and thought 56
in a mirror and wonder 47
in a mirror his divine 64
in a modern and highly 41
in a modern art museum 101
in a modern tax system 51
in a modest and becoming 90
in a modest and decent 40
in a modest and dubious 54
in a modest and humble 99
in a modest and retiring 51
in a modest and simple 45
in a modest but earnest 51
in a modest way before 46
in a modest way through 73
in a modest way without 52
in a moment all around 100
in a moment all desire 51
in a moment all england 96
in a moment and before 40
in a moment and handed 56
in a moment and looked 51
in a moment and turned 91
in a moment and without 418
in a moment both indians 47
in a moment had become 71
in a moment had caught 52
in a moment had darted 49
in a moment had fallen 133
in a moment had passed 82
in a moment had reached 88
in a moment had seized 196
in a moment his glance 41
in a moment his spirit 45
in a moment now whether 95
in a moment saw through 46
in a moment she became 77
in a moment she glided 43
in a moment she joined 48
in a moment she looked 208
in a moment she opened 59
in a moment she raised 41
in a moment she seemed 56
in a moment she should 46
in a moment she smiled 75
in a moment she turned 186
in a moment that seemed 135
in a moment that something 269
in a moment they became 57
in a moment they passed 48
in a moment they turned 46
in a moment they vanish 43
in a moment was asleep 178
in a moment was beside 63
in a moment was driven 123
in a moment was filled 40
in a moment was hidden 119
in a moment was hurrying 44
in a moment was kneeling 56
in a moment was standing 162
in a moment was striding 41
in a moment with another 87
in a moment with raised 41
in a moment with something 60
in a mortar and boiled 269
in a mortar and ground 265
in a mortar and passed 152
in a mortar and pestle 9018
in a mortar and placed 80
in a mortar and rubbed 69
in a mortar and sieved 164
in a mortar and sifted 267
in a mortar and stored 107
in a mortar and washed 97
in a mortar with enough 159
in a mortar with liquid 71
in a mortar with pestle 183
in a mortar with quartz 214
in a mystic and ethereal 179
in a napkin and buried 313
in a napkin and handed 59
in a napkin and hidden 121
in a napkin and placed 66
in a narrow and dismal 62
in a narrow and gloomy 204
in a narrow and lonely 53
in a narrow and sordid 60
in a narrow and special 69
in a narrow and trivial 83
in a narrow and uneven 97
in a narrow beam through 61
in a narrow box canyon 102
in a narrow path through 41
in a neonate with severe 54
in a nobler and better 51
in a normal and proper 73
in a normal way through 75
in a normal way without 150
in a noxious being called 41
in a nuclear war without 62
in a number and waited 112
in a packed bed column 96
in a packed bed reactor 1005
in a palace that shines 61
in a parked car across 95
in a parlor car before 44
in a partial and secret 62
in a passion for building 41
in a pastry bag fitted 593
in a patrol car parked 46
in a person being unable 47
in a person who already 168
in a person who appears 125
in a person who claims 59
in a person who drinks 121
in a person who smokes 70
in a person with cancer 83
in a person with mental 55
in a person with normal 523
in a person with severe 139
in a person with sickle 83
in a pestle and mortar 3503
in a phrase that became 274
in a phrase that occurs 52
in a phrase that sounds 48
in a plight not unlike 51
in a pocket and handed 46
in a pocket and pulled 171
in a poison gas attack 134
in a police car before 217
in a police car driven 41
in a police car parked 45
in a polite and formal 78
in a polite and obliging 44
in a poorly lit corner 52
in a porous cup filled 54
in a pretty bad plight 60
in a pretty bad temper 249
in a pretty long course 99
in a pretty way enough 51
in a prison for adults 50
in a prolix and feeble 102
in a prompt and timely 275
in a proper and becoming 318
in a proper and cleanly 75
in a proper and decent 123
in a proper and direct 57
in a proper and formal 51
in a proper and humane 53
in a proper and lawful 161
in a proper and narrow 49
in a proper and secure 99
in a proper and strict 77
in a proper and timely 383
in a proper way before 85
in a proper way through 40
in a proper way without 170
in a public and avowed 52
in a public and formal 355
in a public and solemn 856
in a public and striking 94
in a public day school 142
in a public key system 96
in a public way without 68
in a purple and golden 44
in a quaint and curious 54
in a quaint and singular 57
in a quaint new england 74
in a quaint old building 80
in a quiver with fright 40
in a racist and sexist 1134
in a ragged old jacket 53
in a ragged red sweater 68
in a rambling old building 63
in a random way around 41
in a random way through 44
in a random way without 54
in a reaction that yields 46
in a reality that exists 52
in a recent and fossil 85
in a recent and highly 51
in a recent and widely 51
in a recent law review 133
in a recent new jersey 141
in a recent new yorker 349
in a recent year showed 42
in a regime that allows 47
in a remote and almost 161
in a remote and barren 103
in a remote and ethereal 51
in a remote and exotic 74
in a remote and little 256
in a remote and lonely 273
in a remote and narrow 136
in a remote and rugged 70
in a remote and savage 158
in a remote and secret 128
in a remote and strange 48
in a remote area called 62
in a remote area without 136
in a remote new england 124
in a rental real estate 1005
in a report read before 67
in a report that stated 46
in a richer and better 40
in a richer and deeper 76
in a richer and fuller 150
in a ritual bath before 55
in a roasting pan filled 70
in a robust and stable 43
in a rugged and barren 53
in a rugged and desert 49
in a rustic and vulgar 60
in a saddle and bridle 85
in a sample are called 47
in a sample are likely 49
in a saucer and placed 51
in a savage and brutal 64
in a scheme for building 160
in a scheme for settling 44
in a school are likely 57
in a school for gifted 93
in a school for little 52
in a school for normal 95
in a school for nurses 47
in a school for pupils 141
in a school for special 138
in a school for training 169
in a school long enough 53
in a school near london 133
in a school that offers 179
in a school that served 42
in a school that serves 143
in a school that taught 151
in a school that teaches 115
in a second and deeper 44
in a second and greater 57
in a second and higher 60
in a second and larger 262
in a second and shinning 73
in a secret and hidden 101
in a section cut through 128
in a section that begins 70
in a secure and locked 50
in a secure and stable 312
in a serene and sneering 46
in a series and dividing 53
in a series are called 54
in a series are joined 133
in a series one behind 78
in a series that already 115
in a series that begins 99
in a series that seemed 59
in a series use commas 100
in a series with commas 104
in a serious and almost 64
in a serious and candid 74
in a serious and devout 48
in a serious and earnest 176
in a serious and honest 142
in a serious and lonely 50
in a serious and mature 42
in a serious and severe 55
in a serious and simple 69
in a serious and solemn 249
in a serious head injury 51
in a serious way before 82
in a serious way seemed 107
in a serious way without 40
in a sermon one sunday 47
in a session that lasted 246
in a severe and bloody 46
in a severe head injury 74
in a sexist and racist 259
in a sexual way without 154
in a shabby old building 74
in a shabby old dressing 127
in a shabby old jerkin 44
in a shilling and twenty 40
in a shocking bad temper 215
in a shower all around 44
in a shrill and piercing 178
in a shroud and buried 241
in a shroud and placed 171
in a sickly and feeble 64
in a signal and bloody 56
in a silent and sacred 55
in a silica gel column 55
in a silver ice bucket 566
in a simple and almost 149
in a simple and appealing 89
in a simple and charming 100
in a simple and chaste 43
in a simple and common 48
in a simple and direct 3434
in a simple and frugal 93
in a simple and highly 60
in a simple and homely 151
in a simple and honest 109
in a simple and humble 92
in a simple and ingenious 150
in a simple and lively 73
in a simple and matter 81
in a simple and modest 136
in a simple and normal 56
in a simple and obvious 267
in a simple and readily 80
in a simple and robust 55
in a simple and stable 66
in a simple and striking 177
in a simple and touching 94
in a simple and unique 55
in a simple and usable 41
in a simple and useful 162
in a simple but direct 41
in a simple but highly 81
in a simple but ingenious 128
in a simple but striking 70
in a simple but touching 135
in a simple new england 44
in a simple way through 123
in a simple way without 345
in a simple yet deeply 52
in a simple yet highly 45
in a sinful and fallen 47
in a singular and almost 67
in a singular and pretty 43
in a singular and striking 92
in a singular and unique 47
in a sketch read before 55
in a sleeping bag beside 40
in a sleeping bag inside 113
in a sleeping man should 138
in a sleeping man without 134
in a sleepy new england 49
in a slight and partial 122
in a softer and deeper 40
in a softer and sadder 43
in a solemn and devout 71
in a solemn and earnest 64
in a solemn and formal 291
in a solemn and imposing 42
in a solemn and public 237
in a solemn and sacred 56
in a solemn and serious 119
in a solemn and tender 113
in a spanking new building 40
in a special and direct 97
in a special and higher 88
in a special and highly 45
in a special and narrow 40
in a special and secret 48
in a special and singular 52
in a special and unique 522
in a special area called 215
in a special box called 63
in a special day school 168
in a special way before 171
in a special way belongs 46
in a special way called 158
in a special way should 43
in a special way through 757
in a special way toward 144
in a special way without 56
in a speech that became 112
in a speech that begins 48
in a speech that called 44
in a speech that caused 46
in a speech that lasted 316
in a sphere far beyond 58
in a sphere too remote 53
in a sphere with radius 368
in a spiral path around 146
in a spirit and manner 297
in a spirit and temper 198
in a spirit not unlike 225
in a spirit not wholly 41
in a spirit that seemed 64
in a stable and enduring 185
in a stable and placed 73
in a stable and secure 578
in a station far beyond 81
in a strain that barely 66
in a strait and narrow 75
in a strange and almost 164
in a strange and barren 42
in a strange and curious 55
in a strange and exciting 97
