if aliens from space came 92
in recent years about these 61
in recent years about what 395
in recent years added much 45
in recent years arose from 46
in recent years banks have 108
in recent years based upon 40
in recent years comes from 167
in recent years could have 209
in recent years firms have 42
in recent years found their 43
in recent years given much 86
in recent years given rise 192
in recent years grown into 40
in recent years grown more 46
in recent years might have 165
in recent years might well 61
in recent years moved away 93
in recent years moved from 66
in recent years moved into 62
in recent years often been 119
in recent years others have 61
in recent years people have 267
in recent years ranged from 67
in recent years since many 49
in recent years stems from 191
in recent years steps have 47
in recent years taken over 122
in recent years unions have 54
in recent years where there 50
in recent years which give 53
in recent years which have 1262
in recent years which make 132
in recent years which show 73
in recent years which were 99
in recent years which will 88
in recent years women have 334
in recent years would have 665
in recent years would make 59
in recent years would seem 166
in remote areas where other 70
in remote areas where there 1181
in remote areas which were 47
in rustling shot silks over 46
in scenes from daily life 57
in shadow ever since their 64
in shopping mall parking lots 111
in someone else might have 43
in something like forty years 70
in something like thirty years 43
in spinal cord blood flow 254
in streams from every part 87
in striking down state laws 77
in summer dark slide from 46
in theology were often very 45
in through your front door 70
in twenty years after date 41
in twenty years people will 47
in various other forms such 46
in various ways apart from 73
in various ways prove their 43
in various ways which have 114
in various ways which make 40
in various ways which were 83
in various ways which will 166
in visiting your father here 52
in watching hour after hour 139
in watching their defeat from 59
in wresting food daily from 45
is absent from human milk 42
is absent from large areas 84
is almost five times more 210
is almost four times more 253
is almost four times what 42
is almost like passing from 76
is almost three times less 136
is almost three times more 826
is almost three times what 88
is already over forty years 46
is already taking place among 79
is already well known among 51
is already well known from 316
is always clear weather when 66
is always great danger lest 48
is always kept under lock 40
is always much easier when 43
is always some danger from 40
is always taking place from 46
is always worth while asking 113
is always worth while trying 78
is another case where there 112
is another door which leads 42
is another evil arising from 86
is another fact still more 81
is another fact which must 153
is another item which must 40
is another race which sees 52
is another side which must 44
is another term often used 239
is another truth still more 83
is another view still more 187
is another word often used 88
is another word which means 53
is barred from putting land 104
is barred only where there 51
is better kept apart from 43
is broken down again into 71
is broken into small bits 89
is buried deep beneath these 69
is called into action from 75
is called into action only 208
is called into action when 228
is called making fresh suit 73
is called their liege lord 64
is carrying what looks like 44
is carved from solid rock 40
is changed back again into 241
is common among human beings 94
is common over large areas 41
is created when banks make 61
is driven from light into 57
is exempt from local zoning 66
is exempt from stamp duty 627
is fairly clear about what 92
is fairly well known among 79
is fairly well known from 361
is fairly well known what 86
is fairly well spread over 40
is fairly well taken care 47
is forced back again into 47
is formed during fetal life 44
is formed into small rods 44
is formed only after some 49
is formed upon playing upon 82
is formed when light rays 44
is greater many times over 443
is hardly ever found among 53
is hardly ever taken into 122
is hardly five miles from 50
is hardly worth arguing here 41
is hardly worth while even 46
is hardly worth while giving 55
is hardly worth while here 122
is hardly worth while making 108
is hardly worth while saying 44
is hardly worth while taking 80
is hardly worth while trying 129
is hidden from human beings 54
is hidden from human eyes 125
is hidden from human view 53
is humble ever shall have 480
is hurrying like smoke among 85
is immune from civil suit 50
is indeed nothing which some 119
is levied upon every male 92
is likely there would have 119
is merely what others think 164
is needed only where there 48
is needed some human hand 97
is offset many times over 116
is passed over heated iron 407
is passed three times over 106
is plunged down again among 97
is plunged three times into 48
is poured into large vats 44
is poured into small cups 40
is poured upon every tree 43
is pretty much given over 52
is pretty well known among 71
is pretty well known here 59
is pretty well known what 279
is pretty well taken care 163
is proper only where there 65
is pumped back again into 67
is raised from seeds sown 65
is raised upon props four 49
is rarely seen apart from 98
is reached from which there 110
is reached only after many 75
is reached only after much 125
is reached only after some 42
is receding from every other 46
is repaid many times over 588
is slipping from under their 55
is something else about these 44
is something else again from 47
is something else again when 204
is something else apart from 59
is something else still more 62
is something else which must 126
is something else which will 58
is something from which there 50
is something like forty years 52
is something many people find 60
is something many people have 76
is something most people find 53
is something most people have 115
is something most people know 44
is something most people take 76
is something most people want 49
is something most people will 50
is something worth looking into 128
is something wrong about such 45
is something wrong about their 40
is something wrong about these 42
is something wrong about your 140
is tedious work holding these 46
is treated like every other 53
is turned from green into 70
is unclear what would have 89
is unique from every other 42
is useful only where there 45
is watching their every move 205
is watching your every move 396
is whether there could have 50
is whether there would have 65
is whether these people have 81
is whether very small melt 52
is wholly laid aside here 53
is widely used where high 42
it affect your daily life 43
it appears soon after birth 54
it around your index finger 57
it became clear quite early 144
it became clear right away 56
it became clear which side 109
it became even worse when 69
it became much worse when 64
it became well known among 50
it became what seamen term 53
it before these towns were 72
it begins soon after birth 41
it breeds when thirty years 140
it changes your whole life 83
it dismal work alone there 71
it dwells from morning till 92
it enjoys from every part 69
it enters into every life 51
it enters into every part 45
it enters into final union 41
it exists only where there 49
it gathers into unity what 70
it happen time after time 285
it hardly means anything more 49
it impose such taxes upon 49
it lasted only about five 47
it lasted only about three 152
it lasted only eight years 46
it lasted only seven years 75
it looked from every star 61
it looked like black ants 82
it looked like every other 146
it looked like people were 69
it looked like turning into 40
it matter what others think 72
it matter what people said 43
it matter what people think 174
it occurs more often among 132
it occurs more often during 49
it occurs more often when 49
it occurs most often among 49
it occurs most often during 65
it occurs most often when 74
it occurs only where there 59
it occurs soon after birth 44
it opened only about half 56
it passed from horny hand 43
it passes from thence into 41
it passes from water into 108
it rained from morning till 65
it rained very sadly till 51
it rolled along leaned over 40
it seemed just within reach 74
it seemed like every other 183
it seemed like every single 72
it seemed like every time 617
it seemed like every week 47
it seemed like feeding upon 69
it seemed like getting home 73
it seemed like people were 110
it seemed like plunging down 133
it seemed nothing could ever 94
it seemed nothing could save 51
it seemed nothing could stop 159
it seemed nothing would ever 55
it should come under such 165
it should ever enter into 160
it should have crept into 65
it should have ended there 131
it should have first been 71
it should have given more 40
it should have given rise 259
it should have never been 119
it should have sprung from 57
it should have taken four 51
it should have taken into 85
it should have taken more 193
it should have taken only 190
it should have taken over 120
it should have taken some 68
it should have taken such 133
it should rise above what 60
it should take about five 59
it should take about four 54
it should take about three 95
it should take place during 176
it should take place early 144
it should take place from 83
it should take place here 56
it should take place just 55
it should take place only 251
it should take place some 53
it should take place when 128
it should throw light upon 45
it someone else would have 107
it something else which there 48
it stands upon quite other 69
it struck down state laws 52
it through from every angle 44
it turned into blood like 90
it twenty years later when 64
it upsets your social ideas 46
it without even knowing what 140
it without saying anything more 49
