ideal he proposed to himself 44
into the elements of natural 70
into the elements of science 45
into the equations of general 73
into the evidence in support 50
into the evidence of certain 94
into the evolution of language 87
into the evolution of mankind 70
into the evolution of society 48
into the exercise of supreme 64
into the external or natural 388
into the extremes of pleasure 99
into the extremes of poverty 79
into the facility by concealing 51
into the families of matrons 130
into the foothills of juniper 44
into the formation of capital 126
into the formation of certain 71
into the formation of complex 45
into the formation of foreign 51
into the formation of language 73
into the formation of national 104
into the formation of several 63
into the formation of tissues 60
into the fullness of eternal 64
into the fullness of manhood 46
into the functioning of language 103
into the functioning of society 185
into the functions of language 63
into the genetics of alcohol 44
into the goodness or badness 71
into the heartland of america 297
into the heartland of germany 181
into the hospital by himself 67
into the hospital on account 123
into the hospital on january 50
into the hospital the following 130
into the hospital the patient 64
into the hospital to deliver 98
into the hundreds of billions 659
into the hundreds of dollars 922
into the hundreds of millions 7469
into the impulsion it prolongs 76
into the industry in question 179
into the industry is blocked 147
into the interiors of buildings 55
into the interiors of neutron 127
into the judgment of divorce 63
into the judgment of welfare 42
into the labyrinth of streets 184
into the labyrinth of tunnels 63
into the languages of america 208
into the languages of western 114
into the legality or justice 67
into the likeness of animals 82
into the likeness of himself 238
into the lowlands of northern 50
into the maelstrom of european 244
into the maelstrom of history 71
into the maelstrom of national 78
into the maelstrom of violence 53
into the maturity of manhood 53
into the ministry of culture 144
into the ministry of defense 222
into the ministry of economy 99
into the ministry of finance 536
into the ministry of foreign 444
into the ministry of interior 204
into the ministry of justice 205
into the ministry of national 132
into the mountain of jehovah 100
into the mountain to receive 83
into the movement of history 160
into the movement of private 70
into the northwest he covered 67
into the operation of certain 85
into the operation of markets 41
into the operation of natural 65
into the opposite of himself 60
into the paradise of mahomet 86
into the paradise of pleasure 139
into the patterns of behavior 131
into the patterns of culture 45
into the pedestal of perseus 44
into the pentagon in arlington 106
into the pentagon in virginia 55
into the piedmont of virginia 75
into the pleasures of society 128
into the politics of america 104
into the politics of central 54
into the politics of culture 60
into the politics of language 99
into the politics of national 48
into the politics of protest 63
into the politics of science 205
into the posterior or anterior 53
into the practice of foreign 63
into the practice of general 62
into the practice of history 42
into the practice of liberal 62
into the practice of religion 132
into the practice of research 61
into the practice of science 185
into the practice of surgery 218
into the practice of torture 59
into the practice of violence 76
into the presence of captain 166
into the presence of certain 76
into the presence of charles 230
into the presence of colonel 142
into the presence of emperor 88
into the presence of eternal 49
into the presence of general 1265
into the presence of himself 42
into the presence of jehovah 239
into the presence of jupiter 85
into the presence of knights 72
into the presence of mahomet 72
into the presence of majesty 93
into the presence of mankind 86
into the presence of mortals 77
into the presence of mystery 49
into the presence of napoleon 206
into the presence of perfect 103
into the presence of persons 253
into the presence of pharaoh 408
into the presence of princes 73
into the presence of richard 45
into the presence of rodrigo 50
into the presence of royalty 435
into the presence of several 73
into the presence of solomon 49
into the presence or absence 410
into the problems of african 41
into the problems of colonial 43
into the problems of designing 67
into the problems of european 219
into the problems of language 114
into the problems of marriage 49
into the problems of national 70
into the problems of poverty 118
into the problems of providing 66
into the problems of religion 46
into the problems of society 117
into the progress of history 41
into the progress of society 53
into the property of liquids 111
into the property of society 73
into the province of alberta 108
into the province of british 424
into the province of history 163
into the province of holland 258
into the province of munster 164
into the province of natural 120
into the province of paradox 97
into the province of religion 182
into the province of science 132
into the province of shantung 86
into the province of surgery 60
into the province of utrecht 42
into the province of valencia 60
into the province of virginia 52
into the provision of certain 52
into the provision of medical 67
into the provision of welfare 42
into the purchase of capital 80
into the quagmire of poverty 58
into the quagmire of vietnam 289
into the realities of broader 43
into the recesses of ancient 57
into the recesses of history 120
into the recesses of private 210
into the recesses of science 42
into the recesses of society 41
into the register of members 68
into the relations of capital 53
into the relations of debtors 61
into the relations of society 46
into the republic of colombia 198
into the republic of ireland 545
into the republic of letters 509
into the republic of vietnam 209
into the ridicule of ascribing 44
into the sanctity of marriage 52
into the sanctity of private 56
into the saucepan of potatoes 365
into the sciences of anatomy 132
into the seclusion of private 98
into the sequence of natural 97
into the sequence of reactions 42
into the services of foreign 69
into the services of religion 51
into the situation an element 66
into the situation of affairs 254
into the situation of persons 42
into the sociology of deviance 43
into the sociology of religion 173
into the sociology of science 115
into the statutes of subsidy 44
into the stomachs of animals 154
into the struggle to achieve 52
into the struggle to prevent 56
into the struggle to satisfy 162
into the struggle to survive 49
into the sunlight of freedom 109
into the sunlight of popular 41
into the sunshine of fortune 108
into the sunshine of freedom 58
into the sweetest of slumber 43
into the synthesis of protein 40
into the thousands of degrees 40
into the thousands of dollars 2108
into the thousands of millions 177
into the thousands or millions 73
into the tradition of european 63
into the tradition of liberal 53
into the tradition of western 116
into the trashcan of history 42
into the treatment of certain 48
into the treatment of chronic 840
into the treatment of diabetes 50
into the trenches of lepidus 68
into the trenches to relieve 46
into the trillions of dollars 225
into the twilight of history 147
into the validity of anglican 57
into the validity of certain 79
into the villages to collect 96
into the villages to enforce 41
into the wildness of thoughts 48
into the workshop of language 52
iron as possessing the neutral 42
iron is oxidized to ferrous 110
iron is required to produce 44
iron or manganese is present 55
item is selected by default 75
item of evidence in question 47
item of evidence in support 97
item of evidence to support 47
item of property in question 82
item of property or benefit 1014
