cabs were waiting for 50
came home worse than 71
came into action and 1456
came into action for 238
came into action near 200
came into action one 67
came into action that 44
came into action they 53
came into action too 65
came into action with 1303
came into bloom and 85
came into broad use 91
came into china and 48
came into china with 64
came into clash with 971
came into class and 314
came into class one 137
came into class with 202
came into close and 520
came into court and 3223
came into court but 59
came into court for 119
came into court one 67
came into court that 198
came into court they 42
came into court this 71
came into court who 89
came into court with 1738
came into daily and 91
came into daily use 201
came into egypt and 157
came into egypt for 43
came into egypt they 116
came into egypt with 355
came into favor and 194
came into favor for 119
came into favor with 267
came into focus and 1430
came into focus for 947
came into focus now 42
came into focus one 43
came into focus she 54
came into focus that 220
came into focus was 184
came into focus with 485
came into force all 133
came into force and 4532
came into force are 281
came into force but 299
came into force can 106
came into force due 67
came into force for 1709
came into force had 119
came into force has 200
came into force may 502
came into force not 54
came into force one 239
came into force six 83
came into force that 1292
came into force they 121
came into force this 210
came into force two 287
came into force was 528
came into force with 3741
came into grips with 47
came into italy and 340
came into italy for 43
came into italy not 68
came into italy they 72
came into italy with 529
came into japan with 58
came into large and 42
came into large use 44
came into legal being 130
came into light and 78
came into major use 47
came into money and 125
came into money that 44
came into motion and 51
came into paris and 47
came into place and 122
came into place with 70
came into power all 111
came into power and 4752
came into power but 86
came into power did 91
came into power for 659
came into power had 185
came into power has 111
came into power his 93
came into power its 44
came into power not 90
came into power one 170
came into power she 63
came into power that 1134
came into power they 1505
came into power this 113
came into power too 40
came into power two 93
came into power was 546
came into power who 159
came into power with 3647
came into print and 69
came into russia with 51
came into season and 71
came into sharp and 127
came into sight and 2256
came into sight but 44
came into sight did 41
came into sight far 209
came into sight for 97
came into sight near 45
came into sight off 66
came into sight one 143
came into sight out 52
came into sight she 146
came into sight that 212
came into sight they 153
came into sight was 89
came into sight with 322
came into spain and 62
came into spain with 243
came into table bay 67
came into texas with 50
came into touch and 82
came into touch with 9084
came into usage and 56
came into usage with 47
came into vogue and 1577
came into vogue for 610
came into vogue long 40
came into vogue not 57
came into vogue that 258
came into vogue they 40
came into vogue was 64
came into vogue with 1167
came into wales with 42
came into wider and 92
came into wider use 2653
came into world war 107
came jingling after him 87
came john adams and 56
came john thomas and 96
came just above her 135
came just above his 228
came just after her 70
came just after him 54
came just after his 138
came just after she 89
came just after that 58
came just after they 49
came just after you 265
came just below her 234
came just below his 163
came just level with 60
came last evening and 108
came last night and 1520
came last night but 53
came last night for 149
came last night that 289
came last night with 292
came late rather than 43
came leaping after him 50
came less often and 195
came less often now 82
came less often than 106
came like water and 153
came loud calls for 40
came many people who 51
came many swiss who 56
came many times and 148
came more easily and 273
came more easily for 104
came more easily now 155
came more easily than 816
came more easily this 42
came more easily with 65
came more nearly than 45
came more often and 356
came more often now 131
came more often than 553
came most easily and 66
came most often and 41
came most often was 62
came most often with 45
came much easier than 97
came much later and 1035
came much later but 50
came much later for 99
came much later than 2027
came much later with 264
came much nearer being 58
came much nearer than 192
came much under his 71
came much water out 141
came next after him 71
came next after that 46
came next after them 68
came next morning and 190
came next morning for 43
came next morning with 132
came north again and 63
came north looking for 143
came once again and 152
came once again for 49
came once again with 71
came once every few 42
came once every two 88
came once every year 70
came only after all 105
came only after death 50
came only after her 102
came only after his 570
came only after its 72
came only after long 900
came only after man 40
came only after one 74
came only after she 258
came only after that 84
came only after they 356
came only after this 58
came only after two 145
came only later and 73
came only later with 44
came open again and 78
came over about six 41
came over about ten 152
came over about this 96
came over about two 43
came over after him 81
came over after his 63
came over after she 47
came over after they 51
came over again and 492
came over again for 43
came over again with 98
came over alone and 45
came over armed with 43
came over every day 1833
came over every few 43
came over every year 145
came over first and 101
came over hither for 95
came over later and 231
came over later that 393
came over later with 57
came over looking for 246
came over often and 55
came over smiling and 74
came over today and 205
came over while they 46
came over while you 45
came over windy gap 126
came racing after her 43
came racing after him 47
came racing after them 57
came riding after him 77
came riding after that 42
came riding after them 72
came some months ago 243
came some weeks ago 165
came soon after and 539
came soon after her 131
came soon after him 138
came soon after his 594
came soon after its 78
came soon after our 103
came soon after she 86
came soon after that 1046
came soon after them 55
came soon after they 130
came soon after this 365
came soon after with 266
came soon after you 106
came south again and 47
came south looking for 56
came such cries and 71
came tearing after her 107
came tearing after him 114
came tearing after them 68
came their wives and 99
came there after his 63
came there after you 46
came there again and 49
came there again they 63
came there every day 538
came there every year 333
came there fifty and 53
came there heated with 113
came there looking for 307
came there might not 49
came there never did 47
came there often and 52
came there would not 98
came these words and 142
came three angels out 73
came three birds and 50
came three hours ago 87
came three merry men 78
came three months ago 218
came three times and 165
came three times that 92
came three weeks ago 451
came true after all 121
came true after she 98
came unto isaac his 225
came upon anything that 188
came upon david and 63
came upon david with 42
came upon every one 51
came upon gideon and 57
came upon jesus and 75
came upon judah and 176
came upon moses and 47
came upon people who 152
came upon peter and 70
came upon signs that 54
came upon sodom and 84
came very badly out 78
came very close and 818
came very close but 69
came very close with 103
came very easily and 62
came very easily for 46
came very handy for 49
came very nearly being 345
came very often and 89
came very often with 47
came very strong and 80
came well above her 50
came well above his 40
came well after his 51
came well armed and 72
came well armed with 80
came well below her 82
came well below his 46
came well laden with 92
came were rather for 86
came west again and 46
came west looking for 92
came when david was 52
came when every man 73
came when every one 217
came when george was 44
came when henry was 57
came when james had 113
came when jesus was 89
came when louis xiv 51
came when money was 51
came when people had 43
came when peter was 42
came when pupil and 40
came wide awake and 117
came wide awake with 88
came will guide and 262
came years after his 47
came years later and 52
camp came alive with 107
camp during world war 4107
camp even though they 64
camp fire shake with 45
camp five miles out 49
camp from where they 118
camp from which all 42
camp from which his 40
camp from which she 142
camp from which they 899
camp from which you 67
camp from world war 59
camp here rather than 41
camp into which they 68
camp last evening and 52
camp last night and 317
camp last night was 111
camp last night with 57
camp life rather than 40
camp next morning and 126
camp next morning with 91
camp nine hours ago 140
camp over night and 57
camp site where they 44
camp site which was 52
camp soon after his 134
camp there until they 66
camp three miles off 202
camp very tired and 46
camp were lined with 66
camp were waiting for 46
camp what deeds are 167
camp will spread its 40
cane five miles long 45
cane from ivory was 62
cane from under his 71
cane from which they 64
cane into sugar and 88
canoe came under our 43
canoe kept quite near 52
canoe swung round and 45
cans from which they 69
cans were sealed and 49
cans were sealed with 40
cant help feeling that 137
cant help telling her 43
cant help thinking that 384
caps heaving about him 131
caps into place and 71
caps over mills that 63
caps were large and 78
caps were taken off 81
card also gives you 115
card even though they 40
card from which they 58
card from which you 101
card game where you 90
card game which was 76
card over again and 44
card upon which are 91
card upon which his 70
card upon which she 70
card upon which was 352
card will admit you 77
card will allow you 145
card will serve for 43
care among people with 126
care among women with 54
care during labor and 934
care during world war 363
care even though she 164
care even though they 790
care even though this 44
care even though you 53
care ever since she 42
care from others and 164
care from others that 135
care from people who 150
care from which they 332
care have found that 103
care have known that 43
care have shown that 287
care health plans and 150
care health plans that 45
care home where she 171
care less about all 710
care less about and 133
care less about any 1001
care less about art 97
care less about being 1144
care less about doing 108
care less about each 123
care less about eating 113
care less about god 238
care less about going 277
care less about her 2009
care less about him 1009
care less about his 2227
care less about how 1708
care less about its 376
care less about men 40
care less about not 43
care less about one 148
care less about our 1037
care less about sex 182
care less about than 44
care less about that 2271
care less about them 1766
care less about things 186
care less about this 1355
care less about who 876
care less about why 46
care less about you 1839
care less either for 70
care less either way 141
care less often than 225
care less right now 71
care less where she 87
care less where they 100
care less where you 129
care less which way 45
care look about him 100
care more about all 102
care more about and 46
care more about being 972
care more about doing 133
care more about each 486
care more about eating 119
care more about god 52
care more about her 901
care more about him 390
care more about his 978
care more about how 1456
care more about its 169
care more about not 60
care more about one 389
care more about our 707
care more about than 414
care more about that 869
care more about them 884
care more about things 263
care more about this 535
care more about who 282
care more about you 824
care more often and 46
care more often than 916
care most about and 447
care most about are 416
care most about how 123
care most about now 94
care most about our 94
care most about them 68
care most about this 95
care most about you 318
care much about all 65
care much about and 316
care much about any 693
care much about art 114
care much about being 1090
care much about doing 147
care much about each 188
care much about eating 321
care much about god 45
care much about going 1178
care much about her 2120
care much about him 2273
care much about his 2427
care much about how 1041
care much about its 511
care much about men 59
care much about new 331
care much about now 40
care much about old 128
care much about one 156
care much about our 286
care much about sex 148
care much about that 3503
care much about them 3185
care much about things 100
care much about this 1800
care much about who 331
care much about you 591
care much either for 204
care much either way 1062
care much longer than 103
care much where she 43
care much where they 248
care much which they 123
care much which way 419
care must begin with 125
care must start with 85
care nothing about all 125
care nothing about and 119
care nothing about any 327
care nothing about art 409
care nothing about being 384
care nothing about god 198
care nothing about her 468
care nothing about him 872
care nothing about his 708
care nothing about how 116
care nothing about its 242
care nothing about our 435
care nothing about that 1773
care nothing about them 2428
care nothing about this 454
care nothing about who 131
care nothing about you 747
care nothing either for 94
care nothing either way 40
care only about being 165
care only about her 161
care only about his 228
care only about how 442
care only about its 110
care only about one 187
care only about our 153
care only about real 116
care only about that 45
care only about you 134
care only after they 113
care plan calls for 105
care plan goals and 49
care plan rather than 68
care plan would not 132
care poets could but 47
care task force and 41
care task force was 115
care their lives and 145
care their loved one 54
care unit rather than 279
care unit setting and 99
care unit setting for 60
care unit setting with 106
care unit stays and 41
care unit until they 47
care unit where his 113
care unit where she 371
care unit where they 262
care unit where you 43
care were cared for 56
care were taken for 69
care were taken not 143
care were taken that 579
care were taken with 80
care what chair they 46
care what color his 227
care what color she 127
care what color they 673
care what color you 1658
care what comes now 169
care what comes out 67
care what folks say 239
care what grade you 91
care what money was 41
care what names you 118
care what others are 182
care what others did 58
care what others may 394
care what others say 865
care what people are 431
care what people did 191
care what people may 500
care what people say 6090
care what people that 113
care what price they 101
care what reason you 86
care what still may 42
care what story they 53
care what story you 54
care what tongue can 111
care what words you 175
care when faced with 249
care when people are 62
care when playing with 66
care when working near 110
care when working with 1907
care will allow for 81
care your father has 113
care your loved one 63
caring less about how 55
caring more about her 96
caring more about his 201
caring more about how 69
caring much about any 113
caring much about his 68
caring much about its 79
caring much about them 152
caring much either way 53
caring nothing about her 40
caring nothing about his 60
caring nothing about that 63
caring nothing about them 179
caring only about his 112
caring what others may 44
caring what people say 64
caring young people who 54
caring young woman who 40
carp were taken out 86
cars during world war 87
cars even though they 136
cars from japan and 228
cars from jumping off 86
cars from people who 43
cars from running off 56
cars from which they 110
cars have given way 64
cars have shown that 43
cars into which they 78
cars more often than 160
cars pass every day 40
cars sold every year 42
cars upon which they 44
cars were added and 45
cars were built and 388
cars were built for 534
cars were built that 48
cars were built with 437
cars were burnt and 55
cars were dirty and 42
cars were empty and 64
cars were first put 91
cars were headed for 55
cars were heated with 44
cars were honking and 43
cars were laden with 54
cars were large and 91
cars were light and 57
cars were named for 68
cars were owned and 52
cars were passing and 43
cars were pulling out 212
cars were rolling off 87
cars were running and 92
cars were sealed and 41
cars were selling for 71
cars were small and 178
cars were spread out 54
cars were still being 181
cars were still not 53
cars were strung out 72
cars were taken for 164
cars were taken off 338
cars were taken out 308
cars were thrown off 112
cars were waiting and 47
cars were waiting for 577
cars were waiting with 55
cart from which they 123
cart into which she 55
cart into which they 61
cart leave every arm 48
cart upon which they 46
cart were waiting for 43
case also arose out 45
case also calls for 324
case also found that 143
case also holds for 70
case also holds that 908
case also noted that 158
case also ruled that 343
case also shows how 682
case also shows that 3328
case also where one 263
case among people who 107
case among women who 98
case came under his 255
case came under our 225
case came within that 55
case coming under his 183
case coming under our 141
case coming under this 90
case coming within its 116
case during world war 932
case even though all 121
case even though both 67
case even though each 43
case even though his 144
case even though its 168
case even though not 50
case even though one 223
case even though she 148
case even though that 93
case even though they 447
case even though this 123
case even though you 82
case even today that 96
case even where you 47
case ever since his 51
case ever since she 53
case ever since you 46
case fall within that 56
case fell apart and 41
case fell within its 46
case fell within one 173
case fell within that 153
case fell within this 48
case file shows that 41
case fire breaks out 91
case fire broke out 124
case from beneath his 53
case from under her 51
case from under his 179
case from which all 101
case from which any 53
case from which fig 477
case from which his 41
case from which one 188
case from which our 52
case from which she 369
case from which they 265
case from which this 843
case from which you 71
case from world war 87
case gets thrown out 56
case have found that 110
case have given him 48
case have shown that 278
case into court and 359
case into court for 84
case into which and 47
case into which she 44
case into which they 109
case into which you 62
case just cited and 88
case just cited has 49
case just cited that 169
case just cited was 195
case last cited and 103
case last cited that 341
case last cited was 331
case last night and 48
case less often than 64
case more easily than 61
case more fully and 116
case more fully than 283
case more nearly than 113
case more often than 1024
case much later than 43
case much longer than 74
case much lower than 134
case much water has 43
case much worse than 89
case must begin with 139
case must never ask 52
case must prove that 387
case must stand for 46
case nine times out 268
case once again and 66
case once again for 68
case only about one 242
case only after all 47
case only after his 47
case only shows that 193
case other people are 45
case over again and 42
case over which she 40
case over which they 94
case paul could not 43
case seem worse than 61
case slung round his 43
case some months ago 95
case some people are 41
case soon after his 56
case such action was 125
case such child and 61
case such court may 59
case such goods are 54
case such party has 55
case such people are 57
case such period may 62
case take steps for 163
case their lands and 76
case their lives are 49
case their minds are 168
case their names are 94
case there could not 707
case there exist two 148
case there might not 173
case there never was 218
case there really was 164
case there shall not 1050
case there would not 2036
case there would then 93
case these costs are 67
case these could not 68
case these facts are 57
case these items are 55
case these lines are 83
case these people are 75
case these rules are 73
case these terms are 69
case these units are 42
case these words are 86
case those which are 93
case those which they 56
case three months ago 140
case three weeks ago 124
case took longer than 83
case took place and 44
case took place with 65
case upon which his 83
case upon which she 51
case upon which they 301
case upon which this 260
case upon which you 148
case very fully and 54
case very large and 104
case very small and 138
case went badly for 69
case were faced with 50
case were found not 40
case were lower than 52
case were still being 42
case were taken for 50
case were tried and 58
case what would you 184
case when either one 45
case when faced with 114
case when goods are 123
case when looking for 65
case when notes are 43
case when people are 461
case when times are 66
case when wages are 48
case when water was 43
case when women are 99
case when working with 513
case will admit and 51
case will admit for 49
case will begin with 68
case will haunt him 55
case will never get 70
case will occur for 48
case will occur with 61
case will point out 71
case will prove that 46
case will prove this 48
case will reveal that 128
case will serve for 55
case will stand for 105
case will stand thus 100
case work rather than 150
case your child has 74
case your grace can 48
cash book entry for 50
cash book shows that 234
cash crop farming and 447
cash crop farming for 41
cash crop farming was 127
cash crop grown for 61
cash crop rather than 287
cash crop which can 117
cash crop which has 73
cash crop which was 79
