cable called a bus 107
could secure a two 91
could seduce a man 164
could select a few 211
could select a man 55
could select a new 220
could select a set 131
could settle a few 75
could signal a new 158
could snatch a bit 40
could snatch a day 49
could snatch a few 820
could snatch a man 101
could strike a deal 625
could strike a death 74
could strike a few 76
could strike a man 276
could strike a new 49
could submit a bid 89
could submit a few 45
could submit a new 57
could suffer a man 70
could supply a few 215
could supply a man 109
could supply a new 102
could tackle a job 48
could threaten a man 49
could travel a few 61
could travel a long 234
could travel a lot 89
could unleash a new 98
could violate a law 87
count myself a man 230
court affect a man 44
court almost a year 48
court before i was 89
court created a new 136
court creates a new 44
court enters a plea 63
court granting a new 252
court grants a new 245
court issued a new 137
court ordering a new 43
court orders a man 49
court orders a new 195
court passed a law 271
court rested a day 58
court turned a deaf 100
court upheld a ban 82
court upheld a law 194
court upheld a new 83
court whilst i was 41
court without a net 97
cover behind a big 261
cover behind a car 242
cover behind a log 154
cover behind a long 97
cover behind a low 447
cover behind a row 109
cover except a few 70
cover showed a man 155
crawl through a gap 96
crawl through a long 195
crawl through a low 118
crazy beggar a fit 49
create almost a new 151
create instead a new 68
create something a bit 68
create thereby a new 69
creating almost a new 82
creating instead a new 87
creating thereby a new 174
creek whence i set 98
creep through a key 98
creep through a long 240
crept through a gap 128
crept through a low 44
cried whilst i was 77
crime without a law 709
cross section a and 2119
cross section a are 86
cross section a can 179
cross section a for 1003
cross section a has 44
cross section a may 44
cross section a that 48
cross section o and 93
cross section s and 231
crowd around a man 124
crowd became a mob 355
crowd cleared a path 99
crowd opened a path 100
crowd opened a way 74
crowd raised a cry 45
crowd thinned a bit 40
crowd thought i was 69
crown remain a long 44
cruel retort i had 40
crypt whence i had 56
cubic meters a day 1610
cubic meters a year 2754
curve reached a peak 114
curve reaches a peak 641
curve through a and 64
curve through a set 296
curve toward a gap 144
cutting across i was 44
cutting through a few 87
cutting through a fog 98
cutting through a gap 43
cutting through a log 90
cutting through a lot 109
cutting through a low 139
cutting through a thin 58
cycle reached a peak 46
cycle reaches a peak 45
cycle through a set 312
cycling through a set 107
