cable connections should be 227
claim privileged access to 534
claim territorial rights in 48
claim territorial rights to 43
class activities should be 512
class antagonism appearing in 118
class antagonism toward the 130
class attendance should be 125
class background should be 40
class background tended to 66
class boundaries instead of 68
class boundaries should be 101
class determines whether the 77
class discussions should be 175
class distinction instead of 49
class distinction should be 131
class elementary school in 254
class eventually became the 95
class immediately before the 128
class instruction should be 290
class magisterial powers in 48
class management should be 40
class manifested itself in 85
class membership should be 52
class occupations except in 40
class progresses through the 97
class protestant family in 142
class residential section of 240
class residential suburb of 154
class solidarity across the 142
cleaning procedures should be 403
cleaning techniques should be 44
clearing corporation reducing the 118
clerk disappeared through the 44
cliff immediately behind the 56
clock downstairs struck the 51
close completely around the 88
close cooperation across the 48
close cooperation amongst the 40
close cooperation should be 151
close corporation should be 92
close corporation states the 77
close corporation status by 117
close corporation status is 257
close correlation exists in 49
close examination appears to 52
close examination before the 125
close examination failed to 48
close examination proved to 239
close examination proves to 71
close examination reveals an 72
close examination reveals it 59
close examination reveals the 546
close examination should be 205
close examination showed the 53
close friendship talked to 50
close friendship through the 47
close observation reveals the 75
close observation should be 273
close observation without the 54
close structural analog of 183
close supervision should be 430
close tolerances should be 100
closing statements should be 92
clothe appropriate bodies in 89
coach immediately behind the 56
coded information serves as 260
coded information stored in 165
coins circulated freely in 61
coins heretofore issued at 50
color comparison should be 71
color management settings in 65
color management system in 50
color management system is 132
color management system to 112
comes distinctly before the 44
comes frequently cheaper to 140
comes immediately before it 182
comes immediately before or 80
comes immediately before the 1236
comes immediately behind the 74
comes indirectly through the 174
comic characters belonging to 48
comic characters should be 51
comma immediately before the 61
cooking facilities should be 51
corps commanders should be 50
corps commanders wanted to 44
corps manifested itself in 51
costs frequently exceed the 46
costs relatively little in 107
costs relatively little to 614
could absolutely depend on 173
could accomplish before the 60
could accomplish little by 133
could accomplish little if 65
could accomplish little in 507
could accomplish little of 83
could accomplish little or 197
could accomplish something by 84
could accomplish something in 208
could accomplish something of 91
could accomplish through the 104
could accomplish without it 61
could accomplish without the 129
could accumulate enough to 145
could accurately assess the 298
could accurately convey the 45
could accurately define the 80
could accurately locate the 55
could accurately measure the 464
could accurately recall the 92
could accurately record the 58
could accurately report on 42
could accurately report the 64
could adequately answer the 44
could adequately assess the 73
could adequately convey the 210
could adequately convey to 78
could adequately defend the 99
could adequately define the 90
could adequately depict the 52
could adequately handle the 172
could adequately manage the 67
could adequately measure the 88
could adequately supply the 97
could anticipate changes in 50
could apparently afford to 159
could appreciably affect the 229
could appreciably reduce the 126
could cheerfully submit to 59
could completely attach to 43
could completely bypass the 57
could completely escape the 107
could completely forget the 67
could completely ignore the 252
could completely offset the 81
could completely realize the 48
could completely relate to 42
could completely remove the 89
could completely subdue the 40
could composedly attend to 100
could comprehend enough to 44
could comprehend little of 63
could comprehend little or 80
could comprehend neither the 57
could comprehend something of 48
could conjecture whether he 82
could consciously choose to 77
could consciously decide to 44
could constantly conceal or 51
could constitute itself as 335
could contribute better to 59
could contribute further to 199
could contribute greatly to 1492
could contribute heavily to 57
could contribute little in 121
could contribute little of 54
could contribute little or 245
could contribute little to 1528
could contribute something in 42
could contribute something of 171
could contribute something to 991
could contribute toward the 489
could critically affect the 112
could decisively affect the 219
could definitely affect the 57
could definitely affirm or 41
could definitely relate to 168
could definitely settle the 124
could discipline myself to 64
could distinctly follow the 71
could distinctly recall the 100
could distribute copies of 47
could eventually affect the 214
could eventually afford to 74
could eventually amount to 78
could eventually arrive at 124
could eventually become an 260
could eventually become as 120
could eventually become so 65
could eventually become the 603
could eventually damage the 87
could eventually double the 53
could eventually emerge as 181
could eventually enable the 66
could eventually exceed the 60
could eventually expect to 86
could eventually extend to 42
could eventually reduce the 233
could eventually result in 4068
could eventually return to 269
could eventually threaten the 257
could experience feelings of 77
could experience something of 71
could experience through the 42
could facilitate access to 172
could financially afford it 51
could financially afford to 179
could habitually indite it 48
could illustrate better the 695
could immediately affect the 54
could immediately become the 55
could immediately detect the 70
could immediately follow the 68
could immediately obtain the 42
could immediately relate to 148
could immediately resell the 43
could immediately return to 112
could indirectly affect the 249
could indirectly result in 62
could infiltrate through the 63
could injuriously affect the 72
could insensibly impose the 71
could justifiably expect to 60
could justifiably refuse to 69
could negatively affect the 1585
could negatively effect the 58
could negatively impact on 155
could negatively impact the 590
could ordinarily expect to 92
could perpetuate itself in 62
could personally assist it 62
could personally attend the 42
could personally attend to 94
could personally attest to 114
could personally direct the 71
could personally relate to 160
could physically handle the 46
could positively affect the 345
could positively impact on 42
could positively impact the 124
could potentially access the 53
could potentially affect the 1537
could potentially amount to 43
could potentially assist in 69
could potentially become an 176
could potentially become the 236
could potentially damage the 386
could potentially divide the 43
could potentially double the 82
could potentially enable the 59
could potentially exceed the 84
could potentially expand the 76
could potentially expose the 71
could potentially extend the 88
could potentially extend to 48
could potentially happen in 43
could potentially happen to 43
could potentially hinder the 108
could potentially impact on 135
could potentially impact the 288
could potentially impair the 65
could potentially impede the 62
could potentially injure the 40
could potentially mediate the 72
could potentially modify the 96
could potentially offset the 51
could potentially reduce the 1051
could potentially relate to 70
could potentially render the 48
could potentially result in 6006
could potentially supply the 65
could potentially threaten the 339
could potentially violate the 96
could potentially worsen the 61
could powerfully affect the 60
could presumably affect the 40
could presumably afford to 71
could presumably result in 77
could profitably employ in 71
could profitably employ the 54
could profitably follow the 56
could profitably invest in 60
could profoundly affect the 807
could profoundly modify the 67
could rightfully assume the 66
could rightfully expect the 45
could rightfully expect to 88
could rightfully extend to 45
could rightfully object to 47
could rightfully refuse to 150
could straighten myself on 47
could sufficient virtue be 97
could ultimately affect the 379
could ultimately arrive at 56
could ultimately become an 41
could ultimately become the 160
could ultimately damage the 53
could ultimately decide the 52
could ultimately depend on 84
could ultimately reduce the 195
could ultimately result in 3475
could ultimately return to 45
could ultimately settle the 71
could ultimately threaten the 158
could understand better if 88
could understand better the 324
could understand clearly the 79
could understand english if 88
could understand english or 40
could understand enough of 229
could understand enough to 331
could understand except the 43
could understand itself as 101
could understand little of 667
could understand little or 73
could understand neither of 41
could understand neither the 350
could understand something at 47
could understand something of 746
could understand through the 74
could understand without an 45
could understand without the 79
count indictment charging the 124
court apparently failed to 112
court apparently relied on 164
court apparently thought it 46
court apparently thought the 41
court apparently treated the 40
court apparently viewed the 54
court appearances before the 90
court ascertains whether the 42
court considered whether an 224
court considered whether it 98
court considered whether or 66
court considered whether the 2817
court considered whether to 92
court determined whether the 172
court determines whether an 54
court determines whether it 107
court determines whether or 204
court determines whether the 1254
court determines whether to 143
court emphasized heavily the 145
court erroneously failed to 189
court erroneously placed the 50
court erroneously relied on 107
court erroneously upheld the 53
court eventually upheld the 95
court explicitly relied on 69
court immediately before the 223
court improperly denied the 52
court improperly failed to 173
court improperly placed the 69
court improperly relied on 178
court nonetheless upheld the 92
court procedures should be 78
court settlement before the 47
court settlement reached in 40
court statements sought to 96
court succinctly stated the 50
court treacherous enough to 92
court ultimately denied the 51
court ultimately upheld the 155
court understood itself to 56
cover information relating to 97
cover sufficient ground to 161
crack penetrates through the 51
crack propagated through the 265
crack propagates across the 163
crack propagates through the 912
crack propagation across the 169
crack propagation appears to 51
crack propagation caused by 56
crack propagation occurs at 81
crack propagation occurs by 54
crack propagation occurs in 142
crack propagation should be 130
crack propagation through the 1076
create boundaries around the 57
create calculated fields in 99
create confidence amongst the 78
create discontent amongst the 60
create employment through the 55
create enforceable rights in 66
create homogeneous groups of 43
create individual rights in 45
create predictive models of 50
create resentment toward the 45
create structural changes in 88
create substantial changes in 114
create sufficient demand to 120
create sufficient energy to 49
create sufficient stress to 43
create sufficient suction to 55
create sufficient tension to 52
creating electronic images of 50
creating employment through the 57
creating structural changes in 62
creating substantial changes in 45
crept insidiously through the 60
crime statistics should be 145
cross examination before the 91
cross examination should be 140
cross references should be 404
cross ventilation should be 52
cross ventilation through the 142
crowd circulated around the 42
crowd completely filled the 42
crowd congregated around the 48
crowd immediately around us 159
crowd immediately closed in 44
crown matrimonial should be 127
crown preparation should be 44
cruel oppressors almost to 70
cubic centimeter instead of 79
cubic centimeter sample of 71
cubic centimeter should be 187
curve representing changes in 61
curve vertically upward by 81
cutting completely across the 59
cutting completely through the 708
cutting government spending by 166
cutting government spending in 79
cutting government spending on 78
cutting government spending or 191
cutting government spending to 97
cutting instrument should be 220
cutting vertically across the 47
cutting vertically through the 222
cycle penetrates through the 59
cycle progression through the 128
