can also act indirectly 133
car park and information 57
car seats and restraints 55
car used for transporting 101
car when she remembered 53
cat know its boundaries 90
cop cars and ambulances 131
cry down all philosophy 117
cry when she remembered 84
cue from his spectators 123
cue from this observation 76
cup fine dry breadcrumbs 386
cup leafy raw vegetables 125
cut back and eventually 183
cut back his activities 48
cut back its activities 102
cut back its commitment 83
cut back its investment 82
cut down air resistance 100
cut down and eradicated 43
cut down and eventually 157
cut down and restricted 190
cut down and simplified 133
cut down and strengthened 41
cut down for barricades 88
cut down his activities 100
cut down his consumption 220
cut down his efficiency 43
cut down his illiteracy 73
cut down its activities 47
cut down its consumption 183
cut down its efficiency 41
cut down our consumption 111
cut from its attachment 281
cut from old automobile 101
cut from old newspapers 66
cut from that impossible 50
cut into and compressed 44
cut into thin matchstick 160
cut into thin transverse 113
cut into two rectangular 51
cut only with difficulty 73
cut open for examination 69
