cabin pressure equal to 53
chief activity seems to 75
chief activity which he 59
chief advocate within the 50
chief alkaloid found in 68
chief argument seems to 108
chief argument urged by 47
chief argument urged in 67
chief argument which he 66
chief argument which is 40
chief argument which the 50
chief articles which it 91
chief articles which the 57
chief artistic glory of 42
chief artistic merit of 44
chief attention given to 53
chief authority about the 45
chief authority under the 60
chief authority within the 54
chief benefits which the 111
chief business seems to 193
chief business shall be 48
chief business would be 134
chief campaign issue in 50
chief ceremony seems to 65
chief clinical types of 122
chief clinical value of 58
chief concerns about the 146
chief creditor nation in 45
chief creditor nation of 92
chief criminal court in 46
chief criminal court of 187
chief criminal judge at 52
chief criminal judge of 224
chief deposits occur in 46
chief dramatic value of 61
chief drawback seems to 76
chief earnestly makes the 65
chief economic asset of 52
chief economic basis of 92
chief economic cause of 40
chief economic value is 49
chief economic value of 112
chief elements found in 74
chief elements would be 67
chief emphasis falls on 44
chief emphasis seems to 60
chief emporium within the 47
chief evidence taken by 61
chief examiner shall be 44
chief external cause of 43
chief external danger to 40
chief external facts in 41
chief financial agent of 139
chief functions appear to 47
chief functions which the 58
chief functions would be 164
chief governed every thing 47
chief immediate cause of 196
chief industry seems to 60
chief inquired about the 70
chief intention seems to 45
chief interest about the 55
chief interest seems to 519
chief interest today is 63
chief interest which the 139
chief interest would be 159
chief literary event of 48
chief literary glory of 69
chief literary merit of 51
chief literary organ of 112
chief literary works of 63
chief maritime power in 56
chief maritime power of 196
chief military event of 44
chief military force in 75
chief military force of 70
chief military leader in 61
chief military leader of 155
chief military posts in 60
chief military power in 180
chief military power of 133
chief minerals found in 109
chief minister after the 178
chief minister since the 57
chief minister under the 178
chief minister until the 54
chief minister would be 66
chief motivating force in 231
chief motivating force of 160
chief mountain ranges of 178
chief objection seems to 192
chief objection taken to 51
chief objection urged by 61
chief objection which he 53
chief objection which is 79
chief objection which the 87
chief objection would be 66
chief obstacle seems to 63
chief obstacle which it 41
chief obstacle which the 89
chief obstacle would be 112
chief occasions moved me 44
chief officers might be 48
chief officers under the 271
chief officers would be 43
chief opponent within the 42
chief problems faced by 405
chief problems which the 146
chief problems would be 50
chief propelling force in 52
chief purchasing agent of 151
chief purposes which the 73
chief reasoners began to 46
chief recruiting agent of 42
chief religious leader of 119
chief religious sects in 70
chief religious tenet of 48
chief services which the 61
chief shepherd shall be 101
chief standard bearer of 54
chief troubles about the 51
chief ultimate cause of 60
chief ultimate risks of 48
chief underlying cause of 261
child acquires skill in 46
child actively seeks to 69
child actually comes to 46
child actually learns to 82
child actually needs to 73
child actually wants to 71
child develops signs of 114
child develops skill in 95
child develops trust in 58
child develops within the 83
child displays signs of 66
child eighteen months of 70
child elements within the 225
child exhibits signs of 126
child functions within the 42
child initially learns to 44
child normally learns to 61
child physical abuse as 107
child physical abuse in 234
child physical abuse is 318
child physical abuse or 188
child probably needs to 75
child probably would be 48
child questions about the 303
child receives within the 45
child relations within the 95
child remained under the 109
child remained within the 52
child soldiers under the 126
child suddenly began to 107
child suddenly seems to 138
child survival rates in 50
child therefore fails to 40
child trampled beneath the 97
chill blustering winds or 45
choking sensation about the 70
cited concerns about the 158
cited examples where the 64
cited hereafter under the 41
cited numerous cases in 197
cited numerous cases of 288
cited numerous cases to 67
cited numerous times as 48
cited numerous times by 67
cited numerous times in 166
cited specific cases of 92
cited violations within the 49
cites examples where the 118
cites numerous cases in 262
cites numerous cases of 294
cites numerous cases to 56
cites specific cases of 42
civic education aimed at 62
civic education based on 130
civic education might be 50
civic education which is 55
civic education within the 59
civic education would be 127
civic identity based on 76
civic reception given by 64
civic reception given in 55
civic reception given to 46
civil aircraft could be 79
civil aircraft shall be 220
civil aircraft which is 65
civil aircraft within the 242
civil aircraft would be 68
civil authority after the 53
civil authority began to 44
civil authority could be 149
civil authority might be 81
civil authority ought to 74
civil authority seems to 45
civil authority shall be 114
civil authority under the 190
civil authority until the 41
civil authority which he 75
civil authority which is 95
civil authority which the 52
civil authority within the 187
civil authority would be 394
civil capacity under the 302
civil capacity within the 47
civil ceremony would be 83
civil citizens kneading up 499
civil conflict known as 121
civil conflict since the 54
civil conflict within the 176
civil contempt order is 57
civil contempt would be 47
civil contract based on 127
civil contract under the 53
civil contract which is 70
civil disorder within the 88
civil disputes where the 71
civil disputes within the 61
civil district court of 60
civil divisions within the 67
civil engineering corps of 45
civil engineering firms in 49
civil engineering point of 107
civil engineering since the 42
civil engineering under the 54
civil engineering until the 41
civil engineering where the 46
civil engineering which is 78
civil engineering works as 188
civil engineering works at 91
civil engineering works in 435
civil engineering works is 159
civil engineering works of 361
civil engineering works on 208
civil engineering works or 70
civil engineering works the 52
civil engineering works to 134
civil engineering would be 60
civil engineers began to 70
civil engineers working in 99
civil engineers working on 50
civil engineers would be 56
civil equality found no 48
civil equality which the 44
civil equality would be 46
civil functions under the 42
civil governor under the 77
civil lawsuits based on 56
civil lawsuits filed by 95
civil lawsuits filed in 91
civil lawsuits under the 41
civil liability based on 297
civil liability could be 94
civil liability might be 49
civil liability shall be 115
civil liability under the 1014
civil liability where the 60
civil liability which he 135
civil liability which is 76
civil liability would be 89
civil marriages under the 46
civil marriages would be 52
civil officers could be 57
civil officers liable to 66
civil officers might be 45
civil officers shall be 1052
civil officers under the 340
civil officers within the 398
civil officers would be 94
civil officials under the 44
civil positions under the 99
civil precepts thereof of 252
civil proceeding shall be 78
civil proceeding under the 86
civil proceeding where the 64
civil proceeding within the 52
civil register shall be 77
civil remedies might be 56
civil remedies under the 172
civil sanctions under the 51
civil sentence which he 49
civil servants about the 317
civil servants above the 115
civil servants acted as 105
civil servants after the 141
civil servants appear to 208
civil servants based in 148
civil servants based on 164
civil servants began to 565
civil servants begin to 55
civil servants belong to 190
civil servants below the 175
civil servants chose to 61
civil servants close to 82
civil servants could be 864
civil servants could do 71
civil servants could no 65
civil servants engage in 85
civil servants engaging in 49
civil servants enjoy the 59
civil servants found it 98
civil servants headed by 205
civil servants holding the 47
civil servants joining the 52
civil servants known as 162
civil servants lived in 207
civil servants loyal to 89
civil servants might be 328
civil servants ought to 177
civil servants running the 85
civil servants seeking to 72
civil servants seems to 77
civil servants serve the 42
civil servants serving in 190
civil servants serving the 74
civil servants shall be 264
civil servants since the 135
civil servants sitting in 204
civil servants still in 62
civil servants tends to 63
civil servants tried to 207
civil servants under the 1484
civil servants until the 85
civil servants which is 131
civil servants which the 42
civil servants while the 92
civil servants willing to 83
civil servants wishing to 79
civil servants within the 1237
civil servants working at 250
civil servants working in 3801
civil servants working on 423
civil servants would be 1807
civil servants would no 41
civil services since the 41
civil services under the 61
civil services would be 55
civil warrants shall be 58
claim asserted under the 301
claim authority based on 142
claim authority under the 63
claim benefits based on 147
claim benefits under the 669
claim coverage under the 145
claim directly under the 58
claim exemption under the 369
claim immunity based on 97
claim immunity under the 440
claim litigating under the 105
claim nobility shall be 59
claim otherwise would be 638
claim properly turns on 42
claim required proof of 103
claim requires proof of 382
claim whatever might be 94
class accounting would be 64
class alliances within the 157
class american woman in 41
class american women as 41
class american women in 388
class american women of 102
class american women to 149
class analysis based on 327
class analysis fails to 43
class analysis which is 119
class analysis within the 69
class analysis would be 117
class barriers could be 124
class barriers within the 151
class barriers would be 51
class bulletin board or 255
class carriages would be 120
class children appear to 228
class children began to 144
class children could be 278
class children engage in 54
class children growing up 139
class children might be 223
class children often do 42
class children under the 126
class children within the 105
class children would be 638
class citizens began to 89
class citizens under the 440
class citizens until the 100
class citizens within the 882
class citizens would be 118
class cleavages within the 295
class commonly known as 294
class concerning which the 47
class concerns about the 238
class conflict based on 321
class conflict began to 101
class conflict could be 555
class conflict might be 151
class conflict model of 162
class conflict seems to 52
class conflict since the 53
class conflict under the 114
class conflict which is 395
class conflict which the 45
class conflict within the 2354
class conflict would be 647
class criminal world of 42
class directly above the 83
class district known as 102
class district where he 116
class district where the 106
class divisions based on 723
class divisions began to 136
class divisions could be 144
class divisions found in 123
class divisions within the 4368
class divisions would be 259
class dynamics within the 145
class educated women of 40
class education could be 51
class education ought to 123
class education which by 202
class elements began to 93
class elements within the 242
class families after the 97
class families appear to 206
class families began to 892
class families could be 184
class families found it 134
class families headed by 136
class families lived in 872
class families lived on 103
class families might be 163
class families moved to 321
class families seeking to 102
class families since the 92
class families tends to 56
class families tried to 51
class families where the 864
class families within the 103
class families would be 432
class followed after the 45
class formation based on 226
class formation within the 491
class formerly known as 62
class fractions within the 137
class hegemony within the 49
class identity based on 132
class identity could be 46
class identity which is 41
class identity within the 64
class included under the 52
class included within the 51
class includes cases in 68
class includes cases of 51
class includes works of 96
class instinct which it 56
class interest above the 40
class interest appear the 64
class interest which is 144
class interest within the 65
class interest would be 128
class interval above the 81
class interval below the 90
class interval could be 42
class interval equal to 46
class interval which is 62
class interval would be 275
class locations within the 130
class military power in 97
class mobility based on 45
class mobility within the 208
class movement after the 203
class movement aimed at 56
class movement based on 174
class movement began in 48
class movement began to 348
class movement could be 134
class movement known as 105
class movement since the 240
class movement under the 274
class movement until the 105
class movement which is 198
class movement within the 232
class movement would be 266
class politics based on 162
class politics within the 193
class positions within the 382
class questions about the 184
class relations appear in 104
class relations based on 462
class relations could be 120
class relations under the 149
class relations which is 41
class relations within it 55
class relations within the 1892
class relations would be 136
class remained loyal to 142
class respecting which we 179
class segments within the 49
class struggle after it 52
class struggle after the 689
class struggle aimed at 252
class struggle based on 583
class struggle began to 304
class struggle comes to 146
class struggle could be 869
class struggle exist in 49
class struggle makes it 115
class struggle might be 103
class struggle needs to 41
class struggle ought to 42
class struggle point of 69
class struggle rises to 90
class struggle seems to 125
class struggle since the 234
class struggle takes on 133
class struggle takes the 215
class struggle tends to 230
class struggle today is 105
class struggle under the 1399
class struggle until the 121
class struggle waged by 1169
class struggle waged in 45
class struggle where the 92
class struggle which he 113
class struggle which in 80
class struggle which is 2053
class struggle which it 47
class struggle which the 531
class struggle which we 57
class struggle while the 83
class struggle within it 144
class struggle within the 5552
class struggle would be 1490
class students began to 103
class students could be 43
class students would be 146
class variations within the 120
cleaning products under the 113
cleaning supplies under the 165
clerk curiously about the 44
click anywhere within it 152
click anywhere within the 3620
cliff directly above the 127
clock suddenly began to 59
cloning strategy based on 94
close affinity which the 58
close american ports to 238
close approach could be 45
close approach shews the 115
close approach shows the 113
close associate since the 55
close attention either to 57
close attention given by 181
close attention given the 42
close attention given to 938
close attention needs to 438
close attention since it 94
close attention since the 68
close attention until the 79
close attention which he 310
close attention which is 138
close attention which it 125
close attention which the 574
close attention while he 48
close attention while the 85
close attention would be 62
close clinical study of 66
close conflict sword in 84
close contacts which the 51
close contacts within the 366
close critical power of 95
close critical readings of 147
close critical study of 279
close cultural links to 55
close economic links to 61
close emotional bonds to 64
close estimate could be 60
close formation under the 93
close interest taken by 95
close interest taken in 53
close intimacy sprang up 631
close intimacy sprung up 50
close intimacy which he 47
close military bases in 83
close mischief naked in 81
close parallel could be 51
close parallel lines in 60
close parallel lines of 65
close parallel might be 104
close parallel would be 60
close personal bonds of 87
close personal links to 106
close personal study of 589
close personal touch of 49
close personal vision of 41
close personal watch on 53
close prisoner since the 44
close prisoner until he 116
close prisoner until the 222
close prisoner within the 130
close quarters after the 125
close quarters could be 76
close quarters engaging the 41
close quarters under the 215
close quarters until the 161
close quarters where the 259
close quarters which the 194
close quarters while the 116
close quarters within the 195
close quarters would be 368
close questioning about the 96
close relations based on 66
close relations could be 57
close relations since the 59
close relations which he 76
close relations which the 161
close relations within the 235
close relations would be 167
close relative could be 63
close relative would be 105
close scrutiny after the 93
close scrutiny given to 96
close scrutiny since the 197
close scrutiny under the 528
close scrutiny which the 58
close scrutiny within the 103
close scrutiny would be 170
close temporal pairing of 42
closing american ports to 256
closing argument about the 44
closing argument would be 44
closing comments about the 108
closing military bases in 57
closing quotation marks at 219
closing quotation marks if 406
closing quotation marks in 71
closing quotation marks or 49
closing sentence seems to 124
clothing industry after the 52
clothing industry began to 95
clothing industry could be 40
clothing industry seems to 65
clothing industry since the 60
clothing industry where the 55
clothing industry would be 94
cloud droplets begin to 42
cloud formation above the 103
cloud observed above the 56
cloud radiative forcing is 115
cloud suddenly appear in 41
cloud suddenly blots the 77
coast advanced roaring to 52
coast suddenly turns to 100
coating materials based on 81
coded messages about the 228
coded messages could be 208
codes embedded within the 58
coils tightening round my 63
coins recently found in 47
colon bacillus tends to 59
colon bacillus which is 47
colon epithelial cells by 54
colon epithelial cells in 211
color additive which is 188
color develops which is 83
color infrared image of 67
color negative films is 44
color patterns found in 187
color pictures could be 120
color sensation seems to 46
color variations found in 122
color variations within the 200
comes alarmingly close to 72
comes anywhere close to 752
comes clambering round to 56
comes curiously close to 104
comes directly above the 85
comes directly after it 47
comes directly after the 958
comes directly below the 77
comes directly under the 1686
comes directly within the 520
comes entirely under the 112
comes entirely within the 173
comes increased power to 40
comes properly under the 489
comes properly within it 59
comes properly within the 566
comes remotely close to 231
comes somewhat after the 45
comes somewhat close to 115
comes somewhat later in 132
comes somewhat nearer the 81
comes somewhat nearer to 134
comes somewhat short of 51
comes squarely within the 415
comes straight after the 66
comes strangely close to 55
comes strictly under the 167
comes strictly within the 324
comes strikingly close to 274
comes therefore under the 55
comes therefore within the 53
comet returned again to 47
cooking utensils could be 121
cooking utensils which the 41
cooking utensils would be 117
corps remained loyal to 50
costs actually borne by 50
costs directly borne by 45
costs formerly borne by 140
costs included within the 51
costs incurred above the 42
costs incurred after the 5196
costs incurred could be 111
costs incurred shall be 186
costs incurred since the 311
costs incurred under the 1530
costs incurred until the 314
costs incurred while the 133
costs incurred within the 946
costs incurred would be 493
costs involved could be 219
costs involved might be 72
costs involved would be 1105
costs normally borne by 86
costs probably would be 274
costs remained about the 56
could actively engage in 298
could actively engage the 40
could actually agree on 128
could actually alter the 98
could actually appear in 56
could actually appear to 73
could actually apply to 108
could actually begin the 65
could actually begin to 371
could actually belong to 98
could actually block the 42
could actually boast of 69
could actually build the 63
could actually carry it 66
could actually carry on 184
could actually carry the 67
could actually catch the 41
could actually cause an 68
could actually cause the 239
could actually change the 483
could actually claim to 100
could actually count on 161
could actually count the 189
could actually create an 56
could actually create the 76
could actually cross the 48
could actually defeat the 91
could actually drive the 69
could actually engage in 156
could actually enjoy it 41
could actually enjoy the 139
could actually enter the 178
could actually exist in 274
could actually focus on 113
could actually force the 62
could actually laugh at 59
could actually lower the 168
could actually occur in 197
could actually point to 163
could actually prove the 47
could actually prove to 134
could actually raise the 133
could actually refer to 155
could actually sense the 157
could actually serve as 711
could actually serve the 78
could actually serve to 271
could actually shape the 52
could actually sleep in 111
could actually smell it 129
could actually smell the 824
could actually solve the 105
could actually speed up 42
could actually spend the 60
could actually stand in 41
could actually stand on 190
could actually stand to 50
could actually stand up 382
could actually start the 52
could actually start to 133
could actually study the 41
could actually taste it 166
could actually taste the 244
could actually touch it 93
could actually touch the 235
could actually trace the 106
could actually visit the 83
could actually watch the 339
could actually weaken the 46
could actually write in 65
could actually write the 89
could allocate funds to 57
could allocate money to 42
could approach close to 302
could approach either the 96
could approach nearer the 67
could approach nearer to 340
could approach under the 69
could arguably apply to 71
could assemble about an 124
could assemble after the 41
could assemble under the 46
could authorize others to 45
could casually refer to 79
could collapse under the 232
could complain about in 40
could complain about it 166
could complain about my 52
could complain about the 1168
could complain which he 43
could complain would be 41
could complete action on 41
could complete within the 49
could conceive trade to 45
could conceive where the 91
could conceive would be 148
could conclude about the 77
could consider changing the 45
could consider joining the 43
could consider setting up 296
could consider would be 106
could continue after the 501
could continue looking at 41
could continue playing the 59
could continue running the 52
could continue talking to 51
could continue under the 354
could continue until it 52
could continue until the 1011
could continue until we 52
could continue while the 99
could continue within the 125
could continue working as 176
could continue working at 179
could continue working in 494
could continue working on 784
could converse about the 81
could converse easily in 103
could convince others of 213
could convince others to 151
could convince people of 146
could convince people to 194
could credibly claim to 323
could decently avoid it 95
could delegate power to 118
could describe either the 64
could directly alter the 92
could directly appeal to 80
could directly apply the 43
could directly apply to 56
could directly cause the 47
could directly change the 40
could directly engage in 52
could directly enter the 92
could directly refer to 41
could directly serve the 42
could disagree about the 273
could disappear again as 189
could disappear beneath the 93
could disappear under the 139
could disappear within the 92
could discover about the 612
could discover anything in 138
could discover anything of 190
could discover anything to 201
could discover either in 47
could discover merit in 64
could discover signs of 124
could discover where he 157
could discover where it 140
could discover where or 46
could discover where the 344
could discover which of 66
could discover within the 61
could discover would be 158
could entirely alter the 43
could entirely avoid the 44
could entirely change the 99
could estimate where the 40
could exercise power by 47
could exercise power in 223
could exercise power of 40
could exercise power to 47
could exercise under the 162
could exercise within the 112
could exercise would be 155
could flourish under the 263
could flourish while the 62
could flourish within the 155
could foretell where the 52
could formerly boast of 150
could formerly preach the 57
could foucault begin to 50
could generate power to 42
could generate sales of 50
could generate would be 94
could hesitate about the 53
could honestly claim to 521
could honestly share my 67
could identify either of 69
could identify either the 40
could identify people by 60
could identify where it 40
could identify where the 97
could identify which of 132
could identify within the 48
could indicate either an 156
could indicate either the 174
could indicate where the 112
could indicate which of 137
could ingeniously cause the 54
could initially count on 45
could initially focus on 66
could instruct others in 50
could interest others in 47
could jealously guard the 103
could lawfully agree to 46
could lawfully carry on 128
could lawfully engage in 466
could lawfully enter the 61
could likewise boast of 65
could likewise serve as 172
could maintain order in 400
could maintain order on 42
could maintain under the 73
could maintain would be 55
could maneuver within the 49
could markedly alter the 162
could markedly change the 120
could mobilize people to 41
could mortally wound the 45
could motivate others to 81
could motivate people to 325
could multiply cases of 42
could mutually agree on 111
could mutually agree to 106
could negotiate about the 44
could negotiate terms of 45
could normally count on 764
could obviously apply to 41
could obviously never be 235
could obviously occur in 46
could obviously serve as 107
could organize under the 56
could otherwise cause the 88
could otherwise doubt it 49
could otherwise easily be 128
could otherwise never be 472
could otherwise occur as 50
could otherwise occur if 64
could otherwise occur in 48
could otherwise prove to 41
could otherwise serve as 158
could otherwise spend on 94
could overcome within me 47
could overtake within the 49
could partially solve the 49
could perceive anything of 83
could perceive signs of 58
could perceive where it 52
could perceive where the 195
could perceive within the 51
could persuade either the 43
could persuade father to 44
could persuade henry to 58
could persuade israel to 97
could persuade japan to 48
could persuade others of 48
could persuade others to 591
could persuade people in 42
could persuade people of 48
could persuade people to 701
could persuade russia to 56
could persuade thomas to 55
could persuade women to 51
could pinpoint where the 55
could possibly admit of 553
could possibly agree on 161
could possibly agree to 305
could possibly allow it 77
could possibly allow the 150
could possibly allow to 59
could possibly allow us 54
could possibly alter the 406
could possibly appeal to 279
could possibly appear as 44
could possibly appear in 266
could possibly appear on 136
could possibly appear to 119
could possibly apply in 67
could possibly apply the 50
could possibly apply to 1123
could possibly arise as 103
could possibly arise at 41
could possibly arise by 175
could possibly arise if 55
could possibly arise in 1481
could possibly arise on 99
could possibly arise to 260
could possibly avert the 67
could possibly avoid it 4700
could possibly avoid so 51
could possibly avoid the 182
could possibly begin to 386
could possibly belong to 1099
could possibly blame me 52
could possibly blame the 45
could possibly block the 52
could possibly build up 60
could possibly carry in 75
could possibly carry it 129
could possibly carry on 586
could possibly carry the 271
could possibly carry us 46
could possibly catch the 123
could possibly catch up 110
could possibly cause an 194
could possibly cause it 65
could possibly cause me 54
could possibly cause the 613
could possibly cause us 40
could possibly change in 66
could possibly change it 82
could possibly change my 70
could possibly change the 644
could possibly check the 55
could possibly claim the 72
