cabs and coaches too 98
call for science and 59
call for service and 544
call for service that 50
call for service was 181
call for service with 57
call for silence and 590
call for silence was 46
call for skilled and 48
call for strikes and 165
call for stronger and 71
call for studies that 202
call for support and 650
call for support for 982
call for support was 220
call for sympathy and 526
call for sympathy for 118
call for sympathy with 46
call for teachers and 262
call for teachers who 141
call for teachers with 51
call for teamwork and 147
call for tenders and 548
call for tenders for 3020
call for tenders has 50
call for tenders was 267
call for trained men 48
call for vengeance and 242
call for vengeance for 72
call for violence and 273
call for whalers and 68
call for workers and 94
call for workers who 47
call had brought him 77
call her because she 503
call her because they 49
call her blessed and 219
call her blessed for 72
call her everything that 89
call her friends and 326
call her husband and 528
call her husband for 95
call her husband with 42
call her parents and 573
call her parents for 73
call her tonight and 237
call her unfeeling long 107
call him because she 73
call him blessed and 55
call him blessed for 91
call him blessed who 128
call him husband and 41
call him remorse for 48
call him selfish and 66
call him tonight and 292
call him traitor and 61
call his brothers and 103
call his friends and 419
call his parents and 559
call his parents for 74
call his servant and 68
call its members out 365
call not happier than 41
call one hundred and 130
call one miserly who 44
call our besetting sin 46
call our brothers and 42
call our friends and 451
call our parents and 275
call our position now 49
call out against them 53
call out answers and 146
call out because she 46
call out greetings and 41
call out lustily and 43
call out lustily for 97
call out numbers and 141
call ten minutes ago 162
call that brought him 110
call that brought them 83
call that renewal being 58
call that summons them 44
call thee blessed are 41
call them because they 470
call them because you 61
call them blessed and 117
call them brothers and 243
call them cowards and 65
call them devoted and 59
call them friends and 93
call them grandma and 49
call them guesses then 99
call them pillars that 44
call them richard and 40
call them shadowy and 79
call them together and 884
call them together for 463
call them together was 59
call them tonight and 44
call this catholic art 63
call this country out 105
call this function and 164
call this function for 128
call this function using 84
call this function with 965
call this process one 141
call this relation and 46
call this routine with 46
call was carried out 89
call was greeted with 163
call was ordered and 46
call was repeated and 167
call was repeated with 45
call was sounded and 144
call was sounded for 203
call was stronger than 43
call you because she 74
call you because they 118
call you because you 245
call you blessed and 82
call you blessed for 96
call you together and 77
call you together for 63
call you together with 84
call you tonight and 366
call you tonight with 77
calm and assured and 41
calm and assured that 81
calm and assured them 51
calm and balance that 40
calm and certain joy 55
calm and certain that 105
calm and clarity that 46
calm and comfort and 47
calm and comfort for 52
calm and comfort her 631
calm and comfort him 329
calm and comfort them 100
calm and console her 221
calm and console him 155
calm and content and 78
calm and content that 88
calm and content with 91
calm and control that 51
calm and covered with 53
calm and dignity and 121
calm and dignity that 273
calm and dreadful eye 65
calm and everything was 52
calm and fearless and 100
calm and focused and 89
calm and gracious and 45
calm and logical and 65
calm and logical way 55
calm and measured and 60
calm and measured way 106
calm and natural way 44
calm and orderly and 90
calm and orderly way 134
calm and patient and 387
calm and patient man 147
calm and patient with 212
calm and peaceful air 69
calm and peaceful all 86
calm and peaceful and 1053
calm and peaceful but 121
calm and peaceful day 134
calm and peaceful death 237
calm and peaceful for 106
calm and peaceful man 57
calm and peaceful now 138
calm and peaceful one 248
calm and peaceful she 47
calm and peaceful than 63
calm and peaceful that 527
calm and peaceful was 107
calm and peaceful way 115
calm and peaceful with 126
calm and perfect for 58
calm and pleasant and 132
calm and pleasant day 46
calm and pleasant for 41
calm and proceed with 61
calm and rational and 230
calm and rational for 47
calm and rational one 52
calm and rational way 251
calm and rational with 46
calm and reasoned way 43
calm and reassure her 643
calm and reassure him 564
calm and reassure his 105
calm and reassure them 237
calm and reassuring and 99
calm and reassuring way 58
calm and relaxed and 819
calm and relaxed but 69
calm and relaxed for 77
calm and relaxed now 55
calm and relaxed than 80
calm and relaxed that 42
calm and relaxed way 88
calm and relaxed with 107
calm and relaxed you 79
calm and respect for 70
calm and restful and 70
calm and settled and 43
calm and silence and 69
calm and silence are 72
calm and silence that 69
calm and spangled sky 111
calm and stately and 62
calm her anxiety and 67
calm her sorrows and 263
calm her stomach and 42
calm her thoughts and 69
calm his anxiety and 111
calm his stomach and 47
calm his thoughts and 85
calm our tumults can 46
calm that enabled her 54
came all persons who 54
came all together and 81
came and accused him 78
came and advised him 90
came and applied for 69
came and arranged for 43
came and arranged them 113
came and assured her 43
came and assured him 155
came and baffled his 130
came and blessed him 56
came and blotted out 86
came and bothered him 67
came and brought all 122
came and brought her 523
came and brought him 1077
came and brought his 512
came and brought its 55
came and brought our 58
came and brought them 494
came and brought two 134
came and brought with 1111
came and brought you 72
came and bullied them 222
came and carried all 58
came and carried her 857
came and carried him 1180
came and carried his 57
came and carried off 1297
came and carried out 117
came and carried them 498
came and carried you 50
came and chatted with 370
came and checked her 44
came and checked him 41
came and cheered him 48
came and claimed her 210
came and claimed him 67
came and claimed his 102
came and claimed that 73
came and claimed them 52
came and clapped him 42
came and clasped her 116
came and covered all 76
came and covered her 77
came and covered him 99
came and covered his 45
came and covered them 225
came and decided that 131
came and defeated them 75
came and desired him 89
came and divided with 73
came and dragged her 286
came and dragged him 542
came and dragged them 171
came and dressed her 85
came and dressed his 118
came and dropped her 47
came and dropped off 46
came and drowned all 56
came and drowned them 42
came and emptied her 44
came and entered his 67
came and entered one 62
came and everything was 330
came and fetched her 366
came and fetched him 294
came and fetched them 150
came and fetched you 64
came and gathered them 121
came and gobbled him 48
came and grabbed her 108
came and grabbed him 139
came and greeted her 79
came and greeted him 214
came and greeted his 49
came and greeted them 110
came and hurried him 56
came and invaded them 251
came and invited her 131
came and invited him 249
came and invited them 170
came and knocked and 50
came and knocked her 56
came and knocked him 147
came and knocked them 43
came and laughed and 52
came and lunched with 207
came and married her 130
came and married them 44
came and measured him 69
came and offered her 329
came and offered him 691
came and offered his 724
came and offered them 203
came and offered you 61
came and ordered all 77
came and ordered her 84
came and ordered him 426
came and ordered that 64
came and ordered them 229
came and perched near 158
came and pitched his 137
came and plucked his 44
came and plucked out 51
came and pointed out 190
came and praised him 60
came and preached and 49
came and preached for 109
came and preached his 45
came and pressed her 71
came and pressed him 62
came and pressed his 79
came and pressed them 331
came and reasoned with 119
came and reduced them 774
came and released her 68
came and released him 189
came and released them 97
came and removed all 90
came and removed her 59
came and removed him 100
came and removed his 156
came and removed them 148
came and renewed his 66
came and repeated his 51
came and rescued her 281
came and rescued him 384
came and rescued them 175
came and resided with 73
came and resumed his 60
came and revealed his 55
came and saluted her 107
came and saluted him 183
came and saluted his 185
came and scolded her 55
came and scolded him 51
came and searched for 191
came and searched her 58
came and searched his 42
came and searched our 75
came and secured him 174
came and settled and 112
came and settled for 99
came and settled near 643
came and settled with 179
came and slapped him 135
came and slipped her 68
came and sniffed and 75
came and stabbed him 71
came and started eating 48
came and stifled her 63
came and stooped and 70
came and stopped all 41
came and stopped and 75
came and stopped for 56
came and stopped him 87
came and stopped near 49
came and stopped them 113
came and stopped with 82
came and stroked her 45
came and stroked his 41
came and tempted him 215
came and together they 69
came and touched her 334
came and touched him 356
came and touched his 371
came and touched them 1304
came and visited and 60
came and visited her 147
came and visited him 323
came and visited our 109
came and visited them 87
came and visited with 115
came and visited you 57
came and watched and 90
came and watched her 112
came and watched him 184
came and watched them 154
came and watched this 105
came and watched with 44
came and whisked her 56
came and whisked him 44
came and whisked his 53
came and wrapped her 77
came and wrapped his 57
came both together this 46
came far quicker than 41
came for comfort and 70
came for counsel and 107
came for liberty and 58
came for luncheon and 45
came for pleasure and 66
came for plunder and 55
came for preparing for 55
came for shelter and 64
came for sympathy and 70
came had written his 105
came her husband and 50
came her husband out 60
came his marriage with 42
came near betraying them 90
came near finishing that 58
came near following him 44
came near perishing with 108
came near splitting both 55
came near together and 100
came near upsetting all 57
came new demands for 54
came not because she 63
came not because they 215
came off because they 53
came off quickly and 49
came off smoothly and 40
came off together that 43
came one hundred and 402
came out against all 275
came out against any 403
came out against both 88
came out against her 113
came out against him 1948
came out against his 208
came out against its 55
came out against our 91
came out against that 117
came out against them 1831
came out against this 478
came out against war 52
came out against you 252
came out because she 123
came out because they 252
came out because you 55
came out believing that 99
came out between her 147
came out between his 479
came out between them 139
came out between two 235
came out bluntly and 61
came out bluntly for 42
came out bluntly with 106
came out briefly and 83
came out bruised and 58
came out buttoning his 51
came out cheered and 67
came out clipped and 165
came out clutching his 52
came out covered with 529
came out cracked and 95
came out crooked and 40
came out crowned with 46
came out dressed and 42
came out dressed for 210
came out everything was 41
came out finally and 64
came out finally with 82
came out flushed and 63
came out frankly and 132
came out frankly for 78
came out frankly with 70
came out garbled and 77
came out harsher than 433
came out hastily and 41
came out herself and 100
came out himself and 133
came out himself with 66
came out jumbled and 43
came out muffled and 97
came out onstage and 153
came out onstage with 52
came out overhead and 83
came out overhead one 41
came out peaceably and 44
came out perfect and 42
came out quicker than 60
came out quickly and 468
came out quickly with 62
came out quietly and 159
came out rougher than 53
came out sharper than 420
came out sharply and 43
came out shivering and 49
came out shorter than 42
came out shortly and 79
came out shortly with 78
came out slurred and 119
came out smaller than 50
came out smoothly and 80
came out solidly for 131
came out stilted and 83
came out stronger and 160
came out stronger for 45
came out stronger than 349
came out strongly and 285
came out strongly for 7581
came out strongly with 94
came out swiftly and 43
came out together and 558
came out together with 230
came out towards her 43
came out towards him 119
came out towards them 73
came out trembling and 50
came out wounded and 113
came she brought with 46
came she saluted him 40
came sin revived and 99
came ten minutes ago 121
came that britain had 42
came that charles had 71
came that charles was 45
came that congress had 97
came that dreadful day 49
came that everything was 60
came that fateful day 401
came that forrest was 74
came that general lee 46
came that germany had 170
came that germany was 48
came that jackson was 75
came that lincoln had 209
came that lincoln was 88
came that napoleon had 241
came that napoleon was 89
came that richard was 40
came that sherman had 49
came that virginia had 50
came they brought with 175
came they started off 115
came too quickly and 333
came too quickly for 540
came too rapidly for 93
came too swiftly for 78
came two hundred and 157
came two savages that 41
came was covered with 51
came was drained with 77
came with banners and 47
came with baskets and 77
came with buckets and 42
came with candles and 60
came with capital and 78
came with demands for 45
came with flowers and 236
came with flowers for 50
came with friends and 58
came with letters and 70
came with letters for 82
came with marriage and 61
came with needles and 41
came with niggers and 236
came with peacocks and 61
came with pleasure and 65
came with reports that 42
came with secrets and 63
came with several men 51
came with shovels and 61
came with torches and 96
camp and arranged for 43
camp and arranged with 40
camp and baggage and 114
camp and beginning his 45
camp and brought him 195
camp and brought his 45
camp and brought out 59
camp and brought them 67
camp and carried off 286
camp and carried out 61
camp and consult with 57
camp and decided that 126
camp and everything that 150
camp and invited him 47
camp and invited them 41
camp and marched all 49
camp and marched for 277
camp and marched his 84
camp and marched off 329
camp and marched out 161
camp and marched with 69
camp and offered him 72
camp and offered his 85
camp and ordered all 40
camp and ordered him 41
camp and ordered his 97
camp and ordered that 42
camp and ordered them 184
camp and orderly men 137
camp and pitched his 47
camp and pointed out 93
camp and prepare for 362
camp and preparing for 85
camp and pursued them 41
camp and realized that 118
camp and resumed his 57
camp and resumed our 42
camp and secured them 119
camp and started for 1307
camp and started off 149
camp and started out 395
camp and started with 49
camp and stopped for 90
camp are frantic mad 55
camp bed covered with 87
camp for british and 45
camp for germans and 40
camp for himself and 137
camp had marched six 84
camp has existed but 51
camp near bayonne and 59
camp one hundred and 102
camp ran crimson with 44
camp two hundred and 69
camp two summers ago 40
camp was alarmed and 40
camp was aroused and 106
camp was arranged for 93
camp was blessed with 82
camp was carried out 146
camp was charged with 51
camp was cheered with 55
camp was covered with 436
camp was crowded and 48
camp was crowded with 606
camp was flooded with 78
camp was greeted with 106
camp was located and 126
camp was located near 520
camp was located was 110
camp was menaced with 78
camp was overrun and 83
camp was overrun with 99
camp was pitched and 580
camp was pitched for 347
camp was pitched near 466
camp was pitched not 43
camp was pitched one 49
camp was pitched that 131
camp was pitched was 111
camp was planned for 63
camp was preparing and 68
camp was preparing for 57
camp was quickly and 77
camp was riddled with 56
camp was smaller than 51
camp was stormed and 98
camp was strewed with 43
camp with ditches and 53
camp with letters for 49
cane and bananas and 51
cane and bananas are 174
cane and covered with 101
cane and started for 52
cane and thatched with 139
cane and tobacco are 213
cane for support and 75
cane was crushed and 69
cane was planted and 57
caning them lustily too 49
canoe and brought him 59
canoe and brought his 85
canoe and carried him 70
canoe and fetched them 53
canoe and paddled for 88
canoe and paddled him 42
canoe and paddled off 506
canoe and paddled out 786
canoe and paddled with 40
canoe and started for 118
canoe and started off 75
canoe and started out 103
canoe had drifted too 55
canoe one hundred and 103
canoe that carried any 45
canoe was brought out 123
canoe was covered with 162
canoe was smashed and 45
canoe was swamped and 96
canoe was wrecked and 41
canoe with flowers and 57
cans and bottles all 49
cans and bottles and 1227
cans and bottles are 307
cans and bottles can 41
cans and bottles for 318
cans and bottles off 41
cans and bottles out 109
cans and bottles than 46
cans and bottles that 578
cans and bottles they 45
cans and bottles was 49
cans and bottles with 72
cans and brought them 41
cans and brushes and 46
cans and carried them 68
cans and cartons and 48
cans and covered with 158
cans and garbage are 73
cans are covered with 65
cans are emptied and 41
cans are removed and 57
cans for recycling and 47
cant and obloquy that 63
cant and twaddle that 155
cape that covered her 106
cape was covered with 74
caps and bonnets and 120
caps and bonnets for 49
caps and collars and 53
caps and covered with 48
caps and dresses and 51
caps and dresses for 59
caps and jackets and 243
caps and jackets for 123
caps and mittens and 176
caps and mittens for 45
caps and ribbons and 50
caps and saluted him 64
caps and scarves and 118
caps and shouted for 124
caps and shouted with 58
caps and sweaters and 73
caps are adorned with 53
caps are covered with 79
caps are removed and 158
card and adjusting her 43
card and covered with 59
card and explain that 102
card and invited her 45
card and invited him 114
card and monitor are 138
card and monitor can 71
card and monitor for 70
card and monitor that 125
card and monitor with 65
card and monitor you 52
card and speakers are 69
card and watched him 53
card for captain and 59
card for colonel and 54
card for himself and 81
card that allowed him 64
card that allowed them 52
card that enables you 99
card that history has 46
card that matches one 82
card that players can 47
card was brought him 52
card was covered with 84
card was exposed for 102
card was printed and 46
card was printed with 66
card was punched for 136
card was punched with 73
card was removed and 125
card was stamped with 59
care all persons and 168
care and ability that 134
care and ability with 266
care and account for 121
care and adoption and 127
care and adoption are 62
care and adoption for 43
care and anxiety and 929
care and anxiety are 420
care and anxiety but 48
care and anxiety for 2384
care and anxiety had 487
care and anxiety has 47
care and anxiety may 50
care and anxiety she 56
care and anxiety than 188
care and anxiety that 672
care and anxiety they 46
care and anxiety was 134
care and anxiety with 321
care and anxiety you 44
care and applied with 44
care and arranged for 59
care and because they 261
care and believe that 128
care and brought him 115
care and brought them 107
care and carried out 149
care and clarity with 42
care and comfort and 711
care and comfort are 215
care and comfort for 995
care and comfort she 59
care and comfort than 81
care and comfort that 403
care and comfort they 110
care and comfort was 177
care and comfort you 90
care and concern and 1576
care and concern are 918
care and concern but 115
care and concern can 261
care and concern for 28438
care and concern had 63
care and concern has 63
care and concern may 52
care and concern not 40
care and concern she 117
care and concern than 325
care and concern that 2515
care and concern they 195
care and concern was 149
care and concern with 607
care and concern you 125
care and conduct than 53
care and conduct you 49
care and contact with 153
care and control and 969
care and control are 611
care and control can 44
care and control for 503
care and control has 54
care and control may 116
care and control that 200
care and control was 248
care and control with 156
care and covered with 54
care and criteria for 47
care and culture are 76
care and custody and 1702
care and custody are 82
care and custody for 451
care and decided that 114
care and devotion and 156
care and devotion for 133
care and devotion she 59
care and devotion than 83
care and devotion that 508
care and devotion they 84
care and devotion with 216
care and devotion you 52
care and economy and 69
care and economy are 57
care and economy had 54
care and economy that 161
care and economy with 91
care and ensures that 159
care and expending all 44
care and expense and 72
care and expense are 144
care and expense for 88
care and expense had 83
care and expense has 40
care and expense than 99
care and expense that 426
care and expense they 55
care and expense was 113
care and expense with 43
care and handled with 40
care and honesty with 99
care and hospice are 87
care and hygiene and 108
care and hygiene are 97
care and hygiene for 64
care and improve its 137
care and ingenuity and 45
care and ingenuity are 163
care and ingenuity can 41
care and ingenuity has 56
care and ingenuity that 245
care and ingenuity with 97
care and insight and 56
care and insight that 54
care and insight with 79
care and jealousy with 51
care and justice and 58
care and justice are 552
care and justice can 64
care and justice for 97
care and justice that 40
care and loyalty and 98
care and loyalty are 65
care and loyalty that 130
care and medical aid 312
care and medical and 300
care and neatness and 61
care and neatness are 47
care and neatness that 53
care and neatness with 155
care and nurture and 289
care and nurture are 153
care and nurture for 293
care and nurture that 232
care and nurture they 49
care and nurturing and 154
care and nurturing are 45
care and nurturing for 102
care and nurturing that 220
care and nurturing they 46
care and patient and 124
care and payment for 212
care and pensions and 47
care and pensions are 80
care and pensions for 225
care and pleasure this 66
care and pointed out 63
care and primary and 87
care and protect them 153
care and provide for 3939
care and provide that 229
care and provide them 98
care and providing for 162
care and quality that 136
care and research and 124
care and research are 117
care and research for 83
care and research than 41
care and research that 197
care and respect and 590
care and respect are 177
care and respect due 96
care and respect for 5226
care and respect than 114
care and respect that 772
care and respect they 155
care and respect with 291
care and respect you 155
care and schooling are 53
care and schooling for 254
care and schools and 43
care and schools are 46
care and schools for 43
care and screening for 123
care and secrecy with 84
care and service and 252
care and service are 250
care and service can 87
care and service for 469
care and service that 370
care and service they 92
care and shelter and 98
care and shelter for 532
care and success than 53
care and success that 123
care and success with 101
care and suffering had 53
care and suggest that 93
care and support and 1190
care and support are 846
care and support but 119
care and support can 167
care and support for 8898
care and support has 84
care and support may 177
care and support she 68
care and support than 98
care and support that 1538
care and support they 894
care and support was 139
care and support with 194
care and support you 131
care and sympathy and 161
care and sympathy are 63
care and sympathy for 242
care and sympathy that 213
care and sympathy with 58
care and trouble and 477
care and trouble are 299
care and trouble for 220
care and trouble had 96
care and trouble set 126
care and trouble she 174
care and trouble than 110
care and trouble that 780
care and trouble they 212
care and trouble was 113
care and trouble with 160
care and trouble you 202
care and welfare and 154
care and welfare are 112
care and welfare for 153
care are carried out 400
care are complex and 257
care are factors that 115
care are familiar with 115
care are limited and 97
care are similar for 68
care are usually not 178
care being carried out 104
care but because they 214
care can prevent this 137
care for acutely ill 690
care for alcohol and 55
care for animals and 1318
care for animals that 204
care for anybody and 86
care for anybody but 961
care for anybody that 180
care for anybody who 148
care for because she 46
care for because they 172
care for brothers and 163
care for buildings and 55
care for certain low 91
care for certain things 168
care for chronic and 196
care for clients and 672
care for clients who 1042
care for clients with 2808
care for comfort and 190
care for congress and 133
care for culture and 42
care for details and 248
care for details that 43
care for diabetes and 105
care for elderly and 1056
care for everything and 94
care for everything that 336
care for flowers and 332
care for following him 47
care for freedom and 250
care for friends and 310
care for hazarding both 99
care for heavenly things 49
care for herself and 6348
care for herself any 85
care for herself but 124
care for herself for 100
care for herself she 101
care for herself that 53
care for herself was 138
care for herself with 155
care for himself and 6454
care for himself any 120
care for himself being 40
care for himself but 269
care for himself for 158
care for himself may 81
care for himself now 125
care for himself than 88
care for himself that 252
care for himself was 162
care for himself with 208
care for husband and 492
care for hygiene and 140
care for illness and 303
care for improving his 60
care for infants and 7346
care for infants are 48
care for infants has 116
care for infants may 99
care for infants than 43
care for infants that 42
care for infants was 110
care for infants who 284
care for infants with 734
care for injured and 222
care for inmates with 126
care for justice and 732
care for language and 159
care for lesbians and 199
care for liberty and 406
care for mankind and 47
care for material things 470
care for medical and 195
care for members and 163
care for members who 182
care for members with 48
care for neatness and 62
care for neonates and 50
care for neonates with 45
care for newborn and 57
care for offspring and 132
care for oneself and 1394
care for oneself are 113
care for oneself can 92
care for orphans and 2348
care for parents and 906
care for parents who 674
care for parents with 144
care for patient and 206
care for patient who 58
care for patient with 342
care for persons age 43
care for persons and 127
care for persons who 2316
care for persons with 9372
care for poultry and 48
care for present and 49
care for priests and 44
care for quality and 55
care for raiment and 59
care for religion and 374
care for science and 92
care for service and 46
care for society and 219
care for spirits and 127
care for spouses and 63
care for victims and 181
care for workers and 738
care for workers who 254
care for workers with 100
care for worldly things 258
care for wounded and 430
care for wounded men 157
care had brought her 65
care had herself and 46
care has brought with 151
care has evolved and 41
care has existed for 56
care her husband had 40
care may account for 211
care may qualify for 43
care may require that 173
care nor expense has 109
care not because they 55
care one hundred and 91
care per patient day 404
care per patient per 480
care she avoided that 93
care she flitted with 143
care tax credits and 139
care tax credits for 135
care team members and 614
care team members are 360
care team members can 254
care team members for 98
care team members may 238
care team members that 42
care team members who 270
care team members with 42
care that enables them 60
care that everything that 55
care that everything was 256
care that freedom and 92
care that history does 108
care that justice was 170
care that neatness and 46
care that parents are 83
care that parents can 47
care that prayers and 112
care that silence did 45
care that spurred him 90
care they believe they 109
care they deliver and 49
care they deserve and 143
care they provide and 504
care they provide are 89
care they provide for 566
care they receive and 937
care they receive are 142
care they receive for 46
care they receive may 69
care they receive than 55
care they require and 114
care two buttons for 44
care two coppers who 120
care was arranged for 90
care was carried out 366
care was limited and 42
care was minimal and 40
care who attacks them 81
care who marries him 54
care with patient and 177
care with respect for 106
care you outgrew them 48
care you provide and 144
care you provide for 163
care you receive and 101
care you stumble not 107
caring and concern and 340
caring and concern are 208
caring and concern for 4029
caring and concern that 349
caring and helpful and 40
caring and helpful way 40
caring and nurturing and 365
caring and nurturing are 181
caring and nurturing for 93
caring and nurturing that 92
caring and providing for 1368
caring and respect and 129
caring and respect are 121
caring and respect for 1667
caring and respect that 62
caring and support and 116
caring and support are 97
caring and support for 670
caring and support that 164
caring for acutely ill 230
caring for animals and 560
caring for animals that 120
caring for anybody but 75
caring for brothers and 59
caring for clients and 148
caring for clients who 409
caring for clients with 1155
caring for elderly and 262
caring for flowers and 74
caring for friends and 330
caring for gardens and 57
caring for herself and 731
caring for himself and 696
caring for husband and 659
caring for illness and 79
caring for infants and 1161
caring for infants are 42
caring for infants who 61
caring for infants with 207
caring for injured and 48
caring for justice and 47
caring for markers and 91
caring for members with 61
caring for offspring and 64
caring for oneself and 441
caring for orphans and 1299
caring for parents and 623
caring for parents than 46
caring for parents who 88
caring for parents with 255
caring for patient with 126
caring for persons and 80
caring for persons who 301
caring for persons with 4403
caring for poultry and 44
caring for spouses with 82
caring for victims and 51
caring for wounded and 213
caring for wounded men 109
cars and brought them 46
cars and buildings and 262
cars and buildings are 62
cars and cameras and 43
cars and campers and 61
cars and coaches and 77
cars and coaches are 73
cars and coaches for 73
cars and coaches that 109
cars and deliver them 46
cars and drivers and 173
cars and drivers are 115
cars and drivers for 191
cars and drivers that 119
cars and drivers who 63
cars and jewelry and 57
cars and lorries and 581
cars and lorries are 230
cars and lorries can 56
cars and lorries for 72
cars and lorries had 103
cars and lorries that 250
cars and lorries was 48
cars and lorries with 63
cars and natural gas 43
cars and offices and 41
cars and pickups and 211
cars and pickups that 135
cars and pickups with 69
cars and prevent them 52
cars and private car 104
cars and replace them 46
cars and shipped east 48
cars and shipped off 74
cars and shipped out 125
cars and shipped them 168
cars and started for 272
cars and started off 210
cars and started out 43
cars and stations and 65
cars and streets and 73
cars and subways and 70
cars and traffic and 56
cars are arranged with 42
cars are covered with 204
cars are crowded with 85
cars are offered for 79
cars are painted with 54
cars are quieter than 41
cars are smaller and 81
cars are smaller than 115
cars are stopped and 71
cars are stopped for 51
cars for civilian use 130
cars for drivers with 50
cars for freight and 78
cars for himself and 90
cars for official use 61
cars for pleasure and 54
cars for private use 283
cars get between them 47
cars had arrived and 137
cars had stopped and 159
cars had stopped for 53
cars now account for 76
cars that awaited them 46
cars that brought them 82
cars that carried them 87
cars that stopped and 40
cars was carried out 77
cars with drivers and 52
cars with drivers are 48
cars with drivers who 48
cart and brought him 69
cart and brought out 40
cart and carried him 78
cart and carried off 53
cart and carried them 75
cart and covered them 46
cart and covered with 225
cart and dragged him 57
cart and started for 94
cart and started off 117
cart and started out 41
cart and trumpet for 121
cart and wheeled him 44
cart and wheeled them 70
cart had stopped and 43
cart run against him 43
cart ten minutes ago 45
cart was brought out 96
cart was covered with 130
cart was stopped and 84
case all factors are 43
case and advised him 53
case and allowed him 61
case and although she 50
case and appealed for 40
case and arranged for 92
case and arranged them 41
case and asserts that 111
case and assumes that 119
case and because they 97
case and believe that 166
case and briefly its 44
case and brought out 1079
case and carried them 74
case and claimed that 278
case and compare them 73
case and compare with 119
case and comparing them 46
case and consult with 46
case and control are 80
case and covered with 147
case and decided not 44
case and decided that 1619
case and decides that 69
case and declare that 49
case and declaring that 107
case and decreed that 42
case and discuss how 48
case and examine its 46
case and explain how 129
case and explain why 122
case and explore all 59
case and fumbled for 46
case and fumbled with 57
case and hurried out 56
case and imagine that 93
case and implied that 91
case and justify his 47
case and lighter and 119
case and offered her 316
case and offered him 218
case and offered his 211
case and offered its 88
case and offered one 195
case and ordered him 178
case and ordered his 60
case and ordered that 369
case and ordered them 40
case and pointed out 792
case and prepare for 327
case and preparing for 69
case and present his 83
case and present them 73
case and proceed with 120
case and produce his 123
case and provide for 54
case and realized that 133
case and removed his 43
case and removed two 53
case and request that 122
case and secured his 41
case and slipped out 51
case and started for 221
case and started off 110
case and started out 155
case and statute law 1246
case and suggest that 314
case and suppose that 490
case any attempt was 105
case any officer who 108
case any payment has 123
case any violence was 76
case are brought out 93
case are carried out 96
case are charged with 111
case are complex and 121
case are covered with 64
case are peculiar and 44
case are pointed out 89
case are present and 63
case are smaller than 159
case are stronger than 49
case are usually far 51
