calculation involves two steps 55
corporation acquired for stock 40
corporation acquires and holds 42
corporation acquires its stock 207
corporation exchanges its stock 85
corporation purchasing its stock 56
corporation separate and apart 53
corporation utilized this option 42
corrective feedback was given 77
corrective strategy for social 169
correlation analysis are given 110
correlation analysis are shown 146
correlation analysis has shown 99
correlation functions and cross 69
correlation functions and power 424
correlation functions are found 107
correlation functions are given 445
correlation functions are known 154
correlation functions are shown 412
correlation matrices are given 173
correlation matrices are shown 101
countrymen franklin and count 43
countrymen increases with every 53
countrymen scourged with median 79
countrymen whatever they might 82
courteously received and given 102
courteously received and shown 62
critically examined and found 156
cultivation accounts for about 102
culturally specific and often 40
cumulative economic and social 86
cumulative marginal tax rates 87
curricular materials and teaching 122
curricular materials for teaching 41
curricular sequence for teaching 43
curriculum decisions are based 100
curriculum materials and learning 173
curriculum materials and teaching 804
curriculum materials for teaching 294
curriculum materials that could 91
curriculum materials that would 175
