canal connecting lake champlain 54
could exercise their influence 286
could exercise their political 174
could exercise their privilege 42
could exercise their sovereign 48
could identify their interests 47
could indicate their willingness 45
could maintain some semblance 142
could maintain their arguments 142
could maintain their existence 116
could maintain their influence 111
could maintain their integrity 88
could maintain their political 101
could maintain their supremacy 53
could meditate such apostolic 43
could mobilize their resources 51
could multiply other instances 103
could multiply such instances 232
could multiply such quotations 55
could multiply these instances 237
could multiply these quotations 42
could otherwise have commanded 104
could otherwise have conceived 61
could otherwise have developed 48
could otherwise have performed 230
could otherwise have prevented 44
could overcome such obstacles 65
could overcome these handicaps 45
could overcome these objections 44
could overcome these obstacles 281
could perceive there certainly 43
could persuade some gentlemen 72
could persuade such ignorance 72
could persuade their colleagues 40
could persuade their followers 40
could possibly find themselves 65
could possibly have accounted 126
could possibly have assembled 49
could possibly have attracted 116
could possibly have bargained 41
could possibly have benefited 115
could possibly have collected 49
could possibly have commanded 55
could possibly have committed 549
could possibly have completed 42
could possibly have conceived 598
could possibly have conducted 53
could possibly have conquered 85
could possibly have consented 46
could possibly have contained 195
could possibly have continued 121
could possibly have contrived 140
could possibly have convinced 111
could possibly have delivered 68
could possibly have descended 103
could possibly have described 86
could possibly have destroyed 63
could possibly have developed 378
could possibly have different 43
could possibly have displayed 42
could possibly have displeased 57
could possibly have disturbed 46
could possibly have endangered 48
could possibly have envisaged 184
could possibly have envisioned 132
could possibly have exercised 59
could possibly have explained 51
could possibly have expressed 126
could possibly have forgotten 242
could possibly have fulfilled 78
could possibly have functioned 119
could possibly have furnished 225
could possibly have generated 66
could possibly have indicated 64
could possibly have inflicted 70
could possibly have justified 392
could possibly have motivated 179
could possibly have occasioned 124
could possibly have overtaken 64
could possibly have performed 125
could possibly have permitted 83
could possibly have persuaded 122
could possibly have possessed 320
could possibly have predicted 626
could possibly have presented 55
could possibly have preserved 97
could possibly have prevailed 142
could possibly have prevented 461
could possibly have proceeded 75
could possibly have protected 48
could possibly have qualified 45
could possibly have recovered 59
could possibly have repudiated 125
could possibly have satisfied 226
could possibly have separated 40
could possibly have subsisted 66
could possibly have succeeded 649
could possibly have suggested 290
could possibly have supported 165
could possibly have surpassed 51
could possibly have suspected 375
could possibly have sustained 236
could possibly have tolerated 84
could possibly have triggered 63
could possibly have undergone 96
could possibly have warranted 69
could possibly have witnessed 70
could possibly make effectual 48
could possibly take advantage 231
could practice their profession 86
could preserve such countries 143
could preserve their integrity 60
could preserve their liberties 57
could preserve their posterity 111
could probably have benefited 49
could probably have completed 41
could probably have continued 176
could probably have convinced 43
could probably have destroyed 157
could probably have developed 55
could probably have dispensed 42
could probably have explained 105
could probably have furnished 65
could probably have performed 66
could probably have persuaded 105
could probably have predicted 94
could probably have prevented 414
could probably have recovered 53
could probably have succeeded 125
could probably have supported 81
could properly have concluded 192
could purchase life insurance 58
could recharge their batteries 65
could register their opposition 43
could regulate gene expression 45
could remember from childhood 103
could remember only fragments 46
could renounce their allegiance 56
could scarcely drag themselves 512
could scarcely ever distinguish 68
could scarcely feel surprised 51
could scarcely find expression 41
could scarcely find substance 67
could scarcely find utterance 92
could scarcely free themselves 55
could scarcely give utterance 142
could scarcely have accounted 81
could scarcely have attempted 71
could scarcely have attracted 116
could scarcely have collected 53
could scarcely have commanded 85
could scarcely have commenced 58
could scarcely have commended 60
could scarcely have committed 66
could scarcely have completed 74
could scarcely have conceived 832
could scarcely have conducted 64
could scarcely have conferred 82
could scarcely have contained 192
could scarcely have continued 255
could scarcely have contrived 107
could scarcely have convinced 84
could scarcely have descended 55
could scarcely have described 167
could scarcely have developed 316
could scarcely have displayed 66
could scarcely have disturbed 71
could scarcely have envisaged 170
could scarcely have envisioned 104
could scarcely have exercised 81
could scarcely have exhibited 95
could scarcely have explained 290
could scarcely have expressed 331
could scarcely have flattered 183
could scarcely have forgotten 349
could scarcely have functioned 71
could scarcely have furnished 153
could scarcely have impressed 53
could scarcely have inflicted 81
could scarcely have justified 105
could scarcely have occasioned 63
could scarcely have perceived 47
could scarcely have performed 193
could scarcely have permitted 130
could scarcely have persisted 44
could scarcely have possessed 118
could scarcely have predicted 196
could scarcely have presented 310
could scarcely have preserved 117
could scarcely have prevailed 102
could scarcely have prevented 144
could scarcely have proceeded 343
could scarcely have recovered 86
could scarcely have refrained 182
could scarcely have regretted 52
could scarcely have retrieved 101
could scarcely have satisfied 418
could scarcely have subsisted 47
could scarcely have succeeded 765
could scarcely have suggested 322
could scarcely have supported 160
could scarcely have surpassed 380
could scarcely have surprised 160
could scarcely have suspected 185
could scarcely have sustained 270
could scarcely have witnessed 40
could scarcely hope altogether 46
could scarcely keep ourselves 65
could scarcely keep themselves 122
could scarcely make themselves 211
could scarcely pass unnoticed 89
could scarcely show themselves 60
could strengthen their interests 72
could suddenly find themselves 229
could surmount such atavistic 58
could surmount these obstacles 55
could therefore feel confident 54
could therefore have developed 44
could therefore take advantage 126
could tolerate such conditions 52
could transfer their allegiance 148
could transfer their knowledge 47
could withstand high pressures 46
could withstand their onslaught 105
count yourself very fortunate 40
court approves such agreement 136
court decisions have addressed 437
court decisions have attempted 206
court decisions have broadened 117
court decisions have clarified 80
court decisions have concluded 65
court decisions have confirmed 62
court decisions have construed 44
court decisions have generally 341
court decisions have increasingly 64
court decisions have indicated 165
court decisions have permitted 75
court decisions have reaffirmed 45
court decisions have suggested 157
court decisions have supported 283
court decisions will determine 52
court diffused their delegated 275
court rejected their arguments 43
court rejected these arguments 654
court rejected those arguments 70
crazy devotees flung themselves 78
create confusion among consumers 64
crown glitters like burnished 102
crown officers were impatient 45
crown somewhat more dependent 58
cruel tortures were inflicted 91
curse descends from generation 40
curve prepared from standards 45
cutting pictures from magazines 274
cycle produces three molecules 44
