cared little what principles 51
could hinder from overspreading 54
could impose such restraints 44
could impose such restriction 389
could neither find employment 50
could neither have originated 57
could neither have understood 146
could obtain from individual 51
could obtain full information 52
could obtain more information 325
could obtain much information 52
could obtain other employment 70
could obtain some employment 46
could obtain some information 353
could obtain such information 208
could obtain such quantities 46
could obtain their objectives 41
could pretty well understand 41
could profit from instruction 93
could pursue their activities 76
could pursue their individual 167
could pursue their objectives 48
could pursue their occupations 73
could pursue their respective 45
could pursue their traditional 69
could rarely find employment 50
could rarely gain admittance 45
could readily find employment 140
could readily have discovered 44
could readily have identified 41
could readily have understood 43
could realize their aspirations 80
could reckon other advantages 50
could recoup their investment 107
could reduce fuel consumption 132
could reduce their consumption 44
could reduce their dependence 127
could refuse more gracefully 73
could relate nothing distinctly 46
could render great assistance 66
could render some assistance 101
could repose full confidence 51
could repose more confidence 138
could resign their commissions 62
could resist such temptations 96
could resist their fascination 45
could resist their invincible 97
could result from accidental 81
could result from alterations 137
could result from application 54
could result from competition 115
could result from deliberate 57
could result from diminished 41
could result from disclosure 55
could result from government 42
could result from implementing 72
could result from inadequate 165
could result from incomplete 77
could result from individual 84
could result from interaction 174
could result from mechanical 75
could result from negligence 230
could result from relatively 48
could result from stimulation 51
could result from structural 52
could resume their activities 68
could resume their traditional 47
could retain their individual 89
could retain their membership 55
could retain their privileges 45
could retain their traditional 83
could return home immediately 48
could scarce have determined 75
could scarce pass unobserved 147
could secure full employment 45
could secure their friendship 50
could supply more information 57
could supply such information 74
could thereby have understood 122
could threaten their livelihood 42
could without great difficulty 378
could without much difficulty 1352
could without such assistance 81
count myself most prosperous 133
court should give appropriate 55
court should give particular 49
court should have considered 1120
court should have determined 370
court should have instructed 1034
court should have recognized 138
court should have suppressed 78
court should take cognizance 265
court through their respective 66
cower before their instructed 45
craft through many generations 50
crags seemed less formidable 42
creed without much repugnance 79
crime except upon indictment 63
crime occurs most frequently 52
crops became more profitable 46
cross section were calculated 89
cross section were determined 59
crowd roared their appreciation 53
crowd showed their appreciation 52
cured without much difficulty 89
cutting across these categories 87
cycle alters face preference 57
cysts result from obstruction 53
