cab from southampton and 53
can only understand why 151
can only understand with 46
can only understand you 52
can open negotiations with 60
can pass legislation that 253
can plan activities and 71
can plan activities for 42
can plan activities that 310
can plan instruction that 47
can plan strategies for 64
can play backgammon and 52
can play basketball and 95
can play basketball with 61
can pool information and 101
can post information and 56
can post information that 101
can reach agreements with 46
can reach conclusions and 47
can reach conclusions that 187
can react chemically with 609
can react covalently with 72
can react dangerously with 43
can react immediately and 58
can react reversibly with 73
can react vigorously with 1138
can rent sailboards and 45
can seek assistance and 45
can seek information and 81
can seem intimidating and 56
can seem overwhelming and 289
can seem overwhelming for 48
can send information and 99
can show appreciation for 113
can show convincingly that 244
can show explicitly that 92
can show immediately that 109
can show rigorously that 95
can sign agreements with 42
can span continents and 43
can speak eloquently and 62
can speak eloquently for 40
can stay underwater for 1366
can suck melancholy out 440
can sure understand how 44
can sure understand that 253
can sure understand why 79
can swear positively that 181
can swim underwater and 41
can swim underwater for 142
can take cognizance and 76
can take generations for 43
can take information and 83
can take initiatives and 131
can take parameters and 96
can take precautions and 72
can take precautions for 114
can take precautions that 104
can take punishment and 46
can talk cheerfully with 75
can talk informally with 64
can talk intimately with 45
can teach politicians that 54
can tell accurately how 42
can tell beforehand how 212
can tell beforehand that 44
can tell immediately how 62
can tell immediately that 1154
can these scoundrels mean 56
can think abstractly and 210
can think critically and 329
can vary appreciably with 127
can vary enormously and 301
can vary enormously but 46
can vary enormously with 177
can vary temporally and 43
can very cheerfully run 53
can very distinctly see 102
can veto legislation and 47
can view information for 42
can wage relentless war 89
can walk everywhere and 41
can well anticipate that 41
can well compensate for 77
can well comprehend how 79
can well comprehend that 236
can well illustrate this 64
can well understand all 100
can well understand and 490
can well understand any 52
can well understand her 207
can well understand him 46
can well understand his 1052
can well understand how 7800
can well understand its 226
can well understand now 132
can well understand one 60
can well understand our 64
can well understand that 28250
can well understand them 94
can well understand then 42
can well understand this 727
can well understand who 44
can well understand why 6585
can well understand with 139
can well understand you 220
can work accurately and 42
can work diligently and 63
can work infinitely out 59
can work positively and 47
can work positively for 55
car park attendants and 93
cling more tenaciously than 161
cry more frequently and 213
cry more frequently than 100
cry when confronted with 316
cut back employment and 62
cut back investment and 101
cut dips ornamented with 51
cut down consumption and 173
cut from newspapers and 1057
cut from pasteboard and 93
cut fuel consumption and 74
cut more accurately and 88
cut more frequently than 152
cut their connections with 148
cut their consumption and 87
cut their greenhouse gas 121
cut very accurately and 45
cut wind resistance and 43
