cabs or private cars 53
came to absalom unto 56
came to achieve such 77
came to achieve their 84
came to achieving their 73
came to acquire great 142
came to acquire land 54
came to acquire more 390
came to acquire much 44
came to acquire some 200
came to acquire such 409
came to acquire their 328
came to acquire these 118
came to acquire wealth 51
came to acquire what 46
came to address their 51
came to advance their 52
came to alabama from 251
came to alberta from 109
came to america along 120
came to america also 104
came to america bearing 64
came to america bringing 63
came to america came 162
came to america during 2553
came to america early 1429
came to america five 81
came to america four 83
came to america from 18038
came to america full 48
came to america have 88
came to america hoping 217
came to america just 303
came to america knew 45
came to america last 93
came to america late 301
came to america left 52
came to america like 43
came to america many 186
came to america more 428
came to america much 94
came to america only 298
came to america over 236
came to america poor 46
came to america prior 901
came to america some 384
came to america soon 415
came to america their 75
came to america there 219
came to america three 187
came to america upon 61
came to america very 129
came to america well 99
came to america were 1785
came to america when 11026
came to america years 50
came to amherst from 64
came to anatolia from 67
came to antigua from 45
came to antwerp from 71
came to arizona from 211
came to ascribe much 43
came to asserting their 41
came to assessing their 40
came to atlanta from 209
came to attract more 299
came to attract much 42
came to autopsy were 60
came to babylon from 46
came to baghdad from 95
came to belfast from 81
came to believe also 100
came to believe during 177
came to believe early 104
came to believe even 111
came to believe from 89
came to believe less 139
came to believe more 1196
came to believe much 51
came to believe only 225
came to believe over 52
came to believe some 88
came to believe such 182
came to believe their 749
came to believe there 1561
came to believe these 210
came to believe those 74
came to believe very 92
came to believe were 358
came to believe what 910
came to believe when 89
came to benefit from 529
came to bermuda from 59
came to between three 87
came to brigham young 80
came to bristol from 134
came to britain during 319
came to britain from 1930
came to britain only 75
came to britain there 51
came to britain were 284
came to britain when 178
came to british india 49
came to british north 860
came to buffalo from 109
came to bulgaria from 51
came to capitol hill 405
came to captain ball 70
came to captain cook 108
came to carthage from 80
came to central city 154
came to central india 49
came to central park 130
came to certain other 52
came to charles from 43
came to charles only 90
came to charles town 354
came to chaucer from 54
came to cherish their 55
came to cherish those 55
came to chicago during 193
came to chicago early 56
came to chicago from 1900
came to chicago just 64
came to chicago last 55
came to chicago were 61
came to chicago when 245
came to collect from 166
came to collect rent 123
came to collect some 223
came to collect their 1019
came to collect these 51
came to collect what 96
came to collect your 66
came to college from 300
came to college here 41
came to college park 85
came to cologne from 58
came to columbia from 146
came to comfort mary 41
came to comfort their 43
came to command more 103
came to comment upon 49
came to compare their 161
came to compare these 58
came to compose their 48
came to concord from 96
came to conduct their 138
came to confess their 232
came to confide their 76
came to confirm their 86
came to confirm these 92
came to confirm what 97
came to conform more 121
came to congress from 199
came to connect these 129
came to conquer india 45
came to conquer these 52
came to consist more 334
came to consist only 123
came to consult their 44
came to consult upon 87
came to contain many 111
came to contain more 363
came to contain some 50
came to control even 46
came to control huge 47
came to control many 137
came to control more 582
came to control most 1048
came to control much 975
came to control over 294
came to control some 118
came to control such 61
came to control their 160
came to control these 68
came to control three 42
came to control vast 88
came to cornell from 43
came to council when 101
came to decision making 251
came to declare their 169
came to defending their 199
came to deliver from 138
came to deliver some 112
came to deliver their 233
came to deliver these 49
came to deliver those 62
came to deliver your 64
came to denmark from 145
came to denmark hill 68
came to deposit their 172
came to descend from 43
came to despise their 197
came to despise those 53
came to despise what 48
came to destroy their 137
came to destroy these 75
came to destroy your 56
came to detroit during 101
came to detroit from 752
came to detroit when 131
came to develop into 138
came to develop some 44
came to develop such 109
came to develop their 309
came to develop these 52
came to develop what 42
came to discuss peace 99
came to discuss some 121
came to discuss such 40
came to discuss their 458
came to discuss these 117
came to discuss what 156
came to dislike their 59
came to display such 41
came to display their 300
came to dissent from 48
came to disturb their 294
came to diverge from 206
came to diverge more 42
came to douglas from 50
came to dresden from 50
came to dunkirk only 45
came to election time 66
came to embrace also 42
came to embrace many 130
came to embrace more 264
came to embrace most 178
came to embrace much 97
came to embrace other 55
came to embrace some 62
came to embrace such 97
came to embrace their 118
came to embrace these 54
came to embrace what 72
came to ephesus from 50
came to everything else 103
came to examine into 631
came to examine more 158
came to examine their 445
came to examine these 181
came to examine what 113
came to exchange ideas 79
came to exchange news 44
came to exchange their 396
came to execute their 147
came to exhibit their 111
came to explain their 128
came to explain these 55
came to explain what 142
came to express more 177
came to express some 43
came to express their 2277
came to express what 40
came to finland from 180
came to florida during 69
came to florida from 366
came to florida when 45
came to fruition during 1184
came to fruition early 117
came to fruition from 41
came to fruition here 41
came to fruition just 104
came to fruition more 62
came to fruition much 105
came to fruition only 1403
came to fruition over 161
came to fruition some 56
came to fruition soon 51
came to fruition when 1182
came to fruition years 51
came to fulfill their 98
came to function like 60
came to function more 386
came to germany during 71
came to germany from 644
came to germany only 46
came to germany were 79
came to germany when 99
came to gladden their 90
came to glasgow from 85
came to gratify their 87
came to gujarat from 88
came to halifax from 118
came to hamburg from 84
came to harvard from 253
came to herself once 116
came to herself only 41
came to herself upon 41
came to herself very 57
came to herself when 76
came to himself from 58
came to himself just 69
came to himself once 402
came to himself only 81
came to himself soon 77
came to himself their 45
came to himself there 145
came to himself throw 63
came to himself when 393
came to history from 61
came to holland from 172
came to hopkins from 60
came to houston from 131
came to iceland from 217
came to imagine such 54
came to imitate their 69
came to implore their 141
came to impress upon 56
came to improve their 314
came to include also 257
came to include among 100
came to include even 268
came to include four 88
came to include many 953
came to include more 1828
came to include most 684
came to include much 400
came to include only 266
came to include other 362
came to include over 75
came to include some 575
came to include such 594
came to include their 66
came to include these 50
came to include those 298
came to include three 149
came to include very 47
came to include what 116
came to increase their 111
came to indulge their 70
came to inhabit their 61
came to inhabit there 53
came to inhabit these 51
came to inherit such 42
came to inquire from 60
came to inquire into 1231
came to inquire more 137
came to inquire what 609
came to inquire when 48
came to inspect their 271
came to inspect there 40
came to inspect these 42
came to inspect what 72
came to intrude upon 43
came to involve many 70
came to involve more 387
came to involve much 56
came to involve other 56
came to involve some 55
came to ireland during 168
came to ireland early 46
came to ireland from 1094
came to ireland only 43
came to ireland were 118
came to ireland when 73
came to jackson from 70
came to jackson hole 225
came to jamaica during 43
came to jamaica from 221
came to jeremiah from 1917
came to jeremiah saying 57
came to johnson city 158
came to judaism from 50
came to justify their 117
came to karachi from 44
came to kashmir during 82
came to kashmir from 285
came to lebanon from 61
came to lecture there 146
came to leipzig from 62
came to leningrad from 43
came to lexington from 93
came to liberty hall 46
came to lighten their 117
came to lincoln from 218
came to lincoln park 66
came to lithuania from 54
came to madison from 111
came to malacca from 59
came to malaysia from 57
came to manhood during 126
came to manhood when 62
came to matters like 104
came to matters such 89
came to maturer years 56
came to medical care 59
came to memphis from 236
came to montana from 178
came to montreal from 226
came to morocco from 94
came to national fame 51
came to newport from 129
came to newport news 65
came to norfolk from 46
came to northern india 137
came to norwich from 58
came to oakland from 50
came to observe more 127
came to observe their 57
came to observe these 40
came to observe what 61
came to operate more 146
came to operate upon 50
came to perform many 58
came to perform more 50
came to perform some 68
came to perform their 367
came to permeate much 49
came to pizarro from 90
came to pleasant hill 91
came to plunder their 63
came to plymouth from 182
came to plymouth rock 139
came to possess five 82
came to possess great 177
came to possess land 93
came to possess many 117
came to possess more 494
came to possess most 64
came to possess much 116
came to possess only 40
came to possess over 65
came to possess some 161
came to possess such 516
came to possess their 214
came to possess these 244
came to possess those 77
came to possess vast 48
came to possess what 119
came to prepare their 101
came to present arms 167
came to present their 1220
came to preside over 3578
came to prevail among 608
came to prevail during 135
came to prevail even 43
came to prevail more 123
came to prevail only 103
came to prevail over 1949
came to prevail there 135
came to prevail very 79
came to prevail when 44
came to produce more 179
came to produce such 102
came to produce their 57
came to produce what 46
came to profess their 47
came to proffer their 96
came to promoting their 45
came to propose their 49
came to protect their 114
came to protest their 98
came to provide more 127
came to provide most 51
came to provide much 110
came to provide some 53
came to provide their 44
came to publish their 54
came to question many 59
came to question some 109
came to question their 220
came to question these 44
came to question time 94
came to question what 92
came to receive alms 69
came to receive enid 43
came to receive from 183
came to receive more 332
came to receive much 59
came to receive some 99
came to receive such 75
came to receive their 1068
came to receive what 331
came to receive your 42
came to reclaim their 113
came to recover from 84
came to recover their 77
came to reflect many 65
came to reflect more 678
came to reflect some 52
came to reflect their 131
came to reflect these 130
came to reflect those 59
came to reflect upon 2649
came to refrain from 40
came to refresh their 50
came to rehearse their 74
came to rejoice over 54
came to relieve their 249
came to relieve those 77
came to relieve your 44
came to replace more 54
came to replace other 56
came to replace their 98
came to replace these 97
came to replace those 237
came to replace what 47
came to request your 43
came to require more 524
came to require some 62
came to respect their 296
came to respect these 76
came to respect those 51
came to respect what 45
came to restore peace 167
came to restore their 107
came to restore what 57
came to reverse their 47
came to revolve more 42
came to rhodesia from 49
came to santiago from 42
came to satisfy their 271
came to several more 41
came to several other 49
came to seville from 60
came to shanghai from 194
came to sharpen their 80
came to shelley from 58
came to signify also 88
came to signify more 284
came to signify much 126
came to signify only 237
came to signify some 44
came to signify their 111
came to signify those 104
came to signify what 115
came to signify your 51
came to singapore from 329
came to singapore when 67
came to solicit their 116
came to solicit your 43
came to southern india 297
came to spanish town 57
came to stewart kyle 68
came to stretch from 73
came to support more 125
came to support some 58
came to support such 72
came to support their 330
came to support these 59
came to support those 42
came to surface during 44
came to surface when 78
came to surpass even 117
came to surpass their 50
came to surpass those 63
came to suspect what 51
came to testify their 211
came to thailand during 45
came to thailand from 157
came to toronto from 262
came to trinity from 63
came to triumph over 177
came to unhappy ends 200
came to vermont from 135
came to vibrant life 41
came to victoria during 51
came to victoria from 159
came to vietnam from 96
came to virginia beach 71
came to virginia city 562
came to virginia during 170
came to virginia early 77
came to virginia from 1310
came to virginia prior 65
came to virginia were 212
came to virginia when 194
came to welcome home 87
came to welcome their 225
came to western india 128
came to western north 75
came to windsor from 69
came to withdraw from 130
came to witness their 100
came to witness these 89
came to witness what 83
came to worship from 41
came to worship here 115
came to worship their 155
came to worship there 627
came to worship these 43
came to worship were 83
came to wounded knee 135
came to yucatan from 65
came up against during 46
came up against great 114
came up against hard 206
came up against heavy 84
came up against many 270
came up against more 364
came up against much 112
came up against other 208
came up against some 784
came up against such 398
came up against their 353
came up against these 332
came up against those 169
came up against three 66
came up against very 101
came up against well 47
came up against were 76
came up against what 635
came up against when 96
came up because there 58
came up faintly from 100
came up muffled from 42
came up quickly from 121
came up quietly from 43
came up rapidly from 62
came up several years 96
came up together from 98
came up together over 59
camp at crystal city 164
camp at gilbert town 66
camp at meridian hill 51
camp at newport news 228
camp at vinegar hill 262
camp at wounded knee 423
camp in crystal city 170
camp in germany during 193
camp in northern india 42
camp in northern iraq 114
camp in thousand oaks 177
camp is derived from 43
camp is divided into 543
camp is located just 44
camp of general gage 40
camp of general howe 203
camp of savages among 54
camp of virginia city 136
camp on capitol hill 108
camp on meridian hill 101
camp on private land 135
camp on vinegar hill 345
camp on wounded knee 615
camp or transit camp 77
camp or village site 110
camp the following spring 69
camp the following week 116
camp the preceding spring 66
camp to collect their 47
camp to discuss what 123
camp to general adam 44
camp to general howe 138
camp to general john 174
camp to general knox 65
camp to general wool 46
camp to inquire into 53
camp to prevent their 50
camp to protect their 174
camp to receive their 135
camp to recover from 83
camp to refugee camp 57
cane at harvest time 51
cane is brought from 52
cane is carried from 41
cane is divided into 44
cane is planted from 73
cane is usually best 49
cans of chicken broth 448
cans of chicken soup 177
cans of coconut milk 70
cans of exposed film 76
cans of schlitz beer 53
cans of spoiled food 45
cans of tomatoes were 47
cans of whipped cream 298
cans or plastic bags 156
cant be anybody else 86
cant of national faith 52
cant of selfish wealth 91
cape in endless range 42
cape of florida unto 119
caps of liberty were 95
caps of scarlet cloth 52
caps or bonnets were 71
caps to protect their 446
card by enclosing your 79
card in address book 91
card is brought into 57
card is derived from 47
card is divided into 1365
card is dropped into 79
card is entered into 64
card is exactly like 62
card is exposed during 118
card is flipped over 119
card is plugged into 249
card is punched from 70
card is removed from 1198
card is slipped into 105
card is usually made 46
card is usually used 40
card of prudent lore 244
card or collect call 63
card or punched tape 104
card or tourist visa 58
card to receive free 67
card to receive your 64
card to withdraw cash 171
care as between those 119
care as infants were 41
care as regards diet 113
care as regards such 45
care as regards their 100
care at minimal cost 123
care at minimum cost 187
care at reduced cost 176
care by certain well 143
care by managed care 139
care by persons other 87
care by primary care 265
care by providing more 45
care he bestows upon 378
care he watched over 47
care if anybody else 291
care if anybody ever 91
care if anybody gets 54
care if anybody sees 55
care in america will 49
care in balancing these 76
care in certain areas 147
care in concealing their 48
care in decision making 184
care in designing their 82
care in examining their 40
care in examining those 63
care in general have 62
care in general will 108
care in improving health 86
care in managed care 540
care in preparing such 44
care in preparing their 337
care in preparing these 114
care in preparing your 232
care in primary care 953
care in primary health 204
care in providing safe 102
care in providing such 63
care in providing their 109
care in selecting from 129
care in selecting good 104
care in selecting only 263
care in selecting seed 97
care in selecting such 98
care in selecting their 576
care in selecting these 130
care in selecting those 514
care in selecting what 103
care in selecting your 503
care in several areas 46
care in several ways 482
care is advised when 85
care is brought into 45
care is closely tied 41
care is covered only 72
care is defined here 42
care is derived from 559
care is divided among 73
care is divided into 477
care is evident from 76
care is imposed upon 306
care is medical care 64
care is medical need 43
care is removed from 51
care is shifted from 64
care is usually done 59
care is usually less 159
care is usually more 178
care is usually paid 49
care is usually very 46
care my parents took 98
care of animals during 64
care of animals must 41
care of animals used 207
care of animals were 79
care of animals when 44
care of anybody else 379
care of because there 45
care of captain john 201
care of certain other 64
care of chronic pain 87
care of clients from 50
care of defending their 75
care of details among 64
care of details like 278
care of details such 120
care of diabetic foot 54
care of educating their 90
care of everything back 47
care of everything down 49
care of everything during 58
care of everything else 7392
care of everything from 912
care of everything here 711
care of everything just 107
care of everything like 78
care of everything once 104
care of everything there 191
care of everything till 66
care of everything when 332
care of examining into 55
care of expense past 80
care of general early 109
care of general health 71
care of herself during 1039
care of herself even 121
care of herself from 129
care of herself just 146
care of herself lest 54
care of herself like 83
care of herself more 54
care of herself most 48
care of herself much 118
care of herself once 57
care of herself very 128
care of herself well 97
care of herself when 486
care of himself among 118
care of himself during 261
care of himself even 192
care of himself from 247
care of himself just 95
care of himself like 192
care of himself more 127
care of himself much 43
care of himself must 40
care of himself once 131
care of himself only 70
care of himself over 56
care of himself there 230
care of himself these 51
care of himself very 229
care of himself well 90
care of himself when 994
care of himself will 73
care of infants born 114
care of infants during 132
care of infants from 62
care of infants have 50
care of infants were 42
care of infants will 42
care of jehovah over 66
care of matters here 88
care of matters like 65
care of matters such 83
care of matters there 73
care of offspring among 48
care of offspring have 58
care of oneself when 75
care of parents when 216
care of patient during 123
care of persons from 41
care of persons having 41
care of persons living 265
care of persons other 78
care of persons over 70
care of preparing their 43
care of primary care 97
care of primary health 57
care of promoting these 227
care of providing food 129
care of rational beings 46
care of reforming these 56
care of religion into 82
care of richard penn 50
care of routine work 52
care of several other 112
care of several well 54
care of several young 59
care of southeast asian 42
care of student health 46
care of western union 49
care or chronic care 55
care or control over 138
care or decision making 268
care or hospice care 333
care or kinship care 135
care or managed care 99
care or medical care 203
care or primary care 203
care or respite care 252
care or routine care 51
care the gracious lord 221
care the patient will 612
care to abstain from 613
care to achieve good 44
care to address their 167
care to address these 147
care to address your 60
care to advance their 41
care to appoint none 50
care to appoint only 123
care to appoint some 89
care to appoint such 82
care to balance their 107
care to benefit from 50
care to chronic care 55
care to clarify what 42
care to clients from 79
care to collect from 109
care to comment upon 338
care to compare their 40
care to conduct over 49
care to conduct their 169
care to confine their 155
care to consult their 57
care to control their 224
care to control your 76
care to convert into 107
care to correct their 202
care to deliver your 90
care to descend into 87
care to destroy their 89
care to develop their 262
care to develop these 46
care to develop your 446
care to discern what 50
care to discuss here 250
care to discuss just 56
care to discuss miss 42
care to discuss such 194
care to discuss their 188
care to discuss these 171
care to discuss what 211
care to discuss your 255
care to display their 72
care to educate their 232
care to enforce upon 41
care to enhance their 133
care to enlarge their 102
care to enlarge upon 338
care to entrust such 140
care to entrust their 114
care to examine into 132
care to examine some 41
care to examine their 294
care to examine these 52
care to examine those 43
care to examine what 184
care to exchange their 177
care to exclude from 569
care to exclude such 46
care to exclude those 58
care to exhibit nothing 47
care to exhibit their 62
care to explain just 211
care to explain their 333
care to explain these 42
care to explain what 1370
care to explain your 331
care to express only 41
care to express their 490
care to express your 294
care to extract from 136
care to forward your 130
care to fulfill their 132
care to furnish safe 46
care to furnish such 55
care to furnish their 190
care to imagine love 44
care to imagine what 265
care to impress upon 1675
care to improve health 172
care to improve their 632
care to improve upon 53
care to improve your 105
care to include among 142
care to include more 52
care to include only 560
care to include some 194
care to include such 97
care to include these 90
care to include those 142
care to increase their 502
care to increase your 53
care to inquire into 1322
care to inquire what 386
care to instill into 217
care to intrude upon 101
care to justify their 172
care to managed care 95
care to monitor their 87
care to observe their 211
care to observe these 44
care to observe those 112
care to observe what 282
care to observe your 109
care to obtrude their 82
care to overhear only 579
care to perform such 134
care to perform their 120
care to perform what 82
care to persons living 134
care to persons other 64
care to persons over 47
care to possess good 103
care to predict what 154
care to prepare their 335
care to present only 125
care to present their 304
care to present these 95
care to present your 272
care to prevent drying 84
care to prevent even 121
care to prevent fire 101
care to prevent from 109
care to prevent great 159
care to prevent harm 513
care to prevent loss 665
care to prevent skin 590
care to prevent such 2316
care to prevent tearing 74
care to prevent their 2246
care to prevent these 573
care to prevent those 281
care to prevent your 247
care to primary care 452
care to primary health 133
care to procure from 95
care to procure some 96
care to procure such 54
care to procure what 51
care to produce from 78
care to produce good 114
care to produce more 43
care to promote healing 181
care to promote health 75
care to promote their 136
care to protect from 181
care to protect other 40
care to protect such 161
care to protect their 2356
care to protect these 497
care to protect third 236
care to protect those 316
care to protect your 958
care to provide food 152
care to provide good 314
care to provide means 141
care to provide more 57
care to provide only 41
care to provide rest 75
care to provide safe 158
care to provide some 437
care to provide such 431
care to provide their 269
care to provide these 109
care to provide three 58
care to provide what 158
care to publish only 182
care to publish what 45
care to qualify their 44
care to receive from 52
care to recover from 156
care to recover their 101
care to reflect upon 458
care to refrain from 1105
care to refresh their 59
care to refresh your 65
care to relieve pain 207
care to relieve their 475
care to repress their 41
care to respect their 168
care to restore their 40
care to restore those 198
care to satisfy their 89
care to secrete most 79
care to southeast asian 44
care to specify what 174
care to suggest what 48
care to support their 193
care to support these 46
care to sustain life 172
care to trouble their 201
care to venture among 260
care to venture down 96
care to venture having 59
care to venture home 61
care to venture into 642
care to venture there 226
care to venture upon 241
care to withdraw from 98
care to withhold from 116
care to witness such 57
care we receive from 121
caring to inquire into 204
caring to inquire what 99
caring to publish more 51
caring to require much 45
caring to venture into 46
cars in america were 104
cars in certain areas 41
cars in question were 155
cars in service were 47
cars in traffic jams 69
cars of foreign make 172
cars of freight were 87
cars of similar size 100
cars or freight cars 47
cars to increase their 81
cars to replace those 50
cars to stretch their 44
cart is wheeled into 45
cart or carriage coming 122
cart or carriage spring 153
cart or vehicle used 57
case an attempt must 100
case an attempt were 102
case an attempt will 94
case an implied term 191
case an inquiry into 88
case as brought here 49
case as derived from 41
case as involving only 133
case as regards other 71
case as regards some 153
case as regards their 131
case as regards these 66
case as regards those 169
case as resulting from 45
case at present among 66
case at present must 307
case at present when 44
case be appealed from 71
case be brought into 192
case be carried into 225
case be decided upon 84
case be deduced from 57
case be derived from 247
case be divided into 107
case be entered into 76
case be implied from 50
case be removed from 485
case be severed from 40
case he himself must 44
case he himself will 62
case he insists upon 46
case he suffers from 50
case he violates only 64
case in america during 44
case in america soon 51
case in ancient days 69
case in ancient india 155
case in ancient rome 405
case in britain during 113
case in british india 172
case in british north 43
case in certain areas 169
case in certain other 344
case in chapter five 65
case in chapter four 125
case in chapter three 129
case in colonial days 43
case in fifteen years 45
case in germany during 128
case in germany when 48
case in history when 193
case in imperial rome 42
case in northern india 114
case in organic life 133
case in preceding years 113
case in previous ages 51
case in previous eras 81
case in previous wars 100
case in previous years 897
case in primary care 49
case in private life 326
case in quantum theory 64
case in question came 61
case in question from 129
case in question have 89
case in question here 139
case in question must 112
case in question only 69
case in question such 126
case in question there 712
case in question these 63
case in question were 136
case in question will 164
case in several areas 91
case in several other 929
case in several ways 248
case in several years 59
case in written form 42
case is adapted from 692
case is altered when 717
case is appealed from 209
case is because there 45
case is brought here 575
case is brought home 91
case is brought into 450
case is carried from 52
case is carried into 53
case is carried over 44
case is closely akin 42
case is crystal clear 151
case is decided upon 1497
case is deleted from 108
case is derived from 1131
case is divided into 884
case is dropped from 55
case is ejected from 51
case is entered into 116
case is equally clear 223
case is equally true 132
case is evident from 1818
case is evident when 103
case is exactly like 890
case is exactly what 167
