cable from american embassy 43
comes from clinical studies 282
comes from computer science 74
comes from conflict between 56
comes from confusion between 61
comes from constant contact 40
comes from detailed studies 108
comes from directly overhead 148
comes from domestic animals 47
comes from domestic sources 267
comes from external sources 830
comes from immediate contact 49
comes from indirect sources 82
comes from indirect taxation 66
comes from informal sources 93
comes from internal sources 270
comes from intimate contact 62
comes from japanese sources 49
comes from literary silence 41
comes from literary sources 175
comes from multiple sources 641
comes from numerous sources 321
comes from numerous studies 164
comes from personal contact 215
comes from personal sources 63
comes from physical exertion 47
comes from religious sources 53
comes from surprising sources 43
comes from tropical america 196
comes from unlikely sources 77
comes home squeezes himself 56
comes into complete harmony 57
comes into conscious contact 42
comes into constant contact 148
comes into frequent contact 330
comes into immediate contact 1376
comes into immediate relation 124
comes into intimate contact 1723
comes into intimate relation 124
comes into operation because 59
comes into personal contact 529
comes into personal relation 54
comes into physical contact 416
comes into prolonged contact 47
comic face horribly flushed 53
coral reef monitoring program 52
costs have increased because 341
costs have increased rapidly 359
costs have increased sharply 103
costs have increased steadily 83
costs were assessed against 208
costs were directly related 100
costs were increased because 54
costs were incurred because 303
costs will actually increase 41
costs will probably decrease 44
costs will probably increase 412
could also consider providing 43
could also exercise control 49
could also partially explain 98
could also perceive several 61
could best remember matters 54
could cite infinite details 55
could cost anywhere between 94
could even convince himself 52
could even persuade himself 56
could even remotely compare 136
could even remotely suggest 82
could ever converse together 70
could ever persuade himself 72
could ever possibly imagine 286
could ever possibly succeed 65
could ever seriously believe 274
could face criminal charges 296
could fall anywhere between 151
could file criminal charges 53
could find abundant material 41
could find anywhere outside 66
could gain complete control 164
could gain majority support 71
could gain valuable insight 42
could give advisory opinions 44
could give erroneous results 75
could give evidence against 423
could give financial support 64
could give informed consent 107
could give judicious counsel 160
could give multiple answers 65
could give positive results 45
could give valuable service 40
could harm relations between 43
could have absented himself 51
could have absolute control 85
could have achieved everything 49
could have achieved exactly 49
could have achieved results 88
could have achieved similar 220
could have achieved success 254
could have achieved victory 131
could have acquired nowhere 43
could have actually brought 51
could have actually existed 41
could have adjusted himself 56
could have affected results 61
could have afforded private 48
could have answered himself 45
could have asserted against 467
could have asserted herself 47
could have asserted himself 62
could have attached himself 57
could have attended classes 49
could have attended college 74
could have believed existed 43
could have believed herself 76
could have believed himself 231
could have believed oneself 40
could have bettered himself 45
could have borrowed against 59
could have breakfast together 344
could have children together 43
could have competed against 103
could have complete control 446
could have complete freedom 112
could have complete privacy 94
could have concealed himself 261
could have confined herself 54
could have confined himself 227
could have consoled herself 44
could have consoled himself 96
could have dangerous effects 76
could have dangerous results 61
could have deceived himself 131
could have decisive effects 64
could have declared himself 137
could have declared victory 45
could have defended against 90
could have defended herself 183
could have defended himself 977
could have demanded payment 98
could have detached himself 57
could have divested himself 59
could have dramatic effects 543
could have dramatic impacts 58
could have dramatic results 60
could have employed against 46
could have employed himself 90
could have enforced against 103
could have enforced payment 45
could have enormous effects 64
could have enriched himself 79
could have entirely avoided 49
could have entirely escaped 69
could have extended towards 121
could have finished college 48
could have followed charles 44
could have foreseen everything 40
could have foreseen exactly 166
could have forgiven everything 127
could have forgiven herself 58
could have forgiven himself 47
could have governed general 54
could have happened according 55
could have happened anytime 243
could have happened because 1222
could have happened between 739
could have happened exactly 68
could have happened legally 250
could have happened nowhere 227
could have happened outside 88
could have happened puzzled 55
could have honestly advised 95
could have imagined everything 46
could have imagined existed 88
could have imagined happening 46
could have imagined herself 208
could have imagined himself 479
could have imagined oneself 155
could have immediate effects 56
could have immersed himself 55
could have improved matters 221
could have included several 64
could have increased because 68
could have indirect effects 144
could have indulged himself 45
could have informed himself 133
could have injurious effects 42
could have invented language 128
could have involved himself 71
could have launched himself 42
could have listened forever 250
could have listened unmoved 186
could have mentioned several 83
could have multiple effects 77
could have multiple orgasms 91
could have mustered courage 69
could have negative effects 1356
could have negative impacts 267
could have negative results 133
could have objected against 49
could have obtained control 63
could have obtained financing 92
could have obtained general 63
could have obtained payment 71
could have obtained redress 68
could have obtained several 48
could have obtained similar 86
could have occupied herself 43
could have occupied himself 46
could have occurred according 46
could have occurred anytime 101
could have occurred because 1811
could have occurred between 695
could have occurred despite 50
could have occurred following 51
could have occurred nowhere 300
could have occurred several 73
could have occurred together 44
could have operated against 43
could have opposite effects 130
could have otherwise avoided 49
could have personal contact 63
could have perverse effects 92
could have positive effects 851
could have positive impacts 99
could have positive results 177
could have possibly averted 48
could have possibly avoided 154
could have possibly brought 156
could have possibly carried 56
could have possibly desired 271
could have possibly entered 54
could have possibly escaped 71
could have possibly existed 118
could have possibly guessed 164
could have possibly induced 55
could have possibly managed 54
could have possibly realized 53
could have possibly written 104
could have powerful effects 127
could have prepared herself 124
could have prepared himself 203
could have produced effects 82
could have produced equally 42
could have produced exactly 40
could have produced herself 51
could have produced results 264
could have produced several 72
could have produced similar 185
could have produced unaided 148
could have profound effects 1836
could have profound impacts 135
could have promised himself 65
could have provided against 288
could have provided himself 144
could have provided insight 41
could have provided material 135
could have provided shelter 60
could have provided similar 44
could have provided support 105
could have rebelled against 107
could have received himself 198
could have received payment 64
could have received support 55
could have recouped against 55
could have recourse against 43
could have redeemed himself 54
could have redeemed mankind 44
could have regained control 88
could have regarded himself 67
could have relieved himself 106
could have religious freedom 112
could have remained content 171
could have remained faithful 164
could have remained forever 67
could have remained friends 62
could have remained neutral 407
could have remained obscure 52
could have remained outside 208
could have remained quietly 78
could have remained together 109
could have remained totally 64
could have remained unaware 303
could have remained unknown 298
could have remained unmoved 632
could have rendered himself 141
could have rendered service 43
could have rendered tenable 63
could have resigned herself 83
could have resigned himself 149
could have resulted because 271
could have retained control 112
could have salutary effects 98
could have scarcely escaped 52
could have seriously adverse 55
could have seriously damaged 282
could have seriously doubted 40
could have seriously impeded 65
could have seriously injured 512
could have seriously weakened 61
could have severely damaged 251
could have severely limited 124
could have smuggled himself 55
could have snatched victory 43
could have squeezed himself 58
could have strangled himself 43
could have suddenly appeared 44
could have suffered herself 48
could have suffered himself 51
could have summoned courage 110
could have supplied himself 133
could have supposed himself 228
could have survived outside 60
could have traveled together 65
could have unsettling effects 40
could have withdrawn himself 99
could help children develop 57
could help students develop 133
could hold terrible moments 53
could just perceive outside 43
could learn valuable lessons 193
could live amicably together 50
could look directly towards 43
could make decisions affecting 89
could make decisions quickly 105
could make decisions regarding 135
could make economic demands 66
could make educated guesses 103
could make enormous profits 179
could make handsome profits 132
could make informed choices 239
could make personal contact 75
could make physical contact 67
could make progress against 67
could make progress towards 87
could make yourself believe 45
could more directly control 44
could more forcibly express 157
could more seriously disturb 216
could more strikingly exhibit 46
could most properly entrust 41
could most properly intrust 110
could move directly against 41
could once persuade himself 174
could only conclude himself 60
could only consider himself 83
could only convince himself 50
could only describe himself 56
could only disengage himself 48
could only heighten emotions 40
could only identify himself 46
could only maintain control 52
could only maintain herself 66
could only maintain himself 268
could only militate against 61
could only partially account 117
could only partially control 222
could only partially explain 120
could only partially satisfy 93
could only partially succeed 91
could only persuade himself 84
could only properly suggest 50
could only register decrees 64
could only remember stoutly 76
could only remember vaguely 43
could only retaliate against 42
could only struggle against 77
could pull yourself together 76
could range anywhere between 92
could save enormous amounts 84
could seek monetary damages 58
could show positive results 83
could some religious scruple 52
could take adequate measures 48
could take anywhere between 98
could take complete control 123
could take personal command 66
could take vicarious pleasure 65
could take whatever measures 210
could these supplies prevent 47
could vary anywhere between 47
could walk straight forward 78
could well consider himself 66
could work cordially together 69
could your goodness prevent 44
could your ladyship propose 177
count upon american support 87
count upon complete success 55
court from proceeding against 41
court gave judgment against 406
court must allocate payment 110
court must consider factors 61
court must consider several 59
court must promptly approve 129
court must promptly inquire 76
court very properly decided 47
court very properly refused 95
court will acquaint congress 46
court will consider factors 112
court will consider several 64
court will normally appoint 43
court will normally require 85
court will probably require 77
cover only selected aspects 42
cover their interest charges 45
cover their solitary surface 53
create good relations between 199
create more distance between 207
create more equality between 54
create more problems because 48
create some confusion between 44
create some distance between 595
create some dramatic effects 42
create some problems because 49
create such relations between 44
creating good relations between 83
creating more distance between 115
creating some distance between 129
creep rate increases rapidly 161
crept into american history 41
crept into everyday language 56
crept into thousands besides 85
crest cell migration pathways 78
crime were actually smaller 49
crops were seriously damaged 73
crops were severely damaged 116
crops when assigned together 104
crowd only darkened counsel 42
crown more securely because 46
crown their ambitious schemes 163
crude oils produced onshore 60
crude oils provides fraction 60
cutting down tropical forests 87
