cab outside the terminal 113
can control the functioning 75
can control the functions 83
can control the hardware 45
can control the humidity 51
can control the impulses 46
can control the industry 46
can control the infection 175
can control the initiation 47
can control the interest 116
can control the internal 126
can control the loudness 53
can control the majority 119
can control the military 119
can control the moisture 49
can control the monetary 233
can control the movement 843
can control the negative 62
can control the operation 568
can control the outcomes 233
can control the physical 322
can control the playback 193
can control the policies 84
can control the positioning 170
can control the potential 133
can control the powerful 54
can control the precision 72
can control the presence 75
can control the pressure 202
can control the processing 81
can control the progress 95
can control the property 56
can control the quantity 439
can control the relative 289
can control the relevant 65
can control the response 126
can control the scheduling 57
can control the security 100
can control the seizures 50
can control the selection 263
can control the sequence 245
can control the severity 57
can control the situation 1886
can control the specific 92
can control the stimulus 48
can control the symptoms 294
can control the synthesis 121
can control the tendency 97
can control the thickness 374
can control the transfer 234
can control the ultimate 83
can control the universe 128
can control the variables 209
can control the velocity 61
can control the vertical 138
can convert an ordinary 103
can convert an otherwise 58
can convert it directly 40
can convert the chemical 128
can convert the database 56
can convert the document 76
can convert the integral 40
can convert the military 42
can convert the nitrogen 45
can convert the original 62
can convert the potential 45
can convict the prisoner 72
can correct an erroneous 50
can correct my mistakes 69
can correct the condition 250
can correct the disorder 44
can correct the erroneous 83
can correct the irritating 47
can correct the mistakes 314
can correct the observed 99
can correct the problems 206
can correct the sentence 63
can correct the situation 943
can correct the tendency 58
can correct the underlying 162
can council on education 68
can counter the negative 176
can counter the tendency 147
can cripple the capacity 41
can declare an instance 67
can declare the contract 101
can decline to exercise 97
can decrease the accuracy 109
can decrease the activity 235
can decrease the affinity 50
can decrease the apparent 42
can decrease the capacity 66
can decrease the clearance 86
can decrease the distance 71
can decrease the efficacy 132
can decrease the excretion 49
can decrease the expected 44
can decrease the exposure 45
can decrease the formation 47
can decrease the negative 99
can decrease the potential 362
can decrease the pressure 94
can decrease the quantity 115
can decrease the relative 45
can decrease the required 115
can decrease the response 123
can decrease the severity 342
can decrease the symptoms 98
can decrease the synthesis 59
can decrease the tendency 61
can decrease the threshold 65
can decrease the toxicity 75
can decrypt the messages 87
can deflect the electron 60
can degrade the accuracy 153
can deliver an adequate 74
can deliver an audience 43
can deliver an electric 76
can deliver as promised 69
can deliver it directly 60
can deliver it tomorrow 42
can deliver on promises 73
can deliver the benefits 99
can deliver the expected 100
can deliver the finished 111
can deliver the products 51
can deliver the promised 160
can deliver the property 61
can deliver the required 1040
can deliver the services 135
can depress the activity 72
can depress the appetite 87
can depress the mandible 56
can despise so entirely 297
can destroy an opponent 54
can destroy an otherwise 305
can destroy or diminish 94
can destroy or seriously 70
can destroy or severely 62
can destroy the accuracy 65
can destroy the activity 50
can destroy the american 102
can destroy the appetite 44
can destroy the barriers 43
can destroy the business 50
can destroy the capacity 71
can destroy the contents 114
can destroy the delicate 142
can destroy the economic 74
can destroy the efficacy 107
can destroy the essential 99
can destroy the evidence 253
can destroy the financial 47
can destroy the monopoly 50
can destroy the organism 72
can destroy the original 71
can destroy the physical 95
can destroy the positive 53
can destroy the potential 184
can destroy the strongest 67
can destroy the surpassing 66
can destroy the symmetry 60
can destroy the universe 73
can destroy the validity 179
can destroy the vitality 93
can devalue the currency 55
can develop an accurate 176
can develop an addiction 59
can develop an adequate 357
can develop an algorithm 135
can develop an allergic 81
can develop an analysis 89
can develop an appetite 42
can develop an approach 209
can develop an argument 123
can develop an attitude 298
can develop an economic 70
can develop an emotional 91
can develop an enhanced 41
can develop an entirely 53
can develop an estimate 74
can develop an exercise 54
can develop an explicit 53
can develop an identity 124
can develop an immunity 93
can develop an improved 104
can develop an increased 198
can develop an industry 85
can develop an infection 78
can develop an informed 57
can develop an instinct 101
can develop an interest 335
can develop an internal 165
can develop an intimate 110
can develop an original 42
can develop in adulthood 90
can develop in children 511
can develop in complete 49
can develop in families 42
can develop in isolation 208
can develop in parallel 74
can develop in patients 1502
can develop in response 596
can develop in students 66
can develop in yourself 81
can develop or maintain 88
can develop the argument 62
can develop the attitude 118
can develop the business 79
can develop the capacity 1029
can develop the concepts 68
can develop the condition 61
can develop the critical 57
can develop the economic 50
can develop the energies 43
can develop the equations 72
can develop the personal 49
can develop the physical 44
can develop the positive 54
can develop the potential 226
can develop the practice 57
can develop the required 476
can develop the software 59
can develop the specific 58
can develop the strategy 41
can develop the symptoms 68
can develop to adulthood 49
can develop to maturity 231
can diagnose the condition 243
can diagnose the presence 194
can diagnose the problems 55
can diagnose the situation 83
can dictate the contents 40
can dictate the decisions 64
can dictate the direction 103
can dictate the policies 61
can dictate the questions 52
can diffuse the benefits 50
can diffuse the situation 83
can discern an essential 40
can discern an intention 40
can discern an underlying 207
can discern no compelling 168
can discern no evidence 61
can discern the beautiful 60
can discern the beginnings 397
can discern the boundary 42
can discern the contours 80
can discern the critical 41
can discern the direction 130
can discern the elements 156
can discern the essential 112
can discern the evolution 44
can discern the immediate 87
can discern the infinite 53
can discern the internal 56
can discern the movement 62
can discern the operation 113
can discern the original 76
can discern the outlines 585
can discern the potential 46
can discern the presence 340
can discern the progress 44
can discern the relations 44
can discern the relative 90
can discern the smallest 57
can discern the ultimate 77
can discern the underlying 137
can discuss it tomorrow 404
can discuss the absolute 79
can discuss the benefits 84
can discuss the business 60
can discuss the conflict 43
can discuss the contents 65
can discuss the economic 43
can discuss the evolution 53
can discuss the financial 51
can discuss the incident 55
can discuss the physical 63
can discuss the possible 150
can discuss the potential 71
can discuss the problems 542
can discuss the progress 65
can discuss the proposal 57
can discuss the questions 168
can discuss the realities 53
can discuss the relative 204
can discuss the situation 816
can discuss the specific 132
can discuss the treatment 74
can discuss the validity 53
can dismiss an employee 210
can dismiss the argument 60
can dismiss the employee 69
can dismiss the ministry 63
can display an infinite 86
can display the complete 86
can display the contents 1247
can display the document 163
can display the original 52
can display the pictures 40
can dispose of personal 63
can dispose of property 573
can dispose of unwanted 67
can dispose the infinite 40
can dispute the accuracy 92
can dispute the enormous 48
can dispute the validity 97
can disrupt an otherwise 68
can disrupt the delicate 189
can disrupt the formation 92
can disrupt the functioning 308
can disrupt the operation 155
can distort an otherwise 41
can distort the accuracy 66
can distort the analysis 95
can distort the apparent 76
can distort the electron 52
can distort the intended 44
can distort the magnetic 58
can distort the molecule 144
can distort the original 117
can distort the relative 78
can distort the situation 41
can distort the underlying 41
can disturb the analysis 41
can disturb the delicate 148
can disturb the functioning 81
can disturb the hallowed 45
can disturb the internal 42
can disturb the operation 80
can disturb the serenity 83
can disturb the tranquil 87
can dwindle we encircle 63
can educate my children 64
can educate the children 92
can elevate the condition 55
can embrace the infinite 65
can embrace the totality 100
can embrace the universe 40
can empower or authorize 46
can encrypt the password 72
can endanger the security 103
can endanger the survival 58
can enforce the contract 1659
can enforce the covenant 301
can enforce the execution 68
can enforce the judgment 139
can enforce the mortgage 53
can enforce the security 113
can engender no illusions 101
can enhance an otherwise 48
can enhance or diminish 1674
can enhance or maintain 44
can enhance or restrict 88
can enhance or suppress 580
can enhance the academic 52
can enhance the accuracy 294
can enhance the activity 382
can enhance the analysis 67
can enhance the apparent 53
can enhance the audience 43
can enhance the authority 46
can enhance the autonomy 42
can enhance the bargaining 49
can enhance the benefits 215
can enhance the business 47
can enhance the capacity 440
can enhance the children 58
can enhance the clinical 66
can enhance the clinician 82
can enhance the contrast 134
can enhance the corrosion 48
can enhance the cultural 44
can enhance the customer 91
can enhance the delivery 144
can enhance the detection 131
can enhance the diffusion 72
can enhance the dramatic 62
can enhance the economic 138
can enhance the education 87
can enhance the efficacy 281
can enhance the emotional 94
can enhance the formation 146
can enhance the functioning 156
can enhance the interest 75
can enhance the internal 78
can enhance the mobility 76
can enhance the movement 40
can enhance the operation 103
can enhance the oxidation 46
can enhance the personal 69
can enhance the physical 106
can enhance the positive 172
can enhance the potential 698
can enhance the practice 177
can enhance the precision 58
can enhance the prestige 106
can enhance the quantity 42
can enhance the recovery 103
can enhance the relative 46
can enhance the response 239
can enhance the retention 47
can enhance the richness 47
can enhance the security 322
can enhance the standard 102
can enhance the students 97
can enhance the survival 153
can enhance the synthesis 52
can enhance the tendency 41
can enhance the toxicity 95
can enhance the transfer 58
can enhance the treatment 183
can enhance the validity 205
can enhance the viability 68
can enlarge in response 52
can enlarge or contract 151
can enlarge or diminish 377
can enlarge or restrict 41
can enlarge the capacity 65
can enlarge the horizons 45
can enliven an otherwise 58
can entrain the circadian 121
can equally be achieved 93
can equally be directed 54
can equally be employed 89
can equally be expected 41
can equally be extended 53
can equally be observed 90
can equally be obtained 107
can equally be produced 52
can equally be referred 40
can equally be regarded 465
can equally be rendered 40
can examine the accuracy 66
can examine the benefits 49
can examine the complete 49
can examine the computer 48
can examine the condition 105
can examine the contents 847
can examine the cultural 44
can examine the detailed 62
can examine the document 50
can examine the dynamics 82
can examine the economic 63
can examine the elements 47
can examine the evidence 417
can examine the evolution 100
can examine the financial 46
can examine the internal 121
can examine the legality 87
can examine the materials 68
can examine the operation 86
can examine the original 150
can examine the patterns 81
can examine the physical 141
can examine the pictures 45
can examine the possible 148
can examine the potential 235
can examine the problems 130
can examine the products 55
can examine the progress 55
can examine the proposed 105
can examine the relations 67
can examine the relative 289
can examine the relevant 67
can examine the response 105
can examine the sentence 51
can examine the sequence 52
can examine the situation 273
can examine the specific 164
can examine the spectrum 63
can examine the standard 83
can examine the temporal 40
can examine the totality 40
can examine the underlying 161
can examine the validity 213
can examine the variables 48
can exchange the products 61
can exclude or restrict 56
can exclude the diagnosis 78
can exclude the evidence 81
can exclude the presence 282
can execute an operation 46
can execute in parallel 2078
can execute on multiple 49
can execute the commands 208
can execute the judgment 44
can execute the operation 52
can execute the programs 59
can execute the required 107
can exhaust or diminish 41
can exhaust the infinite 52
can exhaust the patience 42
can exhaust the possible 46
can exhaust the richness 43
can exhibit the property 42
can explain an observed 115
can explain an otherwise 47
can explain it properly 104
can explain my pecuniary 51
can explain my presence 44
can explain no property 77
can explain or describe 117
can explain the abnormal 76
can explain the absolute 85
can explain the activity 57
can explain the adaptive 40
can explain the american 140
can explain the apparent 754
can explain the attitude 101
can explain the benefits 155
can explain the business 90
can explain the capacity 43
can explain the chemical 48
can explain the clinical 110
can explain the collapse 53
can explain the complete 86
can explain the concepts 101
can explain the condition 79
can explain the conflict 61
can explain the confusion 56
can explain the constant 71
can explain the contents 52
can explain the continuing 92
can explain the contrast 140
can explain the decisions 46
can explain the decreased 45
can explain the detailed 41
can explain the deviations 52
can explain the direction 74
can explain the dramatic 112
can explain the dynamics 235
can explain the economic 126
can explain the efficacy 50
can explain the elements 40
can explain the elevated 86
can explain the enhanced 134
can explain the enormous 131
can explain the enthusiasm 115
can explain the essential 191
can explain the evidence 130
can explain the evolution 503
can explain the expansion 55
can explain the formation 819
can explain the frequent 166
can explain the functioning 62
can explain the functions 53
can explain the immunity 50
can explain the increased 617
can explain the infinite 40
can explain the initiation 49
can explain the interest 118
can explain the internal 47
can explain the japanese 42
can explain the magnetic 41
can explain the majority 119
can explain the movement 227
can explain the multiple 95
can explain the negative 179
can explain the numerous 76
can explain the observed 6936
can explain the operation 174
can explain the original 96
can explain the otherwise 135
can explain the outcomes 42
can explain the patterns 196
can explain the physical 152
can explain the positive 191
can explain the possible 123
can explain the potential 107
can explain the practice 57
can explain the presence 1205
can explain the prevailing 43
can explain the problems 179
can explain the profound 50
can explain the progress 72
can explain the purposes 45
can explain the rapidity 66
can explain the rationale 253
can explain the reduction 134
can explain the rejection 59
can explain the relations 56
can explain the relative 800
can explain the relevant 51
can explain the religious 62
can explain the reported 47
can explain the response 57
can explain the retention 52
can explain the selection 78
can explain the sequence 87
can explain the services 46
can explain the severity 56
can explain the simplest 78
can explain the situation 1056
can explain the specific 256
can explain the spectral 44
can explain the surprising 56
can explain the survival 99
can explain the symptoms 234
can explain the temporal 61
can explain the tenacity 44
can explain the tendency 213
can explain the totality 64
can explain the transfer 50
can explain the ultimate 56
can explain the underlying 190
can explain the universe 225
can explain the validity 60
can explain the variations 298
can explain to children 77
can explain to patients 42
can explain to students 148
can explain to yourself 134
can exploit the benefits 165
can exploit the inherent 73
can exploit the internet 77
can exploit the potential 552
can exploit the presence 64
can exploit the resource 56
can exploit the situation 238
can exploit the spectral 134
can exploit the symmetry 70
can explore the beautiful 60
can explore the benefits 41
can explore the concepts 47
can explore the contents 74
can explore the dynamics 90
can explore the internet 107
can explore the physical 64
can explore the possible 134
can explore the potential 428
can explore the problems 66
can explore the relations 54
can explore the relative 62
can explore the situation 74
can explore the underlying 104
can explore the universe 104
can express an attitude 83
can express an infinite 112
can express an interest 106
can express in detached 48
can express it directly 76
can express my condition 70
can express my surprise 117
can express no definite 56
can express no otherwise 94
can express or conceive 91
can express or describe 49
can express the absolute 105
can express the argument 65
can express the beautiful 67
can express the boundary 67
can express the capacity 59
can express the chemical 135
can express the complete 70
can express the condition 325
can express the constant 40
can express the critical 54
can express the distance 171
can express the dominant 41
can express the electric 195
can express the electron 85
can express the elements 75
can express the emotional 255
can express the enormity 54
can express the enthusiasm 41
can express the equality 56
can express the equations 99
can express the essential 116
can express the expected 426
can express the fullness 74
can express the greatness 110
can express the infinite 131
can express the integral 219
can express the interest 42
can express the internal 73
can express the magnetic 116
can express the marginal 85
can express the momentum 62
can express the observed 137
can express the operation 44
can express the original 82
can express the partition 45
can express the physical 61
can express the positive 45
can express the potential 454
can express the pressure 135
can express the profound 49
can express the property 60
can express the prospect 55
can express the quantity 100
can express the received 99
can express the relations 119
can express the relative 218
can express the relevant 51
can express the required 131
can express the response 149
can express the scattering 124
can express the sensation 70
can express the situation 137
can express the smallest 72
can express the specific 92
can express the spectral 99
can express the standard 135
can express the surprise 93
can express the terrible 60
can express the totality 41
can express the transfer 74
can express the ultimate 68
can express the velocity 258
can extract an electron 41
can extract the contents 113
can extract the elements 62
can extract the essential 81
can extract the original 63
can extract the relevant 117
can extract the required 129
can feasibly be achieved 56
can feasibly be obtained 44
can feasibly be provided 58
can finally be accepted 76
can finally be achieved 205
can finally be answered 85
can finally be arrested 79
can finally be assessed 52
can finally be attained 52
can finally be computed 56
can finally be obtained 298
can finally be overcome 142
can finally be produced 55
can finally be resolved 226
can finance the expansion 94
can finance the purchase 374
can flatter or transmit 42
can foresee an objection 45
can foresee or foretell 143
can foresee the direction 50
can foresee the eventual 78
can foresee the possible 151
can foresee the potential 49
can foresee the probable 117
can foresee the problems 74
can foresee the ultimate 212
can forgive the offender 59
can fulfill the american 109
can fulfill the condition 109
can fulfill the contract 96
can fulfill the functions 230
can fulfill the potential 47
can fulfill the promises 69
can fulfill the prophecy 47
can fulfill the purposes 99
can fulfill the requests 69
can fulfill the required 67
can function as antigens 94
can function as barriers 73
can function as carriers 64
can function as chemical 86
can function as complete 53
can function as critical 48
can function as cultural 52
can function as electron 229
can function as elements 42
can function as evidence 113
can function as hydrogen 48
can function as indirect 55
can function as intended 202
can function as mediators 66
can function as negative 46
can function as positive 124
can function as powerful 108
can function as premises 52
can function as separate 76
can function as subjects 364
can function as symbolic 53
can function as valuable 46
can function as vehicles 62
can function in complete 42
can function in everyday 59
can function in isolation 289
can function in multiple 72
can function in parallel 259
can function in practice 57
can function to maintain 176
can function to preserve 59
can function to regulate 66
can function to strengthen 43
can furnish an accurate 81
can furnish an adequate 574
can furnish an argument 53
can furnish an instance 495
can furnish an original 51
can furnish no adequate 123
can furnish no argument 145
can furnish no criterion 100
can furnish no definite 49
can furnish no evidence 257
can furnish no parallel 1040
can furnish the evidence 52
can furnish the materials 162
can furnish the organism 57
can furnish the required 412
can gainsay the accuracy 54
can glimpse the beginnings 143
can glimpse the outlines 116
can gratify no curiosity 78
can gratify the curiosity 93
can harmony be achieved 54
can harness the benefits 42
can harness the energies 176
can harness the enormous 89
can harness the potential 131
can however be accepted 52
can however be achieved 201
can however be combined 46
can however be detected 147
can however be employed 63
can however be expected 147
can however be extended 182
can however be improved 109
can however be increased 85
can however be inferred 81
can however be modified 109
can however be observed 151
can however be obtained 669
can however be overcome 196
can however be prepared 56
can however be produced 69
can however be properly 252
can however be provided 52
can however be regarded 127
can however be replaced 55
can however be resolved 63
can imagine an american 288
can imagine an argument 157
can imagine an audience 165
can imagine an elephant 52
can imagine an enormous 43
can imagine an idealized 42
can imagine an infinite 346
can imagine an infinity 65
can imagine an isolated 48
can imagine an objection 55
can imagine an objector 121
can imagine an observer 62
can imagine an organism 47
can imagine as possible 168
can imagine in humanism 59
can imagine is possible 181
can imagine it possible 325
can imagine my condition 58
can imagine my confusion 70
can imagine my distress 185
can imagine my interest 54
can imagine my response 49
can imagine my situation 80
can imagine my surprise 4573
can imagine no calamity 123
can imagine no condition 112
can imagine no possible 307
can imagine no situation 60
can imagine of goodness 114
can imagine on commerce 210
can imagine or conceive 473
can imagine or describe 169
can imagine or remember 46
can imagine so entangled 41
can imagine the activity 46
can imagine the agitation 58
can imagine the american 99
can imagine the applause 83
can imagine the argument 92
can imagine the attention 61
can imagine the attitude 122
can imagine the audience 106
can imagine the beautiful 85
can imagine the benefits 71
can imagine the breathless 48
can imagine the builders 45
can imagine the challenge 97
can imagine the children 137
can imagine the comments 111
can imagine the commotion 187
can imagine the complete 43
can imagine the composer 75
can imagine the condition 648
can imagine the conflict 195
can imagine the confused 44
can imagine the confusion 995
can imagine the constant 77
can imagine the contempt 74
can imagine the contrast 127
can imagine the curiosity 80
can imagine the darkness 44
can imagine the delicacy 55
can imagine the depressing 42
can imagine the distance 42
can imagine the distress 267
can imagine the downcast 64
can imagine the dramatic 75
can imagine the eagerness 237
can imagine the economic 62
can imagine the electron 128
can imagine the emotional 169
can imagine the enormity 44
can imagine the enormous 329
can imagine the enthusiasm 415
can imagine the evolution 40
