cabal and mingle religious 153
cases has been employed 54
cases has been entirely 108
cases has been examined 219
cases has been extended 141
cases has been followed 272
cases has been included 91
cases has been increased 138
cases has been mentioned 92
cases has been modified 58
cases has been observed 382
cases has been obtained 140
cases has been prepared 56
cases has been produced 55
cases has been proposed 109
cases has been provided 140
cases has been recently 63
cases has been recorded 248
cases has been referred 114
cases has been regarded 57
cases has been rejected 79
cases has been replaced 86
cases has been reported 3209
cases has been resolved 44
cases has been reversed 69
cases has been reviewed 55
cases has been selected 114
cases has been severely 59
cases has been somewhat 66
cases has been specially 93
cases has been stressed 49
cases has been supposed 40
cases has been variously 63
cases has been verified 57
cases has only recently 45
cases may have actually 51
cases may have increased 55
cases may have involved 144
cases may have occurred 547
cases may have resulted 156
cases may show evidence 41
cases not even possible 54
cases one must consider 188
cases one must maintain 41
cases one must remember 81
cases put into practice 50
cases than among controls 210
cases than those mentioned 210
cases than those obtained 53
cases that also involved 55
cases that come directly 44
cases that ever occurred 53
cases that have actually 244
cases that have affected 100
cases that have analyzed 82
cases that have approved 41
cases that have directly 64
cases that have examined 86
cases that have expanded 50
cases that have extended 65
cases that have followed 722
cases that have happened 190
cases that have involved 331
cases that have occurred 2396
cases that have preceded 53
cases that have produced 46
cases that have provided 50
cases that have received 535
cases that have recently 262
cases that have referred 95
cases that have rejected 84
cases that have remained 111
cases that have required 110
cases that have resisted 269
cases that have resulted 334
cases that have suffered 51
cases that have surfaced 238
cases that have survived 197
cases that make headlines 46
cases that need attention 118
cases that seem hopeless 59
cases that show evidence 47
cases that such property 70
cases that were accepted 57
cases that were actually 276
cases that were admitted 100
cases that were analyzed 146
cases that were assigned 130
cases that were believed 50
cases that were dangerous 42
cases that were declined 66
cases that were detected 72
cases that were diagnosed 253
cases that were directly 43
cases that were disposed 285
cases that were examined 307
cases that were excluded 74
cases that were followed 169
cases that were formerly 196
cases that were hopeless 49
cases that were included 107
cases that were initially 153
cases that were initiated 89
cases that were mentioned 75
cases that were observed 205
cases that were operated 171
cases that were positive 70
cases that were probably 59
cases that were recorded 107
cases that were referred 475
cases that were rejected 92
cases that were relevant 42
cases that were reported 784
cases that were resolved 202
cases that were reversed 49
cases that were reviewed 142
cases that were selected 189
cases that were supposed 120
cases that will exercise 47
cases that will probably 53
cases they also provided 50
cases they also received 41
cases they have accepted 69
cases they have achieved 52
cases they have acquired 77
cases they have actually 260
cases they have entirely 55
cases they have examined 47
cases they have followed 46
cases they have increased 88
cases they have observed 95
cases they have obtained 60
cases they have occurred 57
cases they have operated 40
cases they have probably 75
cases they have produced 119
cases they have provided 99
cases they have received 157
cases they have recourse 52
cases they have rejected 52
cases they have remained 116
cases they have replaced 60
cases they have resulted 117
cases they have retained 51
cases they have suffered 71
cases they have survived 47
cases they were actually 392
cases they were admitted 41
cases they were assigned 62
cases they were assisted 51
cases they were composed 53
cases they were confined 55
cases they were deprived 50
cases they were designed 116
cases they were directed 62
cases they were directly 77
cases they were employed 116
cases they were entirely 95
cases they were entitled 40
cases they were expected 64
cases they were governed 67
cases they were inclined 47
cases they were indebted 62
cases they were inspired 43
cases they were intended 78
cases they were involved 138
cases they were mistaken 41
cases they were observed 76
cases they were obtained 55
cases they were obviously 46
cases they were prepared 76
cases they were probably 407
cases they were produced 60
cases they were provided 85
cases they were punished 50
cases they were recorded 40
cases they were referred 50
cases they were regarded 72
cases they were replaced 137
cases they were reported 53
cases they were required 213
cases they were returned 46
cases they were selected 56
cases they were situated 74
cases they were slightly 41
cases they were summoned 53
cases they were supplied 48
cases they were supposed 48
cases they will actually 53
cases they will continue 46
cases they will probably 132
cases this also involves 43
cases this will probably 105
cases too much attention 57
cases was made possible 57
cases was only slightly 57
cases was there complete 57
cases was there evidence 295
cases was there involved 41
cases who have received 62
cases who have suffered 41
cases who have survived 41
cases who were admitted 66
cases who were diagnosed 65
cases who were followed 54
cases who were operated 57
cases who were referred 55
cases with clear evidence 58
cases with good clinical 46
cases with great accuracy 71
cases with great interest 51
cases with great precision 51
cases with great rapidity 102
cases with mild symptoms 135
cases with more advanced 76
cases with only moderate 53
cases with their families 72
cases with these symptoms 78
cases with those obtained 71
cases you have mentioned 97
cases you have observed 86
cases you will discover 89
cases you will probably 236
casks and other articles 48
casks had been bartered 61
caste and other backward 98
caste and other divisions 45
caste and other religious 303
caste are more powerful 53
casting her eyes downward 301
casting his eyes downward 331
casting his eyes greedily 55
casting its rays brightly 49
casting off their garments 63
casting off their shackles 53
casting our eyes downward 67
casting our eyes forwards 45
casts are most commonly 47
casts her eyes downward 92
casts his eyes curiously 60
casts his eyes downward 153
catch all your mistakes 65
catch and hold attention 725
catch and hold interest 175
catch and hold moisture 133
catch with great eagerness 117
catch with true instinct 130
cater for their children 93
cater for their families 48
cater for their immediate 45
cater for their specific 90
cater for these children 59
cater for these students 45
cater for those children 100
cater for young children 44
cation and anion analysis 82
cation and anion channels 74
cation and anion diffusion 78
cation and anion exchanger 262
cation and anion permeable 139
cation and anion positions 50
cation and anion radicals 192
cation has been reported 42
cause all their preachers 50
cause all these problems 177
cause all these symptoms 93
cause all your accounts 298
cause and best treatment 64
cause and cure sickness 52
cause and give judgment 64
cause and just authority 40
cause and must therefore 47
cause and their struggle 41
cause and were prepared 117
cause and were therefore 166
cause and will continue 50
cause and your exertions 42
cause any great hardship 69
cause any great problems 99
cause any great sensation 45
cause any great surprise 188
cause any health problems 365
cause any more problems 414
cause any other problems 169
cause any other symptoms 49
cause any such security 119
cause can have produced 41
cause death from cerebral 40
cause death when injected 214
cause far more problems 349
cause for great distress 111
cause for great optimism 331
cause for great surprise 153
cause for more abundant 44
cause for more optimism 95
cause for much confusion 43
cause for much laughter 92
cause for much optimism 226
cause for some confusion 155
cause for some disquiet 88
cause for some optimism 1170
cause for some surprise 208
cause for some suspicion 108
cause for such apparent 46
cause for such confusion 139
cause for such detention 1745
cause for such extension 895
cause for such failures 68
cause for such marriages 390
cause for such optimism 163
cause for such portents 41
cause for such proceeding 151
cause for such severity 97
cause for such suspicion 125
cause for such symptoms 59
cause for such treatment 174
cause for such variations 45
cause for their children 44
cause for their condition 297
cause for their detention 386
cause for their distress 203
cause for their downfall 42
cause for their failures 42
cause for their formation 176
cause for their immediate 109
cause for their issuance 42
cause for their migration 58
cause for their presence 114
cause for their problems 84
cause for their rebellion 92
cause for their rejection 190
cause for their suspicion 42
cause for their symptoms 1004
cause for their troubles 83
cause for their wrongness 143
cause for these failures 90
cause for these problems 151
cause for these symptoms 875
cause for these variations 104
cause for what happened 105
cause for your symptoms 256
cause had been advanced 91
cause had been assigned 88
cause had been betrayed 328
cause had been defended 45
cause had been deserted 52
cause had been espoused 229
cause had been properly 78
cause had been referred 99
cause had been rendered 141
cause had been rewarded 40
cause had been severely 43
cause had been unjustly 58
cause had gone straight 45
cause has also received 47
cause has been accepted 112
cause has been acquired 53
cause has been adjudged 66
cause has been advanced 118
cause has been allotted 51
cause has been ascribed 266
cause has been assigned 821
cause has been betrayed 105
cause has been complete 51
cause has been declared 44
cause has been defended 75
cause has been detected 98
cause has been diagnosed 125
cause has been espoused 96
cause has been excluded 213
cause has been isolated 131
cause has been joyfully 59
cause has been mentioned 247
cause has been mistaken 45
cause has been observed 209
cause has been partially 93
cause has been promoted 42
cause has been properly 83
cause has been proposed 205
cause has been referred 169
cause has been remanded 51
cause has been remedied 40
cause has been reported 203
cause has been resolved 44
cause has been signally 49
cause has been supposed 398
cause has been variously 121
cause has been withdrawn 72
cause has only recently 99
cause hath been formerly 71
cause her great distress 80
cause her more distress 44
cause her more problems 58
cause her much distress 65
cause her some distress 40
cause her some problems 83
cause her such distress 119
cause him great distress 186
cause him great personal 50
cause him many problems 97
cause him more distress 45
cause him more problems 90
cause him much distress 95
cause him much surprise 44
cause him some distress 41
cause him some problems 84
cause his best subjects 80
cause long term problems 131
cause may have multiple 64
cause may have operated 178
cause may have produced 220
cause may very probably 67
cause not only confusion 49
cause not only disputes 53
cause not only physical 211
cause that most commonly 53
cause them great distress 136
cause them more problems 68
cause them much distress 44
cause them some problems 42
cause they have embraced 251
cause they have espoused 1378
cause they were advocating 159
cause they were attached 199
cause they were championing 56
cause they were designed 259
cause they were embarked 82
cause they were intended 779
cause they were supporting 185
cause they were supposed 188
cause this hope relieves 161
cause thou hast betrayed 108
cause too many problems 2051
cause too many questions 103
cause too much attention 97
cause too much commotion 127
cause too much conflict 104
cause too much confusion 729
cause too much distress 121
cause too much hardship 114
cause too much pollution 118
cause too much pressure 381
cause too much surprise 256
cause too much suspicion 92
cause was also espoused 65
cause was making progress 72
cause was more probably 48
cause was most probably 68
cause was most profited 42
cause was soon apparent 153
cause was soon espoused 47
cause was soon manifest 48
cause was well examined 47
cause why such materials 48
cause why such property 126
cause why their charters 120
cause why their licenses 61
cause with great alacrity 43
cause with great enthusiasm 103
cause with more enthusiasm 42
cause with more tenacity 142
cause with south carolina 210
cause with such enthusiasm 54
cause with their comrades 67
cause you great distress 271
cause you have embraced 86
cause you have espoused 710
cause you many problems 175
cause you more distress 177
cause you more problems 484
cause you much distress 87
cause you some confusion 158
cause you some distress 113
cause you some headaches 48
cause you some problems 554
cause you some surprise 53
cause you such distress 249
causing all these problems 221
causing all your problems 43
causing and curing sickness 52
causing and will continue 98
causing any more problems 66
causing any other symptoms 49
causing death will probably 55
causing her great distress 230
causing her much distress 68
causing her such distress 90
causing him great distress 182
causing him much distress 78
causing him some problems 45
causing him such distress 75
causing them great distress 70
causing them great hardship 40
causing too many problems 230
causing too much commotion 101
causing too much confusion 96
causing too much distress 58
causing too much hardship 50
causing too much pressure 112
causing too much suspicion 41
causing you some problems 50
causing you such distress 58
caveat has been withdrawn 66
caves and among mountain 94
caves and other deposits 66
caves and other secluded 57
caves and other shelters 62
caves and rock crevices 360
caves and rock fissures 143
caves and rock overhangs 309
caves and rock shelters 11375
caves and their contents 140
caves are very numerous 51
caves that were occupied 81
ceased and been replaced 101
ceased and were followed 58
ceased and were replaced 249
ceased his slow delivery 55
ceased with their presence 85
cedar and other aromatic 137
cedar and other conifers 104
cedar and other valuable 77
cedar and pine branches 81
ceded her north american 40
ceded its north american 49
ceiling and last judgment 135
ceiling and other surfaces 61
ceiling and wall finishes 149
ceiling and wall fixtures 158
ceiling and wall materials 69
ceiling and wall surfaces 514
ceiling for wage increases 80
ceiling had been designed 47
ceiling had been replaced 42
ceiling has been exceeded 46
ceiling has been increased 65
ceiling has been replaced 68
ceiling has been restored 96
ceiling was very beautiful 54
ceiling with dark polished 151
cello and bass clarinet 52
cells and also contains 44
cells and also increases 65
cells and also inhibits 58
cells and cell clusters 835
cells and cell colonies 74
cells and cell contents 180
cells and cell cultures 102
cells and cell detritus 98
cells and cell extracts 500
