cake cream cheese hamburger 84
come only through sacrifice 64
come only through spiritual 48
come over sunday afternoon 127
come over without passports 110
come upon something important 65
coming down through generation 45
coming from another apartment 58
coming from greater distances 105
coming from higher altitudes 40
coming from higher latitudes 130
coming from inside themselves 78
coming from member countries 54
coming from muslim countries 189
coming from outlying districts 44
coming from places suspected 43
coming from random directions 47
coming from twenty different 41
coming from various countries 821
coming from various different 41
coming from various directions 907
coming from various districts 62
coming from various provinces 54
coming from vastly different 94
coming from widely different 247
coming from widely divergent 41
coming from widely scattered 91
coming from widely separated 542
coming into active existence 43
coming into active opposition 44
coming into actual existence 89
coming into actual possession 79
coming into almost universal 83
coming into public ownership 41
coming into repute throughout 44
copy made without permission 57
cost data become available 102
cost will almost certainly 120
crew were killed instantly 128
crew were washed overboard 171
crew will almost certainly 46
cues during speech perception 60
cure those mutual jealousies 71
