cabbage into quarters and 107
clients have problems with 132
clients have reported that 367
clients make decisions and 58
clients make decisions that 129
clients seek treatment for 66
clients were compared with 89
clients were diagnosed with 65
clients were eligible for 57
clients were informed that 123
clients were provided with 114
clients were referred for 103
clients were selected for 54
clients when compared with 49
clients will probably not 42
climate less rigorous than 49
climate more agreeable than 77
climate more moderate than 49
climate more rigorous than 85
climate more suitable for 120
climate most suitable for 131
climate were suitable for 185
climate when compared with 63
climbed back upstairs and 53
climbed over boulders and 49
clinics have reported that 160
clipped gray mustache and 49
closely held business and 354
closely held business are 151
closely held business can 187
closely held business for 402
closely held business has 98
closely held business may 327
closely held business real 227
closely held business that 636
closely held business use 70
closely held business was 66
closely held business with 115
closely into communion with 123
closely into relations with 64
closely knit economic and 83
closely knit families and 67
closely those obtained for 49
closely those obtained with 57
closest living relative and 110
closest living relative was 69
closest male relative and 64
closest male relative was 93
clouded their judgment and 56
cluster size increases with 69
clutching their children and 120
clutching their stomachs and 89
coaches were dangerous things 47
coaches were equipped with 75
coaches were provided for 59
coastal areas suitable for 71
coastal north carolina and 231
coastal south carolina and 960
coasted along portugal and 45
coconut milk essential for 126
codicil duly executed and 55
cohorts were indicted for 52
colitis during treatment with 48
collect data required for 82
collect data suitable for 56
collect full benefits for 58
collect more accurate and 45
collect more detailed and 68
collect more evidence and 48
collect more evidence for 40
collect some firewood and 45
collect some materials for 101
collect such materials for 62
collect their children and 144
collect their families and 146
collect their materials and 80
collect their memories and 43
collect their property and 49
collect their revenues and 49
collect their salaries and 103
collect these articles and 48
collect these materials and 75
college health services and 84
college health services are 73
college were compared with 51
college will probably not 60
college work required for 138
colonel ever offended her 46
colonial iron industry was 81
colonial land policies and 61
colonial north carolina and 67
colonial north carolina was 60
colonial south carolina and 175
colonial south carolina was 100
colored bird flutters out 53
colored knee breeches and 48
columns were designed for 52
columns were employed for 61
columns were equipped with 53
columns were occupied with 89
columns were overlaid with 45
columns were prepared and 54
columns were prepared for 59
columns were prepared using 53
columns were prepared with 63
columns were provided for 113
columns were provided with 90
columns were replaced with 88
columns were repulsed with 128
columns were reserved for 78
columns were selected for 44
columns were supplied with 60
combating drug addiction and 76
combine some business with 48
combine such lucidity with 47
combine such treatment with 42
combine their business and 41
combine their business with 67
combine their counsels and 61
combine their domestic and 47
combine their economic and 55
combine their energies and 161
combine their energies for 219
combine their exertions for 153
combine their exertions with 100
combine their financial and 41
combine their personal and 41
combine their practice with 53
combine these concepts with 67
combine these elements and 130
combine these elements with 153
combine these equations and 73
combine these equations with 77
combine these functions and 49
combine these functions with 136
combine these insights with 79
combine these materials and 60
combine these materials with 50
combine word processing and 61
combine word processing with 41
combining drug treatment with 45
combining ideas suffices them 47
combining moving pictures with 43
combining these elements and 58
combining these elements with 166
combining these equations and 83
combining these equations with 176
combining these functions with 84
combining these relations with 43
comfort from reflecting that 148
comfort their children and 49
comfort their children with 100
comfort when compared with 115
command also requires that 94
command high salaries and 315
command less attention than 161
command line argument and 143
command line argument for 61
command line argument that 209
command line switches and 263
command line switches are 151
command line switches for 478
command line switches that 402
command line switches you 80
command line whenever you 52
command media attention and 90
command more absolute than 57
command more attention and 497
command more attention than 1779
command more authority and 99
command more authority than 159
command more interest than 117
command over laughter and 137
command over sanskrit and 64
command post exercise was 57
command some attention and 49
command some interest with 55
command their attention and 297
command their children and 361
command their interest and 80
command their services for 73
command wide attention and 45
command will indicate that 44
command your attention and 224
command your bailiffs and 48
command your children and 70
command your highness may 50
command your provosts and 55
command your soldiers that 61
commend your prudence and 40
comment also suggests that 395
comment here suggests that 43
commons having impeached sir 65
commons were enclosed and 92
commons were inflamed with 66
commons were informed that 85
commons were proceeding with 66
commons were sensible that 74
commons were summoned for 70
commute their services for 50
compact disc included with 71
compact form suitable for 96
compact when compared with 130
company also admitted that 98
company also asserted that 54
company also believed that 168
company also believes that 248
company also demanded that 44
company also develops and 65
company also expanded its 159
company also extended its 53
company also increased its 110
company also insisted that 155
company also operates its 47
company also operates two 159
company also produces and 152
company also reported that 258
company deals directly with 97
company dealt directly with 43
company duly convened and 147
company from continuing its 80
company from exercising its 117
company from fulfilling its 43
company from liability for 1708
company from performing its 67
company from proceeding with 265
company from purchasing any 56
company from purchasing its 64
company from yourself and 63
company have complied with 47
company having remarked that 57
company here remarked that 49
company into conflict with 125
company like standard oil 66
company made provision for 76
company more agreeable than 56
company more definite than 183
company more flexible and 46
company more numerous than 43
company more valuable than 43
company must consider all 57
company must consider how 71
company must consider its 174
company must disclose all 75
company must disclose any 109
company must disclose its 106
company must disclose that 70
company must evaluate its 99
company must exercise its 49
company must identify and 55
company must identify its 75
company must maintain its 139
company must negotiate with 49
company must register its 89
company must register with 201
company must remember that 95
company soon expanded its 42
company upon condition that 145
company went bankrupt and 825
company were arrested and 110
company were arrested for 41
company were attacked with 57
company were equipped with 47
company were exchanged for 44
company were indebted for 40
company were indicted for 59
company were indulged with 56
company were informed that 81
company were prepared for 55
company were provided with 92
company were received with 73
company were selected for 56
company were supplied with 120
company were threatened with 46
company when compared with 75
company will conclude that 98
company will continue its 217
company will continue with 52
company will contract with 60
company will exercise its 93
company will maintain its 165
company will maximize its 56
company will normally pay 54
company will probably ask 58
company will probably not 310
company will probably pay 74
company will probably use 52
compare data obtained with 74
compare even remotely with 161
compare their accounts with 121
compare their activity with 88
compare their analysis with 74
compare their approach with 107
compare their attitude with 81
compare their benefits and 53
compare their children with 168
compare their condition with 1062
compare their contents with 127
compare their cottages and 408
compare their decisions and 43
compare their decisions with 84
compare their doctrine with 50
compare their education with 120
compare their outcomes and 53
compare their outcomes with 127
compare their pictures with 63
compare their positions with 150
compare their practice with 89
compare their problems and 54
compare their problems with 47
compare their products and 41
compare their products with 162
compare their programs with 60
compare their progress with 405
compare their response with 63
compare their salaries with 179
compare their services and 48
compare their situation with 865
compare their solutions with 117
compare their students with 54
compare their treatment with 135
compare these accounts with 180
compare these averages with 77
compare these benefits with 115
compare these children with 96
compare these comments with 70
compare these concepts with 68
compare these directly with 55
compare these elements with 74
compare these equations with 669
compare these examples with 411
compare these families with 60
compare these formulas with 87
compare these functions with 66
compare these materials with 56
compare these outcomes with 72
compare these passages with 767
compare these patterns with 217
compare these pictures with 149
compare these pleasures with 43
compare these positions with 61
compare these problems with 56
compare these products with 61
compare these programs with 50
compare these relations with 88
compare these salaries with 55
compare these services with 41
compare these sketches with 42
compare these solutions with 95
compare these speeches with 40
compare these stresses with 64
compare these symptoms with 70
compare these variations with 67
compare those articles with 130
compare what happened with 143
compare your analysis with 234
compare your approach with 58
compare your business with 98
compare your children with 63
compare your comments with 62
compare your condition with 54
compare your decisions with 69
compare your estimate with 139
compare your foreboding with 76
compare your judgment with 54
compare your progress with 143
compare your questions with 88
compare your response with 216
compare your situation with 251
compare your solutions with 133
compare your specimen with 69
comparing data obtained with 82
comparing north american and 57
comparing their accounts with 100
comparing their activity with 45
comparing their children with 71
comparing their condition with 272
comparing their contents with 171
comparing their doctrine and 50
comparing their outcomes with 55
comparing their positions with 138
comparing their products with 59
comparing their progress with 92
comparing their salaries with 58
comparing their situation with 320
comparing these accounts with 131
comparing these articles with 40
comparing these children with 67
comparing these elements with 150
comparing these equations with 222
comparing these examples with 46
comparing these passages with 77
comparing these patients with 56
comparing these patterns with 84
comparing these profiles with 42
comparing these solutions with 56
comparing these symptoms with 43
comparing what happened with 61
comparing your situation with 61
compete more actively for 169
compete more actively with 103
compete more directly for 69
compete more directly with 1135
compete more fiercely for 122
compete more fiercely than 45
compete more fiercely with 74
compete more seriously with 43
compete more violently for 84
compete most directly with 296
compete very seriously with 78
competing more directly with 134
competing most directly with 151
complex also contains two 48
complex also includes two 136
complex data analysis and 124
complex data processing and 67
complex data processing with 62
complex flow patterns and 134
complex flow patterns are 45
complex flow patterns that 157
complex food materials are 66
complex health problems and 111
complex health problems that 107
complex these problems are 43
complex when combined with 49
complex when compared with 638
complex when followed out 47
complex when halogens are 58
compose their pictures with 41
compose their quarrels and 179
compute cash payments for 64
computing cost depletion for 50
computing time compared with 62
computing time increases with 50
computing time required for 903
concealing their contempt for 57
concealing their distress and 76
concealing their identity and 94
concept also accounts for 57
concept also explains why 134
concept also provides for 59
concept also requires that 97
concept also suggests that 251
concept more concrete and 62
concept when compared with 85
concern among citizens and 138
concern among managers and 48
concern among patients and 42
concern among scholars and 97
concern among students and 64
concern over children and 46
concern over economic and 154
concern over education and 46
concern over inflation and 433
concern over pollution and 304
concern over possible long 41
concern over relations with 327
concern over security and 125
concern their relations with 53
concern when children are 165
concern when compared with 255
concert their policies and 139
concert will conclude with 45
condemn more property than 44
condone such activity does 194
conduct grew friskier and 53
conduct here attacked does 40
conduct more dangerous than 145
conduct more frequent and 40
conduct more reckless than 57
conduct some business and 44
conduct some business for 78
conduct some business with 107
conduct such business with 42
conduct their business and 2381
conduct their business are 44
conduct their business for 426
conduct their business has 48
conduct their business than 55
conduct their business that 141
conduct their business with 3706
conduct their campaign with 54
conduct their commerce with 110
conduct their domestic and 86
conduct their economic and 67
conduct their personal and 420
conduct their relations and 132
conduct their relations with 2308
conduct their services and 147
conduct their struggle for 109
conduct union elections and 84
conduct when compared with 69
conduct your business and 370
conduct your business that 130
conduct your business with 177
conduit size required for 45
confers more prestige than 53
confess some surprise that 85
confess their iniquity and 237
confess their misdeeds and 56
confess their mistakes and 70
confide their problems and 42
confine their activity and 50
confine their attention and 85
confine their attention too 57
confine their councils and 53
confine their interest and 49
confirm other evidence that 216
confirm their accuracy and 60
confirm their authority and 50
confirm their identity and 133
confirm their identity with 53
confirm their presence and 105
confirm their property and 44
confirm their suspicion that 442
confirm their validity and 80
confirm those obtained with 142
confirm your diagnosis and 85
confirm your identity and 61
confirm your selection and 92
confirm your suspicion that 301
conform more strictly with 65
conform their policies and 182
confuse these symptoms with 54
confuse your audience and 56
confuse your opponent and 50
confusing when compared with 174
congress also declared that 44
congress made provision for 57
congress were invested with 45
connect lake michigan and 139
connect lake michigan with 366
connect more directly with 265
connect most directly with 97
connect south australia with 78
connect their children with 46
connect their fortunes with 173
connect their premises with 83
connect their products with 42
connect their property with 50
connect their students with 62
connect their symptoms with 42
connect these concepts with 68
connect these journeys with 67
connect these passages with 51
connect these problems with 45
connect these symptoms with 69
connect very directly with 44
connect your computer and 71
connect your computer with 255
connect your keyboard and 45
conquer your idleness and 55
consent also requires that 50
consent form indicating that 340
consent from patients and 251
consent from patients for 133
consent from patients who 54
consent were exchanged for 57
consent were required for 64
consign your property for 100
console lady catherine and 100
consuls been invested with 66
consuls were invested with 119
consult only immediate ease 86
consult some materials that 137
consult their physician and 67
consult their physician for 108
consult their superiors and 42
consult your attorney and 197
consult your attorney for 147
consult your librarian for 44
consult your physician and 376
consult your physician for 737
consult your physician with 43
consume less calories than 50
consume more bandwidth than 94
consume more caffeine than 63
consume more calories and 217
consume more calories per 119
consume more calories than 1621
consume more education than 49
consume more gasoline than 65
consume more services than 74
consume their products and 91
consume three quarters each 51
consuming more calories than 1165
consuming when compared with 76
contact among children and 44
contact among students and 83
contact angle decreases with 105
contact angle increases with 102
contact lens materials and 141
contact lens patients are 56
contact lens solutions and 323
contact lens solutions are 164
contact more intimate than 53
contact their families and 120
contact their physician for 97
contact their senators and 276
contact these agencies for 91
contact time required for 223
contact when compared with 49
contact your attorney and 162
contact your attorney for 61
contact your employer and 149
contact your employer for 69
contact your financial aid 220
contact your librarian who 256
contact your physician and 118
contact your physician for 180
contact your senators and 73
contain clear evidence that 207
contain data elements that 149
contain four calories per 126
contain great potential for 78
contain less caffeine than 78
contain less glycogen than 52
contain less hydrogen and 71
contain less hydrogen than 177
contain less moisture and 67
contain less moisture than 273
contain less nicotine than 65
contain less nitrogen and 71
contain less nitrogen than 277
contain living quarters for 46
contain many articles and 89
contain many articles that 123
contain many beautiful and 158
contain many children who 73
contain many elements and 100
contain many elements that 884
contain many examples and 48
contain many materials that 48
contain many minerals and 58
contain many minerals that 41
contain many mistakes and 68
contain many original and 63
contain many passages that 505
contain many patients who 52
contain many questions that 43
contain many valuable and 100
contain many variables and 52
contain many variables that 98
contain many vitamins and 157
contain more aluminum than 73
contain more caffeine than 198
contain more calories and 46
contain more calories per 104
contain more calories than 372
contain more carotene than 74
contain more children than 59
contain more chromium than 42
contain more collagen than 54
contain more complete and 51
contain more detailed and 153
contain more elements than 589
contain more essential oil 62
contain more fluoride than 75
contain more fluorine than 79
contain more glycogen than 131
contain more hydrogen and 58
contain more hydrogen than 237
contain more manganese than 103
contain more minerals and 54
contain more minerals than 103
contain more moisture and 127
contain more moisture than 593
contain more neutrons than 235
contain more nicotine than 48
contain more nitrates than 46
contain more nitrogen and 185
contain more nitrogen than 695
contain more numerous and 45
contain more positive than 42
contain more potential for 80
contain more problems than 44
contain more proteins than 75
contain more questions than 161
contain more rhetoric than 51
contain more selenium than 59
contain more specific and 46
contain more unknowns than 53
contain more variables than 108
contain more vitamins and 230
