cabin adjoining our state 103
cause anxiety and guilt 95
cause anxiety and panic 140
cause anxiety and worry 104
cause brought him thither 56
cause chronic and acute 129
cause discord and delay 91
cause drought and flood 60
cause exceeds all human 147
cause forehead and hands 44
cause headache and nausea 265
cause hepatic and renal 247
cause himself and others 41
cause pleasure and pride 69
cause present for grave 111
cause private and social 64
cause seasonal hay fever 56
cause sensory and motor 292
cause suffering for others 53
cause surveys and plans 438
cause therefor being shown 135
cause trouble and create 48
cause trouble and delay 163
cause trouble and which 49
cause trouble for others 568
cause trouble for people 281
cause weakness and wasting 86
cause wherein his tongue 42
causing diamonds and pearls 65
causing discord and delay 97
causing expense and delay 84
causing redness and itching 59
causing sensory and motor 48
causing trouble and delay 81
causing trouble for others 155
causing trouble for people 42
causing weakness and wasting 43
caveat against any denial 51
caveat against this piece 98
ceased together with every 68
cedar needles and small 68
cedar western red cedar 209
ceiling heights and floor 141
ceiling painted with stars 100
ceiling studded with stars 110
ceiling windows and doors 48
ceiling windows and glass 53
ceiling windows and sliding 249
ceiling windows that faced 95
ceiling windows that lined 83
cello between her knees 123
cello between his knees 285
cells account for about 460
cells because they carry 42
cells because they could 50
cells contain both types 59
cells contain one large 41
cells contain two forms 47
cells contain two kinds 49
cells contain two types 171
cells express two types 50
cells flatten and spread 45
cells include red blood 45
cells including red blood 62
cells possess two types 43
cells produce and store 116
cells produce two types 80
cells undergo this change 51
cells usually are found 62
cents because his father 42
cents damages and costs 97
cents gondola car chart 111
chafing against its banks 93
chain between his fingers 72
chain between his hands 42
chain branching and chain 184
chain branching and cross 72
chain covered with leather 41
chain letters they could 89
chain process that plans 112
chain rattles off quasi 42
chain reactions can occur 120
chain reactions may occur 41
chain reactions that cause 42
chain reactions that could 90
chain reactions that occur 138
chain reactions that would 61
chair because she could 62
chair between her father 83
chair between his knees 42
chair between his mover 101
chair bottoms and backs 44
chair covered with black 159
chair covered with dirty 47
chair covered with faded 48
chair covered with green 127
chair covered with leather 202
chair covered with white 124
chair forward and leaned 95
chair forward and seated 60
chair forward and stood 50
chair outside his house 68
chair riddled with balls 89
chair studded with brass 262
chair stunned and dazed 80
chair towards his knees 94
chair twiddling his thumbs 88
chalk between his fingers 128
chalk mixture and opium 105
chalk touched with white 55
change affects that period 164
change because any change 144
change because that would 56
change because they could 251
change because they feared 165
change because they often 43
change because they serve 41
change because they would 288
change because you change 101
change between and within 167
change between one period 42
change between two dates 174
change careers and enter 45
change certain things about 97
change certain things would 44
change control and change 123
change efforts are often 116
change everything they touch 41
change federal and state 126
change herself and others 51
change however has taken 55
change position and shape 166
change process and change 143
change process can begin 69
change process that takes 85
change process that would 143
change quickly and easily 361
change quickly and often 323
change rapidly and often 320
change rapidly and others 44
change rapidly and where 94
change rapidly with change 116
change rapidly with changing 94
change rapidly with small 153
change society and social 44
changing capital and labor 46
changing climate and weather 106
changing culture and changing 63
changing culture and social 113
changing demands and changing 104
changing demands and needs 469
changing demands for goods 50
changing demands for labor 202
changing desires and needs 177
changing economy and changing 59
changing economy and social 92
changing fashions and changing 53
changing federal and state 490
changing manners and mores 46
changing markets and changing 129
changing material and social 328
changing medical and social 133
changing national and local 217
changing national and world 332
changing natural and human 131
changing natural and social 400
changing position and shape 52
changing rapidly and where 63
changing society and changing 97
changing society and world 268
charm against all kinds 86
charm against its power 76
charm perhaps due rather 56
chart outlining all parts 231
chasm between his inner 44
chasm between long ranks 55
chasm between that which 50
chasm between them which 63
chasm between this pagan 42
chasm between this world 81
chasm between two hills 42
chasm between two rocks 81
chasm dropped its sheer 42
check against any abuse 84
check between his fingers 93
check dosages and nursing 91
check federal and state 86
check gradual and growing 53
check windows and doors 98
cheek against her belly 139
cheek against her bosom 109
cheek against her breast 323
cheek against her cheek 235
cheek against her chest 81
cheek against her father 143
cheek against her hands 58
cheek against her knees 103
cheek against her mother 1063
cheek against her silky 159
cheek against her smooth 114
cheek against his breast 265
cheek against his broad 338
cheek against his brown 53
cheek against his cheek 411
cheek against his chest 9671
cheek against his father 143
cheek against his fingers 74
cheek against his mother 127
cheek against his naked 54
cheek against his rough 223
cheek against his shirt 261
cheek against his silky 48
cheek against his smooth 86
cheek against his strong 71
cheek against his throat 84
cheek against its rough 84
cheek against its smooth 71
cheek excision for upper 189
cheek flushed and paled 87
cheek pouches and store 94
cheek pouches for storing 105
cheek pouches with seeds 50
cheek touched with flame 57
chert nodules and bands 105
chest against her breast 58
chest against her cheek 212
chest against her naked 48
chest covered with black 81
chest covered with blood 230
chest covered with curly 50
chest covered with white 46
chest swelled with pride 1627
chest swollen with pride 43
chest tightly and shaking 47
chewing insects and sucking 103
chewing tobacco and betel 147
chewing tobacco and dipping 134
chewing tobacco and looking 66
chewing tobacco and smoking 301
chewing tobacco and snuff 2978
chewing tobacco and talking 105
chewing tobacco and telling 40
chewing tobacco can cause 46
chews tobacco and spits 67
chewy texture and nutty 69
chick embryos and chick 45
chick embryos and found 176
chief adviser and agent 45
chief adviser and began 65
chief adviser and prime 59
chief anxiety was about 209
chief arrived this morning 99
chief beauties that ought 63
chief because they owned 62
chief blessings are within 77
chief blessings for which 42
chief captain and leader 61
chief clapped his hands 164
chief command and lower 67
chief command was given 820
chief command was taken 59
chief concern was about 209
chief concern was getting 99
chief concern was keeping 50
chief concern was still 279
chief concern was trade 83
chief concern with every 63
chief counsel and chief 47
chief counsel and staff 569
chief covered with glory 120
chief coveted this honor 65
chief delight and glory 53
chief delight was still 227
chief diseases with which 53
chief division and minor 62
chief engineer and asked 60
chief engineer and chief 724
chief engineer and first 110
chief engineer and later 416
chief engineer and plant 44
chief engineer and sales 58
chief engineer and works 53
chief engineer was still 46
chief engineer who would 41
chief exports are cacao 44
chief exports are cocoa 49
chief exports are copra 89
chief exports are grain 378
chief exports are hides 112
chief exports are still 46
chief exports are sugar 360
chief factors and chief 1417
chief factors that cause 56
chief factors that enter 47
chief founder and first 136
chief function for which 63
chief himself was taken 70
chief imports are grain 78
chief imports are sugar 58
chief justice and chief 273
chief justice and eight 1584
chief justice and judge 260
chief justice and later 60
chief justice and others 99
chief justice and seven 149
chief justice for thirty 42
chief justice had often 80
chief justice had taken 42
chief justice has shown 50
chief justice has voted 47
chief justice roy moore 91
chief justice was given 78
chief justice was still 43
chief justice who would 102
chief justice who wrote 64
chief lowered his voice 45
chief masters has given 53
chief material for clothing 52
chief material with which 45
chief matters with which 54
chief motives for writing 60
chief mounted his horse 105
chief objects for which 571
chief officer and chief 249
chief ordered his people 61
chief persons who would 47
chief pleasure was found 46
chief priests and asked 139
chief priests and judas 70
chief priests and others 175
chief priests and people 105
chief priests for thirty 44
chief problem that faced 48
chief problem was finding 55
chief problem was getting 48
chief problem with which 261
chief purpose for which 1554
chief quality that shows 43
chief question with which 47
chief reliance for reaching 41
chief results are given 68
chief sensory and motor 68
chief subject for study 47
chief traders and chief 70
chief victims are women 62
chief virtues and vices 53
chief witness was again 45
chief writers and works 97
child acquiring his first 53
child admires and loves 49
child against her bosom 65
child against her breast 372
child against her chest 87
child against her father 89
child against her mother 102
child against his breast 75
child against his chest 177
child against his father 187
child against his mother 76
child against its father 69
child against its mother 125
child attains that level 49
child because her father 71
child because her mother 141
child because his father 250
child because his mother 121
child because its mother 46
child because she could 198
child because she feels 78
child because she knows 82
child because she loved 69
child because she loves 102
child because she wants 67
child because she would 106
child because that child 129
child because that would 48
child because they could 88
child because this would 42
child becomes ill while 42
child behavior and adult 62
child behavior and child 447
child behavior and learning 52
child benefit and child 112
child benefit and housing 41
child between her knees 431
child between his knees 441
child between six months 61
child charged with crime 43
child clapped her hands 415
child clapped his hands 279
child clasped her hands 53
child closely for signs 90
child covered with blood 65
child custody and child 1185
child desires his mother 71
child embrace and smile 241
child folders and files 59
child follows his father 93
child follows its mother 120
child forgets all about 43
child gravely and sadly 49
child hygiene and child 118
child language and adult 128
child language and child 65
child manners and child 40
child marriage and caste 97
child marriage and child 289
child marriage and dowry 323
child marriage and widow 304
child marries and leaves 102
child matures and gains 154
child matures and grows 91
child matures and learns 270
child neglect and abuse 8200
child neglect and child 562
child poverty and child 356
child poverty and social 445
child prodigy and later 47
child prodigy who began 110
child prodigy who could 243
child realizes that others 42
child screamed and cried 67
child support and child 834
child support and social 57
child support and would 44
child support are often 50
child support that would 180
child towards her mother 50
child towards his father 207
child towards his mother 125
child towards its father 132
child towards its mother 207
child victims and adult 383
child victims and child 189
child watches his father 40
child watches his mother 77
child welfare and child 2061
child welfare and court 60
child welfare and human 66
child welfare and labor 52
child welfare and legal 154
child welfare and social 1389
child welfare and women 254
child witness who seeks 110
child workers are found 218
chill gallery any longer 72
china cabinet with glass 44
china pitcher and basin 60
china service for eight 106
chine broadly and nearly 70
chink between his fingers 48
choir drowned his voice 118
choir scuffling out again 61
chord members are found 73
chord repeated six times 45
chose between two evils 106
churn between her knees 80
cider diluted with water 48
cider vinegar and honey 888
cider vinegar and lemon 52
cider vinegar and sugar 112
cider vinegar and water 717
cigar against his flesh 47
cigar between his fingers 1841
cigar between his white 51
cigar between two fingers 148
cigar lighter for uncle 40
cited chapter and verse 1838
cited research that shows 45
cited studies that found 68
cites chapter and verse 753
cites research that found 45
cites research that shows 191
civic affairs and local 87
civic affairs and social 104
civic banquet was given 45
civic courage and civic 63
civic culture and civic 65
civic culture and civil 174
civic culture and social 89
civic culture that would 45
civic loyalty and pride 41
civic virtues and moral 43
civic virtues and social 80
civic virtues and vices 47
civil defense and civil 109
civil discord and party 50
civil engineer and author 103
civil engineer and build 43
civil engineer and later 166
civil engineer who built 126
civil engineer who later 49
civil engineer who lived 63
civil engineer who moved 50
civil engineer who would 53
civil freedom and social 89
civil freedom that might 77
civil freedom was again 70
civil lawsuit was filed 72
civil liberty and civil 817
civil liberty and equal 169
civil liberty and human 257
civil liberty and local 48
civil liberty and moral 113
civil liberty and royal 63
civil liberty and social 486
civil liberty and sound 70
civil liberty can exist 59
civil liberty for which 152
civil liberty long after 456
civil marriage and burial 84
civil marriage and civil 224
civil marriage and state 125
civil marriage had taken 49
civil marriage has taken 41
civil marriage nor civil 45
civil matters and could 40
civil offices for which 67
civil penalty for failing 58
civil penalty for fraud 53
civil penalty for which 69
civil religion that would 84
civil religion was never 49
civil religion was saved 60
civil reserve air fleet 101
civil servant and author 150
civil servant and could 40
civil servant and judge 77
civil servant and later 372
civil servant and senior 46
civil servant and social 46
civil servant and state 41
civil servant for every 117
civil servant for thirty 59
civil servant was given 72
civil servant who acted 51
civil servant who could 202
civil servant who feels 52
civil servant who first 49
civil servant who headed 69
civil servant who holds 64
civil servant who knows 75
civil servant who later 137
civil servant who lived 166
civil servant who lives 70
civil servant who makes 47
civil servant who might 75
civil servant who never 57
civil servant who spent 146
civil servant who takes 46
civil servant who tried 42
civil servant who wants 55
civil servant who works 135
civil servant who would 291
civil servant who wrote 148
civil service and armed 1100
civil service and banking 113
civil service and began 59
civil service and civil 384
civil service and could 108
civil service and given 47
civil service and hence 73
civil service and labor 105
civil service and large 72
civil service and later 260
civil service and legal 117
civil service and local 914
civil service and merit 468
civil service and often 59
civil service and others 107
civil service and party 73
civil service and senior 44
civil service and shall 66
civil service and social 138
civil service and state 864
civil service and teaching 600
civil service and trade 94
civil service and under 70
civil service and which 109
civil service and white 70
civil service and within 46
civil service and would 96
civil service are based 61
civil service are given 77
civil service are often 108
civil service are still 106
civil service but rather 42
civil service can never 109
civil service for state 73
civil service for which 137
civil service had begun 75
civil service had grown 116
civil service had never 49
civil service has grown 227
civil service has never 95
civil service has often 58
civil service has taken 64
civil service job after 40
civil service job where 41
civil service law could 45
civil service law shall 46
civil service law under 53
civil service law which 328
civil service law would 67
civil service pay rates 61
civil service pay scale 184
civil service that could 118
civil service that would 262
civil service was about 95
civil service was based 169
civil service was begun 52
civil service was built 92
civil service was drawn 41
civil service was first 176
civil service was given 81
civil service was growing 43
civil service was nearly 41
civil service was never 98
civil service was small 89
civil service was still 294
civil service was taken 145
civil service was thrown 125
civil service was under 123
civil service who shall 61
civil service with party 42
civil service with which 49
civil society and about 52
civil society and action 351
civil society and build 79
civil society and civic 404
civil society and civil 1024
civil society and could 63
civil society and create 88
civil society and creating 52
civil society and donor 78
civil society and ethnic 71
civil society and hence 147
civil society and human 1351
civil society and legal 88
civil society and local 660
civil society and makes 43
civil society and moral 65
civil society and nation 202
civil society and often 47
civil society and others 112
civil society and party 62
civil society and people 93
civil society and social 3465
civil society and state 4802
civil society and strong 97
civil society and total 110
civil society and trade 71
civil society and where 52
civil society and which 243
civil society and within 188
civil society and women 249
civil society and world 106
civil society and would 71
civil society are based 79
civil society are bound 41
civil society are often 370
civil society are still 233
civil society are under 42
civil society but rather 142
civil society can create 47
civil society can easily 43
civil society can exist 84
civil society can never 106
civil society can serve 98
civil society for which 114
civil society had begun 52
civil society has begun 88
civil society has fully 48
civil society has given 90
civil society has grown 212
civil society has never 72
civil society has often 93
civil society has taken 126
civil society his study 55
civil society man could 247
civil society she arose 41
civil society that began 51
civil society that could 430
civil society that gives 52
civil society that lacks 46
civil society that makes 95
civil society that might 177
civil society that takes 51
civil society that would 608
civil society was based 95
civil society was built 48
civil society was first 117
civil society was given 57
civil society was never 92
civil society was pagan 48
civil society was still 125
civil society was strong 46
civil society with strong 49
civil society with which 146
civil wrongful death action 56
claim against all others 62
claim against any party 145
claim against her father 186
claim against her mother 42
claim against him could 68
claim against him shall 166
claim against him under 166
claim against him which 90
claim against him would 119
claim against his father 309
claim against his mother 108
claim against his uncle 47
claim against one party 112
claim against that party 636
claim because that claim 58
claim damages for breach 2343
claim damages for delay 889
claim damages for libel 93
claim kindred with poetry 239
claim respect and honor 56
claim therefor was filed 63
clash between his inner 58
clash between them could 42
clash between them would 55
clash between two basic 51
clash between two forms 91
clash between two kinds 124
clash between two major 92
clash between two modes 61
clash between two people 57
clash between two races 62
clash between two rival 633
clash between two sides 42
clash between two social 103
clash between two strong 156
clash between two types 97
clash between two views 85
clash between two world 189
class against all others 68
class alliance and class 50
class alliance that would 47
class because she could 117
class because she would 88
class because that class 66
class because that would 109
class because they could 288
class because they share 113
class because they would 158
class because this class 52
class brought him again 45
class carriage for which 43
class cleavage and class 48
class content and class 40
class counsel and class 138
class counsel and court 43
class counsel are often 45
class counsel that would 103
class culture and class 187
class culture and social 74
class culture and working 948
class culture for social 54
class culture with which 42
class decided they would 80
class demands for social 175
class derives its power 49
class diagrams and state 203
class division and class 952
class division and social 285
class farmers who owned 41
class harmony and class 149
class harmony and social 108
class husband and father 277
class ideology and class 167
class location and class 265
class loyalty and class 188
class loyalty and trade 40
class manners and mores 185
class members and class 85
class members and others 89
class members are asked 192
class members are bound 209
class members are easily 61
class members are given 179
class members are known 153
class members are often 170
class members that would 184
class members who could 310
class members who might 146
class members who would 611
class members with small 54
class numbers and names 41
class numbers are given 189
class obtains its power 51
class origins and class 314
class origins and social 126
class parents are often 186
class parents who could 364
class parents who lived 42
class parents who would 108
class parties and trade 423
class parties and unions 170
class persons who began 91
class persons who could 115
class picture was taken 100
class pointer can point 59
class position and class 1158
class position and ethnic 186
class position and party 130
class position and power 141
class position and racial 206
class position and social 514
class quizzes and polls 200
class receive too small 88
class recited with honor 103
class research and teaching 42
class schools for girls 121
class society and class 306
class society and state 110
class society and which 41
class society that would 73
class society with which 59
class support for social 142
class teachers and lower 100
class teenage and adult 164
class tensions and social 58
class tickets are never 102
class tickets for paris 195
class vessels with sails 82
class warfare and class 220
class warfare and racial 54
class warfare and social 271
class warfare that would 109
claws adapted for digging 97
cleaning ditches and felling 92
cleaning needles with bleach 47
cleaning solution and rinse 242
cleaning solvent for mopping 63
clearing stations and field 95
cleft between her thighs 513
cleft between his brows 42
cleft between two hills 289
cleft between two large 132
cleft between two rocks 590
cleft between two rocky 47
cleft between two steep 50
cleft emerald and indian 74
cleft overhung with green 66
cleft sinuses and cysts 54
clerk brought him nails 49
clerk snapped his fingers 53
clerk vacates his chair 41
click borders and shading 1215
click compare and merge 173
click indents and spacing 744
click network and sharing 349
cliff dwellings are found 99
cliff dwellings for which 40
cliff sublime and hoary 42
clink glasses and drink 407
cloak covered with stars 70
cloak glitter with laces 60
cloak stepped out within 61
cloak trimmed with black 55
cloak trimmed with knots 47
cloak trimmed with sable 199
cloak trimmed with white 84
clock stopped this morning 46
close against her bosom 224
close against her breast 1274
close against her cheek 298
close against her chest 533
close against her mother 63
close against her sides 176
close against him again 60
close against him until 60
close against him while 235
close against his breast 1326
close against his broad 159
close against his cheek 264
close against his chest 3552
close against his father 135
close against his knees 54
close against his mother 187
close against his sides 277
close against his skull 51
close against its frame 227
close against its sides 103
close against that chest 47
close alliance with athens 54
close alliance with china 81
close alliance with egypt 83
close alliance with either 53
close alliance with henry 200
close alliance with israel 66
close alliance with italy 83
close alliance with james 117
close alliance with japan 94
close alliance with local 64
close alliance with louis 177
close alliance with milan 83
close alliance with russia 1885
close alliance with spain 1071
close alliance with thebes 81
close because they could 316
close betwixt her hairy 122
close bordering this broad 45
close company with others 44
close concert with russia 41
close contact and often 111
close contact and under 78
close contact and unity 113
close contact with adult 76
close contact with alien 167
close contact with anything 70
close contact with arabs 43
close contact with arthur 41
close contact with birds 119
close contact with black 326
close contact with blood 575
close contact with cases 311
close contact with cells 88
close contact with child 59
close contact with china 287
close contact with civil 116
close contact with count 40
close contact with crime 42
close contact with daily 49
close contact with danger 58
close contact with david 90
close contact with egypt 545
close contact with either 557
close contact with enemy 111
close contact with every 578
close contact with facts 60
close contact with father 43
close contact with field 51
close contact with george 116
close contact with girls 127
close contact with glass 42
close contact with greek 567
close contact with henry 72
close contact with hindu 136
close contact with human 1192
close contact with indian 453
close contact with irish 43
close contact with islam 137
close contact with israel 94
close contact with italy 141
close contact with james 88
close contact with japan 60
close contact with jesus 132
close contact with known 88
close contact with labor 78
close contact with large 378
close contact with latin 116
close contact with lenin 77
close contact with local 2709
close contact with loved 83
close contact with lower 40
close contact with major 241
close contact with males 43
close contact with minds 49
close contact with moist 83
close contact with mother 518
close contact with music 48
close contact with nearby 42
close contact with nearly 81
close contact with negro 50
close contact with nehru 64
close contact with nerve 119
close contact with older 127
close contact with others 4137
close contact with paris 151
close contact with party 94
close contact with peers 65
close contact with people 5802
close contact with peter 71
close contact with plant 142
close contact with roman 206
close contact with rural 259
close contact with russia 177
close contact with satan 95
close contact with senior 171
close contact with sheep 206
close contact with small 155
close contact with social 449
close contact with solid 40
close contact with spain 69
close contact with staff 144
close contact with state 393
close contact with strong 93
close contact with swami 49
close contact with swine 42
close contact with thomas 73
close contact with trade 227
close contact with urban 110
close contact with users 274
close contact with water 427
close contact with which 54
close contact with white 1207
close contact with women 1073
close contact with working 215
close contact with world 139
close cropped and oiled 44
close embrace you could 51
close forests and broad 73
close friends and after 97
close friends and aides 41
close friends and asked 56
close friends and began 126
close friends and close 224
close friends and could 60
close friends and found 89
close friends and hunting 89
close friends and later 240
close friends and lived 121
close friends and loved 808
close friends and loyal 160
close friends and never 208
close friends and often 673
close friends and others 279
close friends and peers 226
close friends and people 303
close friends and share 96
close friends and social 117
close friends and spent 517
close friends and still 166
close friends and working 65
close friends and would 358
close friends are aware 41
close friends are often 295
close friends are people 51
close friends are still 107
close friends for about 162
close friends for forty 55
close friends for nearly 123
close friends for thirty 177
close friends had known 45
close friends who could 466
close friends who lived 331
close friends who loved 101
close friends who might 373
close friends who never 93
close friends who often 103
close friends who really 44
close friends who share 362
close friends who spent 47
close friends who visit 45
close friends who would 621
close friends with frank 54
close friends with george 93
close friends with henry 127
close friends with james 65
close friends with others 57
close friends with people 136
close friends with thomas 53
close grained and solid 50
close grained and tough 55
close inquiry his stern 54
close inquiry you would 53
close medical and nursing 254
close relation does exist 40
close relation was found 163
close relation with every 85
close relation with human 49
close relation with others 64
close sleeves and ample 128
close streets are empty 41
close sympathy with every 58
close tightly and blood 42
close together all round 161
close together and about 339
close together and after 53
close together and allow 43
close together and appear 275
close together and began 286
close together and begin 51
close together and bound 225
close together and built 87
close together and carry 118
close together and cause 48
close together and close 769
close together and could 305
close together and cover 194
close together and cross 101
close together and easily 108
close together and enjoy 41
close together and every 100
close together and exert 65
close together and forming 370
close together and hands 66
close together and hence 190
close together and holding 86
close together and keeping 102
close together and large 98
close together and looking 136
close together and makes 109
close together and moved 138
close together and nearly 484
close together and never 63
close together and often 590
close together and others 394
close together and people 115
close together and point 115
close together and quite 209
close together and rather 68
close together and resting 108
close together and running 191
close together and serve 41
close together and share 236
close together and sharing 54
close together and showing 111
close together and small 231
close together and speaking 79
close together and spoke 105
close together and spread 112
close together and stand 112
close together and staring 44
close together and still 217
close together and stood 53
close together and talking 299
close together and tight 44
close together and touch 117
close together and under 276
close together and watch 48
close together and where 453
close together and which 424
close together and whose 40
close together and within 210
close together and would 201
close together are found 91
close together are often 105
close together but never 131
close together but quite 46
close together but still 153
close together can cause 89
close together for about 60
close together for small 107
close together for warmth 2125
close together may cause 117
close together one could 40
close together she could 104
close together that could 42
close together that every 51
close together that night 132
close together that often 49
close together that people 255
close together that thirty 52
close together they appear 140
close together they could 531
close together they might 175
close together they repel 42
close together they stand 144
close together they would 288
close together this morning 119
close together with small 42
close together you could 596
close windows and doors 716
closing address was given 127
closing century had ceased 40
closing drawers and doors 81
closing entries are shown 142
closing entries that would 54
closing windows and doors 853
closing windows and locking 89
clothe congress with power 167
clothe herself with power 51
clothe herself with white 102
clothe himself with flesh 78
clothe himself with skins 84
clothing account for about 54
clothing congress with power 49
clothing covered with blood 94
clothing himself with light 56
clothing slashed with black 66
clothing stained with blood 176
cloths stained with blood 117
cloud because she loves 60
cloud crested with dover 49
cloud forests are found 119
cloud fraction and cloud 74
cloud overhung his whole 49
cloud physics and cloud 113
cloud physics and weather 205
cloud shrouding his eyrie 82
cloud visible for miles 48
cloud weakened her power 43
clove asunder and shied 103
clubs studded with nails 169
clump together and block 127
clump together and stick 109
coach company has power 73
coach covered with black 43
coach started off again 42
coaling stations and bases 160
coaling stations and naval 1312
coaling stations and ports 193
coaling stations for ships 101
coals covered with ashes 151
coals covered with white 42
coast between san diego 209
coast between that place 100
coast extends for about 60
coats trimmed with black 83
cobra expands its frill 110
cocci division may occur 91
coded message that would 52
codes requiring that human 46
coins between his fingers 71
colic pinched and vexed 113
colon bacilli are found 182
color balance and color 125
color doppler and power 232
color forsook her cheek 54
color harmony and color 223
color monitor and color 135
color mottled with black 103
color palette and click 145
color pattern and shape 88
color reactions are given 53
color reactions with iodine 195
color schemes and color 59
color schemes are based 241
color schemes are often 108
color schemes for rooms 156
color spotted with black 43
color spotted with brown 180
color spotted with white 162
color weakness and color 99
combs covered with paper 54
comes between them closing 66
comes between two nouns 146
comes between two people 118
comes forward and calls 175
comes forward and falls 46
comes forward and feels 67
comes forward and gives 369
comes forward and hands 141
comes forward and holds 100
comes forward and joins 84
comes forward and lifts 40
comes forward and looks 55
comes forward and makes 365
comes forward and picks 117
comes forward and pleads 53
comes forward and shows 129
comes forward and speaks 376
comes forward and swears 42
comes forward and takes 576
comes forward and tells 473
comes forward and tries 67
comes forward with plans 67
comes forward with proof 49
comes marriage then comes 69
comes nightly and daily 52
comes nowhere near meeting 53
comes quickly and easily 198
comes quietly and often 42
comes swiftly and easily 44
comes together and falls 42
comes together and feels 50
comes together and flows 115
comes together and forms 172
comes together and makes 100
comes together and works 64
comes together with others 66
comes wherein our savior 196
comma bacilli are found 50
comma between two items 44
comma between two words 44
comma splices and fused 2473
cooking classes for girls 47
cooking classes for women 44
cooking vessels and water 73
cooks wrought both night 49
cooling ascending hot water 57
cooling systems are based 52
cooling systems are often 117
cooling systems are shown 48
cools quickly and forms 60
cools rapidly and forms 46
copying letters and words 153
coral animals that create 40
coral composing this stone 62
coral islands and burning 42
coral islands and coral 99
coral islands and reefs 1159
coral species are found 44
corps because that corps 47
corps marched all night 45
corps resumed its march 53
costs account for about 1392
costs account for nearly 85
costs against any party 182
costs against that party 48
costs because they could 82
costs because they would 169
costs contain both fixed 83
costs include all costs 793
costs include all items 68
costs include all labor 227
costs include any costs 60
costs include both fixed 166
costs usually are lower 40
couch covered with black 40
couch covered with white 43
couch spangled with stars 61
could abandon her child 50
could account for about 1540
could account for anything 119
could account for cases 83
could account for change 82
could account for either 263
could account for every 753
could account for human 360
could account for large 114
could account for later 48
could account for learning 100
could account for lower 103
could account for major 54
could account for motion 70
could account for nearly 276
could account for rapid 60
could account for signs 44
could account for small 49
could account for social 68
could account for women 93
could account for would 41
could achieve both goals 44
could achieve her goals 65
could achieve his goals 302
could achieve its goals 430
could achieve its vision 53
could achieve our goals 82
could achieve that level 66
could achieve this level 129
could achieve this state 91
could achieve this would 40
could achieve two goals 59
could acquire any right 150
could address that issue 46
could address this issue 348
could advance any claim 60
could advance his cause 88
could advance this happy 52
could assuage and soothe 56
could assuage her grief 73
could assuage his grief 144
could assuage his thirst 74
could attempt its utter 51
could attract and repel 43
could attract any woman 47
could balance its books 52
could baptize with water 40
could because they would 54
could believe and trust 153
could believe any longer 175
could believe her father 96
could believe his story 64
could believe his words 52
could believe she could 49
could believe she would 118
could believe that about 65
could believe that after 76
could believe that anything 178
could believe that either 257
could believe that every 136
could believe that heaven 55
could believe that human 205
could believe that jesus 286
could believe that people 138
could believe that scott 62
could believe that story 58
could believe that under 45
could believe that while 43
could believe that women 65
could believe that would 41
could believe they could 61
could believe they would 204
could believe this story 57
could believe this would 46
could believe you could 58
could believe you would 76
could benefit both sides 157
could benefit his people 64
could capture and store 55
could cherish his darling 44
could clarify this issue 81
could clarify this point 156
could collect and carry 55
could collect and spend 90
could collect and store 122
could collect any money 49
could collect his money 111
could combine and unite 79
could combine with either 43
could combine with others 85
could comfort you still 42
could command any pathos 102
could command any price 56
could command for study 45
could command her tongue 74
