call eloquent those who 65
came unbidden from her 61
came unbidden from his 45
came unbidden into her 309
came unbidden into his 468
came undulating along and 51
came upstairs from his 45
came upstairs just then 84
came upstairs there was 48
camp devolved upon them 98
canoe containing three men 102
card contains more than 42
card contains only one 76
card inserted into one 43
care bestowed upon each 213
care bestowed upon her 717
care bestowed upon him 1124
care bestowed upon his 500
care bestowed upon its 757
care bestowed upon our 45
care bestowed upon that 59
care bestowed upon them 4262
care bestowed upon this 426
care detached from her 87
care expended upon them 178
care expenses paid for 143
care extended over him 64
care facility will not 104
care hospital beds and 104
care hospital beds per 59
care includes more than 42
care increased more than 63
care involves caring for 42
care involves more than 441
care lavished upon her 284
care lavished upon him 418
care lavished upon its 98
care lavished upon them 510
care lavished upon this 46
care physician caring for 93
care physician will not 101
care programs have not 244
care programs were not 133
care programs will not 45
care provider caring for 104
care provider must not 150
care provider need not 42
care provider other than 177
care provider when they 177
care provider when you 113
care provider will ask 229
care provider will not 292
care received during this 44
care requires more than 370
care services along with 140
care services have not 286
care services less than 88
care services means that 126
care services more than 237
care services other than 222
care services paid for 360
care services were being 43
care services were not 470
care services when they 304
care services will not 332
care twopence what they 53
care vanished from his 88
caring promotes health and 92
cars shuttled back and 55
case authority dealing with 45
case concerns more than 54
case containing more than 134
case contains more than 79
case contains only one 48
case depended upon its 62
case differed from all 48
case differed from that 585
case differed from this 89
case differed more than 41
case entirely from that 67
case entirely lose that 44
case examples from our 132
case examples show how 137
case examples show that 47
case execution time and 139
case execution time for 354
case exempted from all 137
case fatality rate and 372
case fatality rate can 152
case fatality rate for 2174
case fatality rate has 600
case fatality rate may 317
case fatality rate than 93
case fatality rate that 42
case fatality rate was 2168
case fatality rate with 67
case fatality ratio for 83
case grounded upon any 56
case includes more than 56
case involved more than 321
case involved only one 104
case involved what was 57
case involves less than 45
case involves more than 462
case involves only one 251
case managers were not 142
case managers work with 337
case mentioned just now 42
case occurred among them 47
case occurred more than 71
case possible ways for 56
case presents more than 87
case presents only one 52
case probably will not 139
case processing time and 143
case provided only that 82
case remained open for 62
case reported here was 50
case required more than 92
case requires more than 189
case requires only that 141
case response time for 250
case slightly more than 54
case somewhat less than 51
case somewhat like that 50
case somewhat like this 55
case specially made for 99
case whenever there are 62
case whenever there was 64
cash actually paid out 324
cash admission fees and 62
cash advances from his 49
cash advances from one 163
cash balances from one 102
cash balances held for 198
cash balances will not 46
cash benefits paid out 43
cash benefits when they 50
cash dividend upon its 43
cash expenses other than 62
cash payments made for 361
cash payments other than 49
cash payments were not 622
cash payments when they 44
cash payments will not 64
cash proceeds from its 113
cash receipts book and 289
cash receipts book for 131
cash receipts from all 807
cash receipts from and 85
cash receipts from each 100
cash receipts from this 81
cash receipts other than 121
cash receipts were not 45
cash received from all 229
cash received from any 100
cash received from each 74
cash received from him 96
cash received from his 45
cash received from its 139
cash received from them 100
cash received from this 149
cash register along with 62
cash register open and 56
cash register tape and 459
cash register tape for 58
cash register tape was 54
cash register tape with 79
cash register there was 61
cash register when she 101
cash register when they 53
cash register when you 53
cash reserves were low 44
cash reserves were not 50
cast contempt upon any 258
cast contempt upon him 115
cast contempt upon his 124
cast contempt upon them 169
cast dishonor upon god 82
cast entirely upon his 97
cast reproach upon all 41
cast reproach upon any 139
cast reproach upon god 152
cast reproach upon her 40
cast reproach upon him 131
cast reproach upon his 299
cast reproach upon our 138
cast reproach upon them 197
cast ridicule upon him 224
cast ridicule upon his 308
cast ridicule upon them 157
cast ridicule upon this 109
cast suspicion upon all 320
cast suspicion upon any 117
cast suspicion upon her 200
cast suspicion upon him 517
cast suspicion upon his 522
cast suspicion upon its 225
cast suspicion upon them 187
cast suspicion upon this 57
cast yourself into this 50
cast yourself upon god 49
cast yourself upon him 359
cast yourself upon his 240
cell antigens other than 156
cell containing more than 140
cell containing nothing but 46
cell containing only one 234
cell containing only two 51
cell contains just one 93
cell contains less than 122
cell contains more than 632
cell contains nothing but 77
cell contains only one 2323
cell contains only two 126
cell contents from one 132
cell contents into two 61
cell cultures from both 90
cell cultures from rat 634
cell cultures have not 153
cell cultures show that 99
cell cultures used for 444
cell cultures were not 176
cell cultures were then 160
cell fractions from rat 55
cell functions other than 40
cell membrane along its 46
cell membrane along with 110
cell membrane also has 117
cell membrane such that 238
cell membrane there are 47
cell membrane will not 50
cell produces more than 42
cell produces only one 791
cell receives from its 43
cell receives only one 625
cell requires more than 43
cell requires only one 81
cell secretes only one 40
cell survival time and 247
cell survival time was 93
cell turnover rate and 168
cent annually during this 75
cent annually over this 72
cent averaged less than 48
cent believed there was 84
cent carbolic acid and 136
cent carbolic acid for 113
cent discount rate and 261
cent discount rate for 148
cent discount rate was 91
cent employed less than 105
cent employed more than 177
cent inflation rate and 74
cent interest rate and 460
cent interest rate for 212
cent interest rate per 114
cent interest rate was 144
cent interest rate with 56
cent literacy rate and 69
cent metallic iron and 124
cent methylene blue and 77
cent passenger fare law 71
cent received less than 936
cent received more than 273
cent receives less than 66
cent recovery rate for 41
cent reported having had 221
cent reported less than 95
cent reported more than 97
cent required more than 97
cent response rate and 74
cent response rate for 95
cent response rate was 155
cent response rate with 45
cent sulfuric acid and 954
cent sulfuric acid are 85
cent sulfuric acid for 294
cent sulfuric acid was 91
cent sulfuric acid with 67
cent survival rate for 117
cent survived more than 56
cent tartaric acid and 55
cheap imported food and 59
cheap imported iron and 42
cheat yourself when you 42
chin somewhat deep and 50
chip containing more than 125
chip contains more than 61
cite examples from both 47
cite examples from our 43
cite passages from his 110
citing examples from his 77
citing passages from this 44
city affected will not 112
city children were being 48
city containing less than 83
city containing more than 319
city contains less than 41
city contains more than 190
city councils have not 47
city councils were not 61
city depended upon its 96
city descending from god 75
city detached from all 66
city differed from that 57
city dwellers have had 82
city dwellers have not 163
city dwellers more than 212
city dwellers take for 130
city dwellers were not 399
city dwellers when they 41
city dwellers will not 55
city elections were due 43
city harmless from all 189
city harmless from any 225
city increased more than 52
city laborers were being 40
city nineteen years and 43
city numbered more than 46
city officials feel that 124
city officials felt that 176
city officials have had 80
city officials have not 183
city officials knew that 104
city officials said that 98
city officials said they 185
city officials were being 47
city officials were going 102
city officials were not 320
city officials when they 65
city officials will not 73
city planners have long 47
city planners have not 51
city politics were not 90
city promoted play with 40
city received more than 97
city receives more and 48
city recently upon and 40
city sewerage like that 50
city suffered more than 92
city summoned from its 59
clad authority upon all 66
clad gravelly spur that 60
clad intruder will thus 63
clad mountain peaks and 50
clad mountain peaks that 127
clay containing iron and 79
clay containing sand and 45
clay contains more and 41
clay minerals along with 45
clay minerals have not 41
clay minerals other than 102
clay minerals were not 57
clay products other than 50
clean breakfast ready for 80
clean garments were put 47
clean platinum wire and 116
clean platinum wire with 45
clean straight legs and 70
clear authority over all 68
clear business case for 193
clear business need for 41
clear business plan and 44
clear contrast here with 98
clear deduction from this 56
clear direction from god 283
clear economic case for 62
clear electric base and 68
clear evidence also that 131
clear evidence from all 40
clear evidence from both 78
clear evidence from his 63
clear evidence from our 194
clear evidence from this 97
clear evidence here that 351
clear exemption from its 53
clear forested land for 98
clear guidance from god 54
clear insights into how 82
clear judgment upon them 108
clear majority felt that 138
clear majority over all 813
clear majority over both 159
clear majority over his 105
clear majority said that 45
clear parallel here with 349
clear physical meaning and 201
clear physical meaning for 43
clear straight away that 342
clear yourself from all 225
clog sparkled keen with 45
club expected some fun 40
club included among its 47
club numbered among its 52
club straight back and 87
coal containing less than 273
coal containing more than 93
coal contains less than 93
coal contains more than 153
coal depended upon its 56
coal deposits have not 105
coal deposits were being 221
coal deposits were not 80
coal exported from this 69
coal increased more than 51
coal industry from its 41
coal industry meant that 44
coal industry more than 43
coal industry there are 49
coal industry there was 95
coal industry were not 100
coal industry will not 64
coal obtained from this 42
coal particle size and 98
coal replaced wood and 43
coal replaced wood for 53
coat buttoned over his 160
coat soldiers were out 59
code commonly used for 46
code contains more than 63
code examples from this 101
code fragment will not 50
code probably will not 69
code snippets show how 55
cold autumnal dews are 88
cold autumnal rain that 55
cold breakfast laid out 61
cold carbonic acid are 45
cold climates like that 42
cold climates there are 60
cold compress over her 57
cold cucumber soup and 42
cold december gave you 43
cold increased upon them 68
cold moisture from his 67
cold northerly wind that 43
cold northwest wind that 44
cold northwest wind was 56
cold november wind was 56
cold porridge into its 56
cold reception from both 50
cold reception from her 59
cold reception from his 225
cold reception from one 54
cold reception from them 86
cold reception when they 57
cold severity during his 45
cold shoulder from her 55
cold shoulder from his 101
cold shoulder upon him 122
cold shoulder upon them 66
cold shoulder when she 75
cold shoulder when they 127
cold shoulder when you 70
cold sulfuric acid and 52
cold washcloth over her 48
comb containing eggs and 137
come alongside those who 56
come annually from all 48
come directly from any 144
come directly from each 45
come directly from god 4750
come directly from her 953
come directly from him 668
come directly from his 1083
come directly from its 145
come directly from new 189
come directly from one 488
come directly from our 427
come directly from that 280
come directly from them 243
come directly from this 708
come directly from you 231
come directly here and 47
come directly home and 66
come directly home with 80
come directly into his 106
come directly into our 105
come directly into this 52
come directly over each 45
come directly over his 74
come directly upon him 102
come entirely from god 63
come entirely from him 48
come entirely from his 129
come entirely from its 45
come entirely from one 137
come formally into being 52
come likewise into this 59
come maundering into his 47
come mightily upon thee 107
come mightily upon you 142
come pilgrims from all 153
come properly from her 48
come recently into wear 75
come sensible beings that 40
come specially from new 43
come staggering back with 44
come straight away and 93
come straight back and 345
come straight back for 60
come straight back out 117
come straight back with 224
come straight down and 168
come straight from any 72
come straight from bed 127
come straight from god 931
come straight from her 725
come straight from him 234
come straight from his 1216
come straight from new 213
come straight from one 501
come straight from our 179
come straight from that 125
come straight from this 45
come straight here and 344
come straight here for 59
come straight here with 48
come straight home and 1035
come straight home with 459
come straight into his 50
come straight over and 87
come strangely among you 73
come suddenly down and 40
come suddenly down with 102
come suddenly into being 199
come suddenly into her 106
come suddenly into his 262
come suddenly into one 41
come suddenly into our 50
come suddenly upon dry 53
come suddenly upon her 287
come suddenly upon him 1860
come suddenly upon his 99
come suddenly upon one 207
come suddenly upon that 67
come suddenly upon thee 91
come suddenly upon them 925
come suddenly upon this 213
come suddenly upon you 195
come unawares upon her 45
come unawares upon them 53
come unawares upon this 66
come unbidden into her 120
come unbidden into his 180
come unbidden into our 189
come uncalled into his 281
come upstairs from his 53
come whatever worth man 41
coming directly from any 256
coming directly from god 2302
coming directly from her 123
coming directly from him 322
coming directly from his 726
coming directly from its 123
coming directly from one 190
coming directly from our 190
coming directly from out 42
coming directly from that 82
coming directly from them 84
coming directly from this 58
coming directly from you 81
coming directly into his 92
coming directly into our 57
coming directly upon them 41
coming elections will mean 75
coming furiously upon him 76
coming straight down and 98
coming straight from god 157
coming straight from her 177
coming straight from his 316
coming straight from that 48
coming straight home and 57
coming straight home with 58
coming suddenly into her 132
coming suddenly into his 113
coming suddenly upon her 141
coming suddenly upon him 542
coming suddenly upon his 185
coming suddenly upon one 85
coming suddenly upon them 502
coming suddenly upon this 124
coming unbidden into his 47
cone contains only one 78
cook delicious meals for 61
cook prepared food for 40
cook prepared meals for 91
cook prepares food for 68
cool argument upon that 222
cool reception from both 55
cool reception from her 52
cool reception from his 158
cool reception when they 46
copy contains more than 45
copy elements from one 207
copy formatting from one 763
copy formulas from one 220
cord fourteen days old 86
core business areas and 173
core contains more than 57
core emotional porn for 96
core inflation rate was 55
corn containing more than 47
corn contains more than 41
corn imported into this 95
cost accounting data and 142
cost accounting data are 241
cost accounting data for 178
cost accounting deals with 80
cost accounting theory and 132
cost actually less than 111
cost american jobs and 132
cost analysis will not 124
cost anywhere from one 205
cost anywhere from ten 189
cost anywhere from two 191
cost averaged over all 41
cost bestowed upon them 149
cost elements other than 99
cost enormous sums and 147
cost functions such that 101
cost functions used for 107
cost hundreds more than 45
cost includes more than 70
cost increases have not 100
cost increases less than 133
cost increases more than 150
cost increases were due 83
cost increases were not 145
cost increases will not 127
cost incurred during that 66
cost industry more than 50
cost overruns were not 90
cost probably more than 127
cost reduction more than 41
cost reduction will not 151
cost scarcely more than 168
cost slightly less than 1093
cost slightly more but 86
cost slightly more per 130
cost slightly more than 2566
cost somewhat less per 43
cost somewhat less than 1125
cost somewhat more per 97
cost somewhat more than 1743
cost thousands more than 48
cost valuable time and 140
coup attempts during his 49
cows furnishing milk for 54
cows provided milk and 42
cream containing less than 189
cream containing more than 84
cream contains less than 69
cream crackers also but 62
cream trickles down his 50
crop failures were not 128
crop increased more than 40
crop probably more than 50
crop residues used for 48
crow scurried away with 45
crying bitterly into her 84
crying bitterly when she 67
crying children when her 42
crying mightily unto god 97
crying silently into her 46
cure whatever ails you 602
