cage during inspiration and 64
coming into comparison with 48
coming into competition with 2681
coming into conformity with 79
coming into conjunction with 130
coming into fellowship with 144
coming into interaction with 120
coming into prominence and 383
coming into prominence for 100
coming into prominence with 115
coming more frequently and 176
coming more frequently now 412
coming more frequently than 78
cook over moderately low 278
cool when confronted with 112
cope more adaptively with 141
cope more adequately with 884
cope more positively with 72
cope when confronted with 69
coping more adequately with 59
coping more frequently than 105
cost flow assumptions and 305
cost flow assumptions are 269
cost flow assumptions for 217
cost less allowances for 93
cost less depreciation and 673
cost less depreciation for 218
cost less depreciation may 52
cost less depreciation was 232
cost more casualties than 147
cost plus percentage fee 156
cows were inoculated with 62
crew soon discovered that 113
crew were discharged and 44
crop more profitable than 66
curb land speculation and 65
curb their activities and 133
curb their excitement and 48
curb their impatience and 83
curb your impatience and 42
cure time calculated with 70
curl more delicately than 147
cuts were superficial and 41
