particle a force equal 46
produces a value which 149
produces a vapor which 58
produces a violet color 324
produces a waste stream 45
produces a white cloud 173
produces a white coating 47
produces a white flame 51
produces a white image 43
produces a white light 260
produces a white noise 51
produces a white smoke 59
produces a whole which 43
produces a world which 60
produces a wound which 42
professing a creed which 71
progress a child makes 200
projecting a false image 208
projecting a proud royal 117
projects a false image 137
projects a grand canal 41
projects a noble shade 56
projects a sharp image 152
projects a strong sense 229
projects a world which 124
promised a dozen times 47
promised a fresh start 177
promised a happy event 41
promised a happy issue 91
promised a large field 42
promised a large force 45
promised a large share 79
promised a lower level 41
promised a proud opening 49
promised a reply after 63
promised a reply within 60
promised a white paper 91
promised i never would 112
promised i shall never 96
promised i would marry 103
promised i would never 1019
promised i would visit 103
promised i would write 343
promises a fresh start 40
promises a large field 41
promises a world where 59
promoted a false sense 60
promoted a rapid growth 92
promoted a steady growth 51
promoted a strong sense 170
promotes a false sense 341
promotes a healthy growth 41
promotes a strong sense 193
prompted a major change 101
prompted a major shift 114
prompted a rapid growth 45
prompted a small group 100
prompted a steady stream 81
properly a local usage 105
properly a place where 41
property a horse which 66
property a woman owned 47
proposed a basic change 63
proposed a basic model 48
proposed a change which 96
proposed a delay until 76
proposed a draft treaty 177
proposed a final toast 40
proposed a first order 45
proposed a growth model 62
proposed a joint action 76
proposed a joint meeting 144
proposed a joint naval 59
proposed a joint study 51
proposed a large scale 106
proposed a linear model 72
proposed a major change 221
proposed a major shift 82
proposed a method based 1003
proposed a method where 112
proposed a method which 1039
proposed a model based 1168
proposed a model state 109
proposed a model where 404
proposed a model which 1374
proposed a monte carlo 87
proposed a motion calling 158
proposed a motion which 196
proposed a novel method 534
proposed a novel model 81
proposed a rapid method 93
proposed a round table 166
proposed a scale based 53
proposed a sliding scale 467
proposed a social learning 175
proposed a social smoke 82
proposed a stage model 131
proposed a story about 42
proposed a toast which 167
proposed a total change 60
proposed a treaty banning 56
proposed a treaty which 127
proposed a truce until 48
proposed a truce which 48
proposed a white house 50
proposed a working model 104
proposes a major change 59
proposes a method based 143
proposes a method which 182
proposes a model based 207
proposes a model where 97
proposes a model which 287
proposes a novel method 149
proposes a sliding scale 40
protecting a legal right 111
protecting a major local 140
protecting a negro woman 76
protecting a social order 167
protects a social value 58
protesting i would never 62
protesting i would rather 304
provided a basic level 89
provided a basic model 150
provided a basis which 51
provided a blank check 76
provided a breathing space 838
provided a breathing spell 227
provided a brief guide 62
provided a brief period 111
provided a broad array 115
provided a broad basis 209
provided a broad field 52
provided a broad scope 47
provided a burial place 54
provided a chart showing 61
provided a clearing house 142
provided a cover story 181
provided a cover under 72
provided a daily ration 80
provided a driving force 299
provided a false sense 426
provided a final check 45
provided a final resting 65
provided a final touch 40
provided a first class 96
provided a first draft 84
provided a first taste 44
provided a fitting close 43
provided a fitting match 62
provided a fitting setting 183
provided a fixed point 159
provided a focal point 8040
provided a focus which 56
provided a force which 78
provided a forum where 1269
provided a forum which 66
provided a forum within 240
provided a frame within 90
provided a fresh start 79
provided a grace period 157
provided a grand total 132
provided a grant which 154
provided a green light 127
provided a growing share 51
provided a guiding light 99
provided a handy guide 40
provided a handy place 42
provided a handy weapon 44
provided a happy hunting 286
provided a haven where 96
provided a labor force 264
provided a landing place 52
provided a large field 65
provided a large force 45
provided a large grant 60
provided a large group 64
provided a large labor 127
provided a large share 665
provided a large space 52
provided a large stock 86
provided a large store 60
provided a legal basis 2222
provided a legal cover 68
provided a level playing 266
provided a longer period 118
provided a lower bound 187
provided a lower level 101
provided a lower limit 97
provided a major arena 44
provided a major basis 145
provided a major boost 772
provided a major cause 63
provided a major change 51
provided a major focal 40
provided a major focus 359
provided a major force 60
provided a major forum 128
provided a major grant 54
provided a major input 93
provided a major point 85
provided a major reason 160
provided a major route 91
provided a major share 293
provided a major social 46
provided a major thrust 152
provided a major turning 130
provided a meeting place 1864
provided a meeting point 241
provided a meeting space 40
provided a method which 117
provided a model which 793
provided a moral basis 219
provided a novel method 52
provided a paper trail 47
provided a place where 2216
provided a playing field 48
provided a power which 52
provided a quick method 47
provided a quick route 52
provided a quiet place 128
provided a rapid method 99
provided a rather large 44
provided a resting place 391
provided a rough guide 124
provided a rough index 51
provided a search engine 43
provided a setting where 345
provided a setting which 108
provided a setting within 108
provided a sharp focus 76
provided a short period 71
provided a short route 68
provided a sliding scale 407
provided a small flask 53
provided a small force 40
provided a small grant 360
provided a small group 131
provided a small house 63
provided a small opening 89
provided a small piece 72
provided a small share 50
provided a small space 62
provided a social basis 106
provided a social focus 51
provided a social forum 44
provided a social setting 93
provided a social space 163
provided a solid basis 1964
provided a solid legal 53
provided a sound basis 2702
provided a sound legal 62
provided a sound reason 51
provided a sound track 47
provided a space where 617
provided a space which 51
provided a space within 172
provided a stage where 47
provided a steady state 81
provided a steady stream 1585
provided a story about 47
provided a strong basis 880
provided a strong boost 174
provided a strong driving 43
provided a strong focus 122
provided a strong force 57
provided a strong legal 44
provided a strong model 75
provided a strong moral 125
provided a strong point 55
provided a strong reason 138
provided a strong sense 436
provided a strong social 80
provided a strong voice 88
provided a surer basis 40
provided a table listing 98
provided a table showing 151
provided a table sixty 345
provided a table which 65
provided a talking point 275
provided a trade route 42
provided a turning point 1445
provided a valid basis 262
provided a valid index 40
provided a valid reason 100
provided a venue where 122
provided a viable basis 105
provided a viable model 104
provided a viable option 71
provided a vital boost 52
provided a vital forum 70
provided a vivid image 76
provided a waiting period 43
provided a warning about 58
provided a water route 207
provided a wider basis 41
provided a wider field 94
provided a wider scope 61
provided a woman could 57
provided a working basis 124
provided a working model 450
provided a worthy setting 91
provided i would agree 80
provided i would allow 109
provided i would share 44
provided i would write 57
provides a basic frame 93
provides a basic guide 245
provides a basic level 371
provides a basic method 70
provides a basic model 244
provides a basic point 94
provides a basic sense 46
provides a basic working 109
provides a basis which 85
provides a blank space 90
provides a block grant 58
provides a braking action 49
provides a breathing space 297
provides a breathing spell 79
provides a brief guide 409
provides a brief listing 184
provides a brief period 77
provides a brief recap 62
provides a broad array 336
provides a broad based 43
provides a broad basis 339
provides a broad cross 118
provides a broad field 67
provides a broad frame 76
provides a broad guide 59
provides a broad scope 140
provides a broad sense 57
provides a broad social 61
provides a broad sweep 51
provides a broad vision 40
provides a chart listing 101
provides a chart showing 118
provides a chart which 52
provides a civil action 78
provides a civil cause 106
provides a class named 94
provides a clearing house 202
provides a close match 100
provides a close study 73
provides a cover story 94
provides a cross check 121
provides a crude index 163
provides a crude method 56
provides a crude model 44
provides a damping force 50
provides a driving force 1120
provides a false sense 774
provides a field where 47
provides a field which 50
provides a final check 150
provides a finer grain 42
provides a finer level 94
provides a first class 86
provides a first level 138
provides a first order 207
provides a first point 65
provides a fitting close 168
provides a fitting final 58
provides a fitting image 60
provides a fitting place 48
provides a fitting point 58
provides a fitting setting 98
provides a fixed point 865
provides a fixed value 42
provides a floor below 153
provides a floor under 67
provides a focal point 4123
provides a focus which 50
provides a force which 96
provides a forum where 1341
provides a forum which 48
provides a forum within 173
provides a frame which 54
provides a frame within 304
provides a fresh point 45
provides a fresh start 237
provides a given level 94
provides a grace period 216
provides a grand total 131
provides a graph showing 68
provides a green light 101
provides a green strip 47
provides a guide which 64
provides a guiding light 63
provides a handy check 88
provides a handy guide 247
provides a handy method 112
provides a handy place 181
provides a handy point 44
provides a happy hunting 100
provides a human scale 47
provides a labor force 42
provides a large array 123
provides a large driving 45
provides a large field 264
provides a large group 49
provides a large opening 93
provides a large scale 143
provides a large scope 41
provides a large share 307
provides a large space 195
provides a large store 42
provides a large working 42
provides a learning curve 44
provides a legal basis 1540
provides a legal method 43
provides a legal right 95
provides a level playing 770
provides a longer period 393
provides a looking glass 42
provides a lower bound 6884
provides a lower level 293
provides a lower limit 870
provides a lower total 56
provides a major basis 141
provides a major boost 76
provides a major driving 46
provides a major focus 163
provides a major forum 52
provides a major input 114
provides a major point 80
provides a major reason 141
provides a major route 112
provides a major share 170
provides a meeting place 1129
provides a meeting point 298
provides a method named 91
provides a method where 53
provides a method which 454
provides a model based 55
provides a model where 81
provides a model which 959
provides a model within 52
provides a moist wound 83
provides a monte carlo 53
provides a moral basis 469
provides a moral reason 81
provides a nearly linear 58
provides a nesting place 56
provides a novel method 166
provides a paper trail 104
provides a phase shift 490
provides a pivot point 98
provides a place where 2675
provides a point where 72
provides a pulse train 42
provides a pumping action 52
provides a quick check 1261
provides a quick cross 42
provides a quick guide 330
provides a quick index 69
provides a quick method 1048
provides a quick route 77
provides a quick start 173
provides a quiet place 176
provides a quiet space 41
provides a rapid method 989
provides a rapid onset 118
provides a rather broad 74
provides a rather crude 98
provides a rather large 72
provides a rather lengthy 50
provides a rather naive 62
provides a rather strong 72
provides a region where 55
provides a resting place 453
provides a resting point 46
provides a rough basis 96
provides a rough check 183
provides a rough gauge 89
provides a rough guide 1163
provides a rough index 687
provides a rough method 43
provides a rough model 48
provides a running total 209
provides a safer method 49
provides a scale which 49
provides a score which 47
provides a search engine 432
provides a setting where 719
provides a setting which 192
provides a setting within 176
provides a shady place 40
provides a sharp focus 153
provides a sharp image 124
provides a shearing action 45
provides a short guide 87
provides a short period 64
provides a short route 69
provides a sliding scale 367
provides a small group 85
provides a small house 45
provides a small piece 103
provides a small space 105
provides a small store 43
provides a smooth curve 44
provides a smooth gliding 116
provides a social basis 80
provides a social setting 143
provides a social space 109
provides a solid basis 2820
provides a solid frame 45
provides a solid legal 53
provides a solid point 52
provides a solid reason 42
provides a sound basic 88
provides a sound basis 5967
provides a sound guide 72
provides a sound legal 100
provides a sound method 80
provides a sound model 95
provides a sound reason 104
provides a space where 610
provides a space which 49
provides a space within 181
provides a stage where 44
provides a stark warning 46
provides a steady state 97
provides a steady stream 576
provides a stern warning 40
provides a story about 86
provides a strong basis 1628
provides a strong check 55
provides a strong driving 273
provides a strong focal 53
provides a strong focus 120
provides a strong force 69
provides a strong image 41
provides a strong legal 60
provides a strong model 99
provides a strong moral 97
provides a strong point 54
provides a strong reason 483
provides a strong sense 810
provides a strong social 59
provides a strong voice 55
provides a strong warning 63
provides a study guide 339
provides a table listing 337
provides a table showing 269
provides a table which 91
provides a talking point 73
provides a total count 52
provides a total score 333
provides a turning point 213
provides a valid basis 389
provides a valid index 79
