pace never seen before 235
poor people were forced 372
poor people were helped 55
poor people were killed 95
poor people were ruined 44
poor people were simply 50
poor people were starving 149
poor people were taught 49
poor people were treated 162
poor people were unable 182
poor people were without 69
poor people will always 64
poor people will become 86
poor people will remain 43
poor people will suffer 115
poor rates were levied 82
poor roses were common 43
poor short term memory 119
poor souls from africa 118
poor under their charge 76
poor upper body strength 54
poor white male orphan 89
poor widow their cousin 46
poor woman like myself 66
poor woman went through 145
poor women have access 57
poor women have always 133
poor women were driven 41
poor women were forced 168
poor would grow poorer 55
poor would have access 145
poor would have turned 44
poor would have wanted 74
port towns like bombay 43
port where such vessel 407
port which gave england 74
posh local riding school 45
post after having served 42
post cards were mailed 126
post eight days before 46
post every four square 67
post haste from france 40
post haste from london 188
post which fell vacant 42
pots which were fellow 111
pots which were filled 47
pots which were placed 72
pour still more furious 60
pour water into sieves 45
pray every single second 47
pray knock three knocks 47
pray where their fathers 62
prey passing safe beyond 69
prey would slip through 79
prior claim over common 89
prior owner will bridge 119
puff after puff struck 43
pull strings from behind 177
pull weeds from around 43
pump blood fast enough 111
pump water from english 49
pump water from rivers 140
puny hands have strength 72
pure reason acting through 75
pure white pine stands 57
push blood back toward 41
push people into higher 287
pyre burst into flames 105
