pacific old monarch had 116
palette and brushes and 1345
palette and brushes are 65
palette and brushes had 56
palette and brushes out 40
palette and brushes with 68
pallets and covered with 45
palsies are usually due 59
pancreas and diabetes was 42
pancreas and kidneys are 209
pancreas and stomach and 54
pancreas and stomach are 115
pancreas are insulin and 61
pancreas may present with 52
pancreas was carried out 55
pancreas was removed and 100
panties and between her 42
panties and slipped them 68
panties and stepped out 111
panties and stuffed them 58
panties and touched her 54
panties that covered her 40
panties that matched her 58
papered and painted and 372
papillae are covered with 172
papillae are present and 57
papillae are smaller and 92
papillae are swollen and 213
paprika and garnish with 198
paprika and parsley and 52
papyrus and pyramid are 79
paraded and marched off 124
paraded sax hundred men 47
paraded with banners and 79
parades and marches and 91
parades and parties and 49
parades and picnics and 55
parades and rallies and 74
parades his thoughts for 64
parades with banners and 130
paradox may explain why 42
paradox was pointed out 93
parapet and shouted out 93
parapet was covered with 82
parapet was crowded with 42
parasol that matched her 102
parasol that tempers and 42
parathion and malathion are 74
parcels and carried them 42
parcels and letters and 81
parcels and letters for 150
parcels and letters that 53
parcels had arrived and 55
parcels not exceeding one 60
parched and blasted with 100
parched and covered with 212
parched and cracked and 295
parched and cracked for 133
parched and cracked with 68
parched and swollen that 41
parched and withered and 50
parched with drought and 91
pardons and paroles and 47
pardons and paroles for 59
pardons for himself and 71
pardons for troubling you 54
parenting for lesbians and 173
parents all persons who 65
parents and advised them 70
parents and arranged for 75
parents and assured them 68
parents and because she 43
parents and because they 129
parents and believe that 202
parents and between each 55
parents and between them 143
parents and brethren and 189
parents and brothers all 50
parents and brothers and 10178
parents and brothers are 347
parents and brothers being 48
parents and brothers but 45
parents and brothers did 49
parents and brothers for 242
parents and brothers had 326
parents and brothers may 52
parents and brothers that 122
parents and brothers who 244
parents and brothers with 66
parents and brought her 43
parents and brought them 122
parents and carried out 51
parents and coaches and 67
parents and coaches are 114
parents and coaches can 115
parents and coaches who 125
parents and compare them 53
parents and concern for 75
parents and couples who 46
parents and couples with 123
parents and cousins and 92
parents and culture and 63
parents and decided that 125
parents and discuss with 56
parents and doctors and 102
parents and doctors are 159
parents and doctors can 57
parents and doctors may 79
parents and doctors who 75
parents and educating them 124
parents and enables them 44
parents and everything that 91
parents and everything they 59
parents and explain how 49
parents and explain that 146
parents and explain why 53
parents and faculty and 44
parents and friends act 41
parents and friends all 228
parents and friends and 2092
parents and friends are 1380
parents and friends being 47
parents and friends but 104
parents and friends can 339
parents and friends did 147
parents and friends die 61
parents and friends for 647
parents and friends had 591
parents and friends has 54
parents and friends how 40
parents and friends may 428
parents and friends not 50
parents and friends say 62
parents and friends than 114
parents and friends that 1124
parents and friends they 78
parents and friends was 212
parents and friends who 1591
parents and friends with 389
parents and himself and 68
parents and himself had 54
parents and himself that 152
parents and husband and 111
parents and husband are 57
parents and husband for 40
parents and husband had 57
parents and infants and 148
parents and infants are 156
parents and infants can 61
parents and infants may 53
parents and infants that 47
parents and infants who 92
parents and infants with 44
parents and informing them 52
parents and informs them 52
parents and invited them 137
parents and involve them 168
parents and involving them 124
parents and kindred and 226
parents and kinsmen and 67
parents and kinsmen are 42
parents and kinsmen had 50
parents and married her 47
parents and married son 46
parents and masters and 173
parents and masters are 357
parents and masters had 47
parents and masters may 64
parents and masters that 111
parents and masters was 44
parents and masters who 126
parents and medical men 46
parents and offspring and 509
parents and offspring are 1009
parents and offspring can 208
parents and offspring for 311
parents and offspring had 53
parents and offspring has 61
parents and offspring may 154
parents and offspring than 44
parents and offspring that 288
parents and offspring was 141
parents and offspring who 79
parents and offspring with 123
parents and parents and 57
parents and parents are 121
parents and parents can 52
parents and parents for 112
parents and parents who 323
parents and parents with 227
parents and pastors and 59
parents and pastors are 51
parents and patient are 61
parents and patrons and 54
parents and patrons are 65
parents and perhaps with 55
parents and persons who 40
parents and persons with 45
parents and pointed out 46
parents and prepare them 66
parents and preparing for 48
parents and prevent them 42
parents and priests and 117
parents and progeny are 90
parents and provide for 105
parents and provide them 175
parents and providing for 42
parents and providing them 82
parents and realized that 110
parents and reassure them 84
parents and request that 106
parents and respect for 300
parents and respect them 77
parents and schools and 302
parents and schools are 381
parents and schools can 277
parents and schools for 64
parents and schools had 53
parents and schools has 68
parents and schools may 140
parents and schools that 273
parents and schools was 57
parents and schools with 73
parents and sisters all 101
parents and sisters and 1310
parents and sisters are 157
parents and sisters for 245
parents and sisters had 391
parents and sisters that 161
parents and sisters was 69
parents and sisters who 144
parents and sisters with 82
parents and society and 205
parents and society are 241
parents and society can 84
parents and society for 93
parents and society had 65
parents and society may 62
parents and society that 164
parents and spouses and 216
parents and spouses are 94
parents and spouses who 104
parents and suggest that 191
parents and support for 48
parents and support them 244
parents and teachers act 232
parents and teachers all 245
parents and teachers and 7312
parents and teachers are 10717
parents and teachers ask 134
parents and teachers being 94
parents and teachers both 337
parents and teachers bring 51
parents and teachers but 499
parents and teachers can 6781
parents and teachers deal 107
parents and teachers did 431
parents and teachers does 50
parents and teachers each 64
parents and teachers fear 67
parents and teachers for 2074
parents and teachers get 205
parents and teachers got 49
parents and teachers had 1570
parents and teachers has 373
parents and teachers how 365
parents and teachers lead 40
parents and teachers may 3487
parents and teachers met 86
parents and teachers not 388
parents and teachers now 121
parents and teachers out 116
parents and teachers put 84
parents and teachers read 115
parents and teachers saw 82
parents and teachers say 303
parents and teachers see 311
parents and teachers set 201
parents and teachers than 531
parents and teachers that 4740
parents and teachers then 50
parents and teachers they 144
parents and teachers this 109
parents and teachers too 123
parents and teachers try 241
parents and teachers use 346
parents and teachers using 105
parents and teachers was 678
parents and teachers who 7496
parents and teachers with 1741
parents and together they 48
parents and together with 50
parents and towards his 49
parents and visited them 59
parents and watched them 49
parents and workers with 58
parents are abusive and 47
parents are accepting and 58
parents are adamant that 149
parents are advised not 156
parents are advised that 719
parents are alarmed and 66
parents are ashamed and 48
parents are assured that 443
parents are blessed with 165
parents are capable and 51
parents are careful and 55
parents are careful not 125
parents are catholic and 58
parents are certain that 277
parents are charged with 338
parents are clamoring for 43
parents are competing for 61
parents are complex and 44
parents are content with 143
parents are deceased and 340
parents are demanding and 99
parents are demanding that 266
parents are divorcing and 124
parents are divorcing may 47
parents are doctors and 51
parents are elderly and 170
parents are endowed with 111
parents are equally fit 43
parents are expecting you 94
parents are familiar with 771
parents are farmers and 106
parents are friends with 77
parents are grappling with 51
parents are happier and 46
parents are hopeful that 40
parents are hostile and 111
parents are insisting that 152
parents are invited and 92
parents are invited for 60
parents are legally and 58
parents are married and 354
parents are married but 85
parents are matched with 61
parents are natural and 47
parents are nervous and 53
parents are nurturing and 47
parents are parents and 56
parents are parents who 52
parents are patient and 103
parents are perfect and 61
parents are preparing for 60
parents are present and 542
parents are present but 62
parents are present for 67
parents are providing for 76
parents are puzzled and 52
parents are rejecting and 59
parents are relaxed and 89
parents are reliable and 75
parents are retired and 112
parents are saddled with 49
parents are selfish and 47
parents are shocked and 149
parents are shorter than 89
parents are sincere and 47
parents are stronger than 111
parents are teachers and 92
parents are thrilled with 46
parents are together and 79
parents are unaware that 1049
parents are unhappy and 69
parents are unhappy with 290
parents are unknown and 65
parents are unwilling for 43
parents are unwilling that 53
parents are usually not 304
parents are usually too 74
parents are worried and 137
parents are worried that 767
parents being charles and 196
parents being patrick and 68
parents being richard and 55
parents but because they 87
parents can discuss with 71
parents can explain that 60
parents can prepare for 51
parents can protect them 52
parents can provide for 305
parents can provide them 65
parents can provide this 73
parents can recover for 71
parents can request that 140
parents can support and 72
parents can support each 61
parents can support them 51
parents can testify that 40
parents did everything for 95
parents did everything they 332
parents for comfort and 134
parents for counsel and 58
parents for everything that 273
parents for everything they 136
parents for shelter and 43
parents for support and 515
parents get together and 137
parents got married and 92
parents got together and 260
parents got together with 49
parents had adopted her 61
parents had adopted him 71
parents had advised her 44
parents had advised them 43
parents had allowed her 271
parents had allowed him 201
parents had allowed them 47
parents had applied for 170
parents had arranged for 715
parents had arranged her 81
parents had arrived and 93
parents had arrived with 46
parents had assumed that 259
parents had assured her 49
parents had assured him 67
parents had brought for 47
parents had brought her 720
parents had brought him 1092
parents had brought them 405
parents had brought with 236
parents had claimed that 46
parents had contact with 63
parents had decided not 207
parents had decided she 72
parents had decided that 1784
parents had decided they 81
parents had dragged her 51
parents had dragged him 45
parents had dropped her 44
parents had dropped out 132
parents had everything they 67
parents had figured out 41
parents had friends who 86
parents had invited her 91
parents had invited him 119
parents had invited them 58
parents had married and 77
parents had married for 70
parents had married her 170
parents had married him 63
parents had noticed that 388
parents had offered her 51
parents had offered him 67
parents had opposed her 80
parents had opposed his 44
parents had ordered him 45
parents had planned for 443
parents had planned that 141
parents had pointed out 80
parents had pressed him 47
parents had realized that 159
parents had refused him 47
parents had removed him 53
parents had retired and 95
parents had retired for 76
parents had searched for 41
parents had spoiled her 76
parents had spoiled him 61
parents had started out 45
parents had stinted her 50
parents had thwarted him 42
parents had trained her 52
parents had trained him 133
parents had trouble with 68
parents had visited her 53
parents had visited him 86
parents had visited them 46
parents may account for 83
parents may believe that 1362
parents may believe they 85
parents may provide for 57
parents may qualify for 70
parents may recover for 115
parents may request that 376
parents may require that 42
parents may respond with 125
parents may suggest that 46
parents may suspect that 138
parents met criteria for 44
parents nor brothers nor 46
parents nor teachers are 95
parents nor teachers can 117
parents nor teachers had 49
parents nor teachers nor 44
parents not because they 84
parents now believe that 52
parents off against each 220
parents that although they 47
parents that everything was 64
parents that history had 52
parents that prevent them 60
parents that schools are 44
parents that teachers are 46
parents then decided that 55
parents then deliver her 97
parents thus address her 64
parents use rewards and 62
parents was carried out 77
parents who adopted her 47
parents who adopted him 67
parents who adopted them 68
parents who alleged that 40
parents who allowed her 43
parents who allowed them 55
parents who applied for 78
parents who assumed that 46
parents who believe that 3258
parents who believe they 302
parents who brought her 93
parents who brought him 262
parents who brought them 380
parents who brought you 92
parents who claimed that 319
parents who decided that 40
parents who desired that 49
parents who divorce are 68
parents who dropped out 133
parents who imagine that 142
parents who neglect and 50
parents who nurture and 56
parents who protect and 91
parents who provide for 77
parents who provide him 43
parents who provide them 107
parents who realized that 62
parents who support and 74
parents who support them 116
parents who suspect that 251
parents who worried that 114
parents with infants and 158
parents with respect and 273
parents with support and 100
parents with teachers and 65
parried her question with 40
parrots and monkeys and 165
parrots and monkeys are 54
parrots and monkeys that 86
parsley and drizzle with 54
parsley and garnish with 325
parsley and paprika and 48
parsley for garnish cut 70
parsley for garnish heat 217
partake his opinions and 95
parties and against all 46
parties and aliment for 42
parties and allowed them 49
parties and assists them 57
parties and baskets and 102
parties and because they 79
parties and between them 228
parties and brought them 63
parties and carried out 51
parties and charged with 57
parties and classes and 136
parties and classes are 58
parties and classes had 66
parties and classes was 58
parties and classes who 90
parties and counsel and 78
parties and counsel are 97
parties and counsel for 69
parties and counsel may 47
parties and counsel who 68
parties and decided that 88
parties and destroy them 41
parties and dinners and 613
parties and dinners are 76
parties and dinners for 191
parties and dinners that 294
parties and dinners with 244
parties and endorse one 43
parties and factions and 441
parties and factions are 213
parties and factions can 52
parties and factions for 68
parties and factions had 128
parties and factions may 43
parties and factions that 726
parties and factions was 54
parties and factions who 103
parties and factions with 67
parties and friends and 41
parties and gatherings that 96
parties and gatherings with 50
parties and groupings and 88
parties and groupings had 44
parties and groupings that 204
parties and induces one 66
parties and invited all 50
parties and lawyers are 60
parties and lawyers who 54
parties and mediator may 56
parties and national and 50
parties and opinions hear 57
parties and ordered them 79
parties and parties are 49
parties and parties that 46
parties and parties with 67
parties and persons are 65
parties and persons who 255
parties and persons with 70
parties and picnics and 453
parties and picnics are 56
parties and picnics for 99
parties and picnics with 75
parties and pointed out 48
parties and prevent them 52
parties and privies and 46
parties and privies are 116
parties and provide for 100
parties and provide them 79
parties and providing for 72
parties and providing them 41
parties and replace them 59
parties and request them 53
parties and respect for 53
parties and revokes and 857
parties and sections and 44
parties and support for 90
parties are advised that 215
parties are against him 56
parties are allowed and 46
parties are arranged for 72
parties are assumed not 72
parties are assured that 258
parties are careful not 48
parties are carried out 125
parties are certain that 85
parties are charged with 276
parties are clamoring for 50
parties are competing for 288
parties are competing with 60
parties are complex and 45
parties are complying with 149
parties are content with 216
parties are deceiving each 41
parties are defined with 42
parties are divided and 100
parties are exposed and 64
parties are familiar with 353
parties are friends and 51
parties are husband and 355
parties are illegal and 48
parties are jointly and 471
parties are married and 137
parties are married they 70
parties are parties that 43
parties are persons who 54
parties are planned for 74
parties are preparing for 196
parties are present and 361
parties are rational and 94
parties are related and 46
parties are related for 51
parties are similar and 42
parties are sincere and 40
parties are spelled out 89
parties are stronger and 42
parties are stronger than 85
parties are unaware that 71
parties are unhappy with 71
parties are usually not 181
parties are wrecked and 65
parties being present and 57
parties bid against each 66
parties bid against one 98
parties both happier and 48
parties can bargain with 55
parties can compete for 49
parties can provide for 245
parties can provide that 121
parties can request that 120
parties for comment and 99
parties for friends and 244
parties for members and 58
parties for national and 57
parties for private use 76
parties for research and 43
parties for support and 54
parties get together and 255
parties got together and 206
parties had appeared and 82
parties had applied for 87
parties had arrived and 51
parties had assumed that 211
parties had brought him 63
parties had carried out 49
parties had chalked out 88
parties had crossed that 50
parties had decided not 52
parties had decided that 246
parties had existed for 89
parties had realized that 40
parties had resided for 55
parties has resided for 47
parties may believe that 295
parties may compete for 76
parties may consult with 40
parties may declare that 110
parties may examine and 41
parties may petition for 154
parties may prepare and 200
parties may present any 40
parties may proceed with 227
parties may provide for 560
parties may provide that 698
parties may request that 654
parties may require that 130
parties may respect and 43
parties may specify that 168
parties not because they 50
parties not familiar with 43
parties now desired with 57
parties off against each 226
parties off against one 100
parties run against each 45
parties sit together and 53
parties than between them 98
parties that between them 57
parties that compete for 264
parties that compete with 58
parties that contend for 60
parties that elected them 45
parties that emerged out 52
parties that support them 57
parties was brought out 54
parties was carried out 102
parties was fraught with 42
parties who alleged that 45
parties who appeared and 55
parties who applied for 85
parties who believe that 566
parties who believe they 126
parties who between them 44
parties who brought them 83
parties who claimed that 62
parties who compete for 54
parties who contend for 55
parties who petition for 48
parties who receive them 42
parties with diverse and 128
parties with friends and 402
partner and believe that 105
partner and discuss how 80
partner and explain why 43
partner and together they 165
partner any partner may 102
partner can withdraw his 61
partner for himself and 56
partner for marriage and 43
partner for support and 71
partner may believe that 288
partner may withdraw and 68
partner may withdraw any 47
partner may withdraw his 51
partner then reports his 46
partner was charged with 63
partner with britain and 65
partner with capital and 64
partner with parents and 67
partner with respect and 54
partner with schools and 82
passage and baffled his 75
passage and chamber are 122
passage and explain how 68
passage and explain why 61
passage and liberty for 44
passage and pointed out 69
passage and remarks that 85
passage and suggest that 42
passage and welcome for 68
passage are covered with 96
passage are rituals that 52
passage does suggest that 241
passage for america and 90
passage for herself and 569
passage for himself and 2761
passage for himself with 85
passage for persons and 152
passage for vessels and 46
passage may account for 44
passage may suggest that 301
passage one hundred and 54
passage that attests this 50
passage that follows and 50
passage that follows are 51
passage that follows has 83
passage that follows his 56
passage that follows that 45
passage that follows this 224
passage that follows was 78
passage that implies that 96
passage that reminds one 89
passage that strikes you 61
passage was arranged for 115
passage was blocked and 72
passage was blocked off 50
passage was blocked with 111
passage was carried out 201
passage was cheered with 99
passage was clogged with 42
passage was covered with 142
passage was crossed out 237
passage was crowded with 86
passage was delayed for 91
passage was fraught with 45
passage was greeted with 59
passage was pointed out 465
passage was secured for 136
passage was strewed with 68
passage was written and 149
passage was written for 235
passage was written long 221
passage was written not 65
passage was written with 138
passage way between them 109
passage way between two 74
passions and desires and 854
passions and desires are 842
passions and desires but 44
passions and desires can 59
passions and desires for 221
passions and desires may 58
passions and desires that 1208
passions and desires with 78
passions and emotions and 388
passions and emotions are 788
passions and emotions can 87
passions and emotions may 58
passions and emotions than 46
passions and emotions that 1158
passions and emotions with 107
passions and hatreds and 52
passions and hatreds that 230
passions and motives and 48
passions and motives are 50
passions and motives that 212
passions and opinions with 44
passions and pervert his 65
passions and thoughts and 714
passions and thoughts are 56
passions and thoughts does 97
passions and thoughts that 52
passions and violence they 44
passions and virtues and 43
passions are ambition and 197
passions are aroused and 360
passions are aroused they 48
passions are excited and 289
passions are natural and 44
passions are released and 48
passions are stilled and 50
passions are stirred and 42
passions are stronger and 56
passions are stronger than 495
passions are subdued and 69
passions for justice and 90
passions for science and 50
passions her lessons had 108
passions that actuate our 58
passions that animate him 56
passions that animate them 48
passions that consume him 47
passions that embroil our 46
passions that incline men 1226
passions that induced them 41
passions that inspire him 83
passions that produce them 53
passions that produce war 175
passions that trouble all 56
passive and content with 65
passive and peaceful and 96
passive and reactive and 44
passive and regarding his 75
pastors and bishops and 66
pastors and bishops are 56
pastors and bishops who 65
pastors and doctors for 57
pastors and masters and 145
pastors and masters are 62
pastors and masters had 97
pastors and masters that 163
pastors and masters who 72
pastors and members who 53
pastors and parents who 45
pastors and priests and 141
pastors and priests are 97
pastors and priests who 173
pastors and teachers and 476
pastors and teachers are 552
pastors and teachers for 659
pastors and teachers had 80
pastors and teachers that 132
pastors and teachers was 56
pastors and teachers who 503
pastors and teachers with 76
pastors that destroy and 464
pasture and shelter for 43
pasture and tillage and 67
pasture for animals and 87
pasture was covered with 74
pasture was flooded with 46
patched and covered with 520
patched and mottled with 114
patched and painted and 178
patched and patched and 45
patched and spotted with 139
patched and stained with 60
patched and streaked with 193
patched them together with 49
patches and covered with 47
patches and plaques that 108
patches and plaques with 74
patches and updates are 123
patches and updates for 142
patches and updates that 50
patches are covered with 339
patches are removed and 154
patches are scraped off 42
patches are smaller and 77
patches are smaller than 52
patches are swollen and 104
patches not requiring rib 109
patents and designs and 75
patents and license them 49
patents and research and 61
patents are applied for 318
patents are awarded for 81
patents are granted and 77
patents are granted each 46
patents are granted for 1128
patents are invalid and 63
patents being applied for 44
patents being granted for 82
patents for devices that 148
patents had expired and 133
pathogen can survive for 52
pathways are complex and 203
pathways are present and 46
pathways can account for 67
pathways for glucose and 66
pathways for primary and 53
pathways may account for 157
pathways that account for 118
pathways that connect them 168
pathways that connect with 62
pathways that produce atp 48
patient all persons who 60
patient and analyst and 377
patient and analyst are 1371
patient and analyst can 504
patient and analyst had 120
patient and analyst has 55
patient and analyst may 488
patient and analyst that 584
patient and analyst was 73
patient and assured him 42
patient and because they 59
patient and believe that 143
patient and careful and 56
patient and careful with 106
patient and carried him 43
patient and carried out 63
patient and consult with 113
patient and content with 335
patient and covered with 67
patient and decided that 91
patient and decrease his 41
patient and dentist and 42
patient and dentist are 86
patient and dentist can 49
patient and discuss his 42
patient and discuss with 109
patient and enables him 63
patient and ensures that 113
patient and examine him 65
patient and explain how 130
patient and explain that 390
patient and explain why 154
patient and faithful and 169
patient and forbearing and 230
patient and forbearing than 96
patient and forbearing with 626
patient and forgiving and 161
patient and forgiving with 274
patient and friends are 87
patient and friends that 46
patient and gracious with 47
patient and helpful and 342
patient and helpful with 488
patient and himself and 50
patient and hopeful and 42
patient and improve his 45
patient and increase his 115
patient and lenient with 59
patient and medical team 93
patient and observe for 111
patient and observe his 40
patient and operating team 66
patient and parents and 89
patient and parents are 438
patient and parents can 106
patient and parents for 54
patient and parents may 59
patient and parents that 251
patient and partner are 139
patient and partner can 47
patient and partner may 65
patient and partner that 104
patient and partner with 46
patient and patient and 87
patient and peaceful and 107
patient and pleasant with 41
patient and pointed out 41
patient and prepare for 142
patient and prepare him 101
patient and prevent him 81
patient and proceed with 164
patient and protect him 121
patient and provide for 117
patient and provide him 103
patient and reassure him 327
patient and respect for 69
patient and restore him 47
patient and skilful way 58
patient and society are 121
patient and suggest that 144
patient and support for 73
patient and tactful with 136
patient and thankful for 100
patient and thorough and 41
patient and watched him 86
patient are carried out 203
patient are usually not 88
patient being covered with 67
patient can achieve this 42
patient can control his 197
patient can explore his 56
patient can express his 207
patient can improve his 60
patient can increase his 42
patient can monitor his 44
patient can observe his 50
patient can perform all 70
patient can perform them 41
patient can perform this 116
patient can present with 559
patient can proceed with 68
patient can project his 80
patient can protect his 45
patient can support his 60
patient can survive for 46
patient can swallow and 128
patient can swallow them 41
patient can usually get 63
patient does present with 60
patient for comfort and 266
patient for surgery and 359
patient had contact with 47
patient had dropped out 43
patient had invited any 54
patient had noticed that 196
patient had noticed this 41
patient had surgery for 70
patient had trouble with 50
patient has applied for 68
patient has arrived for 44
patient has brought with 40
patient has carried out 74
patient has chronic lung 49
patient has contact with 77
patient has decided that 186
patient has diabetes and 135
patient has emptied her 84
patient has emptied his 129
patient has noticed any 157
patient has noticed that 197
patient has resided for 51
patient has resumed his 98
patient has retired for 43
patient has trouble with 112
patient has usually had 197
patient has vomited and 59
patient lean forward and 78
patient may account for 42
patient may believe his 54
patient may believe that 2848
patient may comment that 46
patient may declare that 263
patient may exhibit all 55
patient may exhibit any 45
patient may explain that 47
patient may express his 126
patient may finally die 95
patient may imagine that 200
patient may improve and 66
patient may increase his 60
patient may observe that 40
patient may present all 88
patient may present for 123
patient may present with 18504
patient may project his 82
patient may provide her 41
patient may qualify for 53
patient may receive one 97
patient may recover and 114
patient may recover for 68
patient may recover his 72
patient may recover with 519
patient may request that 392
patient may require for 61
patient may require long 41
patient may require one 45
patient may require that 60
patient may require two 59
patient may rescind his 57
patient may respond with 379
patient may suggest that 130
patient may survive and 62
patient may survive for 576
patient may survive long 40
patient may survive with 85
patient may suspect that 87
patient may withdraw his 53
patient met criteria for 108
patient sit upright and 96
patient sit upright with 62
patient then revealed that 43
patient was acutely ill 180
patient was advised not 145
patient was advised that 688
patient was allowed out 169
patient was assured that 370
patient was brought for 67
patient was brought out 198
patient was carried off 116
patient was carried out 402
patient was certain that 72
patient was charged with 95
patient was covered with 283
patient was diabetic and 41
patient was dressed and 47
patient was elderly and 74
patient was familiar with 81
patient was febrile and 79
patient was gravely ill 73
patient was infused with 52
patient was injured and 51
patient was managed with 206
patient was married and 175
patient was matched with 99
patient was nervous and 122
patient was pleasant and 77
patient was prepped and 436
patient was rational and 51
patient was relaxed and 60
patient was released with 43
patient was sedated and 134
patient was sedated with 105
patient was shocked and 40
patient was studied for 117
patient was studied with 69
patient was suffering and 46
patient was suffering was 54
patient was suffering with 157
patient was totally deaf 50
patient was unaware that 112
patient was unhappy with 102
patient was watched for 42
patient was wheeled out 256
patient who alleged that 155
patient who applied for 40
patient who applies for 83
patient who arrives for 67
patient who arrives with 75
patient who awakens with 64
patient who becomes ill 51
patient who chooses not 59
patient who claimed that 354
patient who decides that 236
patient who dropped out 62
patient who insists that 429
patient who knowingly and 47
patient who realizes that 152
patient who reports that 327
patient who suffers with 88
patient who usually has 96
patient with anorexia and 46
patient with anxiety and 64
patient with chronic and 62
patient with chronic leg 100
patient with chronic low 748
patient with chronic lung 861
patient with chronic non 122
patient with comfort and 61
patient with dementia and 215
patient with dementia can 48
patient with dementia has 70
patient with dementia may 159
patient with dementia who 149
patient with diabetes and 691
patient with diabetes are 65
patient with diabetes can 85
patient with diabetes has 184
patient with diabetes may 234
patient with diabetes was 61
patient with diabetes who 436
patient with diabetes with 68
patient with diffuse lung 83
patient with dignity and 111
patient with ectopic acth 146
patient with fatigue and 47
patient with headache and 169
patient with herself and 72
patient with himself and 146
