paced hand movements in 147
passing into possession of 117
passing into ruddiness in 85
passing laws favorable to 51
passing laws prohibiting the 127
passing laws restricting the 67
passing over altogether the 50
passing their knowledge on 142
patch time allocation in 125
pause when considering the 140
paved road continues to 72
paved road encircles the 40
peaked roof supported by 103
pearls were evidently of 64
peering over shoulders to 51
peers were appointed to 105
peers were committed to 59
peers were permitted to 55
peers were reluctant to 52
peers were solicited to 73
penal laws contained in 44
penal laws prohibiting the 48
pending case commenced by 44
pending some definition of 44
pending such proceedings to 139
pending their absorption in 81
pending their appearance in 74
pending their appearance to 58
pending their submission to 49
people able certainly to 47
people aged seventeen to 49
people also attempted to 40
people also commented on 97
people also continued to 183
people also expressed the 42
people also influence the 42
people also recognize the 75
people also represent the 40
people also responded to 80
people also subscribe to 48
people also supported the 75
people among themselves in 42
people among themselves of 45
people been estimated at 134
people been permitted to 122
people been subjected to 132
people best described as 103
people best positioned to 68
people best qualified to 925
people bind themselves by 92
people bind themselves to 301
people blow themselves up 100
people bury themselves in 69
people busy themselves in 71
people call themselves as 43
people call themselves by 124
people call themselves is 50
people call themselves the 224
people came backstage to 69
people came generally to 71
people came gradually to 105
people came increasingly to 126
people came literally to 131
people came naturally to 66
people came regularly to 95
people cast suspicions on 69
people cast themselves on 51
people come increasingly to 47
people come naturally to 50
people come primarily to 56
people come regularly to 78
people cure themselves of 45
people deny themselves the 142
people died throughout the 93
people during centuries of 41
people even attempted to 80
people even suspected the 53
people ever assembled in 207
people ever consented to 58
people ever submitted to 57
people ever succeeded in 98
people facing starvation in 47
people fall somewhere in 1022
people feel abandoned by 57
people feel alienated by 41
people feel attracted to 178
people feel committed to 149
people feel compelled to 2036
people feel competent to 102
people feel confident in 112
people feel confident of 40
people feel confident to 78
people feel connected to 331
people feel dependent on 59
people feel empowered by 61
people feel empowered to 122
people feel important by 105
people feel important is 52
people feel incapable of 82
people feel justified in 290
people feel motivated to 126
people feel nervously the 97
people feel obligated to 531
people feel oppressed by 109
people feel ownership of 60
people feel powerless in 84
people feel powerless to 294
people feel pressured by 53
people feel pressured to 224
people feel qualified to 64
people feel reluctant to 160
people feel themselves as 105
people feel themselves at 75
people feel themselves in 211
people feel themselves so 230
people feel themselves to 1267
people fell dreadfully in 48
people felt abandoned by 47
people felt attracted to 59
people felt compelled to 704
people felt connected to 45
people felt empowered to 46
people felt justified in 168
people felt obligated to 93
people felt oppressed by 110
people felt powerless to 52
people felt reluctant to 45
people felt themselves at 87
people felt themselves in 53
people felt themselves so 54
people felt themselves to 727
people find difficult or 56
people find difficult to 1426
people find enjoyment in 131
people find expression in 121
people find happiness in 237
people find liberation in 50
people find themselves as 289
people find themselves at 578
people find themselves in 14624
people find themselves is 134
people find themselves on 444
people find themselves or 55
people find themselves so 103
people find themselves the 78
people find themselves to 115
people flung themselves at 46
people flung themselves on 169
people free themselves of 106
people from alexandria to 44
people from allegiance by 70
people from allegiance to 167
people from antiquity to 91
people from appreciating the 110
people from approaching it 48
people from approaching the 262
people from bangladesh to 56
people from barbarism to 196
people from california to 159
people from captivity in 127
people from captivity to 57
people from celebrating the 45
people from centuries of 144
people from childhood on 205
people from childhood to 236
people from childhood up 118
people from conditions of 68
people from confronting the 64
people from congregating in 118
people from considering the 119
people from contracting the 88
people from controlling the 45
people from countries in 221
people from countries of 107
people from criticizing the 52
people from cultivating the 46
people from discovering the 173
people from domination by 89
people from elsewhere in 601
people from elsewhere to 98
people from encroaching on 259
people from frequenting the 59
people from generation to 852
people from hispaniola to 50
people from ignorance to 99
people from immigrating to 76
people from interfering in 82
people from jerusalem to 43
people from knowledge of 84
people from obedience to 208
people from obscurity to 45
people from oppression at 46
people from oppression by 264
people from oppression in 103
people from oppression to 51
people from palestine to 75
people from patronizing the 58
people from recognizing the 294
people from registering to 58
people from sacrificing to 122
people from servitude to 122
people from seventeen to 77
people from somewhere in 62
people from starvation by 115
people from starvation in 146
people from starvation or 47
people from subjection to 147
people from subscribing to 69
people from themselves by 80
people from themselves is 40
people from themselves or 49
people from themselves to 40
people from throughout the 2510
people from trespassing on 116
people from undertaking the 54
people gain awareness of 45
people gain knowledge of 112
people gave expression to 237
people gave liberally to 75
people gave themselves the 88
people gave themselves to 235
people gave themselves up 2766
people gave utterance to 69
people give allegiance to 42
people give expression to 244
people give themselves in 105
people give themselves so 85
people give themselves the 158
people give themselves to 349
people give themselves up 769
people give utterance to 62
people giving expression to 44
people giving themselves to 79
people giving themselves up 91
people great multitude of 54
people grew impatient on 53
people grew suspicious of 44
people have abandoned it 79
people have abandoned the 644
people have abundance of 104
people have addressed the 83
people have advocated the 224
people have allergies to 235
people have applauded the 50
people have assembled at 68
people have assembled in 164
people have assembled to 194
people have associated the 122
people have attempted it 49
people have attempted the 55
people have attempted to 5003
people have attitudes of 63
people have attracted the 64
people have authorized the 63
people have available to 610
people have basically the 56
people have benefited by 173
people have benefited in 61
people have challenged me 64
people have challenged the 255
people have cherished the 58
people have collected in 46
people have commenced the 42
people have commenced to 77
people have commented on 3223
people have commented to 145
people have committed an 78
people have committed at 96
people have committed in 60
people have committed no 158
people have committed the 218
people have committed to 171
people have compelled the 59
people have completed the 307
people have computers at 53
people have computers in 52
people have conceived an 75
people have conceived of 305
people have conceived the 193
people have condemned it 83
people have condemned the 118
people have conferred on 381
people have conferred the 126
people have confessed to 173
people have confirmed the 62
people have conquered the 105
people have consented to 688
people have conspired to 117
people have contacted me 146
people have contacted the 55
people have contacted us 44
people have continued in 68
people have continued the 79
people have continued to 3140
people have contrived to 208
people have converted the 46
people have converted to 214
people have convinced me 122
people have delegated the 313
people have delegated to 258
people have delighted in 115
people have delighted to 95
people have denounced the 47
people have deposited in 47
people have descended to 56
people have described as 558
people have described in 40
people have described it 281
people have described me 40
people have described the 581
people have described to 125
people have despaired of 122
people have destroyed it 52
people have destroyed my 267
people have destroyed the 170
people have developed an 804
people have developed as 152
people have developed at 48
people have developed in 400
people have developed or 50
people have developed the 1147
people have developed to 478
people have discarded the 87
people have discussed it 52
people have discussed the 414
people have dismissed the 83
people have displayed an 73
people have displayed at 94
people have displayed in 119
people have displayed the 46
people have distorted the 55
people have dominated the 96
people have emigrated to 487
people have endeavored to 347
people have entrusted me 121
people have entrusted the 180
people have entrusted to 384
people have estimated the 67
people have exercised the 93
people have exhibited in 43
people have expertise in 76
people have explained the 96
people have explained to 81
people have exploited the 198
people have expressed an 204
people have expressed in 151
people have expressed it 45
people have expressed the 959
people have expressed to 210
people have fantasies of 83
people have forfeited the 51
people have forgotten is 69
people have forgotten it 390
people have forgotten me 1050
people have forgotten my 43
people have forgotten or 165
people have forgotten the 1625
people have forgotten to 298
people have fulfilled the 94
people have generally the 48
people have harnessed the 58
people have hesitated to 135
people have histories of 56
people have indicated to 52
people have inflicted on 143
people have inhabited the 268
people have inherited the 165
people have interests in 246
people have intrusted the 108
people have intrusted to 115
people have journeyed to 60
people have knowledge of 623
people have memorized the 58
people have neglected the 133
people have neglected to 238
people have objections to 76
people have organized the 80
people have organized to 214
people have overthrown the 169
people have ownership of 59
people have perceived the 167
people have perfected the 52
people have performed in 74
people have performed the 84
people have permission to 158
people have permitted the 53
people have persisted in 433
people have petitioned the 66
people have practiced the 46
people have precisely the 209
people have predicted the 89
people have preferred the 106
people have preferred to 710
people have presented the 41
people have presented to 72
people have preserved in 71
people have preserved the 286
people have pretended to 147
people have proceeded to 44
people have professed to 219
people have protested the 54
people have purchased the 136
people have questioned me 107
people have questioned my 78
people have questioned the 1185
people have reflected on 305
people have relatives in 109
people have relatives or 46
people have relocated to 68
people have renounced the 58
people have repudiated the 60
people have requested me 59
people have requested the 75
people have respected the 62
people have responded by 220
people have responded in 496
people have responded so 83
people have responded to 2318
people have ridiculed us 67
people have separated the 80
people have sometimes the 40
people have sometimes to 56
people have somewhere to 88
people have standards of 60
people have struggled in 64
people have struggled so 54
people have struggled to 883
people have submitted to 448
people have succeeded at 57
people have succeeded by 54
people have succeeded in 2201
people have succeeded to 51
people have succumbed to 374
people have suggested it 112
people have suggested the 331
people have suggested to 449
people have suggested we 49
people have supported it 54
people have supported me 264
people have supported my 65
people have supported the 378
people have supported us 97
people have surpassed in 69
people have surpassed the 43
people have sustained by 59
people have sustained me 40
people have sustained the 162
people have swallowed the 71
people have testified to 316
people have themselves to 120
people have throughout the 76
people have tolerated the 58
people have traditions of 42
people have traversed the 48
people have undergone an 116
people have undergone in 118
people have undergone the 137
people have virtually no 359
people have witnessed an 47
people have witnessed in 60
people have witnessed the 500
people having assembled at 90
people having assembled in 74
people having conferred on 46
people having consented to 79
people having interests in 44
people having knowledge of 130
people held possession of 80
people help themselves by 189
people help themselves in 182
people help themselves is 86
people help themselves to 441
people here presented to 41
people hide themselves in 80
people hold themselves in 43
people into allegiance to 57
people into awareness of 99
people into captivity in 136
people into captivity to 84
people into obedience by 70
people into obedience to 188
people into opposition to 69
people into paroxysms of 71
people into possession of 115
people into recognizing the 43
people into situations in 49
people into situations of 51
people into subjection to 177
people into submission by 211
people into submission or 85
people into submission to 387
people keep themselves in 137
people keep themselves to 95
people kept themselves in 73
people kept themselves to 52
people kill themselves as 40
people kill themselves by 90
people kill themselves in 212
people kill themselves on 46
people kill themselves to 58
people knew themselves to 60
people know happiness is 76
people know themselves as 122
people know themselves in 69
people know themselves to 170
people lack awareness of 105
people lack knowledge of 167
people least qualified to 72
people left destitute by 61
people lend themselves to 130
people less attentive to 48
people less committed to 47
people less corrupted by 93
people less dependent on 500
people less receptive to 42
people less reluctant to 61
people less resistant to 57
people less sensitive to 224
people lift themselves up 46
people like ourselves as 43
people like ourselves do 59
people like ourselves in 400
people like ourselves is 89
people like ourselves it 49
people like ourselves on 79
people like ourselves or 66
people like ourselves the 42
people like ourselves to 436
people like secretary of 67
people like themselves as 312
people like themselves do 50
people like themselves in 574
people like themselves is 60
people like themselves on 88
people like themselves or 139
people like themselves to 397
people link themselves to 49
people live elegantly on 48
people live primarily in 141
people live primarily on 43
people live scattered in 58
people live throughout the 127
people living downstream of 87
people living elsewhere in 328
people living illegally in 78
people living peacefully in 50
people living primarily in 101
people living scattered in 47
people living somewhere in 104
people living throughout the 329
people lock themselves in 111
people look fearlessly on 69
people look increasingly to 40
people lose awareness of 42
people lose themselves by 87
people lose themselves in 319
people lost themselves in 85
people made available to 50
people made credulous by 102
people made desperate by 214
people made destitute by 45
people made redundant by 82
people made redundant in 75
people made reference to 112
people make contracts in 46
people make estimates by 101
people make judgments of 175
people make judgments on 70
people make reference to 171
people make themselves at 139
people make themselves the 43
people make themselves up 47
people meet regularly in 57
people meet regularly to 100
people more attentive to 166
people more blackened by 55
people more cognizant of 57
people more committed to 142
people more confident in 61
people more dedicated to 41
people more dependent on 469
people more different in 71
people more difficult to 182
people more effective in 149
people more efficient in 69
people more generally in 51
people more important to 102
people more incentive to 128
people more observant of 40
people more qualified to 111
people more receptive to 740
people more reluctant to 155
people more resistant to 225
people more sensitive to 956
people more suspicious of 112
people most attracted to 84
people most certainly do 54
people most committed to 132
people most competent to 106
people most concerned in 252
people most concerned to 98
people most dedicated to 53
people most dependent on 101
people most difficult to 105
people most important in 154
people most important to 752
people most interesting to 44
people most motivated to 43
people most prominent in 66
people most qualified to 251
people most receptive to 92
people most resistant to 48
people most sensitive to 142
people move throughout the 59
people much preferred the 66
people much preferred to 89
people must appreciate the 56
people must certainly be 202
people must cooperate in 137
people must cooperate to 97
people must cultivate it 62
people must cultivate the 47
people must determine the 83
people must naturally be 110
people must originate in 53
people must recognize the 307
people must sometimes be 106
people must subscribe to 44
people must themselves be 126
people must undertake the 63
people need permission to 82
people need somewhere to 65
people next proceeded to 42
people once inhabited the 85
people once possessed of 41
people only exercised in 85
people only pretended to 66
people open themselves to 263
people open themselves up 153
people over centuries of 80
people owed allegiance to 315
people owed obedience to 43
people owning allegiance to 48
people paid obedience of 80
people pick themselves up 70
people pull themselves up 83
people push themselves to 83
people range themselves on 50
people rate themselves as 334
people rate themselves on 71
people react adversely to 171
people react favorably to 143
people react similarly to 72
people rely increasingly on 77
people rely primarily on 208
people ruin themselves by 126
people rule themselves by 53
people rule themselves in 111
people seeing themselves as 314
people seeing themselves in 40
people seek happiness in 71
people seem attracted to 48
people seem committed to 56
people seem compelled to 135
people seem generally to 230
people seem gradually to 55
people seem incapable of 387
people seem increasingly to 51
people seem literally to 40
people seem naturally to 144
people seem reluctant to 344
people seem satisfied to 49
people seem sometimes to 82
people seem surprised to 53
people sent messengers to 98
people show themselves as 92
people show themselves in 71
people show themselves so 41
people show themselves to 178
people shut themselves in 264
people shut themselves up 706
people sold themselves to 42
people some conception of 70
people some knowledge of 181
people soon collected to 61
people soon perceived the 40
people speak slightingly of 74
people stay connected to 65
people such instances of 387
people swear allegiance to 152
people take advantage of 7682
people take naturally to 49
people take ownership of 142
people take possession of 346
people take themselves so 74
people take themselves to 173
people taking advantage of 2424
people taking possession of 218
people talk sometimes as 40
people teach themselves to 53
people tell themselves in 89
people tell themselves to 97
people tend generally to 66
people tend increasingly to 50
people tend naturally to 193
people their appearance is 45
people their knowledge of 56
people their obligation to 53
people their privilege of 46
people their willingness to 72
people there assembled to 58
people there continued to 85
people there pronounce it 64
people think happiness is 45
people think primarily in 61
people think primarily of 60
people think themselves in 58
people think themselves so 437
people think themselves to 116
people threw themselves at 194
people threw themselves in 79
people threw themselves on 359
people threw themselves to 100
people throw themselves at 58
people throw themselves on 110
people took advantage of 5814
people took possession of 1381
people turn increasingly to 74
people turn naturally to 66
people upon completion of 53
people upon themselves is 53
people used sometimes to 113
people very attentive to 54
people very deficient in 81
people very different in 149
people very difficult to 110
people very generally to 46
people very important to 57
people very reluctant to 79
people very sensitive to 93
people very suspicious of 41
people view themselves as 2240
people view themselves in 271
people well qualified to 206
people went overnight to 63
people went regularly to 83
people were abandoned by 82
people were abandoned to 268
people were addressed as 83
people were addressed by 309
people were addressed in 66
people were adherents of 171
people were advocates of 48
people were afflicted by 274
people were affronted by 43
people were alienated by 154
people were allocated to 131
people were analogous to 81
people were ancestors of 67
people were appointed as 379
people were appointed by 114
people were appointed in 74
people were appointed to 918
people were approaching the 255
people were assaulted by 57
people were assembled as 87
people were assembled at 1032
people were assembled by 122
people were assembled he 51
people were assembled in 3203
people were assembled on 688
people were assembled to 1418
people were associated in 73
people were astounded at 382
people were astounded by 136
people were astounded to 126
people were attentive to 410
people were attracted by 1837
people were attracted in 148
people were attracted to 5443
people were authorized to 429
people were available at 58
people were available in 91
people were available to 702
people were barricading the 64
people were basically the 106
people were believers in 138
people were benefited by 204
people were butchered by 86
people were butchered in 210
people were butchered on 48
people were celebrating in 87
people were celebrating the 1046
people were certainly in 72
people were certainly no 42
people were certainly the 62
people were challenged by 72
people were challenged to 234
people were christians in 41
people were clustered at 46
people were clustered in 236
people were clustered on 107
people were cognizant of 134
people were collected at 589
people were collected by 90
people were collected in 610
people were collected on 240
people were collected to 244
people were comforted by 204
people were commanded by 171
people were commanded to 1636
people were committed by 64
people were committed to 1372
people were compelled at 48
people were compelled by 343
people were compelled to 7708
people were competent to 291
people were complaining of 411
people were complaining to 47
people were conceived as 112
people were conceived of 61
people were concerned as 110
people were concerned at 80
people were concerned by 64
people were concerned he 87
people were concerned in 453
people were concerned it 93
people were concerned the 180
people were concerned to 285
people were condemned as 190
people were condemned by 103
people were condemned in 40
people were condemned to 1363
people were conducted by 128
people were conducted in 109
people were conducted to 151
people were confident in 47
people were confident of 270
people were confirmed by 74
people were confirmed in 252
people were congregating in 193
people were connected by 81
people were connected in 70
people were connected to 429
people were conquered by 328
people were considering the 118
people were consigned to 205
people were consulted as 141
people were consulted by 52
people were consulted in 180
people were consulted on 143
people were contacted by 109
people were contacted in 65
people were contained in 82
people were contented to 157
people were converted as 108
people were converted at 94
people were converted by 371
people were converted in 287
people were converted to 2071
people were convicted by 73
people were convicted in 242
people were convicted of 1159
people were convicted on 138
people were convinced by 506
people were convinced he 120
people were convinced in 41
people were convinced it 116
people were convinced of 1291
people were convinced the 238
people were convinced to 62
people were corrupted by 202
people were counseled to 44
people were criticizing the 87
people were decidedly in 50
people were decimated by 219
people were dedicated to 372
people were deficient in 174
people were defrauded of 108
people were delighted at 457
people were delighted by 229
people were delighted to 1517
people were delivered by 53
people were delivered in 46
people were delivered to 120
people were delivered up 61
people were denounced as 243
people were denounced by 44
people were dependent on 2138
people were deposited in 49
people were depressed by 87
people were depressed in 98
people were described as 2896
people were described by 279
people were described in 239
people were described to 49
people were desperate to 431
people were destitute of 385
people were destroyed at 42
people were destroyed by 537
people were destroyed in 355
people were destroyed on 55
people were destroyed or 66
people were developed in 58
people were different in 272
people were different to 67
people were difficult to 309
people were disabused of 44
people were discovering the 130
people were discussed in 88
people were disgusted at 274
people were disgusted by 196
people were dismissed as 57
people were dismissed by 58
people were dismissed to 83
people were dispersed by 86
people were dispersed in 479
people were dispersed to 88
people were displaced as 228
people were displaced by 627
people were displaced in 307
people were displaced or 87
people were displaced to 76
people were displayed in 51
people were displeased at 122
people were displeased by 42
people were dissolved in 48
people were disturbed at 123
people were disturbed by 868
people were disturbed to 47
people were domiciled in 41
people were dominated by 490
people were embroiled in 49
people were employees of 92
people were empowered by 45
people were empowered to 322
people were enchanted by 120
people were encouraging me 43
people were encroaching on 52
people were endangered by 88
people were enthralled by 121
people were entranced by 93
people were entrusted to 61
people were enveloped in 73
people were estimated at 61
people were estimated to 2097
people were evacuated by 114
people were evacuated in 197
people were evacuated to 344
people were evidently in 111
people were evidently of 51
people were exercised by 40
people were exhausted by 427
people were exhibited in 59
people were exploited by 255
people were exploited in 60
people were exploited to 43
people were expressed by 86
people were expressed in 240
people were favorable to 253
people were flattered by 120
people were flattered to 56
people were followers of 327
people were forbidden by 267
people were forbidden the 102
people were forbidden to 4309
people were forgotten or 48
people were fortunate in 235
people were fortunate to 169
people were generally at 63
people were generally in 360
people were generally of 190
people were generally on 62
people were generally so 112
people were generally the 89
people were generally to 83
people were generally up 125
people were gladdened by 66
people were gratified by 157
people were gratified to 57
people were guiltless of 62
people were henceforth to 95
people were horrified at 408
people were horrified by 529
people were horrified to 152
people were humiliated by 59
people were identical in 48
people were identical to 45
people were immigrating to 53
people were impatient at 57
people were impatient of 207
people were impatient to 221
people were important in 290
people were important to 364
people were impressed by 1618
people were impressed to 43
people were incapable of 2891
people were indignant at 658
people were infuriated at 53
people were infuriated by 157
people were installed in 60
people were interesting to 45
people were intrigued by 330
people were invariably the 54
people were inveigled by 65
people were invisible to 54
people were irritated at 67
people were irritated by 319
people were irritated to 44
people were justified by 48
people were justified in 1066
people were kidnapped by 102
people were kidnapped in 92
people were liberated by 55
people were massacred at 146
people were massacred by 379
people were massacred in 742
people were massacred on 74
people were massacred or 110
people were miserable in 42
people were mobilized by 95
people were mobilized in 150
people were mobilized to 618
people were motivated by 877
people were motivated to 764
people were mystified by 105
people were naturally in 71
people were necessary in 47
people were necessary to 326
people were neglected by 73
people were nominated by 55
people were nominated to 63
people were obligated to 332
people were offensive to 134
people were oppressed by 1302
people were oppressed in 132
people were organized as 157
people were organized by 79
people were organized in 580
people were organized on 65
people were organized to 211
people were outspoken in 48
people were overjoyed at 350
people were overjoyed by 42
people were overjoyed to 248
people were overtaken by 135
people were paralyzed by 100
people were partisans of 75
people were passengers in 65
people were perceived as 998
people were perceived by 99
people were perceived to 223
people were permitted by 66
people were permitted in 41
people were permitted the 58
