packing these holiday guests 96
people were granted rights 40
people were grossly gulled 40
people were grouped around 413
people were harshly treated 42
people were hostile toward 70
people were huddled around 259
people were induced without 110
people were injured before 62
people were largely engaged 94
people were married without 52
people were prudent enough 57
people were rapidly becoming 220
people were receiving public 41
people were receiving relief 165
people were reduced almost 56
people were released without 42
people were scurrying around 263
people were shocked beyond 50
people were solidly behind 622
people were strolling around 71
people were strolling through 73
people were strongly averse 42
people were suffering greatly 135
people were suffering through 43
people were trapped inside 459
people were traveling through 48
people were usually buried 99
people were usually called 43
people were utterly unable 44
people were wandering around 632
people were wandering through 188
people were wondering whether 359
people were worried beyond 47
people when closely stared 41
people will believe almost 93
people will benefit greatly 44
people will develop cancer 131
people will finally realize 43
people will forever remain 74
people will largely depend 63
people will perform better 344
people will perhaps object 48
people will question whether 104
people will quickly become 57
people will quickly forget 56
people will quickly realize 48
people will quietly submit 309
people will respond better 90
people will usually accept 56
people will usually choose 59
people will willingly accept 67
people work together across 50
people work together better 166
people work together through 51
people work together toward 340
people work together without 67
peopling those notable tracts 82
peril from hostile indians 63
peril from natural causes 54
peril their courage melted 54
period from infancy through 228
period from january through 795
period from october through 417
period from shortly before 201
period having expired without 47
period these several genera 41
period were closely allied 41
period were closely linked 65
period when emerson reached 50
period when european nations 76
period when european powers 40
period when everything seemed 122
period when foreign policy 54
period when history begins 52
period when national income 61
period when precious metals 139
period when western europe 191
period will shortly arrive 41
period will shortly expire 45
petty cash account should 65
petty cash voucher should 89
phase angle between output 200
phase angle between stress 146
phone cord wrapped around 83
picks their pockets before 51
piece into smaller pieces 66
piled some smaller pieces 48
pilot gary francis powers 49
pined like suffering virtue 58
pinning down british forces 46
place among european cities 45
place among european nations 628
place among european powers 290
place among european states 174
place among western nations 67
place during certain periods 86
place during passage through 101
place during regular school 85
place five minutes before 340
place from everything except 44
place from january through 106
place from natural causes 164
place from october through 134
place have squalling babies 68
place into fibrous tissue 43
place just minutes before 139
place just outside london 74
place just shortly before 49
place like lombard street 57
place like silicon valley 64
place more stringent limits 125
place more vividly before 140
place only between bodies 85
place only between equals 118
place only between states 79
place only minutes before 133
place only moments before 73
place only shortly before 284
place over several periods 44
place over several widely 47
place some voyages before 68
place such persons without 47
place their customs duties 50
place their demands before 608
place their greatest stress 65
place their highest values 45
place their offerings before 81
place their opinions before 47
place these letters before 87
place these matters before 136
place these thoughts before 98
place very largely through 40
place very quickly indeed 65
place very rapidly indeed 157
place very shortly before 209
place were strewed various 79
place your division across 42
placing their demands before 40
placing their greatest strength 84
placing their opinions before 43
plain lone bramble thrills 52
plain text resumes through 41
plane wave traveling through 175
plans must contain special 51
plans were brought before 46
plans were carried through 266
plans were quickly changed 58
plans were quickly formed 90
plans were revised upward 52
plans will largely depend 107
plant cell culture system 42
plant from natural causes 51
plant from southern europe 80
plant their unfeeling satire 44
plant these bristling points 93
plant three charred sticks 51
plant will produce enough 94
playing over himself instead 50
playing such pitiful tricks 379
playing very gravely indeed 43
plays from ancient greece 128
plays have oftener filled 287
plays some poetical fiction 88
plays were written around 131
plays were written before 386
plays were written without 68
please send address changes 264
pluck your richest fruits 63
plunge into unknown waters 174
plunging into darkest africa 47
podgy hand somehow before 47
poetry have braided around 44
poetry must concern itself 44
point hold herself already 65
point less strongly manned 66
point more strongly toward 45
point moving average filter 299
point romeo notices juliet 45
point will perhaps become 51
point will present itself 43
point will receive further 326
point will require further 253
point will usually result 40
poles were planted around 84
polls into extreme fashion 70
ports into british fleets 117
posed some troubling ethical 51
posts from council bluffs 52
posts were carried without 43
posts were usually filled 63
pound ball crashed through 45
pound shot crashed through 51
pouring down british throats 80
pouring into western europe 72
power among competing elites 51
power among competing groups 249
power among diverse groups 53
power among european nations 211
power among european states 251
power among several nations 50
power among several states 75
power flux density limits 70
power from overhead cables 75
power from western europe 103
power into central europe 165
power into western europe 94
power line carrier system 259
power mild weakness severe 63
power must express itself 50
power must justify itself 50
power over council actions 89
power over demonic forces 71
power over distant regions 78
power over federal actions 41
power over federal courts 204
power over foreign nations 60
power over foreign policy 824
power over inferior courts 52
power over material nature 155
power over national policy 140
power over natural events 90
power over natural forces 601
power over outward nature 110
power over secular rulers 69
power over subject matter 46
power over subject peoples 53
power over western europe 93
power were against reform 67
power were closely linked 100
power will express itself 40
power will largely depend 42
power will prevent france 44
prays your sincere friend 49
preach their funeral sermon 64
preach your election sermon 195
preach your funeral sermon 199
press five hundred pounds 99
press four hundred pounds 136
press from reporting events 518
press such request through 44
press their demands through 146
press their demands without 41
press these matters warmly 50
press three hundred pounds 233
press upon himself without 70
preying upon spanish shipping 53
price plus average profit 70
price will increase demand 60
price will increase output 44
print five hundred copies 598
print five thousand copies 496
print four hundred copies 62
print four thousand copies 178
print three hundred copies 158
print three thousand copies 281
print your numbers inside 62
prism base outward before 41
prize soon allured edward 67
prone when detailing events 120
prose into readable english 125
prove some general theorems 42
prove their loyalty before 45
prove their loyalty through 56
prove their manhood through 173
prove very helpful indeed 41
pubic hair becomes sparse 43
pulse rate becomes slower 67
pupil into geometry before 58
pushing dark against bright 45
pushing some highway through 66
pushing such popular claims 69
pushing three hundred pounds 104
putting down several commas 41
putting forth maximum effort 113
putting into question whether 47
putting their message across 80
putting their support behind 63
putting your message across 155
