packaged and marketed like 56
patience and meekness were 46
patience and persisting good 83
patience and practice will 162
patience and prudence were 81
patience and purposed self 113
patience and unshaken faith 53
patience and unwavering faith 45
patience was obviously wearing 45
patience was rewarded when 700
patients all suddenly fall 58
patients all suffered from 82
patients and compared their 105
patients and compared these 65
patients and controls during 113
patients and controls from 105
patients and controls have 217
patients and controls were 1316
patients and controls when 82
patients and evaluating their 40
patients and families also 87
patients and families come 62
patients and families cope 348
patients and families coping 94
patients and families dealing 116
patients and families during 310
patients and families face 88
patients and families facing 371
patients and families feel 171
patients and families find 99
patients and families from 319
patients and families have 847
patients and families into 79
patients and families know 68
patients and families learn 83
patients and families living 96
patients and families make 159
patients and families more 126
patients and families must 314
patients and families need 374
patients and families over 84
patients and families tend 47
patients and families want 183
patients and families were 460
patients and families what 43
patients and families when 239
patients and families whom 46
patients and families will 527
patients and patients from 81
patients and patients having 42
patients and patients taking 59
patients and possibly also 40
patients and students from 49
patients and students have 44
patients and students were 44
patients and therefore have 73
patients and therefore must 46
patients and visitors from 66
patients and visitors were 102
patients are accepted into 66
patients are actually more 41
patients are actually taking 40
patients are admitted from 173
patients are admitted into 198
patients are admitted only 125
patients are affected more 95
patients are awakened from 66
patients are benefiting from 92
patients are commonly seen 78
patients are deterred from 68
patients are diagnosed during 88
patients are diagnosed early 122
patients are diagnosed only 68
patients are diagnosed when 85
patients are distinct from 54
patients are enrolled into 51
patients are entirely free 68
patients are examined during 43
patients are excluded from 564
patients are followed over 313
patients are initially seen 149
patients are isolated from 61
patients are observed during 44
patients are operated upon 319
patients are otherwise well 42
patients are probably best 438
patients are probably less 85
patients are probably more 309
patients are received from 51
patients are received into 90
patients are recovering from 249
patients are referred back 90
patients are referred from 445
patients are relieved when 60
patients are selected from 121
patients are slightly more 96
patients are somewhat less 85
patients are somewhat more 103
patients are switched from 205
patients are therefore more 45
patients are withdrawn from 116
patients being excluded from 52
patients being operated upon 95
patients being withdrawn from 81
patients can continue their 56
patients can describe their 43
patients can maintain their 140
patients can tolerate more 143
patients can tolerate only 182
patients can tolerate oral 50
patients can tolerate their 42
patients can tolerate these 61
patients die annually from 66
patients for hospital care 78
patients for personal gain 45
patients for specialty care 57
patients had actually been 102
patients had complete healing 61
patients had complete pain 74
patients had increased from 64
patients had initially been 57
patients had positive skin 136
patients had received more 189
patients had received only 122
patients had received other 54
patients had received prior 1094
patients had received some 113
patients had received their 102
patients had recently been 105
patients had squamous cell 168
patients had suffered from 1094
patients had survived more 43
patients had temporal lobe 66
patients has increased from 105
patients has increased over 43
patients has recently been 599
patients may actually have 307
patients may complain only 117
patients may continue their 44
patients may describe their 92
patients may initially have 105
patients may manifest only 51
patients may perceive their 64
patients may possibly have 40
patients may progress from 81
patients may therefore have 79
patients not operated upon 188
patients not responding well 78
patients that suffered from 63
patients was injected into 71
patients was obtained from 132
patients was operated upon 56
patients was reported from 58
patients was selected from 82
patients who abruptly stop 51
patients who acquired their 69
patients who actually have 496
patients who actually need 70
patients who believed their 53
patients who consider their 48
patients who describe their 55
patients who formerly were 99
patients who improved during 70
patients who improved most 51
patients who improved their 56
patients who improved were 83
patients who increased their 63
patients who initially have 303
patients who initially were 135
patients who maintain good 43
patients who maintain their 76
patients who normally have 51
patients who otherwise have 244
patients who otherwise seem 49
patients who otherwise were 42
patients who perceive their 118
patients who probably have 77
patients who progress from 44
patients who received anti 101
patients who received bone 143
patients who received care 583
patients who received drug 281
patients who received early 315
patients who received four 139
patients who received full 70
patients who received heart 146
patients who received high 508
patients who received home 165
patients who received less 622
patients who received more 1236
patients who received only 2258
patients who received oral 280
patients who received other 76
patients who received over 135
patients who received prior 189
patients who received single 129
patients who received some 98
patients who received such 256
patients who received their 274
patients who received these 202
patients who received three 215
patients who recently have 90
patients who regained their 44
patients who rejected their 58
patients who relapsed during 64
patients who relapsed were 87
patients who remained free 203
patients who remained well 88
patients who reported having 164
patients who reported high 58
patients who reported more 153
patients who reported pain 68
patients who reported their 58
patients who required more 287
patients who required only 118
patients who retained their 99
patients who returned home 112
patients who suffered from 10241
patients who suffered heart 65
patients who survived five 69
patients who survived less 103
patients who survived more 290
patients who survived over 60
patients who survived their 160
patients who survived were 106
patients who switched from 95
patients who urgently need 78
patients with abnormal bone 74
patients with abnormal heart 95
patients with abnormal left 416
patients with abnormal lungs 110
patients with abnormal test 116
patients with acquired heart 228
patients with acquired reading 56
patients with adequate bone 84
patients with advanced aids 1820
patients with advanced bone 70
patients with advanced germ 304
patients with advanced heart 6495
patients with advanced left 134
patients with advanced neck 80
patients with advanced oral 49
patients with advanced soft 200
patients with apparent early 72
patients with arthritis have 111
patients with arthritis were 50
patients with atypical pain 89
patients with axillary node 586
patients with cervical cord 482
patients with cervical disc 382
patients with cervical disk 74
patients with cervical pain 167
patients with cervical ribs 165
patients with cervical root 117
patients with clinical aids 193
patients with clinical gout 69
patients with clinical heart 201
patients with clinical pain 52
patients with clinical risk 65
patients with complete cord 102
patients with complete data 193
patients with complete heart 1375
patients with complete left 187
patients with complete loss 119
patients with complete mole 95
patients with complete tears 70
patients with constant pain 55
patients with coronary heart 13080
patients with coronary risk 142
patients with critical limb 1871
patients with decreased bone 51
patients with decreased host 70
patients with decreased left 331
patients with delirium have 77
patients with diagnoses other 160
patients with diagnoses such 68
patients with diastolic heart 517
patients with dyspepsia have 92
patients with elevated body 44
patients with elevated left 533
patients with elevated uric 48
patients with epilepsy also 40
patients with epilepsy during 92
patients with epilepsy from 85
patients with epilepsy have 695
patients with epilepsy must 41
patients with epilepsy show 55
patients with epilepsy were 235
patients with epilepsy will 383
patients with fallopian tube 109
patients with germinal cell 51
patients with glaucoma have 155
patients with gonorrhea have 40
patients with herniated disc 62
patients with idiopathic heart 69
patients with idiopathic left 91
patients with idiopathic pain 110
patients with impaired bone 51
patients with impaired cell 465
patients with impaired hearing 272
patients with impaired heart 128
patients with impaired host 390
patients with impaired left 2210
patients with inclusion body 204
patients with increased bone 88
patients with increased left 176
patients with increased risk 823
patients with initially high 117
patients with initially mild 46
patients with injuries from 43
patients with invasive mole 94
patients with isolated calf 119
patients with isolated left 296
patients with jaundice have 43
patients with lymphoma have 121
patients with lymphoma were 56
patients with melanoma have 156
patients with melanoma were 99
patients with meningitis have 124
patients with migraine have 204
patients with migraine were 72
patients with moderate hearing 47
patients with moderate heart 174
patients with moderate left 126
patients with moderate pain 102
patients with moderate risk 46
patients with multiple areas 87
patients with multiple bone 121
patients with multiple drug 156
patients with multiple food 59
patients with multiple health 83
patients with multiple pain 57
patients with multiple prior 92
patients with multiple risk 823
patients with multiple skin 110
patients with negative bone 52
patients with negative skin 383
patients with negative test 240
patients with otherwise good 40
patients with parietal lobe 1030
patients with persisting pain 52
patients with personal care 43
patients with pneumonia have 187
patients with pneumonia were 112
patients with pneumonia will 55
patients with positive anti 40
patients with positive bone 157
patients with positive para 81
patients with positive skin 606
patients with positive test 769
patients with posterior left 64
patients with posterior wall 116
patients with problems such 139
patients with profound hearing 138
patients with prolonged coma 130
patients with prolonged pain 79
patients with prolonged post 57
patients with proximal deep 436
patients with proximal left 122
patients with proximal vein 220
patients with psoriasis have 303
patients with psoriasis were 115
patients with psoriasis will 69
patients with referred pain 42
patients with restless legs 741
patients with scoliosis have 53
patients with seizures have 100
patients with sentinel node 99
patients with shoulder pain 445
patients with solitary bone 75
patients with specific health 109
patients with specific risk 96
patients with squamous cell 13434
patients with standard risk 76
patients with suicidal ideas 50
patients with supposed food 54
patients with symptoms from 127
patients with symptoms have 59
patients with symptoms like 57
patients with symptoms such 178
patients with symptoms were 61
patients with syphilis have 66
patients with syphilis were 57
patients with systolic heart 403
patients with systolic left 96
patients with temporal bone 253
patients with temporal lobe 17907
patients with terminal heart 357
patients with tinnitus have 74
patients with underlying heart 896
patients with underlying left 66
patients with underlying risk 71
patients with unstable flow 80
patients with untreated early 61
patients with untreated lyme 47
patients with untreated mild 100
patients with valvular heart 7825
patients with vascular risk 127
patriarch had repaired from 68
patriarch was commuted from 73
patriarch who presided over 76
patriotic and christian duty 52
patriotic and domestic love 139
patriotic and military songs 56
patriotic and religious duty 152
patriotic and religious note 48
patriotic and religious poems 46
patriotic and religious songs 496
patriotic and romantic songs 86
patterns and coronary heart 77
patterns and deviations from 86
patterns and materials used 54
patterns and problems among 309
patterns and relations among 80
patterns and relations from 62
patterns are apparent from 92
patterns are apparent when 48
patterns are borrowed from 63
patterns are combined into 91
patterns are commonly seen 149
patterns are commonly used 283
patterns are distinct from 134
patterns are inferred from 59
patterns are observed among 84
patterns are observed during 52
patterns are observed from 53
patterns are observed when 184
patterns are obtained from 411
patterns are obtained only 46
patterns are obtained when 163
patterns are possible when 44
patterns are probably more 204
patterns are produced from 53
patterns are produced when 138
patterns are recorded from 50
patterns are reported from 40
patterns are selected from 76
patterns are somewhat less 111
patterns are somewhat more 223
patterns are therefore more 56
patterns has recently been 89
patterns may resemble those 41
patterns that children learn 42
patterns that differed from 179
patterns that occurred during 147
patterns that resemble those 304
patterns that resulted from 295
patterns that underlie these 50
patterns was obtained from 58
pavement has recently been 43
pavement has subsided more 49
pavement with brilliant hues 48
payments and advances made 52
payments and benefits from 292
payments and benefits paid 61
payments and external debt 689
payments and interest from 57
payments and interest paid 71
payments and interest rate 149
payments and payments made 71
payments and receipts among 72
payments and receipts during 78
payments and receipts from 215
payments and receipts have 82
payments and receipts into 59
payments and receipts made 92
payments and receipts must 172
payments and receipts over 51
payments and receipts were 212
payments and receipts will 175
payments and services from 107
payments and services were 64
payments and tributes more 460
payments are actually made 1001
payments are commonly made 99
payments are computed from 45
payments are constant over 44
payments are contingent upon 282
payments are deducted from 625
payments are excluded from 722
payments are exempted from 76
payments are extended over 55
payments are financed from 96
payments are interest only 44
payments are normally made 234
payments are normally paid 41
payments are obtained from 77
payments are payments made 296
payments are promptly made 64
payments are properly made 75
payments are received during 99
payments are received from 778
payments are received over 86
payments are required during 74
payments are required from 84
payments are required only 57
payments are required when 87
payments for children born 86
payments for contract work 75
payments for employee health 45
payments for exemption from 53
payments for hospital care 283
payments for materials used 51
payments for overtime work 433
payments for personal health 87
payments for purposes other 49
payments for services from 138
payments for services have 41
payments for services such 186
payments for services were 112
payments had actually been 78
payments had increased from 42
payments may actually have 56
payments she received from 77
payments that resulted from 59
payments they received from 213
payments they received were 85
peasantry and artisans were 53
peasantry had suffered from 48
peasantry was excluded from 62
peasantry was nurtured among 86
pedagogy and critical theory 67
pedantry and pavement slang 88
peerages that depended upon 50
pellmell with restless dogs 78
penchant for beautiful young 40
pendulum has probably swung 59
pendulum has recently swung 56
penitent and contrite heart 647
penitent and obedient faith 48
penitent and obedient heart 559
peppered with comments like 53
peppered with comments such 41
peppered with questions from 162
peptides and proteins from 467
peptides and proteins have 687
peptides and proteins into 100
peptides and proteins such 94
peptides and proteins were 110
peptides and proteins will 96
peptides are produced from 80
peptides are secreted into 67
peptides has recently been 57
perceive and describe their 251
perceive and evaluate their 607
perceive and evaluate these 127
perceive and evaluate what 102
perceive and organize their 242
perceive and remember more 41
perceive and remember what 99
perceive any benefits from 46
perceive any external body 307
perceive its delicate life 47
perceive its operation even 41
perceive that strangers have 54
perceiving and perceiving nothing 72
perceiving and reflecting upon 138
perceiving his mistress gone 78
perceiving his soldiers less 63
perceiving how invidious their 77
perceiving that christian made 56
percepts and concepts into 66
perforce this sequence must 45
performing and literary arts 579
performing any contract when 61
performing any external work 56
performing any immediate task 72
performing any religious rite 47
performing each specific task 42
performing his allotted part 60
performing his allotted task 119
performing his assigned duty 62
performing his assigned task 125
performing his fiduciary duty 61
performing his military duty 76
performing his religious duty 40
performing its allotted task 113
performing its assigned role 40
performing its assigned task 126
performing its functions more 144
performing its functions prior 48
performing its functions well 60
performing its intended task 72
performing one specific task 45
performing that operation upon 60
performing this operation care 40
performing this operation have 74
performing this operation upon 62
performing this operation were 44
performing this operation will 104
performs his allotted task 126
performs his assigned task 47
performs its allotted task 70
performs its assigned task 79
performs its functions best 57
performs its functions more 73
performs its functions only 56
performs its functions well 116
performs its intended task 87
performs one specific task 53
performs this operation more 41
perfumed with essential oils 68
perfumes and aromatic oils 137
perfumes and essential oils 147
perfusion and coronary flow 83
perilous and agitated life 116
perilous and solitary walk 58
perished and thousands more 87
perished his beautiful wife 58
permeated with christian ideas 82
permeated with religious faith 61
permeated with religious ideas 111
peroxide and ascorbic acid 127
peroxide and sulfuric acid 543
peroxide has recently been 99
peroxide with sulfuric acid 97
persists and develops into 186
personal and absolute rule 45
personal and academic life 290
personal and artistic life 744
personal and artistic self 58
personal and business bank 72
personal and business data 182
personal and business debt 52
personal and business life 3767
personal and business mail 102
personal and business saving 395
personal and business ties 470
personal and business time 65
personal and business uses 294
personal and communal faith 122
personal and communal healing 87
personal and communal health 126
personal and communal life 2677
personal and communal living 105
personal and communal loss 45
personal and communal meaning 157
personal and communal past 107
personal and communal self 313
personal and communal ties 51
personal and communal well 277
personal and corporeal gods 70
personal and cultural life 718
personal and cultural loss 101
personal and cultural meaning 244
personal and cultural myths 56
personal and cultural past 550
personal and cultural self 265
personal and cultural ties 166
personal and despotic rule 50
personal and distinct from 118
personal and domestic care 127
personal and domestic life 2081
personal and domestic side 47
personal and domestic ties 40
personal and domestic uses 225
personal and dynastic ends 41
personal and economic cost 86
personal and economic life 313
personal and economic loss 51
personal and economic self 124
personal and economic ties 244
personal and economic well 158
personal and emotional cost 67
personal and emotional kind 46
personal and emotional life 877
personal and emotional meaning 61
personal and emotional ones 48
personal and emotional side 115
personal and emotional ties 204
personal and emotional tone 56
personal and emotional well 150
personal and everyday life 163
personal and financial cost 193
personal and financial data 511
personal and financial gain 97
personal and financial help 99
personal and financial life 321
personal and financial loss 114
personal and financial risk 301
personal and financial ruin 83
personal and financial ties 239
personal and financial well 185
personal and informal tone 43
personal and informal ways 46
personal and intimate care 81
personal and intimate form 104
personal and intimate kind 180
personal and intimate life 603
personal and intimate love 58
personal and intimate part 50
personal and intimate side 195
personal and intimate tone 51
personal and intimate view 54
personal and intimate ways 75
personal and intimate were 49
personal and literary life 417
personal and literary ties 54
personal and original form 54
personal and original work 100
personal and partisan ends 122
personal and pecuniary gain 49
personal and physical care 108
personal and plighted faith 62
personal and property ties 58
personal and relative duty 161
personal and religious laws 83
personal and religious life 225
personal and romantic view 72
personal and separate from 41
personal and societal cost 129
personal and societal health 64
personal and societal life 322
personal and societal well 354
personal and therefore less 199
personal and therefore more 468
personal being distinct from 165
personal god distinct from 142
personal tax payments from 43
personal use property must 54
personal use property will 63
pervaded are shadowed forth 58
pervades all sentient beings 174
pervades each separate soul 47
pervades our everyday life 59
petitions and memorials asking 43
petitions and memorials from 442
petitions and memorials sent 56
petitions and memorials were 354
petitions and protests from 128
petitions and protests were 114
petitions and requests from 100
petitions are expected from 51
petitions for clemency from 56
petitions for clemency were 66
petitions for exemption from 408
petitions for variances from 42
petitions had received from 46
pharmacy and medicine were 72
phonemes are combined into 109
physical and chemical acts 48
physical and chemical coal 130
physical and chemical cues 172
physical and chemical data 2606
physical and chemical form 736
physical and chemical ideas 80
physical and chemical into 69
physical and chemical laws 6707
physical and chemical life 67
physical and chemical make 754
physical and chemical meaning 99
physical and chemical means 3924
physical and chemical ones 350
physical and chemical prop 125
physical and chemical rate 150
physical and chemical side 97
physical and chemical soil 1165
physical and chemical test 120
physical and chemical theory 383
physical and chemical ways 97
physical and chemical work 431
physical and cultural data 66
physical and cultural life 170
physical and cultural type 61
physical and cultural well 151
physical and custodial care 71
physical and economic base 57
physical and economic cost 55
physical and economic data 217
physical and economic harm 179
physical and economic health 234
physical and economic laws 117
physical and economic life 205
physical and economic loss 83
physical and economic maps 50
physical and economic means 47
physical and economic ruin 64
physical and economic side 42
physical and economic size 44
physical and economic unit 64
physical and economic well 1178
physical and emotional areas 68
physical and emotional beings 63
physical and emotional body 139
physical and emotional bond 236
physical and emotional break 40
physical and emotional care 2500
physical and emotional caring 49
physical and emotional cost 241
physical and emotional cues 75
physical and emotional harm 1485
physical and emotional healing 823
physical and emotional health 17014
physical and emotional heart 49
physical and emotional help 139
physical and emotional high 100
physical and emotional home 43
physical and emotional hurt 102
physical and emotional ills 330
physical and emotional life 1613
physical and emotional load 47
physical and emotional longing 46
physical and emotional loss 128
physical and emotional love 273
physical and emotional make 476
physical and emotional means 42
physical and emotional need 336
physical and emotional ones 82
physical and emotional pain 5922
physical and emotional rest 426
physical and emotional risk 352
physical and emotional role 50
physical and emotional self 1363
physical and emotional side 677
physical and emotional threat 51
physical and emotional ties 168
physical and emotional time 42
physical and emotional toll 926
physical and emotional union 126
physical and emotional ways 146
physical and emotional well 19874
physical and emotional work 280
physical and external means 64
physical and financial cost 151
physical and financial data 184
physical and financial harm 90
physical and financial health 234
physical and financial help 79
physical and financial loss 51
physical and financial means 136
physical and financial plan 48
physical and financial reach 48
physical and financial risk 62
physical and financial ruin 83
physical and financial size 48
physical and financial wealth 59
physical and financial well 470
physical and monetary data 72
physical and personal care 89
physical and personal life 57
physical and personal self 161
physical and romantic love 43
physical and sensible body 42
physical and spectral data 72
physical and symbolic form 48
physical and symbolic heart 41
physical and symbolic link 45
physical and symbolic means 43
physical things operated upon 88
physician and botanist from 59
physician and hospital care 987
physician and hospital fees 119
physician and hospital from 51
physician and hospital have 49
physician and hospital were 57
physician and therefore other 45
physician for prenatal care 108
physician had received from 56
physician may possibly give 45
physician was summoned from 111
physician who attended lord 41
physician who presided over 42
physician who provides care 67
physician who suffered from 162
physique and handsome face 130
pictorial and dramatic form 49
pictorial and literary arts 67
pictorial and literary form 59
pictured all tradition hears 102
pictured too severely true 47
pictures and antiques upon 59
pictures and articles from 230
pictures and describe what 86
pictures and discount very 194
pictures and excerpts from 40
pictures and mementos from 56
pictures and sketches were 76
pictures and statuary were 85
pictures and tapestry were 42
pictures are commonly used 42
pictures are obtained from 84
pictures are obtained when 91
pictures are probably like 85
pictures are scarcely more 41
pictures are selected from 51
pictures had recently been 50
pictures that resulted from 66
pictures that resulted were 45
pictures you formerly gave 42
pigments are absorbed into 78
pigments are commonly used 47
pigments are obtained from 122
pigments are prepared from 60
pigments are produced from 138
pilgrims and devotees from 105
pilgrims and scholars from 54
pilgrims and strangers here 567
pilgrims and strangers upon 326
pilgrims and students from 88
pilgrims and tourists come 43
pilgrims and tourists from 177
pilgrims and tourists have 47
pilgrims and visitors from 235
pilgrims who resorted there 119
pilgrims who returned from 130
pilgrims who wandered from 59
pipeline was extended from 44
pitchers and catchers were 64
pittance she received from 71
placards with messages such 52
placenta are expelled from 241
placenta may separate from 80
plainest and coarsest kind 46
plainest and simplest food 128
plainest and simplest form 86
plainest and simplest heart 44
plainest and simplest kind 247
plainest and strongest form 53
plankton and detritus from 120
planners and analysts will 54
planners and builders have 47
planners and builders were 50
planners and engineers have 146
planners and engineers were 61
planners and managers from 55
planners and managers have 212
planners and managers must 196
planners and managers need 101
planners and managers were 65
planners and managers will 123
planters and servants were 52
plasmids are inserted into 80
plastics are commonly used 112
plastics are produced from 136
platform and launched into 42
platform for expressing their 126
platform has recently been 55
platform that extended from 55
platform that projects from 47
platform that supports java 330
pleasures and untimely deaths 56
pleasures they afforded were 63
plexuses are prolonged along 41
plighted his steadfast faith 78
plumbers and painters from 40
plumbers and painters were 50
plundering and destroying their 472
plundering and oppressing their 78
plundering and ransacking their 49
pneumonia and pleurisy were 47
pneumonia has recently been 46
poisoned with carbolic acid 45
poisoned with carbonic acid 127
polarizing beam splitter cube 287
policies and controls over 55
policies and controls were 49
policies and decisions from 77
policies and decisions have 182
policies and decisions into 54
policies and decisions made 532
policies and decisions must 99
policies and decisions were 309
policies and decisions will 126
policies and directed their 58
policies and evaluate their 60
policies and interest rate 89
policies and monitoring their 70
policies and politics have 66
policies and politics were 74
policies and practice have 81
policies and problems were 63
policies and programs also 117
policies and programs among 90
policies and programs dealing 147
policies and programs during 187
policies and programs from 364
policies and programs have 2077
policies and programs into 228
policies and programs laid 48
policies and programs leading 45
policies and programs like 47
policies and programs meant 51
policies and programs more 249
policies and programs must 890
policies and programs need 205
policies and programs only 41
policies and programs over 121
policies and programs seem 43
policies and programs such 275
policies and programs tend 70
policies and programs upon 67
policies and programs used 47
policies and programs vary 44
policies and programs were 1416
policies and programs when 99
policies and programs will 982
policies and programs work 95
policies and projects have 149
policies and projects must 46
policies and projects were 97
policies and projects will 63
policies and services have 59
policies and services were 44
policies are actually made 130
policies are commonly used 67
policies are directed from 43
policies are distinct from 52
policies are excluded from 122
policies are possible only 42
policies are probably more 138
policies are somewhat more 115
policies for specific areas 55
policies for terminal care 113
policies had actually been 48
policies has recently been 65
policies has therefore been 43
policies may actually have 71
policies that affected their 221
policies that differed from 157
policies that diverged from 71
policies that emanated from 135
policies that followed from 108
policies that governed their 61
policies that maintain high 55
policies that maximize their 147
policies that occurred during 66
policies that produced such 97
policies that resemble those 44
policies that restrict their 71
policies that resulted from 285
policies that threatened their 148
policies that underlie these 40
policies they believed were 42
policies with interest from 46
polished and fashioned into 104
polished with infinite care 97
politics and academic life 81
politics and aesthetics were 75
politics and american life 183
politics and business during 47
politics and business from 59
politics and business have 170
politics and business life 80
politics and business were 305
politics and business will 137
politics and commerce have 72
politics and commerce were 86
politics and commerce will 132
politics and critical theory 108
politics and cultural life 423
politics and disputes over 44
politics and domestic life 91
politics and economic life 688
politics and economic theory 106
politics and education from 43
politics and education have 106
politics and education must 46
politics and education were 155
politics and elections have 66
politics and elections were 67
politics and everyday life 928
politics and feminist theory 82
politics and industry were 62
politics and literary theory 58
politics and majority rule 101
politics and military life 61
politics and military rule 111
politics and morality from 70
politics and morality have 60
politics and morality were 185
politics and ordinary life 81
politics and parochial life 68
politics and personal gain 45
politics and personal life 684
politics and policies during 44
politics and policies from 49
politics and policies have 145
politics and policies more 197
politics and policies were 118
politics and politics from 68
politics and politics into 77
politics and pressure from 55
politics and religious faith 74
politics and religious life 106
politics and resigned from 42
politics and sociology have 76
politics and sociology must 46
politics and sociology were 45
politics and strategy were 68
politics and whatever else 93
politics are divorced from 46
politics are excluded from 111
politics are separate from 54
politics for fourteen years 49
politics for personal ends 42
politics for personal gain 298
politics has migrated into 97
politics has probably been 65
politics has recently been 102
politics has suffered from 53
politics has therefore been 46
politics than anywhere else 85
politics that engenders nothing 45
politics that occurred during 54
politics that resulted from 119
politics was injected into 40
pollution and congestion were 41
pollution and pollution from 132
pollution and whatever else 134
pollution and wretched self 324
pollution has recently been 52
pollution has resulted from 132
pollution per passenger mile 45
pollution that emanates from 66
pollution that resulted from 102
poltroon and cowardly tale 43
polymers are commonly used 148
polymers are excluded from 42
polymers are obtained from 149
polymers are obtained when 64
polymers are prepared from 132
polymers are produced from 102
polymers has recently been 85
pondered and agonized over 88
pondered and pondered over 149
populace and soldiery were 98
populist and socialist ideas 41
populous and beautiful city 112
populous and beautiful part 153
populous and powerful city 105
populous and powerful part 43
populous and splendid city 73
porosity and particle size 182
portfolio that contains only 126
portfolio that includes some 43
porticoes and pavilions were 43
portrait being admitted there 52
portrait has recently been 121
portrait may preserve some 54
portrait now actually hangs 45
portrait was probably done 58
portrait was probably made 95
positions and continue their 53
positions and excluded from 56
positions and expelled from 78
positions and functions among 78
positions and functions were 42
positions and increased their 48
positions and maintain their 62
positions and returned fire 46
positions and salaries were 43
positions and therefore have 70
positions are combined into 45
positions are commonly used 92
positions are computed from 49
positions are excepted from 69
positions are excluded from 126
positions are exempted from 81
positions are numbered from 330
positions are obtained from 158
positions are possible here 48
positions are probably more 40
positions are reversed from 40
positions are reversed when 74
positions are selected from 47
positions are somewhat more 87
positions for financial gain 51
positions for personal gain 935
positions has increased from 65
positions that differed from 98
positions that maximize their 51
positions that resulted from 48
positions they occupied during 202
positions they occupied prior 207
positions they occupied were 65
positions they occupied when 202
positive and absolute duty 90
positive and accurate self 138
positive and commanding tone 63
positive and concrete form 52
positive and constant over 44
positive and decisive role 62
positive and decreases when 53
positive and definite form 53
positive and essential role 64
positive and integral part 68
positive and negative acting 50
positive and negative acts 421
positive and negative aims 57
positive and negative angle 90
positive and negative areas 2166
positive and negative axes 107
positive and negative bars 68
positive and negative beta 217
positive and negative biasing 55
positive and negative body 119
positive and negative case 105
positive and negative cash 923
positive and negative cell 369
positive and negative coping 275
positive and negative cost 45
positive and negative cues 579
positive and negative data 701
positive and negative drug 100
positive and negative during 60
positive and negative edge 639
positive and negative ends 3119
positive and negative face 1866
positive and negative feed 181
positive and negative film 229
positive and negative flow 225
positive and negative flux 169
positive and negative form 695
positive and negative free 399
positive and negative from 244
positive and negative gain 48
positive and negative gate 261
positive and negative gene 182
positive and negative goal 160
positive and negative grid 116
positive and negative half 4756
positive and negative have 412
positive and negative health 441
positive and negative heats 62
positive and negative here 45
positive and negative high 211
positive and negative ideal 70
positive and negative ideas 364
positive and negative into 58
positive and negative ionic 521
positive and negative item 129
positive and negative kind 197
positive and negative lags 243
positive and negative laws 114
positive and negative leads 1273
positive and negative legs 55
positive and negative lens 206
positive and negative life 2686
positive and negative lift 81
positive and negative line 241
positive and negative list 74
positive and negative live 98
positive and negative load 151
positive and negative main 141
positive and negative male 40
positive and negative mark 69
positive and negative mass 526
