packaged goods company in 140
positive point charges of 105
positive price effects of 56
positive proof against the 177
positive pulse applied at 60
positive pulse applied to 479
positive sense according to 42
positive slope because of 111
positive slope because the 48
positive slope between the 78
positive social aspects of 112
positive social behavior in 139
positive social behavior is 66
positive social behavior of 84
positive social behavior to 41
positive social climate in 126
positive social effects of 222
positive social function in 50
positive social function of 124
positive social support is 60
positive spread between the 258
positive stand against it 46
positive stand against the 381
positive stand regarding the 55
positive stand towards the 91
positive steps against the 98
positive steps forward in 92
positive steps towards the 396
positive terms because of 46
positive terms signify the 49
positive throat culture is 55
positive throat culture or 143
positive trade balance in 629
positive trade balance is 85
positive trade balance of 525
positive trade balance on 45
positive trade balance to 52
positive trend between the 54
positive urine culture in 95
positive urine culture is 121
positive value according to 58
positive value attaching to 45
positive value because it 206
positive value because of 117
positive value because the 129
positive value depending on 100
positive value insofar as 40
positive value related to 85
positive value results in 40
positive views regarding the 101
positive views towards the 46
positive water balance in 63
positive water balance is 70
positive water balance of 60
positive whole numbers in 70
positive whole numbers is 89
possessing class against the 133
possessing equal amounts of 96
possessing every element of 71
possessing every quality of 59
possessing every variety of 314
possessing large amounts of 381
possessing large estates in 186
possessing large numbers of 280
possessing small amounts of 299
possessing varying amounts of 132
possessing varying degrees of 939
possessing within himself the 86
possible about everything in 50
possible action against the 466
possible added benefit of 43
possible after addition of 60
possible after arrival at 200
possible after arrival in 249
possible after arrival of 84
possible after effects of 42
possible after finishing the 58
possible after harvest to 81
possible after observing the 48
possible after obtaining the 122
possible after receipt by 63
possible after receipt of 1066
possible after receiving an 60
possible after receiving it 157
possible after receiving the 435
possible after removal of 276
possible after returning to 79
possible after surgery to 101
possible angles between the 118
possible biases related to 54
possible cases according to 64
possible cases depending on 103
possible claim against the 211
possible clash between the 416
possible crime against the 49
possible dealings because of 50
possible delay between the 75
possible doubt regarding the 118
possible either because of 231
possible either because the 154
possible enemy courses of 61
possible equal numbers of 60
possible error because of 42
possible error sources in 83
possible fatal outcome of 72
possible feeling between the 47
possible felon usually is 115
possible force against the 50
possible fusion between the 73
possible gains against the 86
possible haste towards the 81
possible hiatus between the 65
possible human freedom in 154
possible human language is 48
possible iraqi invasion of 48
possible joint effects of 70
possible joint venture in 58
possible joint venture to 45
possible large increase in 54
possible large numbers of 77
possible lasting effects of 48
possible later addition of 48
possible legal effects of 86
possible lethal effects of 63
possible links between an 40
possible links between the 2713
possible lives offered by 71
possible local effects of 60
possible local sources of 115
possible major sources of 79
possible mapping between the 41
possible masking effects of 45
possible match between the 425
possible meanings according to 43
possible meanings depending on 91
possible meeting between the 161
possible moral effects of 42
possible nexus between the 62
possible phone numbers in 42
possible place according to 56
possible rapid increase in 42
possible ratios between the 64
possible reason relates to 54
possible risks against the 60
possible risks related to 83
possible route between the 193
possible route towards the 53
possible sharp decrease in 65
possible sites include the 64
possible small amounts of 74
possible small increase in 95
possible social effects of 300
possible social impacts of 67
possible space between the 157
possible speed against the 61
possible speed towards the 215
possible split between the 106
possible steps towards the 45
possible terms against the 155
possible threats against the 58
possible today because of 306
possible today because the 76
possible total numbers of 41
possible toxic effects in 79
possible toxic effects of 1525
possible toxic effects on 307
possible toxic effects to 56
possible toxic reactions to 43
possible trade between the 56
possible trade effects of 53
possible unity between the 108
possible value between the 43
possible varying degrees of 85
possible views regarding the 46
possible viral aetiology of 69
possible viral etiology of 330
possible weapon against the 118
possible which results in 103
possible which satisfy the 41
possible while achieving the 55
possible while anybody is 77
possible while following the 47
possible while increasing the 67
possible while listening to 58
possible while providing the 103
possible while remaining in 126
possible while retaining the 373
possible world according to 50
possible world because it 45
possibly allow herself to 67
possibly allow himself to 135
possibly amusing herself by 50
possibly arise between the 144
possibly arise between us 73
possibly avail himself of 114
possibly could against me 44
possibly could against the 85
possibly could explain the 55
possibly could towards the 73
possibly cover everything in 50
possibly exist between the 425
possibly exist outside of 75
possibly exist outside the 56
possibly exist together in 98
possibly fatal effects of 120
possibly first aroused by 51
possibly housing council as 46
possibly large amounts of 137
possibly large numbers of 176
possibly laugh together at 41
possibly longer depending on 47
possibly looking forward to 55
possibly meeting outside the 51
possibly never existed at 41
possibly occur because of 57
possibly occur between the 69
possibly place himself in 46
possibly prove helpful in 63
possibly small amounts of 573
possibly stand against the 174
possibly tough question is 60
possibly toxic effects of 59
possibly under control of 49
possibly unite against the 40
possibly varying degrees of 43
possibly would involve the 71
posterior basal segment of 814
posterior force applied to 57
posterior inner surface of 271
posterior joint capsule is 79
posterior medial nucleus of 790
posterior medial surface of 357
posterior median columns of 108
posterior median fissure is 171
posterior median fissure of 443
posterior outer surface of 63
posterior roots between the 213
posterior space between the 56
posterior tibial vessels in 62
posterior tibial vessels to 123
posterior upper surface of 181
posterior white columns of 320
postpone action against the 68
postpone action because of 42
postpone final decision on 64
postpone writing letters to 63
postures which suggest the 151
potential action against the 61
potential added benefit of 58
potential after addition of 107
potential biases related to 52
potential change between the 83
potential change induced by 71
potential claim against the 315
potential clash between the 459
potential class counsel to 179
potential class members in 133
potential class members is 49
potential class members of 166
potential class members to 145
potential costs against the 51
potential costs related to 75
potential curve between the 40
potential curve crosses the 50
potential danger because it 50
potential danger because of 163
potential drops between the 59
potential enemy because of 42
potential error sources in 59
potential field between the 73
potential field outside the 50
potential force against the 43
potential force capable of 46
potential funding sources as 40
potential funding sources in 62
potential funding sources to 93
potential gains against the 126
potential gains offered by 79
potential group members in 50
potential group members is 86
potential group members to 141
potential growth effects of 151
potential juror because of 58
potential lethal effects of 45
potential links between the 462
potential local sources of 58
potential major sources of 69
potential match between the 73
potential moves towards the 57
potential point sources of 70
potential power because of 43
potential rebel against the 40
potential rises rapidly to 77
potential risks against the 149
potential risks related to 261
potential sales because of 41
potential savings offered by 81
potential sites include the 45
potential sliding surface is 60
potential social benefit of 43
potential social effects of 215
potential social impacts of 189
potential social utility of 46
potential space between the 4505
potential split between the 103
potential staff members to 43
potential still remains to 145
potential threats against the 123
potential toxic effects in 86
potential toxic effects of 1191
potential toxic effects on 240
potential toxic effects to 60
potential trade between the 75
potential trade effects of 75
potential users because of 53
potential users outside the 59
potential value because it 52
potential value because of 100
potential value depends on 45
potential water deficit in 51
potential weapon against the 139
potential which affects the 40
potential which defines the 86
potential which depends on 814
potential which exceeds the 40
potential which existed in 118
potential which follows the 121
potential which governs the 187
potential which inheres in 43
potential which measures the 46
potential which reduces the 136
potential which resides in 170
potential which results in 335
potential would increase the 97
powerful acids corrode or 47
powerful agent capable of 44
powerful appeal against the 58
powerful appeal because it 42
powerful blast furnace in 43
powerful blows against the 197
powerful bonds between the 64
powerful change wrought by 46
powerful charm against the 65
powerful charm belonged to 99
powerful check against the 153
powerful civil servant in 79
powerful drive against the 61
powerful drive towards the 54
powerful engine against the 50
powerful engine capable of 87
powerful field battery of 60
powerful field between the 42
powerful fleet against the 129
powerful force affecting the 127
powerful force against the 446
powerful force because it 128
powerful force because of 72
powerful force capable of 440
powerful force exerted by 58
powerful force operating in 73
powerful force operating on 74
powerful force operating to 43
powerful force opposed to 115
powerful force towards the 52
powerful front against the 44
powerful guard unknown to 128
powerful guilt blocked my 45
powerful hands gripped the 49
powerful human impulse to 54
powerful image because it 52
powerful inner sanctum of 60
powerful kingdom between the 49
powerful league against the 187
powerful lever against the 62
powerful links between the 248
powerful lobby against the 61
powerful magic resides in 40
powerful method because it 44
powerful moral support in 84
powerful moral support of 55
powerful moral support to 73
powerful mount towards it 68
powerful music critics of 66
powerful nation capable of 97
powerful nation refuses to 87
powerful nexus between the 46
powerful novel written by 58
powerful party against the 171
powerful party capable of 89
powerful party devoted to 76
powerful party opposed to 171
powerful people against the 46
powerful people outside the 67
powerful radar systems in 71
powerful reason against the 68
powerful state between the 68
powerful state capable of 129
powerful thrust against the 85
powerful thrust towards the 42
powerful tools capable of 71
powerful trend towards the 59
powerful voice against it 88
powerful voice against the 395
powerful voice capable of 68
powerful warning against the 86
powerful weapon against an 59
powerful weapon against me 47
powerful weapon against the 2300
powerful weapon against us 54
powerful weapon because it 79
powerful weapon capable of 67
powerful weapon wielded by 48
powerful whole outside of 41
practice above alluded to 90
practice allow everything to 46
practice arose because of 89
practice based largely on 75
practice claim against the 43
practice either because of 45
practice either because the 46
practice every species of 224
practice falls outside the 109
practice first adopted by 81
practice first appeared in 134
practice holds equally in 43
practice known locally as 50
practice large numbers of 161
practice later adopted by 143
practice later adopted in 41
practice lends support to 55
practice makes perfect in 351
practice makes perfect is 215
practice might consist of 42
practice might include the 55
practice might perhaps be 86
practice often adopted by 44
practice often depends on 108
practice often focuses on 44
practice often results in 1202
practice quite foreign to 68
practice quite similar to 57
practice quite unknown to 100
practice rigid economy in 76
practice rules enacted in 67
practice sadly weakened by 69
practice seems founded on 45
practice since vatican ii 51
practice social science is 40
practice spread rapidly to 87
practice still adhered to 89
practice still carried on 108
practice still current in 105
practice still existed in 61
practice still obtaining in 43
practice still obtains in 127
practice still obtains of 42
practice still pursued by 91
practice still pursued in 81
practice still remains in 82
practice still remains to 62
practice takes account of 87
practice tends towards the 88
practice today because of 156
practice under penalty of 157
