path from phantasy back 107
put much emphasis upon 311
put much enthusiasm into 77
put onto magnetic tape 169
put some animation into 42
put some backbone into 591
put some disgrace upon 82
put some distance away 45
put some distance from 72
put some emphasis upon 51
put some enthusiasm into 188
put some interest into 44
put some medicine into 68
put some nonsense into 54
put some pressure upon 174
put some stiffening into 88
put some suspicion into 69
put such emphasis upon 137
put such enthusiasm into 50
put such implicit faith 54
put such nonsense into 573
put such policies into 138
put such precepts into 42
put such pressure upon 255
put such programs into 78
put such questions there 48
put their bayonets into 47
put their business into 83
put their children ahead 49
put their children down 134
put their children into 1651
put their children there 85
put their christian faith 64
put their commands into 57
put their complete faith 62
put their concepts into 55
put their concerns into 72
put their contents into 68
put their contract into 84
put their daughter into 41
put their decisions into 297
put their doctrine into 90
put their education into 51
put their emphasis upon 153
put their energies into 4795
put their enthusiasm into 114
put their families ahead 47
put their families into 77
put their fortunes into 127
put their garments upon 54
put their insights into 92
put their intention into 62
put their machines into 48
put their materials away 122
put their memories into 48
put their messages into 69
put their negative upon 103
put their patients into 74
put their policies into 361
put their precepts into 88
put their problems into 175
put their products into 76
put their programs into 164
put their projects into 135
put their promises into 55
put their property into 270
put their questions into 64
put their sentence into 41
put their servants into 63
put their subjects into 63
put their ultimate faith 40
put their uniforms back 55
put these articles into 79
put these children into 55
put these commands into 69
put these concepts into 552
put these concerns into 66
put these decisions into 305
put these elements into 142
put these equations into 127
put these families into 40
put these insights into 284
put these lectures into 69
put these materials into 116
put these pictures into 54
put these policies into 521
put these precepts into 414
put these problems into 143
put these products into 40
put these programs into 137
put these projects into 42
put these promises into 60
put these questions from 80
put these questions home 45
put these questions into 355
put these questions were 115
put these relations into 47
put these solutions into 76
put those colonies into 58
put those concepts into 84
put those decisions into 161
put those pictures away 44
put those policies into 171
put those problems into 45
put those solutions into 128
put three torpedoes into 142
put what happened into 53
put wild projects into 46
put your attention into 97
put your business card 46
put your business into 160
put your business plan 95
put your children into 79
put your computer into 128
put your concerns into 43
put your daughter into 49
put your energies into 401
put your eyeballs back 40
put your finances into 42
put your financial life 40
put your friendly heart 45
put your intention into 45
put your invoices into 45
put your lordship upon 90
put your materials away 64
put your notebook away 57
put your personal life 95
put your problems into 89
put your property into 79
put your shoulder down 171
put your shoulder into 153
put your strategy into 43
put your suitcase down 51
