pacified that kingdom by 103
parables with which it 43
parables with which the 67
parables with which we 55
parabola for which the 50
parabola that opens to 54
parabola that opens up 289
parabola with focus at 148
paradigm and begin to 61
paradigm and model of 41
paradigm are based on 111
paradigm are found in 115
paradigm are shown in 65
paradigm can easily be 63
paradigm can never be 53
paradigm can serve as 99
paradigm for change in 45
paradigm for learning in 51
paradigm for looking at 152
paradigm for others to 56
paradigm for solving the 50
paradigm for study of 124
paradigm for testing the 71
paradigm for viewing the 113
paradigm for which is 91
paradigm for which the 68
paradigm had begun to 57
paradigm has begun to 157
paradigm has ceased to 215
paradigm has freed the 40
paradigm has shown to 49
paradigm may prove to 45
paradigm may serve as 59
paradigm may still be 43
paradigm that could be 453
paradigm that fails to 44
paradigm that forms the 88
paradigm that makes it 72
paradigm that makes the 55
paradigm that might be 124
paradigm that needs to 80
paradigm that rests on 50
paradigm that seeks to 285
paradigm that seems to 361
paradigm that tends to 85
paradigm that tries to 41
paradigm that views the 80
paradigm that would be 170
paradigm was based on 534
paradigm was found to 58
paradigm with which he 54
paradigm with which it 58
paradigm with which the 147
paradigm with which to 614
paradigm with which we 144
paradise and shows us 81
paradise are under the 76
paradise can never be 53
paradise far within the 40
paradise for birds of 49
paradise for which he 123
paradise for which the 66
paradise for which we 110
paradise she finds it 56
paradise that could be 111
paradise that might be 45
paradise that would be 102
paradise this would be 71
paradise thou shalt eat 91
paradise was about to 87
paraffin was added to 46
paraffin was found to 61
paraffin wax melting at 48
paraffin wax which is 267
parakeet that poops on 91
parallax and hence the 47
parallax was found to 122
parallel and about the 51
parallel and above the 175
parallel and adapt to 173
parallel and appear to 59
parallel and began to 61
parallel and below the 142
parallel and close to 9135
parallel and could be 50
parallel and cross the 116
parallel and equal in 1514
parallel and equal to 10913
parallel and flowing in 94
parallel and hence the 90
parallel and medial to 187
parallel and others in 67
parallel and point in 76
parallel and rival to 103
parallel and share the 109
parallel and thence to 56
parallel and under the 44
parallel and where the 43
parallel and which do 47
parallel and which is 53
parallel and within the 83
parallel are given in 59
parallel are known as 42
parallel are shown in 492
parallel beam falls on 52
parallel beam which is 102
parallel being found in 42
parallel both sides of 191
parallel can again be 40
parallel can easily be 217
parallel for which is 125
parallel for which the 98
parallel for which we 73
parallel may exist in 49
parallel may serve to 53
parallel one above the 173
parallel that comes to 633
parallel that could be 387
parallel that found in 222
parallel that might be 239
parallel that seems to 113
parallel that springs to 41
parallel that which he 44
parallel was about to 56
parallel was begun on 41
parallel was ceded to 45
parallel was drawn by 153
parallel was drawn in 72
parallel was drawn to 78
parallel was fixed as 42
parallel was found at 138
parallel was found in 159
parallel was noted by 211
parallel with either of 148
parallel with either the 406
parallel with forms of 43
parallel with growth in 58
parallel with growth of 100
parallel with lines of 145
parallel with others in 105
parallel with others is 164
parallel with others of 47
parallel with parts of 59
parallel with plane of 99
parallel with which he 40
parallel with which is 193
parallel with which it 94
parallel with which the 235
parallel with which we 44
paralyze its power by 139
paralyzing him below the 40
paranoid and began to 49
parapets and copings of 53
parasite and makes it 74
parasite are found in 242
parasite being found in 47
parasite for which the 52
parasite may enter the 93
parasite may exist in 112
parasite may occur in 78
parasite that could be 73
parasite that feeds on 639
parasite that grows in 45
parasite that grows on 310
parasite that kills the 44
parasite that lives in 1111
parasite that lives on 971
parasite that preys on 46
parasite was found by 168
parasite was found in 1581
parasite was found on 108
parasite was found to 170
parasite was shown to 54
parasite who feeds on 41
parasite who lives by 50
parasite who lives on 175
parasite with which it 41
parasite with which the 46
parceled out under the 45
pardoned and given an 44
pardoned and given the 103
pardoned and saved by 134
pardoned and shall be 48
pardoned for calling it 212
pardoned for calling the 130
pardoned for drawing an 45
pardoned for failing to 303
pardoned for feeling the 79
pardoned for finding it 45
pardoned for pausing to 43
pardoned for quoting at 104
pardoned for quoting it 341
pardoned for quoting the 207
pardoned for selling the 85
pardoned for smiling at 50
pardoned for speaking of 135
pardoned for thinking he 79
pardoned for thinking it 280
pardoned for thinking of 116
pardoned for thinking the 95
pardoned for wanting to 55
pardoned for wishing to 254
pardoned him after he 58
pardoned that dares to 66
pardoner was passing on 40
parishes and parts of 208
parishes and towns in 97
parishes and towns of 83
parishes and under the 42
parishes and unions in 60
parishes and wards of 47
parishes are bound to 46
parishes are found in 54
parishes are given in 60
parishes are known to 47
parishes are shown in 71
parishes are under the 81
parishes for which he 103
parishes for which it 55
parishes for which no 47
parishes for which the 210
parishes had begun to 63
parishes had risen to 51
parishes lying within the 43
parishes not within the 58
parishes that would be 48
parishes with which he 156
parishes with which the 69
parishes with which we 49
parities and within the 42
parlance are known as 134
parlance one speaks of 41
parlance they would be 43
parlance this would be 100
parlance was known as 89
paroxysm may often be 58
partially set aside by 41
partially set aside in 59
partially set aside the 59
partially with reeds or 44
particle and equal to 93
particle and field of 55
particle and fluid is 49
particle and hence is 44
particle and hence the 261
particle and which is 59
particle and which the 88
particle are equal to 130
particle are given as 42
particle are given by 944
particle are given in 120
particle are known as 116
particle are shown in 291
particle being acted on 93
particle being found at 57
particle being found in 136
particle can cross the 45
particle can easily be 107
particle can either be 56
particle can enter the 76
particle can exist in 229
particle can never be 366
particle can occur in 55
particle can often be 62
particle can serve as 109
particle can still be 50
particle for which the 401
particle for which we 51
particle has moved in 74
particle has moved to 152
particle has risen to 66
particle has twice the 81
particle its tongue of 41
particle may appear to 43
particle may enter the 69
particle may exist in 41
particle may serve as 121
particle may still be 57
particle not acted on 62
particle now known as 42
particle that comes in 89
particle that could be 242
particle that forms the 69
particle that leaves the 90
particle that makes up 323
particle that might be 90
particle that moves at 50
particle that moves in 341
particle that would be 116
particle too small to 199
particle was equal to 60
particle was found by 68
particle was found in 151
particle was found to 559
particle was given by 59
particle was given the 115
particle was known to 97
particle was named the 132
particle was shown to 141
particle was taken to 51
particle with about the 66
particle with twice the 49
particle with which it 329
particle with which the 201
particle with which we 83
partisan and agent of 63
partisan was known to 68
partition and after the 87
partition and began to 40
partition and loads the 55
partition and spoke to 44
partition and tried to 58
partition and under the 40
partition are given in 47
partition are shown in 88
partition but rather an 77
partition for which the 244
partition that could be 103
partition that forms the 46
partition that holds the 133
partition that takes up 52
partition that would be 67
partition was based on 155
partition was bound to 69
partition was built in 40
partition was drawn up 57
partition was moved to 91
partnering with others in 70
partnering with others to 87
partners and about the 45
partners and began to 139
partners and begin to 58
partners and could be 51
partners and engage in 276
partners and engaging in 88
partners and forms of 68
partners and hence the 45
partners and leases the 43
partners and moved to 54
partners and others in 144
partners and others to 94
partners and repeat the 211
partners and shall be 166
partners and share in 81
partners and share the 99
partners and staff at 68
partners and staff in 119
partners and staff of 213
partners and staff to 88
partners and tried to 83
partners and types of 68
partners and under the 47
partners and where the 62
partners and within the 139
partners and would be 100
partners are about to 71
partners are added to 50
partners are asked to 482
partners are aware of 655
partners are based on 210
partners are bound by 459
partners are bound in 43
partners are bound to 368
partners are close to 66
partners are easier to 43
partners are engaging in 75
partners are equal in 169
partners are found in 82
partners are found to 129
partners are given an 41
partners are given in 49
partners are given the 195
partners are happy to 59
partners are joining in 44
partners are known as 111
partners are known to 214
partners are liable as 113
partners are liable in 116
partners are liable on 56
partners are liable to 673
partners are looking at 53
partners are looking to 62
partners are often the 81
partners are prone to 71
partners are quick to 49
partners are seeking to 88
partners are shown in 207
partners are shown to 44
partners are still in 126
partners are taxed as 71
partners are taxed at 45
partners are taxed on 399
partners are under the 97
partners are urged to 93
partners are willing to 1863
partners are within the 62
partners are working in 76
partners are working on 166
partners are working to 153
partners being aware of 44
partners bring learning to 40
partners but rather as 106
partners can agree on 296
partners can agree to 327
partners can begin to 117
partners can easily be 50
partners can elect to 54
partners can engage in 169
partners can focus on 106
partners can never be 57
partners can often be 68
partners can serve as 104
partners can share in 42
partners can share the 91
partners did claim the 59
partners for breach of 211
partners for debts of 129
partners for engaging in 40
partners for failing to 88
partners for which the 53
partners had begun to 134
partners had moved to 51
partners had taken the 69
partners had tried to 73
partners may agree in 44
partners may agree on 171
partners may agree to 1029
partners may apply to 48
partners may begin to 186
partners may carry on 808
partners may elect to 263
partners may engage in 354
partners may serve as 88
partners may share in 67
partners may share the 53
partners may still be 96
partners now urged to 89
partners pay taxes on 86
partners than women do 175
partners than would be 63
partners that agree to 42
partners that could be 66
partners that might be 78
partners that would be 154
partners they would be 40
partners was based on 126
partners was found to 89
partners was willing to 56
partners who agree to 139
partners who appear to 86
partners who belong to 96
partners who carry on 43
partners who chose to 43
partners who could be 139
partners who engage in 240
partners who focus on 43
partners who lived in 79
partners who might be 249
partners who owned the 185
partners who serve as 188
partners who share in 211
partners who share the 289
partners who tried to 49
partners who would be 378
partners with allah in 79
partners with allah is 53
partners with others in 116
partners with which it 162
partners with which the 175
partners with which to 369
partners with women in 52
passable for horse or 73
passages all occur in 99
passages all refer to 134
passages and asked to 60
passages and block the 49
passages and books of 122
passages and enter the 51
passages and entry of 64
passages and forms of 50
passages and halls of 81
passages and lines of 114
passages and notes in 42
passages and others in 92
passages and others of 96
passages and pages of 82
passages and parts of 131
passages and piles of 41
passages and rooms in 116
passages and rooms of 155
passages and rooms to 44
passages and texts in 46
passages and texts of 57
passages and themes in 83
passages and tried to 60
passages and turns of 113
passages and under the 48
passages and words in 76
passages and words of 68
passages are about the 136
passages are added to 94
passages are aimed at 56
passages are alike in 52
passages are based on 650
passages are bound to 41
passages are built on 125
passages are built up 43
passages are cited as 257
passages are cited by 520
passages are cited in 685
passages are cited to 211
passages are close to 51
passages are easier to 67
passages are echoed in 46
passages are found at 53
passages are found in 4682
passages are found on 121
passages are found to 159
passages are given as 182
passages are given at 61
passages are given by 258
passages are given in 1009
passages are given to 222
passages are known as 134
passages are known to 62
passages are liable to 198
passages are lined by 186
passages are missing in 58
passages are noted by 73
passages are noted in 57
passages are often of 61
passages are often so 45
passages are often the 58
passages are parts of 103
passages are quite as 99
passages are quite in 40
passages are shown in 236
passages are shown to 41
passages are still in 44
passages are taken as 125
passages are taken in 122
passages are taken is 184
passages are taken to 80
passages are taken up 57
passages are wanting in 214
passages are worthy of 244
passages can easily be 226
passages can never be 57
passages can often be 78
passages can serve as 95
passages can still be 47
passages for which he 265
passages for which it 40
passages for which no 252
passages for which the 275
passages for which we 59
passages may appear to 103
passages may belong to 42
passages may easily be 109
passages may occur in 85
passages may often be 57
passages may refer to 133
passages may serve as 581
passages may serve to 269
passages may still be 58
passages not found in 1190
passages now found in 133
passages one after the 109
passages read aloud by 104
passages say about the 58
passages that admit of 41
passages that allow the 56
passages that appeal to 278
passages that appear in 1048
passages that appear on 50
passages that appear so 43
passages that appear to 1859
passages that apply to 75
passages that belong to 199
passages that bother me 56
passages that carry the 71
passages that could be 3081
passages that evoke the 69
passages that exist in 71
passages that focus on 401
passages that frame the 96
passages that imply the 61
passages that might be 4193
passages that occur in 673
passages that occur to 54
passages that ought to 68
passages that point in 132
passages that point to 514
passages that prove the 73
passages that refer to 4316
passages that reveal the 348
passages that serve as 261
passages that serve to 101
passages that sound the 73
passages that spoke of 201
passages that spoke to 65
passages that touch on 200
passages that would be 512
passages they refer to 97
passages was based on 41
passages was found to 61
passages with others in 80
passages with which he 1306
passages with which it 698
passages with which the 706
passages with which to 114
passages with which we 777
passages you refer to 205
passenger and asked to 116
passenger can refer to 47
passenger car built by 44
passenger car built in 52
passenger car plant in 61
passenger car sales in 286
passenger car shall be 42
passenger car tires in 113
passenger car which is 43
passenger car would be 67
passenger may agree to 286
passenger seat staring at 41
passenger seat where he 99
passenger seat while he 114
passenger seat while the 75
passenger was about to 158
passenger was asked to 83
passenger was aware of 49
passenger was bound by 64
passenger was bound to 53
passenger was found to 46
passenger was seated by 70
passenger was sitting in 43
passenger was still in 84
passenger was taken on 132
passenger was under the 41
passenger was wanting to 44
passenger who comes in 62
passenger who fails to 99
passenger who knows the 42
passenger who makes the 43
passenger who might be 83
passenger who rides in 50
passenger who takes the 94
passenger who tried to 114
passenger who tries to 57
passenger who wants to 172
passenger who would be 58
passerby who might be 53
passport and asked if 57
passport and asked me 73
passport and began to 46
passport and money in 114
passport and money to 78
passport and moved to 42
passport and proof of 105
passport and tried to 62
passport and waved me 108
passport for entry to 88
passport for which he 48
passport that would be 50
passport was about to 98
passport was found in 63
passport was found on 48
passport was found to 52
passport was given me 65
passport was given to 152
passport was still in 138
passport was taken by 49
passport with which he 221
passport with which the 75
passport with which to 112
password and change it 62
password and click ok 3212
password and click on 189
password and click the 453
password and enter it 77
password and enter the 51
password and press the 165
password and sends it 92
password and sends the 59
password and store it 157
password can easily be 48
password can still be 45
password for logging in 105
password for logging on 155
password for opening the 175
password that could be 73
password that meets the 46
password that opens the 67
password that would be 76
password was given to 40
password with which the 78
password with which to 136
password you enter in 48
password you enter is 148
password you typed in 53
pastimes and forms of 48
pastimes for which the 49
pastimes that could be 53
pastimes with which the 54
pastoral poem which is 50
pastries and cakes in 57
pastries are baked on 213
pastured his flock in 51
pastured his herds in 71
pastured his sheep on 93
pastured his stock on 66
pastures and crops as 105
pastures and crops in 83
pastures and crops of 55
pastures and herds of 83
pastures and shade in 41
pastures and springs of 44
pastures and under the 66
pastures and woods in 64
pastures and woods of 136
pastures and woods to 41
pastures are burnt up 46
pastures are dried up 84
pastures are found in 176
pastures are found on 173
pastures are known to 50
pastures for herds of 79
pastures she views in 306
pastures that could be 66
pastures with herds of 100
patented and known as 42
patented and owned by 81
patented his engine in 89
patented his method in 54
patented his method of 168
patented his reaper in 57
pathogens and pests of 55
pathogens are based on 44
pathogens are found in 645
pathogens are given in 56
pathogens are known as 43
pathogens are known to 425
pathogens are shown in 117
pathogens are spread by 114
pathogens can enter the 128
pathogens can occur in 45
pathogens can often be 60
pathogens for which no 53
pathogens for which the 116
pathogens may enter the 121
pathogens may occur in 57
pathogens that cause the 106
pathogens that could be 385
pathogens that enter the 679
pathogens that exist in 42
pathogens that might be 369
pathogens that occur in 61
pathogens that would be 91
pathology and cause of 57
pathology and method of 61
pathology and spread of 63
pathology are based on 67
pathology are found in 139
pathology are shown in 47
pathology but rather as 64
pathology but rather to 41
pathology can easily be 45
pathology can occur in 64
pathology can often be 81
pathology for which the 142
pathology may exist in 127
pathology may occur in 95
pathology may still be 40
pathology that could be 187
pathology that might be 186
pathology that needs to 87
pathology that would be 62
pathology was based on 92
pathology was found in 369
pathology was found to 91
pathology was noted in 85
pathology with which the 52
pathology with which we 47
patience all would be 50
patience and allow the 63
patience and asked the 61
patience and await the 112
patience and began to 459
patience and begin to 66
patience and breadth of 72
patience and craft to 48
patience and cunning of 85
patience and cunning to 58
patience and force of 92
patience and grace in 40
patience and grace of 76
patience and grace to 96
patience and hours of 43
patience and kingdom of 42
patience and labor in 70
patience and labor of 114
patience and labor to 56
patience and learning of 78
patience and learning to 58
patience and mercy of 269
patience and mercy to 72
patience and money in 41
patience and money to 136
patience and nerve to 69
patience and never in 41
patience and pains to 45
patience and piety of 62
patience and piety to 70
patience and pluck he 66
patience and power of 607
patience and power to 191
patience and quiet of 76
patience and sense of 786
patience and skill as 429
patience and skill at 75
patience and skill by 137
patience and skill he 156
patience and skill in 2293
patience and skill is 125
patience and skill it 74
patience and skill of 1835
patience and skill on 355
patience and skill the 177
patience and skill to 1647
patience and tried to 254
patience and tries to 44
patience and trust in 966
patience and trust of 52
patience and trust the 48
patience and trust to 189
patience and vision to 55
patience and words of 52
patience and wrote to 71
patience any longer to 115
patience can never be 164
patience for nearly an 68
patience for putting up 40
patience for which he 118
patience for which the 61
patience had begun to 148
patience had ceased to 379
patience has ceased to 185
patience has taken me 94
patience may shame the 44
patience than could be 44
patience than would be 44
patience that began to 44
patience that knows no 41
patience that makes me 167
patience that makes the 42
patience that makes us 237
patience that seems to 60
patience that would be 160
patience they yield to 52
patience this would be 40
patience was about at 41
patience was about to 298
patience was aided by 107
patience was bound to 50
patience was close to 40
patience was equal to 131
patience was nearly at 119
patience was never so 43
patience was shown by 50
patience was taxed by 44
patience was taxed to 106
patience was tried by 388
patience was tried to 237
patience who could be 44
patience with either of 109
patience with either the 63
patience with people of 50
patience with which an 50
patience with which he 8881
patience with which in 152
patience with which it 644
patience with which my 190
patience with which so 46
patience with which the 3156
patience with which to 188
patience with which we 463
patients all kinds of 41
patients all sorts of 43
patients and about the 196
patients and acted as 44
patients and after the 57
patients and allow the 48
patients and appear to 197
patients and asked the 44
patients and asked to 79
patients and avoid the 78
patients and began to 143
patients and begin to 87
patients and cases of 82
patients and close the 46
patients and could be 302
patients and engage in 41
patients and failing to 51
patients and filed in 79
patients and focus on 65
patients and found an 277
patients and found in 105
patients and found it 295
patients and found no 788
patients and found the 522
patients and found to 318
patients and grown in 49
patients and helping to 88
patients and helps to 95
patients and hence the 59
patients and later in 49
patients and level of 45
patients and makes it 41
patients and makes the 48
patients and might be 95
patients and needs to 79
patients and noted the 71
patients and occur in 45
patients and often in 75
patients and often is 108
patients and often the 61
patients and others as 111
patients and others at 96
patients and others in 447
patients and others is 67
patients and others on 49
patients and others to 189
patients and people at 40
patients and people in 168
patients and seems to 242
patients and serve as 223
patients and shown to 91
patients and since the 47
patients and staff as 1004
patients and staff at 612
patients and staff be 44
patients and staff by 178
patients and staff do 53
patients and staff in 1771
patients and staff is 383
patients and staff of 1028
patients and staff on 478
patients and staff or 50
patients and staff the 74
patients and staff to 879
patients and talking to 65
patients and tends to 259
patients and tried to 245
patients and tries to 83
patients and types of 199
patients and under the 73
patients and users of 156
patients and where the 109
patients and which is 161
patients and which we 55
patients and within the 220
patients and women in 119
patients and working in 43
patients and would be 218
patients are about the 43
patients are about to 164
patients are above the 69
patients are added to 164
patients are adept at 111
patients are aided by 52
patients are aimed at 41
patients are alike in 115
patients are alive at 447
patients are alive in 76
patients are asked if 189
patients are asked the 52
patients are asked to 6792
patients are aware of 3149
patients are based on 598
patients are begun on 149
patients are below the 168
patients are blind to 42
patients are bound to 223
patients are close to 103
patients are cured by 753
patients are cured in 165
patients are cured of 351
patients are cured or 125
patients are drawn to 65
patients are easier to 168
patients are either in 66
patients are engaging in 53
patients are failing to 61
patients are flown to 54
patients are found at 77
patients are found in 601
patients are found on 61
patients are found to 3484
patients are getting the 192
patients are given an 609
patients are given as 179
patients are given by 47
patients are given in 2466
patients are given no 130
patients are given the 1461
patients are given to 172
patients are happy to 223
patients are known as 165
patients are known to 2635
patients are lacking in 94
patients are learning to 99
patients are liable to 1733
patients are lined up 52
patients are males in 43
patients are moved to 200
patients are noted in 53
patients are noted to 257
patients are obese or 58
patients are often as 50
patients are often at 211
patients are often in 1523
patients are often of 201
patients are often on 272
patients are often so 421
patients are often the 411
patients are people in 55
patients are prone to 5705
patients are proud of 63
patients are quick to 211
patients are rated as 104
patients are reacting to 66
patients are reared as 43
patients are saved by 54
patients are seated in 75
patients are seeking to 43
patients are short in 51
patients are short of 70
patients are shown as 109
patients are shown in 3614
patients are shown on 103
patients are shown to 207
patients are sitting in 62
patients are small in 41
patients are staying in 44
patients are still at 285
patients are still in 1249
patients are still on 98
patients are still the 49
patients are stuck in 60
patients are taken as 110
patients are taken by 44
patients are taken in 159
patients are taken on 112
patients are taken to 727
patients are telling the 45
patients are telling us 59
patients are tense or 42
patients are turning to 158
patients are twice as 268
patients are under the 947
patients are upset by 56
patients are urged to 531
patients are waiting in 111
patients are waiting to 212
patients are willing or 65
patients are willing to 3072
patients are within the 131
patients are women in 136
patients are women of 89
patients are worse in 90
patients are worthy of 62
patients ask about the 125
patients being asked to 72
patients being aware of 96
patients being cured of 51
patients being given the 98
patients being taken to 53
patients being under the 76
patients but found no 63
patients but rather the 53
patients but rather to 72
patients but tends to 44
patients can adapt to 71
patients can appear to 42
patients can avoid the 66
patients can begin to 415
patients can carry on 151
patients can change the 45
patients can count on 45
patients can easily be 335
patients can either be 69
patients can engage in 311
patients can enjoy the 52
patients can enter the 89
patients can focus on 122
patients can never be 205
patients can occur in 56
patients can often be 1123
patients can point to 56
patients can serve as 247
patients can start to 48
patients can still be 293
patients did appear to 47
patients die after the 65
patients die under the 47
patients die within the 759
patients dying after the 78
patients dying within the 171
patients for failing to 47
patients for months or 105
patients for signs of 1096
patients for weeks or 45
patients for which he 63
patients for which it 154
patients for which no 67
patients for which the 393
patients get tired of 40
patients had about the 79
patients had begun to 221
patients had ceased to 53
patients had either an 62
patients had either no 131
patients had given up 55
patients had grown to 40
patients had grown up 113
patients had lived in 106
patients had moved to 58
patients had onset of 115
patients had risen to 102
patients had shown no 70
patients had shown the 56
patients had signs of 549
patients had signs or 52
patients had stage ii 113
patients had stage iv 250
patients had taken the 179
patients had tried to 93
patients had twice the 45
patients has begun to 47
patients has given me 54
patients has shown an 56
patients has shown no 167
patients has shown the 106
patients led freud to 53
patients long after the 113
patients may adapt to 44
patients may admit to 63
patients may agree to 72
patients may allow the 47
patients may alter the 52
patients may appear in 65
patients may appear to 944
patients may avoid the 50
patients may begin to 648
patients may belong to 65
patients may carry the 76
patients may cause the 54
patients may easily be 56
patients may either be 74
patients may elect to 215
patients may engage in 493
patients may enjoy the 62
patients may enter the 118
patients may first be 71
patients may focus on 181
patients may limit the 59
patients may never be 183
patients may occur as 130
patients may occur in 108
patients may often be 357
patients may point to 46
patients may prove to 159
patients may refer to 95
patients may reveal the 56
patients may serve as 271
patients may serve to 60
patients may share the 50
patients may start to 80
patients may still be 695
patients not cured by 108
patients not given the 75
patients not known to 392
patients not meeting the 106
patients not under the 47
patients not willing to 47
patients not wishing to 87
patients one after the 81
patients one needs to 57
patients per group to 60
patients say about the 43
patients than could be 128
patients than either of 47
patients than either the 47
patients than might be 52
patients than would be 378
patients that appear to 140
patients that could be 649
patients that might be 288
patients that seems to 43
patients that would be 436
patients then begin to 76
patients they might be 51
patients they refer to 54
patients they would be 96
patients this would be 42
patients too small to 47
patients was about the 65
patients was about to 53
patients was added to 79
patients was asked to 124
patients was aware of 40
patients was based on 489
patients was begun in 45
patients was below the 63
patients was built in 49
patients was close to 58
patients was cured by 50
patients was equal to 62
patients was found by 103
patients was found in 214
patients was found to 1871
patients was given by 69
patients was given the 75
patients was known to 101
patients was lower in 41
patients was noted by 66
patients was noted in 71
patients was noted to 106
patients was rated as 88
patients was shown by 103
patients was shown in 44
patients was shown to 365
patients was twice as 125
patients was within the 72
patients who acted as 174
patients who admit to 159
patients who agree to 369
patients who appear at 71
patients who appear in 149
patients who appear to 4214
patients who apply to 110
patients who asked to 49
patients who began the 175
patients who began to 200
patients who begin to 265
patients who belong in 61
patients who belong to 558
patients who carry the 340
patients who chose the 44
patients who chose to 326
patients who claim to 476
patients who could be 3416
patients who could do 73
patients who could eat 46
patients who could no 245
patients who drive or 40
patients who either do 205
patients who elect to 270
patients who ended up 97
patients who engage in 774
patients who enjoy the 51
patients who enter the 796
patients who flock to 62
patients who focus on 43
patients who found it 73
patients who found the 65
patients who lived at 98
patients who lived in 1154
patients who lived on 65
patients who might be 2892
patients who ought to 186
patients who prove to 187
patients who ranged in 173
patients who really do 90
patients who serve as 159
patients who share the 151
patients who smoke is 49
patients who smoke or 169
patients who smoke to 163
patients who stand to 198
patients who start to 68
patients who tried it 43
patients who tried to 212
patients who visit the 366
patients who would be 2969
patients who would do 126
patients with about the 56
patients with acute gi 88
patients with acute mi 8171
patients with acute ml 327
patients with acute mr 190
patients with acute on 101
patients with acute or 4585
patients with acute pe 750
patients with acute st 508
patients with anemia of 432
patients with anemia or 292
patients with angina at 377
patients with angina in 73
patients with angina is 151
patients with angina of 219
patients with angina on 97
patients with angina or 552
patients with angina to 143
patients with asthma as 179
patients with asthma by 89
patients with asthma do 82
patients with asthma in 265
patients with asthma is 383
patients with asthma of 161
patients with asthma or 2549
patients with asthma the 56
patients with asthma to 264
patients with atrial or 103
patients with blood in 79
patients with blunt or 175
patients with brain or 113
patients with breast or 445
patients with bulky or 79
patients with burns in 108
patients with burns is 63
patients with burns of 781
patients with burns or 438
patients with burns to 74
patients with cases of 63
patients with change in 50
patients with chest or 63
patients with class ii 860
patients with class iv 531
patients with close or 79
patients with colds or 68
patients with colon or 230
patients with cough or 53
patients with cysts in 56
patients with cysts of 48
patients with doses of 191
patients with drugs or 41
patients with edema of 165
patients with edema or 186
patients with either an 251
patients with either no 259
patients with either of 303
patients with either or 53
patients with either the 255
patients with facial or 83
patients with fever in 60
patients with fever is 57
patients with fever of 767
patients with fever or 333
patients with fixed or 65
patients with floor of 70
patients with focal or 221
patients with forms of 162
patients with grade ii 540
patients with grade iv 827
patients with gross or 93
patients with group ii 64
patients with inner ear 220
patients with joint or 48
patients with known or 5401
patients with large or 572
patients with lesion of 123
patients with liver or 1757
patients with lobar or 47
patients with local or 267
patients with lower gi 466
patients with lupus or 65
patients with major or 136
patients with manic or 96
patients with medial or 57
patients with minor or 263
patients with minor to 41
patients with mixed or 114
patients with motor or 55
patients with myopia of 71
patients with nausea or 96
patients with nodal or 55
patients with onset at 79
patients with onset in 182
patients with onset of 1007
patients with overt or 165
patients with panic or 49
patients with renal or 3913
patients with right or 277
