paced past every room 115
people have known what 276
people have light hair 44
people have lived along 103
people have lived among 69
people have lived from 112
people have lived here 1094
people have lived like 50
people have lived more 107
people have lived much 44
people have lived over 103
people have lived side 93
people have lived their 400
people have lived there 1309
people have lived upon 47
people have lived well 72
people have minds like 93
people have moved away 2173
people have moved back 188
people have moved down 87
people have moved from 1868
people have moved here 164
people have moved into 1671
people have moved onto 42
people have moved over 48
people have moved their 67
people have moved there 150
people have named their 67
people have names like 109
people have never been 8267
people have never come 165
people have never done 388
people have never eaten 74
people have never even 1066
people have never felt 298
people have never gone 149
people have never heard 4325
people have never held 54
people have never left 149
people have never lost 238
people have never made 340
people have never once 66
people have never paid 71
people have never said 42
people have never seen 3475
people have never used 204
people have often been 2272
people have often come 81
people have often done 77
people have often felt 142
people have often gone 61
people have often heard 54
people have often lost 54
people have often made 164
people have often only 123
people have often said 268
people have often seen 102
people have often told 157
people have often used 304
people have power over 568
people have queer ideas 62
people have really been 298
people have really come 42
people have really done 67
people have really felt 46
people have really gone 52
people have really made 56
people have really nothing 54
people have really only 110
people have really seen 54
people have risen from 227
people have saved their 62
people have shied away 132
people have shown during 61
people have shown great 375
people have shown more 276
people have shown much 112
people have shown such 352
people have shown their 909
people have shown what 116
people have since been 462
people have since come 101
people have since died 80
people have since made 143
people have since said 51
people have since told 87
people have spare time 42
people have spent many 263
people have spent more 268
people have spent most 169
people have spent much 288
people have spent some 42
people have spent their 642
people have spent time 264
people have spent years 313
people have spread over 125
people have sprung from 135
people have still been 87
people have still more 40
people have still their 97
people have stood face 119
people have strong ideas 45
people have strong ties 109
people have taken arms 51
people have taken away 564
people have taken back 135
people have taken care 373
people have taken from 227
people have taken full 47
people have taken great 106
people have taken heart 70
people have taken hold 235
people have taken into 161
people have taken leave 49
people have taken many 59
people have taken more 209
people have taken much 53
people have taken note 70
people have taken over 1433
people have taken part 875
people have taken some 142
people have taken such 460
people have taken their 1021
people have taken these 205
people have taken time 119
people have taken upon 113
people have taken very 52
people have taken what 51
people have taken your 134
people have thrown away 596
people have thrown into 44
people have thrown their 43
people have times when 134
people have tried hard 179
people have tried many 108
people have tried other 41
people have tried over 40
people have tried their 236
people have tried very 99
people have vague ideas 51
people have value only 47
people have white hair 40
people have within their 171
people have worse health 77
people having never sent 43
people having power over 72
people heard about what 81
people held about their 51
people held aloof from 118
people held notes when 64
people held notes worth 74
people here about what 41
people here could have 58
people here might have 105
people here might think 41
people here still have 45
people here still think 44
people here today have 42
people here would call 56
people here would feel 52
people here would give 41
people here would have 414
people here would know 60
people here would like 258
people here would take 65
people here would think 102
people here would want 45
people hold about life 55
people hold about other 43
people hold about their 333
people hold about these 40
people hold about what 288
people hold money only 49
people hold power over 47
people hour after hour 119
people ideas above their 40
people into adult life 56
people into changing their 288
people into handing over 110
people into human beings 63
people into joining their 130
people into rural areas 131
people into selling their 104
people into small areas 135
people into thinking their 77
people into thinking there 256
people into urban areas 473
people into whose heads 141
people into working life 171
people jump right into 58
people just drift into 45
people just freed from 82
people just getting into 65
people just liked mine 59
people just named have 48
people just never learn 81
people just never seem 63
people just shake their 57
people just shook their 98
people just shrug their 65
people just sitting there 209
people just stand there 63
people just stood there 349
people keep changing their 66
people kept aloof from 135
people kept bumping into 60
people kept pouring into 71
people knew about their 279
people knew about these 208
people knew about what 124
people knew about your 62
people knew quite well 123
people knew right away 44
people knew where their 70
people know about aids 135
people know about good 74
people know about health 50
people know about life 51
people know about love 59
people know about other 108
people know about some 60
people know about such 310
people know about their 1139
people know about these 570
people know about those 70
people know about what 1096
people know about your 1378
people know quite well 184
people know right away 132
people know right from 127
people know right well 129
people know where their 210
people know where wine 96
people know where your 46
people know which side 48
people laid aside their 221
people last night were 52
people learn about health 131
people learn about last 40
people learn about life 53
people learn about other 82
people learn about their 744
people learn about these 164
people learn about what 246
people learn about your 87
people learn anything from 52
people leave rural areas 160
people leaving rural areas 123
people left alive were 40
people left money laying 76
people left rural areas 191
people lied about their 56
people like about their 72
people like alger hiss 61
people like george bush 94
people like george from 156
people like henry ford 168
people like human beings 372
people like marco polo 53
people like steve jobs 57
people like straw dogs 49
people live about here 244
people live apart from 205
people live longer when 42
people live under more 191
people live under such 151
people live where there 111
people live within five 85
people live within reach 50
people live within their 205
people live within these 47
people live within three 68
people living about here 73
people living alone have 209
people living alone tend 47
people living alone were 197
people living alone will 133
people living apart from 213
people living lower down 51
people living miles away 56
people living nearby were 119
people living right here 76
people living right next 73
people living round here 62
people living today have 238
people living today will 76
people living under free 45
people living under great 59
people living under here 55
people living under more 54
people living under nazi 42
people living under other 66
people living under poor 57
people living under such 719
people living under their 277
people living under these 354
people living under those 127
people living under very 106
people living under what 46
people living where there 56
people living within five 370
people living within range 55
people living within reach 53
people living within such 53
people living within their 606
people living within these 292
people living within those 134
people living within three 83
people look after their 350
people lose sleep over 45
people lost loved ones 55
people made about their 95
people made known their 164
people made merry over 41
people made money from 81
people made short work 54
people make about other 114
people make about their 994
people make about these 58
people make about what 521
people make about work 95
people make known their 145
people make money from 174
people make others feel 51
people making money from 109
people making small talk 47
people many miles away 110
people many times over 368
people month after month 77
people more about what 93
people more fully into 151
people more often have 72
people more power over 96
people most nearly akin 49
people most often come 67
people most often have 84
people most often think 98
people most often turn 54
people most often used 43
people most often want 47
people move about from 73
people move about like 47
people move about more 141
people move about their 77
people move easily from 63
people moving about among 65
people moving about from 40
people moving about like 75
people moving about their 115
people much about town 115
people must adapt their 80
people must again have 64
people must alter their 51
people must build their 99
people must carry their 55
people must change their 508
people must create their 161
people must drink beer 50
people must either have 146
people must elect their 50
people must enter into 143
people must exert their 40
people must first come 83
people must first have 134
people must first know 65
people must first learn 173
people must first make 60
people must needs have 184
people must never cease 50
people must never have 61
people must never know 66
people must never look 45
people must often have 198
people must often make 46
people must often rely 595
people must prove their 63
people must raise their 54
people must share their 51
people must solve their 94
people must spend more 86
people must spend their 97
people must spend time 103
people must still have 141
people must trust their 42
people need extra help 45
people need never have 64
people need never know 57
people need teaching from 104
people news which made 51
people once again have 80
people once again into 91
people once again took 69
people once again were 58
people once lived here 216
people once lived there 325
people only after having 52
people only change their 52
people only change when 42
people only shook their 60
people over eight years 53
people over every part 81
people over fifty have 85
people over fifty were 57
people over fifty years 610
people over forty have 78
people over forty were 41
people over forty years 408
people over large areas 294
people over seven years 96
people over sixty were 80
people over sixty years 756
people over thirty have 44
people over thirty were 46
people over thirty years 259
people over whose heads 41
people over whose land 109
people paid large sums 86
people rise above their 162
people said about their 298
people said about what 63
people sent thither were 42
people some thirty years 43
people soon after their 91
people soon found their 67
people speak about their 310
people speak about what 49
people spring thrice over 50
people stay right here 44
people stay within their 72
people stop right there 50
people stop talking when 61
people take after their 41
people take human life 40
people take power into 108
people take short cuts 82
people take turns leading 71
people take turns reading 52
people take water from 48
people taking short cuts 58
people talk about buying 57
people talk about food 80
people talk about giving 43
people talk about good 89
people talk about hard 78
people talk about having 330
people talk about ideas 192
people talk about life 154
people talk about living 44
people talk about love 206
people talk about making 128
people talk about most 187
people talk about moving 60
people talk about nothing 160
people talk about other 283
people talk about over 82
people talk about past 54
people talk about peace 67
people talk about race 89
people talk about seeing 66
people talk about self 113
people talk about some 110
people talk about such 339
people talk about taking 59
people talk about their 4863
people talk about there 44
people talk about these 448
people talk about those 177
people talk about time 85
people talk about true 93
people talk about trying 43
people talk about what 2991
people talk about when 645
people talk about work 89
people talk about your 278
people tell about their 888
people tell about what 97
people their daily bread 72
people their money back 156
people there about their 63
people there about what 58
people there apart from 49
people there could have 129
people there could only 49
people there might have 172
people there might know 46
people there really were 52
people there still have 69
people there still live 111
people there still speak 51
people there would come 40
people there would give 63
people there would have 922
people there would help 59
people there would join 92
people there would know 110
people there would like 90
people there would only 44
people there would seem 51
people there would take 66
people there would tell 61
people there would think 59
people think about food 133
people think about having 49
people think about health 408
people think about life 378
people think about love 85
people think about making 49
people think about more 45
people think about other 221
people think about race 150
people think about risk 96
people think about some 225
people think about such 364
people think about their 3678
people think about these 630
people think about those 130
people think about time 127
people think about what 3093
people think about when 860
people think about work 329
people think about your 364
people threw aside their 72
people time after time 212
people told about their 107
people took place during 116
people took place from 115
people took place when 42
people took power into 63
people turn again unto 281
people turn aside from 71
people used words like 139
people very often come 82
people very often feel 45
people very often have 205
people very often know 162
people very often make 79
people very often take 56
people very often think 50
people wait until their 117
people walk right past 49
people week after week 378
people went about from 48
people went about making 51
people went about saying 180
people went about their 3163
people went crazy over 74
people wept again over 188
people were about ready 53
people were about their 180
people were about what 42
people were added unto 259
people were again able 78
people were again free 67
people were again much 46
people were again ready 67
people were alive when 61
people were apart from 40
people were arguing over 128
people were asked only 55
people were asked their 287
people were asked what 2856
people were aware only 44
people were backing away 57
people were badly hurt 172
people were based upon 78
people were beaten down 71
people were bending over 223
people were blowing their 54
people were blown away 165
people were borne down 434
people were bowed down 231
people were breaking away 68
people were breaking camp 62
people were breaking down 56
people were breaking into 132
people were breaking their 57
people were bumping into 63
people were burning their 93
people were burying their 93
people were calling from 71
people were calling their 59
people were calling upon 55
people were changing their 293
people were cleaning their 47
people were closing their 111
people were cooking their 86
people were cowed into 51
people were craning their 135
people were cutting down 232
people were cutting their 59
people were cutting wood 43
people were dancing there 130
people were digging rich 145
people were drawing their 62
people were drawn away 111
people were drawn from 566
people were drawn into 1806
people were drawn more 45
people were drawn there 122
people were driving cars 44
people were driving home 56
people were driving their 72
people were duped into 79
people were easily able 71
people were either born 72
people were either good 88
people were either lone 76
people were either shot 110
people were either very 139
people were falling away 218
people were falling back 74
people were falling down 292
people were falling into 207
people were falling like 42
people were falling over 285
people were feeling good 42
people were feeling like 91
people were feeling more 103
people were feeling their 94
people were feeling very 83
people were fifty years 66
people were filling their 46
people were finding their 268
people were finding ways 61
people were fired from 149
people were fired upon 137
people were first made 58
people were first seen 40
people were fishing from 68
people were fixed upon 267
people were fleeing from 555
people were fleeing their 65
people were flowing into 61
people were forcing their 45
people were found among 95
people were found here 56
people were found living 154
people were found more 89
people were found only 43
people were found ready 60
people were found there 347
people were found upon 44
people were freed from 1432
people were freer from 42
people were fully able 48
people were gaining more 44
people were getting ahead 75
people were getting along 670
people were getting angry 99
people were getting away 159
people were getting back 145
people were getting down 60
people were getting from 121
people were getting high 60
people were getting hurt 509
people were getting into 499
people were getting jobs 49
people were getting laid 95
people were getting less 70
people were getting more 796
people were getting paid 93
people were getting ready 1146
people were getting rich 218
people were getting shot 207
people were getting sick 420
people were getting some 139
people were getting their 647
people were getting used 315
people were getting very 281
people were getting weary 80
people were getting well 82
people were getting what 62
people were getting wood 74
people were given back 128
people were given food 102
people were given free 180
people were given full 80
people were given jobs 185
people were given land 145
people were given life 88
people were given many 58
people were given more 746
people were given much 42
people were given only 353
people were given over 236
people were given some 255
people were given such 112
people were given their 408
people were given these 103
people were given three 201
people were given time 74
people were given what 102
people were given work 75
people were growing more 734
people were growing rich 100
people were growing very 73
people were growing weary 221
people were happy just 62
people were happy over 53
people were happy when 145
people were hired from 59
people were hired into 42
people were holding back 211
people were holding their 304
people were human beings 412
people were jumping from 76
people were jumping into 75
people were jumping over 94
people were keeping from 41
people were keeping their 139
people were killing their 51
people were known only 82
people were learning from 77
people were learning more 43
people were letting their 59
people were looking ahead 53
people were looking back 151
people were looking down 481
people were looking into 87
people were looking more 66
people were looking over 393
people were looking upon 53
people were lured away 62
people were lured from 59
people were lured into 125
people were melting away 53
people were missing from 155
people were moved away 73
people were moved from 901
people were moved into 441
people were moved more 43
people were moved there 40
people were mowed down 238
people were never able 393
people were never heard 60
people were never high 81
people were never made 46
people were never meant 134
people were never more 920
people were never seen 194
people were never sure 135
people were never told 184
people were never very 115
people were never weary 160
people were nodding their 81
people were often able 132
people were often glad 67
people were often heard 64
people were often hurt 53
people were often left 204
people were often less 101
people were often made 98
people were often more 345
people were often much 41
people were often seen 194
people were often sent 100
people were often told 41
people were often used 47
people were often very 324
people were opening their 242
people were packing their 107
people were passing along 279
people were passing back 55
people were passing from 74
people were passing over 43
people were people like 48
people were picking their 54
people were placing their 66
people were playing ball 45
people were playing their 41
people were pouring down 120
people were pouring from 154
people were pouring into 950
people were pulling down 126
people were pulling their 42
people were pushing past 115
people were pushing their 173
people were putting down 52
people were putting into 50
people were putting their 341
people were quite able 69
people were quite angry 42
people were quite clear 121
people were quite eager 42
people were quite free 49
people were quite good 81
people were quite open 52
people were quite poor 76
people were quite ready 555
people were quite sure 177
people were quite used 53
people were quite well 228
people were quite worn 75
people were quite wrong 53
people were raising their 150
people were rather more 179
people were really angry 78
people were really free 67
people were really glad 75
people were really good 116
people were really into 63
people were really just 44
people were really kind 45
people were really like 1214
people were really living 74
people were really more 154
people were really nice 209
people were really only 87
people were really poor 46
people were really ready 70
people were really saying 167
people were really sick 50
people were really there 64
people were really trying 101
people were really very 371
people were really well 41
people were resting from 43
people were right here 42
people were right there 154
people were right when 309
people were risking their 160
people were rubbing their 119
people were ruled over 44
people were running along 233
people were running away 564
people were running back 130
people were running down 400
people were running from 433
people were running here 68
people were running into 180
people were running like 53
people were running over 54
people were running past 139
people were running wild 120
people were rushing back 43
people were rushing down 105
people were rushing from 130
people were rushing into 105
people were rushing past 49
people were saved from 1303
people were seated there 366
people were seeking help 106
people were seeking some 41
people were seeking their 88
people were seeking work 192
people were selling their 381
people were sending their 147
people were serfs living 48
people were setting fire 40
people were shaking their 226
people were sharing their 65
people were showing their 123
people were sinking into 69
people were sitting along 49
people were sitting down 949
people were sitting there 1191
people were sorry when 77
people were split into 313
people were spread over 401
people were sprung from 40
people were staying away 206
people were staying home 297
people were staying there 185
people were stealing from 117
people were still able 502
people were still angry 138
people were still asking 166
people were still away 44
people were still busy 140
people were still buying 120
people were still clinging 82
people were still coming 954
people were still crying 44
people were still eager 96
people were still filing 71
people were still firm 40
people were still free 174
people were still full 66
people were still giving 65
people were still half 113
people were still hanging 112
people were still having 121
people were still held 101
people were still here 116
people were still hoping 83
people were still just 46
people were still kept 73
people were still leaving 154
people were still left 202
people were still less 118
people were still lining 45
people were still living 3226
people were still making 296
people were still more 1405
people were still moving 329
people were still much 162
people were still only 123
people were still paying 111
people were still poor 203
people were still reading 110
people were still ready 95
people were still saying 203
people were still seen 44
people were still sick 40
people were still taking 146
people were still there 1873
people were still true 45
people were still trying 647
people were still very 1377
people were still voting 73
people were still wary 56
people were still wearing 146
people were swept along 119
people were swept away 1585
people were swept from 51
people were swept into 258
people were taken away 2559
people were taken back 113
people were taken care 395
people were taken down 145
people were taken from 1322
people were taken into 1682
people were taken over 268
people were taken sick 54
people were taken there 175
people were talking among 97
people were talking like 72
people were talking more 108
people were talking much 41
people were talking over 125
people were talking very 47
people were tapping their 41
people were telling lies 98
people were telling their 100
people were thinking along 94
people were thinking more 173
people were thinking only 195
people were thinking when 136
people were thronging from 74
people were thronging into 45
people were throwing away 161
people were throwing filth 43
people were throwing their 87
people were thrown back 251
people were thrown down 238
people were thrown from 148
people were thrown into 2418
people were thrown upon 162
people were thrust into 190
people were tired from 64
people were truly free 54
people were turning away 490
people were turning back 56
people were turning from 175
people were turning into 49
people were turning more 100
people were turning over 51
people were turning their 313
people were under arms 263
people were under great 136
people were under some 107
people were under such 62
people were under their 122
people were under these 74
people were under threat 70
people were upset over 102
people were upset when 109
people were voicing their 63
people were waiting along 87
people were waiting their 158
people were waiting there 277
people were waiting till 40
people were waiting when 74
people were walking along 1221
people were walking away 110
people were walking back 104
people were walking dogs 44
people were walking down 356
people were walking from 85
people were walking home 69
people were walking into 72
people were walking over 161
people were walking past 467
people were walking their 84
people were washing their 109
people were wasting away 67
people were wasting their 142
people were weaned from 66
people were wending their 120
people were within hearing 132
people were within reach 62
people were within their 102
people were working along 45
people were working away 46
people were working from 61
people were working full 95
people were working hard 606
people were working late 44
people were working more 43
people were working over 51
people were working their 104
people were working there 604
people were working very 97
people were working well 50
people were worthy folk 41
people were writing their 45
people what would make 50
people when asked what 82
people when times were 56
people whom every body 53
people whom others have 52
people will adapt their 63
people will admit their 45
people will again come 45
people will again have 143
people will agree upon 92
people will agree when 61
people will allow their 212
people will alter their 276
people will appear from 50
people will arise from 53
people will avenge their 46
people will avoid work 66
people will awake from 64
people will begin asking 40
people will begin their 53
people will build their 84
people will carry their 140
people will change from 97
people will change jobs 183
people will change only 109
people will change over 103
people will change their 1749
people will change when 61
people will close their 73
people will create from 63
people will create their 138
people will crowd into 65
people will drift away 70
people will drift into 98
people will drink more 232
people will drive less 52
people will drive more 61
people will easily find 45
people will either have 334
people will elect their 109
people will enjoy more 105
people will enjoy peace 70
people will enjoy reading 379
people will enjoy seeing 60
people will enjoy their 130
people will enjoy what 44
people will enjoy your 93
people will enter into 360
people will enter their 69
people will enter upon 41
people will enter your 45
people will exert more 96
people will fight back 116
people will fight over 191
people will first have 42
people will flock from 46
people will flock there 51
people will focus their 84
people will force their 60
