paced were oftenest in 189
pairs were recorded in 154
pairs were replaced by 50
pairs were reported in 48
pairs were required to 47
pairs were selected as 126
pairs were selected at 47
pairs were selected by 47
pairs were selected on 71
pairs were selected to 143
pairs were supposed to 48
paled when compared to 1342
pales when compared to 1856
panel also contains the 58
panel also displays the 61
panel also includes the 62
panel also rejected the 66
panel data analysis is 101
panel data analysis of 223
panel data analysis to 77
panel data approach to 73
panel data consisting of 95
panel must consider the 49
panel were recalled by 87
panel will consider the 63
panel will continue to 44
panel will probably be 50
panes were replaced by 86
panic among thousands of 117
panic there occurred an 58
papal bull authorizing the 125
papal bull condemning the 74
papal bull confirming the 111
papal bull sanctioning the 41
paper also analyzes the 118
paper also assesses the 69
paper also attacked the 42
paper also attempts to 431
paper also compares the 90
paper also contains an 345
paper also contains the 284
paper also examined the 68
paper also examines the 592
paper also explains the 58
paper also explores the 207
paper also included an 44
paper also included the 94
paper also includes an 234
paper also includes the 181
paper also mentioned the 76
paper also outlines the 130
paper also presents an 188
paper also presents the 424
paper also proposes an 55
paper also proposes the 44
paper also provides an 272
paper also provides the 65
paper also referred to 179
paper also reflects the 58
paper also reported on 139
paper also reported the 142
paper also stressed the 77
paper also stresses the 82
paper also suggests the 60
paper bags containing the 179
paper bearing interest at 127
paper clip attached to 164
paper cone attached to 89
paper drew attention to 389
paper ever produced in 55
paper fans operated by 103
paper from issuance to 131
paper from underneath the 92
paper gave evidence of 40
paper give evidence of 41
paper have resulted in 59
paper held parallel to 50
paper here involves the 53
paper here referred to 350
paper just referred to 966
paper last referred to 118
paper lays emphasis on 49
paper made entirely of 68
paper made possible the 79
paper mill effluent on 126
paper mill operated by 60
paper must therefore be 154
paper pays attention to 68
paper pulp industry in 125
paper pulp industry is 42
paper puts emphasis on 42
paper sack containing the 96
paper size selected in 42
paper some examples of 100
paper tape containing the 364
paper tape produced by 135
paper were attached to 89
paper were consumed in 74
paper were declaiming it 72
paper were designed to 328
paper were included in 191
paper were inspired by 86
paper were intended to 107
paper were involved in 52
paper were obtained as 42
paper were obtained at 97
paper were obtained by 531
paper were obtained in 395
paper were obtained on 302
paper were prepared by 187
paper were prepared in 67
paper were produced by 104
paper were produced in 273
paper were provided by 339
paper were recorded in 50
paper were referred to 44
paper were regarded as 46
paper were required to 113
paper were supplied by 109
paper what happened to 40
paper when discussing the 42
paper when referred to 95
paper will actually be 43
paper will approach the 75
paper will conclude by 221
paper will consider in 46
paper will consider the 1066
paper will continue to 613
paper will convince us 50
paper will describe an 155
paper will describe in 89
paper will describe the 2568
paper will document the 71
paper will evaluate the 143
paper will hereafter be 85
paper will identify the 158
paper will indicate the 171
paper will normally be 68
paper will probably be 485
paper will therefore be 326
paper work attached to 45
paper work demanded by 56
paper work incident to 71
paper work involved in 2950
paper work involved is 46
paper work required by 264
paper work required in 139
paper work required of 170
paper work required to 248
parking areas adjacent to 280
parking lots adjacent to 572
parking spot directly in 234
parking their vehicles in 67
parks were designed by 52
parks were designed to 131
parks were intended to 103
parks were supposed to 74
parks will continue to 110
parse tree produced by 77
parts from hundreds of 53
parts from operation to 64
parts from thousands of 52
parts have acquired the 57
parts have attained the 68
parts have increased in 45
parts have received the 63
parts have remained in 116
parts have resulted in 47
parts have returned to 66
parts having subsided in 45
parts here referred to 51
parts just mentioned is 51
parts just referred to 88
parts list includes the 45
parts made possible by 45
parts more suitable to 42
parts most affected by 199
parts most apparent of 42
parts most essential to 107
parts most relevant to 123
parts move relative to 97
parts moving relative to 47
parts must continue to 45
parts must therefore be 241
parts only excepted as 234
parts tend strictly to 66
parts very powerful in 133
parts well adjusted to 137
parts were acquired by 44
parts were affected by 80
parts were allotted to 203
parts were animated by 43
parts were assigned by 54
parts were assigned in 48
parts were assigned to 631
parts were attached to 166
parts were attacked by 53
parts were believed to 77
parts were combined in 76
parts were composed at 57
parts were composed by 73
parts were composed in 87
parts were composed of 260
parts were confined to 41
parts were deprived of 55
parts were designed by 102
parts were designed to 281
parts were desirous of 46
parts were destined to 86
parts were disposed of 104
parts were enclosed in 118
parts were essential to 57
parts were examined by 62
parts were examined on 42
parts were executed by 67
parts were expected to 128
parts were finished by 46
parts were finished in 107
parts were followed by 40
parts were governed by 44
parts were immersed in 84
parts were included in 395
parts were infested by 63
parts were intended to 227
parts were involved in 145
parts were machined in 118
parts were machined to 57
parts were observed in 46
parts were obtained by 64
parts were occupied by 272
parts were ordained to 58
parts were outrages on 98
parts were prepared by 98
parts were prepared in 58
parts were presumed to 79
parts were produced at 47
parts were produced by 207
parts were produced in 660
parts were produced on 59
parts were provided by 67
parts were recorded in 50
parts were referred to 67
parts were regarded as 212
parts were replaced by 247
parts were required to 179
parts were restored to 97
parts were retained in 46
parts were returned to 155
parts were supplied by 237
parts were supplied to 58
parts were supposed to 278
parts when compared to 47
parts will continue to 450
parts will maintain the 40
parts will probably be 259
parts will therefore be 129
party acting pursuant to 50
party also attacked the 49
party also attended by 66
party also controls the 151
party also included an 41
party also included the 178
party also promised to 171
party also stressed the 55
party bade farewell to 224
party been promised to 57
party best equipped to 110
party best situated to 126
party deals unfairly by 123
party drew attention to 69
party duly notified to 130
party ever expected to 72
party felt disposed to 67
party felt impelled to 50
party felt inclined to 72
party from attempting to 168
party from challenging the 96
party from completing the 50
party from contesting the 67
party from continuing the 44
party from continuing to 113
party from destroying the 47
party from dominating the 78
party from exercising the 65
party from fulfilling the 52
party from liability if 73
party from liability in 183
party from liability on 200
party from liability to 111
party from performing it 89
party from performing the 149
party from proceeding in 230
party from proceeding to 108
party from recovering on 49
party from succeeding at 40
party from supporting or 128
party fund demanded by 40
party gave evidence of 46
party have declared to 68
party have deserted to 46
party have resulted in 53
party have returned to 53
party having acquired the 43
party having authority to 56
party having interest in 72
party having majority in 53
party having obtained the 78
party having received the 56
party having recourse to 242
party having returned in 74
party having returned to 106
party here consists of 126
party here referred to 82
party into raptures by 163
party into scotland to 50
party left washington on 95
party less numerous or 96
party line concerning the 44
party line dictated by 80
party lost interest in 64
party made attempts to 40
party more amenable to 49
party more friendly to 62
party more fruitful as 54
party more inclined to 64
party most affected by 91
party most attached to 111
party most friendly to 67
party most inclined to 52
party most inimical to 57
party most obnoxious to 59
party most opposite in 62
party most opposite to 149
party must consider the 101
party must continue to 353
party must convince the 125
party must disclose the 207
party must disclose to 119
party must identify the 165
party must indicate the 49
party must persuade the 112
party must preserve the 173
party must therefore be 126
party next entitled to 45
party over questions of 41
party soon increased to 85
party soon returned to 96
party there happened to 65
party took exception to 43
party upon condition of 99
party upon questions of 43
party vote received by 250
party voting patterns in 112
party wall separating the 54
party well disposed to 48
party went directly to 251
party went overland to 90
party went straight to 201
party went upstairs to 46
party were absorbed in 43
party were actually in 51
party were actuated by 62
party were admitted to 231
party were affected by 48
party were ambushed by 103
party were animated by 56
party were arrested at 41
party were arrested by 144
party were arrested in 133
party were arrested on 129
party were assigned to 80
party were assisted by 47
party were attached to 80
party were attacked by 898
party were attacked in 94
party were attacked on 42
party were attempting to 196
party were attended by 128
party were awakened by 49
party were believed to 54
party were captured by 245
party were captured in 75
party were combined in 252
party were composed of 84
party were concealed in 79
party were concluding the 66
party were confined in 70
party were confined to 135
party were conscious of 60
party were conveyed in 110
party were conveyed to 113
party were critical of 68
party were declared to 44
party were deprived of 153
party were descending the 170
party were desirous of 370
party were desirous to 90
party were destined to 222
party were detailed to 45
party were detained at 58
party were detained by 44
party were detained in 57
party were directed by 44
party were directed to 225
party were discussing the 96
party were disposed to 398
party were dominant in 78
party were drenched to 56
party were embarked in 214
party were employed in 382
party were encamped at 77
party were encamped in 41
party were encamped on 104
party were endeavoring to 88
party were entitled to 153
party were escorted by 48
party were escorted to 272
party were executed by 47
party were expected at 59
party were expected to 449
party were fastened on 49
party were followed by 144
party were friendly to 59
party were ignorant of 83
party were incensed at 132
party were inclined to 540
party were included in 159
party were increased by 63
party were indebted to 48
party were informed of 45
party were inspired by 51
party were involved in 338
party were murdered by 161
party were murdered in 56
party were occupied by 43
party were occupied in 181
party were offended by 47
party were outraged by 50
party were overcome by 43
party were prepared to 904
party were probably the 77
party were proceeding to 53
party were proceeding up 100
party were received at 179
party were received by 522
party were received in 89
party were received on 57
party were received to 52
party were referred to 47
party were regarded as 255
party were regarded by 40
party were regarded in 51
party were rejected by 47
party were relieved of 43
party were replaced by 70
party were reported to 117
party were required to 292
party were resolved to 181
party were restored to 72
party were returned in 46
party were returned to 420
party were rewarded by 84
party were sojourning at 88
party were startled by 282
party were startled to 49
party were stationed on 48
party were strangers to 78
party were struggling to 49
party were suffered to 93
party were summoned to 238
party were supposed to 279
party were threatened by 42
party were welcomed at 43
party were welcomed by 286
party will challenge the 44
party will consider the 51
party will continue in 51
party will continue to 1471
party will dissolve the 136
party will dominate the 67
party will normally be 190
party will postpone the 50
party will probably be 363
party will strengthen the 49
party will struggle to 47
party will therefore be 78
passing call attention to 40
passing from arteries to 59
passing from casement to 114
passing from cerebrum to 41
passing from concepts to 41
passing from confused or 107
passing from damascus to 53
passing from darkness to 1204
passing from district to 50
passing from filament to 151
passing from florence to 81
passing from fluorine to 104
passing from fourteen to 47
passing from girlhood to 144
passing from laughter to 41
passing from maturity to 111
passing from minority to 45
passing from molecule to 96
passing from monarchy to 48
passing from negative to 272
passing from objection to 41
passing from operator to 48
passing from paganism to 41
passing from particle to 401
passing from pastoral to 45
passing from politics to 128
passing from positive to 423
passing from posterior to 48
passing from premises to 132
passing from producer to 141
passing from province to 159
passing from reactants to 74
passing from savagery to 46
passing from solitude to 64
passing from surprise to 97
passing from washington to 62
passing laws contrary to 126
passing laws designed to 238
passing laws forbidding the 63
passing laws intended to 69
passing laws regulating the 161
passing laws respecting the 95
passing like phantoms in 78
passing other vehicles on 81
passing other vehicles or 46
passing over entirely the 50
passing over hundreds of 100
passing over thousands of 42
passing some distance to 51
passing such property in 79
passing upon questions of 294
pasta like macaroni or 94
pasta will continue to 103
paste their pictures on 70
paste these pictures on 41
pasty mass consisting of 51
patch test consists of 45
paved areas adjacent to 86
paved road bordered by 53
paved road connecting the 177
paved road connects the 154
payed great attention to 43
payed more attention to 106
payed much attention to 163
payed their respects to 44
pearls were fastened to 43
pearls were procured in 51
pearls were produced in 45
pearls were selected to 50
pearls were supposed to 50
pearls worth hundreds of 51
peeping from underneath the 69
peering down curiously at 53
peering down solemnly at 63
peering from underneath the 40
peers owning property in 63
peers were admitted to 69
peers were deprived of 107
peers were entitled to 113
peers were expected to 83
peers were inclined to 68
peers were involved in 123
peers were prepared to 138
peers were required to 64
peers were sensible of 52
peers were summoned by 96
peers were summoned to 282
peers will continue to 98
peers will probably be 65
pegging their currency to 166
pelts were exported to 48
penal bond required to 42
penal code concerning the 48
penal code condemns in 71
penal code designed to 45
penal code prepared by 45
penal code relative to 53
penal laws containing an 152
penal laws designed to 81
penal laws increased in 59
penal laws relative to 53
penal laws remained in 74
penal laws respecting the 43
pending their admission to 46
pending their movement to 80
pending their shipment to 43
pending their transfer to 281
penis just proximal to 105
penny ante compared to 95
penny upon articles of 72
people acting contrary to 55
people aged eighteen or 64
people aged eighteen to 524
people aged fourteen to 194
people ages eighteen to 137
people ages fourteen to 53
people also accepted the 56
people also affected the 52
people also attacked the 42
people also attended the 54
people also believed in 288
people also complain of 80
people also consider it 62
people also consider the 117
people also continue to 121
people also depended on 57
people also followed the 87
people also happened to 44
people also mentioned the 89
people also migrated to 65
people also objected to 67
people also provided the 45
people also received the 46
people also referred to 118
people also regarded the 44
people also rejected the 58
people also remember the 66
people also resented the 83
people also resisted the 42
people also resorted to 45
people asking questions in 47
people asking questions of 63
people asking questions or 44
people bade farewell to 64
people base decisions on 64
people been affected by 92
people been deprived of 79
people been disposed to 41
people been expected to 51
people been involved in 112
people been prepared to 60
people best entitled to 77
people best equipped to 444
people best informed on 54
people best prepared to 62
people best situated to 51
people call attention to 154
people came directly to 49
people came hundreds of 59
people came prepared to 53
people came straight to 52
people come annually to 51
people come directly to 59
people come prepared to 53
people died annually in 50
people died attempting to 50
people died directly or 54
people died violently in 81
people draw attention to 107
people drew attention to 146
people drew pictures of 58
people duly informed of 44
people during thousands of 51
people even believed the 42
people even compared to 65
people even consider it 69
people even consider the 61
people even referred to 81
people even resorted to 58
people even threatened to 45
people even ventured to 43
people even wondered if 44
people ever accepted the 41
people ever actuated by 146
people ever attained it 79
people ever borrowed so 69
people ever consider the 60
people ever demanded so 73
people ever received the 43
people ever regarded the 58
people face problems of 56
people facing problems of 43
people feel attached to 117
people feel betrayed by 98
people feel burdened by 42
people feel deprived of 84
people feel disposed to 55
people feel entitled to 342
people feel essential to 48
people feel grateful to 63
people feel helpless in 102
people feel helpless to 113
people feel impelled to 200
people feel inclined to 232
people feel included in 60
people feel insecure in 116
people feel inspired to 50
people feel involved in 165
people feel listened to 84
people feel pressure to 110
people feel threatened by 1349
people feel threatened in 59
people feel threatened or 175
people felt betrayed by 146
people felt entitled to 113
people felt grateful to 71
people felt impelled to 131
people felt inclined to 170
people felt severely the 47
people felt threatened by 381
people find security in 128
people find solutions to 236
people from abandoning the 67
people from addressing the 47
people from anywhere in 278
people from assembling in 85
people from attempting it 53
people from attempting to 724
people from australia to 50
people from challenging the 96
people from children to 41
people from collecting to 67
people from commenting on 52
people from committing the 339
people from completing the 53
people from condemning the 48
people from continuing in 54
people from continuing the 53
people from continuing to 466
people from converting to 70
people from cultures in 155
people from darkness to 777
people from destroying the 96
people from developing an 68
people from developing the 148
people from developing to 109
people from discerning the 109
people from discussing the 74
people from disturbing the 112
people from dominating the 54
people from education to 71
people from eighteen to 310
people from emigrating to 188
people from exercising the 238
people from exploiting the 79
people from exposure to 448
people from families in 89
people from families of 224
people from forgetting the 81
people from fourteen to 236
people from gratifying the 46
people from hospital to 73
people from hundreds of 383
people from idolatry to 56
people from indonesia to 50
people from industry to 126
people from maryland to 44
people from paganism to 65
people from pakistan to 101
people from perceiving the 138
people from performing the 69
people from politics to 47
people from positions of 295
people from practicing the 51
people from presenting the 69
people from proceeding to 63
people from purchasing the 80
people from questioning the 98
people from reflecting on 54
people from responding to 185
people from scotland to 70
people from smallpox by 43
people from subjects to 65
people from submitting to 118
people from succeeding in 64
people from succumbing to 111
people from supporting the 211
people from thousands of 125
people from villages in 177
people from villages to 395
people from washington to 109
people from worshiping as 43
people gave attention to 44
people gave credence to 121
people gave evidence of 162
people give accounts of 82
people give attention to 101
people give credence to 171
people give direction to 60
people give evidence of 171
people give presents to 107
people good citizens in 175
people grew conscious of 46
people grow attached to 42
people have absorbed the 132
people have accepted an 61
people have accepted as 453
people have accepted it 476
people have accepted me 85
people have accepted or 77
people have accepted the 2147
people have achieved an 61
people have achieved by 43
people have achieved in 266
people have achieved so 73
people have achieved the 246
people have acquired an 195
people have acquired as 60
people have acquired by 57
people have acquired in 171
people have acquired of 43
people have acquired the 1089
people have adjusted to 297
people have admitted to 90
people have advanced in 219
people have advanced the 99
people have advanced to 134
people have affected the 151
people have affected to 115
people have affirmed in 47
people have analyzed the 94
people have answered the 178
people have appetite to 53
people have approved it 46
people have approved of 130
people have approved the 76
people have ascribed the 66
people have ascribed to 150
people have assented to 71
people have assessed the 40
people have assigned the 72
people have assigned to 262
people have assisted in 770
people have assisted me 1033
people have assisted the 99
people have assisted us 264
people have attached to 267
people have attacked me 41
people have attacked the 161
people have attained an 45
people have attained in 70
people have attained it 48
people have attained the 239
people have attained to 194
people have attended the 410
people have attended to 42
people have attested to 80
people have authority to 144
people have awakened to 458
people have believed he 43
people have believed in 2785
people have believed it 305
people have believed the 241
people have believed to 132
people have bemoaned the 42
people have bestowed on 205
people have betrayed the 41
people have borrowed the 51
people have captured the 94
people have children at 77
people have children in 146
people have children is 49
people have children or 52
people have children to 111
people have combined the 43
people have combined to 158
people have commonly the 42
people have compared it 94
people have compared the 293
people have compared to 57
people have concepts of 54
people have concerning the 273
people have confided in 113
people have confided the 94
people have confided to 348
people have confused the 233
people have conjured up 46
people have consumed as 40
people have convened in 47
people have declared an 43
people have declared in 65
people have declared it 86
people have declared the 44
people have declared to 60
people have declined in 50
people have declined to 71
people have decreased in 44
people have defended the 82
people have deficits in 48
people have delusions of 47
people have demanded it 40
people have demanded of 55
people have demanded the 86
people have depended on 607
people have deplored the 69
people have deserted me 53
people have deserted the 205
people have differed in 61
people have directly or 110
people have disposed of 52
people have disputed the 54
people have elements of 81
people have elevated to 62
people have embarked on 388
people have embraced it 49
people have embraced the 421
people have employed the 52
people have employed to 63
people have endorsed the 58
people have enriched my 77
people have enrolled in 154
people have equality of 42
people have evidence of 49
people have examined the 239
people have exceeded the 46
people have excelled in 72
people have expanded the 43
people have expected me 76
people have expected the 65
people have expected to 59
people have explored it 56
people have explored the 170
people have extended the 114
people have extended to 68
people have extolled the 41
people have families to 59
people have fastened on 40
people have finished the 103
people have followed in 158
people have followed me 41
people have followed the 681
people have forsaken me 142
people have forsaken the 181
people have goodwill to 77
people have happened to 55
people have hundreds of 126
people have imagined it 63
people have imagined the 78
people have imitated the 42
people have improved in 141
people have improved the 73
people have included the 54
people have increased by 41
people have increased in 268
people have increased the 115
people have increased to 63
people have indulged in 440
people have informed me 263
people have insisted on 838
people have inspired me 101
people have intended to 55
people have interest in 105
people have invented the 92
people have invented to 148
people have invested in 1215
people have invested me 52
people have invested so 141
people have invested the 62
people have lamented the 66
people have listened to 657
people have marveled at 112
people have mastered it 41
people have mastered the 407
people have memories of 235
people have mentioned it 164
people have mentioned the 161
people have mentioned to 164
people have migrated in 142
people have migrated to 1419
people have mistaken it 47
people have mistaken me 45
people have mistaken the 97
people have modified the 98
people have nowadays of 83
people have objected to 1082
people have observed in 86
people have observed it 58
people have observed the 461
people have obtained the 195
people have occupied the 315
people have occurred in 105
people have ordained in 43
people have outgrown the 216
people have overcome the 182
people have partaken of 50
people have patience to 40
people have patterns of 48
people have perished as 52
people have perished by 131
people have perished in 382
people have physical or 51
people have pictures of 76
people have pondered the 155
people have presumed to 51
people have problems at 50
people have problems in 472
people have problems of 186
people have problems or 64
people have problems to 61
people have produced in 101
people have produced so 40
people have produced the 97
people have profited by 252
people have promised me 52
people have promised to 280
people have promoted the 43
people have property in 43
people have proposed the 88
people have proposed to 133
people have provided in 46
people have provided me 339
people have provided no 110
people have provided the 166
people have provided us 101
people have ratified the 45
people have received an 100
people have received as 121
people have received at 97
people have received in 162
people have received it 152
people have received me 50
people have received no 206
people have received so 44
people have received the 1101
people have received us 68
people have recorded the 96
people have recourse in 45
people have recourse to 1072
people have referred to 1126
people have regarded as 534
people have regarded it 145
people have regarded the 420
people have rejected it 83
people have rejected me 55
people have rejected or 43
people have rejected the 778
people have rejoiced in 86
people have relations in 64
people have relative to 57
people have remained as 88
people have remained at 64
people have remained in 464
people have remained on 96
people have remained so 152
people have remained the 156
people have remarked on 783
people have remarked to 149
people have rendered the 172
people have replaced the 112
people have reported in 55
people have reported on 68
people have reported the 186
people have reported to 275
people have resented the 68
people have reserved the 90
people have reserved to 273
people have resisted the 229
people have resolved the 40
people have resolved to 422
people have resorted to 958
people have resulted in 1035
people have retained in 48
people have retained of 43
people have retained the 277
people have retained to 78
people have retreated to 62
people have returned in 41
people have returned the 67
people have returned to 1680
people have reversed the 55
people have reverted to 184
people have reviewed the 87
people have selected the 71
people have selected to 55
people have stressed the 189
people have strolled in 52
people have stumbled on 42
people have suffered an 52
people have suffered as 556
people have suffered at 514
people have suffered by 156
people have suffered in 932
people have suffered on 68
people have suffered or 62
people have suffered so 1183
people have suffered the 553
people have suffered to 58
people have summoned the 71
people have supplied the 45
people have supposed it 89
people have supposed the 120
people have supposed to 46
people have survived as 152
people have survived by 67
people have survived in 176
people have survived it 90
people have survived on 45
people have survived the 282
people have survived to 114
people have switched to 245
people have symptoms of 169
people have therefore to 51
people have thousands of 160
people have threatened to 137
people have traveled in 108
people have traveled the 64
people have traveled to 287
people have troubled to 65
people have utilized the 78
people have ventured to 141
people have welcomed me 40
people have welcomed the 284
people have withstood the 198
people have wondered at 148
people have wondered if 1019
people have wondered to 74
people having accepted the 43
people having business in 61
people having interest in 49
people having observed the 50
people having perished in 80
people having petitions to 53
people having problems in 49
people having recourse to 132
people having reserved to 203
people having resolved to 82
people having returned to 63
people heard suddenly in 94
people held positions of 56
people here believed in 45
people here continue to 68
people here desirous of 50
people here referred to 163
people here remember the 41
people hold concerning the 118
people hold positions of 91
people into citizens of 65
people into conforming to 87
people into patterns of 93
people into politics in 46
people into positions in 52
people into positions of 719
people into questions of 71
people into rebellion by 45
people into relations of 67
people into subjects of 61
people into submitting to 134
people into supporting the 188
people just accepted it 40
people just continue to 41
people just happened to 234
people just referred to 131
people lack interest in 63
people learn patterns of 58
people least equipped to 66
people least expected it 73
people left homeless by 228
people left homeless in 44
people less addicted to 78
people less advanced in 107
people less affected by 107
people less conscious of 47
people less disposed to 88
people less inclined to 444
people less involved in 46
people less prepared to 43
people less tolerant of 96
people like yourself do 64
people like yourself in 423
people like yourself is 52
people like yourself on 52
people like yourself or 54
people like yourself to 383
people live entirely by 74
people live entirely in 81
people live entirely on 137
people live paycheck to 41
people living adjacent to 568
people living alongside the 96
people living anywhere in 149
people living downwind of 120
people living hundreds of 199
people living thousands of 357
people look directly at 118
people lose interest in 1177
people lose interest or 68
people losing interest in 87
people lost interest in 1137
people made attempts to 83
people made decisions in 45
people made decisions to 59
people made donations to 48
people made fortunes in 41
people made homeless by 591
people made homeless in 64
people made possible by 168
people made possible the 162
people made presents of 40
people made presents to 114
people made wrongdoers eat 103
people make attempts to 44
people make concerning the 59
people make decisions as 258
people make decisions at 55
people make decisions by 311
people make decisions in 946
people make decisions is 73
people make decisions on 957
people make decisions or 77
people make decisions to 286
people make donations to 51
people make elections to 47
people make hundreds of 70
people make mistakes in 573
people make mistakes on 45
people make mistakes or 96
people make presents to 44
people make progress in 103
people make promises to 90
people make requests of 48
people making decisions in 170
people making decisions on 143
people making decisions to 58
people making interest to 53
people many hundreds of 68
people many thousands of 158
people more actively in 94
people more addicted to 65
people more advanced in 551
people more affected by 57
people more amenable to 226
people more attached to 214
people more attended to 48
people more autonomy in 51
people more conscious of 1083
people more critical of 132
people more desirous of 84
people more directly in 204
people more directly to 62
people more disposed to 241
people more friendly to 60
people more inclined to 778
people more indolent or 95
people more involved in 358
people more mistaken in 119
people more obedient to 76
people more prepared to 63
people more sensible of 228
people more tenacious of 124
people more tolerant of 287
people most affected by 2993
people most attached to 65
people most conscious of 45
people most disposed to 49
people most impacted by 53
people most inclined to 210
people most involved in 499
people most threatened by 86
people much addicted to 92
people much attached to 71
people much wondered at 68
people must confront the 103
people must consider the 183
people must continue in 151
people must continue to 1213
people must discover the 46
people must exercise the 53
people must interact in 45
people must likewise be 49
people must maintain the 51
people must organize to 61
people must overcome the 66
people must perceive the 73
people must preserve the 57
people must remember the 75
people must remember to 57
people must renounce the 44
people must struggle to 300
people must therefore be 589
people need colleges to 69
people need education in 52
people need exposure to 61
people need guidance in 100
people need practice in 57
people need pressure to 63
people need somebody to 68
people once believed in 121
people once believed the 104
people once referred to 43
people once regarded as 48
people only believed in 48
people only consider the 46
people only discover in 130
people only listened to 59
people only remained in 48
people only remember the 154
people over hundreds of 272
people over thousands of 532
people owning property in 71
people pacing restless up 81
people paid admission to 183
people paid attention to 1666
people paid thousands of 42
people pass judgment on 169
people past provided an 45
people paying attention to 463
people react violently to 102
people rely entirely on 71
people riding bicycles in 47
people seek security in 83
people seek solutions to 41
people seek treatment by 56
people seem actually to 104
people seem destined to 203
people seem disposed to 343
people seem inclined to 692
people seem nowadays to 77
people seem oblivious to 102
people seem prepared to 257
people seem resigned to 59
people seem resolved to 51
people seem scarcely to 98
people send messages in 42
people send messages to 151
people sent deputies to 54
people sent messages to 61
people show evidence of 213
people show interest in 241
people show kindness to 41
people show symptoms of 148
people some hundreds of 42
people soon discover it 64
people soon followed the 53
people soon observed an 49
people soon repented of 46
people soon returned to 113
people speak admiringly of 40
people speak directly to 82
people speak languages of 70
people such questions as 75
people take exception to 208
people take interest in 223
people take pictures of 226
people take recourse to 147
people take seriously the 279
people take vacations in 68
people taking holidays in 63
people taking interest in 48
people taking pictures of 286
people taking potshots at 54
people talk directly to 59
people talk nonsense in 40
people talk politics by 43
people their standard of 66
people there believed in 79
people there concerning the 50
people there continue to 55
people there referred to 47
people think football is 85
people think seriously of 50
people took branches of 90
people took exception to 270
people took interest in 178
people took pictures of 125
people took recourse to 60
people took seriously the 258
people took victuals in 86
people upon questions of 87
people used formerly to 111
people vary markedly in 88
people very conscious of 116
people very desirous of 81
people very desirous to 61
people very earnestly to 81
people very ignorant of 58
people very obedient to 54
people very straight in 45
people view conflict as 137
people view education as 100
people vote directly on 193
people want children to 56
people want convincing of 67
people want everyone to 85
people want somebody to 45
people well advanced in 364
people well affected to 115
people well disposed to 152
people well educated in 69
people well equipped to 45
people well grounded in 69
people well informed of 87
people well informed on 116
people well prepared to 49
people well remember the 60
people went barefoot in 77
people went directly to 173
people went straight to 163
people were abandoning the 180
people were abducted by 60
people were absolved of 68
people were absorbed by 215
people were absorbed in 724
people were accepted as 425
people were accepted by 127
people were accepted in 49
people were accorded the 87
people were actually at 76
people were actually in 629
people were actually on 187
people were actually the 104
people were actually to 84
people were actuated by 382
people were addicted to 605
people were admitted as 126
people were admitted at 70
people were admitted by 103
people were admitted in 97
people were admitted on 75
people were admitted to 2811
people were advanced in 104
people were advocating the 64
people were affected at 93
people were affected by 3770
people were affected in 979
people were affected to 75
people were afforded an 46
people were afforded the 52
people were agitated by 168
people were agreeable to 56
people were allergic to 166
people were ambitious to 46
people were amenable to 138
people were animated by 486
people were apathetic or 72
people were apathetic to 49
people were appalled at 292
people were appalled by 362
people were appalled to 52
people were applauding the 52
people were apprised of 151
