mace surmounted by 43
made boundaries of 414
made boundaries to 46
made breastworks of 482
made brilliantly by 75
made broadcasts in 58
made broadcasts on 57
made broadcasts to 249
made burdensome by 295
made burdensome to 171
made buttonhole is 254
made calculated to 263
made calculation of 492
made calibration of 41
made canterbury the 103
made capitalism so 44
made capitalism the 92
made carelessly or 198
made caricature of 60
made cartridges of 88
made casualties in 60
made casualties of 395
made categories of 544
made categories or 90
made categories to 50
made catholicism an 71
made catholicism the 1108
made celebrated by 707
made celebrated in 60
made celebration of 115
made chancellor as 94
made chancellor at 80
made chancellor by 590
made chancellor in 2162
made chancellor of 21845
made chancellor on 236
made chancellor the 41
made chancellor to 194
made characters in 183
made characters of 134
made charitable by 135
made charleston an 49
made charleston the 246
made chemically by 123
made chemically in 51
made chevaliers of 87
made chocolates in 47
made cigarettes in 362
made cigarettes of 121
made cigarettes or 50
made cigarettes to 151
made cincinnati the 147
made circulation of 91
made clinically as 118
made clinically by 846
made clinically if 72
made clinically in 416
made clinically on 269
made clinically or 245
made cognizable by 1867
made cognizable in 363
made cognizable to 103
made coincident by 110
made coincident in 112
made coincident to 51
made collections as 40
made collections at 467
made collections in 1617
made collections of 9488
made collections on 531
made collections to 293
made collectors of 371
made combination of 286
made commandant at 188
made commandant in 149
made commandant of 2917
made commanders in 43
made commanders of 318
made commentary on 98
made commissary of 363
made commissions on 68
made commitment to 852
made comparable as 116
made comparable by 1384
made comparable in 489
made comparable on 71
made comparable to 3973
made comparison of 1624
made comparison to 158
made compatible at 47
made compatible by 681
made compatible if 95
made compatible in 284
made compatible or 49
made compatible to 175
made compellingly by 85
made competition by 113
made competition in 526
made competition on 105
made competition so 64
made competition the 66
made compilation of 131
made complacent by 231
made complaints at 123
made complaints in 204
made complaints of 2275
made complaints on 221
made complaints or 90
made complaints to 4202
made completely at 233
made completely by 953
made completely in 886
made completely of 6447
made completely on 293
made completely or 135
made completely so 103
made completely the 66
made completely to 334
made components as 96
made components in 552
made components is 92
made components of 914
made components or 164
made components to 406
made composites of 179
made composition in 117
made composition of 174
made compromise on 193
made compulsory an 59
made compulsory as 1480
made compulsory at 1144
made compulsory by 26508
made compulsory if 159
made compulsory in 50006
made compulsory is 100
made compulsory it 117
made compulsory on 4761
made compulsory or 557
made compulsory so 373
made compulsory the 1323
made compulsory to 1510
made compulsory up 670
made computation of 153
made concealment of 368
made concealment on 140
made concentric to 80
made conceptions of 334
made concessions as 303
made concessions at 330
made concessions by 778
made concessions he 65
made concessions in 5872
made concessions of 1104
made concessions on 4452
made concessions or 236
made concessions so 136
made concessions to 35402
made conclusions of 246
made conclusions on 143
made conclusive as 218
made conclusive by 491
made conclusive in 198
made conclusive of 85
made conclusive on 138
made conclusive or 46
made conclusive the 47
made concoctions of 43
made concubines of 167
made concurrent in 56
made conditional by 953
made conditional in 258
made conditional on 40073
made conditional or 134
made conditional to 618
made conditioned on 76
made conditioned to 49
made conductive by 1068
made conductive in 62
made conductive to 65
made conductors by 48
made confessions in 147
made confessions of 758
made confessions or 99
made confessions to 229
made confidants of 342
made confidence in 185
made conformity to 221
made conjointly by 434
made conjointly to 43
made connections as 46
made connections at 544
made connections by 141
made connections in 1109
made connections of 204
made connections on 91
made connections to 2131
made conscience of 2556
made conscience the 111
made conscience to 300
made consciously as 114
made consciously at 49
made consciously by 694
made consciously in 313
made consciously or 1554
made consciously to 296
made consequent on 599
made consequent to 113
made consistent as 132
made consistent at 77
made consistent by 781
made consistent if 128
made consistent in 423
made consistent on 50
made consistent or 115
made consistent the 69
made consistent to 71
made conspiracy to 191
made constantly as 148
made constantly at 52
made constantly by 398
made constantly in 463
made constantly of 40
made constantly on 94
made constantly the 41
made constantly to 1081
made constitute an 134
made constitute the 146
made constituting the 75
made constraint the 41
made consultant to 76
made consummate by 40
made consumption of 181
made containers of 310
made contentious by 48
made contiguous by 95
made contiguous in 44
made contiguous to 246
made continuity in 134
made continuity of 481
made continuous as 176
made continuous at 477
made continuous by 2146
made continuous if 119
made continuous in 413
made continuous on 132
made continuous or 131
made continuous so 55
made continuous the 55
made continuous to 174
made contraband by 423
made contraband of 696
made contribute to 146
made contributing to 51
made controller of 682
made convenient by 1822
made convenient in 113
made convenient to 562
made conventions of 150
made conventions to 42
made convergent by 252
made conversant in 49
made conversions in 78
made conversions to 123
made conveyance of 548
made conveyance to 105
made convincingly by 342
made convincingly in 101
made cooperation in 372
made cooperation of 114
made cooperation on 95
made cooperation the 60
made copenhagen the 101
made corrections as 188
made corrections by 74
made corrections in 2581
made corrections of 434
made corrections on 946
made corrections or 232
made corrections to 1842
made correlation of 83
made correspond to 554
made criminally or 122
made critically to 60
made criticisms of 1346
made criticisms on 67
made criticisms or 45
made cultivable by 329
made cultivation of 561
made cumbersome by 147
made cumulative by 104
made cumulative in 59
made cumulative or 56
made declaration in 91
made declaration of 1863
made declaration to 423
made decorations in 57
made decorations of 106
made decorations on 40
made decorative by 155
made decorative in 61
made dedications at 82
made dedications in 93
made dedications to 252
made deductible as 145
made deductible by 232
made deductible in 91
made defendants as 205
made defendants by 425
made defendants in 3552
made defendants to 1493
made defensible by 399
made defensible in 58
made definitely by 150
made definitely in 58
made definitely to 228
made definitions of 754
made definitive at 45
made definitive by 303
made definitive in 217
made definitive on 65
made definitive the 59
made degenerate by 142
made delectable by 52
made delightful by 932
made delightful in 99
made delightful to 479
made deliveries as 40
made deliveries at 212
made deliveries by 144
made deliveries in 594
made deliveries of 704
made deliveries on 284
made deliveries to 1012
made delusively to 49
made democratic as 104
made democratic by 183
made democratic in 126
made demosthenes the 107
made denunciation of 139
made department of 140
made dependable by 46
made dependence on 634
made dependents of 257
made deployment of 179
made depositions as 99
made depositions in 259
made depositions to 101
made depressions in 167
made deputations to 40
made derivative of 117
made derogatory to 117
made description of 461
made designedly by 71
made despondent by 218
made destruction of 572
made destruction or 67
made detachable so 197
made detachable to 53
made detectable by 115
made determined by 44
made determined the 103
made determines the 638
made determines to 62
made detestable by 103
made detestable to 41
made dialectical in 42
made difference in 186
made difference of 56
made difference the 59
made difficulty in 212
made difficulty to 391
made digestible by 204
made diligently by 41
made diminutive by 50
made directional by 96
made disastrous by 81
made disclosure of 592
made disclosure to 99
made discordant by 128
made discordant or 66
made discourses in 44
made discussions of 201
made discussions on 65
made disorderly by 42
made disposable by 105
made disposition of 1468
made disposition to 270
made disputation the 107
made disregarding the 93
made dissections in 49
made dissections of 232
made dissoluble by 58
made dissolution of 58
made distinction in 210
made distinction is 200
made distinction of 230
made distinctly to 458
made distinguishing the 40
made distraught by 162
made distributing the 68
made divinities of 153
made duplicates of 866
made duplication of 128
made economical by 192
made economical the 88
made editorially in 141
made editorially to 41
made educational in 87
made effeminate by 454
made efficacious by 1345
made efficacious in 169
made efficacious to 134
made efficiency in 42
made efficiency the 61
made eisenhower the 44
made electrical by 54
made elimination of 419
made elliptical by 46
made elliptical in 100
made eloquently by 395
made eloquently in 74
made embarrassing by 85
made emblematic by 58
made emblematic in 85
made emblematic of 327
made embrasures in 58
made emendations in 155
made emendations to 55
made emphasizes the 65
made employment at 103
made employment in 452
made employment of 484
made enclosures of 259
made encourages the 56
made endogenous by 158
made endogenous in 175
made endogenous to 199
made endowments in 63
made endowments of 206
made endowments to 298
made enforceable as 69
made enforceable at 81
made enforceable by 1579
made enforceable in 496
made enforceable on 47
made engagements at 106
made engagements in 97
made engagements to 861
made enrollment in 143
made entertaining as 104
made entertaining by 433
made entertaining to 194
made enthusiastic by 186
made enumeration of 41
made equivalent by 1035
made equivalent in 1185
made equivalent of 427
made equivalent to 18052
made eradication of 157
made erroneously in 63
made essentially as 447
made essentially at 78
made essentially by 662
made essentially in 366
made essentially no 1630
made essentially of 717
made essentially on 400
made essentially the 3932
made essentially to 368
made establishing the 269
made estimations of 441
made evaluations of 609
made eventually by 102
made eventually in 74
made eventually to 252
made everywhere at 68
made everywhere by 277
made everywhere in 1758
made everywhere of 80
made everywhere on 102
made everywhere the 116
made everywhere to 949
made examination of 1530
made examination to 45
made exasperating to 67
made excavations at 681
made excavations in 1586
made excavations of 193
made excavations on 526
made excavations to 44
made excellence in 90
made exceptional by 207
made exchangeable at 127
made executable by 130
made exhaustive by 56
made exhaustive or 230
made exhibitions of 218
made expediency the 63
made expeditions as 90
made expeditions by 111
made expeditions in 450
made expeditions of 126
made expeditions on 62
made expeditions to 2499
made expeditions up 239
made expendable by 66
made experience in 143
made experience of 1754
made experience the 153
made experiment in 232
made experiment of 1368
made experiment on 43
made explanation in 46
made explanation of 804
made explanation to 181
made explicable by 187
made explicable in 70
made explicitly as 209
made explicitly at 190
made explicitly by 4281
made explicitly in 5057
made explicitly of 46
made explicitly on 190
made explicitly or 686
made explicitly so 114
made explicitly the 93
made explicitly to 1311
made exploration of 578
made expositions of 133
made expressions of 642
made expressive by 214
made expressive in 105
made expressive of 811
made externally as 137
made externally by 146
made externally in 219
made externally of 377
made externally to 196
made fabrication of 131
made facilities in 72
made facilities of 64
made facilities to 45
made facsimiles of 265
made fashionable as 114
made fashionable at 243
made fashionable by 4938
made fashionable in 1386
made fashionable the 945
made fashionable to 40
made featureless by 113
made footprints in 498
made footprints on 187
made forcefully by 1986
made forcefully in 730
made forcefully to 93
made foreigners in 111
made foreigners of 42
made forfeiture of 145
made formidable by 694
made formidable in 51
made formidable to 77
made formulation in 95
made formulation of 140
made fortresses of 560
made foundations at 48
made foundations in 394
made foundations of 287
made fraudulent by 80
made frequently as 321
made frequently at 169
made frequently by 3249
made frequently in 4218
made frequently is 65
made frequently of 350
made frequently on 282
made frequently or 106
made frequently so 44
made frequently the 40
made frequently to 2963
made frightened my 65
made frightened the 68
made generations of 434
made gettysburg the 89
made governance of 90
made government an 255
made government by 448
made government in 336
made government of 164
made government so 46
made government the 470
made government to 253
made grandmother to 72
made grievances to 73
made guaranteeing the 141
made guarantees of 181
made guarantees to 112
made guarantors of 87
made habitually by 91
made habitually in 60
made habitually to 118
made handsomely by 52
made hereditary at 79
made hereditary by 516
made hereditary in 12327
made hereditary on 196
made hereditary to 296
made heretofore by 290
made heretofore in 592
made heretofore of 272
made heretofore on 57
made heretofore or 338
made heretofore to 736
made highlighting the 46
made highlights on 42
made hindenburg the 43
made historical by 433
made historical in 95
made hobgoblins to 61
made holocausts of 140
made homogeneous by 1795
made homogeneous in 411
made homogenous by 57
made homologous to 63
made homozygous by 151
made homozygous in 76
made horizontal by 393
made horizontal in 90
made horizontal or 94
made horizontal to 58
made hospitable by 85
made hospitable to 102
made hypocrites by 56
made hypocrites of 156
made hypothyroid at 204
made hypothyroid by 243
made hysterical by 184
made ignorantly or 46
made ignorantly to 58
made illustrate the 81
made illustrating the 210
made illustrious by 4263
made illustrious in 437
made illustrious the 892
made imaginable by 72
made imagination the 108
made immaculate by 40
made immediately an 57
made immediately as 587
made immediately at 583
made immediately by 2198
made immediately if 571
made immediately in 1408
made immediately is 172
made immediately of 289
made immediately on 4218
made immediately or 937
made immediately so 357
made immediately the 1167
made immediately to 8197
made immigration an 123
made immigration to 237
made impassable by 5148
made impassable in 56
made impassable the 171
made impassable to 187
made impassible by 62
made imperative an 213
made imperative as 104
made imperative at 151
made imperative by 6684
made imperative if 45
made imperative in 272
made imperative on 634
made imperative the 2169
made imperative to 231
made imperialism an 108
made imperialism the 428
made impermeable by 231
made impermeable to 407
made impersonal by 127
made impersonal in 60
made implementing the 249
made implements of 984
made implicitly by 592
made implicitly in 586
made implicitly or 356
made implicitly to 86
made importation of 303
made impossible an 608
made impossible as 473
made impossible at 340
made impossible by 40165
made impossible if 434
made impossible in 1834
made impossible is 62
made impossible my 47
made impossible of 740
made impossible on 184
made impossible or 643
made impossible so 94
made impossible the 22831
made impossible to 5436
made impressions in 366
made impressions of 774
made impressions on 997
made impressions so 71
made impressive by 1089
made impressive in 124
made impressive the 53
made impressive to 48
made improbable by 467
made improbable the 100
made improperly or 70
made inaccurate by 200
made inadequate by 233
made inadequate or 44
made incentives to 120
made incidental to 1182
made incitement to 175
made inclosures of 116
made incoherent by 194
made incomplete by 241
made incongruous by 121
made inconstant by 113
made incredible by 121
made incredible the 52
made indefinite by 160
made indefinite in 124
made indications of 175
made indicative of 333
made indictable by 188
made indigenous to 85
made indirectly as 55
made indirectly at 42
made indirectly by 1298
made indirectly in 302
made indirectly on 147
made indirectly or 86
made indirectly to 537
made indirectly via 139
made indiscreet by 48
made indistinct by 1019
made indistinct the 123
made individual by 648
made individual in 224
made individual or 173
made indulgence in 165
made industrious by 48
made ineligible as 88
made ineligible by 273
made ineligible to 1943
made inequality of 49
made inevitable an 350
made inevitable as 168
made inevitable at 68
made inevitable by 17424
made inevitable in 325
made inevitable the 11378
made infallible by 97
made infallible in 80
made infallibly to 59
made inferences as 43
made inferences in 94
made inferences of 124
made inferences on 66
made inferences to 98
made infinitely the 64
made inflexible by 315
made influenced the 52
made influences on 208
made influences the 200
made influential by 119
made influential in 97
made informally as 101
made informally at 116
made informally by 662
made informally in 558
made informally on 59
made informally or 87
made informally to 232
made information in 43
made information of 40
made information on 565
made information to 308
made inheritors of 267
made initiatives to 125
made innocently by 81
made innocently or 279
made innocently to 65
made innovations in 2701
made innovations of 176
made innovations on 112
made innovations to 134
made inoperable by 213
made inoperable in 44
made inquisition of 51
made inquisitor of 45
made insensible by 403
made insensible in 48
made insensible of 60
made insensible to 603
made insensibly to 67
made insistence on 76
made inspections at 52
made inspections in 43
made inspections of 310
made inspectors of 94
made institution of 241
made institution or 51
made institution to 107
made instruction in 971
made instruction the 48
made instructor at 60
made instructor in 940
made instructor of 223
made instrument in 167
made instrument is 376
made instrument of 922
made instrument the 91
made instrument to 189
made integration an 89
made integration of 582
made integration the 113
made interchange of 131
made interested in 914
made internally as 42
made internally at 49
made internally by 379
made internally in 420
made internally of 58
made internally or 163
made internally to 235
made interpreting the 172
made intimations of 49
made intolerant by 54
made intoxicating by 96
made invaluable in 69
made invaluable to 49
made investment in 4332
made investment of 102
made inveterate by 118
made invigorating by 46
made invincible by 344
made invitations to 291
made invocations to 83
made iridescent by 210
made ironically to 74
made irrelevant as 117
made irrelevant by 5470
made irrelevant in 240
made irrelevant or 240
made irrelevant the 563
made irrelevant to 538
made irreligious by 42
made irresolute by 74
made isomorphic to 64
made journalism in 49
made journalism the 102
made judiciously in 44
made judiciously to 42
made justifiable by 100
made justifiable in 40
made laboratory in 107
made laboriously by 224
made lancashire the 74
made landowners of 89
made landscapes in 246
made landscapes of 242
made lawbreakers of 52
made legislation in 161
made legislation of 45
made legislation on 111
made legislation to 51
made legitimate as 122
made legitimate at 53
made legitimate by 6197
made legitimate if 41
made legitimate in 381
made legitimate or 53
made legitimate the 325
made legitimate to 84
made liberalism the 50
made lieutenant at 104
made lieutenant by 117
made lieutenant in 2049
made lieutenant of 4222
made lieutenant on 122
made lieutenant or 49
made lieutenant to 56
made likenesses of 561
made limitations of 55
made limitations on 206
made literature an 192
made literature as 48
made literature at 100
made literature by 66
made literature in 175
made literature my 124
made literature of 373
made literature the 548
made lithographs in 135
made lithographs of 240
made louisville the 59
made lutheranism the 317
made magistrate of 455
made maliciously by 47
made maliciously or 293
made management of 937
made management the 63
made manchester the 266
made manifested in 46
made marchioness of 293
made marketable by 203
made marketable in 105
made marseilles the 42
made mathematics an 52
made mathematics the 411
made mattresses of 105
made mayonnaise is 46
made measurement of 840
made mechanical by 191
made mechanical the 55
made melancholy by 726
made membership in 4154
made membership of 1486
made membership on 87
made meritorious by 120
made mesopotamia the 99
made metropolis of 244
made microfilms of 60
made millionaire at 164
made millionaire by 252
made millionaire in 571
made millionaire is 190
made millionaire of 205
made millionaire to 122
made ministerial to 66
made ministrant to 118
made minneapolis the 113
made miraculous by 54
made mistresses of 130
made monopolies of 93
made monotonous by 137
made montgomery the 56
made monumental by 101
made multiplied by 71
made multitudes of 1043
made nationalism an 92
made nationalism so 45
made nationalism the 279
made nationality the 137
made negatively in 51
made negligible as 83
made negligible at 52
made negligible by 1676
made negligible if 143
made negligible in 637
made negligible the 41
made negotiations on 91
made neutrality an 65
made neutrality the 60
made newspapers so 86
made nightmares of 108
made nominations in 145
made nominations of 86
made nominations to 471
made nonetheless to 83
made obeisances to 232
made obligations of 255
made obligatory as 374
made obligatory at 299
made obligatory by 8614
made obligatory if 56
made obligatory in 7489
made obligatory is 43
made obligatory on 8669
made obligatory or 106
made obligatory so 146
made obligatory the 1515
made obligatory to 904
made observable by 500
made observable in 88
made observable to 56
made observance of 511
made observation by 112
made observation in 105
made observation is 126
made observation of 1722
made observation on 544
made observation the 56
made obstruction of 40
made omnipotent by 89
made onslaughts on 93
made opalescent by 64
made operational as 752
made operational at 412
made operational by 7422
made operational if 89
made operational in 2536
made operational is 72
made operational it 46
made operational on 291
made operational or 58
made operational so 43
made operational the 131
made operational to 167
made oppressive by 205
made optimistic by 136
made ordinances in 105
made ordinances to 160
made ordinarily at 40
made ordinarily by 128
made ordinarily in 84
made ordinarily of 93
made ordinarily on 51
made ordinarily to 62
made originally as 681
made originally at 352
made originally by 6938
made originally in 4245
made originally is 49
made originally of 742
made originally on 367
made originally the 50
made originally to 2049
made originated in 79
made ornamental as 168
made ornamental by 194
made ornamental in 135
made ornamental to 74
made ostensibly as 106
made ostensibly by 71
made ostensibly in 184
made ostensibly on 152
made ostensibly to 781
made ostentation of 75
made overwhelming by 60
made palmerston the 47
made panegyrics on 75
made pardonable by 48
made particular by 231
made particular in 209
made particular to 99
made penetrable by 50
made penetration by 119
made penetration of 347
made peppermint tea 45
made percentage of 111
made percipient of 52
made peremptory by 56
made peremptory the 43
made peremptory to 41
made peripheral by 40
made peripheral to 190
made permissive by 122
made permissive in 154
made persecution of 67
made persistent by 242
made persistent in 154
made personally at 164
made personally by 9184
made personally in 233
made personally on 294
made personally or 3998
made personally the 97
made personally to 1299
made persuasive by 191
made persuasive to 81
made phenomenon of 401
made philosophy an 148
made philosophy in 134
made philosophy of 616
made philosophy so 44
made philosophy the 1152
made philosophy to 148
made photograph of 63
made photostats of 130
made physically or 56
made physically to 79
made pilgrimage in 243
made pilgrimage to 5094
made pittsburgh the 169
made plaintiffs in 99
made plaintiffs or 100
made plantations in 143
made plantations of 378
made pleasurable by 582
made pleasurable to 53
made pocahontas the 96
made politicians of 150
made pollutants in 223
made pollutants on 91
made portentous by 65
made portuguese the 42
made positively by 92
made positively in 77
made positively no 42
made positively or 129
made positively to 84
made possessive by 273
made possessive in 51
made possessors of 593
made postmaster at 493
made postmaster in 126
made postmaster of 651
made powerfully by 169
made powerfully in 77
made prebendary of 3768
made precedents of 66
made precursors to 55
made predictions as 466
made predictions by 81
made predictions in 166
made predictions of 1708
made predictions on 257
made predictions or 46
made predictions to 62
made preeminent in 51
made preferable by 41
made preferable to 117
made preferably at 117
made preferably by 281
made preferably in 330
made preferably of 752
made preferably on 158
made preferably to 49
made prejudicial to 158
made prenatally by 123
made preparation as 232
made preparation at 45
made preparation by 335
made preparation in 343
made preparation of 1028
made preparation on 94
made preparation to 7514
made presidents of 688
made prestigious by 46
made presumably as 40
made presumably at 135
made presumably by 255
made presumably in 439
made presumably of 68
made presumably on 53
made presumably to 342
made pretensions of 523
made pretensions to 6799
made principles of 436
made principles or 44
made principles to 107
made privileged by 197
made processions in 61
made processions to 123
made procurator in 42
made procurator of 1357
made productions in 54
made productions of 258
made productive as 210
made productive at 161
made productive by 2749
made productive if 236
made productive in 1401
made productive is 86
made productive of 3791
made productive or 91
made productive the 48
made productive to 228
made professions in 111
made professions of 6079
made professions to 325
made professors at 130
made professors in 108
made professors of 347
made proficient in 338
made profitable as 510
made profitable at 201
made profitable by 5325
made profitable if 224
made profitable in 1861
made profitable is 62
made profitable on 148
made profitable or 223
made profitable the 648
made profitable to 5528
made profitably by 46
made profitably in 138
made profitably to 44
made progresses in 68
made progresses to 101
made prohibition of 103
made prohibition the 304
made projections of 1549
made projections on 85
made projections to 98
made propaganda in 468
made propaganda of 125
made propaganda on 135
made propaganda to 147
made propagation of 123
made properties of 64
made prophecies of 232
made prophecies on 46
made prophecies to 47
made propitiation by 46
made proponents of 60
made proprietor of 491
made prosecution of 494
made proselytes at 174
made proselytes by 114
made proselytes in 502
made proselytes of 885
made proselytes or 54
made proselytes to 808
made prosperous by 2887
made prosperous in 88
made prosperous or 246
made prosperous the 81
made protectors of 179
made protestant by 78
made protestant in 43
made prototypes of 177
made provisional by 48
made psychology an 107
made psychology of 43
made psychology the 220
made publication by 78
made publication in 273
made publication of 2321
made punishable as 3179
made punishable at 104
made punishable by 27256
made punishable if 76
made punishable in 1134
made punishable is 110
made punishable on 542
made punishable or 42
made punishable the 212
made punishable to 93
made punishment of 40
made purchasers of 44
made puritanism the 134
made purposeful by 113
made quantities of 1918
made radioactive at 48
made radioactive by 2193
made radioactive in 379
made radioactive or 92
made radioactive so 119
made rationality the 108
made receivable as 72
made receivable at 650
made receivable by 309
made receivable in 2916
made receivable to 52
made recipients of 1113
made reciprocal by 60
made reciprocal in 81
made recklessly by 47
made recklessly or 235
made recognition by 145
made recognition of 1994
made recommending the 59
made recompense to 197
made rectangular by 79
made rectangular in 476
made rectangular or 155
made rectangular to 92
made redeemable at 1086
made redeemable by 811
made redeemable in 1494
made redeemable on 250
made redeemable or 77
made references in 908
made references of 179
made references to 23244
made reflections in 64
made reflections of 340
made reflections on 843
made reflective by 104
made refractory by 133
made refractory to 312
made regardless of 15365
made regenerate by 384
made regularity of 121
made regulations as 384
made regulations in 581
made regulations of 328
made regulations on 167
made regulations to 1009
made reinforces the 54
made relatively so 46
made relatively the 94
made relatively to 638
made religiosity the 125
made remarkable by 3783
made remarkable in 186
made remittance to 42
made rendezvous at 742
made rendezvous in 262
made rendezvous on 91
made renovations to 64
made renunciation of 336
made reparations to 166
made repayments of 50
made repentance the 93
made repertoire of 110
made repetitions of 40
made replication of 101
made reportable by 92
made reportable in 77
made reportable to 61
made representing the 674
made represents an 56
made represents the 263
made reproaches on 51
made republican in 200
made reputations as 1344
made reputations by 86
made reputations in 719
made reputations on 44
made requisition of 208
made requisition on 738
made requisition to 76
made resentment an 57
made reservation in 63
made reservation of 242
made reservation on 61
made reservation to 79
made reservoirs in 414
made reservoirs is 164
made reservoirs of 243
made reservoirs or 41
made reservoirs to 183
made resignation of 185
made resistance by 143
made resistance he 84
made resistance in 178
made resistance on 203
made resistance or 120
made resistance the 96
made resistance to 2881
made resolutions in 421
made resolutions of 647
made resolutions on 49
made resolutions to 1060
made respectful by 48
made respondent in 76
made respondent to 113
made responsive by 191
made responsive to 8013
