year during each year of 51
you ever hear him sing 101
you ever hear how he 199
you ever hear how it 42
you ever hear how the 168
you ever hear one of 101
you ever hear that he 147
you ever hear that in 72
you ever hear that it 81
you ever hear that my 108
you ever hear that on 62
you ever hear that the 337
you ever lay eye on 68
you ever let her go 46
you ever let him go 47
you ever long for the 62
you ever met any of 256
you ever met him in 41
you ever met one of 120
you ever met with at 48
you ever met with in 52
you ever met with it 135
you ever met with the 103
you ever put pen to 41
you ever read any of 1465
you ever read one of 262
you ever read that the 71
you ever run out of 606
you ever saw and he 53
you ever saw and it 58
you ever saw and the 85
you ever saw any of 79
you ever saw any thing 66
you ever saw her or 86
you ever saw him at 41
you ever saw him in 57
you ever saw one of 55
you ever saw out of 61
you ever say that to 485
you ever say yes to 72
you ever see any of 1558
you ever see any thing 946
you ever see her at 63
you ever see her do 47
you ever see her in 279
you ever see her on 61
you ever see him at 117
you ever see him do 86
you ever see him go 98
you ever see him in 372
you ever see him on 50
you ever see him or 62
you ever see one in 75
you ever see one of 1080
you ever see one so 87
you ever see them at 53
you ever see them do 40
you ever see them in 123
you ever see them on 47
you ever set out to 140
you ever try any of 59
you ever use any of 145
you ever use one of 43
you fall for one of 45
you fall out with the 50
you feed him for the 87
you feed them with the 55
you feel and act as 97
you feel and act in 77
you feel and hear the 93
you feel and how do 53
you feel and how it 99
you feel and how the 68
you feel and see it 45
you feel and see the 154
you feel and try to 87
you feel any poem of 54
you feel are going to 41
you feel bad for me 45
you feel bad for the 75
you feel can not be 171
you feel for her is 77
you feel for him is 83
you feel for him or 47
you feel for them no 230
you feel may not be 120
you feel now that it 288
you feel now that the 173
you feel one way or 63
you feel one with the 75
you feel that all is 190
you feel that all of 190
you feel that all the 409
you feel that any of 609
you feel that death is 56
you feel that doing so 100
you feel that each of 123
you feel that for the 94
you feel that god is 459
you feel that going to 46
you feel that man is 85
you feel that now is 121
you feel that one is 54
you feel that one of 408
you feel that one or 98
you feel that sex is 52
you feel that she is 621
you feel that singing in 53
you feel that that is 225
you feel that they do 201
you feel that this is 3257
you feel that way as 46
you feel that way at 131
you feel that way if 112
you feel that way in 130
you feel that way is 98
you feel that way it 60
you feel that way or 108
you feel that way so 99
you feel that way the 45
you feel that way we 47
you feel that with the 65
you feel that you as 47
you feel that you do 2764
you feel that you no 89
you feel that you or 250
you feel they are in 71
you feel they are the 47
you feel they can be 60
you feel they may be 92
you feel this may be 108
you feel this way as 47
you feel this way in 78
you feel this way is 64
you feel this way or 61
you feel too hot or 40
you feel too ill to 51
you feel too old to 59
you feel too shy to 63
you feel too weak to 78
you feel you are an 214
you feel you are as 145
you feel you are at 462
you feel you are in 4789
you feel you are it 44
you feel you are no 134
you feel you are of 50
you feel you are on 488
you feel you are so 78
you feel you are the 621
you feel you are to 212
you feel you are up 161
you feel you can be 579
you feel you can do 1875
you feel you can go 256
you feel you can no 184
you feel you did on 45
you feel you did the 79
you feel you fit in 47
you feel you get the 134
you feel you got to 135
you feel you had no 41
you feel you had the 99
you feel you had to 969
you feel you may be 519
you feel you owe it 135
you feel you owe me 188
you feel you owe the 44
you fell that day the 58
you felt that all the 67
you felt this way in 54
you felt you had no 246
you felt you had the 118
you felt you had to 3110
you file them with the 55
you fill out all the 141
you fill out one of 78
you fill them with the 44
you fill them with to 66
you find all that is 152
you find and ask if 41
you find and fix the 54
you find and read the 117
you find and try to 47
you find and use the 116
you find any one of 146
you find any one to 83
you find any way of 41
you find any way to 85
you find for each of 222
you find her for me 157
you find him and he 129
you find him for me 294
you find may not be 170
you find new things to 47
you find now with me 69
you find one for me 109
you find one that is 1275
you find one who is 520
you find one with the 102
you find out all of 132
you find out all the 192
you find out for me 1259
you find out for the 141
you find out for us 119
you find out how he 166
you find out how it 196
you find out how the 570
you find out how to 4539
you find out how we 45
you find out let me 48
you find out one of 41
you find out she is 67
you find out that an 99
you find out that he 967
you find out that if 58
you find out that in 113
you find out that it 1094
you find out that my 65
you find out that no 87
you find out that the 3047
you find out that we 132
you find out they do 53
you find out this is 50
you find out who he 492
you find out who is 430
you find out who it 375
you find out who the 711
you find out why he 215
you find out why it 123
you find out why the 247
you find out with the 52
you find out you do 243
you find she has the 40
you find that all is 87
you find that all of 367
you find that all the 831
you find that any of 545
you find that bit of 44
you find that both the 72
you find that can be 78
you find that each of 233
you find that for the 120
you find that god is 65
you find that one is 85
you find that one of 1052
you find that one or 282
you find that one thing 44
you find that out by 52
you find that out in 63
you find that out of 62
you find that out the 53
you find that she is 433
you find that that is 109
you find that they do 434
you find that this is 1152
you find that two of 48
you find that two or 50
you find that using the 45
you find that with the 67
you find that you do 2955
you find that you eat 54
you find that you go 71
you find that you no 399
you find that you or 99
you find them all as 44
you find them all in 51
you find them easy to 82
you find them for me 88
you find them out in 53
you find they are in 61
you find they are the 78
you find they can be 100
you find things you do 41
you find this all so 93
you find this but in 62
you find this way of 60
you find who did it 52
you find you are at 56
you find you are in 345
you find you are no 109
you find you are on 80
you find you are the 49
you find you can be 44
you find you can do 465
you find you can no 76
you find you get on 46
you find you had to 46
you fish for him by 41
you fish for him on 46
you fool with any of 44
you form any idea as 43
you form any idea of 253
you from all that is 143
you from any idea of 41
you from being one of 71
you from doing all the 63
you from doing any of 95
you from going all the 71
you from going off on 77
you from going off the 79
you from going out of 69
you from going out on 43
you from going out to 114
you from her may be 48
you from him that he 65
you from him who is 161
you from one area to 46
you from one day to 155
you from one end of 784
you from one end to 150
you from one idea to 44
you from one job to 46
you from one who is 50
you from that day to 59
you from this day it 121
you from this day on 149
you from this way of 64
you from using any of 54
you from using one of 43
you from using them in 67
you from zion all the 79
you gave all that up 62
you gave for doing so 48
you gave her all the 61
you gave him all the 133
you gave him and the 40
you gave him for the 78
you gave him one of 61
you gave one for the 43
you gave them all the 89
you give all that up 96
you give all this up 51
you give any idea of 80
you give any one on 113
you give for each of 53
you give her all the 97
you give her him to 80
you give her one of 72
you give him all of 62
you give him all the 263
you give him and the 51
you give him any of 55
you give him for it 105
you give him for my 55
you give him for the 68
you give him one of 170
you give him that he 48
you give one any the 51
you give them all of 40
you give them all the 307
you give them all to 41
you give them all up 43
you give them and the 58
you give them any of 43
you give them any thing 109
you give them for the 76
you give them one of 103
you give them one thing 67
you give them out of 135
you give them out to 42
you give them two or 42
you give this man the 112
you glad that god is 47
you glad that you do 67
you glad you did it 189
you glad you had the 48
you glad you let me 45
you glad you met me 41
you good and can do 48
you good men that do 68
you grab bob and he 88
you grin and bear it 148
you grow too old to 47
you guys are all the 44
you guys are doing is 96
you guys are doing it 60
you guys are going to 2907
you guys are not in 84
you guys are not the 51
you guys are out of 101
you guys can get to 50
you guys can not be 55
you guys can not do 143
you guys did for me 40
you guys did not do 99
you guys did not go 48
you guys get all the 49
you guys get out of 226
you hand them out to 49
you hanging out with the 43
you hate all who do 61
you hate and fear the 54
you hate her for it 80
you hate him for it 70
you hate them for it 79
you have all day to 208
you have all got to 125
you have all had an 43
you have all had in 42
you have all had the 164
you have all had to 43
you have all put on 199
you have all read in 61
you have all read it 71
you have all read of 55
you have all read the 249
you have all that in 109
you have all that is 693
you have all that it 44
you have all that the 80
you have all that to 60
you have all this in 150
you have all this to 50
you have and all the 113
you have and are to 124
you have and bring it 158
you have and can do 427
you have and for the 43
you have and get the 40
you have and how do 66
you have and how it 292
you have and how the 60
you have and how to 294
you have and let me 46
you have and not to 62
you have and put it 148
you have and see if 100
you have and that is 79
you have and that it 41
you have and that the 41
you have and they do 48
you have and try to 251
you have and use it 159
you have and use the 53
you have and with the 63
you have and you do 107
you have any fear of 503
you have any fear or 56
you have any for me 126
you have any fun at 73
you have any idea as 1521
you have any idea at 1203
you have any idea he 103
you have any idea if 375
you have any idea in 107
you have any idea it 84
you have any idea of 10233
you have any idea on 132
you have any idea or 77
you have any idea the 811
you have any idea to 79
you have any one in 61
you have any one of 240
you have any one to 125
you have any say in 461
you have any two of 63
you have any way of 1090
you have any way to 402
you have aye had an 42
you have but ears to 40
you have but one of 40
you have but one thing 165
you have but you do 41
you have can not be 165
you have cut all the 231
you have cut off my 111
you have cut off the 562
you have cut off to 52
you have cut out of 123
you have cut out the 508
you have dug for me 73
you have dug out of 54
you have each day to 67
you have for all of 96
you have for all the 488
you have for being so 40
you have for doing it 55
you have for doing so 49
you have for each of 212
you have for going to 63
you have for him in 41
you have for him is 57
you have for him or 88
you have for him to 48
you have for how to 42
you have for one of 52
you have for that of 40
you have for them in 44
you have for them is 44
you have for them to 85
you have for you the 40
you have fun doing it 97
you have fun with it 114
you have fun with the 144
you have got all my 174
you have got all of 81
you have got all the 1085
you have got any of 103
you have got any thing 79
you have got for it 63
you have got for me 213
you have got for my 83
you have got for the 234
you have got her in 90
you have got him in 266
you have got him on 56
you have got him to 117
you have got off so 144
you have got off to 42
you have got one in 48
you have got one of 422
you have got one to 47
you have got out of 1066
you have got rid of 5561
you have got them by 59
you have got them in 143
you have got them on 56
you have got them to 266
you have got this thing 44
you have got two or 48
you have had all my 66
you have had all of 121
you have had all the 871
you have had and the 352
you have had and to 70
you have had any of 420
you have had any thing 61
you have had both in 43
you have had for me 334
you have had for my 115
you have had for so 50
you have had for the 324
you have had her do 139
you have had her in 44
you have had him do 271
you have had him in 42
you have had him to 121
you have had long in 151
you have had long to 97
you have had one of 362
you have had one or 378
you have had out of 47
you have had that is 56
you have had them in 211
you have had two or 265
you have had with an 95
you have had with it 113
you have had with me 413
you have had with my 182
you have had with the 1317
you have had with us 65
you have had yet no 124
you have her head to 49
you have him for the 45
you have him now in 84
you have him out of 42
you have hit him in 59
you have hit off the 62
you have led him to 170
you have led out of 146
you have led them to 175
you have let her go 154
you have let him be 58
you have let him do 45
you have let him go 226
you have let him in 52
you have let out the 50
you have let them go 103
you have long had my 76
you have long had the 55
you have may not be 192
you have met all of 259
you have met all the 468
you have met and the 84
you have met any of 48
you have met for the 99
you have met her at 44
you have met her in 45
you have met him at 91
you have met him in 80
you have met one of 195
you have met them in 87
you have met with an 298
you have met with at 173
you have met with in 1024
you have met with is 96
you have met with it 55
you have met with me 128
you have met with my 73
you have met with no 213
you have met with so 472
you have met with the 644
you have not all of 54
you have not all the 371
you have not and do 51
you have not any at 51
you have not any in 44
you have not any of 274
you have not any thing 62
you have not any to 76
you have not cut it 46
you have not cut the 126
you have not dug up 81
you have not far to 983
you have not fed me 49
you have not fed the 63
you have not for the 57
you have not got an 1614
you have not got as 558
you have not got at 140
you have not got in 688
you have not got is 108
you have not got it 7146
you have not got me 468
you have not got my 458
you have not got no 743
you have not got on 504
you have not got or 42
you have not got so 209
you have not got the 13226
you have not got to 2667
you have not got up 54
you have not got us 57
you have not had an 1870
you have not had as 440
you have not had at 77
you have not had in 262
you have not had it 1171
you have not had me 70
you have not had my 239
you have not had on 40
you have not had so 420
you have not had the 6585
you have not had to 2380
you have not hit it 117
you have not hit on 232
you have not hit the 331
you have not hung up 50
you have not led me 48
you have not let go 233
you have not let it 169
you have not let me 1139
you have not let the 159
you have not let us 189
you have not long to 848
you have not met in 113
you have not met is 44
you have not met it 76
you have not met me 158
you have not met mr 111
you have not met my 613
you have not met or 81
you have not met the 1586
you have not now an 46
you have not now the 133
you have not now to 191
you have not one in 64
you have not one of 236
you have not one to 57
you have not put an 93
you have not put in 994
you have not put it 443
you have not put me 97
you have not put my 41
you have not put on 711
you have not put the 355
you have not put to 51
you have not put up 104
you have not read an 71
you have not read as 100
you have not read at 44
you have not read in 428
you have not read is 105
you have not read it 4721
you have not read me 54
you have not read my 1355
you have not read of 84
you have not read or 311
you have not read the 6009
you have not read to 53
you have not run in 96
you have not run it 43
you have not run the 196
you have not run to 41
you have not run up 40
you have not sat in 148
you have not set an 50
you have not set it 93
you have not set me 42
you have not set the 609
you have not set to 54
you have not set up 1608
you have not this in 41
you have not two to 73
you have not won it 45
you have not won the 386
you have not yet in 41
you have not yet the 227
you have now all the 77
you have now and the 118
you have now but to 48
you have now for the 111
you have now got the 109
you have now got to 105
you have now had an 43
you have now had the 61
you have now one or 50
you have now put on 44
you have now read to 44
you have now set up 40
you have now with the 59
you have one and if 49
you have one and it 102
you have one and the 98
you have one bit of 44
you have one day to 103
you have one dog or 43
you have one eye on 99
you have one for me 298
you have one for the 123
you have one out of 57
you have one set of 464
you have one sin the 44
you have one that is 407
you have one way of 59
you have one way to 47
you have one who is 148
you have one with me 256
you have one with the 41
you have one year of 177
you have one year to 210
you have one you do 44
you have put all my 106
you have put all of 130
you have put all the 298
you have put her in 111
you have put him in 337
you have put him on 137
you have put him to 123
you have put off my 42
you have put off the 743
you have put one of 68
you have put out my 73
you have put out of 101
you have put out the 175
you have put them in 1369
you have put them on 425
you have put them to 180
you have put them up 45
you have put things in 51
you have put this thing 55
you have put you so 48
you have read all my 137
you have read all of 662
you have read all the 1508
you have read and re 276
you have read and the 249
you have read and to 209
you have read any of 677
you have read each of 81
you have read for the 62
you have read how he 185
you have read how the 308
you have read one of 557
you have read one or 123
you have read rob by 56
you have read that in 55
you have read that it 54
you have read that the 199
you have read them in 92
you have read them or 60
you have read them to 66
you have read this ms 46
you have read two or 71
you have read with the 78
you have run all the 51
you have run out of 2655
you have run with the 77
you have sat for the 47
you have set all of 90
you have set all the 377
you have set and the 64
you have set for it 125
you have set for me 251
you have set for the 668
you have set for us 127
you have set him to 70
you have set out in 219
you have set out on 383
you have set out the 135
you have set out to 1575
you have set them in 45
you have set them to 41
you have set them up 311
you have set things up 124
you have set this up 123
you have set with the 73
you have sex for the 57
you have sex with an 66
you have sex with is 63
you have sex with me 433
you have sex with the 292
you have than fly to 67
you have than that of 47
you have that all the 78
you have that are in 46
you have that can be 258
you have that idea of 69
you have that may be 164
you have that out of 68
you have that she is 40
you have that they do 90
you have that this is 114
you have that you do 364
you have them all at 43
you have them all in 254
you have them all on 57
you have them all the 93
you have them all to 45
you have them both in 52
you have them both to 72
you have them for the 103
you have them ill to 59
you have them not at 65
you have them not in 45
you have them out of 53
you have them set up 64
you have things set up 68
you have this day to 56
you have this idea in 42
you have this idea of 72
you have this man to 259
you have this set of 49
you have this set up 68
you have this way of 58
you have too few or 48
you have two men in 44
you have two men of 74
you have two men to 57
you have two out of 47
you have two things in 45
you have two things to 455
you have use for it 95
you have use for the 57
you have with all the 51
you have with any of 76
you have with each of 172
you have with him is 70
you have with him or 116
you have with one of 43
you have with them is 61
you have with you an 66
you have with you at 125
you have with you in 177
you have with you is 174
you have with you on 64
you have with you or 61
you have with you the 502
you have with you to 109
you have won all the 65
you have won and the 81
you have won for me 110
you have won for the 74
you have won for us 98
you have won one of 68
you have yet got to 41
you have yet had no 53
you have you owe to 58
you heard and ask if 40
you heard and saw at 131
you heard and saw in 73
you heard her say it 69
you heard her say so 44
you heard him say he 163
you heard him say it 104
you heard him say so 268
you heard him say to 78
you heard how she is 56
you heard that all the 177
you heard that one of 163
you heard was one of 43
you heard was that of 57
you help her with the 95
you help him out of 78
you help him with it 86
you help him with the 87
you help out with the 100
you help them out of 42
you help them see the 51
you help them with the 60
you here and not at 76
you here and not in 91
you here and now as 124
you here and now if 87
you here and now in 90
you here and now is 52
you here and now the 52
you here and now to 228
you here are going to 50
you here for but to 55
you here for was to 57
you here for you to 87
you here may not be 193
you here that cry so 80
you here with all the 94
you high and dry in 67
you high and dry on 63
you hold all things to 46
you hold him for me 58
you hold one end of 241
you hold out for the 121
you hold that for me 44
you hold that this is 44
you hold them for me 55
you hold this for me 273
you home and out of 64
you home and then go 53
you hope one day to 154
you hope you can do 46
you ideas for how to 113
you into and out of 248
you into any one of 41
you into bed with me 195
you into doing all the 49
you into going with me 78
you into that path of 67
you into this war as 50
you into this way of 51
you jest read how he 41
you jews say that in 106
you jews say that the 77
you join with him in 55
you join with them in 91
you just are not as 95
you just are not in 116
you just are not the 124
you just are not up 117
you just ask for it 158
you just ask for the 64
you just ask her if 55
you just ask her to 89
you just ask him if 98
you just ask him to 196
you just ask one of 43
you just ask them to 95
you just bear with me 49
you just bring out the 72
you just buy one of 48
you just can not be 1776
you just can not do 5050
you just can not eat 190
you just can not go 2132
you just can not sing 49
you just cut off the 66
you just cut out the 51
you just deal with it 166
you just deal with the 56
you just did for me 148
you just did for the 59
you just did not do 776
you just did not go 329
you just did with me 63
you just did with the 114
you just get fed up 181
you just get off my 126
you just get off on 41
you just get off the 149
you just get out of 1189
you just get rid of 492
you just got off the 269
you just got out of 1035
you just got rid of 153
you just how bad it 40
you just how easy it 552
you just let her be 56
you just let her go 296
you just let him be 70
you just let him do 73
you just let him go 790
you just let them be 73
you just let them do 90
you just let them go 236
you just let things be 91
you just may end up 67
you just may get it 157
you just may not be 126
you just now not to 51
you just now that he 56
you just now that it 98
you just now that the 234
you just now that we 102
you just now with the 49
you just pay for the 94
you just put her in 40
you just put him in 78
you just put that in 44
you just put them in 419
you just put them on 79
you just ran out of 193
you just run out of 221
you just saw was the 53
you just say that he 87
you just say that if 63
you just say that in 103
you just say that it 103
you just say that the 140
you just say that to 151
you just say that we 59
you just say yes or 50
you just say yes to 40
you just say you do 218
you just see her in 40
you just see one of 46
you just set out to 49
you just sit and do 52
you just try not to 74
you just use them as 59
you keep all this in 56
you keep all this to 72
you keep doing things the 51
you keep doing this to 241
you keep going with the 58
you keep her for me 53
you keep her out in 52
you keep her out of 192
you keep him for me 69
you keep him for re 40
you keep him out of 364
you keep one eye on 163
you keep that gun of 43
you keep that sum of 43
you keep them all in 85
you keep them all to 62
you keep them for me 126
you keep them off the 42
you keep them out of 428
you keep them two as 87
you keep this for me 212
you keep this tax or 80
you keep too far to 43
you keep two things in 55
you keep with you at 64
you keep with you the 40
you kept him out of 76
you kick him out of 78
you kick them out of 43
you kids are going to 231
you kids get out of 61
you kill him for me 94
you kill him with the 40
you kill off all the 74
you kiss her for me 48
you knew all that he 103
you knew all that is 47
you knew how easy it 86
you knew how long it 133
you knew not how to 325
you knew she had to 40
you knew she was an 56
you knew she was in 159
you knew she was my 50
you knew she was the 80
you knew she was to 50
you knew that all of 44
you knew that all the 190
you knew that one of 204
you knew that she is 44
you knew that this is 56
you knew that was the 169
