year commencing with the date 110
you remember that the same 66
you remember that the word 126
you remember that we came 113
you remember that we have 393
you remember that we said 89
you remember that we used 53
you remember that we went 43
you remember that we were 247
you remember them so well 85
you rendered not the least 84
you reported all of your 56
you reported this to your 46
you requesting you to send 46
you resemble her to lady 44
you selected one or more 147
you seriously mean to tell 208
you simplify them in some 135
you slightly out of breath 60
you specially that it will 45
you struggle with in your 41
you struggle with the most 326
you suddenly get the urge 54
you suggesting that we have 60
you suggesting that we take 59
you therefore all in your 51
you tolerate one of these 51
you tolerate them in your 61
you tomorrow and the next 57
you tomorrow and we will 58
you transfer all of your 58
you transfer them to your 88
you unfairly not to tell 82
you yourself are as well 77
you yourself are in love 41
you yourself are in need 49
you yourself are the best 365
you yourself are the most 141
you yourself are the only 483
you yourself may be able 92
you yourself say in your 55
