madly invoked to befriend 64
major efforts to identify 69
major efforts to maintain 65
major efforts to organize 68
major efforts to overcome 65
major efforts to preserve 51
major efforts to strengthen 72
major element in american 387
major element in business 48
major element in developing 53
major element in economic 74
major element in explaining 69
major element in japanese 73
major element of american 288
major element of economic 139
major element of japanese 52
major element of personal 45
major element of strategy 47
major element to consider 43
major episode in american 43
major eruption of vesuvius 43
major european or american 90
major example of american 42
major exports of developing 69
major factors in accounting 96
major factors in american 126
major factors in attracting 66
major factors in business 101
major factors in decisions 53
major factors in developing 147
major factors in economic 130
major factors in evaluating 59
major factors in explaining 305
major factors in generating 61
major factors in predicting 47
major factors in preserving 41
major factors in preventing 207
major factors in selection 47
major factors of economic 102
major factors of interest 47
major factors or variables 68
major factors to consider 1436
major failure of american 63
major features of american 727
major features of economic 127
major features of evolution 688
major features of interest 347
major features of japanese 117
major figures in american 1545
major figures in sociology 55
major figures in twentieth 388
major figures of american 521
major figures of twentieth 423
major foreign or domestic 48
major function is probably 46
major function of accounting 175
major function of american 68
major function of ascorbic 51
major function of business 111
major function of clinical 45
major function of criminal 45
major function of economic 42
major function of education 520
major function of financial 101
major function of managers 44
major function of mobility 50
major function of religious 50
major function or activity 52
major general in december 205
major general in february 255
major general in november 257
major general in washington 43
major general of kentucky 81
major general of regulars 372
major general on december 139
major general on february 131
major general on november 148
major history of american 55
major hurdles to overcome 334
major illness or accident 277
major illness or operation 74
major impacts on economic 41
major impetus to economic 104
major increase in activity 92
major increase in american 113
major increase in capacity 172
major increase in domestic 67
major increase in economic 97
major increase in interest 323
major increase in japanese 44
major increase in military 244
major islands of indonesia 126
major killers of children 131
major language of education 83
major matters of business 41
major measures of economic 63
major mediator of neuronal 54
major medical or surgical 251
major national tv networks 43
major objects of interest 51
major outbreak of communal 58
major outbreak of epidemic 93
major outbreak of smallpox 203
major outcome of interest 72
major package of economic 44
major parties at interest 75
major parties in american 172
major parties in australia 79
major parties in elections 51
major parties in scotland 43
major parties to consider 54
major parties to nominate 105
major players in american 82
major players in developing 55
major players in financial 48
major players in politics 56
major portions of american 113
major portions of chapters 41
major premise is negative 104
major premise of american 168
major premise of economic 40
major premiss is negative 86
major problem in accounting 228
major problem in addressing 53
major problem in american 535
major problem in analysis 64
major problem in attempting 384
major problem in attempts 51
major problem in australia 249
major problem in business 196
major problem in children 178
major problem in christian 40
major problem in clinical 281
major problem in collecting 63
major problem in computer 171
major problem in conducting 149
major problem in converting 44
major problem in describing 80
major problem in developing 1244
major problem in diagnosis 145
major problem in discussing 154
major problem in economic 122
major problem in education 217
major problem in estimating 279
major problem in evaluating 518
major problem in explaining 96
major problem in financial 47
major problem in hospital 59
major problem in indonesia 71
major problem in industry 121
major problem in japanese 64
major problem in medicine 65
major problem in military 50
major problem in monitoring 61
major problem in organizing 71
major problem in pakistan 47
major problem in patients 495
major problem in pediatric 45
major problem in performing 79
major problem in practice 161
major problem in predicting 70
major problem in processing 40
major problem in protecting 40
major problem in recruiting 116
major problem in relations 58
major problem in researching 49
major problem in software 86
major problem in treatment 146
major problem in tropical 96
major problem is developing 50
major problem is economic 58
major problem is possible 61
major problem is probably 40
major problem is therefore 54
major problem of american 592
major problem of analysis 59
major problem of business 136
major problem of developing 119
major problem of economic 245
major problem of education 164
major problem of industry 50
major problem of inflation 42
major problem of interest 66
major problem of internal 90
major problem of japanese 47
major problem of military 40
major problem of overcoming 43
major problem of politics 82
major problem of security 44
major problem of selection 52
major problem or problems 109
major problem to confront 53
major problem to consider 41
major problem to overcome 246
major process of cultural 88
major process of economic 58
major product of american 84
major product of anaerobic 45
major product or products 50
major program of economic 254
major program of expansion 109
major program of military 81
major project is underway 98
major purpose in presenting 46
major purpose of accounting 154
major purpose of american 91
major purpose of business 111
major purpose of collecting 43
major purpose of developing 81
major purpose of economic 86
major purpose of education 655
major purpose of financial 77
major question of interest 313
major question to consider 68
major reforms in american 68
major reforms in education 229
major renewal of interest 48
major repairs or rebuilding 44
major reports on education 100
major results of interest 41
major revision of american 114
major revision of economic 58
major revival of interest 403
major schools of american 85
major schools of buddhism 746
major schools of buddhist 136
major schools of economic 175
major schools of education 66
major schools of japanese 55
major schools of literary 51
major schools of mahayana 105
major sections of industry 47
major sections or chapters 84
major sections or divisions 87
major sectors of activity 162
major sectors of american 239
major sectors of economic 256
major sectors of industry 1003
major segment of american 592
major segment of industry 147
major sources of afferent 54
major sources of airborne 160
major sources of american 298
major sources of authority 157
major sources of barriers 107
major sources of business 424
major sources of caffeine 111
major sources of calories 245
major sources of campaign 153
major sources of chemical 217
major sources of conflict 3387
major sources of confusion 412
major sources of consumer 125
major sources of continuing 45
major sources of criminal 47
major sources of cultural 158
major sources of distress 175
major sources of domestic 178
major sources of economic 791
major sources of electric 67
major sources of emissions 211
major sources of emotional 119
major sources of employee 44
major sources of evidence 492
major sources of exposure 231
major sources of external 480
major sources of financial 501
major sources of guidance 71
major sources of hydrogen 120
major sources of identity 94
major sources of imported 74
major sources of increased 336
major sources of increases 44
major sources of indirect 47
major sources of industry 47
major sources of infection 272
major sources of inflation 109
major sources of informal 54
major sources of interest 193
major sources of internal 235
major sources of japanese 56
major sources of materials 72
major sources of migrants 74
major sources of migration 67
major sources of military 149
major sources of moisture 242
major sources of mortgage 77
major sources of negative 41
major sources of nitrogen 567
major sources of nutrient 180
major sources of nutrition 92
major sources of personal 229
major sources of physical 45
major sources of pollution 3985
major sources of positive 61
major sources of possible 126
major sources of potential 427
major sources of pressure 430
major sources of problems 334
major sources of proteins 53
major sources of receipts 63
major sources of recreation 40
major sources of referral 145
major sources of religious 57
major sources of revenues 364
major sources of security 118
major sources of sediment 443
major sources of software 77
major sources of supplies 47
major sources of variations 46
major sources of vitamins 74
major sources of volatile 57
major species of interest 41
major spheres of activity 242
major spheres of economic 96
major spheres of interest 89
major strands of american 112
major strands of feminist 106
major streets or highways 117
major strides in developing 90
major studies of american 369
major subject of analysis 43
major subject of attention 44
major subject of interest 599
major success on broadway 177
major surgery in patients 335
major surgery is involved 44
major surgery is required 200
major surgery on patients 40
major surgery or prolonged 45
major symptom in patients 45
major symptom of multiple 127
major symptom of posterior 46
major upsurge of interest 96
major variable in explaining 96
major variable of interest 408
major vehicle of cultural 73
major vehicle of economic 66
major weakness in american 48
major weakness of american 112
makes against the doctrine 124
makes charity the essential 67
makes default as mentioned 205
makes default in appointing 47
makes default in delivering 899
makes default in forwarding 148
makes default in furnishing 169
makes default in performing 549
makes demands on children 40
makes efforts to maintain 61
makes evident the presence 122
makes exactly the opposite 493
makes fascism the complete 59
makes friends of strangers 50
makes himself an exception 77
makes himself as agreeable 101
makes himself as helpless 61
makes himself so agreeable 51
makes himself so obnoxious 48
makes himself the advocate 208
makes himself the standard 135
makes history so horrible 58
makes perhaps the strongest 169
makes utility the criterion 65
makes victims of innocent 81
makes visible the darkness 95
makes visible the presence 109
males attempt to copulate 113
males between the twentieth 71
males capable of military 44
males fifteen to nineteen 44
males provide no parental 51
mamma offered no response 57
manly censure of critical 56
manly pleasure to conceive 108
manly virtues of physical 42
mapping between the abstract 301
mapping between the concepts 180
mapping between the database 158
mapping between the elements 430
mapping between the external 206
mapping between the internal 195
mapping between the original 130
mapping between the physical 536
mapping between the semantic 189
mapping between the underlying 92
mapping between the variables 48
march against the american 119
march against the assembly 189
march against the assyrians 52
march against the austrians 384
march against the christian 48
march against the citizens 112
march against the heretics 44
march against the hostiles 43
march against the hungarians 209
march against the infidels 256
march against the invaders 544
march against the iroquois 167
march against the japanese 55
march against the mexicans 41
march against the pentagon 47
march against the prussians 168
march against the revolted 141
march against the saracens 180
march against the scottish 126
march against the spaniards 205
march forward to complete 46
march forward to progress 49
march forward to socialism 109
march towards the american 102
march towards the christian 54
march towards the confines 271
march towards the conquest 130
march towards the delaware 135
march towards the district 111
march towards the fortress 107
march towards the frontier 758
march towards the governor 92
march towards the promised 380
march towards the province 252
march towards the pyrenees 365
march towards the recovery 42
march towards the strangers 88
march towards the superman 64
march towards the ultimate 124
marks between the elliptic 44
marks produce the corduroy 90
marks towards the expenses 105
marks visible to aircraft 57
marks whereby the shepherd 42
marry according to christian 86
marry because of economic 48
marry saracen or christian 70
marsh adjoining the delaware 82
match against an opponent 143
match between an american 105
match between an employee 143
match between my daughter 134
match between the american 210
match between the champions 46
match between the children 132
match between the computed 177
match between the computer 112
match between the concepts 91
match between the condition 163
match between the contents 128
match between the cultural 128
match between the customer 135
match between the daughter 91
match between the elements 107
match between the employee 240
match between the expected 156
match between the external 154
match between the intended 140
match between the internal 253
match between the materials 89
match between the observed 815
match between the officers 155
match between the ontology 521
match between the original 384
match between the patterns 96
match between the personal 139
match between the physical 91
match between the positions 42
match between the potential 41
match between the presumed 97
match between the princess 316
match between the products 42
match between the proposed 132
match between the response 92
match between the selected 169
match between the semantic 41
match between the sequence 97
match between the services 50
match between the situation 72
match between the specific 182
match between the spectral 44
match between the standard 58
match between the stimulus 215
match between the strategy 56
match between the students 297
match between the template 181
match between the therapist 53
match between the underlying 45
match exactly the original 92
match objects to pictures 54
match records by computer 80
maxim useless by separating 91
maybe because it reminded 55
maybe sixteen or eighteen 41
maybe thirteen or fourteen 629
maybe tonight or tomorrow 58
meadow towards the illinois 56
meaner general the fatigues 77
meanings capable of immediate 49
medial surface of cerebral 83
medial surface of mandible 135
median between the extremes 62
median deviation or probable 48
median diameter of sediment 60
median duration of clinical 48
median duration of complete 294
median duration of marriages 175
median duration of remission 1705
median duration of response 2802
median duration of survival 958
median duration of symptoms 365
median duration of treatment 265
median incomes of families 159
meeting anybody or scarcely 74
meeting balance of payments 175
meeting beatrice in florence 60
meeting because he believed 56
meeting between an american 294
meeting between an employee 51
meeting between an employer 213
meeting between the american 915
meeting between the attorney 101
meeting between the betrothed 94
meeting between the business 45
meeting between the cardinal 43
meeting between the chairman 500
meeting between the children 68
meeting between the christian 48
meeting between the contending 43
meeting between the director 480
meeting between the emperors 73
meeting between the employee 311
meeting between the employer 76
meeting between the families 80
meeting between the generals 139
meeting between the governor 898
meeting between the japanese 373
meeting between the maharaja 54
meeting between the military 241
meeting between the minister 995
meeting between the ministry 75
meeting between the monarchs 60
meeting between the narrator 145
meeting between the offender 114
meeting between the officers 115
meeting between the officials 275
meeting between the patriarch 44
meeting between the potential 40
meeting between the spaniards 42
meeting between the students 70
meeting between the taxpayer 127
meeting between the therapist 92
meeting decided to continue 93
meeting decided to organize 61
meeting decided to postpone 50
meeting devoted to discussing 49
meeting devoted to evaluating 62
meeting parties of visitors 55
meeting together to consider 221
melting passions of humanity 216
melting process is complete 107
menial offices in domestic 44
menus contain the commands 49
mercy implies the accuracy 45
mercy towards the children 104
mercy towards the offender 54
mercy towards the penitent 136
mercy towards the wretched 41
merit because it provides 45
merit depends on describing 53
merit enabled an absolute 48
merry company of children 143
merry prattle of children 51
metal between the surfaces 46
metal cannula is inserted 88
metal centers in proteins 56
metal contact is involved 133
metal contact is obtained 42
metal content in sediment 113
metal fatigue in aircraft 51
metal fatigue or corrosion 43
metal replacing the hydrogen 45
metal similar to aluminum 49
metal similar to platinum 46
metal spatula to transfer 586
metal surface is essential 43
metal surface is increased 44
metal surface is obtained 44
metal surface is oxidized 101
metal surface is produced 48
metal surface is required 132
meter increase in altitude 57
meter increase in elevation 69
method accepts an argument 75
method adopted in practice 190
method adopted to discover 41
method adopted to estimate 67
method adopted to overcome 64
method affords an accurate 44
method allowed the detection 55
method answers the purposes 51
method applied in practice 46
method applied to analysis 48
method applied to education 72
method applied to estimate 56
method applied to problems 53
method because he believed 75
method because it includes 52
method because it involves 312
method because it produces 104
method because it provided 45
method because it provides 400
method because it reflects 52
method because it required 49
method because it requires 494
method because it utilizes 49
method capable of generating 79
method capable of predicting 59
method capable of satisfying 57
method capable of separating 87
method defines the distance 48
method depends on accurate 86
method detects the presence 95
method enables or disables 70
method enables the designer 74
method enables the detection 75
method enables the operator 81
method ensures the formation 49
method expects an argument 51
method involving the formation 62
method involving the injection 75
method measures the distance 71
method measures the relative 59
method permits an accurate 43
method permits the analysis 84
method permits the detection 163
method permits the taxpayer 49
method reduces the potential 43
method remains the standard 50
method renders it possible 78
method results in improved 121
method results in increased 123
method results in slightly 44
method returns an instance 713
method returns an iterator 325
method returns the absolute 98
method returns the complete 72
method returns the contents 108
method returns the original 84
method returns the selected 118
method returns the smallest 67
method revealed the presence 117
method secured the interest 74
method switching to straight 194
method usually is employed 47
method whereby the computer 51
method whereby the concrete 390
method whereby the original 48
methyl alcohol in presence 79
methyl alcohol is obtained 224
methyl alcohol is oxidized 157
methyl alcohol is produced 88
methyl alcohol or absolute 57
might abandon the struggle 47
might acquire an authority 167
might acquire an education 61
might acquire an interest 145
might acquire by overcoming 42
might acquire by purchase 71
might acquire the freehold 40
might acquire the property 75
might address an opponent 76
might address the assembly 94
might address the audience 43
might address the concerns 60
might address the problems 145
might advance the argument 85
might against the formation 123
might against the original 211
might against the tomahawk 63
might analyze the situation 111
might animate the soldiers 114
might applaud the elevation 57
might appoint an attorney 69
might appoint or displace 66
might apprise the watchful 50
might approve of concerning 77
might approve the equality 55
might attempt the chastity 72
might attempt the conquest 40
might attempt to allocate 47
might attempt to approach 181
might attempt to challenge 118
might attempt to classify 125
might attempt to continue 42
might attempt to convince 237
might attempt to describe 363
might attempt to discover 176
might attempt to disguise 145
might attempt to dissuade 86
might attempt to distract 47
might attempt to dominate 150
might attempt to encroach 45
might attempt to estimate 164
might attempt to evaluate 84
might attempt to exercise 325
might attempt to generate 60
might attempt to identify 392
might attempt to maintain 167
might attempt to maximize 71
might attempt to minimize 137
might attempt to mitigate 47
might attempt to negotiate 145
might attempt to obstruct 52
might attempt to organize 98
might attempt to overcome 141
might attempt to overthrow 219
might attempt to persuade 304
might attempt to preserve 84
might attempt to purchase 47
might attempt to regulate 111
might attempt to restrain 43
might attempt to restrict 102
might attempt to retaliate 43
might attempt to retrieve 53
might attempt to sabotage 70
might attempt to separate 249
might attempt to simulate 56
might attempt to strengthen 50
might attempt to suppress 89
might attempt to surprise 94
might attempt to transfer 67
might attract an audience 105
might attract the attention 3676
might attract the flattery 68
might attract the interest 146
might augment or diminish 43
might augment the military 178
might beguile the weariness 59
might believe it possible 76
might believe the journals 66
might benefit the consumer 61
might betoken the approach 58
might blossom in paradise 182
might briefly be mentioned 63
might capture the attention 140
might capture the interest 71
might clarify the situation 340
might combine the functions 42
might combine to overthrow 69
might command it whenever 54
might command my services 100
might command the applause 105
might command the approach 46
might command the attention 92
might command the entrance 54
might command the phoenician 41
might command the services 143
might commute the sentence 40
might compare or contrast 73
might compare the attitude 44
might compare the contents 70
might compare the products 71
might compare the relative 142
might compare the situation 257
might compass the invention 73
might compute the quantity 117
might condemn the rebellion 43
might conduce to clearness 45
might conduct the business 64
might confirm or disprove 85
might confirm the diagnosis 71
might confirm the presence 76
might confirm the probable 57
might confirm the promises 184
might confirm the suspicion 64
might confuse or distract 95
might confuse the audience 70
might conjure up memories 44
might consist of anywhere 42
might consist of children 40
might consist of hundreds 147
might consist of multiple 262
might consist of numerous 58
might consist of personal 45
might consist of physical 43
might consist of pictures 41
might consist of separate 54
might consist of specific 44
might consist of students 62
might consist of thousands 68
might contain the elements 54
might contain the sentence 63
might contest the validity 76
might control the activity 43
might control the situation 56
might control the synthesis 43
might correct the mistakes 45
might correct the situation 87
might counter the tendency 43
might decline to exercise 73
might decrease the potential 50
might deprive the citizens 49
might deprive the settlers 43
might deserve the attention 41
might deserve the curiosity 139
might destroy so agreeable 53
might destroy the american 43
might destroy the delicate 94
might destroy the evidence 73
might destroy the interest 53
might destroy the property 43
might destroy the republic 49
might destroy the validity 59
might develop an approach 42
might develop an argument 51
might develop an interest 327
might develop in patients 45
might develop in response 115
might develop the capacity 92
might dictate the opposite 40
might dictate the situation 41
might discern the situation 77
might discuss the problems 123
might discuss the questions 74
might discuss the relative 61
might discuss the situation 216
might dislike the religious 43
might display the clearness 45
might dispose of property 62
might dispute the authority 90
might dispute the sentence 69
might dispute the validity 47
might disrupt the contract 73
might disrupt the delicate 60
might disrupt the functioning 40
might disrupt the operation 52
might disturb or distract 43
might disturb the audience 40
might disturb the children 42
might disturb the delicate 315
might disturb the friendly 55
might disturb the internal 47
might disturb the judgment 62
might disturb the relations 72
might disturb the serenity 99
might disturb the sleepers 41
might eclipse the splendor 67
might embrace the christian 95
might endanger the benefits 365
might endanger the children 54
might endanger the economic 72
might endanger the external 48
might endanger the financial 57
might endanger the monarchy 62
might endanger the progress 71
might endanger the property 51
might endanger the republic 42
might endanger the security 1393
might endanger the situation 40
might endanger the survival 135
might endanger the validity 41
might endeavor to persuade 71
might enforce the practice 55
might enhance or diminish 94
might enhance the activity 66
might enhance the capacity 56
might enhance the efficacy 66
might enhance the potential 48
might enhance the prestige 101
might enlarge or diminish 52
might equally be deceived 56
might equally be expected 176
might equally be possible 74
might equally be produced 51
might equally be referred 49
might equally be regarded 252
might equally be rendered 62
might equally be supposed 47
might espouse the daughter 115
might examine the contents 79
might examine the evidence 59
might examine the globules 48
might examine the herdsman 46
might examine the relative 75
might examine the situation 54
might execute the sentence 43
might exhaust the patience 141
might exhibit it thereafter 78
might exhibit the memorials 43
might explain an apparent 43
might explain the abnormal 54
might explain the apparent 857
might explain the benefits 45
might explain the clinical 158
might explain the condition 40
might explain the confusion 80
might explain the continuing 124
might explain the contrast 56
might explain the decreased 80
might explain the dramatic 52
might explain the elevated 90
might explain the emphasis 49
might explain the enhanced 130
might explain the enormous 53
might explain the evidence 56
might explain the evolution 118
might explain the formation 136
might explain the frequent 179
might explain the inclusion 55
might explain the increased 922
might explain the interest 42
might explain the movement 64
might explain the negative 210
might explain the observed 2400
might explain the operation 45
might explain the original 43
might explain the otherwise 122
might explain the patterns 56
might explain the positive 110
might explain the possible 60
might explain the presence 953
might explain the problems 69
might explain the reduction 146
might explain the relative 399
might explain the reported 143
might explain the scarcity 52
might explain the situation 296
might explain the slightly 59
might explain the somewhat 172
might explain the specific 71
might explain the surprising 48
might explain the survival 77
might explain the symptoms 139
might explain the tendency 215
might explain the variations 146
might explain to students 56
might exploit the situation 237
might explore the possible 42
might explore the potential 40
might express an interest 152
might express it otherwise 61
might express the disorder 85
might finally be accepted 49
might finally be achieved 77
might finally be ascribed 51
might finally be mentioned 63
might finally be overcome 75
might finally be possible 89
might finally be resolved 120
might finance the purchase 50
might forthwith be required 41
might forward the affection 130
might forward the business 42
might function in practice 66
might function to maintain 75
might furnish an adequate 119
might furnish an agreeable 88
might furnish an argument 94
might furnish no possible 79
might furnish the materials 90
might gratify my curiosity 46
might gratify the curiosity 225
might hastily be inferred 61
might hastily be supposed 52
might herself be lawfully 819
might himself be disabled 76
might himself be forgiven 57
might himself be involved 228
might himself be rejected 41
might however be admitted 50
might however be expected 53
might however be improved 47
might however be objected 52
might however be possible 139
might imagine he intended 57
might imagine it possible 45
might imagine the exchanges 108
might imagine the situation 85
might imitate the courtesy 43
might imperil the authority 53
might imperil the security 41
might impress the essential 54
might improve the accuracy 254
might improve the argument 69
might improve the clinical 48
might improve the condition 250
might improve the delivery 40
might improve the detection 51
might improve the economic 119
might improve the education 43
might improve the efficacy 73
might improve the financial 46
might improve the functioning 87
might improve the operation 87
might improve the physical 53
might improve the platform 78
might improve the precision 69
might improve the response 78
might improve the situation 1315
might improve the standard 88
might improve the survival 63
might improve the validity 46
might include an analysis 230
might include an emphasis 43
might include an estimate 46
might include an extended 53
might include an increased 104
might include an informal 57
might include an interest 45
might include an overview 60
might include the american 91
might include the analysis 60
might include the capacity 61
might include the children 51
might include the concepts 43
might include the customer 55
might include the economic 42
might include the elements 59
might include the employee 58
might include the extension 52
might include the formation 77
might include the increased 137
might include the movement 41
might include the operation 62
might include the original 47
might include the physical 212
might include the possible 74
might include the potential 129
might include the presence 295
might include the promotion 44
might include the provision 414
might include the purchase 152
might include the reduction 67
might include the relative 99
might include the selection 89
might include the services 66
might include the specific 76
might include the tendency 43
might include the transfer 71
might increase in response 76
might increase or diminish 304
might increase the accuracy 138
might increase the activity 83
might increase the affinity 42
might increase the apparent 63
might increase the capacity 97
might increase the confusion 45
might increase the contempt 80
might increase the distance 49
might increase the dividend 40
might increase the economic 74
might increase the efficacy 84
might increase the immediate 46
might increase the interest 95
might increase the military 40
might increase the potential 526
might increase the precision 44
might increase the pressure 221
might increase the prestige 110
might increase the products 46
might increase the quantity 206
might increase the relative 93
might increase the response 81
might increase the severity 141
might increase the survival 42
might increase the suspicion 41
might increase the tendency 166
might increase the thickness 40
might increase the torments 43
might indulge the salutary 43
might inflame the cupidity 45
might inflame the situation 99
might inflict on american 43
might inherit the promises 72
might inherit the property 140
might inhibit the activity 88
might inhibit the formation 96
might inspect the accounts 45
might involve an admission 90
might involve an analysis 91
might involve an extension 46
might involve an increased 46
might involve in practice 49
might involve the analysis 51
might involve the children 61
might involve the exercise 53
might involve the extension 48
might involve the formation 146
might involve the inclusion 43
might involve the massacre 65
might involve the presence 74
might involve the provision 101
might involve the purchase 118
might involve the selection 114
might involve the students 43
might involve the transfer 93
might involve the ultimate 49
might justify an exception 76
might justify the exclusion 124
might justify the exercise 53
might justify the inclusion 76
might justify the reproach 71
might justify the severest 163
might justify the suspicion 272
might legally be demanded 51
might legally be employed 41
might legally be imported 42
might legally be required 50
might loosely be compared 42
might loosely be referred 112
might loosely be regarded 73
might naively be expected 71
might nullify the evidence 54
might obscure or alienate 45
might obscure the judgment 53
might obscure the underlying 44
might observe the circuits 73
might observe the direction 99
might observe the progress 43
might occasion an immediate 110
might occasion the princess 51
might operate as commands 55
might operate as forcibly 69
might operate in practice 321
might operate to maintain 43
might oppress the righteous 50
might overawe the mutinous 94
might partake the pleasures 80
might partake the wanderings 43
might perform an operation 44
might perform the ceremony 374
might perform the functions 298
might perform the operation 209
might perhaps be accepted 249
might perhaps be achieved 237
might perhaps be acquired 55
might perhaps be adjusted 50
might perhaps be admitted 268
might perhaps be advanced 69
might perhaps be affected 227
might perhaps be afforded 47
might perhaps be answered 244
might perhaps be ascribed 262
might perhaps be asserted 78
might perhaps be assigned 141
might perhaps be attacked 51
might perhaps be attained 212
might perhaps be attended 105
might perhaps be branched 64
might perhaps be cemented 44
might perhaps be censured 83
might perhaps be combined 130
might perhaps be compared 811
might perhaps be conceded 66
might perhaps be condoned 40
might perhaps be credited 130
might perhaps be dangerous 195
might perhaps be deceived 47
might perhaps be declared 41
might perhaps be defended 216
might perhaps be demanded 62
might perhaps be destined 47
might perhaps be detected 78
might perhaps be directed 57
might perhaps be disposed 455
might perhaps be disputed 78
might perhaps be effected 288
might perhaps be employed 244
might perhaps be entitled 115
might perhaps be excepted 74
might perhaps be excluded 43
might perhaps be expected 4105
might perhaps be extended 410
might perhaps be followed 234
might perhaps be forgiven 315
might perhaps be imagined 452
might perhaps be improved 298
might perhaps be inclined 886
might perhaps be included 374
might perhaps be increased 165
might perhaps be indulged 229
might perhaps be inferred 800
might perhaps be intended 208
might perhaps be involved 99
might perhaps be mentioned 398
might perhaps be mistaken 206
might perhaps be modified 151
might perhaps be objected 727
might perhaps be observed 75
might perhaps be obtained 538
might perhaps be otherwise 131
might perhaps be overcome 242
might perhaps be pardoned 297
might perhaps be partially 104
might perhaps be possible 2436
might perhaps be prepared 117
might perhaps be presumed 89
might perhaps be procured 86
might perhaps be produced 180
might perhaps be properly 169
might perhaps be provided 121
might perhaps be recalled 40
might perhaps be received 62
might perhaps be reckoned 108
might perhaps be referred 218
might perhaps be regarded 2311
might perhaps be relevant 65
might perhaps be relieved 42
might perhaps be remedied 143
might perhaps be rendered 436
might perhaps be repaired 50
might perhaps be replaced 84
might perhaps be required 114
might perhaps be reserved 62
might perhaps be resolved 87
might perhaps be restored 69
might perhaps be retained 60
might perhaps be reversed 40
might perhaps be selected 42
might perhaps be shrouded 74
might perhaps be slightly 50
might perhaps be somewhat 810
might perhaps be suffered 52
might perhaps be suitable 94
might perhaps be supplied 71
might perhaps be supposed 1335
might perhaps be surmised 65
might perhaps be usefully 135
might perhaps be utilized 64
might pervade the universe 48
might picture the situation 59
might plunder the peasantry 65
might possess the capacity 92
might possess the elective 105
might possess the property 62
might predict the opposite 46
might present an argument 57
might present an entirely 48
might present an exception 41
might present an obstacle 207
might present the situation 44
might presume to contrast 54
