made against either party 71
many diseases which might 64
many diseases which occur 46
many diseases which would 123
many effects which would 67
many efforts could never 54
many elderly people could 48
many elderly people still 87
many elderly people today 102
many elderly people would 112
many enemies round about 48
many european fairy tales 88
many experts would agree 42
many experts would argue 65
many factors about which 144
many factors which alter 48
many factors which appear 61
many factors which cause 590
many factors which change 97
many factors which could 637
many factors which create 54
many factors which enter 812
many factors which impinge 65
many factors which limit 215
many factors which might 695
many factors which serve 42
many factors which shape 125
many factors which would 348
many familiar faces missing 77
many features which allow 51
many features which appeal 42
many features which appear 85
many features which could 124
many features which might 119
many features which point 44
many features which would 188
many foreign words which 102
many frantic phone calls 107
many friends while working 40
many friends whose names 84
many general facts which 70
many genuine roman noses 91
many happier moods which 75
many helpful hints about 68
many hundred miles above 212
many hundred miles apart 271
many hundred miles below 123
many hundred miles broad 45
many hundred miles nearer 104
many hundred miles round 44
many hundred miles which 51
many hundred pages would 54
many hundred times longer 42
many hundred yards above 41
many hundred yards apart 41
many hundred yards below 44
many kindred facts force 46
many leisure hours which 52
many letters which would 87
many lexical items which 63
many linguists would argue 42
many married black women 49
many married indian women 47
many married women still 43
many married women today 51
many married women whose 85
many married women working 69
many married women would 98
many martyrs whose blood 87
many material facts which 43
many matters about which 527
many matters which arise 41
many matters which arose 40
many matters which could 168
many matters which might 270
many matters which ought 84
many matters which would 335
many measures which might 105
many measures which would 84
many members whose names 54
many moments which might 67
many motives which might 174
many national guard units 104
many national trade unions 63
many natural beauty spots 142
many objects which would 100
many opinions about which 46
many opinions under which 51
many organic acids which 67
many parents worry about 447
many parents would agree 61
many parents would rather 149
many persons gather round 85
many persons still alive 177
many persons whose chief 54
many persons whose lives 456
many persons whose minds 79
many persons whose names 484
many persons would agree 50
many persons would argue 64
many persons would never 46
many persons would rather 120
many persons would still 55
many picture books about 52
many pleasant hours after 50
many pleasant hours spent 292
many pleasant hours under 86
many pleasant hours which 140
many popular books about 157
many preceding steps which 69
many precious gifts which 51
many precious hours which 58
many precious human lives 133
many precious lives might 41
many precious lives saved 236
many precious lives would 57
many precise facts which 83
many private nursing homes 52
many question marks about 106
many reactions which occur 99
many rebuffs which would 50
many reforms which would 83
many regular season games 48
many remains still exist 41
many remarks which might 49
many revenue bills which 42
many schemes which would 41
many schools which would 41
many seekers after light 107
many sellers would never 63
many sensory nerve endings 213
many similar cases could 115
many similar cases might 146
many similar cases occur 45
many similar cases where 231
many similar cases which 311
many similar facts which 74
many similar notes which 46
many similar truths might 55
many similar words which 56
many similar works which 50
many smaller firms which 66
many smaller towns which 51
many sources which could 46
many southern white people 77
many southern white women 163
many spanish place names 42
many species which appear 50
many species which breed 46
many species which could 46
many species which occur 115
many species which still 50
many species which would 74
many species whose larvae 51
many spirits could stand 47
many squares where trading 55
many startling facts about 62
many stories about george 51
many stories about jesus 172
many stories about miriam 83
many stories about people 720
many stories about women 212
many stories which could 44
many stories which would 47
many streets named after 89
many studies cited above 44
many studies which focus 50
many studies which reveal 72
many suburbs round about 42
many supreme court cases 320
many supreme court rulings 76
many teachers would agree 79
many teachers would argue 51
many teachers would rather 43
many theorists would argue 49
many thoughts which hurry 41
many thoughts which would 47
many thousand acres under 45
many thousand bills which 42
many thousand cubic yards 89
many thousand horse power 40
many thousand lives would 40
many thousand loyal lives 92
many thousand miles apart 91
many thousand names which 41
many thousand small sects 167
many thousand times longer 41
many thousand times since 76
many thousand words whose 52
many threatening phone calls 204
many unhappy steps taken 71
many unknown facts about 111
many vessels sailing under 54
many virtues which adorn 53
many virtues which would 41
many workers would rather 69
many writers today would 47
many writers whose books 67
many writers whose names 99
many writers whose works 634
many writers would argue 57
many youthful lives within 89
many youthful minds might 74
mark against which every 70
mark everything which seems 63
mask content though blind 132
mass content above layer 138
mass exchange takes place 230
mast groaned aloud under 122
mating usually takes place 372
meaning between words which 103
meaning involving facts which 42
means adopted which could 40
means petition filed under 224
means shorter working hours 46
means untried which might 44
means whereby people could 216
means whereby people might 108
means whereby women could 53
media reports about crime 88
meet certain basic needs 539
meet certain bills which 72
meet certain human needs 100
meet certain social needs 120
meet certain tests which 64
meet current human needs 93
meet current needs while 55
meet current social needs 63
meet diverse learning needs 134
meet genuine human needs 89
meet markham about felling 43
meet minimum human needs 48
meet peculiar local needs 41
meet perhaps never again 61
meet rapidly changing needs 183
meet rapidly growing needs 54
meet student learning needs 227
meet together every evening 44
meet together every morning 92
meet together every night 67
mere chances which would 57
mere comfort which could 134
mere contest about words 137
mere country lanes which 73
mere dispute about terms 115
mere dispute about words 699
mere dutiful morning visit 76
mere figures which refer 69
mere machine could never 99
mere mortals could never 64
mere outside facts which 46
mere pleasure which every 45
mere pretext under which 63
mere puppets whose strings 65
mere quarrel about words 107
mere quibble about words 121
mere quibbling about words 42
mere refusal could stand 72
mere sixteen months after 45
mere student could never 66
mere symbols which stand 42
mice against lethal doses 118
mild climate which makes 40
mile compass round about 56
mile pacific crest trail 190
milk together until smooth 75
milk tumbled every which 69
mind certain facts about 184
mind certain facts which 102
mind chiefly rises above 74
mind several times about 563
mind several times since 238
mind started thinking about 64
mind started working again 138
mind strives after unity 46
mine enemies round about 659
mine enemies which would 573
mine eternal jewel given 827
mining magnate george hearst 47
miry creature sitting cross 117
mist gathered first round 78
mite towards anything which 64
mixing between fresh water 43
mixing process takes place 355
mixing together equal parts 639
mode fatigue crack growth 212
mode optical fiber cable 131
mole fraction driving force 81
month outcome after acute 49
more ancient greek names 41
more anxiety about money 46
more becomes known about 2590
more broadly based group 180
more broadly based human 47
more broadly based index 94
more broadly based local 47
more broadly based party 104
more broadly based rural 49
more broadly based social 289
more broadly based study 138
more broadly based taxes 51
more careful about calling 45
more careful about getting 226
more careful about keeping 308
more careful about letting 106
more careful about locking 139
more careful about money 119
more careful about picking 84
more careful about putting 66
more careful about sending 48
more careful about showing 45
more careful about talking 57
more careful about telling 47
more careful about where 413
more careful about which 122
more careful guard ought 48
more careful search would 70
more careful study might 50
more careful study shows 572
more careful study would 177
more careful thinking about 133
more cautious about drawing 72
more cautious about engaging 40
more cautious about getting 138
more cautious about lending 215
more cautious about letting 53
more cautious about opening 57
more cautious about putting 52
more cautious about risking 51
more cautious about sending 42
more cautious about sharing 67
more cautious about speaking 52
more cautious about where 79
more cautious people would 48
more central place within 146
more certain about anything 171
more certain about where 55
more certain event which 42
more certain every round 83
more certain method would 85
more choices about where 178
more chronic cases where 40
more closely drawn about 73
more closely mimic human 109
more closely under royal 67
more closely under state 60
more compact growth habit 152
more compact urban forms 76
more complex amino acids 491
more complex cases where 595
more complex cases which 176
more complex fatty acids 66
more complex forms appear 62
more complex forms until 71
more complex forms which 258
more complex forms would 55
more complex human brain 59
more complex human learning 112
more complex issue since 43
more complex issue which 63
more complex learning tasks 324
more complex model based 101
more complex model could 99
more complex model might 106
more complex model where 67
more complex model which 366
more complex model would 321
more complex motor tasks 107
more complex rules which 49
more complex social forms 255
more complex social group 46
more complex social learning 43
more complex social needs 52
more complex social order 302
more complex social roles 58
more complex social setting 111
more complex social units 184
more complex social world 174
more complex stone tools 48
more complex story about 175
more complex story lines 64
more complex story which 53
more complex tasks which 139
more complex thinking about 135
more complex views about 48
more complex whole which 50
more complex world where 89
more complex writing tasks 84
more concern about getting 60
more concern about social 57
more correct method would 73
more correct title would 98
more correct views might 56
more correct views which 51
more creative thinking about 196
more cynical about human 65
more details about creating 143
more details about setting 219
more details about where 91
more details about which 57
more details about working 150
more details please refer 198
more diffuse goals which 59
more distant fixed stars 58
more distant hills appear 61
more distant lands which 56
more distant lymph nodes 434
more distant parts which 54
more distant period which 51
more distant point where 61
more distant point which 86
more distant point would 60
more distant stars would 185
more diverse labor force 80
more drastic action later 46
more drastic action might 101
more drastic action would 175
more drastic steps would 88
more dreadful evils which 85
more durable under water 70
more excited about anything 68
more excited about getting 147
more excited about learning 173
more excited about meeting 189
more excited about playing 46
more excited about running 42
more excited about teaching 113
more excited about working 62
more excited about writing 55
more extreme cases where 274
more extreme views about 148
more familiar birds which 43
more familiar tongue might 52
more fertile lands which 53
more fertile soils where 49
more general books about 112
more general books which 44
more general cases where 601
more general cases which 91
more general cause which 53
more general claim about 438
more general doubt about 58
more general facts about 298
more general facts which 100
more general feeling about 40
more general issue about 129
more general issue which 267
more general level about 89
more general level still 67
more general level where 59
more general linear model 86
more general method based 56
more general method which 163
more general model based 61
more general model could 59
more general model given 45
more general model might 48
more general model where 377
more general model which 829
more general model would 282
more general names father 49
more general notion which 64
more general point about 2708
more general point needs 56
more general point which 375
more general power under 171
more general price index 52
more general reason which 43
more general rules about 128
more general rules which 242
more general sense which 400
more general setting where 258
more general social change 432
more general social goals 113
more general social level 80
more general social norms 139
more general social sense 41
more general social terms 58
more general social trend 46
more general story about 94
more general study which 102
more general terms about 651
more general terms above 42
more general terms below 44
more general terms could 49
more general terms later 119
more general terms where 47
more general terms which 311
more general terms would 83
more general theorem about 53
more general theorem which 138
more general thesis about 342
more general thinking about 165
more general trend which 179
more general trend within 72
more general truths about 129
more general unease about 112
more general views about 496
more general views which 73
more general works cited 120
more general works which 222
more general worry about 213
more ghastly night rushing 50
more grounds exist under 123
more hopeful about getting 44
more intense after world 42
more intense study which 55
more liberal social order 55
more liberal social views 49
more liberal trading order 60
more liberal views about 192
more liberal views began 51
more liberal views which 123
more liberal world trade 99
more liberal world trading 73
more lightly doped region 66
more limited scope which 68
more limited sense which 79
more logical method would 67
more loosely bound outer 45
more loosely bound water 61
more married women enter 126
more married women working 225
more married women would 46
more massive black holes 352
more massive stars which 113
more massive stars would 145
more massive white dwarf 163
more material fault still 48
more material types prove 50
more methinks would share 72
more natural method would 40
more natural order takes 64
more natural order would 43
more nervous about getting 43
more nervous about meeting 145
more official entry forms 60
more parties under civil 94
more passive growth under 41
more peaceful scene could 81
more peaceful times would 107
more peaceful world order 442
more peaceful world where 70
more peaceful world which 53
more peaceful world would 63
more perfect civil order 57
more perfect forms appear 65
more perfect social order 435
more perfect social state 155
more perfect social unity 135
more perfect state where 44
more perfect state which 51
more persons whose names 135
more persons would engage 115
more persons would enter 43
more plainly shall appear 61
more popular after world 54
more popular books which 41
more popular lower house 41
more popular works which 51
more precious truths which 55
more precise about where 100
more precise about which 163
more precise legal terms 40
more precise method would 88
more precise terms about 41
more precise terms which 102
more precise thinking about 118
more primary social goods 63
more private place where 83
more radical action would 49
more radical black power 139
more radical change which 125
more radical change would 92
more radical group which 68
more radical group within 50
more radical labor unions 71
more radical option would 58
more radical social change 515
more radical thinking about 118
more radical trade unions 185
more radical views about 155
more radical working class 50
more rapidly after about 59
more rapidly after world 134
more rapidly changing world 361
more rapidly fatal cases 69
more rapidly flowing water 51
more rapidly growing cells 130
more rapidly growing firms 58
more rapidly growing forms 99
more rapidly growing labor 50
more rapidly growing parts 107
more rapidly growing trees 92
more rapidly growing tumor 136
more rapidly growing urban 67
more rapidly since world 104
more rapidly until about 56
more rational about getting 40
more rational method would 94
more rational social order 319
more rational world order 152
more refined forms which 90
more refined method would 69
more refined model would 64
more refined moral sense 69
more refined poetic feeling 103
more refined taste would 41
more regional lymph nodes 377
more regional rural banks 67
more regular season games 294
more regular shout which 70
more regular working hours 232
more relaxed about letting 52
more relaxed about talking 70
more relaxed dress codes 45
more relaxed feeling about 66
more relaxed social setting 43
more reliable labor force 46
more reliable method would 99
more research still needs 138
more rigidly fixed under 57
more salient facts about 48
more science learns about 53
more settled social order 107
more skilled labor force 532
more smoothly flowing rhythm 75
more solidly working class 60
more stately style which 57
more stories about first 41
more stories about people 82
more stories about women 109
more stringent alpha level 142
more stringent child labor 65
more stringent rules about 117
more stringent rules apply 124
more stringent slave codes 57
more stringent upper limit 70
more subdued cloud banding 58
more supreme court cases 76
more supreme court rulings 47
more thorough moral teaching 68
more thorough search might 67
more thorough search would 136
more thorough study might 66
more thorough study which 67
more thorough study would 223
more threatening phone calls 132
more tickled where logic 101
more tightly bound inner 53
more tightly bound state 47
more tightly bound water 63
more tightly bound within 40
more towards action which 40
more trouble about getting 48
more typical cases where 45
more upright growth habit 96
more usually known under 56
more usually takes place 91
more variable growth rates 62
more willingly would bleed 113
more workers where power 258
more worried about china 41
more worried about crime 144
more worried about falling 41
more worried about finding 152
more worried about getting 687
more worried about keeping 208
more worried about meeting 158
more worried about missing 58
more worried about money 126
more worried about people 78
more worried about social 43
more worried about staying 42
more worried about where 130
more worries about money 57
most affecting lover within 68
most ancient altar known 51
most ancient books which 108
most ancient greek author 62
most ancient heathen author 46
most ancient hindu texts 48
most ancient known forms 43
most ancient people could 232
most ancient people dwelt 64
most ancient people known 50
most ancient rocks found 89
most ancient rocks known 79
most ancient times appear 80
most ancient times until 411
most ancient times which 127
most arduous pitch human 46
most arduous tasks which 83
most artists would agree 48
most athenians still lived 72
most audibly while pleasing 43
most awfully sorry about 88
most british people would 211
most british trade unions 72
most capable races which 43
most careful search fails 202
most certain facts about 58
most corrupt people under 293
most country people would 65
most critics today would 71
most critics would admit 40
most critics would agree 513
most critics would allow 40
most crowded cigar store 108
most current thinking about 424
most devoted mother could 52
most direful event which 40
most distant fixed stars 60
most distant point where 60
most distant point which 95
most distant stars which 47
most distant stars would 41
most doctors would agree 107
most drastic action would 43
most dreadful storm arose 63
most durable woods known 49
most dutiful reader might 44
most dynamic force within 51
most easterly point where 111
most elderly people would 99
most elegant drawing rooms 62
most eminent legal minds 84
most eminent women known 141
most european trade unions 49
most evident facts which 87
most evident truths which 59
most exalted human reason 43
most experts today agree 57
most experts would agree 617
most extreme cases where 358
most extreme cases would 94
most extreme point which 93
most familiar brand names 40
most familiar facts about 53
most familiar words which 91
most favored nation basis 393
most favored nation rates 86
most favored nation shall 89
most favored nation trade 397
most favored nation trading 706
most favored nation treaty 201
most feasible route would 40
most federal cases begin 149
most fertile lands could 113
most fertile lands which 46
most fertile soils occur 41
most forlorn indian ditty 77
most general facts about 106
most general sense which 84
most general small motion 60
most general terms about 428
most general terms which 121
most general terms would 99
most general truths about 98
most heinous crime known 121
most heinous crime which 89
most hostile sects unite 98
most injured woman alive 67
most intense white light 42
most jocular novel feels 97
most lawyers would agree 122
most liberal treaty which 43
most liberal would prove 117
most lightly taxed people 112
most linguists would agree 197
most logical method would 65
most logical place would 91
most married women could 63
most married women still 45
most married women would 300
most massive black holes 89
most massive stars known 190
most massive stars would 45
most material facts which 44
most mediocre minds found 41
most natural birds sitting 56
most natural fatty acids 46
most natural method would 66
most natural reply would 59
most neutral amino acids 174
most northern point where 332
most northern point which 55
most notable change since 59
most notable change which 44
most notable event which 60
most notable facts about 151
most notable point about 152
most notable social event 171
most notably after world 59
most notably henry james 44
most notably james joyce 51
most notably saudi arabia 273
most notably trade unions 40
most obscure comic novel 83
most offending souls alive 199
most organic waste odors 57
most painful tasks which 48
most parents worry about 355
most parents would agree 182
most parents would never 50
most parents would rather 118
most parties would agree 48
most pathetic style could 52
most patient skill could 45
most perfect beauty ought 50
most perfect beauty still 63
most perfect echoes known 50
most perfect human beauty 76
most perfect human forms 46
most perfect shape which 109
most perfect short story 81
most perfect social order 64
most perfect state under 43
most perfect state which 65
most perfect under heaven 69
most perfect working order 61
most perfect works which 41
most persons would admit 69
most persons would agree 404
most persons would appear 44
most persons would grant 59
most persons would rather 239
most playful pages never 118
most pleasant weather since 43
most popular beauty spots 50
most popular black leader 104
most popular blues singers 62
most popular board games 140
most popular books about 173
most popular books which 41
most popular brand names 122
most popular comic actor 78
most popular comic books 85
most popular comic opera 67
most popular comic strip 238
most popular daily paper 79
most popular dairy breed 69
most popular dance bands 122
most popular dance clubs 64
most popular dance forms 97
most popular dance halls 82
most popular dance music 116
most popular dance tunes 41
most popular entry point 105
most popular evening paper 47
most popular fairy tales 211
most popular films shown 42
most popular first names 85
most popular fishing spots 124
most popular hindu deity 53
most popular house plant 81
most popular index funds 50
most popular leader since 46
most popular lunch spots 50
most popular meeting place 374
most popular method seems 59
most popular method today 112
most popular mixed drink 43
most popular movie stars 296
most popular music forms 120
most popular music videos 65
most popular names given 187
most popular night clubs 66
most popular night spots 214
most popular opera singers 43
most popular party leader 56
most popular plays which 45
most popular poetic forms 60
most popular poker games 53
most popular reason given 174
most popular search engine 664
most popular search sites 94
most popular search terms 289
most popular search tools 87
most popular shade trees 73
most popular short story 403
most popular snack foods 69
most popular social dance 68
most popular social event 53
most popular sound cards 68
most popular sport after 60
most popular stage plays 49
most popular state parks 206
most popular stock index 70
most popular story about 86
most popular surfing spots 67
most popular table games 41
most popular verse forms 43
most popular viewing hours 46
most popular votes would 43
most popular water sport 41
most popular white wines 64
most popular works which 57
most precious blood sealed 67
most precious blood which 52
most precious gifts given 60
most precious gifts which 230
most precious human right 44
most precious jewel which 62
most precious metal known 55
most precious prize after 64
most precious story about 66
most precise method known 143
most pressed still nearer 50
most promising field would 49
most promising first novel 82
most promising method seems 82
most prosaic woman likes 61
most radical change since 69
most radical change which 126
most radical change would 59
most radical social change 111
most rapidly fatal cases 359
most rapidly fatal forms 72
most rapidly growing bones 100
most rapidly growing cells 91
most rapidly growing class 75
most rapidly growing ethnic 174
most rapidly growing field 112
most rapidly growing firms 94
most rapidly growing forms 143
most rapidly growing group 599
most rapidly growing human 87
most rapidly growing items 41
most rapidly growing large 100
most rapidly growing major 130
most rapidly growing parts 260
most rapidly growing region 314
most rapidly growing social 106
most rapidly growing state 152
most rapidly growing towns 167
most rapidly growing trees 136
most rapidly growing types 72
most rapidly growing urban 325
most rapidly since world 41
most rapidly stock every 90
most rational method would 41
most rational people would 135
most reactions occur within 58
most readable books about 79
most refined social order 48
most refined taste could 120
most regular round shape 69
most reliable facts about 48
most reliable method seems 41
most reliable method would 66
most reliable weather signs 50
most salient facts about 268
most salient point about 169
most sanguine could never 41
most sanguine hopes could 627
most sanguine hopes durst 47
most sanguine hopes which 67
most sanguine hopes would 87
most sanguine views which 67
most servile minds preach 76
most skilful works which 58
most skilled labor force 61
most southern point where 134
most southern point which 102
most southern white people 160
most southern white women 42
most species takes place 73
most specious order which 47
most startling facts about 99
most sublime moral event 67
most sublime state paper 51
most supreme court cases 81
most surgeons would agree 174
most teachers would agree 409
most theorists today would 42
most theorists would agree 184
most tightly bound state 67
most tightly bound water 55
most unhappy woman alive 40
most unlucky deeds which 48
most usually takes place 71
most viewers would agree 43
most visible black leader 45
most visible ethnic group 87
most visibly happy woman 53
most welcome change after 43
most welcome sight after 61
most western women would 88
most windows dialog boxes 85
most workers would agree 179
most workers would rather 51
most writers would agree 204
mouth several times daily 218
move against crown point 63
move against saudi arabia 61
move against serbia would 58
move forward again after 139
move forward again until 104
move forward under cover 245
move forward until every 179
move forward while looking 110
move forward while others 40
move several times within 128
move towards amelia court 116
move towards freer trade 700
moving average error terms 56
moving average falls below 50
moving average gives equal 62
moving forward under cover 66
moving forward until about 99
moving picture films which 61
moving picture shows which 64
moving towards freer trade 90
mowing quietly about under 41
much admired santa croce 40
much anxiety about money 74
much benefit would arise 66
much capital which would 40
much concern about keeping 46
much concern about terms 71
much concern today about 101
much current thinking about 787
much current writing about 118
much dispute about which 64
much exceeds anything which 77
much excited about anything 46
much happier after breaking 68
much happier talking about 72
much logical skill could 122
much material which could 139
much material which might 57
much material which would 519
much national pride prays 209
much popular thinking about 192
much popular writing about 63
much research still needs 493
much shorter growing period 40
much shorter growing season 366
much shorter learning curve 57
much shorter period since 42
much shorter period would 169
much shorter working hours 70
much simpler method which 116
much simpler method would 52
much smaller black holes 45
much smaller floor space 83
much smaller force could 47
much smaller force under 275
much smaller force would 261
much smaller grain sizes 121
much smaller group which 151
much smaller group within 43
much smaller labor force 301
much smaller scale since 45
much smaller scale which 101
much smaller scale within 62
much smaller scale would 40
much smaller search space 163
much smaller social units 91
much smaller though still 101
much smaller units which 42
much steeper learning curve 114
much storage space would 54
much stronger claim about 119
much stronger reason ought 189
much success until after 43
much superior enemy force 55
much superior force under 87
much superior rebel force 79
much towards finding lodging 47
much trouble about anything 144
much trouble about filling 42
much trouble about getting 144
much trouble about small 60
much trouble getting people 44
much trouble talking about 86
much trouble while awake 64
much western thinking about 107
much wishful thinking about 194
much worried about getting 46
much worried about money 43
much written about since 86
mule carries seven sacks 42
must address human needs 60
must collect sales taxes 79
must command noble views 48
must confine rhyme within 40
must contain field names 92
must contain signs whose 62
must contain terms which 71
must counsel while seeming 50
must deliver goods which 625
must develop action plans 49
must disgust every reader 45
must educate people about 67
must equally avoid hasty 76
must forever after mourn 218
must gratify every taste 65
must impress every reader 119
must include serving others 95
must involve local people 75
must monitor vital signs 43
must observe basic human 45
must operate every where 42
must perform every action 156
must possess broad power 43
must possess fifty acres 133
must precede every action 165
must produce goods which 46
must promise never again 88
must provide every child 52
must reserve until later 43
must respect basic human 43
must respond within thirty 66
must satisfy basic needs 54
must satisfy every reader 43
must satisfy every sober 135
must satisfy human needs 54
must satisfy social needs 49
must silence every feeling 62
must specify which parts 56
must specify which table 51
must support every social 43
must uncover layer after 66
must unravel every scene 78
