made against professor henry 44
making evident sensations which 68
making frantic telephone calls 43
making harassing telephone calls 211
making obscene telephone calls 806
making private inquiries about 144
making private telephone calls 41
making process described above 254
making rational judgments about 106
making reasoned judgments about 108
making records available under 168
making regular telephone calls 41
making reliable judgments about 51
making repeated telephone calls 137
making several different kinds 50
making several different types 42
making several telephone calls 307
making threatening telephone calls 173
male college graduates earned 149
mania following traumatic brain 122
many adverse conditions which 49
many african americans began 158
many african americans could 99
many african americans found 178
many african americans lived 150
many african americans moved 194
many african americans still 227
many african americans today 273
many african americans voted 42
many african americans whose 47
many african americans would 166
many african countries after 80
many african countries began 58
many african countries could 66
many african countries since 193
many african countries still 164
many african countries today 882
many african countries where 478
many african countries which 266
many african countries women 44
many african countries would 121
many african societies today 127
many african societies where 119
many ancient traditions which 50
many chinese immigrant women 53
many college graduates today 125
many college graduates would 51
many competing interests which 41
many complex processes which 73
many console themselves under 45
many country districts where 58
many devoted adherents since 127
many eminent qualities which 45
many european countries about 53
many european countries after 430
many european countries began 180
many european countries could 74
many european countries found 40
many european countries might 54
many european countries since 223
many european countries still 116
many european countries today 542
many european countries under 53
many european countries until 116
many european countries where 772
many european countries which 358
many european countries whose 54
many european countries women 63
many european countries would 148
many factors described above 49
many factors discussed above 111
many faithful ministers might 47
many feigned histories which 44
many foreign companies which 44
many foreign countries today 79
many foreign countries where 283
many foreign countries which 165
many foreign countries would 91
many foreign investors would 49
many general reference books 42
many general reference works 50
many letters complaining about 88
many medical conditions which 56
many medical insurance plans 45
many mexican americans lived 41
many mexican americans still 73
many national television shows 92
many natural phenomena which 182
many natural processes which 44
many natural resources which 130
many northern industrial towns 42
many notable instances where 47
many official documents which 82
many opinions expressed about 47
many organic compounds found 51
many organic compounds which 275
many outside interests which 48
many painful sensations which 66
many persons concerned about 52
many pleasant companions appear 71
many popular television shows 206
many present practices under 72
many private insurance plans 297
many research situations where 48
many rounded fragments found 48
many seemingly unrelated facts 55
many service providers offer 60
many similar incidents which 104
many similar instances could 116
many similar instances might 284
many similar instances where 133
many similar instances which 248
many similar phenomena which 40
many similar situations where 97
many similar situations which 45
many smaller companies which 60
many smaller countries which 43
many smaller industrial towns 50
many socially prominent people 45
many stories circulating about 143
many studies conducted since 75
many thousand different kinds 98
many thousand englishmen would 51
many uniform instances appear 330
many western countries since 77
many western countries today 259
many western countries where 211
many western countries which 82
many western countries would 47
many western observers would 57
many western societies today 71
meet certain conditions which 97
meet certain functional needs 53
meet certain objections which 107
meet certain practical needs 53
meet certain standards which 80
meet together privately twice 43
mere general biographer would 50
mice against influenza virus 43
mind certain important facts 133
mine ancient professed enemy 249
mining engineer altogether fails 41
mixing between different water 62
more accepting attitudes about 68
more acutely concerned about 43
more african americans began 108
more african americans moved 210
more african americans would 146
more briefly performed every 44
more broadly conceived notion 73
more broadly conceived social 67
more capital intensive firms 83
more capital intensive forms 59
more capital intensive goods 97
more careful inspection shows 195
more careful inspection would 42
more careful statement would 61
more certain knowledge about 157
more closely clustered about 66
more closely connected cases 74
more closely patterned after 126
more closely resembled human 44
more closely resembles human 172
more complex arguments about 66
more complex character which 95
more complex cognitive tasks 316
more complex compounds which 91
more complex conditions under 41
more complex conditions which 84
more complex expression which 54
more complex functional forms 161
more complex functional units 48
more complex hypotheses about 74
more complex instincts appear 83
more complex judgments about 40
more complex knowledge about 49
more complex mechanism which 46
more complex molecules which 99
more complex molecules would 55
more complex movements which 54
more complex operations which 57
more complex organisms which 84
more complex phenomena built 46
more complex phenomena which 115
more complex political forms 60
more complex political units 72
more complex procedure which 42
more complex processes which 141
more complex programming tasks 54
more complex receptive field 54
more complex regression model 40
more complex responses which 54
more complex simulation model 52
more complex situations arise 68
more complex situations where 481
more complex situations which 166
more complex societies social 43
more complex societies where 89
more complex societies which 75
more complex statement about 79
more complex structure where 45
more complex structure which 236
more complex syntactic forms 59
more complex theoretical model 76
more correct definition would 57
more correct eloquence might 50
more correct expression would 120
more correct procedure would 96
more correct statement would 424
more cynical observers might 44
more defined taxonomic units 71
more densely inhabited parts 137
more densely populated inner 48
more densely populated lands 87
more densely populated parts 1739
more densely populated region 251
more densely populated rural 221
more densely populated towns 140
more densely populated urban 600
more densely populated world 70
more densely populated zones 79
more diffuse obliquely wheel 40
more distant enclosure which 45
more distant expiration dates 53
more distant relatives might 85
more distant relatives would 80
more drought resistant crops 101
more exalted spiritual state 41
more extreme political views 181
more factual knowledge about 134
more familiar biological needs 68
more general agreement about 520
more general anxieties about 436
more general arguments about 806
more general arguments which 42
more general assertions about 149
more general assumption about 188
more general assumption would 53
more general attitudes about 257
more general character which 906
more general complaint about 162
more general conception which 189
more general conclusion about 371
more general conclusion which 161
more general conditions under 258
more general conditions which 226
more general definition given 154
more general definition which 121
more general definition would 271
more general discourse about 147
more general discussion about 1286
more general discussion which 158
more general doctrines which 105
more general expression given 45
more general expression where 113
more general expression which 145
more general expression would 85
more general framework where 63
more general framework which 216
more general framework within 112
more general functional forms 470
more general hypotheses about 299
more general hypothesis about 245
more general hypothesis which 45
more general hypothesis would 40
more general influence which 115
more general knowledge about 1022
more general mechanism which 44
more general phenomena which 148
more general political goals 45
more general political level 71
more general political sense 83
more general political terms 44
more general principle about 135
more general principle known 41
more general principle which 933
more general procedure which 50
more general processes which 119
more general provisions which 117
more general reference books 123
more general reference works 82
more general reflection about 88
more general regression model 42
more general situations where 284
more general standards which 190
more general statement about 1589
more general statement might 90
more general statement which 129
more general statement would 116
more general structure which 87
more general technique known 55
more general theoretical basis 62
more general theoretical issue 63
more general theoretical level 342
more general theoretical model 319
more general theoretical point 233
more general theoretical terms 127
more general uneasiness about 104
more intense absorption bands 183
more intense aspiration after 78
more liberal attitudes about 303
more liberal political order 102
more liberal political party 40
more liberal political views 215
more liberal theological views 58
more limited abilities would 53
more limited conception either 205
more limited geographic scope 42
more logical conclusion would 64
more logical procedure would 102
more loosely organized group 103
more loosely organized social 45
more natural conclusion would 54
more natural inference would 46
more network interface cards 161
more northern countries might 43
more northern latitudes where 104
more northern latitudes would 40
more overtly political forms 59
more overtly political level 48
more overtly political terms 72
more overtly political themes 50
more overtly political works 121
more pauline celibates whose 51
more perfect definition which 48
more perfect democracy where 54
more perfect gentleman never 57
more perfect knowledge which 61
more perfect structure which 42
more persons regularly sleep 65
more persons sometimes bathed 64
more pitiable companions never 175
more popular romantics rather 44
more popular spectator sport 46
more precise definition might 100
more precise definition which 78
more precise definition would 295
more precise diagnostic tests 46
more precise expression would 66
more precise geographic terms 73
more precise hypotheses about 214
more precise judgments about 99
more precise knowledge about 1150
more precise knowledge which 81
more precise prediction would 89
more precise statement about 469
more precise statement would 284
more precise technical terms 52
more produce different tones 50
more radical convention people 85
more radical political action 159
more radical political change 142
more radical political party 46
more radical political views 233
more radical proposals which 100
more rational inference would 46
more rational procedure would 125
more refined hypotheses about 48
more regular menstrual cycle 40
more relaxed attitudes about 83
more reliable knowledge about 205
more reliable procedure would 41
more salient political issue 58
more settled conditions under 40
more settled conditions which 66
more slender processes which 44
more socially competent peers 44
more socially desirable goals 49
more socially desirable method 46
more southern latitudes where 52
more startling protection thrown 69
more stringent hazardous waste 51
more stringent standards under 42
more stringent standards which 43
more stringent standards would 109
more strongly developed sense 62
more thorough discussion about 132
more thorough discussion would 61
more thorough inspection would 48
more thorough knowledge about 50
more thorough knowledge seems 53
more thorough knowledge would 48
more tightly clustered about 68
more trouble themselves about 53
more vitally concerned about 60
more welcome spectacle still 48
most acutely sensitive nerve 48
most adverse conditions which 54
most african americans could 206
most african americans found 95
most african americans lived 886
most african americans still 381
most african americans today 49
most african americans would 234
most african countries after 108
most african countries began 41
most african countries could 50
most african countries since 281
most african countries still 330
most african countries today 518
most african countries where 429
most african countries which 215
most african countries would 169
most african societies today 93
most ancient civilized people 45
most ancient documents which 84
most ancient liturgies which 122
most ancient monuments which 91
most captious dissenter could 50
most careful empirical study 40
most careful estimates place 46
most careful estimates which 57
most careful husbandry could 47
most careful inquiries which 84
most cautious innocence would 134
most certain conclusion which 74
most certain knowledge which 110
most closely analogous sport 40
most closely analogous state 381
most closely associated today 47
most closely connected shall 69
most closely resembles acute 51
most closely resembles human 140
most closely resembles which 123
most closely resembles yours 57
most college graduates would 47
most complex compounds known 55
most complex molecules known 95
most complex phenomena under 45
most complex structure known 104
most complex substance known 107
most current knowledge about 257
most cursory inspection shows 149
most densely inhabited parts 138
most densely inhabited region 60
most densely populated black 51
most densely populated indian 63
most densely populated lands 93
most densely populated large 162
most densely populated major 71
most densely populated nation 1145
most densely populated negro 108
most densely populated parts 2683
most densely populated piece 47
most densely populated place 357
most densely populated region 5595
most densely populated rural 739
most densely populated spots 178
most densely populated state 2055
most densely populated strip 43
most densely populated towns 122
most densely populated tract 60
most densely populated urban 568
most densely populated wards 91
most densely populated working 45
most densely populated zones 125
most devoted adherents could 46
most devoted followers would 51
most devoted loyalists began 190
most distant capillary tubes 52
most distant posterity shall 87
most diverse political views 103
most diverse practical party 57
most dynamic political force 299
most elastic substance known 41
most eminent offenders would 44
most enviable prisoners lived 44
most european countries about 102
most european countries after 416
most european countries began 132
most european countries could 141
most european countries either 52
most european countries since 597
most european countries still 330
most european countries today 446
most european countries until 444
most european countries where 814
most european countries which 317
most european countries would 416
most exalted conception which 73
most experts generally agree 40
most extreme necessity could 125
most familiar household words 55
most familiar instances occur 56
most foreign countries where 116
most general conclusion about 42
most general conclusion which 131
most general conditions under 170
most general conditions which 62
most general expression which 52
most general expression would 47
most general instincts which 41
most general knowledge about 41
most general phenomena which 57
most general principle which 61
most general statement about 422
most general statement which 91
most general statement would 41
most general theoretical level 133
most ghastly expression began 58
most glorious spectacle which 41
most glorious vegetable beauty 59
most gracious sovereign george 53
most gracious sovereign gives 56
most gracious sovereign queen 91
most happily conducted which 125
most helpful diagnostic study 42
most helpful diagnostic tests 48
most helpful diagnostic tools 43
most improving districts under 108
most intense absorption bands 205
most intense artificial colds 62
most intense artificial light 170
most islamic countries today 118
most liberal annotator could 47
most limited specialist would 56
most logical assumption would 43
most logical conclusion seems 42
most logical conclusion would 93
most logical procedure would 130
most material objections which 44
most material restraint which 42
most medical insurance plans 78
most mexican americans lived 133
most natural assumption would 125
most natural conclusion seems 46
most natural conclusion would 162
most natural inference would 78
most natural procedure would 52
most natural sentiment which 115
most natural suggestion might 172
most notable political event 66
most notably organized labor 66
most organic compounds which 171
most orthodox churchmen might 105
most outside observers would 219
most overtly political novel 207
most painful conditions known 53
most perfect happiness which 54
most perfect knowledge which 71
most perfect production still 68
most perfect separation which 158
most perfect sincerity every 59
most perfect specimens which 67
most pitiful burlesque stuff 81
most popular alcoholic drink 174
most popular amusement parks 87
most popular devotional books 91
most popular devotional works 54
most popular hollywood films 77
most popular medicinal herbs 51
most popular nonfiction books 45
most popular numerical method 65
most popular opposition leader 43
most popular opposition party 67
most popular organized sport 149
most popular political force 79
most popular political leader 364
most popular political paper 78
most popular political party 550
most popular president since 356
most popular reference books 49
most popular spectator sport 1549
most popular television drama 40
most popular television shows 1578
most popular theological topic 151
most popular varieties grown 95
most precious commodity known 47
most precious furniture which 43
most precious possession which 159
most precious substance known 115
most private insurance plans 399
most promising missionary field 44
most prudent purchaser would 68
most radical political group 85
most radical political party 108
most radical statement about 40
most rational conclusion seems 47
most rational procedure would 40
most reactive chemicals known 60
most reliable diagnostic method 201
most reliable diagnostic signs 56
most reliable diagnostic tests 51
most reliable estimates place 198
most reliable knowledge about 54
most salient political issue 188
most service providers offer 46
most skilful architect could 63
most skilful versifier could 48
most socially prominent people 125
most socially prominent women 189
most soundly wholesome forms 62
most startling political crime 60
most strongly developed where 66
most strongly developed would 65
most strongly fortified place 149
most strongly fortified towns 150
most sublime spectacle which 76
most thorough empirical study 52
most thorough scholarly study 45
most vitally concerned about 50
most vitally important point 128
most volumes emphasize urban 70
most watched television event 97
most watched television shows 55
most weighty practical proof 70
most western countries since 330
most western countries today 409
most western countries until 191
most western countries where 237
most western countries which 91
most western countries would 127
most western observers would 45
most western societies since 95
most western societies today 211
most western societies until 84
most western societies where 81
most willful blindness could 282
move between different forms 52
move between different kinds 157
move between different parts 171
move between different roles 43
move between different sites 113
move between different social 191
move between different tasks 88
move between different types 275
move towards universal banking 186
moving average forecasting method 90
moving average forecasting model 229
moving between different types 52
moving towards political unity 41
much adverse publicity about 124
much broader discussion about 112
much concern expressed about 128
much concern ourselves about 153
much concern themselves about 306
much current discussion about 126
much factual knowledge about 69
much general knowledge about 91
much refined mysticism about 50
much remains uncertain about 278
much shorter generation times 120
much shorter incubation period 417
much shorter incubation times 43
much shorter relaxation times 239
much shorter residence times 181
much simpler mechanism would 43
much sincere aspiration after 96
much smaller particles which 102
much smaller penetrating power 108
much smaller political units 56
much smaller proportion would 111
much stronger political force 63
much stronger statement about 147
much trouble ourselves about 61
much trouble themselves about 938
musing thoughts clustered round 59
must acquire knowledge about 186
must concern ourselves about 68
must concern ourselves first 60
must concern themselves about 80
must confess ourselves quite 98
must confine ourselves within 132
must confine themselves within 115
must conquer political power 69
must contain knowledge about 46
must contain provisions which 122
must declare themselves willing 103
must deposit additional funds 50
must develop contingency plans 65
must develop strategic plans 43
must educate employees about 45
must educate ourselves about 151
must educate themselves about 415
must furnish reasonable proof 55
must herself undertake action 106
must include knowledge about 94
must include provisions which 40
must install ourselves within 40
must perform different tasks 48
must possess intrinsic value 112
must possess knowledge about 137
must possess probative value 53
must possess qualities which 149
must precede behavioral change 50
must precede political action 45
must present situations where 115
must present themselves within 77
must provide additional funds 42
must provide conditions which 50
must satisfy ourselves fully 40
must satisfy themselves about 67
must somehow determine which 51
must undergo extensive testing 142
