machined after heat treatment 104
metonymy rather than metaphor 230
metrical basis for children 101
metrical value and expressing 52
microbial growth and activity 671
microbial growth and chemical 128
microbial growth and spoilage 108
microbial growth and survival 228
microbial growth and therefore 45
microbial growth was observed 52
midnight hours are allotted 57
midnight local had finished 45
midnight shade was stillest 54
midnight train for washington 147
midnight yells had startled 74
mightier sways his restless 78
migrants rather than refugees 87
migration rates and patterns 123
migration route for thousands 60
migration which has occurred 62
migration which was destined 54
mildness rather than severity 45
military action and economic 150
military action and military 73
military action that followed 80
military action that resulted 42
military action was confined 54
military action was directed 69
military action was imminent 173
military action was initiated 54
military action was intended 53
military action was launched 69
military action was possible 73
military action was required 252
military action was therefore 52
military ardor and emulation 92
military ardor and religious 48
military bases and advisers 48
military bases and airports 54
military bases and alliances 250
military bases and american 93
military bases and economic 134
military bases and military 926
military bases and outposts 43
military bases and threatened 150
military bases are directed 41
military bases for american 50
military blocs and alliances 409
military blocs and military 74
military books and pictures 84
military camps and barracks 61
military chest and chancery 44
military chest was expended 83
military cloak and blankets 78
military clothing and munitions 43
military costs and benefits 47
military could not possibly 67
military count was stationed 130
military coups and military 215
military coups that followed 44
military coups that occurred 49
military court and executed 212
military court was convened 89
military deeds and religious 48
military defeat and collapse 114
military defeat and domestic 50
military defeat and economic 345
military defeat and internal 136
military defeat was followed 69
military drill and ceremony 93
military drill and exercise 80
military drill and military 59
military drill and physical 206
military first and foremost 96
military force and conquest 72
military force and economic 424
military force and financial 75
military force and furnishing 78
military force and military 561
military force and religious 74
military force and security 44
military force and severity 68
military force and therefore 91
military force any sentence 86
military force both obnoxious 47
military force for internal 54
military force for purposes 119
military force for security 78
military force that included 56
military force that overawed 167
military force that remained 103
military force was actually 64
military force was composed 91
military force was deployed 98
military force was employed 334
military force was essential 82
military force was increased 87
military force was intended 189
military force was probably 50
military force was provided 141
military force was regarded 47
military force was required 399
military force was stationed 338
military force was therefore 49
military force was withdrawn 96
military glory and conquest 381
military glory and military 90
military glory and personal 65
military glory and religious 61
military goods and chattels 97
military goods and consumer 67
military goods and services 1826
military guard that attended 61
military guard was stationed 235
military guard was withdrawn 55
military junta that governed 62
military junta that overthrew 357
military junta that replaced 101
military leader and diplomat 139
military leader and governor 62
military leader and tactician 41
military league was ratified 56
military lines and equipped 50
military lines and includes 45
military links with pakistan 60
military might and conquest 88
military might and cultural 62
military might and economic 520
military might and prestige 70
military might and religious 53
military needs and economic 52
military needs and military 103
military order and precision 99
military pacts and alliances 627
military pacts and military 61
military people and civilians 60
military plans and policies 90
military plans and programs 101
military plans and strategy 66
military posts and agencies 61
military posts and property 397
military power and alliances 76
military power and american 61
military power and authority 194
military power and conquest 99
military power and criminal 72
military power and cultural 272
military power and despotic 67
military power and domestic 86
military power and economic 1265
military power and expansion 40
military power and financial 104
military power and liberating 53
military power and military 877
military power and personal 44
military power and politics 63
military power and potential 580
military power and presence 137
military power and prestige 646
military power and religious 69
military power and security 194
military power and strategy 108
military power and therefore 84
military power for purposes 103
military power for security 95
military power had declined 94
military power had increased 64
military power has declined 59
military power has increased 98
military power has remained 58
military power that threatened 52
military power was decisive 45
military power was employed 61
military power was essential 92
military power was probably 40
military power was required 41
military power with economic 55
military ranks and uniforms 76
military rather than domestic 62
military rather than economic 1932
military rather than religious 90
military roads and railways 103
military sales and economic 78
military sales and military 61
military ships and aircraft 280
military skill and activity 51
military skill and audacity 43
military skill and capacity 177
military skill and judgment 189
military skill and military 57
military skill and personal 389
military skill and physical 42
military skill and precision 41
military skill and presence 90
military skill and prudence 221
military skill and situation 46
military skill and strategy 152
military skill was esteemed 83
military skill was improved 98
military thinking and doctrine 42
military thinking and military 94
military thinking and practice 171
military threats and economic 79
military threats and military 70
military trials for civilians 195
military units and civilians 54
military units and military 188
military units and officers 47
military units and supplies 46
military units are deployed 79
military units are stationed 67
military valor and prudence 86
military wages and salaries 82
military wives and children 86
military would not tolerate 111
minerals which are abundant 62
minerals which are commonly 82
minerals which are composed 75
minerals which are essential 320
minerals which are included 45
minerals which are probably 51
minerals which are produced 107
minerals which are required 148
minerals which are valuable 43
miniature river that trickles 43
minimize costs and maintain 55
minimize costs and maximize 1462
minimize error and maximize 81
minimize fetal and maternal 41
minimize legal and financial 66
minimize noise and maximize 50
minimize noise and vibration 173
minimize rather than maximize 365
minimize risks and maximize 337
minimize social and economic 177
minimize taxes and maximize 110
minimize waste and maximize 158
minimize waste and pollution 50
minimizing costs and maximizing 1152
minimizing harms and maximizing 46
minimizing rather than maximizing 105
minimizing risks and maximizing 94
minimizing social and economic 74
minimizing waste and maximizing 46
minister could not exercise 85
minister could not possibly 126
minister until new elections 48
minister would not hesitate 51
ministry could not continue 64
ministry could not possibly 131
ministry jesus has received 97
ministry under his direction 54
ministry which they exercise 64
minority ethnic and cultural 117
minority ethnic and linguistic 54
minority ethnic and religious 978
minority group and majority 67
minority leader and minority 76
minority owned and operated 208
minority owner has invested 54
minority party can exercise 68
minority races and cultures 46
minority races and religions 181
minority racial and cultural 81
minority racial and religious 293
minority rather than majority 483
minority views and referred 83
minority which had suffered 45
minority which has suffered 42
minority which that minority 240
minority within that minority 61
minority women and children 177
minority women with children 46
minority writing and minority 52
minstrel shows and circuses 205
miracles under all religions 53
miracles which are ascribed 118
miracles which are attended 74
miracles which are directed 40
miracles which are recorded 518
miracles which are reported 109
miracles which are supposed 50
miracles which god performs 58
miracles which had attested 142
miracles which had happened 40
miracles which had occurred 116
miracles which they believed 80
mischief which are inherent 42
mischief which had befallen 64
mischief which had happened 121
mischief which had occurred 59
mischief which had resulted 60
mischief which has befallen 70
mischief which has followed 56
mischief which has happened 93
mischief which has occurred 59
mischief which has resulted 127
mischief which they intended 72
mischief which they promoted 89
mischief which was intended 148
miseries which had befallen 78
miseries which his subjects 117
miseries which they suffered 185
misgivings about his daughter 45
misgivings about his personal 48
misgivings about his reception 43
misgivings about its potential 46
misgivings about its reception 40
misgivings about this approach 84
missiles armed with chemical 316
missiles armed with multiple 77
missiles rather than aircraft 58
mistaken about his identity 68
mistaken notion and practice 114
mistaken notion that children 105
mistaken piety had produced 87
mistaken views and erroneous 104
mistakes which are commonly 66
mistakes which are possible 44
mitigate social and economic 165
mixtures which are commonly 42
mixtures which are imminent 54
mobility rates and patterns 199
mobility which has occurred 61
mobilize human and financial 222
mobilize savings and allocate 61
mobilizing human and financial 49
mobilizing savings and allocating 84
mobilizing savings and channeling 59
moderate minds and decorous 173
moderate rather than militant 48
moderate rather than vigorous 50
moderate rents and services 46
moderate signs and symptoms 112
moderate social and economic 225
moderate whigs and moderate 183
modified block with indented 233
modified leaves that surround 97
modified rather than rejected 75
modified rather than replaced 78
modified since its inception 84
modified since its original 82
modified social and economic 48
modifies nouns and pronouns 186
moisture which may condense 135
molecule binds one molecule 54
molecule minus one hydrogen 46
molecule which are essential 45
molecule which are involved 54
molecule which has absorbed 111
molecule which was proposed 129
momentum change per collision 106
momentum equal and opposite 187
monarchy which had survived 48
monarchy which was destined 51
monarchy which was entirely 69
monarchy which was restored 44
monastic lands and property 74
monastic lands and revenues 51
monastic quiet and seclusion 144
monetary chaos that followed 41
monetary costs and benefits 2651
monetary costs for mistakes 57
monetary goods and services 45
monetary growth and inflation 2063
monetary growth and interest 87
monetary rather than physical 55
monetary value and expected 73
monetary value and properly 58
monetary value and therefore 58
monetary value was assigned 58
monetary value was attached 46
monitoring costs are positive 45
monitoring signs and symptoms 66
monitoring social and economic 60
monogamy rather than polygamy 200
monoliths which are supposed 92
monopoly owned and operated 68
monopoly power and increased 41
monopoly power and monopoly 198
monopoly power and therefore 118
monopoly price and monopoly 53
monopoly price and quantity 366
monsters rather than definite 50
monsters which they describe 69
monument which has received 71
monument which has survived 61
monument which was designed 190
monument which was unveiled 62
moralist could not possibly 68
morality could not possibly 75
morality gives that essential 105
morality rather than politics 45
morality rather than positive 44
mortally hated and abhorred 43
mortgage banking and consumer 97
mortgage banks and mortgage 49
mortgage bonds and interest 104
mortgage bonds and mortgage 211
mortgage given for purchase 54
mortgage lending and consumer 41
mortgage loans and consumer 153
mortgage loans and interest 110
mortgage loans and mortgage 771
mortgage money and interest 987
mortgage money was advanced 52
mortgage money with interest 153
mortgage terms and interest 48
mortgage which was executed 92
motivating force for business 64
motivating force for economic 198
motivating force for liberating 55
motivating force for students 68
mountain beauty and grandeur 139
mountain falls and crumbles 188
mountain forms are graceful 83
mountain gloom and mountain 156
mountain goats and mountain 265
mountain ledge was attacked 74
mountain people and mountain 119
mountain ranges and elevated 111
mountain ranges and foothills 85
mountain ranges and glaciers 90
mountain ranges and isolated 406
mountain ranges and lowlands 55
mountain ranges and mountain 98
mountain ranges and numerous 64
mountain ranges and volcanic 125
mountain ranges and volcanoes 180
mountain ranges are actually 77
mountain ranges are composed 190
mountain ranges are produced 44
mountain ranges are situated 94
mountain ranges goes stretching 73
mountain ranges run parallel 352
mountain ranges that dominate 83
mountain ranges that encircle 46
mountain ranges that parallel 172
mountain ranges that separate 544
mountain ranges that surround 507
mountain ranges that traverse 231
mountain sheep and antelope 316
mountain sheep and mountain 638
mountain shook and trembled 76
mountain sides are terraced 49
mountain snows and glaciers 68
mountain springs and rivulets 97
mountain towns and villages 581
mournful feeling had therefore 76
movement about this business 65
movement could not continue 139
movement could not maintain 65
movement could not overcome 45
movement could not possibly 286
movement could not withstand 54
movement equal and opposite 47
movement first and foremost 138
movement found its strongest 86
movement grows and develops 59
movement rather than movement 65
movement rather than specific 46
movement since its beginnings 218
movement since its inception 1515
movement sleep and cortical 72
movement speed and accuracy 86
movement speed and direction 51
movement spread and increased 47
movement under his direction 58
movement under his guidance 41
movement where real progress 141
movement which are essential 41
movement which had achieved 56
movement which had captured 54
movement which had followed 45
movement which had inspired 59
movement which had occurred 90
movement which had preceded 71
movement which had produced 172
movement which had provided 40
movement which had received 90
movement which had recently 99
movement which had resulted 140
movement which had threatened 46
movement which has achieved 102
movement which has affected 145
movement which has attained 60
movement which has extended 90
movement which has followed 41
movement which has increased 44
movement which has inspired 46
movement which has occurred 157
movement which has produced 386
movement which has provided 52
movement which has received 123
movement which has recently 218
movement which has remained 62
movement which has resulted 728
movement which led directly 53
movement which now includes 48
movement which they believed 87
movement which they initiated 47
movement which they regarded 92
movement which was actually 64
movement which was attended 45
movement which was confined 52
movement which was designed 184
movement which was destined 949
movement which was developing 253
movement which was directed 361
movement which was effected 70
movement which was executed 101
movement which was expected 106
movement which was followed 107
movement which was initially 62
movement which was initiated 407
movement which was inspired 180
movement which was intended 235
movement which was launched 309
movement which was prepared 79
movement which was probably 58
movement which was regarded 49
movement which was supposed 100
mulberry hedge and bordered 43
mulberry seeds and silkworm 49
mulberry trees and silkworm 116
mulberry trees for silkworm 169
muleteer halts his burdened 119
multiple births has increased 109
multiple bones are involved 84
multiple books and articles 56
multiple cells are selected 79
multiple costs and benefits 55
multiple doses are required 94
multiple ethnic and cultural 102
multiple ethnic and linguistic 46
multiple ethnic and religious 91
multiple files and multiple 62
multiple files are selected 77
multiple forms and functions 82
multiple forms and multiple 66
multiple genes and multiple 190
multiple genes are involved 505
multiple genes are required 46
multiple genes that interact 58
multiple goals and multiple 200
multiple goods and services 236
multiple input and multiple 168
multiple items are selected 194
multiple linear and logistic 63
multiple linear and nonlinear 50
multiple lines and multiple 72
multiple local area networks 192
multiple meanings and functions 391
multiple meanings and multiple 388
multiple meanings and purposes 77
multiple meanings are possible 88
multiple needs and problems 61
multiple nodes are involved 93
multiple people are involved 123
multiple racial and cultural 73
multiple rather than solitary 141
multiple readings are possible 60
multiple roles and contexts 43
multiple roles and functions 240
multiple roles and multiple 116
multiple roles and statuses 124
multiple signs and symptoms 327
multiple sites and multiple 170
multiple sites are affected 44
multiple sites are involved 265
multiple sites with multiple 46
multiple social and cultural 484
multiple social and economic 489
multiple social and personal 66
multiple social and physical 42
multiple steps and multiple 49
multiple steps are involved 80
multiple steps are required 99
multiple tasks and multiple 109
multiple tasks and projects 53
multiple tests and multiple 54
multiple tests are required 45
multiple texts and multiple 63
multiple threads and multiple 60
multiple times and multiple 48
multiple times for multiple 87
multiple times with multiple 74
multiple truths and multiple 90
multiple truths and realities 45
multiple tubes and multiple 40
multiple units are involved 56
multiple units are required 47
multiple users and multiple 319
multiple users are involved 66
multiple users can interact 47
multiple users with multiple 47
multiple views and multiple 53
multiple views are obtained 65
multiple views are required 43
multiple wives and children 83
multiply fines and pecuniary 138
multiply rather than diminish 429
multiply votes and electors 137
multiply wants and therefore 52
munitions which they required 50
murdered after being captured 41
murdered after being tortured 49
murdered sacco and vanzetti 56
murdered wives and children 80
murdered wives who clutched 47
murdered women and children 2972
murderer could not possibly 67
murderer loses his personal 53
muscular action and muscular 45
muscular coats are thickened 58
muscular frame had acquired 86
muscular motion and sensation 91
muscular organ that functions 57
muscular organ that receives 59
muscular pains and soreness 43
muscular power and activity 258
muscular power and capacity 46
muscular power and physical 66
muscular power and repressing 54
muscular power and sensation 47
muscular spasm and rigidity 133
muscular thighs and buttocks 40
muscular walls that contract 71
muscular wasting and increased 62
mushroom growing and mushroom 43
musicians could not possibly 41
musicians under his direction 64
mutinous state and desertion 52
muttered under his whiskers 48
muttered words his comrades 100
mutually given and accepted 169
mutually given and received 458
mutually gives and receives 55
mystical moods and triangular 70
mystical power and authority 51
mythology opens with demigods 149
