made absolute lord of 54
made payments from the 108
made payments into the 133
made personal pleas to 67
made personal trial of 60
made physical love to 55
made pictures from the 44
made possible also by 346
made possible also the 291
made possible among the 138
made possible during the 669
made possible even by 57
made possible even in 229
made possible even the 96
made possible from an 45
made possible from the 793
made possible here by 177
made possible just by 48
made possible less by 48
made possible many of 2194
made possible more by 125
made possible most of 406
made possible much of 1295
made possible must be 72
made possible once the 125
made possible only as 740
made possible only at 286
made possible only by 73418
made possible only if 951
made possible only in 739
made possible only on 242
made possible only the 81
made possible only to 67
made possible over the 218
made possible part of 49
made possible some of 1599
made possible such an 815
made possible upon the 58
made possible were the 56
made possible what he 96
made possible what is 198
made possible what the 111
made possible what we 210
made possible when an 95
made possible when he 97
made possible when in 50
made possible when it 148
made possible when the 1736
made possible when we 166
made possible will be 110
made possibly only by 67
made pressure upon the 135
made prisoner among the 79
made prisoner during the 271
made prisoner early in 74
made prisoner when the 91
made probable also by 58
made probable from the 91
made probably during the 116
made probably from the 90
made problems such as 129
made proceeding from the 65
made products from the 258
made products into the 130
made products such as 910
made products will be 50
made profound bows to 98
made programs such as 44
made progress along the 506
made progress also in 74
made progress among the 657
made progress down the 47
made progress during the 2231
made progress even in 77
made progress from the 418
made progress into the 56
made progress only by 46
made progress only in 302
made progress over the 986
made progress step by 40
made progress such as 84
made progress when he 54
made progress when the 101
made progress when we 107
made promises during the 61
made promises only to 114
made promptly upon the 60
made promptly when the 42
made provided there is 153
made provision from the 86
made recently from the 41
made recently when the 47
made recordings from the 102
made recovery from the 134
made required reading in 506
made respecting some of 42
made resulted from the 68
made richmond park by 58
made righteous only by 57
made sackcloth also my 111
made scotland what it 121
made securely fast to 68
made separate from the 1654
made shelters from the 44
made sketches during the 47
made sketches from the 110
made slightly acid by 332
made slightly acid to 112
made slightly less in 83
made slightly sour by 58
made sometime during the 500
made sometime prior to 100
made somewhat late in 52
made somewhat like the 165
made somewhat more of 41
made southward along the 46
made specially clear by 70
made specially clear in 57
made specially rich in 40
made specific note of 120
made speeches during the 179
made speeches from the 599
made speeches full of 165
made speeches over the 67
made speeches upon the 63
made speeches urging the 137
made straight back to 65
made straight down the 185
made straight down to 111
made straight from the 457
made straight into the 260
made straight over the 43
made strangers think it 57
made strictly from the 64
made strikingly clear by 237
made strikingly clear in 232
made strikingly clear to 49
made suddenly clear to 64
made suddenly hard to 72
made suitable unto the 49
made surfaces such as 44
made terrible gaps in 52
made terribly clear by 44
made therefrom will be 44
made thousands eager to 41
made valuable only by 74
made vehement love to 44
made whenever there is 485
made wherever there is 248
made whistles from the 61
made workable only by 89
made wretched work of 192
made yourself into an 53
made yourself into the 51
made yourself over as 45
made yourself part of 57
made yourself such an 55
mail accounts such as 49
mail campaign will be 106
mail carriers from the 89
mail contract from the 594
mail contract over the 156
mail delivery during the 44
mail delivery from the 285
mail delivery must be 44
mail delivery will be 135
mail directly from the 1132
mail directly into the 54
mail messages during the 137
mail messages from an 412
mail messages from the 1721
mail messages into the 72
mail messages must be 137
mail messages over the 796
mail messages sent by 576
mail messages sent in 117
mail messages sent or 52
mail messages sent to 1222
mail messages tend to 163
mail messages when the 48
mail messages will be 624
mail networks such as 45
mail packages such as 101
mail programs have an 45
mail programs make it 103
mail programs such as 656
mail received during the 58
mail received from the 377
mail response from the 102
mail services from the 130
mail services such as 946
mail services will be 103
mail software such as 216
main activity areas of 60
main activity during the 419
main activity here is 87
main activity lies in 76
main activity must be 40
main activity will be 129
main advances made in 56
main advances were in 45
main advisory body on 68
main advisory body to 90
main american army at 42
main american army in 89
main american army on 45
main american base in 68
main approach from the 294
main approach must be 41
main approach road to 209
main approach used by 72
main approach used in 319
main approach used to 73
main approach will be 90
main argument from the 185
main argument here is 837
main argument lies in 66
main argument made by 173
main argument made in 51
main argument must be 48
main argument runs as 66
main argument upon the 41
main argument used by 645
main argument used in 172
main argument used is 41
main argument used to 268
main argument will be 334
main arteries from the 102
main arteries into the 125
main arteries leading to 202
main arteries such as 69
main assembly hall at 50
main assembly hall in 48
main assembly hall is 52
main assembly hall of 189
main assembly line at 105
main assembly line in 47
main assembly line is 78
main assembly room of 58
main attention during the 52
main attention from the 116
main attention must be 279
main attention upon the 115
main attention will be 737
main audience hall of 93
main audience room is 59
main audience room of 87
main audience will be 52
main authority here is 45
main authority must be 100
main benefits from the 254
main benefits will be 85
main branches back to 52
main branches from the 252
main branches leading to 40
main branches must be 66
main branches will be 54
main bronchus from the 101
main bronchus into the 109
main business areas of 92
main business during the 43
main business here is 153
main business lies in 80
main business must be 116
main business part of 234
main business will be 254
main challenge facing the 540
main challenge here is 299
main challenge lies in 272
main challenge will be 436
main channels from the 58
main channels into the 55
main channels leading to 46
main channels were the 48
main clinical sign is 60
main clinical sign of 60
main clinical uses of 130
main collecting duct of 65
main concepts from the 100
main concepts used by 49
main concepts used in 519
main concepts used to 81
main concepts will be 86
main concerns during the 173
main concerns from the 61
main concerns here is 61
main concerns must be 64
main concerns over the 57
main concerns seem to 116
main concerns were in 53
main concerns were the 725
main concerns were to 557
main concerns will be 305
main condition lies in 102
main contract will be 48
main contrast here is 41
main corridor from the 90
main corridor into the 56
main corridor leading to 167
main criterion here is 81
main criterion must be 72
main criterion used by 165
main criterion used in 383
main criterion used to 336
main criterion will be 88
main culprits were the 154
main cultural areas of 59
main currency used in 56
main currents draw the 41
main depended upon the 40
main deviations from the 228
main direction will be 61
main directly from the 98
main divisions among the 140
main divisions there is 44
main divisions were the 114
main divisions will be 208
main document from the 68
main document will be 51
main drainage from the 54
main drainage line of 73
main drawback here is 132
main drawback lies in 210
main economic areas of 51
main economic base is 66
main economic base of 204
main economic goal of 93
main economic role of 95
main economic task of 276
main economic unit in 75
main economic unit of 55
main elements from the 103
main elements making up 67
main elements must be 85
main elements seem to 63
main elements such as 78
main elements used in 129
main elements used to 46
main elements were as 60
main elements were the 237
main elements will be 131
main emphases were on 74
main emphasis came to 63
main emphasis during the 221
main emphasis fell on 93
main emphasis from the 90
main emphasis here is 886
main emphasis laid on 59
main emphasis lies in 154
main emphasis lies on 522
main emphasis must be 602
main emphasis upon the 662
main emphasis will be 3667
main energies into the 46
main entrance along the 73
main entrance door at 46
main entrance door in 81
main entrance door is 260
main entrance door of 270
main entrance door to 268
main entrance during the 47
main entrance facing the 312
main entrance from the 1876
main entrance gate is 121
main entrance gate of 214
main entrance gate on 62
main entrance gate to 252
main entrance hall at 63
main entrance hall in 61
main entrance hall is 154
main entrance hall of 523
main entrance hall on 67
main entrance hall to 110
main entrance into the 2286
main entrance just as 113
main entrance leading to 156
main entrance leads to 263
main entrance must be 97
main entrance next to 52
main entrance onto the 51
main entrance road to 122
main entrance there is 384
main entrance used to 46
main entrance were the 114
main entrance when he 48
main entrance when the 168
main entrance will be 271
main entryway into the 40
main evidence from the 91
main evidence lies in 52
main evidence used by 54
main evidence used to 73
main examples were the 41
main examples will be 91
main exception here is 103
main excursion into the 122
main external threat to 118
main filtrate from the 172
main financial prop of 52
main functions during the 65
main functions have to 51
main functions must be 56
main functions seem to 97
main functions such as 66
main functions were the 155
main functions were to 1353
main functions will be 283
main gateways into the 55
main highways from the 114
main highways into the 134
main highways leading to 287
main highways when the 40
main highways will be 50
main immediate task of 52
main increases were in 101
main industry here is 47
main ingredient here is 49
main ingredient used in 123
main ingredient used to 49
main insights from the 63
main insights into the 46
main intention here is 219
main intention will be 40
main interest during the 180
main interest from the 518
main interest here is 2355
main interest lies in 14849
main interest lies on 56
main interest must be 128
main interest were the 46
main interest when he 41
main interest will be 974
main internal threat to 42
main japanese base at 112
main japanese base in 195
main japanese line of 72
main languages used by 49
main languages used in 136
main literary form of 45
main literary work of 81
main materials used by 56
main materials used in 387
main materials used to 57
main messages from the 138
main military base at 56
main military base in 157
main military base of 40
main military threat to 102
main mischief lies in 48
main mistakes made by 68
main mountain axis of 47
main mountain mass of 94
main mountain range in 76
main mountain range is 56
main mountain range of 251
main movement along the 45
main objection from the 60
main objection here is 64
main objection lies in 82
main objection made by 52
main objection made to 81
main obstacle facing the 72
main obstacle here is 137
main obstacle lies in 123
main obstacle will be 55
main occasions when the 49
main opponent during the 40
main outcomes from the 59
main outlines down to 44
main outlines from the 81
main outlines full of 70
main outlines must be 52
main outlines were as 50
main outlines what the 62
main outlines will be 87
main partners were the 50
main passages from the 87
main policies were to 44
main positions held by 57
main positions will be 46
main potential lies in 53
main potential threat to 126
main pressure from the 50
main problems during the 154
main problems facing it 89
main problems facing the 2266
main problems facing us 83
main problems from the 84
main problems have to 304
main problems here is 155
main problems lies in 71
main problems must be 192
main problems need to 71
main problems seem to 304
main problems were in 120
main problems were of 63
main problems were the 597
main problems were to 207
main problems will be 389
main proceeding must be 63
main processing loop of 52
main processing unit in 48
main processing unit of 100
main products from the 162
main products such as 85
main products were the 71
main products will be 65
main projects were the 42
main protocol used to 81
main purposes here is 42
main purposes were the 74
main purposes were to 642
main purposes will be 173
main questions facing the 103
main questions from the 40
main questions have to 136
main questions must be 191
main questions need to 182
main questions seem to 71
main questions were the 86
main questions were to 46
main questions will be 335
main railroad line in 46
main railroad line to 145
main reception hall is 43
main reception hall of 195
main reception room at 62
main reception room in 97
main reception room is 75
main reception room of 463
main reception room on 66
main religious ideas of 56
main resemble those of 40
main resource used in 41
main respects from the 84
main response from the 43
main roadways were the 49
main security threat to 62
main sequence during the 45
main sequence from the 126
main sequence into the 165
main sequence mass of 129
main sequence must be 87
main sequence only to 62
main sequence star as 86
main sequence star in 105
main sequence star is 247
main sequence star of 382
main sequence star or 69
main sequence star to 58
main sequence there is 42
main sequence when the 52
main sequence will be 111
main stairway from the 59
main stairway into the 63
main stairway just as 54
main stairway leading to 120
main stimulus from the 71
main strategy here is 44
main strategy used by 148
main strategy used in 59
main strategy used to 100
main strategy will be 61
main struggle will be 41
main subjects such as 42
main subjects were the 145
main subjects will be 87
main sufferer from the 41
main supplies from the 103
main supports were the 51
main symmetry axis of 69
main traveled road of 40
main traveled road to 130
main treatment must be 52
main turnpike leading to 53
main underlying theme of 108
main variables such as 53
main variables used in 366
main variables used to 84
main variables were the 59
main variables will be 61
main variations from the 80
main vehicles used by 48
main vehicles used to 40
main vertical axis of 65
main villages along the 54
make absolute ideas of 55
make abstract ideas of 254
make accurate maps of 218
make advances during the 45
make advances from the 399
make advances into the 84
make advances only to 50
make advances upon it 67
make advances upon the 377
make anywhere else in 49
make apparent some of 165
make apparent what is 105
make articles such as 143
make assaults upon the 58
make attempts upon my 43
make attempts upon the 153
make beautiful love to 43
make caligula take the 55
make captives from the 86
make charcoal from the 52
make children eager to 55
make children feel as 110
make children feel at 104
make children good is 98
make children grow up 127
make children into the 58
make children learn by 115
make children learn to 54
make children more or 46
make children want to 714
make citations from the 56
make citizens good by 55
make comments along the 65
make comments during the 154
make comments like the 157
make comments such as 2057
make comments upon it 118
make comments upon the 180
make complete sets of 87
make concepts such as 69
make concrete some of 147
make concrete what is 126
make conscious some of 47
make conscious what is 185
make contacts among the 133
make converts among the 971
make converts from the 347
make correggio sigh in 44
make credible much of 261
make criminal what we 51
make cultures from the 244
make decisions ahead of 68
make decisions along the 263
make decisions among the 105
make decisions bearing on 73
make decisions during the 599
make decisions early in 113
make decisions early on 62
make decisions even if 132
make decisions even in 113
make decisions even on 47
make decisions free of 152
make decisions from an 114
make decisions from the 498
make decisions having the 59
make decisions having to 52
make decisions here in 55
make decisions just as 149
make decisions just to 42
make decisions leading to 264
make decisions like the 107
make decisions more on 71
make decisions must be 275
make decisions need to 44
make decisions only as 43
make decisions only by 125
make decisions only if 72
make decisions only in 458
make decisions only on 197
make decisions over the 448
make decisions prior to 105
make decisions such as 1369
make decisions tend to 42
make decisions upon the 126
make decisions when he 143
make decisions when it 113
make decisions when the 1273
make decisions when we 170
make decisions will be 220
make deduction from the 74
make defection from the 46
make definite what is 90
make delicate work in 44
make delivery when the 57
make deposits into an 58
make deposits into the 197
make descents into the 53
make descents upon the 390
make detailed maps of 228
make deviations from the 134
make devilish work to 74
make directly from the 50
make distress sale of 52
make distress upon the 77
make donations from the 45
make dramatic cuts in 58
make education free at 88
make education part of 44
make education what it 75
make enormous sums of 200
make entirely clear the 185
make entirely clear to 215
make entirely sure of 66
make entrance into the 345
make everyday life in 49
make everyone eager to 47
make everyone else as 164
make everyone else do 100
make everyone else in 174
make everyone fall in 53
make everyone feel as 315
make everyone feel at 596
make everyone feel so 51
make everyone feel the 79
make everyone like me 71
make everyone look at 98
make everyone look the 57
make everyone love me 84
make everyone over in 75
make everyone part of 57
make everyone think he 156
make everyone think it 56
make everyone think of 62
make everyone think the 71
make everyone want to 241
make excerpts from the 97
make exclusion from the 82
make exemption from the 68
make exercise part of 209
make explicit from the 110
make explicit here the 42
make explicit many of 206
make explicit much of 104
make explicit note of 49
make explicit only the 52
make explicit some of 1887
make explicit what he 351
make explicit what in 133
make explicit what is 7233
make explicit what it 319
make explicit what the 1065
make explicit what we 616
make extension from the 61
make extracts from it 486
make extracts from my 118
make extracts from or 149
make extracts from the 1568
make fabulous sums of 48
make fortunes during the 54
make fortunes from the 154
make frequent acts of 133
make frequent note of 43
make frequent runs to 41
make garments from the 42
make geography what it 66
make immediate note of 47
make incisions along the 57
make incisions into the 237
make indecent ones as 43
make irruption into the 69
make journeys from the 45
make journeys into the 219
make landfall along the 134
make lemonade from the 54
make manifest unto the 90
make manifest what is 380
make manifest what it 46
make manifest what the 72
make materials such as 74
make medicine from the 64
make mischief among the 88
make mistakes along the 936
make mistakes during the 237
make mistakes even if 52
make mistakes even in 122
make mistakes here in 65
make mistakes just as 498
make mistakes like the 252
make mistakes once in 201
make mistakes over the 67
make mistakes such as 340
make mistakes trying to 93
make mistakes when he 499
make mistakes when it 233
make mistakes when the 132
make mistakes when we 569
make mistakes will be 40
make morality bend to 63
make multiple uses of 108
make obsolete many of 96
make obsolete most of 45
make obsolete much of 84
make obsolete some of 42
make patients feel as 98
make patients feel at 42
make patterns from the 61
make payments during the 204
make payments even if 44
make payments from it 88
make payments from the 776
make payments into an 109
make payments into the 565
make payments must be 63
make payments only in 117
make payments only on 61
make payments only to 162
make payments over the 141
make payments prior to 70
make payments such as 41
make payments upon the 171
make payments when the 57
make personal meaning of 98
make personal trial of 65
make physical love to 81
make pictures from the 104
make portable soup of 66
make possible also the 95
make possible even the 158
make possible life in 57
make possible many of 229
make possible more of 44
make possible most of 76
make possible much of 167
make possible only the 119
make possible some of 250
make possible such an 900
make possible what he 102
make possible what is 621
make possible what the 67
make possible what we 192
make possible will be 72
make pressure over the 201
make pressure upon it 96
make pressure upon the 690
make products from the 69
make products such as 755
make programs hard to 187
make programs such as 55
make progress along the 566
make progress among the 187
make progress down the 67
make progress during the 332
make progress early in 58
make progress even at 43
make progress even if 92
make progress even in 110
make progress from the 205
make progress into the 108
make progress only as 209
make progress only by 520
make progress only if 251
make progress only in 148
make progress only to 46
make progress over the 220
make progress step by 88
make progress upon the 42
make progress when he 82
make progress when it 73
make progress when the 154
make progress when we 141
make progress will be 44
make projects such as 46
make promises even to 117
make promises only to 128
make provision also of 56
make provision during the 94
make provision from the 60
make recordings from the 58
make recovery from the 98
make requests from the 112
make requests such as 85
make scripted radio or 101
make selection from the 150
make services such as 43
make sketches along the 60
make sketches from the 58
make somebody else do 143
make somebody else so 80
make somebody want to 102
make somewhat more of 63
make specific note of 71
make speeches during the 100
make speeches from the 247
make speeches full of 105
make speeches over the 43
make straight cuts in 69
make straight cuts on 48
make straight what he 204
make strangers feel at 81
make students able to 45
make students eager to 49
make students feel as 148
make students feel at 95
make students think of 46
make students want to 349
make synapses onto the 85
make tradeoffs among the 98
make unlawful what the 122
make variations from the 57
make variations upon it 46
make vertical cuts in 51
make visitors feel as 142
make visitors feel at 211
make visitors want to 46
make whatever kind of 281
make whatever laws he 726
make whatever laws it 210
make whatever laws we 44
make whatever sort of 70
make whistles from the 53
make yourself able to 48
make yourself akin to 69
make yourself clear to 114
make yourself fall in 93
make yourself feel as 64
make yourself feel at 82
make yourself feel it 45
make yourself feel so 84
make yourself feel the 59
make yourself free of 86
make yourself give up 52
make yourself grow to 48
make yourself hard to 54
make yourself heard at 87
make yourself heard by 146
make yourself heard if 56
make yourself heard in 196
make yourself heard to 43
make yourself into an 208
make yourself into the 234
make yourself just as 222
make yourself less of 44
make yourself like the 71
make yourself look as 844
make yourself look at 49
make yourself look so 214
make yourself more of 69
make yourself open to 125
make yourself over in 55
make yourself over to 50
make yourself part of 258
make yourself poor in 104
make yourself ready in 272
make yourself ready to 480
make yourself rich by 80
make yourself sick by 120
make yourself sick if 241
make yourself sick on 91
make yourself some tea 129
make yourself sure of 290
make yourself think of 95
make yourself throw up 129
make yourself wake up 47
make yourself want to 59
making accurate maps of 79
making advances from the 84
making advances into the 77
making advances upon the 117
making agencies such as 261
making articles such as 126
making assaults upon the 131
making attempts upon my 47
making attempts upon the 114
making authority among the 196
making authority down the 177
making authority down to 290
making authority from the 1510
making authority into the 111
making authority must be 406
making authority over the 1876
making authority over to 103
making authority upon the 52
making authority when the 90
making authority will be 258
making autonomy from the 101
making auxiliary heating no 54
making bulwarks step by 71
making capacity from the 98
making capacity have the 47
making capacity must be 114
making capacity will be 417
making charcoal from the 54
making children grow up 125
making children learn by 121
making children want to 43
making comments during the 47
making comments from the 101
making comments like the 45
making comments such as 2391
making comments upon it 137
making comments upon the 191
making complete sets of 53
making concepts such as 45
making conscious what is 397
making contacts among the 55
making converts among the 635
making converts from the 161
making cultures from the 268
making decisions along the 78
making decisions among the 44
making decisions during the 751
making decisions from an 45
making decisions from the 609
making decisions leading to 89
making decisions must be 422
making decisions need to 93
making decisions only on 47
making decisions over the 345
making decisions prior to 103
making decisions such as 1617
making decisions there is 84
making decisions upon the 56
making decisions when he 87
making decisions when it 84
making decisions when the 641
making decisions will be 394
making deposits into the 65
making descents upon the 399
making detailed maps of 143
making develops into the 48
making deviations from the 127
making directly into the 44
making education free in 44
making enormous sums of 143
making entirely clear the 41
making entrance into the 105
making eruptions into the 46
making everyone else in 104
making everyone feel as 108
making everyone feel at 303
making everyone look at 56
making everyone nice we 40
making everyone think he 41
making everyone want to 97
making excerpts from the 107
making exercise part of 147
making explicit many of 56
making explicit some of 454
making explicit what he 174
making explicit what in 62
making explicit what is 3853
making explicit what it 115
making explicit what the 655
making explicit what we 179
making extension from the 266
making extension upon the 68
making extracts from it 115
making extracts from my 46
making extracts from the 1556
making fortunes from the 162
making functions from the 140
making garments from the 49
making immunity turn on 81
making incisions along the 62
making incisions into the 649
making industry during the 151
making industry from the 95
making innocent love to 78
making interest among the 90
making journeys into the 100
making landfall along the 50
making malleable iron by 60
making manifest what is 254
making materials from the 48
making materials such as 282
making mischief among the 191
making mistakes along the 225
making mistakes during the 122
making mistakes such as 210
making mistakes when he 71
making mistakes when it 42
making mistakes when the 43
making mistakes will be 40
making nitrates from the 48
making obsolete some of 48
making occurred during the 115
making payments during the 55
making payments from the 321
making payments into the 230
making payments over the 89
making payments upon the 45
making payments when the 76
making pictures from the 64
making plastics such as 54
making positions during the 118
making positions such as 159
making positions will be 43
making possible many of 86
making possible much of 91
making possible some of 105
making possible such an 95
making possible what is 153
making possible what the 41
making possible what we 61
making pressure along the 49
making pressure over the 481
making pressure upon it 124
making pressure upon the 615
making problems such as 48
making products such as 883
making programs such as 44
making progress along the 352
making progress among the 314
making progress down the 68
making progress during the 365
making progress even if 62
making progress even in 70
making progress from the 187
making progress into the 49
making progress over the 87
making progress step by 45
making progress when he 106
making progress when it 61
making progress when the 153
making progress when we 171
making projects such as 113
making promises such as 40
making purposes must be 51
making recovery from the 87
making requests from the 43
making requests such as 45
making resulted from the 53
making selection from the 45
making services such as 50
making sketches from the 99
making sketches upon the 94
making software such as 45
making somebody feel he 116
making somewhat more of 43
making sparkles among the 56
making speeches along the 43
making speeches from the 227
making speeches full of 78
making speeches over it 74
making speeches over the 63
making speeches such as 51
making straight back to 46
making straight cuts in 75
making straight cuts on 42
making strangers feel at 118
making students want to 51
making sulfuric acid is 69
making tradeoffs among the 48
making ventures such as 126
making visitors feel at 64
making yourself into an 57
making yourself look as 109
making yourself part of 71
making yourself ready to 67
making yourself throw up 60
male activity from the 73
male authority over the 266
male behaviors such as 56
male children among the 168
male children born at 115
male children born in 463
male children born of 151
male children born on 149
male children born to 577
male children during the 85
male children from the 299
male children grow up 214
male children have the 65
male children into the 249
male children learn to 47
male children must be 143
male children over the 135
male children seem to 79
male children tend to 145
male children were in 45
male children were the 44
male children were to 182
male children will be 264
male citizens bears to 42
male citizens from the 137
male citizens have the 155
male citizens over the 598
male citizens were to 112
male colleague from the 52
male cucumber buds in 45
male directly into the 50
male elements from the 41
male employee earning the 85
male employee will be 42
male entrants into the 41
male exclusion from the 46
male genitalia from the 56
male genitalia have the 336
male genitalia must be 56
male hegemony over the 80
male hormones during the 44
male hormones from the 101
male hormones such as 221
male initiation among the 65
male laughter from the 69
male launches into the 47
male literacy rate in 226
male literacy rate is 334
male literacy rate of 361
male managers tend to 98
male migrants from the 232
male migrants tend to 55
male migration from the 150
male monopoly over the 85
male parental care in 411
male parental care is 306
male partners during the 82
male partners tend to 66
male partners will be 52
male patients during the 70
male patients from the 167
male patients over the 96
male patients ranging in 61
male patients seem to 43
male patients seen in 42
male patients tend to 63
male patients were in 58
male patients will be 52
male probably aids in 40
male provides most of 60
male pursuits such as 63
male relative from the 65
male relative such as 92
male resemble those of 57
male scholars such as 66
male servants free of 136
male servants from the 47
male skeleton from the 98
male specimen from the 224
male stewards will so 82
male students came to 49
male students during the 101
male students from the 532
male students into the 70
male students live in 49
male students living in 67
male students over the 59
male students seem to 81
male students tend to 239
male students were in 143
male students were the 60
male students were to 40
male students will be 61
male subjects from the 134
male subjects over the 56
male subjects ranging in 129
male subjects such as 64
male subjects tend to 72
male suffrage from the 68
male visitors from the 54
male withdraws from the 59
mangy cannibal left in 40
many absences from the 154
many abstract ideas in 52
many accepted ways of 45
many accounts from the 172
many accounts must be 45
many accounts speak of 43
many accounts will be 64
many actually died of 71
many additions during the 40
many additions from the 206
many additions made by 56
many additions made in 42
many additions made to 350
many additions over the 86
many additions will be 41
many admirers among the 834
many admirers from the 47
many admirers will be 115
many advances during the 94
many advances made by 126
many advances made in 625
many advances made on 59
many advances over the 190
many affirmed such to 95
many affronts from the 63
many africans came to 106
many africans from the 156
many africans into the 65
many africans live in 51
many africans living in 130
many africans seem to 50
many agencies fail to 51
many agencies have to 43
many agencies like the 47
many agencies rely on 54
many agencies such as 197
many agencies tend to 75
many agencies there is 46
many agencies will be 87
many agreeable ways of 65
many ailments such as 107
many aircraft from the 49
many aircraft will be 62
many allusions made by 70
many allusions made to 135
many amateurs seem to 48
many american boys of 57
many american boys to 173
many american jews as 159
many american jews do 91
many american jews in 114
many american jews of 119
many american jews the 46
many american jews to 274
many american poets of 41
many american ways of 51
many analysts came to 45
many analysts fail to 89
many analysts find it 70
many analysts seem to 146
many analysts tend to 146
many analysts view the 51
many analysts will be 43
