mace taken from the 125
made people look to 140
made people look up 169
made people open up 49
made people ready to 348
made people speak of 201
made people stop to 45
made people take the 89
made people take to 89
made people talk of 95
made people think as 97
made people think he 1225
made people think in 85
made people think it 170
made people think of 2195
made people think the 274
made people think we 50
made people turn to 532
made people want to 4802
made people wary of 453
made people weary of 46
made people wish to 72
made peter think of 139
made peter want to 68
made plain also by 401
made plain during the 371
made plain even to 279
made plain from the 1280
made plain only by 114
made plain only in 44
made plain some of 89
made plain what he 238
made plain what is 98
made plain what the 278
made plain when he 456
made plain when in 138
made plain when it 117
made plain when the 698
made plain when we 456
made plans ahead of 40
made plans during the 77
made plans early in 53
made polly want to 66
made privy unto it 43
made pulling back my 53
made quick time to 185
made quick work in 96
made quick work of 16929
made quite clear as 146
made quite clear at 570
made quite clear by 4252
made quite clear he 44
made quite clear if 129
made quite clear in 9421
made quite clear is 125
made quite clear on 178
made quite clear the 1781
made quite clear to 4518
made quite early in 560
made quite early on 126
made quite early to 54
made quite firm in 43
made quite late in 153
made quite safe by 44
made quite sick by 139
made quite such an 102
made quite sure by 48
made quite sure he 111
made quite sure it 103
made quite sure of 914
made quite sure the 83
made quite sure we 43
made quite well by 52
made quite well in 56
made raids along the 106
made raids into the 1759
made raids upon the 698
made rapid work in 66
made rapid work of 107
made rather early in 122
made rather from an 41
made rather from the 85
made rather late in 225
made rather less of 62
made rather more of 228
made rather much of 46
made refer only to 65
made rests upon the 50
made right away to 48
made right down the 76
made right down to 348
made right from the 1095
made right here at 132
made right here by 40
made right here in 2220
made right here on 509
made right into the 133
made right much of 55
made right over the 121
made right over to 116
made right side up 165
made right there at 42
made right there in 583
made right there on 248
made right when the 55
made roads into the 90
made roads over the 92
made ropes fast to 56
made ropes from the 93
made rough work of 47
made round eyes at 87
made round like an 45
made round like the 49
made ruler over the 918
made rules upon the 168
made running from the 55
made running into the 49
made russia what it 72
made sales during the 43
made sarah think of 60
made sarah want to 84
made search among the 146
made search into the 77
made sense back in 154
made sense during the 544
made sense even if 245
made sense even in 86
made sense even to 326
made sense from an 478
made sense from the 2138
made sense only as 1288
made sense only at 41
made sense only by 100
made sense only if 4520
made sense only in 3224
made sense only on 578
made sense only so 70
made sense only to 1518
made sense when he 833
made sense when it 611
made sense when the 1646
made sense when we 263
made setting forth the 309
made seven days in 124
made shade over the 141
made shall also be 140
made shall cease to 135
made shall give to 55
made shall have no 158
made shall have the 2079
made shark must be 172
made sharp cuts in 113
made sharp thine ear 108
made short cuts to 110
made short runs at 59
made short work in 146
made short work of 86701
made showing what the 57
made signs from the 83
made signs unto the 40
made signs unto us 79
made silas jump up 162
made since coming to 389
made since early in 65
made since leaving the 183
made since many of 51
made since most of 52
made since moving to 86
made since there is 473
made since those of 91
made small cuts in 89
made small eyes at 47
made small note of 57
made small talk as 1789
made small talk at 124
made small talk in 280
made small talk on 219
made small talk the 51
made small talk to 237
made small work of 85
made smears from the 52
made smooth from the 40
made social life in 105
made sorry work of 137
made spain what it 46
made stand upon the 860
made stems from the 41
made still less by 81
made still more of 120
made still more so 2633
made still more to 52
made stops along the 156
made strong even by 55
made strong from the 49
made strong love to 40
made strong only by 44
made sugar from the 574
made susan think of 42
made sweet love to 187
made swift work of 281
made table rock the 59
made tense when the 152
made terms such as 107
made tests tend to 43
made thereof unto the 40
made thereon during the 93
made though there is 119
made today from the 60
made today just as 86
made today must be 83
made today will be 283
made tools from the 150
made tools such as 161
made tours into the 105
made trips along the 103
made trips back to 627
made trips down the 126
made trips down to 81
made trips from the 137
made trips into the 1338
made trips over the 102
made truly wise if 85
made twice during the 291
made under acts of 113
made under case vi 71
made under date of 491
made under deed of 59
made under john the 61
made under more or 54
made under much the 41
made under pain of 80
made under part ii 648
made under part iv 693
made under part vb 359
made under part vi 974
made under some of 87
made under such an 590
made under threat of 483
made under threat or 76
made under what is 144
made uneasy when the 66
made until during the 66
made until early in 276
made until late in 733
made until more is 59
made until some of 64
made until there is 664
made valid only by 152
made viable only by 64
made walking down the 51
made water flow in 46
made water from the 83
made water into the 50
made weeks ahead of 125
made where some of 43
made where there is 2376
made which brings the 45
made which came to 54
made which gave the 284
made which give an 59
made which give the 220
made which have an 60
made which have no 103
made which have the 180
made which have to 72
made which help to 69
made which laid the 97
made which leads to 173
made which left the 66
made which made it 159
made which made the 41
made which make it 112
made which make the 101
made which must be 906
made which need to 93
made which seek to 65
made which seem to 672
made which show the 440
made which take the 70
made which tend to 383
made which were in 229
made which were of 138
made which were so 52
made which were the 62
made which were to 360
made which will at 49
made which will be 1951
made which will do 133
made which will go 43
made which will in 61
made while acting as 216
made while acting in 76
made while living in 306
made while making the 70
made while moving the 97
made while reading the 226
made while taking the 80
made while there is 261
made while trying to 430
made whole from the 138
made whole only by 131
made whole poems of 50
made whole when he 43
made whole when the 76
made within days of 220
made within five or 79
made within five to 41
made within four to 107
made within half an 164
made within hearing of 73
made within reach of 61
made within three or 153
made within three to 205
made within time of 113
made within view of 40
made within what is 70
made woman from the 198
made women fall in 114
made women look as 85
made women want to 421
made works such as 44
made world news in 130
made worse during the 181
made worse from the 157
made worse when an 61
made worse when he 256
made worse when in 57
made worse when it 159
made worse when the 3685
made worse when we 128
made wotan pick up 47
made would also be 103
made would come to 71
made would fall on 51
made would give the 42
made would have an 48
made would have no 79
made would have the 337
made would have to 1112
made would make the 41
made would need to 73
made would only be 129
made would seem to 1184
made would soon be 50
made would tend to 277
maid burst into the 123
maid comes forth to 51
maid comes home in 50
maid comes into the 79
maid could come by 149
maid might come to 52
maid nearly died of 48
maid takes care of 81
maid though runs in 56
maid whose care it 57
maid whose duty it 124
maid whose heart he 78
maid whose name is 78
maid would come in 386
maid would come to 243
maid would ever be 120
maid would have to 245
maid would leave the 42
maid would like to 64
maid would open the 84
mail boxes along the 89
mail coach from the 87
mail coach road to 136
mail coach used to 54
mail comes from the 171
mail comes into the 59
mail could also be 77
mail could only be 73
mail fraud case in 41
mail lists such as 41
mail might also be 40
mail order firm in 164
mail order firm is 54
mail order firm of 58
mail order firm or 46
mail order firm to 60
mail order from an 93
mail order from the 1276
mail order over the 97
mail order sale of 166
mail order side of 57
mail piece sent to 45
mail pouch from the 78
mail pouring into the 102
mail route along the 56
mail route from the 196
mail route over the 194
mail route west of 43
mail sacks from the 91
mail sacks full of 41
mail taken from the 83
mail today from the 46
mail train back to 40
mail train from the 139
mail which came in 342
mail which came to 108
mail which hangs as 110
mail which must be 78
mail which will be 119
mail would come in 118
mail would have to 255
mail would seem to 74
main action during the 52
main action from the 65
main action must be 56
main action there is 62
main action upon the 52
main action will be 88
main aisle from the 66
main altar from the 83
main altar there is 75
main appeal lies in 223
main appeal must be 40
main appeal will be 57
main banking room is 56
main banking room of 83
main based upon the 133
main bases were in 70
main bearings from the 50
main bearings must be 93
main bearings will be 62
main beauty lies in 56
main block from the 51
main breaking upon an 49
main cabin from the 70
main cable from the 80
main cable will be 43
main canal from the 286
main canal into the 116
main canal will be 190
main cause into the 50
main cause leading to 143
main cause lies in 500
main cause must be 173
main cause will be 55
main caveat here is 44
main cereal crop in 99
main cereal crop is 116
main cereal crop of 68
main chain from the 101
main chain leads to 47
main change came in 109
main change during the 63
main change from the 349
main change here is 46
main change lies in 45
main change made by 118
main change made in 49
main change over the 87
main change will be 100
main charm lies in 107
main check upon the 40
main claim here is 72
main claim made by 80
main claim made in 60
main claim will be 65
main class will be 70
main coast road to 100
main crops during the 56
main crops such as 133
main crops will be 51
main cutting edge of 90
main danger facing the 130
main danger from the 90
main danger here is 222
main danger lies in 474
main decay mode of 69
main doors from the 40
main doors into the 188
main drain along the 69
main drain from the 179
main drain into the 46
main drain must be 95
main drawing card of 56
main drawing room at 56
main drawing room is 47
main drawing room of 123
main drawn from the 207
main drive from the 120
main drive into the 64
main drive leading to 46
main drugs used in 214
main drugs used to 140
main ducts from the 64
main enemy line of 61
main engine will be 48
main entry card in 91
main entry card is 127
main entry card of 56
main entry card or 63
main entry door to 47
main entry from the 143
main entry gate to 46
main entry hall of 45
main entry heading in 75
main entry heading is 111
main entry heading or 50
main entry into the 346
main entry must be 77
main entry will be 320
main entry word is 87
main error lies in 93
main error made by 54
main evening news on 69
main event during the 94
main event from the 40
main event here is 62
main event loop in 59
main event loop is 151
main event loop of 62
main event loop to 68
main event will be 131
main exits from the 136
main facts bearing on 157
main facts from the 108
main facts must be 111
main facts seem to 153
main facts were as 147
main facts will be 201
main farming areas of 54
main fatty acid in 87
main fault lies in 307
main fault line in 65
main fault line of 77
main field army of 72
main field flux is 122
main field flux to 42
main field from the 77
main field will be 50
main fight came to 42
main finding from the 205
main finding here is 129
main finds from the 47
main fishing areas of 43
main fleet base at 106
main fleet during the 46
main fleet from the 73
main fleet into the 51
main fleet when it 44
main floor from the 166
main floor into the 41
main floor next to 76
main floor plan of 70
main floor there is 122
main floor were the 119
main floor will be 135
main focus areas of 78
main focus during the 190
main focus from the 141
main focus here is 1805
main focus lies in 108
main focus lies on 349
main focus must be 261
main focus over the 58
main focus there is 41
main focus will be 4495
main foods eaten by 57
main force acting on 124
main force along the 178
main force back my 47
main force back to 194
main force came to 48
main force came up 347
main force down the 91
main force during the 114
main force from an 41
main force from the 1331
main force held the 73
main force into the 1031
main force leading to 76
main force lies in 72
main force must be 74
main force north of 68
main force over the 378
main force south of 50
main force till the 49
main force time to 45
main force took the 60
main force upon the 159
main force when he 43
main force when it 52
main force when the 96
main force will be 199
main forms used in 44
main frame must be 42
main frame work of 40
main front door is 51
main front door of 128
main front facing the 87
main front wall of 59
main fuels used in 62
main gains from the 51
main gains were in 47
main gates into the 167
main goals during the 51
main goals must be 44
main goals were the 202
main goals were to 1129
main goals will be 111
main grain crop in 55
main group from the 63
main group were the 57
main group will be 52
main growing areas of 73
main growth areas in 142
main growth areas of 112
main guide must be 64
main hatch into the 71
main headings from the 57
main headings must be 52
main headings such as 249
main headings used in 88
main headings will be 90
main honey flow in 76
main honey flow is 152
main house along the 41
main house during the 89
main house from the 421
main house into the 104
main house there is 74
main house were the 85
main house when he 90
main house when the 81
main house will be 46
main image from the 47
main input from the 257
main input into the 186
main issue among the 93
main issue during the 230
main issue facing the 302
main issue from the 154
main issue here is 2335
main issue into the 61
main issue lies in 67
main issue must be 116
main issue there is 62
main issue when it 41
main issue will be 362
main items from the 79
main items such as 70
main items were the 112
main items will be 98
main lands from sea 66
main light from the 81
main lines along the 45
main lines during the 66
main lines from the 297
main lines into the 82
main lines leading to 92
main lines must be 107
main lines seem to 77
main lines such as 50
main lines there is 40
main lines were in 68
main lines were the 40
main lines were to 65
main lines will be 228
main loser from the 47
main meeting hall of 72
main meeting room in 52
main meeting room of 140
main merit lies in 133
main metal used in 78
main method must be 77
main method used by 343
main method used in 493
main method used is 97
main method used to 639
main method will be 69
main model used in 49
main money crop of 44
main motion must be 69
main motion will be 65
main motor road to 54
main naval base at 285
main naval base in 345
main naval base of 224
main naval base on 79
main nerve cord is 51
main opening into the 60
main option open to 41
main outer wall of 55
main parts make up 47
main parts such as 52
main parts will be 58
main party came up 156
main party from the 52
main party went on 156
main party were to 99
main paved road to 61
main period when the 44
main piers will be 40
main pipes from the 45
main plant body is 65
main plaza from the 59
main plaza next to 44
main point from the 194
main point here is 12572
main point here to 43
main point lies in 297
main point made by 965
main point made in 574
main point made is 118
main point must be 284
main point there is 109
main point when he 104
main point when it 40
main point will be 624
main ports along the 105
main ports such as 44
main power base in 92
main power base of 163
main power from the 44
main power lies in 136
main power line to 66
main reason here is 95
main reason leading to 127
main reason lies in 1243
main reason many of 92
main reason most of 196
main reason must be 243
main reason some of 53
main reason there is 172
main reason will be 130
main rebel army in 77
main rebel army is 42
main renal vein is 110
main renal vein or 97
main ridge from the 112
main ridge leading to 49
main ridge north of 89
main ridge south of 69
main ridge west of 52
main right when he 51
main rises from an 40
main rival among the 41
main rival during the 42
main river during the 69
main river from the 470
main river into the 182
main river port of 69
main river there is 76
main river when the 54
main river will be 55
main roads along the 111
main roads during the 97
main roads from the 710
main roads have to 49
main roads into the 619
main roads leading in 159
main roads leading to 1705
main roads must be 79
main roads north of 47
main roads over the 91
main roads such as 126
main roads there is 71
main roads used by 78
main roads were in 155
main roads were no 58
main roads were so 47
main roads were the 119
main roads were to 127
main roads will be 192
main roles were to 56
main roles will be 45
main roman road to 116
main rooms were in 42
main rooms were on 73
main rotor axis is 61
main route along the 189
main route back to 72
main route down the 54
main route from the 1349
main route into the 684
main route leading to 183
main route north to 86
main route over the 97
main route south of 40
main route south to 69
main route used by 133
main rules must be 44
main running along the 113
main sewer from the 97
main sewer into the 67
main sewer line to 49
main sewer will be 51
main shaft from the 99
main shaft into the 66
main shaft when the 57
main shaft will be 54
main sight here is 47
main sitting room is 79
main sitting room of 119
main skill lies in 57
main social base of 280
main social bond is 56
main social goal of 48
main social prop of 74
main social task of 47
main social unit in 50
main social unit of 53
main springs from the 82
main springs were the 52
main stage from the 49
main stems back to 87
main stems from the 75
main steps leading to 181
main steps must be 56
main steps used in 45
main steps will be 88
main stops along the 60
main story from the 46
main story here is 48
main story line in 142
main story line is 232
main story line of 461
main story line or 73
main story told by 65
main story will be 67
main stream along the 96
main stream bent so 43
main stream came up 49
main stream during the 120
main stream from the 885
main stream into the 215
main stream must be 88
main stream west of 44
main stream when the 42
main stream will be 130
main study will be 76
main sweet songs of 122
main taken from the 110
main tasks during the 118
main tasks facing the 335
main tasks must be 122
main tasks were the 175
main tasks were to 1337
main tasks will be 530
main terms used by 42
main terms used in 413
main terms used to 108
main terms were as 62
main terms were the 41
main tests used to 59
main thanks must go 43
main themes during the 41
main themes from the 332
main themes seem to 78
main themes such as 46
main themes were the 368
main themes were to 78
main themes will be 273
main thesis here is 188
main thesis will be 130
main thrust along the 131
main thrust areas in 45
main thrust areas of 43
main thrust came in 48
main thrust down the 58
main thrust during the 71
main thrust from the 228
main thrust here is 188
main thrust into the 95
main thrust lies in 71
main thrust must be 138
main thrust north of 59
main thrust will be 466
main title from the 74
main title page of 42
main tools used by 349
main tools used in 429
main tools used to 455
main tools were the 51
main topic areas of 59
main topic during the 58
main topic from the 58
main topic here is 101
main topic will be 216
main tower over the 40
main tower will be 49
main towns along the 281
main towns such as 131
main track along the 50
main track from the 203
main track into the 90
main track leading to 73
main track will be 48
main trade union in 72
main trading areas of 57
main trading port of 43
main trading post at 50
main trading post in 48
main trading post of 42
main trail along the 307
main trail back to 80
main trail down the 62
main trail down to 42
main trail from the 313
main trail into the 164
main trail leading to 132
main trail leads to 53
main trend during the 47
main trend will be 82
main trick here is 47
main trump card in 41
main trunk from the 114
main trunk into the 125
main trunk leading to 46
main trunk line at 97
main trunk line in 150
main trunk line is 72
main trunk line of 655
main trunk line to 249
main trunk must be 58
main trunk road is 51
main trunk road of 65
main trunk road to 195
main trunk will be 55
main tumor mass in 41
main tumor mass is 62
main types among the 80
main types from the 52
main types must be 51
main types seem to 58
main types used by 47
main types used in 160
main types were the 93
main types will be 245
main upper part of 76
main urban areas in 163
main urban areas is 42
main urban areas of 616
main urban areas to 46
main value from the 132
main value lies in 1462
main value will be 135
main valve must be 118
main valve when the 57
main valve will be 76
main veins from the 106
main verbs such as 98
main wagon road to 69
main waiting room at 60
main waiting room in 67
main waiting room is 275
main waiting room of 232
main walls were of 63
main water body of 84
main water line to 70
main weapon used by 189
main weapon used in 112
main weapon used to 85
main which rule the 48
main working part of 50
main works from the 56
main works were in 42
main works were on 49
main works were the 150
main worry here is 40
main would have to 194
make about five or 56
make about four or 71
make about half an 47
make about half as 135
make about half of 389
make about half the 168
make about life in 68
make about some of 110
make about such an 48
make about three or 78
make about what he 117
make about what is 649
make about what it 127
make about what the 248
make about what to 771
make about what we 353
make about when to 94
make about whom to 65
make above half the 42
make after ages in 44
make after hearing the 44
make after leaving the 54
make after reading the 86
make amply clear the 70
make angels weep in 42
make angels weep to 61
make anything clear to 100
make anything come to 48
make anything else as 128
make anything else of 747
make anything from it 77
make anything from the 156
make anything grow in 367
make anything half so 70
make anything hard to 76
make anything into an 45
make anything like an 727
make anything like as 77
make anything like it 158
make anything like so 119
make anything like the 722
make anything more of 531
make anything much of 102
make anything what it 48
make anything work in 48
make appeal from the 54
make apply only to 114
make arise from the 45
make atlas hold the 42
make based upon the 342
make binding upon the 59
make blood flow in 118
make books part of 111
make brief note of 117
make brief work of 48
make bungling work of 126
make cakes upon the 460
make calls back to 57
make calls during the 68
make calls from the 226
make calls into the 135
make calls over the 122
make calls upon the 1439
make canoes from the 77
make casts from the 95
make change from the 303
make child care an 51
make china part of 52
make claim upon the 83
make clothing from the 101
make comes from the 200
make could only be 108
make could well be 91
make crops grow in 161
make crops grow on 119
make crops grow or 46
make daily life in 120
make daily runs to 59
make daily trial of 101
make david fall by 177
make david their king 45
make earthen pots to 60
make egypt part of 58
make eider down of 58
make either boar or 57
make either good or 64
make either kind of 154
make either less or 55
make either male or 50
make either more or 387
make either oral or 612
make either peace or 295
make either seek an 85
make either side of 43
make either type of 138
make ellen wade go 74
make entry into the 2634
make entry upon the 52
make equal what is 66
make every acre of 357
make every atom of 69
make every body of 107
make every bone in 47
make every breath of 168
make every case of 51
make every cell in 43
make every drop of 111
make every foot of 146
make every form of 192
make every girl in 46
make every hair of 68
make every hair on 112
make every home the 60
make every hour of 216
make every inch of 1024
make every item in 51
make every item of 102
make every kind of 1484
make every knee in 54
make every knee to 40
make every lake or 43
make every line of 135
make every living thing 77
make every move in 56
make every page of 43
make every part as 115
make every part of 4959
make every rood of 40
make every room in 70
make every single thing 50
make every sort of 772
make every soul in 56
make every soul of 54
make every spot on 129
make every step in 127
make every step of 246
make every string of 60
make every time he 55
make every time we 160
make every trip to 49
make every type of 195
make every word he 281
make every word in 86
make every word of 362
make every yard of 72
make extra cash by 68
make extra time to 53
make faces back at 44
make faces over it 45
make faces when he 67
make facts bend to 132
make false gods of 44
make films during the 67
make films from the 71
make films into the 55
make films like the 117
make films such as 133
make first clean up 75
make fishing nets of 69
make flesh grow on 40
make flour from the 115
make folks gape at 110
make folks rise at 111
make folks think he 93
make folks think it 51
make folks want to 53
make foods such as 88
make fully clear the 116
make gains during the 68
make gains from the 128
make getting back to 44
make getting into the 56
make gideon their king 49
make gifts from the 137
make girls want to 47
make goods such as 78
make grass grow in 226
make grass grow on 150
make gravy from the 52
make guinea pigs of 81
make haste along the 40
make haste back to 579
make haste down to 111
make haste home to 147
make haste into the 204
make haste lest the 55
make haste unto me 855
make haste unto the 53
make havoc among the 548
make heaven come to 129
make holes along the 99
make holes into the 129
make homes upon the 99
make honey from the 256
make horny eyes no 43
make human beings as 212
make human beings in 415
make human beings of 181
make human beings so 167
make human beings the 222
make human beings to 57
make human life as 282
make human life in 103
make human life on 151
make human life so 202
make human life the 125
make input into the 87
make items such as 438
make japan give up 55
make japan into an 44
make jason think the 43
make jelly from the 61
make jesus into an 55
make jesus lord of 221
make jesus their king 175
make jokes when he 48
make jokes when the 41
make known among the 891
make known even to 46
make known from the 45
make known here to 64
make known only to 109
make known some of 450
make known there the 114
make known those of 45
make known unto me 3293
make known unto the 831
make known unto us 355
make known what he 719
make known what is 2202
make known what it 206
make known what the 859
make known what we 218
make large areas of 284
make large bets on 55
make large cuts in 260
make large sums by 187
make large sums of 1605
make learning lots of 46
make learning part of 150
make legal what is 53
make legal what the 53
make light even of 86
make light work of 1215
make loans from the 327
make loans only if 73
make loans only in 75
make loans only on 277
make loans only to 631
make loans upon the 455
make luigi take the 48
make major cuts in 456
make major leaps in 62
make marks along the 47
make marks upon the 87
make meanings from the 55
make merry among the 47
make merry during the 67
make merry over it 354
make merry over my 126
make merry over the 2118
make merry till the 45
make merry when the 104
make money along the 62
make money during the 618
make money even at 51
make money even if 352
make money even in 115
make money even on 46
make money fast by 55
make money fast in 40
make money from an 231
make money from it 6495
make money from me 41
make money from my 234
make money from the 12621
make money from us 52
make money here in 74
make money into the 41
make money just as 322
make money just by 205
make money just to 60
make money like the 116
make money must be 41
make money only by 202
make money only if 293
