bad father 47 bag seeds 48
but could 53 but could 77
but point 151 but point 131
but would 44 but risen 46
but spain 61 but loathing 88
but rather 41 but could 49
but known 55 but given 47
but since 43 but shall 50
but risky 47 but blind 524
but bother 142 but cause 182
but change 48 but deter 638
but imply 71 but prove 62
but stand 44 but touch 53
but worry 113 but might 45
but reason 89 but would 159
but about 77 but again 47
but stash 467 but again 50
but about 59 but about 93
but badly 52 but right 58
but acted 48 but night 81
but aside 49 but aside 55
but aside 62 but right 179
but anything 40 but allow 227
but appear 151 but blame 58
but blind 186 but bother 46
but carry 50 but cause 131
but change 99 but claim 60
but count 46 but cross 50
but deter 75 but enter 60
but force 94 but limit 50
but occur 53 but serve 55
but stand 66 but touch 107
but worry 79 but waved 44
but place 57 but would 62
but maybe 64 but could 514
but might 189 but ought 44
but would 223 but could 43
but hours 41 but quite 48
but never 42 but never 56
but never 52 but never 75
but found 59 but never 46
but small 55 but found 53
but risen 146 but since 60
but based 48 but later 102
but never 79 but still 94
but above 45 but never 46
but above 95 but never 46
but grown 45 but risen 47
but since 84 but later 124
but never 75 but would 50
but never 73 but never 41
but still 67 but found 52
but never 119 but drawn 47
but allow 56 but alter 72
but apply 62 but blind 1054
but bother 70 but cause 604
but change 45 but cloud 48
but create 76 but delay 120
but deter 1036 but imply 280
but limit 41 but occur 219
but prove 112 but serve 52
but stand 42 but tempt 63
but worry 77 but found 53
but never 43 but found 63
but small 48 but known 73
but seven 61 but worthy 49
but thinking 48 but which 92
but could 66 but might 213
but would 397 but would 100
but might 50 but would 151
but might 40 but would 87
but people 45 but beaten 47
but hanged 59 but taken 79
but thrown 47 but guard 205
but others 65 but grace 42
but after 44 but after 58
but again 208 but after 46
but again 68 but after 40
but borne 56 but thrown 60
but deadly 41 but fever 41
but blood 54 but could 49
but dress 95 but could 50
but people 62 but every 43
but bother 62 but abuse 55
but bother 43 but boast 128
but throwing 49 but jeers 163
but books 85 but power 90
but fasting 92 but teaching 201
but touch 143 but about 59
but about 70 but allow 350
but blame 114 but bother 44
but carry 41 but change 71
but count 268 but drink 140
but enter 42 but force 48
but judge 82 but limit 88
but really 80 but spend 117
but start 64 but trust 79
but waste 79 but worry 370
but write 95 but could 72
but would 50 buy bonds 41
