bacteria reported 47 bacteria isolated 46
because detailed 100 because directly 342
because disposed 74 because dramatic 72
because educated 362 because emotional 137
because explicit 55 because flexible 651
because frequent 206 because fruitful 65
because helpless 51 because ignorant 57
because immediate 101 because inclined 324
because injurious 71 because involved 399
because isolated 105 because numerous 920
because obedient 58 because obviously 79
because oriented 72 because original 73
because permeable 53 because personal 281
because portable 44 because powerful 641
because prolific 129 because properly 62
because realistic 140 because recently 57
because relevant 165 because religious 187
because remarked 50 because satisfying 50
because skillful 70 because specific 610
because suitable 231 because talented 50
because tolerant 127 because valuable 176
because vigorous 55 because virtuous 102
because volatile 48 because affected 106
because commonly 258 because directly 130
because esteemed 43 because numerous 66
because relevant 99 because suitable 70
because valuable 57 because children 67
because intended 58 because partially 283
because possible 50 because required 73
because slightly 168 because attention 80
because subjects 40 because powerful 107
because children 274 because accurate 44
because beautiful 67 because commonly 66
because dangerous 42 because delicate 91
because flexible 63 because frequent 41
because numerous 172 because personal 40
because powerful 93 because profound 48
because specific 167 because unlikely 63
because unstable 58 because valuable 85
because adjusted 43 because designed 54
because educated 122 because grounded 81
because informed 276 because intended 46
because prepared 48 because supplied 48
because children 122 because memories 58
because decisions 52 because bernardo 67
because children 85 because husbands 45
because attention 52 because doublets 71
because accepted 128 because acquired 125
because admitted 111 because affected 70
because approved 88 because arrested 221
because assigned 252 because attacked 173
because banished 55 because baptized 385
because betrayed 137 because borrowed 46
because captured 175 because composed 63
because confined 61 because critical 44
because deceived 248 because declared 114
because deported 50 because deprived 674
because deserted 45 because designed 191
because detained 46 because diagnosed 62
because directed 86 because discussing 45
because educated 263 because employed 145
because excluded 358 because expelled 183
because extorted 112 because forcibly 56
because harassed 59 because imported 73
because included 86 because infected 75
because informed 361 because initiated 75
because inspired 73 because invented 61
because involved 470 because isolated 72
because mentioned 55 because mistaken 46
because murdered 45 because notified 54
because observed 73 because obtained 307
because occupied 65 because offended 43
because ordained 74 because polluted 42
because practicing 42 because preceded 80
because prepared 198 because produced 105
because promised 582 because promoted 61
because properly 49 because provided 72
because provoked 44 because punished 51
because received 144 because recently 82
because referred 47 because rejected 200
because relieved 43 because rendered 98
because replaced 94 because reported 109
because required 95 because schooled 40
because selected 231 because severely 65
because sexually 69 because specially 61
because stripped 78 because summoned 112
because supplied 60 because threatened 239
because tortured 44 because unjustly 63
because uprooted 68 because satchels 41
because councils 50 because finished 105
because received 84 because returned 47
because interest 130 because children 54
because children 74 because education 58
because recently 218 because scruples 64
because frequent 47 because children 131
because acquired 41 because believed 49
because multiple 40 because received 58
because suffered 53 because describe 72
because excluded 46 because identify 46
because indicate 74 because provided 79
because attention 197 because emphasis 46
because surprising 42 because children 81
because augustus 83 because declared 91
because children 71 because observed 68
because unmarked 57 because beautiful 76
because numerous 62 because powerful 55
because attention 65 because multiple 107
because whatever 42 because homework 42
because yourself 298 because judgment 205
becomes luminous 59 bedroom assigned 55
bedroom occupied 40 bedroom prepared 89
beggary licensed 245 beginning essential 55
beguile speeches 59 behavior examined 54
behavior observed 358 behavior reported 199
behavior observed 56 behavior acquired 66
behavior followed 58 behavior observed 478
behavior punished 50 behavior reported 79
behavior rewarded 86 behavior selected 43
behavior occurred 42 behavior occurred 49
behavior observed 82 behavior observed 114
beliefs practice 77 beliefs forebears 104
believe practice 104 believe creatures 75
believe problems 75 believe students 46
believe troubles 478 believe creatures 40
believe problems 70 believe questions 65
believe variations 45 believe physical 206
believe christian 215 believe begrudge 42
believe intended 49 believe continue 81
believe overlook 52 believe preserve 83
believe authority 69 believe happened 45
believe decisions 40 believe continue 110
believe absolute 116 believe achieved 385
believe acquired 127 believe actually 233
believe adequate 65 believe attained 232
believe detected 93 believe evidence 166
believe improved 90 believe increased 52
believe invented 48 believe isolated 43
believe mastered 77 believe observed 89
believe obtained 171 believe occurred 45
believe outgrown 96 believe overcome 51
believe perished 50 believe personal 59
believe produced 86 believe provided 82
believe received 463 believe returned 54
believe suffered 303 believe continue 51
believe maintain 79 believe actually 649
believe actuated 89 believe attacked 53
believe attended 58 believe benefiting 63
believe betrayed 272 believe composed 117
believe deceived 43 believe designed 65
believe destined 141 believe dictated 44
believe discussing 44 believe entirely 188
believe entitled 279 believe executed 78
believe ignorant 85 believe imported 52
believe innocent 72 believe inspired 130
believe intended 440 believe invented 47
believe involved 115 believe mistaken 127
believe occupied 44 believe performing 47
believe phantoms 53 believe prepared 109
believe probably 123 believe produced 140
believe purchasing 43 believe regarded 57
believe rejected 41 believe required 89
believe seriously 103 believe sexually 62
believe somewhat 41 believe specially 55
believe threatened 41 believe witnessing 89
believe actually 82 believe continue 851
believe disappear 58 believe populate 54
believe probably 43 believe contains 99
believe presents 54 believe provides 160
believe presents 134 believe continue 265
believe attention 288 believe emphasis 716
believe achieved 61 believe actually 75
believe attained 55 believe captured 46
believe forgiven 64 believe received 2338
believe suffered 99 believe happened 40
believe actually 91 believe directly 52
believe elevated 48 believe involved 47
believe actually 56 believe continue 178
believe discover 47 believe remember 45
believe suddenly 48 believe progress 62
believe burdened 91 believe reprinting 176
believe betrayed 43 believe otherwise 88
believe deserved 57 believe attached 42
believing achieved 45 believing migrated 89
believing received 55 believing actually 163
believing attacked 84 believing entitled 120
believing intended 78 believing performing 49
believing witnessing 43 believing continue 59
believing received 56 believing betrayed 47
belonged preceded 44 benefit bestowed 56
benefit children 108 benefit families 115
benefit confined 140 benefit business 42
benefit children 104 beseech infinite 55
besides mischief 54 between variables 107
between subjects 76 between students 59
between children 790 between students 169
between subjects 125 between cameroon 112
between concerning 105 between falkland 51
between increased 324 between occurred 68
between pakistan 5526 between remained 217
between resulted 65 between problems 45
between transfer 2662 between children 67
between colonies 187 between hamilton 56
between aberdeen 56 between children 140
between creatures 62 between laborers 50
between officers 42 between innocent 42
between children 62 between daughter 104
between daughter 73 between powerful 51
between sexually 66 between climates 58
between elements 71 between junctions 242
between surfaces 63 between powerful 41
between powerful 68 between subjects 896
between altitude 55 between politics 62
between potential 54 between pressure 259
between velocity 41 between creatures 373
between primates 378 between creatures 79
between children 266 between families 74
between physical 54 between pursuits 52
between governed 81 between property 108
between december 50 between february 52
between november 89 between saturday 46
between numbered 119 between patients 50
between subjects 84 between children 65
between hectares 120 between children 104
between hectares 41 between children 210
between hectares 122 between children 51
between happened 46 between branches 55
between children 169 between christian 107
between citizens 91 between developing 91
between elements 69 between families 46
between religious 49 between students 99
between variables 80 between american 337
between audience 217 between children 2004
between christian 445 between citizens 48
between colonies 85 between comrades 108
between daughter 100 between employer 541
between employes 66 between families 631
between habitual 49 between homeland 81
between husbands 512 between immediate 163
between inferiors 109 between intended 391
between japanese 72 between laborers 48
between landlord 52 between managers 72
between minister 95 between mistress 75
between offended 55 between officers 274
between opposite 49 between original 99
between partners 244 between patients 488
between physical 133 between pleasures 142
between potential 157 between powerful 64
between pursuers 850 between relations 173
between relative 137 between religious 77
between servants 151 between students 381
between subjects 848 between superiors 296
between supposed 146 between tenantry 56
between ultimate 66 between visitors 73
between relative 83 between apparent 108
between distance 54 between adjusted 78
between possible 110 between produced 63
between resolved 99 between strained 321
between observed 88 between resolved 43
between produced 49 between fostered 49
between apparent 68 between chapters 49
between families 42 between projects 49
between relations 66 between execution 76
between children 71 between hectares 132
between children 247 between hectares 74
between students 44 between children 336
between divisions 51 between hectares 42
between neutrons 97 between quarters 59
between standard 307 between attacker 111
between attorney 200 between audience 3132
between business 347 between children 1301
between chimeras 46 between colleague 107
between companion 129 between computer 557
between creditor 50 between customer 601
between daughter 605 between employee 158
between employer 1029 between favorite 49
between healthcare 47 between immediate 93
between intended 185 between landlord 212
between listener 102 between neighbor 353
between officers 82 between opponent 949
between partners 179 between patients 159
between personal 46 between physician 647
between potential 274 between prospect 234
between provider 68 between relative 125
between roommate 106 between snugness 69
between students 905 between subjects 200
between superiors 52 between supplier 65
between sweetheart 64 between teenager 251
between therapist 251 between youngster 43
betwixt redeemer 52 betwixt reverend 93
betwixt armstrong 56 biggest happened 63
bishops banished 245 bishops deprived 164
bishops expelled 61 bishops invested 48
bishops ordained 81 bishops summoned 146
blended ordinary 55 blessed uncommon 87
blessed children 112 blessed children 55
blessed felicity 64 blessings bestowed 125
blessings promised 46 blessings showered 58
blessings received 80 blessings received 92
boasted fourteen 48 boldest ventured 69
boldest ventured 56 borrowing contempt 43
bravely stalwart 123 bravery achieved 53
bravest soldiers 76 breached relevant 65
brethren entitled 65 briskly backward 84
brought confusion 63 brought yourself 52
brought purposes 58 brought children 70
brought mouthfuls 138 brought scottish 61
brought iniquity 215 brought decisive 73
brought ferocity 50 brought explicit 59
brought entitled 40 brought doctrine 51
brought ceremony 160 brought clearness 270
brought emphasis 49 brought children 54
brought families 84 brought agreeable 69
brought florence 72 brought portugal 46
brought scotland 71 brought washington 48
brought children 77 brought australia 58
brought babylonia 65 brought barbados 53
brought brittany 69 brought brussels 106
brought calcutta 43 brought catalonia 45
brought flanders 65 brought florence 191
brought kentucky 87 brought normandy 302
brought portugal 80 brought scotland 509
brought washington 263 brought politics 172
brought separate 42 brought unfitted 92
brought australia 48 brought babylonia 45
brought flanders 44 brought normandy 44
brought scotland 191 brought articles 40
brought problems 52 brought valuable 52
brought valuable 51 brought moderate 41
brought children 43 brought cultural 120
brought daughter 48 brought domestic 45
brought enmities 51 brought families 381
brought favorite 50 brought languages 96
brought military 42 brought personal 68
brought religions 53 brought religious 249
brought servants 50 brought tradition 44
buildings property 63 buildings purposes 127
buildings designed 68 buildings occupied 123
