babies for 50 backed was 184
building has 40 building has 60
building was 48 building her 79
building was 83 building our 44
building had 107 bundle head 183
bundle bed 40 burden can 41
burials this 118 buried earth 332
buried earth 215 buried earth 731
buried had 65 buried each 47
buried her 81 buried his 40
burned was 57 burned was 143
burned war 87 burner gas 82
bushes had 71 bushes his 181
bushes had 65 bushes cat 47
butler put 60 button you 280
buyers buy 76 buyers pay 693
