oars were disembarked on 61
only such propositions as 376
only such publications as 330
only such punishments as 158
only such remuneration as 62
only such restrictions as 830
only such restrictions on 54
only such stipulations as 49
only such territories as 42
only such transactions as 302
only sure instruments of 98
only their contribution to 163
only their descendants in 91
only their differences in 57
only their differences of 45
only their distribution in 43
only their imaginations to 52
only their involvement in 43
only their opportunity of 42
only their performance in 41
only their relationship to 244
only their understanding of 252
only these differences in 49
only these differences of 70
only these impediments to 42
only those accompanied by 56
only those adjustments of 81
only those applications of 53
only those combinations in 59
only those combinations of 502
only those commodities in 54
only those corresponding to 463
only those declarations or 60
only those departments of 72
only those descendants of 73
only those descriptions of 40
only those differences in 101
only those differences of 67
only those distinctions of 57
only those established by 87
only those experienced in 138
only those experiences of 64
only those experiments in 169
only those explanations of 41
only those frequencies in 80
only those frequencies of 60
only those individuals at 64
only those individuals in 354
only those individuals of 158
only those individuals on 44
only those individuals or 210
only those individuals to 107
only those inhabitants of 61
only those institutions of 45
only those observations in 64
only those occurrences of 146
only those participating in 198
only those predestined to 55
only those predisposed to 51
only those propositions in 50
only those recommended by 176
only those represented by 107
only those represented in 68
only those restrictions on 116
only those susceptible to 43
only those territories in 55
only those transactions in 185
only those transactions to 60
only three applications of 158
only three chromosomes in 47
only three combinations of 345
only three communities in 126
only three competitors in 45
only three congregations in 89
only three departments of 196
only three descriptions of 81
only three discoveries in 87
only three explanations of 45
only three individuals in 422
only three individuals of 208
only three institutions in 159
only three institutions of 192
only three manuscripts of 230
only three measurements of 84
only three millionaires in 98
only three missionaries in 61
only three observations of 76
only three occurrences in 130
only three occurrences of 632
only three photographs of 85
only three republicans in 85
only three respondents in 46
only tiny percentages of 138
only true alternative to 475
only true aristocracy is 43
only true construction of 44
only true descendants of 193
only true development of 41
only true fulfillment of 90
only true interpreter of 696
only true philosopher is 87
only true republicans in 55
only true republicans of 105
only true understanding of 245
only trying desperately to 40
only upon authorization by 164
only upon authorization of 248
only upon concurrence of 52
only upon confirmation by 59
only upon confirmation of 45
only upon consummation of 105
only upon differences in 103
only upon fulfillment of 142
only upon notification by 59
only upon notification to 47
only upon observations of 44
only upon performance of 131
only upon presentation of 1193
only upon presentation to 73
only upon ratification by 172
only upon registration of 53
only upon satisfaction of 168
only used extensively in 97
only used occasionally as 76
only used occasionally by 107
only used occasionally in 194
only used occasionally to 75
only very advantageous to 57
only very detrimental to 79
only very distasteful to 53
only very imperfectly be 57
only very imperfectly by 115
only very imperfectly in 118
only very imperfectly or 94
only very imperfectly the 213
only very imperfectly to 166
only very occasionally as 142
only very occasionally at 81
only very occasionally be 97
only very occasionally by 141
only very occasionally do 197
only very occasionally in 646
only very occasionally is 169
only very occasionally of 44
only very occasionally on 55
only very occasionally or 43
only very occasionally the 80
only very occasionally to 210
only very reluctantly to 65
only very secondarily in 55
only very selectively in 43
only very susceptible to 45
only want opportunity to 76
only well established in 139
only well represented in 90
only went occasionally to 53
only were established in 41
only were represented by 48
only were represented in 101
only what agnosticism is 43
only what constitutes the 115
only what contributed to 45
only what contributes to 169
only what corresponds to 374
only what distinguishes the 55
only when accompanied by 5985
only when adjudication is 60
only when agriculture is 74
only when anticipated as 71
only when appropriated by 44
only when christianity is 68
only when combinations of 56
only when compensation is 89
only when complicated by 96
only when conformable to 52
only when consecrated by 66
only when constrained by 185
only when constrained to 54
only when contemplating the 43
only when controversy is 41
only when credibility is 171
only when development in 80
only when development is 98
only when differences in 151
only when differences of 103
only when distributed to 65
only when electricity is 112
only when enlightened by 53
only when equilibrium is 112
only when established by 73
only when established in 49
only when experienced in 52
only when exploitation of 57
only when illuminated by 171
only when implemented by 63
only when implemented in 42
only when individuals go 99
only when individuals in 84
only when individuals of 42
only when individuals or 95
only when inflammation is 40
only when inheritance is 40
only when insurrection or 60
only when intercourse is 89
only when interpreted as 196
only when interpreted by 146
only when interpreted in 478
only when interrupted by 66
only when intervention is 69
only when investigating the 40
only when jurisdiction is 42
only when merchandise is 45
only when opportunity is 115
only when overpowered by 56
only when overwhelmed by 91
only when participating in 102
only when performance is 201
only when perpetrated by 45
only when recommended by 274
only when represented as 43
only when represented by 42
only when represented in 89
only when reproduction is 57
only when satisfaction is 44
only when sensibility is 105
only when subordinate to 47
only when temperature is 151
only when transferred to 115
only when transformed by 62
only when transmitted by 48
only when uncertainty is 45
only when understanding is 55
only when unsolicited by 115
only wide differences in 45
only will differences in 41
only work effectively if 504
only work effectively in 122
only work effectively on 46
only work efficiently if 179
only work efficiently in 107
only your instruments of 83
only your understanding of 192
only youth organization in 41
onto other individuals or 56
onto their understanding of 62
open pipe corresponding to 47
open pore conformation of 58
open some possibility of 114
open their dictionaries to 45
open their fellowships to 155
open their imaginations to 145
open their memberships to 83
open their territories to 221
open their understanding to 147
open your understanding of 89
open your understanding to 230
oral iron preparations is 59
oral reading performance in 52
oral reading performance is 52
oral reading performance of 155
oral reading performance on 63
other acts destructive of 42
other acts detrimental to 81
other arab governments in 129
other arab governments to 204
other arab territories by 52
other arab territories in 51
other areas represented in 45
other areas susceptible to 115
other asian communities in 89
other asian governments to 60
other bare necessities of 153
other beings participate in 42
other body constituted by 111
other body established by 245
other body independent of 100
other body measurements in 42
other bony prominences of 72
other case corresponds to 53
other cash equivalents in 128
other city departments as 99
other city departments in 135
other city departments or 72
other city departments to 111
other city magistrates to 56
other debt instruments in 126
other debt instruments of 138
other debt instruments or 57
other debt instruments to 95
other deed restrictions or 103
other dues recoverable as 60
other early applications of 45
other early chroniclers of 43
other early descriptions of 130
other early discoverers of 41
other early experiences of 41
other early experiments in 101
other early inhabitants of 212
other early manuscripts of 54
other early missionaries of 41
other early missionaries to 46
other early publications of 41
other early settlements in 135
other early settlements of 62
other early translations of 51
other fact descriptive of 72
other fact established by 43
other faith communities as 44
other faith communities in 200
other faith communities to 74
other farm commodities to 47
other filth accumulated in 48
other fine miscarriages to 40
other fine restaurants in 49
other fire departments in 46
other food commodities in 41
other four occurrences of 46
other free communities of 45
other free governments of 62
other free inhabitants of 169
other free institutions of 49
other from participating in 42
other from reciprocity of 202
other gene frequencies in 102
other good institutions of 67
other good restaurants in 63
other great achievement in 40
other great achievement of 280
other great aggregations of 45
other great benefactors of 212
other great civilization of 144
other great communities of 48
other great contribution of 86
other great contribution to 410
other great contributor to 55
other great controversy of 47
other great corporations in 58
other great departments of 662
other great development in 63
other great development of 52
other great differences to 48
other great dignitaries of 197
other great discoveries in 82
other great discoveries of 119
other great enterprises in 107
other great enterprises of 120
other great gentlefolks of 76
other great governments of 47
other great individuals as 68
other great institutions of 287
other great instruments of 47
other great masterpiece of 84
other great missionaries of 62
other great monasteries in 45
other great monasteries of 93
other great naturalists of 44
other great philosopher of 122
other great preoccupation of 53
other great proprietors in 154
other great proprietors of 48
other great protagonist of 53
other great transactions of 61
other great tributaries of 115
other half constitutes the 57
other half distributed to 49
other half occasionally by 119
other half represented the 102
other hand accelerates the 41
other hand constitutes the 44
other hand contributed to 86
other hand contributes to 67
other hand corresponds to 182
other hand development of 67
other hand differences in 108
other hand fulfillment of 45
other hand illustrates the 70
other hand intensifies the 58
other hand manipulates the 136
other hand measurements of 72
other hand represented the 138
other hand represented to 47
other hand respectable as 41
other hand substitution of 46
other have contributed to 136
other have emasculated the 45
other health departments in 53
other health disciplines in 44
other health disciplines to 55
other health impairments or 57
other health institutions in 75
other health professional as 44
other health professional in 123
other health professional is 112
other health professional or 61
other health professional to 265
other high dignitaries at 54
other high dignitaries in 75
other high dignitaries of 836
other high dignitaries to 61
other high institutions of 49
other ideas corresponding to 53
other into annihilation at 55
other land transactions in 42
other laws established by 44
other leading businessmen in 51
other leading competitors on 49
other leading dignitaries of 41
other leading inhabitants of 86
other leading institutions in 66
other leading institutions of 137
other leading republicans in 63
other leading republicans of 41
other life experiences as 40
other life experiences in 48
other life experiences of 110
other life experiences to 66
other like individuals in 72
other like institutions in 76
other like instruments of 44
other like obstructions to 114
other like particulars be 53
other living arrangements as 143
other living arrangements in 55
other living descendants of 50
other living inhabitants of 73
other main alternative is 79
other main alternative to 68
other main consequence of 86
other main constituent of 174
other main contribution of 58
other main contribution to 146
other main contributor to 103
other main departments of 71
other main determinant of 119
other main development in 93
other main development of 49
other main institutions of 46
other main participant in 43
other main possibility is 79
other main preoccupation of 44
other main protagonist in 44
other main requirement is 58
other main tributaries of 47
other male descendants of 121
other male inhabitants of 93
other male progenitors in 312
other means independent of 57
other means recommended by 51
other means recommended in 58
other means subservient to 48
other mining communities in 80
other mining enterprises in 55
other mining settlements in 44
other mood stabilizers in 88
other more conformable to 51
other more effectively in 47
other must necessarily be 996
other news organization in 91
other oaths substituted by 47
other oaths unnecessary at 79
other over differences in 44
other part constitutes the 45
other peaks corresponding to 63
other pious perquisites by 71
other poets represented in 60
other poor communities in 45
other poor inhabitants of 103
other rich commodities of 225
other rising settlements on 71
other rude instruments of 164
other rule permissible to 61
other side corresponding to 48
other side corresponds to 43
other side represented by 49
other side represented the 98
other single achievement of 42
other single contribution to 69
other single development in 164
other single organization in 136
other such combinations of 70
other such communities in 134
other such corporations or 71
other such descriptions of 52
other such differences in 63
other such emancipator of 54
other such enterprises in 52
other such experiences in 53
other such experiments in 51
other such impediments to 136
other such institutions as 110
other such institutions in 292
other such institutions of 73
other such institutions to 78
other such instruments in 47
other such instruments of 170
other such instruments to 75
other such necessaries of 49
other such necessities of 48
other such occurrences in 73
other such occurrences of 40
other such restrictions on 45
other such settlements in 50
other such subdivisions of 58
other sums appropriated by 63
other their experiences in 46
other their experiences of 62
other their instruments of 98
other their understanding of 76
other three combinations of 201
other three departments of 57
other three governments of 50
other three governments to 43
other three occurrences of 99
other time experienced an 52
other uses detrimental to 54
other ways contributed to 370
other ways contributes to 78
other ways facilitated the 51
other ways independent of 45
other ways participate in 88
other ways reminiscent of 43
other wild declarations of 66
other wild inhabitants of 106
other will necessarily be 224
other wind instruments in 109
other wind instruments is 48
other wind instruments of 65
other wind instruments to 50
other winged inhabitants of 79
other work constructed or 65
other work preparatory to 65
other young adventurers in 60
other young aristocrats of 48
other young promenaders in 106
ours must necessarily be 98
over aerial photographs of 74
over areas corresponding to 57
over bony prominences as 113
over bony prominences by 42
over bony prominences in 271
over bony prominences is 156
over bony prominences of 487
over bony prominences on 267
over bony prominences or 926
over bony prominences to 246
over from agriculture as 43
over from agriculture to 193
over from christianity to 100
over from connecticut to 120
over from construction of 147
over from conventional to 61
over from distribution to 136
over from headquarters to 42
over from philadelphia to 346
over from subsistence to 58
over from switzerland to 131
over from transmission to 53
over from westminster to 42
over into christianity as 107
over into christianity in 47
over into descriptions of 47
over into differences in 56
over land development in 47
over land development is 46
over land distribution in 42
over many competitors in 177
over many departments of 149
over many transactions in 229
over more comfortably at 75
over other combinations of 41
over other commodities in 106
over other communities in 102
over other communities of 141
over other competitors in 144
over other democracies is 46
over other departments in 64
over other departments of 372
over other descriptions of 81
over other individuals in 136
over other individuals of 165
over other individuals or 157
over other inhabitants of 62
over other institutions in 184
over other institutions of 87
over other instruments in 41
over other instruments of 113
over other preparations of 47
over other territories in 59
over past experiences in 65
over some disputations in 95
over some distribution of 50
over some instructions or 43
over some photographs of 189
over such adversaries as 57
over such commodities as 102
over such competitors as 68
over such departments as 41
over such departments of 70
over such differences as 43
over such differences in 123
over such institutions as 125
over such publications as 94
over such territories as 258
over such trivialities as 113
over their abandonment of 53
over their adversaries by 80
over their adversaries in 470
over their antagonists in 50
over their commitments to 43
over their competitors as 130
over their competitors by 849
over their competitors if 42
over their competitors in 2537
over their competitors is 94
over their competitors on 48
over their competitors or 67
over their congregations in 133
over their consciences to 87
over their contribution to 256
over their conversation in 114
over their descriptions of 51
over their differences at 49
over their differences by 87
over their differences in 580
over their differences of 129
over their differences on 103
over their differences to 88
over their discontents in 171
over their discoveries to 120
over their distribution to 128
over their environment as 263
over their environment by 196
over their environment in 139
over their environment is 253
over their environment or 245
over their environment to 97
over their expectations of 55
over their experiences as 87
over their experiences in 175
over their experiences of 146
over their inheritance to 118
over their instruments of 109
over their instruments or 92
over their investments in 184
over their involvement in 658
over their misfortunes in 55
over their performance as 101
over their performance in 134
over their performance of 60
over their relationship to 297
over their resignations to 48
over their sovereignty to 158
over their territories as 171
over their territories by 77
over their territories in 177
over their territories on 45
over their territories or 52
over their territories to 249
over their understanding of 479
over their unwillingness to 101
over these differences by 118
over these differences in 170
over these differences of 42
over these enterprises is 44
over these institutions by 98
over these institutions in 59
over these institutions is 103
over these institutions to 63
over these territories as 152
over these territories by 41
over these territories in 237
over these territories is 57
over these territories or 244
over these territories to 283
over these transactions if 49
over those corresponding to 47
over those established by 73
over those established in 41
over those experienced in 43
over those subordinate to 100
over those territories by 98
over those territories in 114
over those territories to 41
over time accompanied by 41
over time complicates the 40
over time constitutes the 46
over time contributed to 346
over time contributes to 290
over time corresponding to 162
over time corresponds to 499
over time illustrates the 126
over time independent of 365
over time transformed the 42
over vast territories by 41
over vast territories in 666
over vast territories of 339
over vast territories on 43
over vast territories to 42
over very attentively he 46
over were interviewed in 127
over what constituted an 495
over what constituted the 1291
over what constitutes an 1923
over what constitutes the 3542
over whom jurisdiction is 119
over wide territories in 57
over your competitors in 57
over your experiences in 49
owed their advancement in 142
owed their advancement to 979
owed their appointment to 1193
owed their christianity to 172
owed their citizenship to 84
owed their civilization to 125
owed their construction to 75
owed their continuance in 50
owed their deliverance to 300
owed their development in 75
owed their development to 442
owed their emancipation to 121
owed their introduction to 325
owed their livelihoods to 206
owed their maintenance to 44
owed their misfortunes to 84
owed their opportunity to 70
owed their organization to 40
owed their preeminence to 57
owed their preservation in 90
owed their preservation to 1118
owed their resurrection to 46
owed their sovereignty to 50
owed their subsistence to 51
oxen were slaughtered in 48
