oaken sword between the 118
offer moral support as 43
offer moral support to 446
offer night courses in 81
offer price exceeds the 159
offer scant comfort to 90
offer short courses in 685
offer short courses of 176
offer short courses on 368
offer short courses or 49
offer short courses to 51
offer small amounts of 314
offer small comfort to 69
offer small portions of 78
offer social support to 301
offer solid support to 42
offer strong support in 44
offer strong support to 945
offer sweet incense to 171
offer varying amounts of 311
offer varying degrees of 3344
offer which appealed to 43
offer which appeared to 103
offer which relates to 169
offer would increase the 88
often about matters of 71
often above alluded to 49
often above average in 123
often acted according to 116
often acted against the 165
often acted together in 93
often added together to 41
often after decades of 58
often after removal of 50
often again tempted to 51
often allow herself to 288
often allow himself to 273
often alone suffice to 45
often alone together in 45
often amuse himself by 111
often amusing account of 197
often appear between the 199
often appear similar in 42
often appear similar to 229
often appear superior to 48
often appear together as 213
often appear together in 724
often appear together on 76
often appear unaware of 81
often appear unwilling to 82
often apply equally to 81
often apply himself to 55
often argue against the 161
often arise because of 1205
often arise because the 483
often arise between the 750
often arise regarding the 219
often arising between the 69
often arose because of 127
often arose because the 59
often arose between the 438
often arose between us 42
often asked herself if 132
often asked herself the 109
often asked himself if 195
often asked himself in 65
often asked himself the 210
often asked question in 210
often asked question is 663
often asked question of 167
often asked regarding the 110
often avail himself of 219
often badly damaged by 114
often badly injured by 52
often based largely on 311
often based outside the 59
often below average in 77
often biased against the 139
often biased because of 65
often biased towards the 97
often blend together in 53
often blind devotion to 55
often borne witness to 144
often bound together by 1040
often bound together in 250
often bound together to 78
often built according to 99
often built against the 101
often built between the 46
often built outside the 54
often calls himself the 55
often carry reports of 51
often carry stories of 68
often carve figures on 239
often casting glances of 52
often cause parents to 80
often cause teachers to 56
often cause trouble by 74
often cause trouble in 224
often cause trouble to 53
often change according to 124
often change because of 80
often change between the 50
often change depending on 90
often change rapidly in 40
often cited against the 128
often cited because it 97
often cited because of 150
often cited benefit of 52
often cited example in 55
often cited example is 609
often cited example of 1393
often cited include the 142
often cited passage in 80
often cited passage of 75
often cited problem of 41
often cited sources of 65
often cited studies of 67
often close friends of 42
often close together in 60
often comes between the 95
often comes wrapped in 55
often costing millions of 92
often cried herself to 218
often cried himself to 96
often crowd together in 43
often crude culture it 51
often cruel behavior of 47
often dined together at 229
often dined together in 128
often drawn between an 68
often drawn between the 1812
often drawn together by 149
often drawn together in 60
often drawn together on 42
often drawn towards the 95
often drove members of 53
often either delayed or 43
often either ignored or 1133
often either omitted or 65
often either unaware of 67
often either unknown or 106
often either unwilling or 74
often enjoy listening to 50
often exert himself to 41
often exist because of 125
often exist between the 1041
often exist outside the 74
often exist together in 139
often fails because he 91
often fails because it 434
often fails because of 567
often fails because the 463
often fails because we 43
often fails utterly to 41
often falls between the 196
often falls outside of 56
often falls outside the 202
often fatal attacks of 47
often fatal because it 57
often fatal because of 206
often fatal because the 80
often fatal diseases in 40
often fatal diseases of 55
often fatal effects of 164
often fatal illness in 44
often fatal mistake of 47
often fatal results of 63
often feared because of 61
often feels himself in 49
often feels himself to 210
often feels obliged to 226
often feels tempted to 107
often feels trapped in 50
often fight against the 132
often finding himself in 152
often finding shelter in 62
often finds comfort in 44
often finds herself at 98
often finds herself in 635
often finds herself on 48
often finds herself the 46
often finds himself as 43
often finds himself at 462
often finds himself in 5648
often finds himself on 162
often finds himself or 219
often finds himself so 40
often finds himself the 142
often finds members of 61
often finds occasion to 129
often finds oneself in 80
often finds pleasure in 76
often finds support in 55
often first appeared in 51
often first brought to 82
often first evident in 48
often first noticed as 128
often first noticed at 101
often first noticed by 193
often first noticed in 201
often first noticed on 63
often first revealed by 64
often fixed according to 41
often flock together in 41
often forms between the 161
often found affecting the 50
often found affixed to 56
often found applied to 65
often found arranged in 86
often found astride of 41
often found attacking the 43
often found because of 82
often found between the 1640
often found blended in 43
often found capable of 88
often found comfort in 190
often found engraved on 57
often found excuses to 143
often found following the 65
often found helpful in 86
often found helpful to 45
often found herself at 219
often found herself in 1810
often found herself on 97
often found herself the 108
often found himself as 110
often found himself at 972
often found himself in 7266
often found himself on 390
often found himself the 334
often found himself to 71
often found inferior to 47
often found occasion to 575
often found occupying the 113
often found outside of 229
often found outside the 479
often found painted on 71
often found perched on 90
often found planted in 44
often found pleasure in 204
often found present in 112
often found remains of 55
often found repeated in 63
often found shelter in 91
often found superior to 49
often found support in 98
often found together as 183
often found together at 78
often found together in 2359
often found together is 61
often found together on 205
often found towards the 108
often found trapped in 72
often found unequal to 43
often found unworthy of 41
often fully exposed to 48
often funny account of 43
often fused together in 75
often fused together to 57
often gather together in 146
often gather together to 106
often geared towards the 82
often girls threatening to 60
often given according to 91
often given because of 115
often given because the 60
often given occasion to 297
often given priority in 105
often given priority to 72
often given shelter to 64
often given together in 60
often given victory to 50
often gives occasion in 96
often gives occasion to 113
often gives priority to 74
often gives trouble in 59
often group together in 77
often group together to 183
often grown between the 129
often grown together in 127
often heated debates on 47
often helps clarify the 86
often helps parents to 61
often helps relieve the 57
often hired because of 72
often hotly debated in 72
often keeps persons of 60
often known locally as 297
often lacking because of 130
often lacking because the 74
often large amounts of 463
often large because of 42
often large numbers of 943
often large portions of 69
often large volumes of 52
often leaned against the 45
often leaned towards the 41
often leaves obscure in 95
often lends support to 40
often lengthy display by 50
often lengthy process of 285
often lethal effects of 49
often lived outside the 129
often lived together as 43
often lived together in 608
often lived together on 44
often looking forward to 107
often looking towards the 63
often looks askance at 40
often looks forward to 116
often looks similar to 70
often loses control of 194
often loses herself in 56
often loses himself in 403
often lower because of 62
often major factors in 106
often major sources of 218
often makes demands on 43
often makes victims of 78
often messy process of 49
often mingled together in 78
often missing because of 41
often mixed together in 436
often mixed together to 55
often moved between the 78
often moved outside the 53
often naked outline of 52
often named according to 450
often named together as 113
often noted between the 234
often occur because an 42
often occur because of 1325
often occur because the 567
often occur because we 68
often occur between the 840
often occur following the 72
often occur outside of 162
often occur outside the 224
often occur together as 322
often occur together at 43
often occur together in 1647
often occur together on 102
often occur together or 46
often occur towards the 47
often offer courses in 78
often offer courses on 50
often people attempt to 112
often people confuse the 117
often people respond to 116
often place himself in 48
often point towards the 43
often prove capable of 53
often prove confusing to 46
often prove fertile in 57
often prove harmful to 46
often prove helpful in 328
often prove helpful to 117
often prove sources of 45
often prove superior to 103
often prove unwilling or 40
often quite capable of 335
often quite complex in 165
often quite confusing to 46
often quite content to 159
often quite creative in 54
often quite evident in 76
often quite feasible to 48
often quite foreign to 212
often quite general in 66
often quite helpful in 320
often quite helpful to 285
often quite hostile to 138
often quite limited in 225
often quite opposed to 220
often quite outside the 90
often quite painful to 53
often quite prevent it 51
often quite similar in 268
often quite similar to 1100
often quite skilled at 55
often quite soluble in 40
often quite touched by 66
often quite unaided by 51
often quite unaware of 680
often quite unequal in 42
often quite unknown to 217
often quite unwilling to 56
often quite unworthy of 54
often quite useless to 57
often quite variable in 118
often quite visible in 59
often rages against the 44
often rails against the 237
often rapid increase in 58
often rated according to 145
often rather limited in 67
often rather similar in 42
often rather similar to 124
often reaching heights of 157
often reacting against the 73
often rebel against it 54
often rebel against the 309
often refer clients to 119
often refer loosely to 61
often reveal aspects of 139
often reveal details of 53
often reveal himself by 47
often risen against the 54
often rises rapidly to 66
often rises superior to 60
often roost together in 43
often ruled against the 88
often running counter to 265
often seems capable of 40
often seems content to 86
often seems foreign to 43
often seems limited to 83
often seems related to 98
often seems similar to 41
often seems unaware of 149
often seems unwilling to 52
often short because of 51
often shown between the 50
often shown himself in 47
often shown himself to 169
often shown together in 51
often shows features of 44
often shows herself to 63
often shows himself in 53
often shows himself to 244
often shows patches of 72
often sleep together in 90
often slept together in 83
often small amounts of 328
often small because of 59
often small because the 57
often small numbers of 71
often smell strongly of 49
often sound similar to 85
often speaks sharply to 77
often spell success or 52
often spend millions of 91
often spent listening to 55
often spent summers in 82
often split between the 231
often spoke against the 205
often spoke feelingly of 56
often spoke harshly of 54
often spoke harshly to 54
often spoke proudly of 80
often spoke together of 80
often stand accused of 72
often stand between the 116
often stand between us 102
often stand outside the 102
often stand together in 43
often stick together in 72
often still capable of 56
often still evident in 51
often still present in 121
often still subject to 99
often still visible in 58
often stood accused of 40
often stood against the 69
often stood between the 172
often stood opposed to 51
often stood outside the 188
often stood together in 88
often strung together in 107
often strung together to 53
often stuck together in 49
often taken account of 92
often taken against the 78
often taken because of 60
often taken control of 41
often taken lightly by 44
often taken occasion to 344
often taken outside the 78
often taken pleasure in 143
often taken together as 154
often taken together in 44
often takes account of 114
often takes control of 51
often takes courage to 165
often takes decades to 100
often takes delight in 93
often takes occasion to 148
often takes pleasure in 270
often tells stories of 50
often tends towards the 84
often thinks himself in 113
often thrown against the 60
often thrown himself in 62
often thrown together as 95
often thrown together by 42
often thrown together in 251
often times resulting in 40
often times results in 105
often today because of 64
often total absence of 47
often trust himself to 45
often turns against the 89
often under control of 98
often under penalty of 45
often urged against it 85
often urged against the 1188
often varying according to 105
often varying degrees of 80
often vexed question of 44
often views himself as 96
often vocal sanction of 158
often voted against the 238
often warns against the 49
often while listening to 87
often within minutes of 260
often within seconds of 66
often working against the 187
often working outside the 125
often working together in 182
often working together on 161
often working together to 90
often works against the 1215
often works against us 74
often works because it 87
often works because the 123
often works outside the 68
often works wonders in 131
often would attempt to 43
often woven together in 82
often write letters to 257
often wrote according to 71
often wrote letters in 49
often wrote letters of 73
often wrote letters to 606
often yield results of 42
oiled paper between the 220
olden times because of 43
olden times belonged to 65
older adult because of 149
older adult because the 46
older adult patient is 65
older child because of 117
older child because the 63
older eocene mammals of 53
older growth threatening to 66
older people according to 121
older people appeared to 87
older people attempt to 74
older people because he 58
older people because it 254
older people because of 857
older people because the 178
older people believe in 52
older people between the 75
older people depends on 91
older people include the 124
older people outside of 55
older people outside the 77
older people refused to 70
older people remaining in 85
older people respond to 193
older people retired to 55
older people returning to 70
older people started to 70
older people together in 48
older people usually do 47
older rocks exposed in 61
older rocks towards the 48
older staff members to 45
older urban centers in 53
older urban centers of 126
older views regarding the 74
older woman appeared at 46
older woman appeared in 64
older woman appeared to 74
older woman because of 63
older woman crossed the 49
older woman dressed in 400
older woman entered the 149
older woman glanced at 125
older woman glanced up 60
older woman managed to 57
older woman married to 50
older woman motioned me 75
older woman refused to 78
older woman returning to 87
older woman started to 76
older woman stopped the 52
older woman stroked the 71
older woman yielded it 60
older women appeared to 56
older women because it 50
older women because of 274
older women because the 76
older women between the 53
older women dressed in 147
older women entered the 80
older women refused to 42
older women returning to 363
older women workers in 58
olive green uniform of 71
olive grove outside the 80
olive trees against the 49
olive trees covered the 69
olive trees outside the 43
olive trees planted by 157
olive trees planted in 409
olive trees planted on 41
omens which portend the 52
omits every subject of 85
omits large portions of 57
opening angles between the 115
opening eight measures of 110
opening faced towards the 63
opening fresh sources of 56
opening large numbers of 72
opening lines contain the 43
opening lines present the 47
opening lines suggest the 186
opening local markets to 89
opening night because he 45
opening night because it 46
opening night because of 53
opening sales offices in 56
opening salvo against the 287
opening scene between the 450
opening scene depicts the 102
opening scene strikes the 41
opening trade between the 180
opening which allowed the 113
opening which appeared to 106
opening which permits the 171
opening whose conduct we 45
opening whose diameter is 161
opening world markets to 85
opens fresh sources of 57
opera house because of 57
opera house because the 40
opera house listening to 41
opium shall receive the 49
opium trade carried on 58
opium under penalty of 47
optic cable between the 130
optic cable capable of 40
optic cable related to 65
optic nerve against the 79
optic nerve anterior to 214
optic nerve atrophy in 276
optic nerve atrophy is 202
optic nerve atrophy or 93
optic nerve because of 98
optic nerve becomes the 43
optic nerve between the 271
optic nerve carries the 261
optic nerve conveys the 88
optic nerve conveys to 46
optic nerve crosses to 46
optic nerve embrace the 45
optic nerve function in 76
optic nerve function is 146
optic nerve induced by 48
optic nerve pierces it 73
optic nerve pierces the 556
optic nerve resulting in 160
optic nerve results in 393
optic nerve towards the 103
optic tract between the 112
optic tract crosses the 73
optic tract project to 50
optic tract results in 82
optic tract synapse in 88
option helps balance the 115
option later expires or 43
option often results in 42
option price depends on 205
option price divided by 81
option price exceeds the 139
option pricing formula in 155
option pricing formula is 399
option pricing formula to 225
option tells windows to 108
option value depends on 201
option which enables the 64
option which permits the 88
option which results in 65
option would consist of 79
option would include the 62
option would increase in 52
option would increase the 151
option would involve the 132
option would provide an 60
option would provide the 100
option would require an 92
option would require the 216
orange color similar to 47
orange flame against the 44
orange juice because he 53
orange juice because it 145
orange juice because of 113
orange juice because the 56
orange juice combine the 55
orange juice mixture to 90
orange juice together in 64
orange light against the 66
orange light appeared in 78
orange light emitted by 234
orange light outside the 51
orange stick wrapped in 154
orange trees outside the 50
orange trees planted by 55
orange trees planted in 186
orbit after removal of 58
orbit comes closest to 61
orbit which crosses the 49
orbit which results in 47
orbit whose diameter is 90
orbit would subtend an 74
orbit would subtend if 44
ordeal which awaited me 51
order above alluded to 114
order after decades of 95
order after receipt of 118
order apply equally to 41
order based largely on 116
order bound together by 75
order canal neurons in 148
order costs against the 257
order could provide the 48
order could somehow be 45
order either decreasing or 50
order either directing or 418
order either providing the 94
order entry process is 71
order entry systems in 145
order entry systems to 165
order exist between the 76
order falls outside the 63
order first adopted by 40
order first appeared in 111
order gives priority of 72
order grant priority in 68
order human affairs in 88
order items according to 44
order large amounts of 187
order large numbers of 414
order linear equation in 51
order linear equation is 62
order might consist of 45
order might include the 58
order might perhaps be 43
order might publish it 41
order might require the 42
order model because it 42
order often results in 44
order shall conform to 44
order shall consist of 61
order shall contain the 166
order shall control the 403
order shall entitle the 117
order shall forthwith be 773
order shall include an 78
order shall include the 148
order shall operate as 270
order shall operate to 112
order shall prevent the 78
order shall require the 333
order shall specify the 1417
order shall subject the 81
order social studies to 77
order spread rapidly in 74
order takes account of 62
order terms according to 48
order terms involving the 214
order terms results in 158
order under control of 54
order under penalty of 194
order unity depending on 56
order where everything is 191
order which according to 68
order which affects the 90
order which allowed the 172
order which amounts to 77
order which appealed to 58
order which appeared in 79
order which appeared to 203
order which applied to 53
order which applies to 111
order which assigns to 49
order which becomes the 55
order which belonged to 75
order which brought it 55
order which brought the 120
order which carried the 48
order which defines the 205
order which demands the 50
order which depends on 287
order which directs the 153
order which divides the 43
order which emerged in 113
order which enabled the 62
order which enables the 157
order which enables us 151
order which ensures the 57
order which existed at 41
order which existed in 253
order which follows the 140
order which forbade the 210
order which forbids the 124
order which governs the 601
order which granted the 68
order which happens to 72
order which informs the 53
order which inheres in 66
order which obtains in 172
order which permits the 147
order which pervade the 40
order which prevail in 125
order which protect the 63
order which recites the 402
order which reduced the 56
order which reduces the 51
order which refused to 42
order which refuses to 59
order which reigned in 405
order which reigned on 54
order which related to 78
order which relates to 1376
order which remains in 54
order which renders it 40
order which results in 442
order which secures the 54
order which violated the 40
order which violates the 78
order while retaining the 141
order whose purpose is 49
order would consist of 171
order would deprive it 41
order would destroy the 122
order would include the 98
order would increase the 147
order would involve the 100
order would occasion me 190
order would operate to 274
order would prevail in 125
order would prevent the 108
order would promote the 175
order would provide the 273
order would reflect the 46
order would replace the 68
order would require an 67
order would require the 647
order would subject the 46
order would suffice to 92
order would survive the 49
order would usually be 43
organ which carries the 113
organ which enables it 58
organ which enables me 81
organ which enables the 94
organ which enables us 121
organ which glanced at 41
organ which happens to 71
organ whose function is 1670
organ whose function it 220
organ whose purpose is 57
others about aspects of 60
others about matters of 94
others above alluded to 58
others added according to 43
others again because of 103
others again consist of 46
others again floated in 68
others again perhaps to 41
others again pointed to 42
others again pretend by 46
others apply equally to 94
others argue against it 65
others argue against the 102
others arise because of 98
others badly wounded in 40
others beaten together on 44
others bound together by 43
others bound together in 51
others change according to 50
others chase insects on 41
others copying designs of 45
others could benefit by 48
others could justify an 51
others could perform the 63
others could perhaps be 103
others could provide the 59
others could respond to 64
others could support it 57
others daily carried to 108
others drawn together by 50
others either because of 141
others either refused to 48
others either similar to 41
others first appeared in 115
others found comfort in 68
others found pleasure in 58
others found shelter in 138
others large numbers of 48
others leaned against the 398
others leaned forward to 90
others lends support to 60
others lived together in 82
others looking forward to 94
others might ascribe to 56
others might attempt to 213
others might believe it 54
others might benefit by 65
others might discern in 118
others might discuss the 41
others might dismiss as 123
others might endorse as 57
others might include the 78
others might partake of 61
others might perhaps be 146
others might question the 59
others might receive the 189
others might require the 70
others might respond to 330
others might succeed in 73
others might succumb to 42
others moved forward to 78
others moved quickly to 78
others moved towards the 126
others nearly related to 60
others never bothered to 40
others never succeed in 53
others occur because of 75
others often attempt to 44
others often depends on 50
others often promote the 40
others often results in 133
others opine according to 44
others passing between the 57
others press forward in 40
others press forward to 46
others quite peculiar to 121
others quite similar to 42
others quite unknown to 51
others rebel against the 41
others seeking answers to 42
others shall himself be 46
others shall observe the 253
others shall possess the 87
others shall receive the 61
others sided against me 50
others since allured by 46
others spoke against it 88
others spoke against the 144
others spoke together in 92
others still adhered to 91
others still because he 42
others still believe in 75
others still believe it 45
others still hastening by 67
others still persist in 52
others still refused to 100
others still remaining in 120
others still remains to 42
others still survive in 95
others still unknown to 57
others stood against the 86
others stood outside in 48
others stood outside the 113
others stood together in 57
others strong touches of 138
others under penalty of 59
others under shelter of 45
others until finally the 56
others urged congress to 48
others varying degrees of 67
others voted against it 183
others voted against the 206
others waiting outside the 117
others which absence of 52
others which according to 54
others which adorned the 46
others which appealed to 40
others which appeared in 393
others which appeared on 66
others which appeared to 311
others which attempt to 138
others which because of 48
others which belonged to 306
others which brought the 64
others which compose the 76
others which concern the 216
others which confirm the 41
others which conform to 52
others which connect the 62
others which consist in 58
others which consist of 131
others which contain no 74
others which contain the 181
others which control us 52
others which crossed the 41
others which deserve the 57
others which deserve to 147
others which destroy the 44
others which display the 53
others which equally do 64
others which exhibit the 82
others which existed in 117
others which explain the 73
others which express the 99
others which function as 52
others which include the 73
others which increase the 53
others which inhabit the 43
others which involve the 141
others which offered the 81
others which operate in 101
others which operate on 101
others which partake of 97
others which persist in 44
others which pertain to 166
others which possess the 55
others which precede it 70
others which present the 48
others which prevail in 40
others which produce in 41
others which produce the 58
others which profess to 51
others which provide the 82
others which purport to 54
others which reflect the 129
others which related to 99
others which require an 48
others which require no 55
others which require the 203
others which require to 58
others which resists the 44
others which respond to 56
others which results in 177
others which stopped at 60
others which striped the 56
others which succeed in 79
others which suggest the 99
others which support the 92
others while listening to 40
others while remaining in 62
others while retaining the 73
others whose ability to 62
others whose behavior is 192
others whose company he 66
others whose company we 53
others whose concern is 110
others whose conduct is 76
others whose culture is 45
others whose devotion to 44
others whose function is 128
others whose function it 60
others whose history is 86
others whose language is 48
others whose loyalty to 90
others whose opinions he 113
others whose opinions or 46
others whose opinions we 94
others whose position is 132
others whose poverty is 43
others whose purpose is 123
others whose relation to 61
others whose stories we 41
others whose support he 45
others whose support is 99
others whose welfare is 52
others working outside the 80
others working together to 63
others working towards the 53
others would abandon the 74
others would address the 41
others would approve of 158
others would attempt to 407
others would believe in 65
others would believe it 63
others would benefit by 67
others would combine to 112
others would comment on 50
others would confine the 237
others would consent to 103
others would consist of 73
others would destroy the 66
others would dismiss as 127
others would explain the 54
others would exploit the 47
others would express it 56
others would imitate the 43
others would include the 170
others would increase the 98
others would perform the 43
others would perhaps be 99
others would pretend to 75
others would prevent the 45
others would proceed to 62
others would produce the 51
others would promise to 40
others would provide the 111
others would qualify as 108
others would question the 72
others would receive it 91
others would receive no 44
others would receive the 170
others would reflect the 40
others would require an 53
others would require the 121
others would respond in 58
others would respond to 477
others would succeed in 50
others would succumb to 50
others would suggest the 52
others would support it 44
others would support the 76
others would venture to 62
others would welcome it 45
others would welcome the 57
others wrote against it 40
others wrote letters of 65
others wrote letters to 151
ought above everything to 50
ought rather perhaps to 113
ought rather utterly to 46
outer agent producing it 46
outer edges towards the 56
outer layer adheres to 41
outer layer becomes the 189
outer order depends on 63
outer rocks exposed to 40
outer space against the 45
outer space because it 77
outer space because of 114
outer space because the 62
outer space between the 204
outer space including the 173
outer space provide the 142
outer space towards the 51
outer upper surface of 56
outer walls between the 42
outer walls consist of 104
outer walls towards the 40
outer world according to 187
outer world affects the 61
outer world against the 53
outer world appeared to 45
outer world because it 65
outer world because of 73
outer world because the 43
outer world becomes an 41
outer world becomes the 86
outer world conform to 44
outer world depends on 68
outer world presses on 54
outer world towards the 46
ovary after failure of 89
ovary after removal of 48
ovary cells exposed to 95
overt action against the 591
overt clash between the 55
overt links between the 53
overt moves against the 42
ovoid cells arranged in 42
owned banks operating in 349
owned equal amounts of 43
owned fifty percent of 447
owned firms because of 41
owned firms located in 260
owned firms operating in 1098
owned forty percent of 121
owned holding company in 118
owned joint venture in 64
owned lands subject to 59
owned large acreages of 45
owned large amounts of 970
owned large estates at 49
owned large estates in 2522
owned large estates of 139
owned large estates on 106
owned large numbers of 1915
owned large parcels of 120
owned large portions of 146
owned large sections of 80
owned power company in 61
owned sixty percent of 188
owned small amounts of 176
owned small numbers of 67
owned small parcels of 169
owned steel company in 47
owned sugar estates in 160
owned thirty percent of 171
owned trading company in 48
owned water company in 53
owned water utility in 55
owner after payment of 140
owner binds himself to 49
owner could attempt to 46
owner could dispose of 202
owner could prevent the 53
owner could reclaim it 40
owner could reclaim the 53
owner could recover it 49
owner could recover the 176
owner could require the 51
owner finds himself in 178
owner found himself in 136
owner loses control of 42
owner makes default in 65
owner might recover the 59
owner shall deliver the 52
owner shall deliver to 85
owner shall furnish the 112
owner shall furnish to 45
owner shall include in 55
owner shall neglect or 179
owner shall neglect to 235
owner shall provide the 96
owner shall receive the 103
owner still retains the 63
owner would attempt to 105
owner would consent to 144
owner would provide the 66
owner would receive an 64
owner would receive if 52
owner would receive no 90
owner would receive the 152
oxide films present on 186
oxide layer between the 944
oxide layer depends on 128
oxide layer present on 237
oxide layer results in 111
oxide still remaining in 55
oxide which adheres to 53
oxide which remains in 44
oxide which remains is 60
ozone layer absorbs the 55
ozone layer because of 87
ozone layer results in 59
ozone layer shields the 138
