odd corners where a 83
one usually makes a 266
one usually needs a 317
one usually takes a 294
one variable given a 86
one variable within a 120
one village where a 111
one village where i 213
one village which i 79
one weekend while i 60
one wonders about a 157
one wonders where a 42
one worried about a 108
one worries about a 73
one written about a 45
one written within a 41
our ancient books a 56
our anxiety about a 55
our bedroom where i 132
our bedroom while i 46
our beliefs about a 196
our borders under a 43
our carpets under a 57
our concern about a 113
our country after a 98
our country faced a 69
our country faces a 184
our country forms a 55
our country makes a 72
our country needs a 299
our country putting a 51
our country seeking a 41
our country shows a 40
our country since i 47
our country today a 102
our country under a 146
our country where a 269
our country where i 44
our country which i 309
our country within a 189
our culture lacks a 44
our culture makes a 54
our culture needs a 50
our culture plays a 42
our culture which i 44
our culture within a 45
our current money i 43
our efforts after a 41
our enemies engage a 51
our example shows a 56
our example where a 45
our foreign trade a 77
our friends about a 49
our friends found a 69
our friends press a 54
our haunted house a 46
our heavenly father a 169
our heavenly father i 88
our heroine stole a 48
our history today a 42
our history where a 153
our history which i 89
our inquiry within a 54
our journey after a 228
our journey under a 57
our journey which i 61
our language lacks a 76
our language looks a 92
our language makes a 51
our language which i 72
our location within a 63
our luggage while i 46
our marriage until i 87
our marriage while i 48
our opinions about a 76
our opinions cover a 99
our pacific flank a 72
our position about a 106
our position under a 94
our position which i 47
our position within a 197
our present state a 108
our present world a 50
our previous meeting i 63
our quarrel about a 41
our question about a 76
our rejoicing which i 54
our religion which i 60
our research shows a 70
our research within a 44
our results imply a 68
our results offer a 46
our results reveal a 54
our results showing a 51
our science lacks a 112
our society faces a 149
our society lacks a 109
our society makes a 85
our society needs a 152
our society place a 52
our society shows a 48
our society takes a 55
our society today a 63
our society where a 100
our society which i 70
our society within a 95
our sorrows after a 56
our spirits catch a 41
our statute books a 136
our subject which i 71
our supreme court a 40
our thoughts about a 252
our vantage point a 124
our western world a 130
our workmen waste a 73
out because every a 42
out details about a 68
out everything about a 372
out everything within a 75
out exactly where a 151
out exactly where i 497
out feelers about a 62
out fifteen times a 92
out quickly after a 145
out rapidly after a 47
out research within a 50
out several hours a 139
out several times a 5217
out several times i 40
out shortly after a 258
out shortly after i 204
out sketching alone a 58
out together about a 40
out together after a 122
out together quite a 168
out together twice a 68
out workmen under a 79
own account after a 119
own account alone i 59
own account gives a 46
own account makes a 47
own account under a 84
own account while i 96
own account within a 71
own affairs after a 48
own affairs under a 287
own affairs within a 174
own anxiety under a 46
own bedroom where i 45
own behavior within a 52
own beliefs about a 151
own concern about a 47
own conduct under a 50
own country after a 344
own country under a 157
own country until a 46
own country where a 118
own country where i 140
own country which i 170
own country within a 97
own culture within a 72
own decision about a 79
own destiny within a 91
own devices after a 54
own devices while i 70
own efforts within a 77
own expense built a 150
own expense within a 96
own history within a 44
own language after a 42
own language which i 193
own letters which i 57
own location within a 62
own memoirs after a 41
own opinions about a 227
own position within a 331
own request after a 58
own several times a 46
own society within a 45
own stories about a 97
own thoughts about a 212
own volition after a 47
own volition takes a 49
