obedient son and servant 789
observed that her parents 57
observed that his account 79
observed that his company 175
observed that his conduct 76
observed that his country 180
observed that his efforts 71
observed that his election 169
observed that his features 57
observed that his friends 137
observed that his garment 51
observed that his general 107
observed that his gravity 50
observed that his language 82
observed that his majesty 875
observed that his mulatto 69
observed that his parents 76
observed that his partner 46
observed that his patient 136
observed that his picture 70
observed that his position 118
observed that his present 68
observed that his remarks 77
observed that his removal 47
observed that his spirits 140
observed that his success 76
observed that his thoughts 99
observed that his visitor 40
observed that his written 89
observed that its decision 159
observed that its effects 69
observed that its members 41
observed that its surface 45
observed that its visible 42
observed that not everything 60
observed that one hundred 82
observed that one problem 43
observed that one species 58
observed that one student 42
observed that our animals 46
observed that our country 89
observed that our decision 81
observed that our liberty 56
observed that our present 87
observed that our society 58
observed that she appeared 124
observed that she carried 63
observed that she herself 175
observed that she lowered 49
observed that she watched 41
observed that that decision 44
observed that they appeared 223
observed that they brought 41
observed that they carried 73
observed that they consist 48
observed that they contain 119
observed that they entered 41
observed that they laughed 42
observed that they possess 77
observed that they present 115
observed that they quickly 63
observed that they usually 183
observed that this account 254
observed that this applies 61
observed that this article 305
observed that this attempt 54
observed that this behavior 139
observed that this chapter 161
observed that this circuit 97
observed that this company 100
observed that this concept 110
observed that this conduct 48
observed that this country 150
observed that this current 51
observed that this decision 547
observed that this decrease 63
observed that this deposit 46
observed that this differs 63
observed that this division 278
observed that this dreadful 51
observed that this element 45
observed that this equally 81
observed that this equation 291
observed that this example 71
observed that this failure 42
observed that this formula 186
observed that this function 195
observed that this general 246
observed that this happens 124
observed that this implies 53
observed that this increase 385
observed that this increasing 92
observed that this language 122
observed that this material 85
observed that this minimum 302
observed that this passage 374
observed that this patient 145
observed that this pattern 409
observed that this peculiar 45
observed that this position 117
observed that this problem 474
observed that this process 1218
observed that this program 71
observed that this protein 42
observed that this quality 150
observed that this question 320
observed that this relation 228
observed that this sanguine 47
observed that this society 115
observed that this solution 91
observed that this species 464
observed that this statute 250
observed that this subject 227
observed that this variation 43
observed that this variety 59
observed that two classes 50
observed that two factors 86
observed that two species 44
observed that with certain 63
observed that with decreasing 106
observed that with increase 211
observed that with increasing 1219
observed that with respect 507
observed them for several 99
observed them with disgust 83
observed things with respect 47
observed this and decided 42
observed was that between 69
observed was that captain 47
observed with due respect 57
observed with this material 69
observed with this regimen 90
observed with this species 52
observer and his ability 54
observer and his subject 248
observer can not discern 57
observer can not observe 309
observer can not predict 120
observer can not refrain 47
observer can see certain 82
observer does not attempt 46
observer does not believe 44
observer does not observe 57
observer that they whistle 79
observer was not present 248
observer who had studied 77
observer who had visited 72
observer who had watched 133
observer who has studied 233
observer who has visited 112
observer who has watched 173
observer who has written 59
observer who was familiar 59
observer who was present 789
observer who was unaware 209
observes his own behavior 115
observes how they conduce 107
observes that her husband 69
observes that his majesty 40
observes that his parents 108
observes that his thoughts 111
observes that his written 99
observes that our society 47
observes that they sallied 63
observes that this account 50
observes that this concept 44
observes that this decision 85
observes that this passage 263
observes that this pattern 44
observes that this problem 40
observes that this process 131
observes that this question 83
observes that this species 104
observes that two totally 42
observes that with increasing 41
observes that with respect 42
observes them and notices 42
observes them not himself 191
obsessed with doing everything 139
obsessed with her husband 289
obsessed with his behavior 157
obsessed with his failure 113
obsessed with his position 104
obsessed with his privacy 42
obsessed with his project 112
obsessed with his pursuit 50
obsessed with his research 146
obsessed with his subject 188
obsessed with one question 62
obsessed with one subject 87
obsessed with sex because 46
obsessed with this problem 314
obsessed with this project 105
obsessed with this question 417
obsessed with this subject 205
obsession with her husband 111
obsession with his subject 151
obsession with this problem 59
obsession with this project 261
obsession with this question 82
obsession with this subject 227
obsolete but may acquire 188
obsolete for that purpose 62
obsolete for this purpose 140
obstacle being now removed 113
obstacle being thus removed 118
obstacle did not prevent 60
obstacle for our complex 56
obstacle that can prevent 53
obstacle that had blocked 50
obstacle that has baffled 100
obstacle that has hitherto 204
obstacle that has stopped 82
obstacle that lay between 166
obstacle that may prevent 96
obstacle was not removed 42
obstacle was now removed 306
obstacle was thus removed 78
obstruct his own fortune 409
obtained all her demands 78
obtained all his desires 72
obtained all she desired 57
obtained all they desired 143
obtained and are obtaining 43
obtained and are plotted 80
obtained and are usually 48
obtained and put together 46
obtained and then applied 41
obtained and was subject 50
obtained any real foothold 43
obtained are far superior 45
obtained are not exactly 85
obtained are not precise 41
obtained are not reliable 93
obtained are not uniform 48
obtained are not usually 66
obtained are real national 68
obtained are then applied 64
obtained are then plotted 137
obtained but one hundred 44
obtained did not confirm 48
obtained did not contain 73
obtained did not justify 105
obtained did not provide 60
obtained did not satisfy 48
obtained did not suffice 42
obtained did not support 81
obtained did not warrant 59
obtained does not contain 141
obtained does not include 52
obtained does not justify 122
obtained does not prevent 60
obtained does not provide 49
obtained does not reflect 44
obtained does not satisfy 73
obtained does not support 41
obtained for all classes 52
obtained for all measures 67
obtained for all members 174
obtained for all objects 43
obtained for all persons 74
obtained for all samples 305
obtained for all species 83
obtained for all systems 58
obtained for any assumed 87
obtained for any desired 362
obtained for any element 42
obtained for any material 90
obtained for any patient 263
obtained for any position 82
obtained for any purpose 124
obtained for both samples 94
obtained for both species 92
obtained for both systems 61
obtained for each channel 85
obtained for each cluster 73
obtained for each company 47
obtained for each country 241
obtained for each culture 43
obtained for each dilution 46
obtained for each element 472
obtained for each equation 41
obtained for each fraction 90
obtained for each location 93
obtained for each machine 43
obtained for each material 219
obtained for each patient 1167
obtained for each position 153
obtained for each problem 80
obtained for each process 46
obtained for each product 140
obtained for each project 115
obtained for each protein 69
obtained for each quarter 153
obtained for each question 127
obtained for each scenario 61
obtained for each segment 109
obtained for each solution 96
obtained for each species 312
obtained for each stratum 84
obtained for each student 464
obtained for each subject 4300
obtained for each variable 812
obtained for each variety 49
obtained for her husband 261
obtained for her marriage 63
obtained for him general 53
obtained for him letters 47
obtained for him several 100
obtained for his adopted 145
obtained for his company 70
obtained for his country 427
obtained for his natural 41
obtained for his opinions 55
obtained for his produce 64
obtained for his product 60
obtained for his removal 50
obtained for its erection 123
obtained for its members 163
obtained for its payment 44
obtained for its removal 45
obtained for one hundred 48
obtained for one purpose 613
obtained for one species 67
obtained for one subject 161
obtained for our country 130
obtained for our example 58
obtained for ten dollars 88
obtained for that purpose 6693
obtained for this article 54
obtained for this circuit 58
obtained for this complex 91
obtained for this country 124
obtained for this element 50
obtained for this equation 92
obtained for this example 287
obtained for this function 45
obtained for this journey 48
obtained for this material 193
obtained for this patient 118
obtained for this problem 386
obtained for this process 112
obtained for this product 76
obtained for this project 157
obtained for this purpose 2977
obtained for this question 46
obtained for this research 116
obtained for this service 53
obtained for this solution 57
obtained for this species 211
obtained for this subject 125
obtained for this variable 287
obtained for two dollars 47
obtained for two samples 137
obtained for two shillings 68
obtained her for himself 82
obtained him his liberty 41
obtained his law license 45
obtained his own consent 44
obtained his own election 45
obtained his own freedom 81
obtained his own liberty 49
obtained his raw material 85
obtained its raw material 68
obtained may not reflect 86
obtained not his liberty 86
obtained not his purpose 44
obtained that are similar 56
obtained that his tribute 67
obtained this new dignity 93
obtained thus far suggest 122
obtained using this equation 129
obtained using this formula 100
obtained using this process 86
obtained using this program 61
obtained was due perhaps 89
obtained was not exactly 44
obtained was then divided 68
obtained with any desired 312
obtained with both systems 74
obtained with egg albumin 41
obtained with one blanket 52
obtained with one species 91
obtained with one subject 42
obtained with our present 45
obtained with this circuit 254
obtained with this control 50
obtained with this equation 218
obtained with this formula 218
obtained with this function 57
obtained with this furnace 54
obtained with this machine 253
obtained with this material 385
obtained with this mixture 131
obtained with this process 278
obtained with this product 53
obtained with this program 152
obtained with this regimen 52
obtained with this solution 165
obtained with this solvent 60
obtained with this species 104
obtained with two samples 56
obtruded his own opinions 49
obviously are not limited 62
obviously are not present 180
obviously are not subject 105
obviously can not account 689
obviously can not achieve 103
obviously can not acquire 55
obviously can not address 131
obviously can not attempt 99
obviously can not believe 65
obviously can not capture 82
obviously can not compare 120
obviously can not compete 186
obviously can not compute 41
obviously can not conduct 67
obviously can not consist 116
obviously can not contain 160
obviously can not control 629
obviously can not develop 93
obviously can not discuss 167
obviously can not enforce 63
obviously can not examine 68
obviously can not exclude 62
obviously can not explain 491
obviously can not express 66
obviously can not fulfill 62
obviously can not function 374
obviously can not furnish 68
obviously can not imagine 40
obviously can not improve 46
obviously can not include 278
obviously can not increase 132
obviously can not involve 45
obviously can not justify 58
obviously can not observe 71
obviously can not operate 125
obviously can not perform 204
obviously can not possess 56
obviously can not predict 110
obviously can not present 123
obviously can not pretend 83
obviously can not prevent 147
obviously can not proceed 132
obviously can not produce 303
obviously can not protect 58
obviously can not provide 637
obviously can not qualify 42
obviously can not receive 67
obviously can not reflect 101
obviously can not replace 186
obviously can not require 44
obviously can not resolve 89
obviously can not respond 78
obviously can not satisfy 166
obviously can not specify 43
obviously can not succeed 90
obviously can not support 188
obviously can not survive 159
obviously can not sustain 58
obviously did not account 40
obviously did not achieve 72
obviously did not approve 537
obviously did not attempt 83
obviously did not because 40
obviously did not believe 2930
obviously did not benefit 79
obviously did not concern 136
obviously did not conform 121
obviously did not consist 45
obviously did not consult 63
obviously did not contain 105
obviously did not control 60
obviously did not deprive 53
obviously did not deserve 158
obviously did not develop 62
obviously did not exclude 47
obviously did not explain 61
obviously did not foresee 132
obviously did not fulfill 52
obviously did not impress 123
obviously did not improve 67
obviously did not include 748
obviously did not involve 106
obviously did not observe 49
obviously did not operate 68
obviously did not possess 377
obviously did not present 123
obviously did not prevail 43
obviously did not prevent 309
obviously did not produce 142
obviously did not provide 243
obviously did not qualify 96
obviously did not receive 148
obviously did not reflect 147
obviously did not require 201
obviously did not respect 152
obviously did not respond 56
obviously did not satisfy 296
obviously did not succeed 270
obviously did not suffice 102
obviously did not support 105
obviously did not suppose 71
obviously did not survive 63
obviously did not suspect 317
obviously did not trouble 85
obviously did not welcome 221
obviously does not account 233
obviously does not address 200
obviously does not approve 127
obviously does not attempt 61
obviously does not believe 664
obviously does not benefit 63
obviously does not capture 68
obviously does not concern 121
obviously does not conform 255
obviously does not consist 168
obviously does not contain 266
obviously does not control 46
obviously does not deserve 62
obviously does not disturb 75
obviously does not embrace 40
obviously does not exclude 480
obviously does not exhaust 210
obviously does not explain 332
obviously does not express 75
obviously does not fulfill 49
obviously does not function 145
obviously does not improve 64
obviously does not include 1083
obviously does not increase 87
obviously does not involve 339
obviously does not justify 160
obviously does not operate 69
obviously does not pertain 65
obviously does not possess 288
obviously does not present 332
obviously does not pretend 44
obviously does not prevent 322
obviously does not proceed 42
obviously does not produce 157
obviously does not promote 55
obviously does not protect 50
obviously does not provide 647
obviously does not qualify 132
obviously does not receive 59
obviously does not reflect 338
obviously does not require 738
obviously does not resolve 83
obviously does not respect 90
obviously does not satisfy 251
obviously does not signify 62
obviously does not suffice 205
obviously does not suggest 61
obviously does not support 141
obviously far too complex 43
obviously for his benefit 64
obviously for its essence 54
obviously for this purpose 78
obviously had its origins 42
obviously had not bothered 130
obviously had not checked 47
obviously had not counted 47
obviously had not enjoyed 47
obviously had not noticed 280
obviously had not planned 95
obviously had not realized 152
obviously had not studied 66
obviously has its greatest 41
obviously has its origins 53
obviously not all members 40
obviously not far removed 48
obviously not yet arrived 59
obviously one does triumph 54
obviously than its popular 58
obviously they are closely 46
obviously was not because 51
obviously was not capable 51
obviously was not expecting 209
obviously was not familiar 102
obviously was not limited 41
obviously was not listening 258
obviously was not present 93
obviously was not referring 64
obviously was not thrilled 54
obviously was not worried 89
obviously was not written 98
occasions and for certain 160
occasions and for several 44
occasions and was familiar 48
occasions and was finally 86
occasions and with certain 54
occasions and with respect 40
occasions any way similar 114
occasions for each subject 101
occasions for his purpose 62
occasions for its display 130
occasions for that purpose 52
occasions for this purpose 162
occasions has both assumed 178
occasions she had noticed 52
occasions she had several 54
occasions she had visited 44
occasions she was allowed 61
occasions she was brought 44
occasions that are offered 67
occasions that her husband 46
occasions that may present 66
occasions that may require 85
occasions that she uttered 53
occasions they are allowed 60
occasions they are usually 65
occasions they had behaved 51
occasions they had marched 50
occasions with her husband 45
occasions you this trouble 67
occlusion and its relation 49
occlusion does not produce 106
occupant does not acquire 49
occupant that has ability 41
occupied all her thoughts 887
occupied all his leisure 291
occupied all his thoughts 1991
occupied all our thoughts 302
occupied all this country 46
occupied and then annexed 173
occupied for any purpose 314
occupied for one hundred 82
occupied for ten minutes 53
occupied for that purpose 1297
occupied for this purpose 425
occupied for two decades 56
occupied for two hundred 217
occupied her for several 121
occupied him for decades 58
occupied him for fifteen 90
occupied him for several 799
occupied him for thirteen 51
occupied him too closely 69
occupied his new position 75
occupied his old position 234
occupied his own thoughts 89
occupied its new position 55
occupied its old position 150
occupied its own quarter 50
occupied not with subject 131
occupied them for several 182
occupied with all objects 73
occupied with any subject 140
occupied with her affairs 109
occupied with her african 77
occupied with her friends 97
occupied with her husband 931
occupied with her lessons 65
occupied with her studies 255
occupied with her thoughts 688
occupied with his affairs 528
occupied with his beloved 42
occupied with his classes 106
occupied with his clients 52
occupied with his country 105
occupied with his efforts 155
occupied with his foreign 109
occupied with his friends 135
occupied with his history 156
occupied with his judicial 135
occupied with his lessons 118
occupied with his marriage 44
occupied with his medical 61
occupied with his nosegay 50
occupied with his official 564
occupied with his prayers 135
occupied with his present 43
occupied with his private 560
occupied with his problem 372
occupied with his project 68
occupied with his regular 89
occupied with his schemes 159
occupied with his studies 1153
occupied with his subject 393
occupied with his superior 92
occupied with his thoughts 1723
occupied with his veteran 47
occupied with its affairs 61
occupied with its details 175
occupied with its revival 40
occupied with new schemes 227
occupied with one delight 42
occupied with one question 123
occupied with one subject 327
occupied with our affairs 120
occupied with our thoughts 139
occupied with sad thoughts 52
occupied with that question 104
occupied with that subject 368
occupied with this history 94
occupied with this inquiry 93
occupied with this problem 1066
occupied with this project 245
occupied with this pursuit 47
occupied with this question 1323
occupied with this subject 2264
occupied with war against 164
occupies all her thoughts 161
occupies all his thoughts 257
occupies all our thoughts 244
occupies its old position 60
occupies its own position 75
occupies with her husband 43
occurred and are occurring 1143
occurred and how quickly 42
occurred and its effects 41
occurred and was occurring 108
occurred does not prevent 160
occurred each year between 62
occurred for and against 73
occurred for this country 47
occurred that may require 47
occurred was due largely 53
occurred with her husband 41
offended god and mankind 167
offended god and offending 164
offended that they brought 53
offended with any attempt 40
offended with her husband 189
offended with him because 192
offended with his conduct 46
offended with his freedom 167
offended with this freedom 63
offended with this liberty 117
offender and for society 50
offender and his friends 62
offender and his offense 129
offender and his parents 165
offender and his partner 53
offender and then secures 54
offender does not deserve 66
offender does not require 67
offender for his offense 109
offender was not present 133
offender who had escaped 101
offender who has escaped 201
offender who has violated 40
offenses are not limited 45
offenses did not involve 84
offenses that are defined 49
offenses that are related 49
offenses that are subject 58
officers and all members 147
officers and all parties 93
officers and all persons 147
officers and all together 42
officers and being content 49
officers and for members 148
officers and his failure 47
officers and his friends 64
officers and its members 107
officers and lay members 81
officers and men according 115
officers and men advised 46
officers and men against 259
officers and men allowed 79
officers and men amounting 42
officers and men appeared 409
officers and men arrived 343
officers and men attending 43
officers and men because 136
officers and men behaved 1854
officers and men belonged 66
officers and men besides 55
officers and men between 99
officers and men boarded 43
officers and men brought 129
officers and men capable 65
officers and men carried 306
officers and men charged 107
officers and men cheered 47
officers and men climbed 47
officers and men composing 945
officers and men crossed 54
officers and men crowded 151
officers and men decided 77
officers and men deserve 150
officers and men deserving 107
officers and men desired 51
officers and men devoted 77
officers and men divided 87
officers and men dressed 92
officers and men dropped 90
officers and men enabled 42
officers and men endured 55
officers and men enjoyed 211
officers and men entered 152
officers and men equally 81
officers and men escaped 163
officers and men evinced 75
officers and men exerted 45
officers and men exhibit 79
officers and men familiar 45
officers and men gathered 334
officers and men hitherto 513
officers and men huddled 48
officers and men hurried 52
officers and men including 194
officers and men labored 53
officers and men managed 70
officers and men marched 236
officers and men mounted 54
officers and men numbering 45
officers and men offered 51
officers and men operating 81
officers and men ordered 45
officers and men overseas 66
officers and men paroled 239
officers and men possess 80
officers and men present 2629
officers and men pressed 42
officers and men quickly 77
officers and men realized 64
officers and men receive 232
officers and men receiving 68
officers and men refused 222
officers and men remaining 140
officers and men rescued 42
officers and men returning 243
officers and men saluted 55
officers and men settled 87
officers and men started 119
officers and men suffering 123
officers and men together 1512
officers and men towards 157
officers and men trained 343
officers and men usually 94
officers and men visited 97
officers and men watched 209
officers and men withdrew 42
officers and men wounded 2588
officers and new members 107
officers and old friends 46
officers and one civilian 926
officers and one colonel 67
officers and one company 50
officers and one hundred 8787
officers and one officer 64
officers and one private 303
officers and one sergeant 108
officers and one soldier 54
officers and one thousand 446
officers and six hundred 747
officers and six members 68
officers and six thousand 109
officers and ten members 41
officers and ten sailors 42
officers and ten thousand 126
officers and they decided 60
officers and two british 90
officers and two civilian 98
officers and two hundred 6523
officers and two members 111
officers and two private 56
officers and two sailors 48
officers and two surgeons 47
officers and two thousand 376
officers and was himself 48
officers and was trained 49
officers are all elected 111
officers are being elected 63
officers are being trained 284
officers are his friends 61
officers are not allowed 868
officers are not capable 58
officers are not covered 50
officers are not elected 175
officers are not exactly 79
officers are not familiar 71
officers are not limited 50
officers are not members 187
officers are not obliged 103
officers are not present 211
officers are not subject 621
officers are not trained 289
officers are not usually 207
officers are now elected 78
officers are now trained 67
officers are then elected 54
officers are too precious 50
officers can not command 45
officers can not conduct 52
officers can not control 96
officers can not enforce 46
officers can not legally 55
officers can not prevent 92
officers can not provide 43
officers did not approve 187
officers did not attempt 332
officers did not believe 727
officers did not command 59
officers did not conduct 49
officers did not confine 77
officers did not develop 44
officers did not display 51
officers did not enforce 65
officers did not include 62
officers did not neglect 49
officers did not observe 109
officers did not perform 78
officers did not possess 219
officers did not prevent 91
officers did not provide 118
officers did not question 64
officers did not receive 316
officers did not require 92
officers did not respond 106
officers did not scruple 63
officers did not succeed 62
officers did not support 105
officers did not suspect 57
officers did not trouble 54
officers did not usually 79
officers did not venture 110
officers did not welcome 95
officers did not willingly 99
officers for all medical 52
officers for any purpose 41
officers for each company 77
officers for her according 69
officers for that purpose 1677
officers for that service 82
officers for this express 127
officers for this purpose 1685
officers for this service 71
officers got new courage 102
officers had any previous 56
officers had for several 85
officers had not arrived 53
officers had not bothered 42
officers may not abridge 127
officers than are needful 40
officers that any attempt 51
officers that are elected 42
officers that had escaped 46
officers that her husband 107
officers that they neglect 53
officers they had elected 63
officers they may appoint 62
officers was not revenged 50
officers who are accused 80
officers who are allowed 79
officers who are brought 43
officers who are capable 211
officers who are charged 1054
officers who are closely 41
officers who are corrupt 45
officers who are elected 772
officers who are experts 115
officers who are exposed 48
officers who are familiar 237
officers who are injured 54
officers who are married 50
officers who are members 565
officers who are obliged 215
officers who are ordered 53
officers who are present 214
officers who are retired 72
officers who are returning 56
officers who are skilled 94
officers who are subject 254
officers who are trained 804
officers who are unwilling 61
officers who are usually 217
officers who can provide 82
officers who had adhered 69
officers who had adopted 49
officers who had advised 69
officers who had allowed 91
officers who had appeared 121
officers who had applied 60
officers who had arranged 47
officers who had arrived 854
officers who had assumed 68
officers who had behaved 117
officers who had belonged 164
officers who had boarded 62
officers who had brought 769
officers who had carried 430
officers who had climbed 47
officers who had command 177
officers who had contact 63
officers who had counted 57
officers who had crossed 148
officers who had crowded 50
officers who had decided 153
officers who had defeated 51
officers who had deposed 44
officers who had devoted 71
officers who had elected 52
officers who had endured 58
officers who had enjoyed 148
officers who had entered 752
officers who had escaped 1124
officers who had figured 42
officers who had founded 43
officers who had friends 44
officers who had gathered 349
officers who had guarded 53
officers who had handled 92
officers who had hitherto 890
officers who had hurried 41
officers who had imbibed 49
officers who had invited 69
officers who had managed 184
officers who had marched 154
officers who had married 72
officers who had occasion 46
officers who had offered 65
officers who had opposed 260
officers who had ordered 215
officers who had planned 160
officers who had pledged 56
officers who had plotted 97
officers who had pursued 42
officers who had rallied 75
officers who had refused 512
officers who had removed 40
officers who had resided 52
officers who had retired 423
officers who had searched 114
officers who had secured 64
officers who had settled 130
officers who had somehow 53
officers who had started 174
officers who had stopped 159
officers who had stormed 40
officers who had studied 451
officers who had trained 306
officers who had violated 150
officers who had visited 455
officers who had watched 135
officers who had written 95
officers who may receive 72
officers who saw service 69
officers who was present 257
officers with due respect 107
officers with long service 111
officers with that respect 41
officials and aid workers 87
officials and all members 94
officials and all persons 62
officials and for members 43
officials and his friends 59
officials and its members 75
officials and key members 66
officials and lay members 91
officials and not against 48
officials and oil company 68
officials and six members 41
officials and tax farmers 124
officials and two hundred 41
officials and two members 52
officials and with members 57
officials and with private 51
officials are all shadows 50
officials are being trained 75
officials are doing everything 49
officials are not allowed 460
officials are not capable 46
officials are not certain 43
officials are not corrupt 65
officials are not covered 54
officials are not elected 298
officials are not equally 60
officials are not familiar 62
officials are not limited 52
officials are not members 55
officials are not obliged 64
officials are not present 162
officials are not subject 306
officials are not trained 74
officials are not usually 128
officials are now beginning 56
officials can not control 263
officials can not prevent 58
officials can not provide 59
officials can not recover 85
officials did not abandon 55
officials did not approve 215
officials did not attempt 279
officials did not believe 1083
officials did not comment 53
officials did not concern 55
officials did not consult 44
officials did not control 51
officials did not develop 64
officials did not display 44
officials did not dispute 95
officials did not enforce 132
officials did not exactly 46
officials did not explain 51
officials did not express 62
officials did not foresee 110
officials did not improve 42
officials did not include 77
officials did not perform 56
officials did not possess 113
officials did not present 95
officials did not prevent 52
officials did not produce 53
officials did not protect 63
officials did not provide 224
officials did not question 176
officials did not receive 245
officials did not require 79
officials did not respond 403
officials did not scruple 47
officials did not specify 68
officials did not succeed 99
officials did not suggest 45
officials did not support 195
officials did not trouble 47
officials did not usually 56
officials did not venture 86
officials did not welcome 208
officials for all official 42
officials for that purpose 120
officials for this purpose 317
officials had not arrived 52
officials had not bothered 56
officials had not noticed 49
officials had not violated 47
officials may not approve 91
officials may not mandate 81
officials may not recover 324
officials may use firearms 52
officials met and decided 59
officials met with members 57
officials pay lip service 40
officials say they believe 125
officials that any attempt 51
officials that her husband 58
officials that his country 48
officials who are accused 75
officials who are alleged 51
officials who are allowed 44
officials who are brought 55
officials who are capable 83
officials who are charged 937
officials who are closely 44
officials who are closest 47
officials who are corrupt 111
officials who are elected 932
officials who are experts 69
officials who are familiar 243
officials who are hostile 47
officials who are legally 41
officials who are members 430
officials who are obliged 71
officials who are operating 41
officials who are opposed 77
officials who are present 71
officials who are subject 214
officials who are trained 174
officials who are unwilling 52
officials who are usually 183
officials who can provide 84
officials who had advised 80
officials who had allowed 142
officials who had appeared 42
officials who had arranged 65
officials who had arrived 134
officials who had assumed 41
officials who had briefed 44
officials who had brought 168
officials who had carried 104
officials who had control 56
officials who had decided 75
officials who had devised 41
officials who had drafted 48
officials who had enjoyed 41
officials who had entered 156
officials who had escaped 111
officials who had favored 72
officials who had gathered 193
officials who had handled 85
officials who had hitherto 362
officials who had ignored 48
officials who had invited 118
officials who had managed 125
officials who had occasion 46
officials who had opposed 320
officials who had ordered 170
officials who had planned 95
officials who had refused 185
officials who had retired 79
officials who had secured 56
officials who had settled 65
officials who had started 52
officials who had studied 101
officials who had violated 153
officials who had visited 186
officials who had watched 52
officials who had written 44
officials who was present 50
officious for his service 58
offshore oil and mineral 304
offshore oil and natural 1249
oftenest who are whipped 117
ointment for this purpose 107
ointment she had brought 164
omissions did not detract 143
omissions that are brought 44
omissions that are material 96
ontology does not contain 53
ontology does not include 87
openness and due process 61
openness that goes against 56
operated and are operating 71
operated for any purpose 46
operated for its benefit 91
operated for that purpose 319
operated for this purpose 538
operated for two decades 87
operated his own company 80
operated his own private 92
operated its own schools 52
operated near its maximum 126
operated not for private 108
operated with any success 41
operated with her husband 406
operated with his ambition 116
operated with his brothers 98
operated with his consent 67
operated with his natural 158
operated with them against 96
operated with zeal towards 125
operates for that purpose 53
operates for this purpose 160
operates his own company 41
operates its own airline 41
operates its own laundry 59
operates its own network 96
operates its own private 70
operates its own program 98
operates its own research 84
operates its own schools 60
operates near its maximum 43
operates with her husband 83
operates with his fellows 68
operation and are subject 41
operation and are usually 103
operation and can provide 74
operation and can usually 44
operation and for capital 47
operation and for providing 54
operation and for several 188
operation and has largely 50
operation and its ability 125
operation and its duration 61
operation and its effects 290
operation and its failure 67
operation and its general 54
operation and its inverse 194
operation and its location 58
operation and its motives 53
operation and its outcome 72
operation and its purpose 197
operation and its related 60
operation and its relation 108
operation and its results 484
operation and its success 162
operation and long service 102
operation and may include 58
operation and may require 119
operation and then returns 54
operation and was carried 58
operation are not limited 60
operation are not usually 57
operation can not proceed 182
operation can not produce 90
operation can not provide 67
operation can not restore 45
operation can not succeed 188
operation can then proceed 48
operation did not achieve 110
operation did not develop 63
operation did not improve 65
operation did not include 102
operation did not increase 68
operation did not involve 263
operation did not justify 44
operation did not prevent 133
operation did not proceed 95
operation did not produce 184
operation did not provide 76
operation did not qualify 69
operation did not receive 65
operation did not relieve 69
operation did not require 183
operation did not succeed 355
operation does not benefit 47
operation does not conform 55
operation does not consist 101
operation does not contain 70
operation does not destroy 158
operation does not disturb 78
operation does not endanger 46
operation does not exclude 104
operation does not function 42
operation does not improve 52
operation does not include 199
operation does not increase 168
operation does not involve 709
operation does not justify 109
operation does not perform 56
operation does not present 202
operation does not prevent 188
operation does not proceed 83
operation does not produce 390
operation does not provide 236
operation does not relieve 72
operation does not require 1493
operation does not restore 50
operation does not satisfy 42
operation does not succeed 269
operation does not suffice 65
operation does not support 44
operation does not usually 154
operation does not warrant 68
operation for any purpose 66
