oak timber for shipbuilding 113
old powers and privileges 75
old regime had disappeared 91
old relics and curiosities 61
old rights and privileges 884
old scenes and associations 216
old school and university 129
old school was demolished 56
old secret and introduces 40
old skills and techniques 49
old spelling and punctuation 112
old squire was accustomed 113
old styles and techniques 46
old system and introduced 46
old system was completely 101
old system was inadequate 73
old system was maintained 66
old tastes and occupations 45
old timers who remembered 44
old values and assumptions 70
old values and prejudices 46
old values and principles 53
old values and structures 52
old values and traditional 71
old versus new information 136
old wounds and mutilations 53
one absurd and impossible 48
one admire its sculptures 43
one agreed that securities 67
one always and everywhere 66
one animal being inoculated 43
one animal was sacrificed 48
one another all information 169
one another and absolutely 139
one another and accomplish 50
one another and accumulate 100
one another and annihilate 117
one another and apparently 206
one another and articulate 44
one another and commitment 49
one another and compensate 44
one another and complement 210
one another and completely 166
one another and considered 106
one another and consistent 72
one another and constantly 372
one another and constitute 564
one another and constituting 63
one another and continuous 41
one another and contradict 58
one another and contribute 527
one another and contributing 102
one another and controlled 108
one another and cooperated 100
one another and cooperation 48
one another and coordinate 275
one another and correspond 131
one another and determined 129
one another and disappeared 46
one another and discovered 87
one another and dissimilar 92
one another and emphasized 43
one another and encouraged 139
one another and encourages 69
one another and essentially 86
one another and establishing 208
one another and eventually 1020
one another and experience 528
one another and externally 64
one another and facilitate 86
one another and frequently 505
one another and guarantees 93
one another and identified 113
one another and illustrate 61
one another and immediately 124
one another and indirectly 62
one another and individual 151
one another and inevitably 44
one another and influenced 83
one another and integrated 177
one another and interacted 91
one another and intermingled 94
one another and internally 153
one another and interpreting 57
one another and intersecting 61
one another and intertwine 50
one another and intimately 50
one another and maintained 175
one another and negatively 59
one another and overlapped 50
one another and perpetuate 42
one another and potentially 64
one another and presumably 80
one another and recognized 90
one another and reinforced 116
one another and relatively 149
one another and representing 62
one another and separately 55
one another and slaughtering 83
one another and strengthened 138
one another and supplement 45
one another and surrounded 174
one another and ultimately 928
one another and understand 559
one another and understood 335
one another are considered 280
one another are constantly 67
one another are continuous 65
one another are controlled 54
one another are determined 339
one another are dissimilar 90
one another are equivalent 75
one another are essentially 74
one another are frequently 127
one another are identified 47
one another are introduced 44
one another are maintained 42
one another are paralleled 53
one another are reciprocal 63
one another are relatively 85
one another are sufficient 73
one another are understood 47
one another both chemically 41
one another both physically 133
one another both temporally 43
one another both vertically 58
one another but ultimately 46
one another for acceptance 96
one another for ascendancy 150
one another for assistance 419
one another for circulation 44
one another for comparison 125
one another for concessions 53
one another for consolation 42
one another for difference 49
one another for employment 390
one another for friendship 120
one another for generations 323
one another for government 88
one another for individual 81
one another for information 388
one another for inspiration 57
one another for investment 113
one another for legitimacy 41
one another for membership 61
one another for particular 72
one another for popularity 63
one another for precedence 233
one another for prominence 128
one another for reassurance 156
one another for recognition 531
one another for relatively 48
one another for successful 59
one another for superiority 120
one another for sustenance 129
one another for territorial 55
one another that determines 70
one another that transcends 64
one another too frequently 56
one another too intimately 55
one another was considered 77
one another was determined 47
one another was impossible 47
one another was manifested 50
one another with accusations 65
one another with appropriate 58
one another with assurances 51
one another with bitterness 44
one another with confidence 114
one another with constantly 40
one another with consummate 41
one another with deliberate 46
one another with difficulty 143
one another with disastrous 72
one another with discourses 56
one another with elasticity 48
one another with excitement 65
one another with expressions 219
one another with firebrands 366
one another with frightened 78
one another with generosity 42
one another with handshakes 60
one another with implacable 48
one another with incredible 198
one another with information 241
one another with invincible 63
one another with melancholy 52
one another with monotonous 180
one another with particular 60
one another with reciprocal 160
one another with regularity 129
one another with relatively 86
one another with relentless 75
one another with remarkable 184
one another with sacrifices 42
one another with statements 63
one another with sufficient 425
one another with symbolical 49
one another with tenderness 93
one another with transports 62
one another with tremendous 65
one another with unexpected 64
one another with unmannerly 41
one another with unspeakable 112
one another with velocities 207
one another with witticisms 73
one appeals with confidence 43
one around him prejudiced 80
one around him sympathized 66
one assert with confidence 102
one barrel was discharged 51
one before him understood 44
one benign and beneficent 129
one bloody and disastrous 96
one breathes with difficulty 138
one bullet had penetrated 43
one cities with populations 117
one clearly and distinctly 400
one clothed with melancholy 62
one common and overwhelming 89
one county that represents 52
one created and maintained 145
one critic has complained 121
one critic has identified 64
one critic has maintained 66
one device for establishing 49
one dollar per inhabitant 76
one dollar per registered 107
one dollar was equivalent 62
one dollar was subscribed 69
one doubts its importance 41
one doubts that government 45
one doubts that shakespeare 57
one doubts this proposition 81
one entire and continuous 57
one factor may contribute 93
one factor that correlates 42
one factor that determined 54
one factor that determines 2531
one factor that encouraged 149
one factor that encourages 75
one factor that influenced 240
one factor that influences 1908
one factor that stimulated 44
one factor was considered 50
one factor was overlooked 42
one factor was sufficient 61
one family for generations 294
one figure had disappeared 49
one figure that represents 41
one filled with excitement 123
one framed and subscribed 107
one friend and confidante 55
one glance how grievously 42
one glance was sufficient 961
one honest and industrious 76
one honest man discovered 46
one knight was accustomed 57
one madman had translated 169
one market and immediately 59
one meetings with individual 99
one member each representing 189
one member may contribute 41
one member was designated 50
one member who represents 69
one million new businesses 52
one million new immigrants 110
one million new testaments 93
one minute and completely 60
one minute and immediately 42
one minute was sufficient 70
one moment and completely 62
one moment her imagination 126
one moment that confounded 68
one moment that shakespeare 108
one number that represents 121
one object and prosecuted 74
one pacify his conscience 45
one parent and insecurely 56
one parent was homozygous 50
one parish are restrained 45
one partial and incomplete 321
one passion and contradict 71
one passion and disposition 140
one person are considered 40
one person can accomplish 437
one person can adequately 112
one person can assimilate 53
one person can completely 82
one person can comprehend 109
one person can contribute 119
one person can experience 161
one person can understand 360
one person each representing 41
one person for overstepping 44
one person has difficulty 42
one person has information 44
one person has sufficient 56
one person has understood 54
one person has undertaken 76
one person may constitute 87
one person may contribute 67
one person may experience 218
one person may understand 60
one person was absolutely 46
one person was considered 81
one person was designated 162
one person was identified 49
one person was interested 147
one person was sufficient 78
one person who apparently 105
one person who appreciates 53
one person who considered 50
one person who definitely 70
one person who encouraged 56
one person who influenced 58
one person who interested 105
one person who recognized 52
one person who recognizes 42
one person who remembered 122
one person who represents 177
one person who understood 671
one person with experience 101
one person with sufficient 119
one person with sympathetic 46
one pistol was sufficient 137
one planet was constantly 42
one pocket and transferring 43
one raises his pretensions 157
one reached his destination 73
one reached its destination 223
one reaches his destination 40
one record per individual 58
one regard this explanation 43
one repeats this experiment 81
one scheme all individual 44
one seemed too interested 144
one serious and formidable 223
one shilling and eightpence 2935
one shilling and sevenpence 633
one should not administer 165
one should not anticipate 609
one should not completely 474
one should not complicate 40
one should not compromise 355
one should not contradict 130
one should not discourage 142
one should not exaggerate 6731
one should not experience 113
one should not experiment 62
one should not generalize 1444
one should not immediately 718
one should not mistakenly 126
one should not needlessly 178
one should not ordinarily 86
one should not overstress 389
one should not presuppose 124
one should not relinquish 114
one should not substitute 216
one should not supplement 111
one should not transgress 146
one should not understand 1018
one should not understate 136
one should not undervalue 225
one should pay particular 759
one should say enterprise 130
one should use amplifiers 129
one should use sufficient 42
one showed any disposition 185
one showed any inclination 328
one showed any particular 110
one simple and continuous 85
one simple and sufficient 69
one source and destination 44
one source for information 388
one special and particular 96
one spouse has substantial 52
one spreads and multiplies 129
one stands for obstruction 42
one stands for vacillation 87
one stands out preeminent 97
one stroke its detestable 54
one sudden and unexpected 113
one through any examination 102
one tyrant and persecutor 56
one vessel was sufficient 67
one violent and transitory 71
one whereof was sufficient 58
one without any difficulty 149
one without any distinction 60
one without any experience 135
one without any particular 113
one writer has identified 49
one writer has maintained 59
one writer has speculated 66
one writer has summarized 69
ore bodies are considered 46
ore bodies are controlled 65
ore bodies are relatively 46
ore dressing and metallurgy 54
our accept and peremptory 91
our actions and activities 189
our actions and aspirations 61
our actions and characters 58
our actions and experience 142
our actions and expressions 94
our actions and motivations 69
our actions and occupations 47
our actions and perceptions 158
our actions and sentiments 97
our actions and utterances 87
our actions are appropriate 83
our actions are completely 95
our actions are conditioned 211
our actions are considered 128
our actions are consistent 223
our actions are controlled 486
our actions are conversant 82
our actions are determined 1681
our actions are essentially 50
our actions are inevitably 63
our actions are influenced 307
our actions are meritorious 48
our actions are ultimately 99
our adopting this arrangement 59
our advice and assistance 305
our advice and experience 44
our advice and suggestions 76
our allies and dependents 61
our allies who contrasted 47
our annexing any particular 49
our appeals for information 45
our armies are successful 44
our assets and liabilities 603
our authors and publishers 80
our behalf with unspeakable 85
our belief and acceptance 52
our belief and commitment 44
our belief and confidence 130
our belief and experience 211
our belief that competition 46
our belief that educational 46
our belief that government 48
our belief that individual 44
our belief that information 46
our belief that legislation 185
our belief that successful 59
our belief that technology 46
our bibles and testaments 69
our biology and psychology 62
our bipeds and quadrupeds 180
our boards and committees 65
our bodies and enjoyments 61
our bodies and experience 42
our bodies and identities 82
our bodies and possessions 93
our bodies and surroundings 57
our bodies are accustomed 52
our bodies are completely 97
our bodies are considered 49
our bodies are constantly 594
our bodies are controlled 207
our bodies are essentially 61
our bodies are experiencing 41
our bodies are physically 48
our bodies are programmed 156
our bodies are strengthened 174
our bodies are structured 47
our bodies are surrounded 46
our bodies are vulnerable 47
our brains are constantly 109
our brains are programmed 245
our brains are structured 83
our brains with information 92
our brother his trespasses 42
our canons and authorities 46
our chiefs are protestant 63
our choice was determined 63
our church and congregation 282
our church and government 100
our church hath dependency 44
our cities and demolished 194
our cities and industries 169
our cities and intermixed 42
our cities and landscapes 121
our cities are constantly 49
our cities with moonstones 40
our clothes and possessions 68
our coffee and cigarettes 352
our coffee and croissants 46
our coffee and sandwiches 41
our common and collective 57
our common and individual 85
our course was determined 100
our courts and government 53
our creator and benefactor 453
our credit and importance 87
our credit for scrupulous 138
our creeds and catechisms 48
our creeds and confessions 313
our creeds are infidelity 83
our dangers and afflictions 101
our dangers and distresses 64
our dangers and temptations 58
our demand for rationality 42
our demand for recognition 47
our desire and commitment 41
our desire and expectation 63
our desire for acceptance 51
our desire for assistance 96
our desire for conciliation 93
our desire for continuity 69
our desire for cooperation 43
our desire for explanation 64
our desire for fellowship 46
our desire for friendship 106
our desire for individual 82
our desire for information 133
our desire for permanence 42
our desire for possessions 43
our desire for recognition 155
our desire for retribution 44
our desire for simplicity 146
our divine and omnipotent 44
our dogmas and ceremonies 45
our doubts and hesitations 191
our duties and obligations 1450
our duties and privileges 137
our duties are determined 58
our eastern and southeastern 51
our emotion and expectation 55
our empire and commonwealth 101
our energy and commitment 85
our energy and enterprise 83
our energy and imagination 66
our engines and telegraphs 101
our errors and shortcomings 118
our escape was discovered 58
our escort and assistance 54
our esteem and appreciation 83
our esteem and approbation 283
our esteem and confidence 217
our esteem and friendship 171
our failings and shortcomings 130
our fallen and degenerate 56
our family for generations 1128
our family was considered 58
our family was constantly 63
our family was remembered 107
our fathers and forefathers 3256
our fathers for establishing 50
our fathers was preferable 89
our faults and limitations 87
our faults and shortcomings 501
our feelings and aspirations 103
our feelings and associations 43
our feelings and conceptions 66
our feelings and conscience 43
our feelings and convictions 138
our feelings and derogatory 71
our feelings and experience 269
our feelings and imagination 297
our feelings and impressions 161
our feelings and motivations 77
our feelings and perceptions 432
our feelings and prejudices 116
our feelings and principles 84
our feelings and sentiments 356
our feelings and stimulates 50
our feelings and understand 45
our feelings are determined 70
our feelings are interested 158
our fellow men everywhere 63
our fields and plantations 97
our fields has progressed 84
our figure and description 204
our findings and conclusions 1190
our findings and suggestions 71
our findings are applicable 95
our findings are compatible 68
our findings are consistent 1086
our findings are suggestive 57
our findings are summarized 129
our flight was discovered 66
our forces are constantly 48
our forces are numberless 45
our forces are restricted 49
our forces can accomplish 108
our friend and benefactor 951
our friend and countryman 79
our fruits and vegetables 1255
our future with confidence 69
our future with sordidness 62
our genius for compromise 56
our genius for enterprise 179
our griefs and afflictions 85
our griefs are protracted 247
our guides and attendants 52
our guides and protectors 79
our guilty and conscience 49
our habits and associations 188
our habits and assumptions 43
our habits and experience 123
our habits and occupations 84
our habits and prejudices 116
our habits and principles 63
our habits and regulations 66
our habits and sentiments 68
our habits and tendencies 58
our hatred and persecution 42
our hatred and resentment 50
our hearers are prejudiced 56
our honest and industrious 48
our horror and detestation 214
our horror and indignation 257
our horses and approached 42
our horses and equipments 195
our horses had disappeared 60
our horses with difficulty 135
our houses and apartments 197
our houses and outbuildings 109
our houses and possessions 63
our houses and properties 43
our images are constantly 50
our initial and subsequent 40
our joyful and boisterous 40
our judges and congressmen 86
our leaders and politicians 119
our limits and boundaries 78
our limits and limitations 41
our lovers that lustrously 109
our measuring and categorizing 106
our meetings and activities 48
our meetings and assemblies 41
our meetings and discussions 219
our meetings for discipline 261
our memory and experience 499
our memory and imagination 473
our mental eye penetrates 41
our methods and approaches 152
our methods and assumptions 66
our methods and conclusions 52
our methods and principles 85
our methods and procedures 253
our methods and techniques 325
our methods are applicable 57
our methods for constructing 43
our militia and volunteers 72
our milton has beautifully 41
our misery and afflictions 65
our misery and degradation 130
our mission and objectives 54
our mission was successful 68
our models and assumptions 42
our modern and postmodern 180
our modern and scientific 69
our mornings and afternoons 53
our mortal and implacable 40
our mothers had mismanaged 49
our mutual and individual 67
our narrow and contracted 121
our native and cultivated 42
our native and introduced 59
our nature and capability 164
our nature and destination 49
our nature and disposition 68
our nature and enterprise 355
our nature and experience 205
our nature and persevered 51
our nature and principles 49
our nature are penetrated 40
our nature are strengthened 132
our nature has determined 40
our nature was originally 83
our nature with capacities 171
our notice and experience 79
our notice and observation 418
our notice and resentment 56
our notions and conceptions 77
our notions and perceptions 40
our notions and prejudices 52
our number being sufficient 301
our number was unprovided 62
our office for assistance 43
our opinion and experience 294
our opinion this difference 86
our opinion this distinction 46
our opinion this phenomenon 63
our orders are peremptory 86
our organs and capacities 67
our origin and destination 142
our output and employment 47
our papers and collections 76
our papers and discussions 48
our papers and periodicals 61
our pardon and acceptance 410
our partial and inadequate 142
our passion and commitment 73
our passion for excellence 64
our peoples and cooperation 64
our peoples for brotherhood 185
our perils and sacrifices 127
our periods and transitions 71
our person and government 122
our planet was originally 124
our planning and management 71
our planning and preparation 131
our plants and facilities 125
our policy and legislation 134
our policy and principles 82
our policy and procedures 85
our polite and fashionable 75
our powers and activities 85
our powers and capacities 888
our powers and disposition 63
our powers and limitations 42
our powers and possessions 52
our powers and privileges 73
our powers are inadequate 50
our praise and appreciation 52
our praise and approbation 269
our prison was overlooked 42
our proper and legitimate 44
our readers and supporters 82
our readers are accustomed 82
our readers are acquainted 495
our readers are encouraged 41
our readers are interested 650
our readers can understand 74
our readers for information 67
our readers may anticipate 56
our readers may understand 365
our readers who understand 44
our readers with information 56
our reasoning and conclusions 107
our reasons and conclusions 50
our reasons and encourages 69
our reasons for entertaining 169
our reasons for recommending 58
our regard and appreciation 43
our relief and assistance 61
our return with impatience 81
our reward and punishment 68
our rifles and cartridges 120
our rights and franchises 43
our rights and grievances 56
our rights and immunities 125
our rights and obligations 840
our rights and possessions 177
our rights and principles 62
our rights and privileges 5819
our rights and properties 209
our rights are recognized 55
our rivals are celebrated 44
our rulers and politicians 57
our safety and importance 144
our safety and prosperity 622
our sample are classified 46
our sample are relatively 85
our sample was relatively 69
our sample was restricted 60
our scanty and diminished 77
our school and university 301
our scotch law principles 84
our senses and experience 612
our senses and imagination 765
our senses and intellects 55
our senses and perceptions 191
our senses are acquainted 53
our senses are constantly 203
our senses are conversant 218
our senses are heightened 84
our senses are stimulated 138
our senses are trustworthy 105
our senses for information 49
our serious and deliberate 41
our sexual and aggressive 254
our shipping and shipbuilding 61
our shores and grievously 69
our silent and apparently 82
our simple and unpretending 71
our skills and capacities 46
our skills and experience 406
our skills and techniques 71
our skills and technology 47
our solemn and deliberate 48
our solemn and determined 116
our sorrow and indignation 97
our sorrow and perplexity 50
our sorrow and repentance 58
our source and destination 47
our source for information 49
our special and particular 50
our speech and literature 119
our spirit and literature 54
our sports and amusements 46
our states and activities 47
our states and localities 383
our steamer was surrounded 40
our stores and warehouses 41
our strength and confidence 186
our strength and consolation 171
our strength and discipline 213
our strength and experience 142
our strength and importance 45
our strength and inspiration 68
our strength and prosperity 312
our strength and solidarity 45
our strength and sustenance 58
our strength was unimpaired 62
our striving for efficiency 53
our striving for excellence 54
our sudden and unexpected 249
our surety and substitute 162
our survey and interviews 86
our system and personally 50
our system and principles 49
our system are apportioned 93
our system has insensibly 42
our system was degenerating 48
our system was discovered 68
our tastes and aspirations 73
our tastes and capacities 53
our tastes and characters 46
our tastes and prejudices 75
our tastes and principles 50
our tastes and sentiments 386
our teacher and instructor 141
our teacher had instituted 43
our temper and disposition 195
our theology and philosophy 77
our theories and assumptions 115
our theories and principles 54
our theories and techniques 118
our thought all particular 106
our thought and experience 1285
our thought and imagination 543
our thought and literature 100
our thought and speculation 65
our trades and industries 97
our trades and occupations 42
our trades and professions 203
our training and background 58
our training and discipline 123
our training and educational 63
our training and experience 1087
our training and preparation 69
our trains and telephones 76
our troops had penetrated 54
our unique and individual 123
our upbringing and experience 93
our values and aspirations 260
our values and assumptions 241
our values and convictions 96
our values and identities 68
our values and lifestyles 86
our values and objectives 65
our values and perceptions 137
our values and philosophy 48
our values and prejudices 52
our values and principles 402
our values and sympathetic 51
our values are determined 44
our vanity and presumption 71
our vessel was discharged 55
our vessel was surrounded 82
our violent and inordinate 47
our vowels and consonants 110
our voyage was prosperous 41
our voyage was uneventful 85
our wagons and ambulances 182
our waters and atmosphere 62
our wisdom and experience 344
our wishes and aspirations 94
our wishes and prejudices 44
our wonder and indignation 43
out already with sufficient 102
out assets and liabilities 77
out before any conclusions 42
out before his astonished 152
out before his imagination 151
out before our astonished 58
out before she considered 41
out before she remembered 131
out before they discovered 45
out beyond all expectation 182
out beyond all supposition 42
out beyond its boundaries 196
out beyond its traditional 174
out boldly and distinctly 81
out boldly and vigorously 43
out cigars and cigarettes 103
out clearly and accurately 80
out clearly and beautifully 61
out clearly and completely 193
out clearly and convincingly 166
out clearly and decisively 84
out clearly and definitely 345
out clearly and distinctly 2717
out clearly and explicitly 129
out clearly and forcefully 229
out clearly and separately 46
out clearly and succinctly 188
out clerks for government 43
out coffee and sandwiches 113
out credit for regularity 51
out dishes and silverware 64
out duties and obligations 92
out errors and shortcomings 44
out fairly and impartially 47
out faults and shortcomings 53
out fruits and vegetables 244
out loudly and distinctly 54
out loudly and forcefully 44
out loudly for assistance 231
out matter for publication 48
out methods and procedures 203
out methods and techniques 155
out openly and forcefully 43
out openly and vigorously 53
out plates and silverware 249
out reward and punishment 1157
out rights and obligations 468
out rights and privileges 109
out scenes and characters 88
out slowly and completely 333
out slowly and distinctly 51
out slowly and laboriously 56
out slowly and separately 43
out sooner than relinquish 45
out striking and unexpected 46
out through his binoculars 105
out through his compressed 87
out through his spectacles 85
out through its committees 48
out through long experience 49
out whether any complaints 132
out whether any particular 401
out whether she remembered 54
out whether that particular 190
out whether they correspond 66
out whether they understand 115
out whether this difference 82
out whether this particular 235
out whether this phenomenon 45
out whether you understand 162
out wholly and resolutely 42
out without any appreciable 175
out without any assistance 230
out without any concealment 140
out without any difficulty 1523
out without any explanation 239
out without any molestation 103
out without any obstruction 42
out without any particular 610
out without any preparation 160
out without any reservation 69
out without any resistance 132
out without any restriction 43
out without being discovered 219
out without being recognized 231
out without being surrounded 45
out without his assistance 207
owe duties and obligations 54
own absurd and oppressive 405
own accord and disappeared 68
own actions and activities 147
own actions and aspirations 55
own actions and characters 42
own actions and experience 60
own actions and expressions 42
own actions and motivations 172
own actions and perceptions 109
own actions and statements 159
own actions and utterances 83
own actions are determined 53
own advice and predictions 61
own agenda and objectives 70
own assets and liabilities 2420
own assets and limitations 198
own belief and conscience 51
own belief and experience 103
own bodies are constantly 63
own changes are sufficient 88
own changes being successive 93
own choice and inclination 292
own choice and preference 68
own choosing for collective 341
own church and congregation 292
own claims and grievances 44
own claims and possessions 47
own claims and pretensions 164
own claims for recognition 43
own clothes and possessions 73
own coasts are vulnerable 43
own colors and background 58
own design and fabrication 44
own desire and inclination 82
own desire for friendship 69
own desire for indulgence 60
own desire for information 48
own desire for recognition 139
own dogmas and ceremonies 43
own doubts and hesitations 217
own doubts and solicitude 80
own duties and obligations 280
own duties and privileges 65
own emotion and experience 48
own empire was surrounded 72
own energy and commitment 60
own energy and enterprise 514
own energy and imagination 82
own errors and prejudices 100
own errors and shortcomings 195
own extent and generality 65
own failings and limitations 78
own failings and shortcomings 187
own fallen and degenerate 41
own family and background 84
own family and connections 122
own family and dependents 133
own family for assistance 53
own fathers and forefathers 67
own faults and corruptions 57
own faults and limitations 116
own faults and shortcomings 551
own faults are overlooked 42
own feelings and activities 65
own feelings and adventures 62
own feelings and aspirations 247
own feelings and associations 72
own feelings and assumptions 58
own feelings and conceptions 47
own feelings and confessions 71
own feelings and conscience 265
own feelings and convictions 612
own feelings and disposition 61
own feelings and evaluations 165
own feelings and experience 1857
own feelings and expressions 169
own feelings and imagination 135
own feelings and impressions 498
own feelings and limitations 42
own feelings and motivations 406
own feelings and observation 42
own feelings and perceptions 1927
own feelings and phantasies 48
own feelings and prejudices 481
own feelings and principles 183
own feelings and reflections 201
own feelings and sentiments 559
own feelings and subjective 40
own feelings and understand 60
own findings and conclusions 279
own fruits and vegetables 1394
own genius and application 83
own genius and disposition 87
own genius and experience 75
own genius and imagination 53
own genius and inclination 40
own genius and inspiration 44
own gentle and scrupulous 66
own habits and associations 102
own habits and prejudices 351
own habits and principles 56
own hamlet for shakespeare 55
own hatred and abhorrence 113
own hidden and apparently 43
own horses and equipments 132
own horses and implements 84
own houses and apartments 249
own humble but enthusiastic 56
own imposing and impressive 70
own labors and sacrifices 51
own limits and boundaries 193
own limits and capacities 92
own limits and limitations 83
own losses and distresses 44
own mantle was perforated 49
own maxims and conclusions 85
own maxims and principles 44
own memory and experience 495
own memory and imagination 241
own memory and observation 308
own merits and advantages 65
own merits and importance 140
own merits and limitations 334
own merits and shortcomings 231
own methods and approaches 183
own methods and assumptions 71
own methods and conceptions 139
own methods and conclusions 114
own methods and experience 122
own methods and objectives 69
own methods and principles 156
own methods and procedures 440
own methods and properties 220
own methods and strategies 58
own methods and techniques 458
own misery and degradation 71
own misery and destruction 88
own misery and sinfulness 45
own mission and objectives 59
own morals and principles 45
own myself not completely 121
own narrow and prejudiced 40
own nature and attributes 323
own nature and capacities 199
own nature and consequent 694
own nature and destination 75
own nature and disposition 172
own nature and experience 699
own nature and importance 51
own nature and inclination 107
own nature and limitations 62
own nature and perfections 116
own nature and principles 106
own nature and properties 92
own nature and tendencies 71
own nature are sufficient 48
own notice and government 46
own notions and prejudices 118
own notions and principles 49
own opinion and experience 229
own opinion and inclination 78
own origin and destination 53
own person and capacities 830
own person and disposition 244
own person and experience 90
own person and government 85
own person and possessions 740
own person and pretensions 47
own person this overpowering 57
own planning and management 70
own planning and preparation 41
own policy and procedures 63
own powers and activities 98
own powers and capacities 513
own powers and importance 113
own powers and limitations 620
own powers and possessions 108
own powers and pretensions 56
own powers and privileges 586
own powers and procedures 45
own powers and sufficient 83
own powers and tendencies 58
own powers they frequently 73
own prison for trespasses 66
own proper and individual 167
own proper and legitimate 104
own proper and particular 294
own purity and cleanliness 45
own purity and simplicity 40
own reality and experience 204
own reasoning and experience 146
own reasons for discontent 139
own reasons for discouraging 42
own reasons for establishing 47
own reasons for exaggerating 79
own reward and punishment 116
own rights and immunities 48
own rights and importance 67
own rights and legitimate 109
own rights and liabilities 106
own rights and obligations 983
own rights and possessions 108
own rights and privileges 6491
own rights and properties 148
own safety and privileges 93
own safety and prosperity 359
own safety that influenced 86
own safety was apparently 46
own salary and allowances 50
own school and university 71
own script and literature 40
own senses and discourses 43
own senses and experience 182
own senses and perceptions 60
own sexual and aggressive 417
own shares and debentures 121
own simple and expressive 61
own simple and physically 161
own skills and activities 58
own skills and attributes 119
own skills and capacities 296
own skills and competence 62
own skills and confidence 54
own skills and experience 860
own skills and limitations 107
own skills and strategies 45
own skills and techniques 97
own solemn and deliberate 50
own sorrow and loneliness 71
own special and appropriate 103
own special and individual 130
own special and particular 310
own special and profitable 45
own spelling and punctuation 369
own sphere are superhuman 58
own spirit and conscience 53
own spirit and perfections 53
own spirit and principles 47
own spleen and resentment 74
own standing and importance 44
own states and activities 129
own states and localities 60
own status and importance 88
own status and privileges 110
own strength and capability 84
own strength and capacities 43
own strength and cleverness 53
own strength and competence 82
own strength and confidence 140
own strength and experience 115
own strength and importance 361
own strength and limitations 80
own strength and management 46
own strength and mightiness 131
own strength and popularity 58
own strength and prosperity 64
own strength and resilience 74
own strength and shrewdness 40
own strength and superiority 116
own strength and underrated 43
own strength was inadequate 48
own strength was sufficient 81
own styles and techniques 116
own syntax and vocabulary 68
own system with inflexible 73
own talent and experience 55
own talent and imagination 46
own tastes and amusements 41
own tastes and aspirations 49
own tastes and capacities 153
own tastes and convictions 87
own tastes and prejudices 465
own tastes and sentiments 89
own tastes and tendencies 47
own temper and disposition 324
own temper and inclination 190
own theories and assumptions 45
own theories and conclusions 61
