oak savanna and prairie 44
old customs are vanishing 44
old desires and ancient 91
old dispute was renewed 48
old dispute was revived 86
old doctors and lawyers 47
old doublet and haggard 44
old dynasty had wrought 49
old egyptian and assyrian 57
old emperor and empress 46
old engravings and paintings 48
old fashions and customs 64
old flowers are removed 79
old formula for success 59
old friends and brethren 365
old friends and brothers 129
old friends and clients 216
old friends and college 59
old friends and cousins 54
old friends and cronies 190
old friends and distant 108
old friends and enemies 630
old friends and enjoyed 82
old friends and exchange 89
old friends and faithful 77
old friends and familiar 701
old friends and friends 58
old friends and helpers 59
old friends and kindred 160
old friends and kinsmen 260
old friends and masters 86
old friends and members 215
old friends and mentors 102
old friends and patrons 431
old friends and perhaps 82
old friends and pleasant 48
old friends and several 88
old friends and started 65
old friends and teachers 272
old friends and trusted 98
old friends and visited 57
old friends are married 41
old friends get together 168
old friends got together 105
old friends had arrived 53
old friends had dropped 85
old friends had gathered 107
old friends had stopped 41
old friends sat together 47
old friends who dropped 53
old friends who gathered 49
old friends who greeted 55
old friends who visited 76
old friends with comfort 72
old general now marched 49
old general was present 43
old gnarled and twisted 204
old grannie and subject 52
old hatreds and battles 43
old history and culture 144
old hunters and edwards 50
old ideology and culture 108
old infants are capable 156
old infants can imitate 58
old journey now revised 60
old knights and squires 61
old language and culture 148
old language and customs 136
old language and manners 47
old language and popular 65
old legends and ballads 110
old legends and beliefs 44
old legends and customs 69
old legends and stories 268
old letters and numbers 60
old letters and records 243
old manners and customs 1108
old manners and opinions 234
old mansions and castles 51
old mansions and estates 40
old mansions and palaces 62
old masters and antique 69
old masters and moderns 110
old masters had painted 64
old masters put together 62
old masters who painted 44
old members and friends 48
old memphis and babylon 52
old mexican and spanish 186
old mexican war veteran 151
old miracle and mystery 40
old monarch who planned 57
old moravian and bohemian 46
old mosaics and paintings 45
old mottled but perfect 43
old muskets and pistols 41
old northern and southern 125
old opinions and customs 61
old painter for perfect 76
old paintings and engravings 343
old paintings and statues 83
old palaces and castles 53
old palaces and gardens 43
old palaces and mansions 68
old palaces and temples 393
old passions and desires 67
old passions and hatreds 48
old patient was brought 59
old patient with chronic 421
old patient with diabetes 202
old patient with history 123
old patient with primary 113
old patrons and friends 69
old pattern was repeated 82
old preacher was revived 41
old presses and shelved 54
old prophet had allowed 44
old quarrel was renewed 84
old records and hearkening 125
old records and letters 75
old records and reports 144
old religion and culture 125
old religion and customs 94
old religion and manners 49
old religion and society 42
old religion had preached 55
old religion then excites 58
old rituals and beliefs 62
old rituals and customs 99
old routine was resumed 50
old saddles and bridles 45
old sailors run aground 137
old sailors who belonged 50
old scandal was revived 42
old seashore with dialogue 96
old seedlings are planted 165
old servant her freedom 86
old servant who brought 47
old shelves and presses 47
old shrines and temples 385
old society and culture 72
old soldier had arranged 59
old spaniard had advised 44
old spanish and mexican 1311
old squares and streets 52
old stories and ballads 48
old stories and beliefs 43
old stories and customs 58
old stories and legends 466
old stories are repeated 45
old streets and buildings 343
old streets and squares 211
old subsidy was imposed 128
old surface and produce 141
old systems and customs 48
old teachers and friends 104
old temples and buildings 61
old temples and pagodas 54
old temples and palaces 475
old temples and shrines 469
old temples and statues 52
old thoughts and beliefs 151
old thoughts and emotions 74
old travels and voyages 48
old variety and freedom 208
old vietnam war veteran 43
old village that trailed 42
old warriors and hunters 52
old weights and measures 1946
one accepts his premise 126
one accepts that culture 42
one accepts that language 42
one accepts that premise 128
one accepts this account 178
one accepts this analogy 82
one accepts this concept 238
one accepts this general 126
one accepts this position 431
one accepts this premise 922
one account and crediting 129
one account and credits 50
one account and deposit 67
one account being debited 49
one adheres too closely 90
one against don quixote 59
one against her husband 45
one against his consent 100
one against his forehead 62
one against his success 63
one against its success 89
one against one hundred 134
one against ten thousand 62
one against two hundred 85
one analyst has pointed 168
one analyst has written 171
one answers that question 475
one answers this question 1443
one article has hitherto 43
one article that appeared 79
one article was written 57
one assault and battery 94
one assumes that because 214
one assumes that behavior 45
one assumes that capital 105
one assumes that certain 260
one assumes that everything 175
one assumes that foreign 40
one assumes that language 164
one assumes that natural 100
one assumes that parents 121
one assumes that similar 99
one assumes that society 121
one assumes that workers 117
one attaining its fullest 58
one attains this harmony 41
one avocado pear between 42
one awaited with intense 143
one bathroom per hundred 47
one bayonet was stained 51
one because her husband 193
one because its members 89
one because they believe 127
one becomes and remains 102
one bedroom and bathroom 65
one beginning with ethylene 47
one believe that everything 44
one believe that germany 43
one beloved and rescued 54
one benefit has accrued 84
one besides her husband 97
one between two classes 53
one between two competing 61
one between two equally 76
one between two parties 209
one between two persons 148
one between two private 125
one between two systems 74
one blanket and covered 59
one boarded and searched 80
one brigade was ordered 48
one brothers and sisters 492
one carried out against 88
one carried out between 40
one catches and enfolds 45
one central and several 125
one central and unchanging 41
one century had elapsed 55
one century has elapsed 65
one certain and perfect 113
one chamber for himself 45
one chamber may approve 173
one channel with respect 72
one chapter and beginning 48
one chapter being devoted 121
one chapter had escaped 104
one chapter that egyptian 48
one chapter two chapter 180
one chapter was devoted 248
one chapter was written 78
one charged with assault 61
one charged with enforcing 123
one charged with especial 50
one charged with receiving 61
one chooses and refuses 94
one chooses for himself 274
one chooses for oneself 248
one circuit for service 100
one circuit with respect 97
one clutching this phantom 70
one command and control 128
one communing with himself 41
one company can control 56
one company can operate 47
one company can produce 41
one company can provide 62
one company for several 44
one company has control 49
one company off against 148
one company was allowed 64
one company was ordered 87
one complex and perfect 184
one conceals his emotions 66
one confuse our idealism 123
one consent did declare 50
one consent they stopped 81
one context and applied 54
one country and against 44
one country and between 116
one country and brought 51
one country and climate 69
one country and culture 224
one country and language 116
one country and mankind 195
one country and payable 288
one country and shipped 89
one country and western 101
one country are allowed 40
one country are carried 43
one country are quickly 54
one country are shipped 52
one country are subject 51
one country are usually 107
one country but operate 59
one country but several 78
one country can achieve 46
one country can control 51
one country can improve 45
one country can produce 597
one country can provide 85
one country can quickly 42
one country can receive 52
one country for decades 60
one country may benefit 58
one country may increase 46
one country may possess 58
one country may produce 69
one country may provide 53
one country may receive 46
one country may require 69
one country off against 465
one country two systems 1457
one country with respect 130
one courtly and precise 42
one covered with flowers 56
one creature and inferior 64
one crowned with flowers 56
one crystal with respect 84
one culture and applied 43
one culture and language 321
one culture and religion 51
one culture and society 81
one decides for himself 74
one decides for oneself 99
one defends his country 40
one defines and measures 276
one degrees and thirteen 2128
one degrees ten minutes 141
one derives any benefit 94
one desires for himself 120
one desires for oneself 537
one divorce was granted 55
one dollars and fifteen 105
one dollars and seventy 1063
one doubted her ability 41
one doubted his ability 488
one doubted his courage 455
one doubted his honesty 78
one doubted his loyalty 54
one doubted that society 41
one drachma for himself 73
one dropped out because 91
one drunken man becomes 40
one dynasty and country 47
one element and neglect 41
one element are exactly 68
one element can combine 90
one element may combine 52
one element may replace 83
one element that combine 224
one element that defines 51
one element that remains 104
one element with respect 109
one elevating and inspiring 53
one eminent for dignity 105
one employs his schemes 165
one entered but himself 85
one episode per patient 49
one escapes his destiny 57
one essence may proceed 50
one eternal and unchanging 71
one european and several 47
one examine his thoughts 68
one example and explain 48
one example may suffice 617
one expects for oneself 51
one explain this paradox 133
one extreme and poverty 50
one extreme are certain 47
one extreme are persons 60
one extreme are species 87
one extreme are systems 67
one eyebrow and glanced 57
one eyebrow and grinned 108
one eyebrow and lowered 42
one faithful and devoted 46
one faithful old emperor 43
one faithful old servant 50
one familiar with affairs 47
one familiar with anatomy 54
one familiar with chinese 129
one familiar with current 54
one familiar with european 47
one familiar with general 51
one familiar with history 201
one familiar with railway 50
one familiar with similar 45
one familiar with spanish 46
one following are devoted 55
one follows his example 42
one formula for success 212
one fortune has blocked 67
one foundry and machine 119
one frantic with despair 55
one fraught with anxiety 89
one fraught with greatest 43
one fraught with immense 54
one fraught with tensions 55
one fraught with unusual 44
one frigate and fifteen 68
one function with respect 121
one gathered how immense 60
one general and several 181
one general and uniform 255
one gunboat had arrived 58
one hostage was released 71
one hundred and dollars 82
one hundred and eleventh 1361
one hundred and fifteen 62878
one hundred and fiftieth 12090
one hundred and fortieth 1434
one hundred and perhaps 51
one hundred and seventy 294114
one hundred and several 155
one hundred and sixteen 21004
one hundred and sixtieth 1266
one hundred and thirteen 34750
one hundred and thirtieth 2017
one hundred and thousand 303
one hundred and upwards 757
one hundred are wounded 49
one hundred are written 42
one hundred dead outside 44
one hundred for himself 58
one hundred for repairs 56
one hundred law schools 60
one hundred men against 106
one hundred men appeared 62
one hundred men arrived 91
one hundred men besides 50
one hundred men between 64
one hundred men brought 48
one hundred men convoying 87
one hundred men gathered 51
one hundred men marched 102
one hundred men present 156
one hundred men produce 50
one hundred men started 42
one hundred new buildings 43
one hundred new members 478
one hundred new schools 69
one hundred new sections 40
one hundred new species 143
one hundred new yorkers 76
one hundred oil paintings 52
one hundred one hundred 163
one hundred one thousand 177
one hundred per centers 111
one hundred per thousand 287
one hundred real dollars 114
one hundred six thousand 104
one hundred ten degrees 205
one hundred ten dollars 246
one hundred ten percent 299
one hundred ten thousand 1592
one hundred they receive 60
one hundred two degrees 67
one hundred two hundred 141
one hundred two thousand 115
one hundred wax candles 47
one hundred year history 340
one husband and married 47
one husband and several 553
one husband has several 44
one husband with several 83
one imagine that america 1040
one imagine that because 249
one imagine that composing 51
one immense and regular 45
one inhales and exhales 69
one justice may receive 46
one knowingly and willingly 72
one language and culture 1184
one language and express 146
one language and religion 102
one language can produce 85
one language for certain 41
one language for worship 52
one language may contain 47
one language may express 46
one language may possess 42
one language may require 67
one listens with pleasure 135
one location and shipped 42
one location for several 148
one machine and covered 155
one machine can perform 53
one machine can produce 71
one machine gun company 312
one machine gun platoon 124
one machine gun position 59
one material with respect 48
one maximum and minimum 205
one measures them against 44
one members being present 44
one memorial day weekend 63
one message that emerges 44
one millions six hundred 276
one millions two hundred 99
one miracle was wrought 165
one national and several 87
one northern and western 45
one noticed her absence 139
one noticed his absence 295
one noticed his arrival 110
one noticed our arrival 86
one notices that although 87
one notices that certain 89
one notices that several 107
one oarsman was allowed 44
one objects are defined 563
one obscure and private 50
one obtains for example 40
one obtains this equation 679
one obtains this relation 43
one occasion and refused 48
one occasion being obliged 42
one occasion being present 72
one occasion for example 99
one occasion for several 101
one occasion her husband 193
one occasion his friends 93
one occasion his majesty 180
one occasion his servant 42
one occasion one hundred 91
one occasion she allowed 55
one occasion she appeared 147
one occasion she arranged 49
one occasion she arrived 102
one occasion she brought 288
one occasion she carried 68
one occasion she decided 49
one occasion she entered 93
one occasion she fainted 41
one occasion she herself 59
one occasion she invited 175
one occasion she managed 91
one occasion she noticed 44
one occasion she offered 62
one occasion she ordered 77
one occasion she plainly 91
one occasion she refused 129
one occasion she repeated 62
one occasion she started 42
one occasion she visited 169
one occasion sir charles 47
one occasion sir francis 59
one occasion ten thousand 50
one occasion that although 45
one occasion that general 44
one occasion they appeared 66
one occasion they brought 216
one occasion they carried 108
one occasion they decided 48
one occasion they entered 74
one occasion they invited 76
one occasion they managed 50
one occasion they marched 69
one occasion they offered 65
one occasion they ordered 42
one occasion they refused 134
one occasion they stopped 49
one occasion they visited 64
one occasion two friends 41
one occasion two hundred 219
one occasion two members 67
one occasion two thousand 40
one occasion was invited 62
one occasion was obliged 73
one occasion with respect 65
one occupying his position 118
one occupying that position 50
one offense any penalty 108
one offered any comment 71
one officer and fifteen 371
one officer and seventy 206
one officer and several 242
one officer and sixteen 221
one officer and thirteen 255
one officer and wounded 198
one officer per company 157
one officer was present 47
one officer was wounded 120
one official may examine 63
one outward and visible 182
one painter for jocelyn 92
one partner has decided 46
one partner may execute 69
one partner may receive 47
one passage that strikes 92
one patient did develop 45
one patient may develop 44
one patient may produce 45
one patient may require 81
one patient may respond 54
one patient was receiving 60
one patient was studied 61
one patient who appeared 47
one patient who refused 66
one patient with chronic 426
one patient with diabetes 60
one patient with gastric 46
one patient with hodgkin 67
one patient with primary 168
one pattern that emerges 58
one perfect and eternal 72
one perfect and supreme 41
one perfect and uniform 99
one perhaps two hundred 81
one position for several 521
one position with respect 343
one preceding and following 76
one present but herself 41
one present but himself 186
one present can suggest 59
one primary and several 215
one problem but several 68
one problem may require 68
one problem that emerges 45
one problem that plagues 59
one problem that remains 226
one problem that worried 40
one process can execute 158
one process for producing 87
one product may require 68
one program for enhancing 143
one providing for payment 47
one purpose and applied 49
one purpose and foreign 85
one purpose and function 109
one purpose and invalid 40
one pursued and haunted 44
one pursues and attains 53
one pursues this question 44
one quality that defines 51
one quarter its present 42
one question but several 78
one question for history 48
one question that emerges 49
one question that haunted 42
one question that matters 250
one question that remains 461
one question was settled 61
one question with respect 40
one rational being towards 66
one realizes how closely 113
one realizes how rapidly 43
one realizes that although 281
one realizes that because 44
one realizes that between 97
one realizes that certain 188
one realizes that despite 108
one realizes that everything 285
one realizes that perhaps 121
one realizes that several 142
one recalls that certain 41
one recalls with pleasure 67
one regular and gradual 83
one regular and orderly 49
one regular and uniform 114
one religion for mankind 45
one religion with freedom 45
one respect his position 66
one respect his superior 43
one respect our british 50
one respect this canadian 52
one retaining its radical 57
one rotation with respect 232
one scholar has claimed 138
one scholar has counted 46
one scholar has defined 46
one scholar has labeled 94
one scholar has phrased 70
one scholar has pointed 744
one scholar has rightly 52
one scholar has written 2207
one scholar hath stepped 234
one scholar who studied 49
one segment with respect 80
one selects for himself 54
one sergeant and fifteen 69
one servant was brought 43
one shifted for himself 257
one shifted his position 46
one smaller than himself 82
one society and culture 201
one society are related 48
one society per country 321
one soldier and wounded 325
one soldier was wounded 292
one spaniard and wounded 83
one spaniard was wounded 42
one species and between 71
one species and inserting 49
one species and several 92
one species are crossed 290
one species are present 94
one species are related 145
one species are usually 203
one species can produce 64
one species can survive 55
one species can usually 51
one species goes extinct 92
one species has evolved 78
one species has hitherto 99
one species may exhibit 50
one species may produce 124
one species was present 314
one species with respect 91
one species with several 59
one strokes had sounded 113
one stronger than herself 183
one stronger than himself 861
one studded with diamonds 49
one student and injured 42
one student and wounded 101
one student had written 62
one student has pointed 78
one student has written 75
one student was allowed 45
one studies and depicts 51
one studies its history 99
one studies them closely 51
one studies this problem 49
one studies this question 94
one studies this subject 58
one subject and matters 156
one subject and pursuit 59
one subject for inquiry 70
one subject for several 59
one subject per message 50
one subject that remains 42
one subject was studied 50
one suffering for religion 58
one suppose that because 293
one suppose that private 92
one supreme and central 50
one supreme and eternal 185
one supreme and perfect 63
one surface and concave 47
one surface with respect 158
one suspect that perhaps 48
one taxable year beginning 117
one thousand and fifteen 1994
one thousand and seventy 4434
one thousand and several 117
one thousand and sixteen 248
one thousand and thirteen 581
one thousand fix hundred 316
one thousand for virginia 53
one thousand men against 165
one thousand men arrived 49
one thousand men marched 99
one thousand men together 57
one thousand men towards 49
one thousand new members 149
one thousand new schools 43
one thousand one hundred 37014
one thousand one thousand 64
one thousand sis hundred 56
one thousand six hundred 90427
one thousand ten thousand 42
one thousand two hundred 82749
one thousand year history 53
one towards each quarter 50
one uniform and general 66
one uniform and regular 84
one uniform and unchanging 75
one unlucky day mounted 109
one usually put forward 49
one variable and addition 162
one variable and observe 51
one variable and several 86
one variable are matched 51
one variable are plotted 100
one variable are related 338
one variable are usually 78
one variable being studied 128
one variable can predict 66
one variable that affects 165
one variable with respect 906
one variety and several 109
one vehicle for achieving 54
one village one society 72
one village was divided 50
one voltage and current 147
one watched him closely 55
one watches and listens 141
one witness was present 44
one witness who claimed 80
one wonders how anybody 142
one wonders how closely 95
one wonders how reliable 92
one wonders why anybody 53
one wonders why certain 44
one wonders why congress 42
one wonders with delight 48
one wounded but pizarro 73
our ability and resolve 127
our absence had brought 68
our account and because 56
our account this brevity 54
our actives and pledges 95
our admiral and viceroy 64
our admired and beloved 40
our advance and passage 128
our advance was checked 84
our advance was stopped 41
our affairs and conduct 217
our affairs and consult 65
our affairs and factions 50
our affairs are brought 94
our affairs are managed 105
our affairs are settled 359
our affairs had assumed 42
our affairs may require 120
our affairs with algiers 71
our affairs with america 88
our affairs with foreign 1045
our affairs with morocco 52
our affairs with respect 48
our alliance with america 76
our alliance with britain 59
our alliance with germany 140
our alliance with holland 74
our ambition now mounted 41
our ancient and beloved 77
our ancient and faithful 99
our ancient and glorious 120
our ancient and loveable 51
our ancient and natural 67
our ancient and private 105
our animals and insects 93
our animals and started 67
our answers are correct 102
our answers may express 70
our arrival all matters 43
our arrival was devoted 43
our arrival was greeted 63
our article was written 48
our artists and thinkers 57
our artists and writers 505
our asylums and prisons 49
our attaining our highest 84
our avarice and ambition 461
our baggage and carried 50
our baggage and prepare 48
our baggage and saddles 55
our baggage and several 52
our baggage and started 67
our baggage had arrived 72
our baggage was brought 163
our baggage was carried 159
our baggage was ferried 45
our baggage was reduced 59
our baggage was searched 140
our baggage was weighed 133
our bankers and brokers 54
our banners and ensigns 528
our battery was ordered 113
our battles for freedom 50
our battles for liberty 46
our bedroom and bathroom 70
our bedroom and slammed 52
our bedroom and started 47
our behavior and beliefs 155
our behavior and choices 52
our behavior and conduct 215
our behavior and emotions 112
our behavior and motives 54
our behavior and reactions 57
our behavior and thoughts 131
our behavior with respect 240
our beliefs and behavior 318
our beliefs and customs 138
our beliefs and desires 2532
our beliefs and emotions 123
our beliefs and features 41
our beliefs and opinions 613
our beliefs and thoughts 244
our beliefs are correct 116
our beliefs are founded 75
our beliefs are largely 64
our beliefs are rational 94
our beliefs are related 43
our beliefs are subject 63
our beliefs with respect 64
our bellies and crawled 49
our belongings and prepare 56
our belongings and started 123
our beloved and admired 77
our beloved and blessed 172
our beloved and faithful 1905
our beloved and glorious 66
our beloved and gracious 103
our beloved and honored 729
our beloved and revered 680
our beloved and sainted 46
our beloved and trusted 44
our beloved can presume 42
our beloved son charles 53
our benefit and comfort 87
our benefit and pleasure 78
our bishops and curates 276
our bishops and divines 57
our bishops and pastors 69
our bishops and priests 422
our blessed and glorious 115
our blessed god suffers 52
our blessings and prayers 56
our blessings for granted 178
our bondage and brought 91
our bottles and glasses 94
our bravest and noblest 163
our brethren and friends 671
our brethren and kindred 48
our brethren and kinsmen 88
our brethren and sisters 3107
our brethren are morally 50
our brethren are suffering 88
our brethren has brought 88
our brethren who believe 52
our bridges and tunnels 56
our brigade and division 99
our brigade was ordered 589
our british and canadian 75
our british and european 61
our british and foreign 145
our british and spanish 42
our brogues and potatoes 88
our brothers and cousins 172
our brothers and friends 769
our brothers and kinsmen 83
our brothers and members 43
our brothers and perhaps 52
our brothers and sisters 51448
our brothers are attuned 80
our buildings and bridges 42
our buildings and grounds 86
our buildings and streets 70
our burdens and blessings 140
our burdens and sorrows 140
our canadian and mexican 141
our carriage and baggage 49
our carriage was obliged 45
our carriage was stopped 155
our carriage with pistols 43
our central and southern 46
our central and western 190
our century and perhaps 40
our century has brought 157
our century has induced 44
our chamber and desired 47
our chances for achieving 46
our chances for success 1415
our chances for victory 172
our charger had escaped 57
our charter was granted 102
our choices and behavior 145
our choices and desires 145
our choices are between 79
our choices are limited 742
our clients and friends 177
our clients and society 70
our climate and country 47
our climate and language 76
our closets and drawers 65
our coaches and players 75
our college was founded 108
our colonial and foreign 105
our colonial and imperial 62
our colonial and national 242
our comfort and delight 127
our comfort and pleasure 549
our comfort and success 42
our comfort and support 641
our comfort and welfare 513
our command and control 926
our command was ordered 47
our company being drowned 56
our company for several 46
our company had enjoyed 53
our company has decided 50
our company has wrought 53
our company was divided 114
our company was founded 117
our company was ordered 303
our company was wounded 43
our comparing them together 120
our complex and diverse 79
our complex and dynamic 63
our complex and rapidly 346
our complex idea usually 84
our concern and anxiety 52
our concern and respect 199
our concern and sympathy 189
our concern for animals 50
our concern for freedom 72
our concern for justice 197
our concern for national 46
our concern for quality 134
our concern with history 68
our concern with language 88
our concern with poverty 55
our concern with respect 50
our conduct and behavior 218
our conduct and destiny 43
our conduct and example 81
our conduct and hazards 44
our conduct and motives 99
our conduct and opinions 164
our conduct one towards 75
our conduct with relation 73
our conduct with respect 527
our conduct with unusual 231
our consent and against 62
our consent and election 94
our contact was limited 59
our contact with western 115
our content was unbiased 168
our contest with america 61
our contest with britain 140
our control and subject 40
our country and achieve 57
our country and affirms 149
our country and against 232
our country and america 87
our country and attempt 50
our country and because 356
our country and believe 73
our country and between 44
our country and britain 41
our country and brought 106
our country and carried 44
our country and certain 59
our country and climate 168
our country and culture 221
our country and destroy 167
our country and develop 90
our country and diffusing 40
our country and economy 71
our country and enslave 56
our country and everything 175
our country and finally 41
our country and foreign 192
our country and freedom 229
our country and friends 522
our country and germany 156
our country and history 40
our country and improve 81
our country and increase 105
our country and kindred 58
our country and language 69
our country and liberty 148
our country and mankind 487
our country and national 54
our country and outside 456
our country and overseas 106
our country and perhaps 171
our country and prepare 50
our country and promote 50
our country and protect 132
our country and provide 79
our country and religion 258
our country and require 66
our country and respect 48
our country and restore 98
our country and society 461
our country and support 50
our country and visited 57
our country are beginning 62
our country are brought 90
our country are capable 106
our country are carried 65
our country are closely 43
our country are crowded 105
our country are divided 56
our country are largely 73
our country are located 55
our country are managed 48
our country are secured 64
our country are subject 62
our country are suffering 127
our country are usually 66
our country are written 40
our country can develop 47
our country can flatter 64
our country can furnish 57
our country can produce 396
our country can provide 61
our country can support 41
our country can survive 49
our country can sustain 69
our country each village 40
our country for decades 98
our country for example 82
our country for freedom 93
our country for granted 51
our country for justice 53
our country for national 57
our country for several 191
our country had enjoyed 49
our country had entered 95
our country had hitherto 134
our country has adopted 134
our country has arrived 60
our country has assumed 116
our country has brought 186
our country has certain 40
our country has decided 57
our country has derived 47
our country has emerged 56
our country has enjoyed 192
our country has entered 386
our country has evolved 90
our country has finally 56
our country has hitherto 246
our country has largely 40
our country has pursued 58
our country has secured 40
our country has started 47
our country has steadily 48
our country its present 50
our country may produce 130
our country may require 87
our country may subsist 60
our country not because 41
our country now suffers 64
our country one hundred 59
our country that italians 57
our country this question 49
our country two hundred 48
our country was beginning 43
our country was brought 147
our country was carried 73
our country was covered 147
our country was divided 263
our country was flooded 68
our country was founded 2182
our country was invaded 283
our country was largely 92
our country was rapidly 42
our country was reduced 85
our country was settled 403
our country was started 94
our country was suffering 102
our country was visited 64
our country was written 44
our country who believe 94
our country who possess 42
our country with beggars 40
our country with foreign 215
our country with respect 278
our country with slavery 68
our country yet remains 148
our courage and ability 51
our courage and manhood 42
our courage and resolve 114
our cousins and friends 133
our criteria for assessing 130
our criteria for including 50
our criteria for selecting 194
our criteria for success 165
our critics and enemies 52
our crusade for freedom 63
our culture and because 218
our culture and beliefs 78
our culture and brought 52
our culture and country 49
our culture and customs 163
our culture and economy 338
our culture and everything 41
our culture and history 1051
our culture and ideology 48
our culture and language 1420
our culture and national 143
our culture and perhaps 87
our culture and provide 40
our culture and religion 469
our culture and schools 48
our culture and science 112
our culture and society 5116
our culture are exposed 48
our culture are largely 45
our culture are usually 50
our culture can provide 74
our culture does glorify 44
our culture for granted 75
our culture for several 91
our culture has adopted 71
our culture has allowed 41
our culture has brought 54
our culture has decided 50
our culture has defined 143
our culture has evolved 194
our culture has imposed 69
our culture has labeled 48
our culture has largely 64
our culture has shifted 101
our culture has trained 85
our culture that promote 47
our culture was phrased 45
our culture with culture 95
our culture with respect 101
our current and planned 139
our current and previous 78
our customs and beliefs 284
our customs and culture 163
our customs and language 117
our customs and manners 627
our decision was correct 86
our decision was delayed 95
our decision with respect 268
our declaring war against 50
our deepest and darkest 125
our deepest and highest 76
our deepest and holiest 128
our deepest and noblest 59
our deepest and warmest 74
our defense and foreign 159
our defense and offense 44
our delight and pleasure 114
our delight his despair 47
our demands and desires 102
our demands are granted 88
our demands for foreign 45
our demands for freedom 99
our demands for justice 175
our demands for redress 71
our designs and measures 400
our designs for private 42
our desires and beliefs 324
our desires and choices 238
our desires and demands 357
our desires and designs 319
our desires and efforts 238
our desires and emotions 578
our desires and fancies 94
our desires and motives 103
our desires and opinions 54
our desires and passions 817
our desires and prayers 202
our desires and tempers 40
our desires and thoughts 334
our desires are brought 73
our desires are limited 49
our desires are selfish 42
our desires are thwarted 70
our desires but according 44
our desires for certain 56
our desires for material 95
our desires for pleasure 139
our destiny and purpose 167
our devotion and loyalty 112
our devotion and service 53
our devotion and worship 70
our dignity and freedom 126
our dignity and respect 88
our dignity that members 54
our dignity was wounded 85
our dinners and suppers 160
our diseases and redeems 51
our dispute with america 83
our dispute with britain 79
our diverse and complex 62
our division and brigade 148
our division was ordered 337
our doctors and lawyers 164
our doctors and teachers 50
our drawers and closets 44
our dullest and laziest 277
our dwellings are castles 48
our dwellings was planted 40
our earliest and deepest 202
our earliest and greatest 108
our economy and achieve 47
our economy and because 83
our economy and culture 845
our economy and foreign 67
our economy and improve 56
our economy and improving 45
our economy and national 320
our economy and provide 71
our economy and quality 65
our economy and reduced 230
our economy and society 5316
our economy can produce 129
our economy can support 63
our economy has evolved 61
our economy has shifted 81
our economy was expanding 46
