oblong morsels of symbolic 60
often capable of supporting 74
often capable of undergoing 49
often capture the attention 78
often carried on business 44
often carried on concerning 51
often carried the opposite 40
often carried to extremes 1111
often carried to temerity 57
often catches the attention 43
often clarify the diagnosis 68
often clarify the situation 71
often climbed the mountain 73
often colored by personal 46
often combine the functions 63
often confirm the diagnosis 248
often confirm the presence 84
often confuse the beginner 45
often confuse the concepts 70
often confusing to children 41
often confusing to patients 41
often confusing to students 165
often consist of hundreds 95
often consist of mixtures 83
often consist of multiple 265
often consist of numerous 78
often consist of separate 52
often consist of thousands 57
often contain an implicit 53
often contain the specific 50
often content to describe 42
often control the symptoms 40
often correct in perceiving 51
often correct the condition 101
often correct the situation 52
often couched in religious 202
often courted the historic 57
often covered by medicare 48
often crossed the atlantic 289
often crossed the boundary 42
often crossed the frontier 61
often crossed the threshold 53
often crosses the boundary 68
often crowded on weekends 75
often crowded to capacity 81
often decrease or disappear 50
often defined as consisting 56
often defined in contrast 100
often defined in economic 57
often defined in negative 59
often delayed in children 59
often delayed in patients 83
often delayed or canceled 48
often demands an immediate 138
often demands the exercise 42
often depends on accurate 52
often depends on decisions 42
often depends on external 83
often depends on personal 186
often depends on specific 93
often desired to estimate 63
often desired to prohibit 41
often despite the presence 47
often develop an attitude 58
often develop an emotional 43
often develop an increased 119
often develop an interest 88
often develop in children 57
often develop in patients 181
often develop in response 191
often devoted to specific 40
often dictate the direction 69
often dictate the selection 51
often discuss the problems 45
often display an attitude 62
often diverts the attention 43
often divided by personal 40
often dressed in costumes 50
often dressed in external 64
often elicits the response 43
often elusive in practice 49
often emerges in response 51
often enabled to convince 67
often enabled to mitigate 95
often enables the physician 85
often encased in concrete 55
often enjoyed by children 41
often equaled or exceeded 90
often erected on terraced 43
often escaped the attention 206
often escaped the personal 105
often escapes the attention 269
often evident in children 60
often evident in patients 69
often exactly the opposite 572
often exceeds the capacity 177
often exceeds the original 47
often excited in ordinary 40
often excited my curiosity 147
often excited my surprise 159
often excited the attention 126
often excited the curiosity 88
often excited the ridicule 90
often excited the surprise 81
often exhibit an abnormal 64
often exhibit an increased 103
often exhibit the symptoms 44
often exposed to absolute 60
often exposed to dangerous 87
often exposed to imminent 63
often exposed to infection 64
often exposed to multiple 195
often exposed to physical 40
often exposed to sunlight 97
often express an interest 115
often figures in japanese 53
often focused on children 55
often focused on developing 47
often focused on economic 48
often focused on personal 66
often focused on physical 46
often focused on problems 63
often focused on questions 116
often focused on specific 261
often focuses on problems 41
often focuses on questions 49
often focuses on specific 87
often follows an emotional 57
often follows an infection 112
often follows the injection 105
often follows the operation 85
often follows the overthrow 107
often follows the sequence 45
often forgets to consider 47
often furnish an argument 44
often grasped the tomahawk 54
often grouped in clusters 162
often grouped in rosettes 60
often handled by separate 59
often happens by accident 72
often happens in advanced 40
often happens in american 371
often happens in australia 74
often happens in business 413
often happens in children 100
often happens in clinical 56
often happens in criminal 67
often happens in developing 89
often happens in disputes 46
often happens in domestic 49
often happens in economic 91
often happens in education 71
often happens in engineering 80
often happens in everyday 73
often happens in families 302
often happens in industry 54
often happens in literary 60
often happens in marriages 45
often happens in medicine 169
often happens in military 70
often happens in ordinary 108
often happens in politics 436
often happens in practice 2263
often happens in questions 43
often happens in religious 69
often happens in response 45
often happens in tropical 54
often happens in washington 119
often happens to children 214
often happens to military 47
often helpful in alleviating 108
often helpful in clarifying 124
often helpful in confirming 195
often helpful in convincing 42
often helpful in delineating 120
often helpful in describing 45
often helpful in developing 131
often helpful in diagnosis 229
often helpful in estimating 44
often helpful in evaluating 256
often helpful in explaining 106
often helpful in indicating 62
often helpful in localizing 122
often helpful in overcoming 67
often helpful in patients 171
often helpful in predicting 58
often helpful in preventing 209
often helpful in separating 48
often helpful in suggesting 131
often helpful to approach 44
often helpful to classify 85
often helpful to consider 560
often helpful to describe 181
often helpful to estimate 47
often helpful to evaluate 56
often helpful to identify 345
often helpful to indicate 90
often helpful to instruct 41
often helpful to maintain 68
often helpful to organize 129
often helpful to patients 75
often helpful to remember 164
often helpful to separate 115
often helpful to students 53
often heralds the approach 90
often ignored by american 49
often ignored by analysts 88
often ignored by economic 42
often ignored by literary 68
often ignored by managers 82
often ignored by patients 43
often ignored by planners 69
often ignored by scholars 205
often ignored by students 168
often ignored by visitors 75
often ignored in accounts 49
often ignored in american 105
often ignored in analysis 54
often ignored in business 95
often ignored in economic 107
often ignored in practice 2240
often ignored in standard 355
often ignored or bypassed 88
often ignored or devalued 55
often ignored or excluded 41
often ignored or obscured 108
often ignored or regarded 48
often ignored or rejected 199
often ignored or slighted 144
often ignored the economic 49
often imagine the prophets 41
often impeded the progress 78
often impedes the progress 56
often implies the presence 109
often imposed by external 54
often improve the accuracy 60
often improve the appetite 40
often improve the condition 60
often improve the situation 89
often improve the symptoms 41
often include an analysis 41
often include the presence 53
often include the provision 125
often increase in response 41
often increase in severity 111
often increase the quantity 46
often increase the severity 59
often increasing in severity 47
often induced by exercise 51
often induced by exposure 54
often induced by external 40
often induces the formation 50
often indulge in cheerful 56
often invoked as evidence 102
often invoked is notorious 59
often invoked the authority 48
often invoked to describe 303
often involve the analysis 46
often involve the formation 67
often involve the internal 46
often involve the movement 59
often involve the posterior 58
often involve the presence 46
often involve the provision 58
often involve the purchase 68
often involve the transfer 96
often largely or entirely 69
often laughed or grumbled 71
often limited by diffusion 50
often limited by economic 42
often limited by financial 57
often limited by nitrogen 87
often limited by physical 66
often limited in practice 130
often limited in quantity 87
often limited to children 49
often limited to financial 43
often limited to isolated 49
often limited to personal 46
often limited to physical 45
often limited to questions 58
often limited to specific 375
often located as implicit 67
often located in beautiful 51
often located in isolated 191
often located in marginal 45
often located in separate 77
often located in specific 49
often located in suburban 88
often located on hilltops 56
often managed to maintain 59
often managed to overcome 43
often managed to persuade 40
often matched or exceeded 45
often measured in calories 48
often measured in decibels 134
often measured in economic 44
often measured in fractions 50
often measured in hundreds 84
often measured in monetary 42
often measured in thousands 78
often members of families 144
often members of minority 524
often members of multiple 52
often members of religious 155
often misused or confused 47
often misused to describe 206
often neglect to consider 616
often neutral or alkaline 102
often noticed as furnishing 61
often noticed in children 134
often noticed in patients 45
often noticed the contrast 53
often objects of ridicule 63
often objects of suspicion 162
often obliged to associate 48
often obliged to consider 59
often obliged to continue 50
often obliged to dismount 160
often obliged to maintain 85
often obliged to overlook 51
often obliged to practice 43
often obliged to purchase 164
often obliged to restrain 55
often obliged to separate 272
often obliged to struggle 49
often obliged to suppress 40
often obliged to tolerate 40
often obscure the diagnosis 65
often obscure the original 47
often obscure the underlying 158
often occasion to complain 59
often occasion to exercise 104
often occurring in children 107
often occurring in clusters 140
often occurring in crystals 48
often occurring in patients 97
often occurring in practice 94
often occurring in response 55
often offered as evidence 165
often offered to patients 42
often omitted in informal 53
often omitted in practice 104
often operate in isolation 131
often operate in parallel 51
often outdone by accident 125
often outruns the capacity 41
often overlap in practice 215
often overtly or covertly 99
often painted in brilliant 62
often painted in imitation 58
often painted to resemble 64
often perform the functions 121
often perhaps by absolute 56
often phrased as questions 50
often plagued by problems 73
often planned to coincide 45
often planted in orchards 48
often pledged as security 68
often possess the property 46
often praises the fortunes 47
often preached the doctrine 122
often precede the diagnosis 47
often precede the formation 58
often present an obstacle 42
often present as multiple 41
often present as painless 53
often present at diagnosis 135
often present at religious 48
often present in advanced 221
often present in children 468
often present in clinical 52
often present in enormous 188
often present in families 51
often present in increased 60
often present in multiple 147
often present in ordinary 59
often present in patients 1784
often present in practice 47
often present in syphilis 43
often prevent the detection 52
often prevent the formation 140
often proceed in parallel 53
often produce an apparent 42
often produce an immediate 96
often produce no symptoms 245
often produce the contrary 82
often produce the opposite 211
often producing no symptoms 43
often promising to disperse 58
often provide an accurate 86
often provide an adequate 153
often provide an essential 58
often provide an overview 55
often provide the catalyst 42
often provide the clinician 122
often provide the critical 90
often provide the diagnosis 80
often provide the essential 69
often provide the evidence 52
often provide the majority 41
often provide the quickest 53
often provide the rationale 64
often provide the required 156
often provide the services 50
often provide the simplest 54
often provide the stimulus 137
often provide the strongest 41
often provide the therapist 44
often question the validity 113
often realized in practice 229
often receive the attention 72
often reddish or purplish 50
often redeems an otherwise 54
often reduced in patients 123
often reduces the potential 41
often reduces the severity 94
often reflect an underlying 120
often reflect the attitude 47
often reflect the concerns 85
often reflect the cultural 72
often reflect the dominant 63
often reflect the economic 52
often reflect the patterns 43
often reflect the personal 211
often reflect the presence 122
often reflect the prevailing 81
often reflect the relative 60
often reflect the specific 60
often reflect the underlying 196
often refused to consider 128
often rejects the fabulous 77
often related an anecdote 56
often related an incident 48
often related the incident 48
often related to abnormal 74
often related to children 94
often related to concerns 54
often related to cultural 104
often related to domestic 41
often related to economic 193
often related to emotional 230
often related to external 56
often related to financial 66
often related to improper 53
often related to increased 159
often related to infection 96
often related to internal 56
often related to maternal 47
often related to multiple 60
often related to negative 44
often related to parental 68
often related to personal 153
often related to physical 199
often related to problems 263
often related to prolonged 48
often related to questions 93
often related to religious 151
often related to specific 494
often related to surgical 44
often related to underlying 223
often relieve the condition 91
often relieve the symptoms 352
often renders an otherwise 57
often renders it possible 45
often repeated in american 61
often repeated in practice 85
often repeated in slightly 44
often replace the original 41
often repress the promptings 41
often require an enormous 41
often require an extended 133
often require an external 54
often require an immediate 53
often require an increased 88
often require no treatment 152
often require the analysis 43
often require the approval 80
often require the attention 137
often require the borrower 98
often require the combined 51
often require the exercise 101
often require the formation 55
often require the inclusion 41
often require the presence 377
often require the purchase 56
often require the services 331
often requiring the services 93
often resolve the conflict 75
often respond to pressure 46
often respond to problems 42
often respond to questions 195
often respond to requests 44
often respond to specific 64
often respond to treatment 419
often resulting in complete 156
often resulting in conflict 83
often resulting in confusion 134
often resulting in decreased 46
often resulting in dramatic 78
often resulting in enormous 43
often resulting in financial 45
often resulting in frequent 42
often resulting in improved 137
often resulting in increased 540
often resulting in injuries 56
often resulting in multiple 295
often resulting in negative 71
often resulting in physical 127
often resulting in problems 54
often resulting in prolonged 126
often results in abnormal 209
often results in attempts 146
often results in careless 95
often results in cessation 96
often results in chemical 44
often results in children 528
often results in clinical 178
often results in complete 1064
often results in conflict 836
often results in confusion 1102
often results in congestion 47
often results in cultural 99
often results in dangerous 138
often results in decisions 176
often results in decreased 844
often results in disaster 255
often results in disputes 134
often results in dramatic 688
often results in economic 264
often results in elevated 120
often results in emotional 345
often results in enhanced 167
often results in erroneous 183
often results in financial 225
often results in formation 217
often results in fracture 160
often results in frequent 136
often results in hardship 47
often results in headaches 50
often results in immediate 381
often results in impaired 209
often results in improper 118
often results in improved 1045
often results in increased 3428
often results in increases 144
often results in infection 239
often results in injuries 168
often results in internal 116
often results in isolation 45
often results in mistakes 161
often results in multiple 748
often results in muscular 48
often results in necrosis 169
often results in needless 149
often results in negative 750
often results in numerous 132
often results in parental 57
often results in patients 285
often results in personal 277
often results in physical 693
often results in pneumonia 89
often results in positive 257
often results in pressure 83
often results in problems 590
often results in products 151
often results in profound 243
often results in programs 108
often results in projects 41
often results in prolonged 300
often results in recovery 105
often results in reduction 249
often results in rejection 196
often results in residual 54
often results in sanctions 171
often results in solutions 49
often results in somewhat 54
often results in specific 87
often results in strained 43
often results in students 548
often results in surprising 41
often results in symptoms 178
often results in treatment 88
often results in unwanted 155
often results in valuable 103
often results in wasteful 45
often retired to meditate 68
often returns of radishes 47
often revealed the presence 152
often reverse the direction 42
often ruffled by attempts 188
often sharply in conflict 48
often shocked to discover 318
often signals an indirect 55
often signals the presence 190
often signify the genitals 72
often signify the presence 45
often similar to symptoms 41
often sources of conflict 113
often sources of confusion 100
often stopped to consider 46
often strikes the observer 69
often studied in isolation 260
often subject the surveyor 41
often subject to approval 62
often subject to argument 40
often subject to challenge 94
often subject to confusion 45
often subject to economic 44
often subject to external 71
often subject to frequent 97
often subject to internal 47
often subject to multiple 145
often subject to negative 54
often subject to numerous 52
often subject to overflow 47
often subject to personal 65
often subject to physical 93
often subject to pressure 210
often subject to problems 62
often subject to ridicule 279
often subject to scarcity 81
often subject to scrutiny 56
often subject to specific 68
often subject to variations 53
often succeed in convincing 113
often succeed in destroying 55
often succeed in developing 66
often succeed in overcoming 64
often succeed in persuading 102
often succeed in preventing 145
often suffice to indicate 85
often suggest the diagnosis 311
often suggest the opposite 50
often suggest the presence 174
often suggest the underlying 203
often surgery is required 89
often tempted to complain 51
often tempted to conclude 125
often tempted to consider 129
often tempted to describe 55
often tempted to identify 42
often tempted to overlook 83
often tempted to renounce 69
often thirteen or fourteen 124
often thwarted or rendered 81
often totally or partially 75
often touched to brighter 89
often unaware of potential 51
often unaware of problems 45
often unwilling to challenge 40
often unwilling to confront 44
often unwilling to consider 70
often unwilling to disclose 72
often usurped the functions 72
often utilize the services 110
often victims of domestic 153
often victims of physical 101
often violated in practice 1692
often violated or modified 70
often visited by american 74
often visited by europeans 47
often visited by pilgrims 150
often visited by strangers 274
often visited by students 42
often visited by tourists 643
often visited the cemetery 72
often visited the churches 46
often visited the hospital 76
often visited the villages 48
often watched the children 65
often watched the operation 73
often watched the progress 53
often weakened by internal 40
often widowed or divorced 41
often worsens the situation 46
often written as separate 41
often written by scholars 42
often written by students 44
often written in assembly 97
often written in languages 49
often written in relative 56
often written in response 144
often written in separate 43
often written in shorthand 60
ohmic behavior is observed 44
ohmic contact is obtained 44
older concept of education 55
older infants or children 227
older infants or toddlers 51
older members of families 142
older members of minority 199
older persons as compared 68
older persons in american 97
older persons in developing 68
older persons is expected 75
older persons is provided 69
older persons to continue 264
older persons to identify 41
older persons to maintain 230
older program in maryland 51
older schools of buddhism 131
older schools of medicine 64
older stratum of religious 49
older systems of authority 54
older systems of education 41
older versions of browsers 166
older versions of internet 196
older versions of netscape 415
older versions of programs 76
older versions of software 186
older widowed or divorced 47
older workers in industry 225
older workers is expected 44
older workers to continue 306
older workers to maintain 70
older workers to postpone 52
older writers on medicine 62
omega equation is obtained 138
onset usually is insidious 222
opening address as chairman 126
opening address he declared 45
opening address on november 44
opening address the chairman 41
opening against the pressure 128
opening balance of retained 2078
opening between the auricles 392
opening between the boulders 164
opening between the branches 184
opening between the chambers 321
opening between the curtains 565
opening between the cylinder 114
opening between the external 92
opening between the lacrimal 102
opening between the mountain 133
opening between the posterior 197
opening between the vertebrae 149
opening chapter is designed 44
opening chapter is entitled 230
opening chapter is intended 69
opening excites the attention 45
opening measures of beethoven 311
opening offices in brussels 60
opening passage of paradise 41
opening remarks as chairman 93
opening remarks the chairman 92
opening sections of chapters 44
opening strains of beethoven 45
opening towards the infinite 42
opiate addicts in methadone 145
opiate addicts in treatment 56
optic atrophy in children 75
optic atrophy in patients 60
optic atrophy is probably 51
optic pathways in children 76
optic pathways in patients 54
optic thalamus is composed 44
option because it provides 133
option because it requires 138
option buttons to indicate 308
option chooses to exercise 67
option decides to exercise 73
option deletes the selected 117
option enables or disables 368
option removes the selected 52
option totally to prohibit 58
orange between the stiffening 83
orbit crosses the ecliptic 324
order according to seniority 101
order according to surnames 72
order affirming the judgment 231
order against an employer 177
order against an offender 51
order against the admission 76
order against the american 41
order against the assaults 57
order against the backdrop 51
order against the challenge 40
order against the employer 212
order against the judgment 51
order against the offender 73
order against the practice 117
order against the property 65
order against the putative 84
order against the strikers 52
order amounting to precision 56
order approving the proposed 198
order because he believed 157
order because it contains 50
order because it involves 73
order because it provides 64
order because it requires 103
order because the customer 76
order because the district 88
order between the elements 76
order between the variables 78
order briefly to consider 50
order briefly to describe 84
order capable of execution 175
order capable of sustaining 62
order declaring the authority 91
order declaring the contract 43
order declaring the louisiana 42
order declaring the property 92
order directing an accounting 329
order directing an employer 73
order directing or authorizing 227
order directing the attorney 157
order directing the delivery 103
order directing the detention 58
order directing the district 197
order directing the employer 869
order directing the execution 73
order directing the executor 111
order directing the hospital 50
order directing the issuance 431
order directing the judgment 62
order directing the juvenile 139
order directing the landlord 129
order directing the movement 156
order directing the offender 81
order directing the officers 43
order directing the personal 104
order directing the purchase 147
order directing the receiver 279
order directing the register 1302
order directing the transfer 222
order directing the trustees 97
order disposing of property 79
order divesting the attorney 60
order effects in attitude 77
order entered on december 57
order entered on november 56
order equation is obtained 131
order everything we possibly 41
order finally to conclude 42
order finally to discover 79
order finally to overcome 91
order following the collapse 83
order follows the sequence 72
order founded by ignatius 701
order founded on equality 56
order founded on illusions 68
order founded on military 48
order governing the prisoner 84
order governing the universe 154
order limited to products 55
order matters so strangely 86
order modifying or correcting 397
order modifying the judgment 71
order moments of velocity 131
order payable to internal 200
order payable to register 160
order payment of expenses 222
order payment of interest 220
order payment or delivery 213
order pervading the universe 149
order receipt to delivery 146
order refuses or neglects 55
order regarding the relative 47
order regarding the treatment 52
order replacing the original 88
order require the employer 73
order require the occupier 49
order requiring an accounting 152
order requiring an electric 47
order requiring an employer 399
order requiring the attorney 155
order requiring the authority 49
order requiring the bankrupt 56
order requiring the delivery 104
order requiring the district 155
order requiring the employer 541
order requiring the executor 102
order requiring the hospital 47
order requiring the immediate 90
order requiring the judgment 100
order requiring the landlord 125
order requiring the offender 196
order requiring the officers 60
order requiring the operator 70
order requiring the personal 55
order requiring the presence 67
order requiring the provision 42
order requiring the receiver 57
order revealed or ordained 599
order reversing the judgment 64
order rightly to estimate 318
order solution is obtained 153
order subject to immediate 63
order suspend the operation 165
order systems of equations 63
order towards the disproof 40
order towards the specific 44
order wielded the terrible 94
organ because it consists 49
organ capable of expressing 46
organ capable of perceiving 126
organ capable of performing 109
organ capable of responding 111
organ failure in patients 592
organ failure in severely 45
organ failure in surgical 47
organ function in patients 51
organ receiving the stimulus 115
organ systems is essential 50
others according to specific 42
others accused of conspiring 53
others acquire an education 48
others against the immediate 63
others against the imminent 140
others against the practice 45
others attempt to describe 45
others attempt to identify 77
others attempt to maintain 62
others attempt to persuade 40
others attending the ceremony 46
others because he believed 77
others because he believes 124
others because he respects 51
others because it contains 121
others because it embraces 93
others because it includes 48
others because it involves 112
others because it produces 42
others because it provides 112
others because it requires 98
others because of cultural 101
others because of economic 56
others because of personal 116
others because of physical 156
others because of possible 40
others because of religious 83
others because of specific 44
others because of variations 77
others because the employer 70
others believe in greatness 52
others believe the contrary 112
others believe the opposite 123
others belonged to families 47
others besides the apostles 235
others besides the children 46
others besides the immediate 85
others besides the original 117
others besides the students 51
others besides the subjects 59
others betrays an opposite 85
others capable of performing 42
others carried on business 49
others concern the languages 47
others crossed the atlantic 241
others crossed the frontier 74
others decided to continue 85
others decided to organize 42
others despising the interest 59
others dispose of questions 76
others entered the business 53
others exactly the opposite 92
others exposed to asbestos 51
others focused on specific 90
others founded the american 232
others limited in quantity 104
others managed to convince 53
others managed to maintain 46
others managed to persuade 41
others measures or warrants 80
others opposed the proposal 69
others ordered by elizabeth 44
others outside the business 297
others outside the christian 125
others outside the confines 44
others outside the hospital 162
others outside the immediate 612
others outside the industry 113
others outside the movement 69
others question the validity 81
others receive the benefits 58
others recover the perished 41
others refused to consider 41
others regarding the relative 48
others related to specific 57
others relieving the monotony 94
others require an alkaline 58
others require an external 87
others require the presence 157
others require the services 58
others suggest the opposite 121
others suggest the presence 42
others wrapped in blankets 129
ought briefly to consider 50
ought chiefly to consider 83
ought finally to consider 48
ought forever to renounce 69
ought however to remember 50
ought jointly to restrain 54
ought orderly to covenant 70
ought perhaps to conclude 74
ought perhaps to consider 222
ought perhaps to describe 74
ought perhaps to outweigh 42
ought perhaps to remember 88
outer circles of communal 46
outer expanse of undulating 54
outer islands of indonesia 1618
outer islands of scotland 51
outer leaflets of adjacent 101
outer medulla of mammalian 66
outer segment is composed 63
outer support or buttress 80
outer surface as possible 41
outer surface is attached 61
outer surface is composed 159
outer surface is entirely 50
outer surface is hardened 47
outer surface is polished 111
outer surface is positive 56
outer surface is provided 63
outer surface is slightly 126
outer surface is somewhat 209
outer surface of concrete 106
outer surface of cylinder 111
outer surface of isolated 45
outer surface of mandible 68
outer surface of membrane 129
overt attempt to overthrow 74
overt attempt to persuade 45
overt behavior in response 90
overt behavior is observed 45
overt behavior of children 87
overt behavior of subjects 44
overt defiance of authority 52
overt display of affection 264
overt violence to maintain 54
owned capital to borrowed 224
owned economy is socialist 96
owned himself an attorney 86
owned jointly by american 60
owned jointly by standard 143
owned largely by american 42
owned largely by citizens 56
owned outlets in operation 125
owner breaches the contract 67
owner chooses to transfer 80
owner conveys the property 40
owner desires to transfer 40
owner intends to transfer 42
owner refuses or neglects 248
owner retains an economic 329
owner retains an interest 53
owner retains the property 65
