oaken door looks through 47
others when under stress 142
others will easily follow 41
others will never become 42
others will never forget 68
others will often follow 44
others will still remain 47
ought into every corner 81
outer door again called 64
outer door click behind 71
outer door close behind 174
outer door which opened 99
outer gate close behind 42
outer hair cells differ 52
outer hair cells number 45
outer hair cells remain 49
outer loop steps through 46
outer wall still stands 41
owned giant power system 42
