off almost all communication 49
our trades and manufactures 74
our trades and predicaments 44
our troops had exterminated 80
our values and perspectives 51
our wisdom and intelligence 46
our wisdom and righteousness 278
our wonder and astonishment 2410
out before our constitutions 89
out boldly and emphatically 59
out causes and consequences 48
out clearly and conclusively 41
out clearly and consistently 59
out clearly and emphatically 142
out clearly and impressively 60
out clearly and specifically 114
out clearly and unmistakably 521
out coolly and deliberately 44
out firmly and consistently 99
out heresy and indefinitely 41
out openly and unreservedly 63
out safely and successfully 55
out slowly and deliberately 653
out snakes and slaveholders 71
out solely for journalistic 102
out whether her supernatural 59
out without any complications 105
out without any considerable 114
out without any consideration 472
out without any difficulties 72
out without any interference 451
out without any preconceived 95
out without any qualification 89
out without due consideration 103
out without using accelerators 61
own actions and achievements 57
own actions and consequences 110
own actions and relationships 63
own active and instantaneous 56
own agency and subjectivity 43
own agents and subordinates 55
own arrest and imprisonment 465
own assets and capabilities 48
own barren and impoverished 44
own battle for independence 41
own bodies and reproductive 178
own choice and determination 165
own church has considerable 45
own dangers and difficulties 69
own design and specification 61
own desire and determination 66
own desire for independence 194
own doubts and difficulties 337
own doubts and insecurities 142
own doubts and perplexities 51
own effort and determination 58
own effort and intelligence 55
own energy and determination 216
own energy and intelligence 144
own energy and perseverance 306
own engines and transmissions 44
own errors and imperfections 225
own ethical and intellectual 57
own failings and imperfections 72
own failings and inadequacies 62
own family and neighborhood 166
own faults and deficiencies 84
own faults and imperfections 172
own feelings and apprehensions 115
own feelings and difficulties 40
own feelings and perspectives 125
own feelings and recollections 79
own feelings and relationships 83
own feelings and understandings 44
own forces and capabilities 42
own forces are insufficient 43
own friend and contemporary 47
own groups and organizations 61
own humors and peculiarities 71
own income and expenditures 86
own indians and interpreters 42
own limits and capabilities 63
own luxury and extravagance 162
own memory and recollections 63
own mental and intellectual 72
own merits and achievements 195
own merits and deficiencies 48
own merits and righteousness 42
own misery and helplessness 67
own misery and wretchedness 103
own nature and capabilities 53
own nature and consciousness 45
own nature and consequently 42
own nature and intelligence 138
own nature too superficially 59
own opinion was controverted 55
own pardon and reconciliation 59
own planet are sufficiently 84
own powers and achievements 147
own powers and capabilities 459
own powers and performances 173
own powers and prerogatives 381
own powers are insufficient 107
own proper and inaccessible 125
own reward and justification 139
own rights and entitlements 45
own rights and independence 92
own rights and prerogatives 495
own safety and independence 178
own safety was incompatible 203
own senses and consciousness 72
own senses and intelligence 43
own sexual and reproductive 234
own skills and achievements 47
own skills and capabilities 230
own skills and competencies 126
own spirit and determination 57
own strength and capabilities 143
own strength and determination 311
own strength and independence 303
own strength and intelligence 183
own strength and perseverance 83
own strength and righteousness 430
own strength was insufficient 129
own talent for amplification 84
own tastes and predilections 206
own tastes and requirements 117
own theories and methodologies 46
own thought and consciousness 42
own topics for investigation 46
own training and certification 72
own travel and accommodation 214
own unique and idiosyncratic 63
own unique and incomparable 51
own unique and irreplaceable 66
own values and perspectives 277
own values and philosophies 46
own values and understandings 41
own vanity and inexperience 46
own vanity any gratification 83
own voices and perspectives 55
own wisdom and intelligence 51
own wisdom and righteousness 484
own wishes and capabilities 61
own wishes and requirements 50
own without any interference 71
