obeying such commands as 63
offer such interest to 171
offer such libations to 49
offer such niceties as 42
offer such programs as 188
offer such programs to 54
offer such services as 1796
offer such services at 73
offer such services in 329
offer such services on 163
offer such services or 42
offer such services to 804
offer such treatment to 95
offer their accounts of 97
offer their adoration to 145
offer their analysis of 47
offer their children an 202
offer their children as 309
offer their children in 367
offer their children is 48
offer their children no 40
offer their children the 683
offer their children to 1002
offer their citizens the 72
offer their comments in 46
offer their comments on 222
offer their daughter to 46
offer their devotions at 156
offer their devotions in 59
offer their devotions to 799
offer their insights on 78
offer their oblations to 132
offer their patients an 46
offer their patients the 143
offer their petitions to 132
offer their presents to 80
offer their products as 137
offer their products at 446
offer their products in 532
offer their products on 280
offer their products or 82
offer their products to 875
offer their programs to 40
offer their property to 43
offer their respects to 696
offer their services as 7998
offer their services at 3756
offer their services by 216
offer their services if 193
offer their services in 9128
offer their services of 98
offer their services on 2635
offer their services or 405
offer their services to 36809
offer their services via 88
offer their solutions to 73
offer their students an 194
offer their students the 469
offer their sufferings to 54
offer these benefits to 253
offer these children the 61
offer these comments as 94
offer these comments in 86
offer these comments on 41
offer these examples as 133
offer these examples of 128
offer these examples to 177
offer these patients the 107
offer these products to 176
offer these programs in 48
offer these programs to 59
offer these services as 211
offer these services at 269
offer these services in 418
offer these services on 211
offer these services to 1363
offer these students the 96
offer these subjects in 53
offer those involved in 41
offer those services to 100
offer three examples of 600
offer were accepted by 52
offer what amounted to 102
offer what purports to 90
offer when accepted by 225
offer when compared to 155
offer wide variations in 109
offer will continue to 134
offer will normally be 52
offer will probably be 339
offer young children the 97
offer your children as 40
offer your children the 53
offer your lordship my 143
offer your products or 58
offer your services as 1405
offer your services at 84
offer your services in 298
offer your services on 193
offer your services to 3404
offer your students the 149
often ably assisted by 46
often acting contrary to 65
often acts contrary to 147
often adds interest to 79
often also affected by 68
often also complain of 70
often also employed in 54
often also expected to 79
often also extended to 53
often also functions as 54
often also included in 196
often also included the 70
often also includes the 171
often also increases the 48
often also involved in 259
often also involved the 45
often also involves the 162
often also observed in 115
often also possible to 144
often also produced by 51
often also referred to 2390
often also regarded as 258
often also required to 125
often also requires the 46
often also resulted in 44
often among children in 54
often among children of 72
often asks questions of 46
often asks questions to 41
often asks students to 108
often base decisions on 145
often bears directly on 53
often been absorbed by 82
often been accepted as 1788
often been accepted at 83
often been accepted by 241
often been accepted in 125
often been accorded the 73
often been accorded to 111
often been accosted by 70
often been achieved at 239
often been achieved by 480
often been achieved in 216
often been acquired by 143
often been acquired in 57
often been actuated by 60
often been adjusted to 42
often been admitted by 168
often been admitted in 91
often been admitted to 204
often been advanced as 1912
often been advanced by 328
often been advanced in 282
often been advanced on 41
often been advanced to 169
often been adverted to 213
often been affected by 595
often been affected to 62
often been affirmed by 96
often been agitated by 99
often been agitated in 40
often been allotted to 319
often been analyzed as 387
often been analyzed by 99
often been analyzed in 261
often been animated by 49
often been animated in 56
often been answered by 193
often been answered in 270
often been appalled at 71
often been appalled by 46
often been apparent in 123
often been approved by 87
often been arrested by 117
often been arrested in 51
often been ascribed to 3154
often been assailed as 107
often been assailed by 118
often been asserted as 55
often been asserted by 665
often been asserted in 369
often been asserted of 45
often been asserted or 42
often been asserted to 212
often been assessed as 107
often been assessed by 130
often been assessed in 97
often been assigned as 92
often been assigned the 83
often been assigned to 997
often been assisted by 150
often been attached to 630
often been attacked as 1212
often been attacked by 681
often been attacked in 164
often been attacked on 248
often been attained by 127
often been attained in 56
often been attempts to 120
often been attended by 257
often been attested by 51
often been awakened at 198
often been awakened by 102
often been awakened in 58
often been beholden to 136
often been believed to 242
often been bestowed by 44
often been bestowed on 349
often been betrayed by 320
often been borrowed by 49
often been bypassed by 56
often been bypassed in 55
often been captured by 104
often been captured in 66
often been careless in 59
often been cautioned by 83
often been censured as 418
often been censured by 214
often been centered on 62
often been combined in 186
often been compared as 49
often been compared by 160
often been compared in 308
often been compared to 13329
often been composed of 90
often been concealed by 82
often been confined to 822
often been confused as 66
often been confused by 519
often been confused in 465
often been confused or 81
often been conscious of 352
often been contrary to 79
often been convened on 46
often been credited as 161
often been credited to 370
often been critical in 77
often been critical of 1274
often been critical to 52
often been dangerous to 69
often been deceived by 852
often been deceived in 232
often been decisive in 153
often been declared by 265
often been declared in 60
often been declared the 63
often been declared to 379
often been defended as 289
often been defended by 139
often been defended in 61
often been defended on 279
often been degraded by 55
often been degraded or 64
often been degraded to 82
often been demanded by 111
often been demanded of 50
often been depicted as 3644
often been depicted by 162
often been depicted in 499
often been depicted to 53
often been deplored as 40
often been deplored by 147
often been deplored in 57
often been deployed as 50
often been deployed in 95
often been deployed to 74
often been deprived of 473
often been designed by 61
often been designed in 57
often been designed to 403
often been desirous of 268
often been desirous to 54
often been despised by 45
often been detected by 76
often been detected in 646
often been deterred by 53
often been diagnosed as 417
often been diagnosed in 43
often been dictated by 329
often been directed at 485
often been directed by 94
often been directed in 96
often been directed to 510
often been directly or 42
often been dismayed by 59
often been disposed of 94
often been disposed to 354
often been disputed by 118
often been disputed in 73
often been diverted by 46
often been diverted to 114
often been dominant in 67
often been eclipsed by 179
often been educated in 129
often been effected by 173
often been effected in 64
often been elevated to 115
often been embedded in 61
often been embodied in 111
often been embraced by 76
often been employed as 1814
often been employed at 52
often been employed by 1097
often been employed in 3686
often been employed on 189
often been employed to 1575
often been enforced by 142
often been enforced in 50
often been enhanced by 96
often been enlisted in 216
often been enriched by 104
often been entreated to 43
often been essential to 216
often been examined as 205
often been examined by 176
often been examined in 333
often been exceeded by 124
often been exceeded in 81
often been excelled in 55
often been excluded as 46
often been excluded by 43
often been executed by 46
often been exhorted to 88
often been expanded to 67
often been expected to 309
often been explored by 74
often been explored in 124
often been extended by 56
often been extended to 612
often been extolled as 270
often been extolled by 42
often been extolled in 40
often been extorted to 160
often been financed by 85
often been followed by 2259
often been followed in 262
often been followed up 41
often been foremost in 52
often been foretold by 80
often been fostered by 143
often been generous in 47
often been generous or 140
often been governed by 211
often been grateful to 94
often been grounded in 134
often been hampered by 718
often been hampered in 91
often been harassed by 79
often been heralded as 485
often been hesitant to 109
often been hijacked by 47
often been hindered by 348
often been idealized as 89
often been ignorant of 80
often been imagined as 346
often been imagined to 67
often been imitated by 107
often been imitated in 113
often been impaired by 78
often been impelled to 56
often been implicit in 86
often been improved by 102
often been inclined to 1258
often been included as 307
often been included in 1159
often been increased by 159
often been increased in 45
often been indebted to 255
often been indulged in 66
often been infected by 47
often been informed by 290
often been informed of 79
often been inimical to 42
often been initiated by 271
often been initiated in 41
often been injurious to 77
often been inquired of 74
often been inserted in 44
often been insisted on 580
often been inspired by 692
often been inspired to 40
often been insulted by 49
often been intended to 84
often been invented in 45
often been invested in 65
often been involved in 1468
often been isolated by 45
often been isolated in 63
often been lamented by 76
often been lavished on 64
often been listened to 73
often been maligned as 171
often been maligned by 72
often been manifest in 55
often been mentioned as 4285
often been mentioned by 553
often been mentioned in 2653
often been mentioned is 50
often been mentioned to 322
often been misnamed by 100
often been mistaken as 584
often been mistaken by 239
often been mistaken in 288
often been mistaken to 43
often been modified by 275
often been modified in 108
often been modified or 62
often been modified to 153
often been narrowed to 61
often been negative in 68
often been objected to 1111
often been obscured by 1554
often been obscured in 259
often been obscured or 58
often been observed as 624
often been observed at 235
often been observed by 1232
often been observed in 9147
often been observed is 49
often been observed of 197
often been observed on 570
often been observed to 2561
often been obtained at 50
often been obtained by 383
often been obtained in 192
often been occupied by 220
often been offended by 107
often been overcome by 204
often been overcome in 41
often been overlaid by 46
often been partially or 41
often been pestered by 96
often been pictured as 1524
often been pictured in 121
often been possible in 50
often been possible to 917
often been preceded by 590
often been premised on 75
often been prepared by 94
often been prepared in 47
often been prepared to 315
often been presumed to 220
often been produced as 46
often been produced at 46
often been produced by 545
often been produced in 318
often been produced on 53
often been profaned by 88
often been prolonged to 77
often been promised by 113
often been promised to 48
often been promoted as 427
often been promoted by 229
often been promoted in 48
often been promoted to 57
often been prompted by 257
often been prompted to 41
often been proposed as 2643
often been proposed by 298
often been proposed in 334
often been proposed is 56
often been proposed to 1001
often been provided by 240
often been provided in 83
often been provoked by 160
often been punished by 68
often been recalled to 71
often been received as 182
often been received by 120
often been received in 71
often been reckoned as 42
often been recorded as 442
often been recorded by 106
often been recorded in 539
often been referred as 49
often been referred to 19599
often been regarded as 37022
often been regarded by 671
often been regarded in 275
often been rejected as 369
often been rejected by 468
often been rejected in 130
often been rejected on 60
often been rejected or 46
often been relieved by 138
often been remarked as 1084
often been remarked by 1205
often been remarked in 1293
often been remarked of 495
often been remarked on 1734
often been remarked to 167
often been reminded by 168
often been reminded in 54
often been reminded of 1244
often been rendered as 282
often been rendered by 73
often been rendered in 116
often been rendered to 52
often been repelled by 99
often been replaced by 1685
often been replaced in 145
often been reported as 1795
often been reported by 330
often been reported in 1509
often been reported of 47
often been reported on 105
often been reported to 1160
often been reproved by 89
often been required by 61
often been required in 80
often been required to 752
often been resented by 64
often been resisted by 166
often been resolved by 136
often been resolved in 81
often been resorted to 1488
often been restored to 68
often been retained by 65
often been retained in 65
often been retarded by 97
often been returned to 40
often been reversed by 52
often been reviewed in 42
often been rewarded by 141
often been saddened by 53
often been selected as 213
often been selected by 113
often been selected in 47
often been selected on 73
often been selected to 87
often been sensible of 42
often been shrouded in 110
often been silenced by 59
often been silenced in 56
often been situated in 40
often been sketched by 43
often been slighted by 66
often been slighted in 90
often been smothered by 48
often been startled at 41
often been startled by 214
often been strained by 41
often been strained to 57
often been stressed as 176
often been stressed at 43
often been stressed by 476
often been stressed in 388
often been stressed is 44
often been stressed to 54
often been stripped of 62
often been subjects of 76
often been subsumed by 52
often been suffered to 44
often been summoned to 233
often been supplied by 90
often been supposed by 119
often been supposed in 89
often been supposed to 1928
often been tailored to 42
often been targeted as 102
often been targeted by 56
often been tempered by 88
often been threatened by 247
often been threatened in 42
often been tolerant of 56
often been troubled by 444
often been troubled in 50
often been troubled on 54
often been utilized as 316
often been utilized by 153
often been utilized in 280
often been utilized to 193
often been verified by 97
often been verified in 92
often been welcomed as 51
often been welcomed by 46
often been wondered at 113
often best achieved by 522
often best achieved in 74
often best answered by 91
often best attained by 68
often best detected by 61
often best effected by 61
often best equipped to 129
often best observed by 50
often best observed in 46
often best obtained by 141
often best provided by 92
often best regarded as 200
often best relieved by 58
often best rendered by 76
often best resolved by 44
often brings patients to 45
often call attention to 1108
often cite examples of 124
often clear evidence of 74
often come attached to 54
often cost hundreds of 69
often cost thousands of 247
often done business of 46
often draw attention to 1040
often draw pictures of 83
often drew attention to 667
often drew pictures of 112
often early adopters of 49
often early symptoms of 55
often ends abruptly in 46
often even contrary to 79
often face barriers to 66
often face pressure to 53
often face problems in 191
often face problems of 163
often fail entirely to 101
often feel betrayed by 128
often feel burdened by 118
often feel confused by 50
often feel confused or 41
often feel deprived of 62
often feel disposed to 185
often feel entitled to 174
often feel grateful to 45
often feel helpless in 343
often feel helpless to 195
often feel hesitant to 42
often feel impelled to 304
often feel inclined to 666
often feel insecure in 105
often feel isolated in 160
often feel isolated or 42
often feel pressure to 416
often feel rejected by 133
often feel required to 47
often feel restless in 62
often feel threatened by 903
often feel threatened or 53
often felt betrayed by 72
often felt deprived of 46
often felt disposed to 140
often felt entitled to 40
often felt grateful to 47
often felt helpless in 42
often felt helpless to 48
often felt impelled to 311
often felt inclined to 804
often felt isolated in 71
often felt pressure to 50
often felt rejected by 97
often felt severely the 63
often felt slighted by 51
often felt threatened by 312
often find elements of 43
often find evidence of 325
often find examples of 186
often find families of 41
often find mentioned in 63
often find passages in 40
often find solutions to 127
often find yourself at 84
often find yourself in 1941
often find yourself on 79
often fine examples of 127
often form clusters of 108
often from eighteen to 52
often from exposure to 59
often from families in 45
often from families of 128
often from hundreds of 58
often from midnight to 44
often from positions of 45
often from sentence to 55
often from theologians of 82
often from thousands of 56
often gain entrance to 71
often gave accounts of 50
often gave concerts in 46
often gave evidence of 276
often gave examples of 43
often gave lectures on 96
often gave lectures to 44
often gets entangled in 49
often gets fastened by 100
often gets involved in 291
often give accounts of 81
often give attention to 79
often give credence to 62
often give direction to 41
often give evidence of 644
often give examples of 164
often give students the 49
often good business to 63
often good evidence of 46
often good examples of 206
often good practice to 790
often good strategy to 97
often great pressure to 62
often great variations in 59
often grim realities of 73
often grow attached to 45
often half concealed by 68
often have accepted the 55
often have adverted as 69
often have affected the 40
often have amounted to 60
often have articles of 40
often have articles on 103
often have attached to 117
often have attained to 62
often have attended the 46
often have authority to 127
often have branches in 70
often have centered on 58
often have children in 51
often have children of 92
often have clusters of 53
often have confused the 48
often have deficits in 209
often have delusions of 93
often have depended on 197
often have dictated the 46
often have elements of 205
often have employed the 40
often have entailed on 58
often have episodes of 91
often have evidence of 384
often have exceeded the 62
often have families to 58
often have followed the 100
often have glimpses of 52
often have happened in 126
often have happened to 83
often have hundreds of 308
often have imagined to 85
often have included the 41
often have indulged in 90
often have involved the 124
often have listened to 235
often have moderate to 63
often have mutations in 42
often have observed in 111
often have observed the 83
often have occurred in 340
often have occurred to 471
often have patterns of 52
often have pictures of 140
often have pondered the 67
often have preceded the 46
often have problems at 65
often have problems in 840
often have problems of 255
often have produced the 50
often have programs to 47
often have provided the 91
often have recalled the 66
often have recourse in 57
often have recourse to 2464
often have recurred to 56
often have referred to 107
often have regarded the 52
often have religious or 44
often have remained in 53
often have remarked me 42
often have rendered it 94
often have repented of 47
often have resorted to 123
often have resulted in 692
often have returned to 64
often have symptoms of 452
often have thousands of 230
often have wondered at 72
often have wondered if 206
often having recourse to 124
often heard accounts of 92
often heard argument is 46
often heard concerning the 52
often heard extolled by 61
often heard extolled in 103
often heard insisted on 117
often heard maintain the 42
often heard mentioned as 50
often heard mentioned at 42
often heard mentioned by 90
often heard mentioned in 59
often heard objection to 46
often heard promised to 86
often heard referred to 84
often heard respecting the 48
often held positions in 59
often held positions of 264
often held services in 74
often help alleviate the 53
often help children to 133
often help identify the 107
often help patients to 57
often help students to 171
often high compared to 41
often high relative to 116
often hold positions of 173
often just referred to 397
often kept confined in 127
often kept constant in 67
often kept ignorant of 57
often kept separate in 48
often lack interest in 141
often laid directly on 64
often leading directly to 55
often leads children to 204
often leads directly to 490
often leads managers to 102
often leads patients to 150
often leads scholars to 79
often leads straight to 73
often leads students to 286
often left attached to 70
often left entirely in 51
often left entirely to 297
often left implicit in 186
often left stranded in 44
often less affected by 142
often less amenable to 154
often less apparent in 73
often less complete in 41
often less conscious of 56
often less dangerous to 40
often less distinct in 59
often less emphasis on 44
often less inclined to 214
often less involved in 82
often less tolerant of 144
often lies concealed in 94
often live hundreds of 54
often look directly at 96
often lose interest in 825
often lost interest in 224
often made additions to 42
often made advances to 98
often made allusions to 66
often made apparent as 75
often made apparent by 107
often made apparent in 72
often made attempts to 215
often made comments on 53
often made concerning my 48
often made concerning the 380
often made conscious of 86
often made contingent on 177
often made decisions in 47
often made decisions on 119
often made desolate by 90
often made directly by 43
often made directly to 133
often made entirely of 239
often made explicit by 216
often made explicit in 482
often made journeys to 49
often made manifest by 144
often made manifest in 204
often made manifest to 42
often made mistakes by 48
often made mistakes in 510
often made mistakes of 63
often made nonsense of 57
often made obsolete by 46
often made possible by 2273
often made possible the 141
often made presents of 53
often made presents to 63
often made promises of 45
often made promises to 44
often made recourse to 68
often made relative to 62
often made respecting the 104
often made sensible of 66
often made sketches of 79
often made speeches in 70
often made subjects of 74
often make allusions to 59
often make attempts to 93
often make blunders in 87
often make converts of 132
often make decisions by 119
often make decisions in 195
often make decisions on 387
often make decisions to 102
often make explicit the 83
often make mistakes as 128
often make mistakes by 61
often make mistakes in 1222
often make mistakes of 182
often make mistakes on 54
often make mistakes or 66
often make nonsense of 69
often make oblations of 112
often make payments to 46
often make possible the 254
often make promises to 97
often make recourse to 45
often many hundreds of 492
often many hundreds or 52
often many pleasures in 63
often many thousands of 416
often means specially the 42
often meant endangering my 79
often meet caravans of 66
often meet passages so 42
often meet strangers in 135
often mere creatures of 45
often mere pretexts to 125
often more abundant in 272
often more abundant on 67
often more accurate in 164
often more accurate to 302
often more advanced in 183
often more affected by 297
often more agreeable to 142
often more amenable to 433
often more apparent in 332
often more apparent on 58
often more apparent to 209
often more attached to 132
often more beautiful in 43
often more challenging to 143
often more compelling to 55
often more complete in 74
often more conscious of 273
often more convincing to 62
often more critical in 81
often more critical of 261
often more critical to 105
often more dangerous in 47
often more dangerous to 529
often more decisive in 72
often more disposed to 155
often more distinct in 43
often more disturbing to 40
often more dramatic in 71
often more economic to 172
often more emphasis on 64
often more essential to 69
often more explicit in 62
often more flexible in 182
often more forcibly or 52
often more frequent in 82
often more friendly to 40
often more fruitful in 148
often more fruitful to 173
often more generous in 62
often more hesitant to 55
often more inclined to 945
often more indebted to 124
often more injurious to 121
often more insidious in 47
often more interest in 76
often more involved in 303
often more kindness in 51
often more mortifying to 53
often more numerous in 186
often more numerous on 57
often more oriented to 71
often more powerful in 360
often more powerful on 207
often more powerful to 62
often more prepared to 109
often more realistic in 89
often more realistic to 176
often more regarded in 61
often more relevant to 416
often more satisfying to 120
often more sensible to 157
often more specific in 78
often more suitable to 160
often more tenacious of 47
often more terrible to 44
often more tolerant of 280
often more valuable as 174
often more valuable in 129
often more valuable to 473
often more vigorous in 98
often most abundant in 287
often most affected by 87
often most apparent in 294
often most critical of 61
often most ignorant of 51
often most manifest in 41
often most numerous in 68
often most relevant to 49
often most valuable in 141
often most valuable to 71
often moving portrait of 46
often much affected by 201
often much attached to 331
often much confusion in 58
often much enlarged in 50
often much impaired by 78
often much improved by 260
often much inclined to 61
often much increased by 214
often much increased in 121
often much indebted to 43
often much interest in 51
often much involved in 44
often much modified by 108
often much modified in 48
often much obscured by 58
often much relieved by 260
often much relished by 40
often much troubled by 74
often must confront the 45
often must consider the 101
often must continue to 55
often must struggle to 182
often need guidance in 160
often need guidance to 44
often only achieved by 68
often only apparent in 42
often only detected by 65
often only eclipses by 164
often only explaining it 46
often only extremes of 92
often only fractions of 40
often only implicit in 279
often only increases the 77
often only mentioned in 113
often only obtained by 64
often only possible at 68
often only possible by 201
often only possible if 89
often only possible in 117
often only possible on 86
often only possible to 740
often only referred to 78
often only regarded as 45
often only relieved by 45
often only required to 51
often only resulted in 49
often only succeeds in 98
often only symptoms of 82
often open passages by 45
often other evidence of 41
often over hundreds of 124
often over produced an 77
often over thousands of 58
often paid attention to 209
often paid directly by 81
often paid directly to 86
often pass judgment on 77
often pays attention to 70
often poor condition of 47
often pose problems in 109
often pose problems of 90
often pose problems to 44
often puts pressure on 158
often react violently to 99
often rely entirely on 68
often rest directly on 62
often runs contrary to 249
often runs parallel to 235
often said respecting the 41
often save hundreds of 45
often seek treatment in 42
often seem designed to 239
often seem inclined to 139
often seem intended to 55
often seem oblivious of 41
often seem oblivious to 247
often seem prepared to 47
often seen adjacent to 220
often seen appended to 50
often seen attached to 412
often seen children in 41
often seen depicted in 67
often seen depicted on 42
often seen directed in 43
often seen embedded in 47
often seen employed in 68
often seen examples of 60
often seen followed by 44
often seen hundreds of 98
often seen imbedded in 41
often seen nowadays as 41
often seen nowadays in 46
often seen pictured in 43
often seen pictures of 328
often seen suddenly to 67
often seen traversing the 75
often sees evidence of 68
often sell directly to 115
often send children to 41
often send messages to 104
often send patients to 46
often sent children to 45
often sent directly to 133
often sent messages by 43
often sent messages to 113
often sent presents of 56
often sent presents to 47
often show deficits in 132
often show evidence of 1772
often show examples of 42
often show increases in 42
often show interest in 119
often show patterns of 70
often show pictures of 81
often show symptoms of 728
often show variations in 78
often slow compared to 48
often slow relative to 102
often sold directly by 54
often sold directly to 153
often some confusion as 150
often some confusion in 137
often some evidence of 119
often some hundreds of 113
often some tendency to 45
often soon followed by 92
often speak directly to 147
often such evidence is 41
often take exception to 110
often take pictures of 94
often take positions in 49
often take positions on 69
often take recourse to 218
often teach children to 76
often tell children to 46
often tell patients to 51
often tell students to 100
often their attempts to 50
often their attitude is 46
often their families as 218
often their interest in 44
often their presence is 148
often their response is 45
often their response to 57
often their superiors in 106
often those involved in 224
often those produced by 54
often three quarters of 94
often tied directly to 269
often took exception to 137
often took hundreds of 45
often took pictures of 84
often took positions in 53
often took recourse to 121
often treat children as 98
often treat portugal as 45
often used alongside the 83
often used approach is 122
often used approach to 110
often used casually to 41
often used consists of 219
often used directly as 213
often used directly by 57
often used directly in 154
often used directly to 69
often used elements of 52
often used examples of 79
often used initially in 53
often used initially to 96
often used involves the 45
often used narrowly to 70
often used nowadays as 177
often used nowadays in 112
often used nowadays to 193
often used parables to 116
often used respecting it 79
often used whenever the 42
often uses imitation to 43
often vain attempts to 127
often vary markedly in 58
often vary slightly in 91
often very abundant in 542
often very abundant on 168
often very accurate in 54
often very adherent to 41
often very agreeable to 92
often very amenable to 40
often very apparent in 101
often very attached to 85
often very beautiful in 396
often very beautiful to 60
often very careless in 115
often very challenging to 67
often very comforting to 66
often very conscious of 227
often very critical of 784
often very dangerous to 267
often very distinct in 60
often very disturbing to 111
often very essential to 50
often very explicit in 48
often very generous in 86
often very generous to 61
often very grateful to 186
often very handsome in 47
often very hesitant to 45
often very ignorant of 103
often very injurious in 48
often very injurious to 629
often very insidious in 57
often very involved in 123
often very irritating to 121
often very manifest in 53
often very markedly so 69
often very numerous in 290
often very numerous on 88
often very original in 47
often very perplexing to 108
often very personal in 63
often very powerful in 89
often very relevant to 84
often very specific in 129
often very specific to 189
often very valuable as 162
often very valuable in 373
often very valuable to 234
often very wearisome to 48
often want children to 50
often want students to 73
often well accepted by 55
often well advanced in 72
often well attended by 53
often well concealed in 40
often well equipped to 124
often well grounded in 57
often well informed of 44
often well prepared to 49
often well received by 170
often went barefoot in 65
often went contrary to 47
often went directly to 251
often went straight to 183
often went upstairs to 50
often were affected by 120
often were assigned to 138
often were attached to 107
often were attacked by 55
often were attended by 48
often were believed to 81
often were composed of 125
often were confined to 90
often were contrary to 43
often were critical of 99
often were depicted as 81
often were deprived of 103
often were designed to 177
often were directed at 40
often were employed as 60
often were employed by 50
often were employed in 80
often were employed to 47
often were expected to 195
often were followed by 202
often were harassed by 47
often were ignorant of 109
often were inclined to 104
often were included in 145
often were inspired by 55
often were intended to 89
often were involved in 412
often were observed in 55
often were observed to 62
often were preceded by 71
often were prepared by 41
often were prepared to 68
often were referred to 403
often were regarded as 433
often were replaced by 107
often were reported to 57
often were required to 555
often were resolved in 43
often were rewarded by 41
