of ace inhibitor treatment 148
of all exogenous variables 541
of all expressed proteins 46
of all extraneous elements 268
of all extraneous variables 166
of all extrinsic interest 53
of all fatherless families 58
of all federally assisted 80
of all federally financed 71
of all fictitious relations 45
of all firstborn children 58
of all flammable materials 72
of all forfeited property 53
of all functional activity 60
of all functional elements 104
of all functional managers 44
of all gainfully employed 4863
of all gainfully occupied 1178
of all generally accepted 117
of all geological agencies 71
of all geological evidence 74
of all harvested cropland 116
of all hazardous materials 494
of all henpecked husbands 408
of all heritable property 75
of all homicides involved 65
of all homicides occurred 62
of all household contacts 43
of all household deposits 58
of all household expenses 147
of all household financial 76
of all household property 66
of all hypotheses concerning 54
of all hypotheses invented 40
of all illnesses reported 55
of all immigrant children 123
of all immigrant families 85
of all immigrant students 46
of all immovable property 474
of all immoveable property 51
of all important american 221
of all important articles 133
of all important branches 86
of all important business 422
of all important concepts 77
of all important decisions 518
of all important economic 223
of all important elements 213
of all important evidence 40
of all important financial 71
of all important functions 113
of all important happenings 187
of all important historic 228
of all important literary 40
of all important materials 72
of all important military 108
of all important officers 82
of all important officials 113
of all important positions 123
of all important problems 191
of all important products 65
of all important projects 59
of all important questions 755
of all important religious 119
of all important speeches 63
of all important subjects 196
of all important symmetry 59
of all important variables 167
of all incidents involved 61
of all incidents occurred 49
of all incidents reported 147
of all indonesian citizens 233
of all inductive sciences 54
of all industrial activity 540
of all industrial branches 107
of all industrial capacity 59
of all industrial capitals 58
of all industrial chemical 40
of all industrial concerns 231
of all industrial disputes 367
of all industrial injuries 185
of all industrial managers 48
of all industrial materials 77
of all industrial policies 59
of all industrial pollution 53
of all industrial problems 181
of all industrial products 709
of all industrial progress 212
of all industrial projects 90
of all industrial property 116
of all industrial pursuits 172
of all industrial relations 175
of all infections acquired 41
of all inherited property 71
of all inpatient hospital 66
of all inquiries received 88
of all inquiries respecting 67
of all installed packages 97
of all insurance benefits 56
of all insurance business 200
of all insurance coverage 53
of all insurance policies 848
of all insurance premiums 166
of all intangible personal 62
of all intangible property 129
of all intercity passenger 282
of all interests affected 191
of all interests involved 872
of all interview questions 56
of all irrational creatures 63
of all irrigated cropland 144
of all irrigation projects 117
of all judgments concerning 54
of all judgments consists 119
of all judgments obtained 42
of all judgments rendered 138
of all juveniles arrested 249
of all juveniles detained 56
of all knowledge acquired 67
of all knowledge concerning 302
of all knowledge consists 122
of all knowledge pertaining 72
of all knowledge possible 45
of all knowledge produced 44
of all knowledge relevant 42
of all knowledge whatever 158
of all landscape painters 334
of all leadership positions 117
of all liberation theologies 84
of all litigated property 45
of all livestock products 231
of all logically possible 878
of all malignant epithelial 105
of all malignant neoplasms 835
of all malignant physical 47
of all malignant salivary 63
of all maltreated children 67
of all managerial decisions 143
of all managerial functions 168
of all managerial positions 184
of all manchurian railways 48
of all measurable functions 196
of all medicinal products 93
of all metabolic activity 61
of all metabolic functions 54
of all microsoft products 49
of all missionary activity 199
of all missionary agencies 56
of all moderation hereafter 56
of all motorized vehicles 58
of all movements whatever 43
of all municipal accounts 60
of all municipal agencies 45
of all municipal authority 133
of all municipal business 61
of all municipal councils 128
of all municipal elections 49
of all municipal functions 124
of all municipal officers 392
of all municipal officials 138
of all municipal problems 98
of all municipal property 109
of all municipal revenues 123
of all municipal services 195
of all mysteries shrouded 61
of all narrative elements 56
of all navigable boundary 128
of all necessary articles 239
of all necessary auxiliary 40
of all necessary business 116
of all necessary comforts 69
of all necessary elements 165
of all necessary evidence 140
of all necessary expenses 506
of all necessary functions 72
of all necessary materials 459
of all necessary officers 113
of all necessary personal 79
of all necessary provision 50
of all necessary services 166
of all necessary supplies 334
of all necessary vitamins 42
of all newspaper accounts 43
of all newspaper articles 114
of all newspaper revenues 65
of all nutrients required 87
of all objective cognition 46
of all objective evidence 64
of all objective functions 121
of all objective materials 40
of all objective morality 54
of all objective validity 110
of all obstetric patients 102
of all offensive allusions 196
of all offensive military 237
of all offensive missiles 59
of all officially recorded 267
of all operations involved 203
of all operations required 93
of all opposition elements 147
of all oppressed humanity 56
of all organisms isolated 99
of all organisms whatever 103
of all organized activity 126
of all organized creatures 46
of all organized military 89
of all organized religions 268
of all organized religious 82
of all organized socialist 61
of all orthogonal matrices 75
of all outstanding accounts 268
of all outstanding advances 48
of all outstanding balances 92
of all outstanding disputes 349
of all outstanding equities 48
of all outstanding financial 99
of all outstanding invoices 116
of all outstanding mortgage 61
of all outstanding policies 215
of all outstanding problems 567
of all outstanding questions 948
of all outstanding warrants 185
of all pancreatic neoplasms 94
of all parachute payments 63
of all parasitic elements 46
of all particles involved 119
of all pathogenic microbes 53
of all penalties incurred 85
of all penetrating injuries 43
of all peritoneal surfaces 333
of all permanent officers 78
of all permanent progress 49
of all permanent variations 50
of all personnel assigned 246
of all personnel decisions 47
of all personnel employed 195
of all personnel functions 76
of all personnel involved 886
of all personnel performing 132
of all personnel policies 121
of all personnel problems 64
of all personnel provided 54
of all personnel required 44
of all pertinent economic 79
of all pertinent evidence 304
of all pertinent materials 73
of all pertinent variables 129
of all pesticide products 117
of all petroleum consumed 76
of all petroleum produced 190
of all petroleum products 1355
of all phenomena observed 62
of all phenomena pertaining 46
of all phenomena whatever 243
of all physicians involved 69
of all physicians practicing 150
of all pituitary hormones 257
of all poisonous reptiles 57
of all poisonous serpents 44
of all political activity 1530
of all political agencies 62
of all political agitation 215
of all political alliances 47
of all political authority 1989
of all political autonomy 40
of all political business 217
of all political capacity 64
of all political concepts 52
of all political concerns 58
of all political conflict 87
of all political contests 57
of all political currents 83
of all political decisions 242
of all political disputes 80
of all political divisions 179
of all political education 126
of all political elements 245
of all political entities 116
of all political freedoms 68
of all political functions 268
of all political happenings 79
of all political interest 227
of all political intrigue 50
of all political machines 71
of all political morality 129
of all political officers 53
of all political outlooks 71
of all political positions 232
of all political pressure 58
of all political problems 778
of all political programs 46
of all political progress 145
of all political questions 1391
of all political refugees 134
of all political relations 403
of all political rhetoric 42
of all political sanctions 87
of all political solutions 40
of all political struggle 256
of all political subjects 153
of all political tincture 59
of all political troubles 181
of all polymeric materials 61
of all polynesian languages 50
of all polynomial functions 117
of all ponderous profound 79
of all popularly governed 45
of all population elements 72
of all population segments 57
of all practical activity 239
of all practical branches 46
of all practical efficacy 49
of all practical engineers 180
of all practical interest 98
of all practical morality 53
of all practical politics 84
of all practical problems 270
of all practical purposes 69
of all practical pursuits 55
of all practical questions 203
of all practical sciences 170
of all predictor variables 166
of all preschool children 867
of all previously accepted 81
of all previously acquired 128
of all previously mentioned 142
of all previously recorded 87
of all previously reported 179
of all primitive cultures 105
of all primitive religions 343
of all principal officers 87
of all principal payments 103
of all prisoners admitted 41
of all prisoners arrested 60
of all prisoners captured 72
of all prisoners confined 228
of all prisoners detained 71
of all prisoners received 76
of all privately financed 92
of all proceedings concerning 62
of all proceedings relative 127
of all processes involved 298
of all production activity 67
of all production brigades 59
of all production elements 105
of all production expenses 86
of all production functions 113
of all production materials 52
of all programming languages 334
of all prominent citizens 43
of all proportion compared 91
of all proposals received 65
of all provincial capitals 62
of all provincial officials 49
of all provincial revenues 76
of all provincial services 43
of all provincial subjects 149
of all psychical activity 97
of all psychical functions 72
of all psychotic patients 64
of all published accounts 55
of all published articles 262
of all published decisions 58
of all published materials 131
of all pulmonary neoplasms 80
of all purchased materials 96
of all purposive activity 82
of all quadratic equations 47
of all quadratic functions 42
of all qualified citizens 331
of all qualified electors 228
of all qualified property 65
of all qualified students 68
of all qualities whatever 63
of all railroads operated 178
of all reactionary elements 204
of all reasonable creatures 183
of all reasonable economic 74
of all reasonable expenses 318
of all recursive functions 88
of all reference materials 82
of all reference questions 54
of all regularly employed 48
of all reparation payments 90
of all resources consumed 156
of all resources employed 133
of all resources involved 72
of all resources required 202
of all responses containing 48
of all responses received 53
of all reversals occurred 57
of all rhythmical movement 70
of all robberies involved 48
of all robberies reported 54
of all royalties received 98
of all scholarly activity 50
of all secondary causation 64
of all secondary education 321
of all secondary students 464
of all sentences composed 41
of all sentences containing 121
of all shipments received 91
of all similarly situated 468
of all societies whatever 40
of all sovereign authority 83
of all specimens examined 219
of all specimens received 45
of all spiritual activity 280
of all spiritual authority 484
of all spiritual benefits 47
of all spiritual communion 56
of all spiritual concerns 180
of all spiritual creatures 97
of all spiritual delights 77
of all spiritual elements 75
of all spiritual endeavors 49
of all spiritual energies 43
of all spiritual entities 53
of all spiritual evolution 53
of all spiritual functions 130
of all spiritual guidance 47
of all spiritual practice 254
of all spiritual problems 50
of all spiritual progress 448
of all spiritual realities 170
of all spiritual religions 52
of all spiritual vitality 90
of all strategic alliances 60
of all strategic decisions 76
of all strategic materials 108
of all strategic missiles 47
of all strategic positions 62
of all strategic questions 184
of all sublunary creatures 53
of all sublunary grandeur 45
of all subsidiary accounts 53
of all symmetric matrices 56
of all syntactic relations 84
of all technical education 103
of all technical endeavors 311
of all technical problems 136
of all technical progress 159
of all technical questions 54
of all technical services 120
of all telegrams received 72
of all telephone exchanges 50
of all telephone services 63
of all television channels 72
of all television programs 306
of all temperate climates 115
of all temporary accounts 78
of all temporary drainage 113
of all territory acquired 93
of all territory captured 51
of all territory occupied 87
of all terrorist activity 54
of all theological activity 46
of all theological concepts 44
of all theological disputes 56
of all theological doctrine 44
of all theological education 42
of all theological problems 101
of all theological questions 151
of all theological students 133
of all theoretical cognition 92
of all theoretical concepts 42
of all theoretical positions 41
of all thoughtful citizens 124
of all thoughtful students 145
of all transfers received 58
of all transport agencies 59
of all transport aircraft 47
of all transport services 189
of all transport vehicles 57
of all traumatic injuries 147
of all unclaimed property 111
of all uniformed services 45
of all uninsured children 81
of all universal religions 63
of all unpleasant symptoms 53
of all unpleasant weariness 59
of all unreliable elements 89
of all unsecured borrowings 90
of all unsettled accounts 48
of all unskilled laborers 106
of all varieties produced 190
of all vegetable products 124
of all vocational education 266
of all vocational guidance 51
of all voluntary activity 116
of all voluntary agencies 110
of all voluntary movement 323
of all voluntary muscular 101
of all warehouse receipts 53
of all wholesale business 47
of all witnesses examined 115
of all workplace injuries 186
of and conditions prevailing 43
of and determine felonies 115
of and graciously accepted 41
of and monstrous practice 69
of and primarily situated 45
of and processes involved 60
of any abandoned offshore 68
of any abdominal operation 116
of any abdominal symptoms 42
of any additional benefits 149
of any additional business 49
of any additional coolness 80
of any additional education 47
of any additional elements 67
of any additional evidence 336
of any additional expenses 148
of any additional financial 59
of any additional hardware 76
of any additional interest 78
of any additional liability 162
of any additional locations 211
of any additional materials 99
of any additional military 40
of any additional problems 56
of any additional property 96
of any additional quantity 96
of any additional questions 88
of any additional security 104
of any additional services 186
of any additional software 46
of any additional soliciting 64
of any additional supplies 45
of any additional treatment 69
of any advantage whatever 215
of any adversely affected 107
of any advertising campaign 367
of any affective disorder 100
of any affidavit intended 91
of any affidavit required 45
of any agreement concerning 201
of any agreement referred 71
of any agreement required 71
of any agreement respecting 119
of any agreement whatever 92
of any alcoholic beverage 2843
of any algebraic equations 41
of any allowable deduction 89
of any alteration whatever 84
of any amendment proposed 192
of any amphibious operation 67
of any ancillary services 55
of any appointed authority 41
of any arbitrary standard 116
of any arguments advanced 74
of any arithmetic operation 168
of any arithmetic sequence 60
of any artificer whatever 194
of any artificial barriers 69
of any artificial erudition 148
of any artificial stimulus 73
of any assistant treasurer 93
of any associated condition 48
of any associated employer 67
of any associated infection 89
of any associated injuries 136
of any associated pathology 85
of any associated physical 48
of any associated symptoms 162
of any associated systemic 48
of any association composed 345
of any association whatever 108
of any assumption concerning 124
of any attempted chastity 288
of any attempted exercise 102
of any attentive observer 115
of any available evidence 139
of any available materials 128
of any available thickness 40
of any available treatment 40
of any behavioral treatment 40
of any beneficial interest 765
of any biological activity 118
of any biological membrane 41
of any biological organism 112
of any biological treatment 58
of any broadcast facility 70
of any carefully prepared 82
of any certified pollution 134
of any character whatever 1056
of any chargeable accounting 321
of any chemicals employed 90
of any classroom activity 42
of any cognitive activity 98
of any cognitive operation 45
of any collection district 148
of any commercial activity 235
of any commercial aircraft 71
of any commercial business 60
of any commercial contract 92
of any commercial interest 205
of any commercial operation 60
of any commercial products 66
of any commercial property 59
of any commercial publishing 66
of any commercial software 42
of any commission merchant 54
of any commission provided 48
of any commodity consumed 55
of any commodity contains 71
of any commodity contract 164
of any commodity decreases 55
of any commodity demanded 45
of any commodity imported 110
of any commodity increases 190
of any commodity involves 145
of any commodity produced 223
of any commodity requires 68
of any commodity whatever 275
of any communist movement 41
of any community anywhere 41
of any community interest 59
of any community property 580
of any community requires 42
of any community whatever 77
of any competent authority 478
of any competent evidence 143
of any competent tribunal 204
of any complaint whatever 42
of any component software 541
of any concerted movement 149
of any concession whatever 41
of any conclusion concerning 78
of any conditions attached 282
of any conditions derogating 102
of any conditions whatever 159
of any confession obtained 134
of any conflicting evidence 133
of any conflicting interest 43
of any connection whatever 229
of any consensus concerning 40
of any contagious disorder 116
of any contention concerning 95
of any contested relevant 67
of any continued activity 40
of any controlling authority 166
of any controlling provision 50
of any convicted criminal 124
of any copyright subsisting 681
of any corporate activity 49
of any corporate business 100
of any corporate property 58
of any corporate security 46
of any corporate strategy 71
of any criticism directed 58
of any criticism whatever 45
of any deductive argument 59
of any deductive physical 52
of any defective condition 121
of any defendant indicted 43
of any delegated authority 101
of any dependent children 184
of any desirable thickness 105
of any diagnostic category 95
of any different distance 153
of any difficult business 51
of any difficult situation 271
of any digestive disorder 42
of any dimensions whatever 64
of any diminution whatever 53
of any directory provision 88
of any discredit attached 41
of any discussion concerning 254
of any discussion whatever 55
of any dishonest intention 62
of any dividends declared 319
of any dividends received 507
of any documents concerning 88
of any documents containing 54
of any documents pertaining 56
of any documents produced 56
of any documents provided 146
of any documents referred 113
of any documents relevant 46
of any documents required 223
of any documents whatever 56
of any dynamical quantity 83
of any effective approach 56
of any effective authority 155
of any effective campaign 55
of any effective challenge 95
of any effective controls 50
of any effective economic 41
of any effective education 50
of any effective exercise 51
of any effective military 124
of any effective monitoring 45
of any effective movement 66
of any effective provision 57
of any effective religious 42
of any effective response 136
of any effective sanctions 43
of any effective security 63
of any effective strategy 171
of any effective treatment 397
of any effectual provision 61
of any electoral district 722
of any electoral register 186
of any emergency facility 210
of any emergency response 115
of any emergency situation 174
of any empirical analysis 90
of any empirical cognition 42
of any empirical condition 53
of any empirical evidence 957
of any empirical intuition 45
of any empirical synthesis 131
of any employees directly 68
of any enactment conferring 111
of any encryption algorithm 94
of any endocrine disorder 69
of any engagement whatever 44
of any enzymatic activity 89
of any equipment involved 52
of any equipment required 66
of any equitable interest 335
of any excellent exercising 139
of any excessive interest 113
of any excessive pressure 62
of any exclusive economic 57
of any executive authority 150
of any existence whatever 87
of any expectant interest 44
of any expressed intention 140
of any expression whatever 69
of any extensive movement 79
of any extensive property 186
of any extraneous authority 62
of any extraneous elements 88
of any extraneous materials 63
of any extraneous variables 95
of any extrinsic evidence 117
of any favorable evidence 143
of any favorable judgment 46
of any federally assisted 67
of any foundation whatever 166
of any functional activity 79
of any functional analysis 76
of any functional disorder 43
of any generally accepted 1360
of any geological evidence 50
of any geological formation 76
of any guerrilla movement 81
of any haphazard materials 45
of any harlequin presents 67
of any hazardous chemical 321
of any hazardous condition 62
of any hazardous materials 845
of any heritable property 109
of any household employee 60
of any hypothesis concerning 237
of any hypothesis respecting 101
of any hypothesis whatever 147
of any illegally obtained 59
of any immovable property 2979
of any immoveable property 578
of any important activity 62
of any important american 121
of any important business 424
of any important ceremony 42
of any important decisions 72
of any important doctrine 79
of any important document 58
of any important economic 94
of any important external 41
of any important incident 49
of any important industry 90
of any important interest 53
of any important literary 91
of any important military 211
of any important movement 236
of any important operation 84
of any important questions 54
of any important religious 89
of any important variations 42
of any impression produced 49
of any impression whatever 55
of any inanimate creatures 127
of any incipient movement 40
of any incumbent director 250
of any inductive argument 195
of any industrial activity 232
of any industrial business 81
of any industrial facility 54
of any industrial operation 109
of any industrial property 252
of any industrial relations 159
of any industrial strategy 54
of any industrial tribunal 63
of any influence whatever 184
of any inherited tendency 59
of any insurable interest 127
of any insurance benefits 64
of any insurance business 94
of any insurance contract 402
of any insurance coverage 198
of any insurance effected 265
of any insurance policies 404
of any insurance premiums 276
of any insurance proceeds 796
of any insurance recovery 61
of any intangible benefits 40
of any intangible personal 107
of any intangible property 189
of any intensive property 56
of any interests retained 75
of any intervening dividend 43
of any intervening obstacle 100
of any intervening variables 65
of any intrinsic authority 91
of any intrinsic interest 443
of any intrinsic property 200
of any irregular practice 55
of any irrigation district 115
of any knowledge acquired 122
of any knowledge concerning 300
of any knowledge obtained 58
of any knowledge respecting 45
of any knowledge whatever 603
of any leadership situation 45
of any liberation movement 168
of any liberation struggle 89
of any litigation actually 99
of any litigation concerning 820
of any logically possible 103
of any machinery attached 43
of any machinery whatever 74
of any magnitude occurred 101
of any magnitude requires 76
of any magnitude whatever 234
of any malignant intention 108
of any mandatory provision 63
of any maternity hospital 56
of any measurable parallax 42
of any measurable physical 42
of any measurable property 52
of any measurable quantity 101
of any metabolic acidosis 43
of any metabolic activity 44
of any missionary activity 75
of any momentary delirium 74
of any momentary interest 160
of any mortgaged property 115
of any multimedia materials 645
of any municipal authority 171
of any municipal district 287
of any municipal immunity 46
of any municipal property 59
of any municipal security 159
of any navigable waterway 52
of any necessary expenses 76
of any necessary revisions 44
of any necessity whatever 50
of any negotiable document 359
of any negotiable security 83
of any neighboring property 44
of any newspaper containing 81
of any newspaper publishing 43
of any numerical analysis 42
of any objective analysis 102
of any objective criterion 287
of any objective evidence 337
of any objective observer 99
of any objective standard 557
of any objective validity 53
of any obligation attached 105
of any obligation incurred 579
of any obligation whatever 92
of any observant resident 59
of any occupation whatever 44
of any offensive intention 61
of any offensive movement 132
of any offensive operation 99
of any operative treatment 41
of any opposition movement 57
of any oppressed minority 105
of any ordinance regulating 48
of any organized activity 177
of any organized campaign 52
of any organized interest 136
of any organized military 54
of any organized movement 288
of any organized religious 277
of any outstanding criminal 93
of any outstanding interest 63
of any outstanding liability 51
of any outstanding mortgage 118
of any outstanding problems 77
of any overarching authority 54
of any ownership interest 117
of any paramount authority 55
of any parliament hereafter 95
of any pathogenic organism 65
of any peacekeeping operation 91
of any penalties incurred 56
of any perception whatever 62
of any periodical payments 103
of any periodical whatever 71
of any permanent authority 86
of any permanent interest 211
of any permanent military 56
of any persuasion whatever 88
of any pertinent evidence 49
of any pertinent pecuniary 51
of any pesticide chemical 76
of any petroleum products 68
of any plausible argument 54
of any political activity 766
of any political agitation 97
of any political ambitions 100
of any political analysis 106
of any political argument 45
of any political assembly 51
of any political authority 480
of any political campaign 428
of any political conflict 64
of any political dimension 75
of any political doctrine 212
of any political education 62
of any political eminence 54
of any political formation 63
of any political functions 55
of any political identity 55
of any political ingredient 66
of any political interest 557
of any political intrigue 80
of any political leverage 41
of any political movement 1144
of any political opponent 58
of any political organism 60
of any political platform 82
of any political pressure 134
of any political prisoner 75
of any political problems 65
of any political progress 48
of any political questions 84
of any political relations 52
of any political situation 223
of any political strategy 142
of any political struggle 145
of any political tendency 107
of any political tradition 51
of any population subgroup 80
of any posthumous beatitude 48
of any potentate whatever 48
of any practical activity 102
of any practical business 45
of any practical clinical 47
of any practical interest 963
of any practical problems 47
of any practical situation 54
of any preexisting condition 203
of any preferred direction 44
of any pretension occupied 49
of any pretension whatever 51
of any prevention strategy 45
of any previously acquired 199
of any previously recorded 292
of any previously reported 120
of any previously unissued 70
of any primitive christian 89
of any principle involved 91
of any principle whatever 146
of any privilege authorizing 103
of any proceedings concerning 59
of any proceedings initiated 158
of any proceedings referred 60
of any proceedings required 81
of any production activity 57
of any profession whatever 45
of any prominent american 56
of any prosecuting attorney 60
of any protected monument 93
of any protection afforded 64
of any protection whatever 65
of any provincial authority 877
of any provincial governor 103
of any provisions concerning 50
of any provisions inserted 86
of any provisions whatever 51
of any psychotic disorder 73
of any psychotic symptoms 64
of any publicity campaign 53
of any published accounts 69
of any published evidence 49
of any purported exercise 45
of any qualified domestic 92
of any qualified mortgage 56
of any qualified property 91
of any qualified security 47
of any qualities inherent 64
of any reasonable actuarial 84
of any reasonable condition 57
of any reasonable economic 149
of any reasonable estimate 118
of any reasonable evidence 44
of any reasonable expenses 213
of any reasonable objection 73
of any reasonable prospect 105
of any reasonable quantity 50
of any reasonable reserves 45
of any reasonable standard 139
of any reasonable suspicion 138
of any reasonable thickness 210
of any reasonably possible 45
of any rebellious movement 73
of any recurrent activity 263
of any reference whatever 186
of any regression analysis 122
of any regulation pertaining 145
of any regulation respecting 60
of any regulation subsisting 55
of any relational database 168
of any relocation payments 134
of any remainder interest 47
of any renewable resource 51
of any reputable physician 47
of any resolution appointing 44
of any resolution authorizing 88
of any resolution proposed 77
of any resolution referred 74
of any revelation whatever 54
of any royalties received 86
of any scheduled industry 102
of any secondary bacterial 41
of any secondary evidence 55
of any secondary infection 142
of any secretory activity 55
of any selective pressure 98
of any sentiment whatever 72
of any similarly situated 68
of any sovereign authority 117
of any specified activity 78
of any specified articles 111
of any specified industry 53
of any specified locality 67
of any specified premises 60
of any specified provision 61
of any specified quantity 66
of any specified sequence 48
of any spiritual activity 60
of any spiritual authority 185
of any spiritual benefice 87
of any spiritual dimension 128
of any spiritual exercise 50
of any spiritual movement 89
of any spiritual practice 139
of any spiritual promotion 56
of any spiritual tradition 82
of any statement concerning 204
of any statement consists 108
of any statement containing 50
of any statement obtained 48
of any statement required 218
of any statement whatever 90
of any statutory authority 519
of any statutory condition 114
of any statutory direction 63
of any statutory exemption 47
of any statutory provision 2601
of any strategic analysis 41
of any strategic interest 41
of any strenuous activity 41
of any stressful situation 64
of any structure intended 44
of any structure resembling 63
of any structure whatever 92
of any subatomic particle 52
of any subsidies received 51
of any substance compared 92
of any substance consists 70
of any substance containing 272
of any substance contains 1079
