oak occupies what was 150
one commonly used and 193
one commonly used for 1356
one commonly used set 51
one commonly used with 152
one compares these two 579
one compares these with 88
one compares what has 116
one complete body out 43
one complete copy and 62
one complete copy with 92
one complete data set 50
one complete heart beat 109
one complete turn and 258
one complete turn each 66
one complete turn for 116
one complete turn per 62
one complete turn with 62
one complete unit and 114
one complete unit for 57
one compound from each 68
one comprising those who 279
one computer will not 198
one computer word and 65
one concerning whom they 53
one conclude from all 218
one conclude from that 98
one conclude from this 1992
one concrete fact that 40
one condemns what one 108
one condition more than 111
one condition only can 67
one condition only that 240
one condition there was 67
one condition will not 70
one confused mass with 57
one connecting link with 96
one consider these things 123
one consider what his 48
one consumer good and 48
one consumes less than 47
one containing food and 40
one containing four and 46
one containing iron and 71
one containing less than 449
one containing milk and 42
one containing more than 1050
one containing nothing but 178
one containing only one 534
one containing only two 412
one containing port and 155
one containing rice and 111
one containing wine and 65
one contains more than 380
one contains only one 65
one contract month and 93
one covalent bond and 141
one covalent bond per 43
one covalent bond with 92
one creditor more than 84
one criminal case had 45
one criminal trial for 47
one criterion from each 43
one criterion used for 61
one crumbles away with 51
one customer more than 80
one customer will not 93
one cylinder bore and 57
one cylinder during one 63
one database file can 42
one daughter cell and 605
one daughter cell has 100
one daughter cell may 79
one daughter cell that 321
one daughter cell with 200
one daughter from her 85
one daughter from his 121
one daughter living with 82
one daughter only was 42
one daughter were all 50
one daughter were yet 48
one daughter when she 60
one daughter whom she 42
one daughter whom they 99
one decisive blow for 133
one decisive step you 72
one delegate from each 16695
one delegate from new 99
one delegate said that 151
one delicate hand and 99
one delivery month and 91
one deplored more than 112
one deplores more than 515
one deserves more than 299
one deserves what one 52
one designed just for 47
one designed more for 85
one designed only for 91
one differed from him 317
one differed from his 47
one differed from that 178
one dimension back and 63
one dimension less than 915
one dimension more than 151
one dimension only and 214
one dimension there are 73
one dimension there can 40
one dimension will not 75
one direction along its 43
one direction along one 96
one direction along this 49
one direction during one 539
one direction from his 43
one direction from its 156
one direction from one 304
one direction from our 43
one direction from that 173
one direction from this 112
one direction means that 122
one direction more than 1909
one direction only and 2738
one direction only are 218
one direction only but 204
one direction only can 68
one direction only did 87
one direction only does 51
one direction only for 165
one direction only has 96
one direction only may 66
one direction only was 148
one direction only with 222
one direction over one 56
one direction over that 94
one direction such that 54
one direction there are 139
one direction there has 63
one direction there was 250
one direction till they 42
one direction were not 48
one direction when they 154
one direction when you 77
one direction will lead 60
one direction will not 243
one directly over each 125
one director from each 379
one discerns even now 95
one discount rate for 43
one dissenting vote and 196
one dissenting vote out 46
one dissenting vote was 228
one distinct from all 91
one distinct from its 41
one distinct from that 407
one district from each 103
one district more than 121
one district there are 169
one district there was 155
one district were not 50
one district will not 49
one divorced from any 40
one doctrine more than 96
one dominant firm and 89
one dominant gene and 240
one dominant gene for 455
one dominant male and 104
one dominant theme that 85
one dominating theme has 47
one economic unit and 242
one economic unit for 117
one economic unit with 77
one educated like her 50
one eighteen feet long 95
one eighteen years old 72
one electron from each 1969
one electron from its 121
one electron from one 373
one electron from this 41
one electron into each 44
one electron less than 702
one electron more than 583
one electron only and 42
one electron pair and 40
one electron volt being 46
one electron volt per 81
one eligible young man 59
one employed more than 47
one employee from each 97
one employee less than 55
one employee more than 47
one employee other than 71
one employee will not 55
one employer during his 56
one employer said that 44
one employer will not 86
one enormous room with 231
one entailed upon them 56
one entrance into this 56
one equipage made all 68
one essential fact that 418
one essential fact was 45
one essential part was 102
one essential rule for 50
one essential tool for 50
one estimate held that 88
one estimate more than 118
one estimate says that 136
one estimate there are 225
one everyone said was 66
one examines these two 177
one examines what has 186
one examines what this 41
one exception among all 47
one exception from this 243
one exception have not 56
one exception here was 45
one exception only being 40
one exception there are 185
one exception there has 52
one exception there was 360
one exception these are 166
one exception these men 44
one exception were all 185
one exception were not 82
one exclaims like that 58
one excludes from this 147
one excludes those who 78
one exempted from this 42
one exercise from each 158
one expected from her 41
one expected from him 213
one expected from his 93
one expected from them 242
one expected great things 172
one expected more than 254
one expected next year 42
one expected their death 71
one fallopian tube and 149
one favorite among them 64
one flinched from his 52
one formerly used for 77
one fourteen feet long 166
one fourteen years old 78
one fracture line and 52
one fragment from each 44
one fragment from that 60
one globular root and 72
one governor from each 118
one graduate from each 50
one hamilton told her 81
one handsome young man 148
one hereafter when you 59
one historian says that 249
one hospital ship and 58
one hospital there was 40
one hundredth time that 56
one hydrogen atom and 832
one hydrogen atom are 110
one hydrogen atom can 113
one hydrogen atom each 70
one hydrogen atom for 152
one hydrogen atom has 442
one hydrogen atom may 66
one hydrogen atom per 854
one hydrogen atom that 150
one hydrogen atom was 74
one hydrogen atom with 147
one hydrogen bond and 61
one hydrogen bond per 149
one hydrogen bond with 121
one imagined there was 180
one imagines when one 65
one impurity atom for 94
one impurity atom per 354
one impurity type with 135
one incident during his 55
one incident during this 55
one incident from her 49
one incident from his 128
one incident from that 60
one incident from this 40
one incident like that 99
one incident like this 69
one incident more than 53
one incident must not 40
one incident when one 43
one incident when she 130
one incident when they 77
one included those who 49
one includes more than 56
one includes those who 483
one includes those with 41
one indecent word was 63
one industry more than 87
one industry will not 98
one infinite mind and 72
one informer will bear 44
one ingredient from each 74
one inhabits very wet 56
one inherits from his 156
one inherits from one 290
one initiation site for 44
one injection well and 52
one inquired what she 93
one inquires into its 43
one insisted more than 42
one instance during his 123
one instance during this 98
one instance from all 105
one instance from each 90
one instance from his 72
one instance from one 51
one instance from that 47
one instance from this 48
one instance have they 192
one instance here and 89
one instance more than 363
one instance more was 62
one instance only but 45
one instance only did 421
one instance only does 148
one instance only had 91
one instance only has 222
one instance only one 98
one instance only out 112
one instance only they 60
one instance only was 378
one instance there are 196
one instance there had 72
one instance there has 71
one instance there may 95
one instance there was 1411
one instance were they 141
one instance when her 67
one instance when his 99
one instance when one 163
one instance when she 288
one instance when they 170
one instance when this 184
one instance when two 51
one instance when you 218
one instance will not 103
one instinct more than 42
one intended only for 156
one interest more than 77
one interest rate and 278
one interest rate but 64
one interest rate for 198
one interest rate that 240
one interest there has 49
one internal node and 52
one intruded upon her 94
one intruded upon his 52
one involves more than 55
one japanese ship was 45
one kilowatt acting for 54
one kilowatt hour per 57
one lamented more than 75
one lettered heading with 377
one literary form that 87
one literary work that 96
one locality from that 41
one locality more than 253
one locality there are 137
one locality there was 71
one locality were not 67
one locality will not 105
one magazine will not 43
one magnetic pole and 46
one mattered more than 51
one mentioned here was 66
one mentioned just now 42
one mentioned what had 146
one merchant ship and 156
one merchant ship had 50
one merchant ship out 45
one merchant ship was 149
one michelin star and 50
one military plan was 100
one minister from each 1058
one minister said that 84
one minister told his 65
one molecule into two 109
one molecule moving with 46
one molecule thick and 233
one monetary unit for 48
one mountain into two 66
one mountain range and 89
one mystical body with 66
one nautical mile and 72
one nautical mile per 3628
one negative root and 67
one negative vote and 74
one negative vote was 199
one nitrogen atom and 1239
one nitrogen atom per 105
one nitrogen atom with 41
one normally deals with 123
one normally open and 273
one normally used for 619
one nowadays says that 42
one numbered item are 471
one objected when she 117
one observer felt that 272
one observer from each 62
one observer noting that 135
one observer said that 420
one observer says that 130
one observer will not 119
one observes among them 131
one observes more and 95
one observes only one 68
one observes when one 159
one obstacle from being 47
one obtained from this 49
one obtained when using 51
one operation more than 43
one operation only and 44
one operation over and 54
one operation will not 88
one opposite only and 83
one organism into two 43
one original plus two 117
one overriding fact that 57
one overriding theme that 97
one parallel line can 130
one parallel port and 258
one parental type and 53
one partially free arm 89
one particle from each 67
one particle more than 113
one particle will not 46
one passenger died and 47
one passenger more than 66
one physical body and 91
one physical fact can 43
one physical form and 56
one physician from each 59
one physician from that 79
one physician other than 44
one physician said that 45
one pictured here are 134
one pictured here has 53
one pictured here was 83
one platform will not 42
one positive root and 106
one positive root for 68
one possessing less than 44
one possessing more than 74
one possible cure for 73
one possible form for 230
one possible form that 160
one possible hope for 64
one possible meaning and 81
one possible meaning for 197
one possible means for 228
one possible name for 90
one possible plan for 54
one possible role for 165
one possible site for 170
one possible test for 48
one possible tool for 103
one possibly know that 130
one possibly save any 43
one possibly think that 40
one postcard from him 56
one potential means for 42
one potential role for 54
one potential site for 112
one powerful hand and 106
one powerful means for 42
one powerful tool for 75
one powerful tool that 40
one practice more than 86
one prisoner whom they 361
one probably need not 87
one probably will not 748
one probably will say 133
one proceeding from both 119
one proceeding from each 43
one proceeding from his 44
one proceeds along this 244
one proceeds from east 69
one proceeds from one 847
one proceeds from that 93
one proceeds from this 333
one proceeds from top 89
one proceeds north and 61
one produced more than 58
one produces more than 47
one produces much that 41
one profited more than 156
one projecting from each 97
one property ends and 42
one property will not 54
one proposed here and 45
one proposed here are 58
one proposed here can 57
one proposed here for 81
one proposed here has 55
one proposed here was 43
one proposed laws for 57
one protruding from each 45
one provides more than 88
one province into two 60
one province more than 62
one province were not 43
one province will not 49
one provision dealing with 80
one punishes those who 42
one purchase brings you 81
one quotation from each 52
one quotation from him 41
one quotation from his 102
one quotation from that 40
one quotation from this 69
one railroad were not 69
one received from each 178
one received from her 219
one received from him 748
one received from his 337
one received from one 104
one received from them 106
one received from you 82
one received less than 185
one received more than 416
one receives from all 46
one receives from being 53
one receives from god 430
one receives from her 45
one receives from him 67
one receives from his 417
one receives from its 43
one receives from one 549
one receives from that 58
one receives from them 228
one receives from this 424
one receives less than 146
one receives more than 663
one receives what one 132
one receives when one 222
one receptor type and 52
one recourse left him 44
one reflects upon all 130
one reflects upon his 398
one reflects upon how 144
one reflects upon its 60
one reflects upon one 138
one reflects upon them 254
one reflects upon this 445
one refrains from doing 350
one refrains from using 134
one regiment from each 293
one regiment there was 53
one rejoiced more than 415
one rejoices more than 497
one religious body and 107
one religious faith and 113
one religious faith but 62
one religious sect and 99
one religious sect fit 191
one relished more than 40
one remotely like him 203
one reported case has 251
one reported case was 130
one reported case with 96
one reported here are 44
one reported more than 49
one reported seeing any 41
one reported seeing him 117
one reporter from each 86
one reporter said that 210
one reproach from her 88
one required more than 96
one requires more than 539
one requires only that 152
one reserved only for 135
one resident from each 82
one resident said that 82
one resigned unto god 53
one resource left for 106
one resource left that 44
one respecting those things 153
one respects more his 57
one respects more than 95
one response from each 164
one response more than 43
one restored from death 153
one returned home with 45
one reviewer felt that 152
one reviewer said that 222
one saturday there was 73
one saturday when she 133
one saturday when they 71
one scarcely ever saw 108
one scarcely knew how 163
one scarcely more than 289
one scarcely need add 76
one scarcely sees how 85
one scarcely sees them 51
one scornful look and 76
one scottish hand that 76
one selected from each 407
one selection from each 228
one semester only and 41
one sensible draw near 132
one sentence ends and 584
one sentence from each 339
one sentence from her 80
one sentence from him 64
one sentence from his 341
one sentence from one 84
one sentence from that 148
one sentence from this 168
one sentence from two 106
one sentence into two 184
one sentence like this 45
one sentence more than 67
one sentence over and 177
one sentence saying that 91
one sentence there are 45
one sentence what they 73
one sentence what this 58
one sentence what you 341
one sentence wrung out 73
one separate from that 71
one sequence from each 60
one seriously think that 175
one shepherd over them 1499
one shoulder bare and 165
one shoulder down and 45
one shoulder more than 48
one shudders when one 118
one situation more than 79
one situation need not 78
one situation there was 46
one situation when you 155
one situation will not 990
one slightly less than 214
one slightly more than 221
one solitary canoe lying 41
one solitary hint that 41
one solitary poor man 87
one solitary wasp that 170
one somewhat less than 240
one somewhat like that 44
one somewhat more than 144
one specially made for 412
one specific case and 76
one specific case that 117
one specific data set 51
one specific form and 70
one specific goal and 50
one specific goal for 64
one specific goal that 45
one specific meaning and 70
one specific task and 112
one specific task that 43
one specific time and 176
one specific type and 43
one specimen from each 379
one specimen from near 46
one specimen from this 67
one specimen like this 51
one specimen only has 43
one specimen only was 73
one specimen there are 175
one specimen there was 210
one splendid breath they 190
one squadron from each 90
one standard form for 83
one standard rate for 64
one standard size and 78
one standard size for 50
one standard will not 40
one startled look and 114
one stimulus more than 60
one stockinged foot and 45
one straight ahead and 116
one straight edge and 405
one straight line and 1848
one straight line are 75
one straight line but 88
one straight line can 2050
one straight line for 437
one straight line goes 66
one straight line may 139
one straight line that 678
one straight line with 588
one straight side and 117
one strategy from each 56
one strategy more than 55
one stumbles over them 97
one stumbles upon them 90
one suddenly gone mad 44
one suddenly lost her 41
one suddenly sees that 47
one suffered from any 43
one suffered from his 58
one suffered from this 122
one suffered less than 266
one suffered more than 824
one suitable only for 110
one supposed there was 123
one survived more than 85
one suspects also that 169
one suspects from his 85
one suspects there are 133
one suspects there may 133
one suspects there was 248
one sweltering july day 56
one switches from one 324
one syllable ending with 103
one syllable ends and 185
one syllable ends with 122
one syllable from each 54
one syllable from him 58
one syllable from you 97
one syllable into two 143
one syllable less than 88
one syllable more than 533
one syllable more was 48
one syllable must not 43
one syllable upon that 56
one symmetry axis that 64
one taxpayer will pay 40
one telltale sign that 54
one temporal lobe and 97
one temporal lobe does 67
one tenderer note than 41
one therefore need fear 40
one therefore need not 47
one tradition says that 170
one treatment will not 57
one umbrella coming out 55
one umbrella over all 88
one unbroken line for 94
one undergoes when one 42
one underlying theme that 49
one unvaried single idea 103
one upraised hand and 53
one ventures into this 43
one vertical axis and 40
one vertical edge and 76
one vertical line and 349
one vertical line are 42
one vertical line that 97
one vertical line with 61
one vertical side and 55
one vibration more than 184
one wandered among long 79
one weighted down with 45
one wherever there was 46
one wondered more than 101
one wondered what had 277
one wondered what they 187
one wondered what was 143
one yourself some day 70
ore containing gold and 176
ore containing iron and 54
ore containing less than 653
ore containing more than 599
ore contains less than 298
ore contains more than 512
ore deposits have not 64
ore deposits there are 60
ore deposits were being 62
ore deposits were not 80
ore handlers took this 41
ore obtained from them 47
our abidance along with 67
our absolute lord and 50
our absolute need for 130
our abstract ideas and 317
our abstract ideas are 240
our academic life and 47
our academic work and 80
our accepted ideas and 60
our accounts says that 40
our accounts will not 55
our acquired ideas and 69
our adequate ideas are 55
our admirals were not 68
our admission into his 60
our admission into this 51
our adorable lord and 253
our affection flow out 171
our affection from you 157
our affection more than 44
our affection when they 58
our affection will not 105
our afflicting fears and 131
our aircraft were not 65
our algorithm will not 65
our allotted time and 60
our allotted time was 60
our almighty lord and 50
our ambitious young man 48
our ambitious young men 110
our american boys and 257
our american boys are 132
our american boys who 69
our american flag and 52
our american ideas and 95
our american laws and 59
our american life and 411
our american life are 80
our american life has 76
our american life than 62
our american life that 490
our american life with 71
our american past and 51
our american ways and 40
our american young men 183
our american youth and 46
our american youth are 64
our american youth who 49
our analysis brings out 45
our analysis deals with 218
our analysis from this 65
our analysis here and 72
our analysis here has 62
our analysis into two 382
our analysis must not 62
our analysis must now 47
our analysis need not 75
our analysis says that 40
our analysis show that 428
our analysis there are 94
our analysis very far 47
our analysis were not 47
our analysis will deal 78
our analysis will lead 98
our analysis will not 340
our analytic work with 58
our ancestor rode with 52
our apostasy from god 226
our apparent need for 106
our approach deals with 113
our approach from its 40
our approach from that 156
our approach here has 42
our approach unto god 66
our approach will lead 50
our approach will not 141
our argument from that 45
our argument from this 161
our argument here has 49
our argument here that 257
our argument will bring 67
our argument will not 228
our articles what they 59
our ascended lord and 50
our assembling here for 59
our atlantic wall off 99
our attempts were not 42
our attention along with 74
our attention back and 119
our attention during our 215
our attention during this 164
our attention from all 564
our attention from any 269
our attention from being 210
our attention from god 162
our attention from her 160
our attention from him 254
our attention from his 436
our attention from how 93
our attention from its 627
our attention from now 94
our attention from one 1938
our attention from our 1275
our attention from real 107
our attention from that 335
our attention from them 461
our attention from things 145
our attention from this 931
our attention here and 70
our attention here are 106
our attention here for 89
our attention here not 42
our attention here was 43
our attention just now 209
our attention less than 40
our attention more and 455
our attention more than 1419
our attention most was 105
our attention must not 183
our attention must now 976
our attention need not 70
our attention only for 48
our attention over and 61
our attention singling out 56
our attention span and 84
our attention there was 84
our attention time and 57
our attention upon any 332
our attention upon each 64
our attention upon god 66
our attention upon her 135
our attention upon him 130
our attention upon his 165
our attention upon its 425
our attention upon man 83
our attention upon one 1317
our attention upon our 267
our attention upon that 387
our attention upon them 506
our attention upon things 83
our attention upon this 663
our attention upon two 513
our attention were not 97
our attention were real 65
our attention when our 68
our attention when she 72
our attention when they 200
our attention will for 52
our attention will not 184
our attention will now 577
our attitude from one 55
our attitude from that 83
our attitude must not 42
our attitude will not 46
our audience will not 111
our authentic self and 79
our authority also for 51
our authority from god 640
our authority over men 79
our authority over our 195
our authority over them 238
our authority says that 40
our bailiffs take any 98
our barracks bags and 72
our beautiful baby boy 66
our beautiful city and 112
our beautiful city with 45
our beautiful dream but 44
our beautiful home and 154
our beautiful land and 93
our beautiful land with 44
our benefits into our 51
our blankets over our 318
our blankets upon them 40
our blankets were wet 98
our boldness more than 56
our boundary line with 47
our boundary over new 44
our breakfast next day 49
our breakfast ready for 62
our brilliant young men 104
our brotherly love and 179
our bulwarks upon any 96
our business card and 40
our business done and 50
our business grew and 52
our business here and 178
our business here being 74
our business into this 50
our business just now 339
our business last year 42
our business lies not 83
our business lies with 117
our business life and 140
our business life that 43
our business more than 118
our business over with 48
our business plan and 187
our business plan for 51
our business plan was 56
our business there and 44
our business there are 88
our business there was 291
our business were not 53
our business what they 95
our business what you 43
our business when you 47
our business will not 220
our business will then 55
our calories from fat 301
our careless talk with 41
our carolina rice with 43
our carriages from being 46
our champions will then 59
our chapters dealing with 96
our cheerful songs with 199
our chiefest care and 66
our chiefest good and 41
our childish days that 40
our children along with 102
our children away and 49
our children come out 107
our children cope with 86
our children crying for 48
our children down and 113
our children drop out 46
our children during our 42
our children during this 78
our children feel that 314
our children feel they 43
our children from age 54
our children from all 291
our children from any 87
our children from bad 57
our children from being 536
our children from death 105
our children from dying 78
our children from going 94
our children from its 52
our children from one 55
our children from our 329
our children from that 97
our children from them 100
our children from this 364
our children gain not 72
our children give you 75
our children grew and 53
our children grow and 410
our children have all 196
our children have and 58
our children have any 44
our children have for 96
our children have got 68
our children have had 488
our children have not 618
our children have now 47
our children have that 41
our children have this 42
our children here and 73
our children here are 54
our children home with 56
our children into bed 54
our children into being 50
our children into our 186
our children into this 113
our children know and 91
our children know how 219
our children know that 1474
our children know they 81
our children know this 54
our children know who 54
our children learn and 116
our children learn how 248
our children learn that 424
our children leave our 57
our children left for 45
our children left them 42
our children less than 49
our children like that 151
our children like this 43
our children live and 136
our children live with 98
our children love and 69
our children many things 44
our children means that 40
our children more and 82
our children more than 828
our children move out 52
our children must not 187
our children must pay 50
our children must run 95
our children need all 56
our children need and 185
our children need for 58
our children need not 141
our children need our 133
our children nothing but 40
our children once they 66
our children over and 58
our children play and 82
our children play with 436
our children ready for 49
