oaks predominate in 51
once represented me 47
once represented on 333
once represented the 3078
once represented to 674
once reprimanded by 253
once reprimanded me 57
once reprimanded the 199
once reproduction is 62
once republished in 86
once respectable in 97
once resplendent in 109
once responsible to 102
once restrictions on 246
once safeguarded the 66
once satisfaction is 43
once scandalized by 40
once scandalized the 74
once sequestered in 44
once shipwrecked in 54
once shipwrecked on 93
once significant in 136
once significant of 138
once significant to 59
once slaughtered by 62
once slaughtered in 44
once slaughtered the 49
once sovereignty is 137
once stigmatized as 730
once stigmatized by 80
once stigmatized the 49
once stimulative to 47
once subordinate to 283
once subservient to 208
once substituted in 127
once substituted the 47
once superfluous to 46
once surrendered at 141
once surrendered by 105
once surrendered it 69
once surrendered the 303
once surrendered to 1406
once susceptible of 258
once susceptible to 158
once symptomatic of 99
once telegraphed in 50
once telegraphed it 41
once telegraphed the 612
once telegraphed to 3185
once temperature is 45
once transcended the 128
once transcribed by 77
once transferred by 140
once transferred in 50
once transferred it 140
once transferred the 475
once transferred to 5332
once transformed by 243
once transformed in 154
once transformed it 94
once transformed the 528
once transformed to 193
once transmitted by 268
once transmitted in 52
once transmitted it 104
once transmitted the 196
once transmitted to 1717
once transported by 102
once transported me 61
once transported the 91
once transported to 1109
once tributaries of 187
once unavailable to 70
once uncertainty is 374
once underpinned the 82
once underscored the 95
once underscores the 72
once understanding is 205
once understanding of 94
once understanding the 633
once understands it 65
once understands the 480
once undoubtedly an 127
once unfortunate is 58
once volunteered an 40
once volunteered as 87
once volunteered in 51
once volunteered the 194
once volunteered to 2842
ones accompanied by 667
ones anticipated by 53
ones appropriated to 48
ones articulated by 84
ones articulated in 64
ones commissioned by 75
ones concentrate on 148
ones concentrating on 138
ones constituted by 56
ones constituted the 98
ones constitutes the 67
ones constrained by 52
ones constructed at 78
ones constructed by 436
ones constructed in 320
ones constructed of 157
ones constructed on 260
ones constructed to 105
ones contributed by 146
ones contributed to 216
ones contributes to 105
ones corresponding in 46
ones corresponding to 3172
ones corresponds to 182
ones demonstrate the 78
ones demonstrating the 41
ones descriptive of 83
ones distinguished by 114
ones distributed by 73
ones distributed in 88
ones distributed to 45
ones embroidered in 41
ones encountered at 41
ones encountered by 352
ones encountered in 2922
ones encountered on 76
ones entertained by 88
ones established as 98
ones established at 100
ones established by 1046
ones established in 872
ones established on 113
ones established to 108
ones exemplified by 107
ones exemplified in 124
ones experienced at 57
ones experienced by 575
ones experienced in 311
ones highlighted by 72
ones highlighted in 227
ones illustrated by 268
ones illustrated in 1511
ones illustrated on 85
ones illustrates the 44
ones implemented by 133
ones implemented in 212
ones incorporate the 48
ones incorporating the 94
ones independent of 138
ones outnumbered the 45
ones participate in 123
ones participating in 292
ones perpetrated by 76
ones popularized by 47
ones predominate at 57
ones predominate in 143
ones predominating in 53
ones presupposed by 54
ones principally in 84
ones promulgated by 82
ones proportional to 54
ones recommended by 723
ones recommended in 258
ones recommended to 94
ones relationship to 91
ones reminiscent of 120
ones represented as 135
ones represented at 52
ones represented by 1271
ones represented in 1710
ones represented on 110
ones represented the 178
ones responsible in 55
ones responsible to 136
ones subordinate to 75
ones substituted in 341
ones susceptible of 125
ones susceptible to 279
ones transferred to 135
ones transformed by 53
ones transmitted by 120
ones transmitted in 46
ones transmitted to 41
ones understanding of 244
ongoing abandonment of 43
ongoing acceleration of 61
ongoing accumulation of 665
ongoing achievement of 275
ongoing adjustments as 114
ongoing adjustments in 198
ongoing adjustments of 92
ongoing adjustments to 375
ongoing advancement of 114
ongoing applications of 97
ongoing apprehension of 40
ongoing appropriation of 216
ongoing articulation of 369
ongoing assessments as 131
ongoing assessments in 54
ongoing assessments of 1257
ongoing assessments to 131
ongoing assimilation of 157
ongoing bibliography of 86
ongoing bombardment of 42
ongoing calculations of 46
ongoing celebrations of 55
ongoing colonization of 203
ongoing commitments in 81
ongoing commitments of 90
ongoing commitments to 388
ongoing communities of 92
ongoing comparisons of 75
ongoing condemnation of 50
ongoing conferences on 44
ongoing confirmation of 105
ongoing confiscation of 44
ongoing consequence of 91
ongoing conservation of 73
ongoing consistency in 42
ongoing constitution of 388
ongoing construction at 75
ongoing construction in 94
ongoing construction of 4061
ongoing construction on 49
ongoing construction or 43
ongoing consultation as 110
ongoing consultation in 61
ongoing consultation on 88
ongoing consultation or 49
ongoing consultation to 215
ongoing continuation of 109
ongoing contribution of 234
ongoing contribution to 729
ongoing contributor to 75
ongoing controversy as 682
ongoing controversy in 793
ongoing controversy is 216
ongoing controversy of 132
ongoing controversy on 215
ongoing convergence of 334
ongoing conversation as 183
ongoing conversation at 74
ongoing conversation by 139
ongoing conversation in 613
ongoing conversation is 232
ongoing conversation of 588
ongoing conversation on 238
ongoing conversation or 202
ongoing conversation to 120
ongoing conversation we 56
ongoing coordination of 325
ongoing degeneration of 111
ongoing deregulation of 217
ongoing descriptions of 67
ongoing deterioration in 184
ongoing deterioration of 595
ongoing development as 720
ongoing development at 94
ongoing development by 111
ongoing development in 887
ongoing development is 372
ongoing development of 19089
ongoing development or 109
ongoing development to 123
ongoing differences in 123
ongoing differences of 100
ongoing discernment of 83
ongoing discoveries in 49
ongoing discoveries of 103
ongoing disparities in 50
ongoing distribution of 171
ongoing disturbance in 62
ongoing emancipation of 44
ongoing empowerment of 49
ongoing endorsement of 61
ongoing enforcement of 172
ongoing enhancement of 200
ongoing enlargement of 104
ongoing environment of 64
ongoing equilibrium of 43
ongoing examinations of 57
ongoing expectations of 80
ongoing expenditure of 86
ongoing experiences as 169
ongoing experiences in 382
ongoing experiences of 922
ongoing experiments at 77
ongoing experiments in 462
ongoing experiments of 56
ongoing experiments on 98
ongoing experiments to 116
ongoing exploitation of 534
ongoing explorations of 209
ongoing expropriation of 67
ongoing facilitation of 53
ongoing faithfulness to 64
ongoing fluctuations in 112
ongoing frustrations of 49
ongoing fulfillment of 188
ongoing hostilities in 114
ongoing illumination of 50
ongoing illustration of 41
ongoing implications of 144
ongoing improvement in 864
ongoing improvement is 126
ongoing improvement of 1378
ongoing improvement to 58
ongoing infiltration of 47
ongoing inflammation in 219
ongoing inflammation is 59
ongoing inflammation of 78
ongoing inflammation or 57
ongoing instability in 233
ongoing instability of 86
ongoing installation of 91
ongoing institutions of 99
ongoing insurrection in 64
ongoing interactions in 208
ongoing interactions of 405
ongoing interactions or 40
ongoing intervention by 74
ongoing intervention in 181
ongoing intervention is 58
ongoing intervention of 110
ongoing intervention to 64
ongoing introduction of 216
ongoing investments in 376
ongoing investments of 42
ongoing involvement as 82
ongoing involvement by 143
ongoing involvement in 2093
ongoing involvement is 66
ongoing involvement of 1252
ongoing legitimation of 50
ongoing machinations of 49
ongoing maintenance as 103
ongoing maintenance by 51
ongoing maintenance in 79
ongoing maintenance is 251
ongoing maintenance of 3481
ongoing maintenance or 91
ongoing maintenance to 233
ongoing manipulation of 165
ongoing manufacture of 75
ongoing manufacturing or 97
ongoing measurements of 134
ongoing mistreatment of 69
ongoing mobilization of 152
ongoing modification of 449
ongoing observations of 450
ongoing opportunity to 861
ongoing optimization of 57
ongoing organization in 58
ongoing organization is 49
ongoing organization of 342
ongoing organization or 74
ongoing organization to 129
ongoing participant in 74
ongoing partnership in 81
ongoing partnership of 44
ongoing partnership to 51
ongoing performance as 93
ongoing performance by 52
ongoing performance in 196
ongoing performance is 75
ongoing performance of 1208
ongoing performance or 51
ongoing performance to 90
ongoing perpetuation of 77
ongoing persistence of 93
ongoing polarization of 58
ongoing possibility of 514
ongoing predicament of 41
ongoing pregnancies in 48
ongoing preoccupation in 60
ongoing preoccupation of 149
ongoing presentation of 159
ongoing preservation of 164
ongoing problematic of 69
ongoing proclamation of 139
ongoing publications of 59
ongoing purification of 59
ongoing readjustment of 58
ongoing rearrangement of 76
ongoing reassessment of 653
ongoing receptivity to 43
ongoing reciprocity of 51
ongoing recruitment of 169
ongoing redefinition of 633
ongoing rediscovery of 93
ongoing reevaluation of 326
ongoing refinements in 87
ongoing refinements of 62
ongoing regeneration of 121
ongoing registration of 75
ongoing relationship as 451
ongoing relationship by 80
ongoing relationship in 564
ongoing relationship is 744
ongoing relationship of 1234
ongoing relationship on 45
ongoing relationship or 314
ongoing relationship so 103
ongoing relationship the 79
ongoing relationship to 1067
ongoing remembrance of 45
ongoing renaissance of 49
ongoing renegotiation of 221
ongoing reorientation of 117
ongoing replacement of 256
ongoing reproduction of 605
ongoing requirement of 162
ongoing requirement to 176
ongoing restrictions on 63
ongoing restructuring in 124
ongoing restructuring of 1205
ongoing satisfaction of 118
ongoing scholarship in 52
ongoing scholarship on 64
ongoing sensitivity to 162
ongoing socialization of 141
ongoing solicitation of 49
ongoing sponsorship of 80
ongoing stewardship of 129
ongoing substitution of 90
ongoing transactions in 79
ongoing transactions of 79
ongoing transmission in 79
ongoing transmission of 332
ongoing uncertainty as 64
ongoing uncertainty in 74
ongoing uncertainty of 111
ongoing understanding of 646
ongoing urbanization of 97
ongoing verification of 132
only abandonment of 178
only abbreviations of 134
only abnormality in 775
only abnormality is 960
only abnormality of 348
only abnormality on 324
only abnormality or 45
only abnormality to 75
only abolitionist in 100
only abridgments of 106
only abstractions in 68
only abstractions of 325
only abstractions or 241
only accelerated an 156
only accelerated as 113
only accelerated by 587
only accelerated in 526
only accelerated it 145
only accelerated my 63
only accelerated on 127
only accelerated or 41
only accelerated the 4969
only accelerated to 46
only accelerates it 48
only accelerates the 1745
only acceleration is 186
only acceleration of 161
only accentuated an 71
only accentuated by 3319
only accentuated in 226
only accentuated it 187
only accentuated my 139
only accentuated the 6282
only accentuated to 42
only accentuates by 96
only accentuates it 71
only accentuates the 3868
only accentuation of 53
only accessories in 74
only accessories of 94
only accessories to 613
only accommodate an 93
only accommodate me 66
only accommodate so 140
only accommodate the 1150
only accommodate to 99
only accommodate up 54
only accommodating the 138
only accompanied by 10022
only accompanied it 46
only accompanied me 349
only accompanied my 57
only accompanied the 1145
only accompanied us 204
only accompanies it 117
only accompanies the 573
only accomplishing the 76
only accountable in 67
only accountable on 58
only accountable to 4958
only accumulated as 81
only accumulated by 87
only accumulated in 249
only accumulated the 69
only accumulated to 43
only accumulates in 447
only accumulates the 48
only accumulation of 257
only achievement as 69
only achievement at 52
only achievement in 573
only achievement is 353
only achievement of 1818
only achievement on 60
only achievement to 123
only acknowledge an 89
only acknowledge as 324
only acknowledge by 58
only acknowledge in 528
only acknowledge it 599
only acknowledge my 292
only acknowledge the 3884
only acknowledge to 139
only acknowledging it 110
only acknowledging the 1595
only acquiescent in 43
only acquisitions of 167
only adjustments in 208
only adjustments of 152
only adjustments to 672
only administering the 248
only administering to 53
only administers it 43
only administers the 434
only administers to 91
only adolescents in 47
only adulteration of 71
only advancement in 57
only advancement of 68
only advancement the 210
only advantageous as 127
only advantageous if 310
only advantageous in 377
only advantageous to 1375
only adventitious to 58
only adversaries of 151
only affectionate to 90
only affirmations of 103
only affirmative or 45
only agglutinate the 75
only aggravations of 295
only aggregations of 346
only agriculture as 382
only agriculture in 141
only agriculture is 486
only agriculture or 98
only agriculture to 53
only allurements to 161
only alternations of 265
only alternative an 94
only alternative as 682
only alternative at 703
only alternative be 291
only alternative by 665
only alternative he 1941
only alternative if 1011
only alternative in 6829
only alternative is 42903
only alternative it 169
only alternative of 2834
only alternative on 535
only alternative or 427
only alternative so 255
only alternative the 1581
only alternative to 199196
only alternative we 788
only ambassadors of 60
only ambiguously in 74
only ambiguously so 40
only ambiguously to 63
only anachronism in 102
only analogously to 86
only anesthetizes the 40
only annihilated the 417
only annihilates the 110
only annihilation of 43
only anonymously in 60
only antagonists of 50
only antagonized by 64
only antagonized the 691
only antagonizes the 259
only antecedents of 116
only anticipated an 84
only anticipated as 306
only anticipated by 601
only anticipated in 352
only anticipated me 100
only anticipated my 74
only anticipated or 48
only anticipated the 2328
only anticipates the 1041
only anticipation of 203
only antipathetic to 44
only antiquities of 66
only antithetical to 376
only appertained to 142
only applications in 201
only applications of 2331
only applications on 57
only applications or 60
only applications to 618
only appointment he 176
only appointment in 108
only appointment of 218
only appointment to 199
only appreciative of 205
only apprehended as 333
only apprehended by 756
only apprehended in 317
only apprehended it 46
only apprehended the 116
only apprehension at 48
only apprehension in 44
only apprehension is 465
only apprehension of 180
only apprentices in 124
only appropriated as 115
only appropriated by 192
only appropriated in 47
only appropriated it 75
only appropriated the 666
only appropriated to 987
only appropriates the 296
only appropriation of 232
only approximate an 817
only approximate as 4886
only approximate at 1988
only approximate by 254
only approximate if 273
only approximate in 3512
only approximate is 263
only approximate it 1394
only approximate on 179
only approximate or 736
only approximate so 329
only approximate the 15006
only approximate to 6136
only approximating the 357
only approximating to 321
only appurtenant to 60
only arbitrarily be 257
only arbitrarily by 43
only arbitrarily or 81
only arbitrarily to 75
only aristocracy he 55
only aristocracy in 276
only aristocracy is 173
only aristocracy of 122
only aristocrats in 53
only arrangements in 60
only arrangements of 260
only articulated by 221
only articulated in 303
only articulated the 373
only articulated to 41
only articulates the 390
only articulation is 83
only articulation of 183
only artificially be 259
only artificially by 78
only artificially in 60
only artificially or 45
only artificially the 56
only artificially to 40
only ascertained at 53
only ascertained by 817
only ascertained in 150
only ascertained the 518
only ascertained to 57
only assemblages of 173
only assessments of 446
only assignments of 126
only assignments to 105
only assimilated by 58
only assimilated in 62
only assimilated the 373
only assimilated to 176
only assimilates it 66
only assimilates the 107
only assimilation of 89
only attachments to 254
only attentively to 210
only attestations of 78
only augmentation of 112
only authenticate the 198
only authenticity is 43
only authenticity of 41
only authorization of 42
only authorization to 98
only awkwardness in 57
only battlefield of 43
only battlefield on 78
only belligerent to 98
only benefactors of 179
only benefactors to 134
only benevolence in 62
only bespattered the 78
only bibliography of 171
only bicarbonate of 54
only breadwinners in 136
only breadwinners of 60
only broadcaster in 73
only broadcaster to 53
only businessman in 151
only businessman on 45
only businessman to 66
only businessmen in 101
only businessmen to 89
only butterflies to 108
only calculations in 45
only calculations of 585
only californians or 104
only camouflaged by 75
only camouflaged the 128
only camouflages the 116
only cancellation of 59
only candlelight in 83
only candlelight to 61
only capacitance is 44
only capitalists in 97
only capitalists of 86
only capitalized at 63
only capitalized on 527
only capitalizes on 149
only capitulated in 84
only capitulated on 74
only capitulated to 147
only caricatures of 1042
only caricatures the 58
only catastrophe in 55
only catastrophe to 73
only categorized as 208
only categorizes the 49
only celebrations of 82
only celebrities to 52
only centimeters in 124
only centimeters to 117
only centralized the 48
only certainties in 361
only certainties of 77
only certainties we 95
only certificate of 309
only championship in 83
only cholesterol is 45
only christianity as 224
only christianity he 45
only christianity in 321
only christianity is 844
only christianity of 41
only christianity to 125
only chromosomes of 129
only chroniclers of 235
only circumvents the 140
only citizenship in 59
only citizenship of 327
only civilization in 423
only civilization it 100
only civilization of 110
only civilization on 46
only civilization the 51
only civilization to 248
only civilization we 56
only coefficients in 80
only coefficients of 417
only coincidence if 53
only coincidence in 114
only coincidence is 52
only coincidence of 106
only coincidence or 46
only collaborate in 163
only collaborate on 46
only collocations of 42
only colonization of 52
only combinations in 117
only combinations of 5340
only combinations to 51
only combustible in 113
only comfortable at 51
only comfortable if 80
only comfortable in 588
only comfortable or 257
only comfortable thing 177
only comfortable to 187
only commandment in 144
only commandment is 101
only commandment of 232
only commandment to 61
only commemorate the 281
only commemorating the 73
only commendable in 219
only commendable thing 106
only commendation of 127
only commentator in 59
only commentator of 94
only commentator on 220
only commentator to 638
only commissioned by 116
only commissioned in 126
only commissioned sea 54
only commissioned the 221
only commissioned to 525
only commissioner in 50
only commissioner of 128
only commissioner on 44
only commissioner to 274
only commitments of 51
only commitments to 105
only commodities in 314
only commodities of 774
only commodities on 55
only commodities the 70
only commodities to 124
only commonality in 81
only commonality is 363
only commonality of 78
only commonplace in 245
only commonplace thing 45
only commonplace to 68
only commonsense to 506
only communicate an 67
only communicate as 50
only communicate at 151
only communicate by 1777
only communicate if 102
only communicate in 1603
only communicate it 266
only communicate on 289
only communicate or 42
only communicate the 967
only communicate to 1292
only communicate via 316
only communicating by 54
only communicating in 53
only communicating the 123
only communicating to 99
only communities in 315
only communities of 897
only communities to 67
only comparative as 45
only comparative in 184
only comparisons in 55
only comparisons of 1065
only comparisons to 134
only compartment in 93
only compartment of 49
only compensated by 485
only compensated in 72
only compensated the 118
only compensates the 171
only compensation he 481
only compensation in 779
only compensation is 1724
only compensation it 48
only compensation of 263
only compensation or 48
only compensation the 731
only compensation to 618
only compensation we 126
only competitive in 454
only competitors in 700
only competitors of 275
only competitors to 104
only compilations of 196
only complainant is 86
only complements it 43
only complements of 73
only complements the 1087
only complements to 45
only complicated an 148
only complicated by 1024
only complicated if 42
only complicated in 229
only complicated it 182
only complicated my 88
only complicated the 2677
only complicated thing 64
only complicated to 58
only complicates an 101
only complicates it 157
only complicates the 4002
only complication in 604
only complication is 1451
only complication of 530
only complication to 212
only complication we 62
only compliments the 102
only compliments to 66
only compositions by 161
only compositions in 98
only compositions of 692
only comprehending the 137
only comprehends the 606
only compromised by 262
only compromised in 58
only compromised on 46
only compromised the 404
only compromises the 818
only computations of 64
only conceivable as 10489
only conceivable at 147
only conceivable by 971
only conceivable if 2273
only conceivable in 4440
only conceivable of 70
only conceivable on 2241
only conceivable or 223
only conceivable thing 605
only conceivable to 197
only conceivably be 204
only concentrate in 322
only concentrate on 27594
only concentrate the 570
only concentrate to 68
only concentrating on 2357
only concomitant of 45
only concomitant to 43
only condemnation in 71
only condemnation of 281
only condemnation to 42
only condensation of 71
only condescending to 517
only condescends to 316
only condolences to 123
only confederate to 81
only confidently be 58
only confinement to 47
only confirmation by 132
only confirmation he 47
only confirmation in 58
only confirmation is 43
only confirmation of 4224
only confirmation to 48
only confirmation we 42
only confiscated my 63
only confiscated the 406
only confiscation of 86
only conformable to 882
only congratulate my 90
only congratulate the 642
only congregations in 117
only congregations of 81
only conjectural at 77
only conjectural in 159
only conjectural to 53
only conjectured by 83
only conjectured in 43
only conjectured or 41
only conjectured to 238
only conjectures as 142
only conjectures of 107
only conjectures on 105
only conjectures or 87
