tab asphalt shingles 203
team members devote 137
team members differ 91
team members direct 117
team members divide 79
team members engaged 477
team members enough 61
team members ensure 101
team members except 133
team members expand 91
team members expect 530
team members failed 173
team members fairly 132
team members figure 128
team members finish 57
team members focusing 89
team members follow 693
team members formed 114
team members freely 53
team members further 139
team members gained 203
team members greater 52
team members greatly 40
team members handle 273
team members helped 394
team members inside 155
team members instead 233
team members invest 47
team members joined 142
team members jumped 127
team members lacked 78
team members learned 828
team members likely 213
team members listed 107
team members listen 454
team members looked 667
team members manage 352
team members master 42
team members needed 1007
team members nodded 71
team members obtain 50
team members occurs 60
team members opened 51
team members openly 164
team members passed 49
team members picked 57
team members placed 80
team members played 373
team members prefer 263
team members proved 55
team members pulled 78
team members raised 58
team members rarely 332
team members reached 170
team members reacted 43
team members readily 45
team members realize 618
team members record 483
team members refuse 88
team members regard 96
team members relate 394
team members remain 772
team members report 2827
team members resist 91
team members result 45
team members retain 62
team members return 392
team members review 964
team members rotate 274
team members rushed 99
team members seemed 327
team members seldom 139
team members select 377
team members served 140
team members shared 753
team members should 29822
team members showed 406
team members simply 1072
team members slowly 85
team members sought 215
team members standing 204
team members stated 217
team members stayed 223
team members strive 127
team members submit 76
team members switch 117
team members talked 419
team members taught 50
team members tended 314
team members thought 850
team members through 2620
team members toward 837
team members travel 60
team members treated 40
team members turned 253
team members unless 160
team members update 47
team members varied 77
team members varies 309
team members viewed 253
team members waited 53
team members walked 237
team members wanted 696
team members whether 247
team members wisely 59
team members without 1056
team members wonder 59
team members worked 2051
team national hockey 110
team offered unless 191
team perform better 169
team players should 155
team process issues 163
team process itself 190
team process skills 119
team quickly became 135
team quickly learned 96
team rallied around 209
team remains intact 77
team research effort 90
team shortly before 210
team started slowly 63
team swarmed around 83
team together before 686
team together through 84
team together without 108
team trotted through 104
team usually begins 74
team victory versus 127
team visited england 89
tear asunder without 77
tear coursed slowly 61
tear everything before 145
tear extending through 120
tear extends beyond 55
tear extends through 381
tear gathered slowly 45
tear stained cheeks 450
tear stained letter 82
tear streaked cheeks 40
tear trickle slowly 125
tear usually occurs 313
ten academy awards 453
ten african chiefs 52
ten african nations 147
ten african slaves 73
ten african states 208
ten amperes through 44
ten ancient tribes 50
ten biggest cities 227
ten bridges across 58
ten british pounds 130
ten bushels neither 81
ten canadian cities 72
ten capital cities 49
ten capital crimes 49
ten captive tribes 90
ten centime pieces 56
ten central cities 95
ten central eastern 96
ten central traits 44
ten chapter eleven 124
ten chinese cities 58
ten circuit courts 284
ten circuit judges 76
ten cleansed lepers 41
ten closely packed 106
ten closely spaced 115
ten colored plates 60
ten columns across 65
ten control points 94
ten coupled wheels 61
ten covered wagons 50
ten criteria listed 108
ten decimal digits 2147
ten decimal places 1043
ten degrees across 43
ten degrees around 44
ten degrees before 108
ten degrees behind 107
ten degrees beyond 380
ten degrees colder 2116
ten degrees cooler 2060
ten degrees farther 733
ten degrees further 1120
ten degrees greater 55
ten degrees higher 3131
ten degrees hotter 1608
ten degrees instead 82
ten degrees rudder 772
ten degrees square 171
ten degrees toward 128
ten degrees twenty 47
ten degrees warmer 2799
ten degrees without 43
ten dollars anyway 64
ten dollars apiece 7348
ten dollars before 290
ten dollars better 218
ten dollars bought 45
ten dollars bounty 341
ten dollars cheaper 87
ten dollars higher 88
ten dollars instead 331
ten dollars monthly 640
ten dollars myself 55
ten dollars needed 53
ten dollars poorer 66
ten dollars profit 95
ten dollars reward 514
ten dollars richer 124
ten dollars seemed 93
ten dollars should 243
ten dollars through 63
ten dollars toward 301
ten dollars unless 44
ten dollars upward 53
ten dollars weekly 428
ten dollars without 249
ten donkeys loaded 90
ten editions before 291
ten egyptian pounds 148
ten equally likely 94
ten equally spaced 1042
ten european cities 184
ten european kingdoms 77
ten european nations 681
ten european powers 48
ten european states 564
ten factors listed 140
ten factors should 43
ten federal judges 154
ten federal regions 242
ten federal states 63
ten fifteen twenty 59
ten fighter planes 74
ten flowering plants 69
ten foreign nations 51
ten forward speeds 100
ten freight trains 160
ten freight wagons 66
ten furlongs square 198
ten general actions 74
ten general topics 45
ten greatest cities 94
ten greatest novels 145
ten grocery stores 121
ten heavenly bodies 261
ten highest genera 81
ten highest grossing 62
ten highest ranked 115
ten highest scores 114
ten highest values 59
ten highest yielding 138
ten hundred dollar 60
ten hundred eighty 104
ten hundred million 214
ten hundred pounds 348
ten hundred twenty 107
ten hundred weight 645
ten immoral actions 49
ten imperial cities 444
ten integer values 150
ten invited guests 42
ten jurists chosen 41
ten knights fought 40
ten language groups 86
ten largest chains 90
ten largest cities 5953
ten largest export 72
ten largest fields 61
ten largest german 144
ten largest global 65
ten largest groups 156
ten largest holdings 166
ten largest hotels 81
ten largest nations 69
ten largest owners 142
ten largest plants 43
ten largest public 77
ten largest rivers 118
ten largest school 94
ten largest states 568
ten largest stocks 64
ten largest united 153
ten lessons learned 51
ten letters before 64
ten lighted tennis 61
ten linkage groups 287
ten married ladies 80
ten measures before 73
ten members belonging 74
ten members chosen 268
ten members instead 190
ten members remain 51
ten members should 176
ten milliard francs 103
ten millions apiece 216
ten millions before 56
ten millions instead 67
ten millions placed 42
ten millions pounds 82
ten millions should 124
ten millions sterling 10324
ten millions without 63
ten millionth person 52
ten minutes across 182
ten minutes almost 125
ten minutes already 557
ten minutes another 511
ten minutes anyway 282
ten minutes apiece 536
ten minutes around 415
ten minutes arranging 44
ten minutes attack 51
ten minutes became 190
ten minutes before 199493
ten minutes behind 4837
ten minutes beside 101
ten minutes beyond 903
ten minutes brushing 48
ten minutes called 43
ten minutes carrying 69
ten minutes catching 49
ten minutes caused 73
ten minutes causes 94
ten minutes chatting 137
ten minutes checking 141
ten minutes closer 138
ten minutes debating 197
ten minutes deciding 131
ten minutes drinking 62
ten minutes earlier 17302
ten minutes elapse 361
ten minutes elapsing 43
ten minutes engaged 55
ten minutes enjoying 59
ten minutes enough 70
ten minutes ensued 132
ten minutes except 149
ten minutes fallen 89
ten minutes farther 235
ten minutes faster 220
ten minutes fighting 41
ten minutes figuring 52
ten minutes flight 58
ten minutes further 756
ten minutes hardly 206
ten minutes inside 576
ten minutes instead 689
ten minutes killed 57
ten minutes laughing 45
ten minutes looked 45
ten minutes louise 53
ten minutes michael 56
ten minutes myself 81
ten minutes needed 74
ten minutes neither 388
ten minutes nobody 75
ten minutes notice 741
ten minutes passed 5368
ten minutes passes 84
ten minutes planning 53
ten minutes proved 66
ten minutes reached 132
ten minutes recess 64
ten minutes reciting 43
ten minutes remain 81
ten minutes remove 189
ten minutes searching 342
ten minutes seemed 553
ten minutes should 1736
ten minutes showed 58
ten minutes simply 71
ten minutes slower 75
ten minutes slowly 52
ten minutes someone 224
ten minutes something 105
ten minutes sooner 999
ten minutes standing 248
ten minutes starting 55
ten minutes struck 56
ten minutes studying 134
ten minutes swimming 41
ten minutes talked 52
ten minutes thought 101
ten minutes through 1058
ten minutes ticked 65
ten minutes toward 67
ten minutes travel 41
ten minutes turned 98
ten minutes twenty 160
ten minutes unless 377
ten minutes wasted 52
ten minutes watching 469
ten minutes whereas 45
ten minutes whether 206
ten minutes whilst 328
ten minutes without 7918
ten minutes younger 55
ten mounted police 81
ten national groups 82
ten national leaders 51
ten national titles 70
ten northern cities 66
ten northern states 574
ten northern tribes 6122
ten numbering system 122
ten numeric digits 103
ten octaves higher 45
ten percent across 316
ten percent annual 428
ten percent before 228
ten percent behind 70
ten percent better 430
ten percent chance 1022
ten percent charge 50
ten percent cheaper 72
ten percent credit 52
ten percent effort 58
ten percent equity 391
ten percent excess 47
ten percent excise 170
ten percent faster 288
ten percent figure 187
ten percent finder 97
ten percent greater 305
ten percent heavier 41
ten percent higher 2284
ten percent holder 595
ten percent import 188
ten percent income 301
ten percent instead 62
ten percent jewish 46
ten percent larger 245
ten percent levels 94
ten percent margin 180
ten percent market 59
ten percent markup 101
ten percent owners 305
ten percent profit 367
ten percent random 168
ten percent return 716
ten percent salary 133
ten percent sample 534
ten percent should 148
ten percent sodium 100
ten percent surtax 108
ten percent tariff 74
ten percent thought 54
ten percent through 87
ten percent weight 52
ten percent without 106
ten persons aboard 46
ten persons before 54
ten persons belonging 75
ten persons called 49
ten persons chosen 109
ten persons engaged 100
ten persons formed 59
ten persons instead 141
ten persons killed 115
ten persons passed 53
ten persons residing 46
ten persons should 280
ten persons standing 44
ten persons united 41
ten persons without 229
ten pitiful hovels 47
ten plagues before 49
ten pleasant winter 42
ten pointed arches 76
ten poorest cities 52
ten poorest nations 121
ten poorest regions 96
ten poorest states 195
ten portions called 43
ten postage stamps 56
ten precious stones 56
ten previous novels 74
ten primary feathers 116
ten primary school 355
ten printed copies 93
ten printed drafts 45
ten printed sheets 56
ten private houses 40
ten private sector 127
ten product groups 184
ten ratifying states 130
ten regional groups 89
ten regional meetings 60
ten regular meetings 59
ten remaining states 80
ten research groups 67
ten research papers 130
ten revolting tribes 62
ten richest nations 105
ten richest regions 56
ten richest states 98
ten samples should 53
ten samples tested 61
ten science fiction 55
ten seceded states 40
ten seconds before 13871
ten seconds behind 598
ten seconds earlier 709
ten seconds elapse 149
ten seconds faster 132
ten seconds instead 97
ten seconds neither 111
ten seconds passed 519
ten seconds seemed 62
ten seconds should 160
ten seconds slower 90
ten seconds sooner 81
ten seconds through 59
ten seconds ticked 42
ten seconds unless 55
ten seconds whether 79
ten seconds without 742
ten sections called 50
ten sections covering 53
ten sessions before 68
ten several genera 88
ten several places 63
ten shekels apiece 109
ten shekels weight 470
ten shillings annual 76
ten shillings apiece 1820
ten shillings before 113
ten shillings called 48
ten shillings cheaper 153
ten shillings english 504
ten shillings higher 50
ten shillings instead 195
ten shillings lawful 62
ten shillings monthly 154
ten shillings pocket 59
ten shillings reward 269
ten shillings should 258
ten shillings sterling 5073
ten shillings toward 78
ten shillings weekly 744
ten shillings whereof 95
ten shillings without 51
ten slowest readers 55
ten smaller bodies 63
ten smaller groups 110
ten smaller kingdoms 57
ten smaller pieces 84
ten southern cities 125
ten southern states 4400
ten species belonging 100
ten species native 47
ten species tested 66
ten stories higher 86
ten streets without 102
ten strides before 74
ten stripes apiece 161
ten strokes before 40
ten strokes behind 61
ten strokes better 44
ten student leaders 49
ten student nurses 109
ten studies showed 58
ten subject matter 54
ten supreme genera 98
ten surviving jurors 42
ten talents weight 91
ten thousand absurd 114
ten thousand acorns 58
ten thousand across 55
ten thousand actions 46
ten thousand active 248
ten thousand actors 63
ten thousand actual 78
ten thousand adults 189
ten thousand agents 261
ten thousand aliens 74
ten thousand allied 294
ten thousand allies 119
ten thousand already 267
ten thousand altars 311
ten thousand alumni 47
ten thousand annual 88
ten thousand anvils 94
ten thousand apiece 601
ten thousand armies 61
ten thousand around 224
ten thousand arrows 307
ten thousand athenian 133
ten thousand attend 50
ten thousand authors 82
ten thousand babies 319
ten thousand barrel 46
ten thousand battle 180
ten thousand became 40
ten thousand beeves 352
ten thousand before 1181
ten thousand behind 262
ten thousand belgian 42
ten thousand belonging 45
ten thousand beside 172
ten thousand better 232
ten thousand bibles 131
ten thousand billion 1145
ten thousand bitter 42
ten thousand blacks 728
ten thousand blades 40
ten thousand blanks 138
ten thousand blocks 45
ten thousand bloody 85
ten thousand boarding 90
ten thousand bodies 482
ten thousand bodily 418
ten thousand bosoms 111
ten thousand boughs 74
ten thousand bowmen 101
ten thousand boxers 49
ten thousand braves 51
ten thousand brazen 107
ten thousand breasts 120
ten thousand bricks 368
ten thousand bright 136
ten thousand broken 177
ten thousand bronze 40
ten thousand brooks 40
ten thousand building 55
ten thousand buried 44
ten thousand cadres 63
ten thousand calves 96
ten thousand camels 556
ten thousand candle 67
ten thousand cannon 890
ten thousand carats 60
ten thousand casual 60
ten thousand cattle 1090
ten thousand causes 149
ten thousand chains 85
ten thousand chairs 76
ten thousand chance 144
ten thousand changes 360
ten thousand charming 59
ten thousand charms 784
ten thousand cheering 289
ten thousand cheers 53
ten thousand chests 110
ten thousand chiefs 84
ten thousand choice 246
ten thousand chosen 506
ten thousand church 190
ten thousand cigars 94
ten thousand cities 361
ten thousand claims 134
ten thousand clergy 342
ten thousand clerks 177
ten thousand colors 80
ten thousand combat 148
ten thousand common 272
ten thousand copies 15054
ten thousand copper 133
ten thousand cotton 44
ten thousand county 86
ten thousand creases 84
ten thousand created 44
ten thousand credit 61
ten thousand crimes 569
ten thousand crowns 6666
ten thousand cubans 111
ten thousand cubits 424
ten thousand cupids 104
ten thousand curious 88
ten thousand curses 393
ten thousand cycles 248
ten thousand czechs 60
ten thousand dangers 417
ten thousand dazzling 83
ten thousand dealers 72
ten thousand demons 461
ten thousand denied 88
ten thousand devils 1778
ten thousand dinars 1356
ten thousand dishes 46
ten thousand divine 89
ten thousand dollar 11885
ten thousand donors 41
ten thousand double 249
ten thousand doubts 116
ten thousand drawings 209
ten thousand ducats 5294
ten thousand duties 58
ten thousand earlier 43
ten thousand eddies 78
ten thousand engines 149
ten thousand english 3988
ten thousand errors 199
ten thousand events 153
ten thousand exiles 118
ten thousand extras 101
ten thousand facets 80
ten thousand family 68
ten thousand fathers 76
ten thousand fathoms 1673
ten thousand faults 95
ten thousand favors 45
ten thousand feelings 52
ten thousand fellow 181
ten thousand female 172
ten thousand fields 189
ten thousand fiends 228
ten thousand fierce 46
ten thousand fighting 2297
ten thousand fights 42
ten thousand figure 73
ten thousand filled 110
ten thousand fishes 59
ten thousand flames 81
ten thousand fleets 60
ten thousand forces 155
ten thousand former 202
ten thousand frames 77
ten thousand francs 27465
ten thousand franks 160
ten thousand french 6338
ten thousand fruits 68
ten thousand furies 154
ten thousand furious 165
ten thousand futile 51
ten thousand future 163
ten thousand gallic 41
ten thousand gallon 63
ten thousand german 1882
ten thousand ghosts 88
ten thousand golden 634
ten thousand graces 133
ten thousand grains 542
ten thousand grapes 726
ten thousand graves 255
ten thousand greater 97
ten thousand grecian 47
ten thousand greeks 7913
ten thousand griefs 107
ten thousand groups 86
ten thousand growths 40
ten thousand guards 134
ten thousand guests 406
ten thousand guineas 2547
ten thousand gulden 632
ten thousand hailed 40
ten thousand hearers 213
ten thousand heathens 45
ten thousand heavens 57
ten thousand heavily 45
ten thousand herrings 47
ten thousand hidden 142
ten thousand higher 41
ten thousand highly 149
ten thousand hindus 113
ten thousand honest 180
ten thousand horned 66
ten thousand horses 3336
ten thousand houses 1725
ten thousand humans 66
ten thousand images 442
ten thousand indians 2353
ten thousand ingenious 113
ten thousand instead 311
ten thousand iranian 43
ten thousand iraqis 63
ten thousand israeli 107
ten thousand issues 59
ten thousand italian 285
ten thousand jewels 136
ten thousand jewish 1141
ten thousand joined 65
ten thousand joyous 54
ten thousand judges 55
ten thousand killed 804
ten thousand kingdoms 276
ten thousand kisses 303
ten thousand knaves 46
ten thousand knives 224
ten thousand koreans 99
ten thousand kroner 191
ten thousand ladies 87
ten thousand lances 216
ten thousand lashes 60
ten thousand laughs 175
ten thousand layers 63
ten thousand laymen 72
ten thousand leaders 79
ten thousand leagues 1896
ten thousand learned 46
ten thousand legions 87
ten thousand lesser 786
ten thousand libels 43
ten thousand lights 556
ten thousand liters 93
ten thousand little 4730
ten thousand loaves 160
ten thousand london 55
ten thousand lonely 64
ten thousand lovely 116
ten thousand lovers 157
ten thousand mailed 69
ten thousand marching 200
ten thousand masses 272
ten thousand meetings 62
ten thousand member 86
ten thousand mental 81
ten thousand merely 41
ten thousand merits 74
ten thousand meteors 107
ten thousand meters 922
ten thousand methods 76
ten thousand metric 130
ten thousand middle 97
ten thousand mighty 67
ten thousand militia 922
ten thousand million 12535
ten thousand miners 746
ten thousand minute 307
ten thousand modern 133
ten thousand monkey 120
ten thousand mornings 71
ten thousand mostly 63
ten thousand mothers 247
ten thousand mounds 102
ten thousand movies 51
ten thousand musket 122
ten thousand muslim 183
ten thousand myriads 202
ten thousand myself 43
ten thousand nations 304
ten thousand native 646
ten thousand navajo 121
ten thousand needed 42
ten thousand negroes 1094
ten thousand nights 410
ten thousand nobles 83
ten thousand novels 107
ten thousand nuclear 180
ten thousand nurses 78
ten thousand office 55
ten thousand oranges 106
ten thousand orders 71
ten thousand organs 78
ten thousand ounces 903
ten thousand owners 76
ten thousand pagans 82
ten thousand papers 173
ten thousand parching 102
ten thousand parish 205
ten thousand passed 52
ten thousand passes 45
ten thousand peasant 102
ten thousand peoples 45
ten thousand perils 140
ten thousand perish 49
ten thousand persian 276
ten thousand person 106
ten thousand photos 51
ten thousand picked 798
ten thousand pieces 6438
ten thousand pigeons 47
ten thousand pilots 62
ten thousand pities 852
ten thousand places 1683
ten thousand planes 292
ten thousand plants 740
ten thousand plates 100
ten thousand points 711
ten thousand police 218
ten thousand polish 1145
ten thousand pounds 102296
ten thousand powers 43
ten thousand pretty 133
ten thousand prints 119
ten thousand proofs 234
ten thousand public 640
ten thousand pupils 628
ten thousand purses 63
ten thousand quarts 74
ten thousand ragged 44
ten thousand random 54
ten thousand rations 278
ten thousand reached 71
ten thousand readers 770
ten thousand reasons 691
ten thousand rebels 541
ten thousand regions 83
ten thousand remain 68
ten thousand remote 40
ten thousand retail 109
ten thousand riders 167
ten thousand rifles 1178
ten thousand rioters 57
ten thousand rivers 1460
ten thousand roared 40
ten thousand romans 408
ten thousand rounds 1074
ten thousand rubles 2667
ten thousand ruined 46
ten thousand rumors 42
ten thousand rupees 11336
ten thousand russian 1627
ten thousand sabers 79
ten thousand sackings 61
ten thousand saints 679
ten thousand salmon 65
ten thousand saplings 40
ten thousand saxons 278
ten thousand scales 73
ten thousand scenes 194
ten thousand school 722
ten thousand scotch 173
ten thousand screaming 171
ten thousand seasons 398
ten thousand secret 89
ten thousand select 64
ten thousand senses 102
ten thousand shades 153
ten thousand shames 60
ten thousand shapes 597
ten thousand shares 4209
ten thousand sheets 346
ten thousand shells 284
ten thousand shirts 97
ten thousand shoots 543
ten thousand should 548
ten thousand shouts 73
ten thousand showed 54
ten thousand shrubs 54
ten thousand silent 67
ten thousand silver 1998
ten thousand skulls 55
ten thousand slaves 3283
ten thousand sleeping 110
ten thousand slices 44
ten thousand slides 53
ten thousand smiles 54
ten thousand smokes 96
ten thousand snakes 111
ten thousand snares 138
ten thousand sneers 57
ten thousand solidi 61
ten thousand sounds 367
ten thousand soviet 305
ten thousand sparks 59
ten thousand special 122
ten thousand spools 66
ten thousand square 16532
ten thousand stages 203
ten thousand stalks 53
ten thousand stamps 41
ten thousand standing 400
ten thousand stands 636
ten thousand starving 140
ten thousand states 223
ten thousand stayed 83
ten thousand steers 67
ten thousand sterling 130
ten thousand sticks 91
ten thousand stocks 47
ten thousand stones 127
ten thousand stores 236
ten thousand storks 46
ten thousand storms 105
ten thousand strange 93
ten thousand streams 484
ten thousand street 44
ten thousand striking 95
ten thousand sturdy 58
ten thousand subtle 127
ten thousand summer 45
ten thousand swedes 281
ten thousand swords 1965
ten thousand tables 409
ten thousand tapers 112
ten thousand tartar 45
ten thousand tender 80
ten thousand theaters 72
ten thousand theories 102
ten thousand thieves 236
ten thousand throats 1294
ten thousand through 128
ten thousand thunder 46
ten thousand tigers 98
ten thousand titles 380
ten thousand tokens 42
ten thousand tongues 1835
ten thousand tonnes 210
ten thousand tosses 48
ten thousand towers 75
ten thousand tracts 225
ten thousand trains 54
ten thousand tramps 117
ten thousand tribal 49
ten thousand tribes 111
ten thousand tricks 59
ten thousand trivial 58
ten thousand trojan 93
ten thousand troops 10207
ten thousand trucks 598
ten thousand turned 76
ten thousand tutors 157
ten thousand twenty 62
ten thousand united 325
ten thousand useful 59
ten thousand valiant 157
ten thousand varied 255
ten thousand various 364
ten thousand vermin 52
ten thousand verses 1874
ten thousand visits 64
ten thousand voices 3900
ten thousand volume 42
ten thousand voters 529
ten thousand wagons 145
ten thousand waited 59
ten thousand waters 64
